TEMPORAL;TERRITORIO;EDAD;SEXO;INDICATOR;OBS_VALUE;FREQ
2002;ES611;Y65-100;_T;NACI;1.0;A
2002;ES611;Y65-100;M;NACI;1.0;A
2002;2241;TOTAL;_T;NACI;7.0;A
2002;2241;TOTAL;M;NACI;5.0;A
2002;2241;TOTAL;F;NACI;2.0;A
2002;2241;Y20-24;_T;NACI;2.0;A
2002;2241;Y20-24;M;NACI;1.0;A
2002;2241;Y20-24;F;NACI;1.0;A
2002;2241;Y25-29;_T;NACI;1.0;A
2002;2241;Y25-29;M;NACI;1.0;A
2002;2241;Y30-34;_T;NACI;1.0;A
2002;2241;Y30-34;M;NACI;1.0;A
2002;2241;Y35-39;_T;NACI;2.0;A
2002;2241;Y35-39;M;NACI;2.0;A
2002;2241;Y30-44;_T;NACI;1.0;A
2002;2241;Y30-44;F;NACI;1.0;A
2002;2242;TOTAL;_T;NACI;10.0;A
2002;2242;TOTAL;M;NACI;6.0;A
2002;2242;TOTAL;F;NACI;4.0;A
2002;2242;Y20-24;_T;NACI;1.0;A
2002;2242;Y20-24;M;NACI;1.0;A
2002;2242;Y25-29;_T;NACI;3.0;A
2002;2242;Y25-29;M;NACI;2.0;A
2002;2242;Y25-29;F;NACI;1.0;A
2002;2242;Y30-34;_T;NACI;4.0;A
2002;2242;Y30-34;M;NACI;2.0;A
2002;2242;Y30-34;F;NACI;2.0;A
2002;2242;Y35-39;_T;NACI;2.0;A
2002;2242;Y35-39;M;NACI;1.0;A
2002;2242;Y35-39;F;NACI;1.0;A
2002;2243;TOTAL;_T;NACI;241.0;A
2002;2243;TOTAL;M;NACI;127.0;A
2002;2243;TOTAL;F;NACI;114.0;A
2002;2243;Y15-29;_T;NACI;24.0;A
2002;2243;Y15-29;M;NACI;10.0;A
2002;2243;Y15-29;F;NACI;14.0;A
2002;2243;Y20-24;_T;NACI;44.0;A
2002;2243;Y20-24;M;NACI;22.0;A
2002;2243;Y20-24;F;NACI;22.0;A
2002;2243;Y25-29;_T;NACI;77.0;A
2002;2243;Y25-29;M;NACI;40.0;A
2002;2243;Y25-29;F;NACI;37.0;A
2002;2243;Y30-34;_T;NACI;69.0;A
2002;2243;Y30-34;M;NACI;41.0;A
2002;2243;Y30-34;F;NACI;28.0;A
2002;2243;Y35-39;_T;NACI;23.0;A
2002;2243;Y35-39;M;NACI;11.0;A
2002;2243;Y35-39;F;NACI;12.0;A
2002;2243;Y30-44;_T;NACI;4.0;A
2002;2243;Y30-44;M;NACI;3.0;A
2002;2243;Y30-44;F;NACI;1.0;A
2002;2244;TOTAL;_T;NACI;6.0;A
2002;2244;TOTAL;M;NACI;5.0;A
2002;2244;TOTAL;F;NACI;1.0;A
2002;2244;Y25-29;_T;NACI;1.0;A
2002;2244;Y25-29;F;NACI;1.0;A
2002;2244;Y30-34;_T;NACI;4.0;A
2002;2244;Y30-34;M;NACI;4.0;A
2002;2244;Y35-39;_T;NACI;1.0;A
2002;2244;Y35-39;M;NACI;1.0;A
2002;2245;TOTAL;_T;NACI;5.0;A
2002;2245;TOTAL;M;NACI;1.0;A
2002;2245;TOTAL;F;NACI;4.0;A
2002;2245;Y25-29;_T;NACI;3.0;A
2002;2245;Y25-29;M;NACI;1.0;A
2002;2245;Y25-29;F;NACI;2.0;A
2002;2245;Y30-34;_T;NACI;2.0;A
2002;2245;Y30-34;F;NACI;2.0;A
2002;2246;TOTAL;_T;NACI;99.0;A
2002;2246;TOTAL;M;NACI;41.0;A
2002;2246;TOTAL;F;NACI;58.0;A
2002;2246;Y15-29;_T;NACI;5.0;A
2002;2246;Y15-29;F;NACI;5.0;A
2002;2246;Y20-24;_T;NACI;21.0;A
2002;2246;Y20-24;M;NACI;9.0;A
2002;2246;Y20-24;F;NACI;12.0;A
2002;2246;Y25-29;_T;NACI;29.0;A
2002;2246;Y25-29;M;NACI;14.0;A
2002;2246;Y25-29;F;NACI;15.0;A
2002;2246;Y30-34;_T;NACI;25.0;A
2002;2246;Y30-34;M;NACI;12.0;A
2002;2246;Y30-34;F;NACI;13.0;A
2002;2246;Y35-39;_T;NACI;17.0;A
2002;2246;Y35-39;M;NACI;4.0;A
2002;2246;Y35-39;F;NACI;13.0;A
2002;2246;Y30-44;_T;NACI;2.0;A
2002;2246;Y30-44;M;NACI;2.0;A
2002;2247;TOTAL;_T;NACI;10.0;A
2002;2247;TOTAL;M;NACI;5.0;A
2002;2247;TOTAL;F;NACI;5.0;A
2002;2247;Y20-24;_T;NACI;1.0;A
2002;2247;Y20-24;M;NACI;1.0;A
2002;2247;Y25-29;_T;NACI;1.0;A
2002;2247;Y25-29;F;NACI;1.0;A
2002;2247;Y30-34;_T;NACI;6.0;A
2002;2247;Y30-34;M;NACI;3.0;A
2002;2247;Y30-34;F;NACI;3.0;A
2002;2247;Y35-39;_T;NACI;2.0;A
2002;2247;Y35-39;M;NACI;1.0;A
2002;2247;Y35-39;F;NACI;1.0;A
2002;2248;TOTAL;_T;NACI;3.0;A
2002;2248;TOTAL;M;NACI;3.0;A
2002;2248;Y30-34;_T;NACI;3.0;A
2002;2248;Y30-34;M;NACI;3.0;A
2002;2250;TOTAL;_T;NACI;6.0;A
2002;2250;TOTAL;M;NACI;1.0;A
2002;2250;TOTAL;F;NACI;5.0;A
2002;2250;Y20-24;_T;NACI;3.0;A
2002;2250;Y20-24;M;NACI;1.0;A
2002;2250;Y20-24;F;NACI;2.0;A
2002;2250;Y25-29;_T;NACI;2.0;A
2002;2250;Y25-29;F;NACI;2.0;A
2002;2250;Y30-34;_T;NACI;1.0;A
2002;2250;Y30-34;F;NACI;1.0;A
2002;2251;TOTAL;_T;NACI;36.0;A
2002;2251;TOTAL;M;NACI;19.0;A
2002;2251;TOTAL;F;NACI;17.0;A
2002;2251;Y15-29;_T;NACI;1.0;A
2002;2251;Y15-29;M;NACI;1.0;A
2002;2251;Y20-24;_T;NACI;5.0;A
2002;2251;Y20-24;M;NACI;2.0;A
2002;2251;Y20-24;F;NACI;3.0;A
2002;2251;Y25-29;_T;NACI;13.0;A
2002;2251;Y25-29;M;NACI;8.0;A
2002;2251;Y25-29;F;NACI;5.0;A
2002;2251;Y30-34;_T;NACI;12.0;A
2002;2251;Y30-34;M;NACI;6.0;A
2002;2251;Y30-34;F;NACI;6.0;A
2002;2251;Y35-39;_T;NACI;3.0;A
2002;2251;Y35-39;M;NACI;1.0;A
2002;2251;Y35-39;F;NACI;2.0;A
2002;2251;Y45-64;_T;NACI;2.0;A
2002;2251;Y45-64;M;NACI;1.0;A
2002;2251;Y45-64;F;NACI;1.0;A
2002;2252;TOTAL;_T;NACI;4.0;A
2002;2252;TOTAL;M;NACI;2.0;A
2002;2252;TOTAL;F;NACI;2.0;A
2002;2252;Y25-29;_T;NACI;1.0;A
2002;2252;Y25-29;M;NACI;1.0;A
2002;2252;Y35-39;_T;NACI;2.0;A
2002;2252;Y35-39;M;NACI;1.0;A
2002;2252;Y35-39;F;NACI;1.0;A
2002;2252;Y30-44;_T;NACI;1.0;A
2002;2252;Y30-44;F;NACI;1.0;A
2002;2253;TOTAL;_T;NACI;1967.0;A
2002;2253;TOTAL;M;NACI;982.0;A
2002;2253;TOTAL;F;NACI;985.0;A
2002;2253;Y15-29;_T;NACI;105.0;A
2002;2253;Y15-29;M;NACI;54.0;A
2002;2253;Y15-29;F;NACI;51.0;A
2002;2253;Y20-24;_T;NACI;294.0;A
2002;2253;Y20-24;M;NACI;140.0;A
2002;2253;Y20-24;F;NACI;154.0;A
2002;2253;Y25-29;_T;NACI;514.0;A
2002;2253;Y25-29;M;NACI;262.0;A
2002;2253;Y25-29;F;NACI;252.0;A
2002;2253;Y30-34;_T;NACI;649.0;A
2002;2253;Y30-34;M;NACI;324.0;A
2002;2253;Y30-34;F;NACI;325.0;A
2002;2253;Y35-39;_T;NACI;352.0;A
2002;2253;Y35-39;M;NACI;174.0;A
2002;2253;Y35-39;F;NACI;178.0;A
2002;2253;Y30-44;_T;NACI;51.0;A
2002;2253;Y30-44;M;NACI;27.0;A
2002;2253;Y30-44;F;NACI;24.0;A
2002;2253;Y45-64;_T;NACI;1.0;A
2002;2253;Y45-64;F;NACI;1.0;A
2002;2253;Y65-100;_T;NACI;1.0;A
2002;2253;Y65-100;M;NACI;1.0;A
2002;2254;TOTAL;_T;NACI;1.0;A
2002;2254;TOTAL;M;NACI;1.0;A
2002;2254;Y25-29;_T;NACI;1.0;A
2002;2254;Y25-29;M;NACI;1.0;A
2002;2256;TOTAL;_T;NACI;25.0;A
2002;2256;TOTAL;M;NACI;15.0;A
2002;2256;TOTAL;F;NACI;10.0;A
2002;2256;Y15-29;_T;NACI;1.0;A
2002;2256;Y15-29;F;NACI;1.0;A
2002;2256;Y20-24;_T;NACI;1.0;A
2002;2256;Y20-24;M;NACI;1.0;A
2002;2256;Y25-29;_T;NACI;8.0;A
2002;2256;Y25-29;M;NACI;4.0;A
2002;2256;Y25-29;F;NACI;4.0;A
2002;2256;Y30-34;_T;NACI;8.0;A
2002;2256;Y30-34;M;NACI;5.0;A
2002;2256;Y30-34;F;NACI;3.0;A
2002;2256;Y35-39;_T;NACI;5.0;A
2002;2256;Y35-39;M;NACI;3.0;A
2002;2256;Y35-39;F;NACI;2.0;A
2002;2256;Y30-44;_T;NACI;2.0;A
2002;2256;Y30-44;M;NACI;2.0;A
2002;2257;TOTAL;_T;NACI;13.0;A
2002;2257;TOTAL;M;NACI;7.0;A
2002;2257;TOTAL;F;NACI;6.0;A
2002;2257;Y15-29;_T;NACI;1.0;A
2002;2257;Y15-29;M;NACI;1.0;A
2002;2257;Y20-24;_T;NACI;2.0;A
2002;2257;Y20-24;F;NACI;2.0;A
2002;2257;Y25-29;_T;NACI;6.0;A
2002;2257;Y25-29;M;NACI;3.0;A
2002;2257;Y25-29;F;NACI;3.0;A
2002;2257;Y30-34;_T;NACI;2.0;A
2002;2257;Y30-34;M;NACI;1.0;A
2002;2257;Y30-34;F;NACI;1.0;A
2002;2257;Y35-39;_T;NACI;2.0;A
2002;2257;Y35-39;M;NACI;2.0;A
2002;2258;TOTAL;_T;NACI;1.0;A
2002;2258;TOTAL;F;NACI;1.0;A
2002;2258;Y30-34;_T;NACI;1.0;A
2002;2258;Y30-34;F;NACI;1.0;A
2002;2259;TOTAL;_T;NACI;2.0;A
2002;2259;TOTAL;M;NACI;2.0;A
2002;2259;Y25-29;_T;NACI;1.0;A
2002;2259;Y25-29;M;NACI;1.0;A
2002;2259;Y30-44;_T;NACI;1.0;A
2002;2259;Y30-44;M;NACI;1.0;A
2002;2261;TOTAL;_T;NACI;2.0;A
2002;2261;TOTAL;F;NACI;2.0;A
2002;2261;Y30-34;_T;NACI;2.0;A
2002;2261;Y30-34;F;NACI;2.0;A
2002;2264;TOTAL;_T;NACI;29.0;A
2002;2264;TOTAL;M;NACI;12.0;A
2002;2264;TOTAL;F;NACI;17.0;A
2002;2264;Y20-24;_T;NACI;3.0;A
2002;2264;Y20-24;M;NACI;2.0;A
2002;2264;Y20-24;F;NACI;1.0;A
2002;2264;Y25-29;_T;NACI;9.0;A
2002;2264;Y25-29;M;NACI;2.0;A
2002;2264;Y25-29;F;NACI;7.0;A
2002;2264;Y30-34;_T;NACI;14.0;A
2002;2264;Y30-34;M;NACI;6.0;A
2002;2264;Y30-34;F;NACI;8.0;A
2002;2264;Y35-39;_T;NACI;3.0;A
2002;2264;Y35-39;M;NACI;2.0;A
2002;2264;Y35-39;F;NACI;1.0;A
2002;2267;TOTAL;_T;NACI;2.0;A
2002;2267;TOTAL;M;NACI;1.0;A
2002;2267;TOTAL;F;NACI;1.0;A
2002;2267;Y30-34;_T;NACI;1.0;A
2002;2267;Y30-34;F;NACI;1.0;A
2002;2267;Y35-39;_T;NACI;1.0;A
2002;2267;Y35-39;M;NACI;1.0;A
2002;2268;TOTAL;_T;NACI;2.0;A
2002;2268;TOTAL;M;NACI;1.0;A
2002;2268;TOTAL;F;NACI;1.0;A
2002;2268;Y20-24;_T;NACI;1.0;A
2002;2268;Y20-24;M;NACI;1.0;A
2002;2268;Y30-34;_T;NACI;1.0;A
2002;2268;Y30-34;F;NACI;1.0;A
2002;2269;TOTAL;_T;NACI;157.0;A
2002;2269;TOTAL;M;NACI;85.0;A
2002;2269;TOTAL;F;NACI;72.0;A
2002;2269;Y15-29;_T;NACI;9.0;A
2002;2269;Y15-29;M;NACI;5.0;A
2002;2269;Y15-29;F;NACI;4.0;A
2002;2269;Y20-24;_T;NACI;29.0;A
2002;2269;Y20-24;M;NACI;16.0;A
2002;2269;Y20-24;F;NACI;13.0;A
2002;2269;Y25-29;_T;NACI;48.0;A
2002;2269;Y25-29;M;NACI;27.0;A
2002;2269;Y25-29;F;NACI;21.0;A
2002;2269;Y30-34;_T;NACI;45.0;A
2002;2269;Y30-34;M;NACI;20.0;A
2002;2269;Y30-34;F;NACI;25.0;A
2002;2269;Y35-39;_T;NACI;21.0;A
2002;2269;Y35-39;M;NACI;13.0;A
2002;2269;Y35-39;F;NACI;8.0;A
2002;2269;Y30-44;_T;NACI;5.0;A
2002;2269;Y30-44;M;NACI;4.0;A
2002;2269;Y30-44;F;NACI;1.0;A
2002;2270;TOTAL;_T;NACI;10.0;A
2002;2270;TOTAL;M;NACI;6.0;A
2002;2270;TOTAL;F;NACI;4.0;A
2002;2270;Y20-24;_T;NACI;4.0;A
2002;2270;Y20-24;M;NACI;3.0;A
2002;2270;Y20-24;F;NACI;1.0;A
2002;2270;Y25-29;_T;NACI;2.0;A
2002;2270;Y25-29;M;NACI;1.0;A
2002;2270;Y25-29;F;NACI;1.0;A
2002;2270;Y30-34;_T;NACI;2.0;A
2002;2270;Y30-34;F;NACI;2.0;A
2002;2270;Y35-39;_T;NACI;2.0;A
2002;2270;Y35-39;M;NACI;2.0;A
2002;2271;TOTAL;_T;NACI;28.0;A
2002;2271;TOTAL;M;NACI;16.0;A
2002;2271;TOTAL;F;NACI;12.0;A
2002;2271;Y20-24;_T;NACI;3.0;A
2002;2271;Y20-24;F;NACI;3.0;A
2002;2271;Y25-29;_T;NACI;16.0;A
2002;2271;Y25-29;M;NACI;10.0;A
2002;2271;Y25-29;F;NACI;6.0;A
2002;2271;Y30-34;_T;NACI;7.0;A
2002;2271;Y30-34;M;NACI;4.0;A
2002;2271;Y30-34;F;NACI;3.0;A
2002;2271;Y35-39;_T;NACI;2.0;A
2002;2271;Y35-39;M;NACI;2.0;A
2002;2272;TOTAL;_T;NACI;95.0;A
2002;2272;TOTAL;M;NACI;43.0;A
2002;2272;TOTAL;F;NACI;52.0;A
2002;2272;Y15-29;_T;NACI;2.0;A
2002;2272;Y15-29;M;NACI;1.0;A
2002;2272;Y15-29;F;NACI;1.0;A
2002;2272;Y20-24;_T;NACI;21.0;A
2002;2272;Y20-24;M;NACI;9.0;A
2002;2272;Y20-24;F;NACI;12.0;A
2002;2272;Y25-29;_T;NACI;26.0;A
2002;2272;Y25-29;M;NACI;10.0;A
2002;2272;Y25-29;F;NACI;16.0;A
2002;2272;Y30-34;_T;NACI;29.0;A
2002;2272;Y30-34;M;NACI;12.0;A
2002;2272;Y30-34;F;NACI;17.0;A
2002;2272;Y35-39;_T;NACI;15.0;A
2002;2272;Y35-39;M;NACI;10.0;A
2002;2272;Y35-39;F;NACI;5.0;A
2002;2272;Y30-44;_T;NACI;2.0;A
2002;2272;Y30-44;M;NACI;1.0;A
2002;2272;Y30-44;F;NACI;1.0;A
2002;2277;TOTAL;_T;NACI;4.0;A
2002;2277;TOTAL;M;NACI;1.0;A
2002;2277;TOTAL;F;NACI;3.0;A
2002;2277;Y20-24;_T;NACI;1.0;A
2002;2277;Y20-24;F;NACI;1.0;A
2002;2277;Y25-29;_T;NACI;2.0;A
2002;2277;Y25-29;M;NACI;1.0;A
2002;2277;Y25-29;F;NACI;1.0;A
2002;2277;Y30-34;_T;NACI;1.0;A
2002;2277;Y30-34;F;NACI;1.0;A
2002;2278;TOTAL;_T;NACI;10.0;A
2002;2278;TOTAL;M;NACI;7.0;A
2002;2278;TOTAL;F;NACI;3.0;A
2002;2278;Y25-29;_T;NACI;6.0;A
2002;2278;Y25-29;M;NACI;4.0;A
2002;2278;Y25-29;F;NACI;2.0;A
2002;2278;Y30-34;_T;NACI;3.0;A
2002;2278;Y30-34;M;NACI;2.0;A
2002;2278;Y30-34;F;NACI;1.0;A
2002;2278;Y35-39;_T;NACI;1.0;A
2002;2278;Y35-39;M;NACI;1.0;A
2002;2276;TOTAL;_T;NACI;119.0;A
2002;2276;TOTAL;M;NACI;54.0;A
2002;2276;TOTAL;F;NACI;65.0;A
2002;2276;Y15-29;_T;NACI;5.0;A
2002;2276;Y15-29;M;NACI;2.0;A
2002;2276;Y15-29;F;NACI;3.0;A
2002;2276;Y20-24;_T;NACI;24.0;A
2002;2276;Y20-24;M;NACI;10.0;A
2002;2276;Y20-24;F;NACI;14.0;A
2002;2276;Y25-29;_T;NACI;38.0;A
2002;2276;Y25-29;M;NACI;15.0;A
2002;2276;Y25-29;F;NACI;23.0;A
2002;2276;Y30-34;_T;NACI;26.0;A
2002;2276;Y30-34;M;NACI;12.0;A
2002;2276;Y30-34;F;NACI;14.0;A
2002;2276;Y35-39;_T;NACI;24.0;A
2002;2276;Y35-39;M;NACI;13.0;A
2002;2276;Y35-39;F;NACI;11.0;A
2002;2276;Y30-44;_T;NACI;2.0;A
2002;2276;Y30-44;M;NACI;2.0;A
2002;2279;TOTAL;_T;NACI;32.0;A
2002;2279;TOTAL;M;NACI;21.0;A
2002;2279;TOTAL;F;NACI;11.0;A
2002;2279;Y15-29;_T;NACI;1.0;A
2002;2279;Y15-29;M;NACI;1.0;A
2002;2279;Y20-24;_T;NACI;3.0;A
2002;2279;Y20-24;M;NACI;2.0;A
2002;2279;Y20-24;F;NACI;1.0;A
2002;2279;Y25-29;_T;NACI;8.0;A
2002;2279;Y25-29;M;NACI;2.0;A
2002;2279;Y25-29;F;NACI;6.0;A
2002;2279;Y30-34;_T;NACI;14.0;A
2002;2279;Y30-34;M;NACI;11.0;A
2002;2279;Y30-34;F;NACI;3.0;A
2002;2279;Y35-39;_T;NACI;6.0;A
2002;2279;Y35-39;M;NACI;5.0;A
2002;2279;Y35-39;F;NACI;1.0;A
2002;2347;TOTAL;_T;NACI;840.0;A
2002;2347;TOTAL;M;NACI;411.0;A
2002;2347;TOTAL;F;NACI;429.0;A
2002;2347;Y_LT15;_T;NACI;1.0;A
2002;2347;Y_LT15;F;NACI;1.0;A
2002;2347;Y15-29;_T;NACI;37.0;A
2002;2347;Y15-29;M;NACI;18.0;A
2002;2347;Y15-29;F;NACI;19.0;A
2002;2347;Y20-24;_T;NACI;131.0;A
2002;2347;Y20-24;M;NACI;65.0;A
2002;2347;Y20-24;F;NACI;66.0;A
2002;2347;Y25-29;_T;NACI;279.0;A
2002;2347;Y25-29;M;NACI;136.0;A
2002;2347;Y25-29;F;NACI;143.0;A
2002;2347;Y30-34;_T;NACI;292.0;A
2002;2347;Y30-34;M;NACI;145.0;A
2002;2347;Y30-34;F;NACI;147.0;A
2002;2347;Y35-39;_T;NACI;87.0;A
2002;2347;Y35-39;M;NACI;43.0;A
2002;2347;Y35-39;F;NACI;44.0;A
2002;2347;Y30-44;_T;NACI;11.0;A
2002;2347;Y30-44;M;NACI;4.0;A
2002;2347;Y30-44;F;NACI;7.0;A
2002;2347;Y45-64;_T;NACI;2.0;A
2002;2347;Y45-64;F;NACI;2.0;A
2002;2282;TOTAL;_T;NACI;2.0;A
2002;2282;TOTAL;M;NACI;1.0;A
2002;2282;TOTAL;F;NACI;1.0;A
2002;2282;Y15-29;_T;NACI;1.0;A
2002;2282;Y15-29;F;NACI;1.0;A
2002;2282;Y25-29;_T;NACI;1.0;A
2002;2282;Y25-29;M;NACI;1.0;A
2002;2284;TOTAL;_T;NACI;6.0;A
2002;2284;TOTAL;M;NACI;3.0;A
2002;2284;TOTAL;F;NACI;3.0;A
2002;2284;Y20-24;_T;NACI;1.0;A
2002;2284;Y20-24;F;NACI;1.0;A
2002;2284;Y25-29;_T;NACI;2.0;A
2002;2284;Y25-29;M;NACI;1.0;A
2002;2284;Y25-29;F;NACI;1.0;A
2002;2284;Y30-34;_T;NACI;1.0;A
2002;2284;Y30-34;F;NACI;1.0;A
2002;2284;Y35-39;_T;NACI;1.0;A
2002;2284;Y35-39;M;NACI;1.0;A
2002;2284;Y30-44;_T;NACI;1.0;A
2002;2284;Y30-44;M;NACI;1.0;A
2002;2285;TOTAL;_T;NACI;12.0;A
2002;2285;TOTAL;M;NACI;11.0;A
2002;2285;TOTAL;F;NACI;1.0;A
2002;2285;Y20-24;_T;NACI;1.0;A
2002;2285;Y20-24;M;NACI;1.0;A
2002;2285;Y25-29;_T;NACI;5.0;A
2002;2285;Y25-29;M;NACI;4.0;A
2002;2285;Y25-29;F;NACI;1.0;A
2002;2285;Y30-34;_T;NACI;5.0;A
2002;2285;Y30-34;M;NACI;5.0;A
2002;2285;Y35-39;_T;NACI;1.0;A
2002;2285;Y35-39;M;NACI;1.0;A
2002;2286;TOTAL;_T;NACI;24.0;A
2002;2286;TOTAL;M;NACI;9.0;A
2002;2286;TOTAL;F;NACI;15.0;A
2002;2286;Y20-24;_T;NACI;6.0;A
2002;2286;Y20-24;M;NACI;2.0;A
2002;2286;Y20-24;F;NACI;4.0;A
2002;2286;Y25-29;_T;NACI;7.0;A
2002;2286;Y25-29;M;NACI;4.0;A
2002;2286;Y25-29;F;NACI;3.0;A
2002;2286;Y30-34;_T;NACI;7.0;A
2002;2286;Y30-34;M;NACI;3.0;A
2002;2286;Y30-34;F;NACI;4.0;A
2002;2286;Y35-39;_T;NACI;4.0;A
2002;2286;Y35-39;F;NACI;4.0;A
2002;2287;TOTAL;_T;NACI;6.0;A
2002;2287;TOTAL;M;NACI;2.0;A
2002;2287;TOTAL;F;NACI;4.0;A
2002;2287;Y25-29;_T;NACI;1.0;A
2002;2287;Y25-29;F;NACI;1.0;A
2002;2287;Y30-34;_T;NACI;3.0;A
2002;2287;Y30-34;M;NACI;1.0;A
2002;2287;Y30-34;F;NACI;2.0;A
2002;2287;Y35-39;_T;NACI;2.0;A
2002;2287;Y35-39;M;NACI;1.0;A
2002;2287;Y35-39;F;NACI;1.0;A
2002;2288;TOTAL;_T;NACI;26.0;A
2002;2288;TOTAL;M;NACI;12.0;A
2002;2288;TOTAL;F;NACI;14.0;A
2002;2288;Y15-29;_T;NACI;1.0;A
2002;2288;Y15-29;F;NACI;1.0;A
2002;2288;Y20-24;_T;NACI;10.0;A
2002;2288;Y20-24;M;NACI;4.0;A
2002;2288;Y20-24;F;NACI;6.0;A
2002;2288;Y25-29;_T;NACI;9.0;A
2002;2288;Y25-29;M;NACI;6.0;A
2002;2288;Y25-29;F;NACI;3.0;A
2002;2288;Y30-34;_T;NACI;4.0;A
2002;2288;Y30-34;F;NACI;4.0;A
2002;2288;Y35-39;_T;NACI;2.0;A
2002;2288;Y35-39;M;NACI;2.0;A
2002;2289;TOTAL;_T;NACI;28.0;A
2002;2289;TOTAL;M;NACI;14.0;A
2002;2289;TOTAL;F;NACI;14.0;A
2002;2289;Y15-29;_T;NACI;3.0;A
2002;2289;Y15-29;M;NACI;3.0;A
2002;2289;Y20-24;_T;NACI;9.0;A
2002;2289;Y20-24;M;NACI;5.0;A
2002;2289;Y20-24;F;NACI;4.0;A
2002;2289;Y25-29;_T;NACI;10.0;A
2002;2289;Y25-29;M;NACI;4.0;A
2002;2289;Y25-29;F;NACI;6.0;A
2002;2289;Y30-34;_T;NACI;4.0;A
2002;2289;Y30-34;M;NACI;1.0;A
2002;2289;Y30-34;F;NACI;3.0;A
2002;2289;Y35-39;_T;NACI;1.0;A
2002;2289;Y35-39;M;NACI;1.0;A
2002;2289;Y30-44;_T;NACI;1.0;A
2002;2289;Y30-44;F;NACI;1.0;A
2002;2290;TOTAL;_T;NACI;76.0;A
2002;2290;TOTAL;M;NACI;39.0;A
2002;2290;TOTAL;F;NACI;37.0;A
2002;2290;Y15-29;_T;NACI;1.0;A
2002;2290;Y15-29;F;NACI;1.0;A
2002;2290;Y20-24;_T;NACI;10.0;A
2002;2290;Y20-24;M;NACI;7.0;A
2002;2290;Y20-24;F;NACI;3.0;A
2002;2290;Y25-29;_T;NACI;26.0;A
2002;2290;Y25-29;M;NACI;13.0;A
2002;2290;Y25-29;F;NACI;13.0;A
2002;2290;Y30-34;_T;NACI;24.0;A
2002;2290;Y30-34;M;NACI;12.0;A
2002;2290;Y30-34;F;NACI;12.0;A
2002;2290;Y35-39;_T;NACI;12.0;A
2002;2290;Y35-39;M;NACI;6.0;A
2002;2290;Y35-39;F;NACI;6.0;A
2002;2290;Y30-44;_T;NACI;3.0;A
