TEMPORAL;TERRITORIO;EDAD;SEXO;INDICATOR;OBS_VALUE;FREQ
2019;2544;Y35-39;M;NACI;5.0;A
2019;2544;Y35-39;F;NACI;1.0;A
2019;2544;Y30-44;_T;NACI;2.0;A
2019;2544;Y30-44;F;NACI;2.0;A
2019;2544;Y45-64;_T;NACI;1.0;A
2019;2544;Y45-64;F;NACI;1.0;A
2019;2546;TOTAL;_T;NACI;12.0;A
2019;2546;TOTAL;M;NACI;6.0;A
2019;2546;TOTAL;F;NACI;6.0;A
2019;2546;Y20-24;_T;NACI;3.0;A
2019;2546;Y20-24;F;NACI;3.0;A
2019;2546;Y25-29;_T;NACI;3.0;A
2019;2546;Y25-29;M;NACI;2.0;A
2019;2546;Y25-29;F;NACI;1.0;A
2019;2546;Y30-34;_T;NACI;1.0;A
2019;2546;Y30-34;M;NACI;1.0;A
2019;2546;Y35-39;_T;NACI;3.0;A
2019;2546;Y35-39;M;NACI;1.0;A
2019;2546;Y35-39;F;NACI;2.0;A
2019;2546;Y30-44;_T;NACI;2.0;A
2019;2546;Y30-44;M;NACI;2.0;A
2019;2548;TOTAL;_T;NACI;167.0;A
2019;2548;TOTAL;M;NACI;82.0;A
2019;2548;TOTAL;F;NACI;85.0;A
2019;2548;Y15-29;_T;NACI;2.0;A
2019;2548;Y15-29;M;NACI;2.0;A
2019;2548;Y20-24;_T;NACI;6.0;A
2019;2548;Y20-24;M;NACI;2.0;A
2019;2548;Y20-24;F;NACI;4.0;A
2019;2548;Y25-29;_T;NACI;40.0;A
2019;2548;Y25-29;M;NACI;15.0;A
2019;2548;Y25-29;F;NACI;25.0;A
2019;2548;Y30-34;_T;NACI;62.0;A
2019;2548;Y30-34;M;NACI;34.0;A
2019;2548;Y30-34;F;NACI;28.0;A
2019;2548;Y35-39;_T;NACI;49.0;A
2019;2548;Y35-39;M;NACI;23.0;A
2019;2548;Y35-39;F;NACI;26.0;A
2019;2548;Y30-44;_T;NACI;8.0;A
2019;2548;Y30-44;M;NACI;6.0;A
2019;2548;Y30-44;F;NACI;2.0;A
2019;2532;TOTAL;_T;NACI;31.0;A
2019;2532;TOTAL;M;NACI;17.0;A
2019;2532;TOTAL;F;NACI;14.0;A
2019;2532;Y20-24;_T;NACI;4.0;A
2019;2532;Y20-24;M;NACI;2.0;A
2019;2532;Y20-24;F;NACI;2.0;A
2019;2532;Y25-29;_T;NACI;12.0;A
2019;2532;Y25-29;M;NACI;8.0;A
2019;2532;Y25-29;F;NACI;4.0;A
2019;2532;Y30-34;_T;NACI;8.0;A
2019;2532;Y30-34;M;NACI;4.0;A
2019;2532;Y30-34;F;NACI;4.0;A
2019;2532;Y35-39;_T;NACI;6.0;A
2019;2532;Y35-39;M;NACI;3.0;A
2019;2532;Y35-39;F;NACI;3.0;A
2019;2532;Y30-44;_T;NACI;1.0;A
2019;2532;Y30-44;F;NACI;1.0;A
2019;2533;TOTAL;_T;NACI;5.0;A
2019;2533;TOTAL;M;NACI;1.0;A
2019;2533;TOTAL;F;NACI;4.0;A
2019;2533;Y20-24;_T;NACI;2.0;A
2019;2533;Y20-24;F;NACI;2.0;A
2019;2533;Y25-29;_T;NACI;2.0;A
2019;2533;Y25-29;F;NACI;2.0;A
2019;2533;Y30-34;_T;NACI;1.0;A
2019;2533;Y30-34;M;NACI;1.0;A
2019;2534;TOTAL;_T;NACI;29.0;A
2019;2534;TOTAL;M;NACI;17.0;A
2019;2534;TOTAL;F;NACI;12.0;A
2019;2534;Y20-24;_T;NACI;1.0;A
2019;2534;Y20-24;M;NACI;1.0;A
2019;2534;Y25-29;_T;NACI;9.0;A
2019;2534;Y25-29;M;NACI;4.0;A
2019;2534;Y25-29;F;NACI;5.0;A
2019;2534;Y30-34;_T;NACI;9.0;A
2019;2534;Y30-34;M;NACI;7.0;A
2019;2534;Y30-34;F;NACI;2.0;A
2019;2534;Y35-39;_T;NACI;10.0;A
2019;2534;Y35-39;M;NACI;5.0;A
2019;2534;Y35-39;F;NACI;5.0;A
2019;2535;TOTAL;_T;NACI;14.0;A
2019;2535;TOTAL;M;NACI;7.0;A
2019;2535;TOTAL;F;NACI;7.0;A
2019;2535;Y15-29;_T;NACI;1.0;A
2019;2535;Y15-29;M;NACI;1.0;A
2019;2535;Y20-24;_T;NACI;1.0;A
2019;2535;Y20-24;M;NACI;1.0;A
2019;2535;Y25-29;_T;NACI;2.0;A
2019;2535;Y25-29;F;NACI;2.0;A
2019;2535;Y30-34;_T;NACI;6.0;A
2019;2535;Y30-34;M;NACI;5.0;A
2019;2535;Y30-34;F;NACI;1.0;A
2019;2535;Y35-39;_T;NACI;3.0;A
2019;2535;Y35-39;F;NACI;3.0;A
2019;2535;Y30-44;_T;NACI;1.0;A
2019;2535;Y30-44;F;NACI;1.0;A
2019;2537;TOTAL;_T;NACI;10.0;A
2019;2537;TOTAL;M;NACI;3.0;A
2019;2537;TOTAL;F;NACI;7.0;A
2019;2537;Y20-24;_T;NACI;1.0;A
2019;2537;Y20-24;F;NACI;1.0;A
2019;2537;Y25-29;_T;NACI;3.0;A
2019;2537;Y25-29;F;NACI;3.0;A
2019;2537;Y30-34;_T;NACI;4.0;A
2019;2537;Y30-34;M;NACI;3.0;A
2019;2537;Y30-34;F;NACI;1.0;A
2019;2537;Y35-39;_T;NACI;1.0;A
2019;2537;Y35-39;F;NACI;1.0;A
2019;2537;Y30-44;_T;NACI;1.0;A
2019;2537;Y30-44;F;NACI;1.0;A
2019;2538;TOTAL;_T;NACI;10.0;A
2019;2538;TOTAL;M;NACI;5.0;A
2019;2538;TOTAL;F;NACI;5.0;A
2019;2538;Y20-24;_T;NACI;1.0;A
2019;2538;Y20-24;F;NACI;1.0;A
2019;2538;Y25-29;_T;NACI;4.0;A
2019;2538;Y25-29;M;NACI;2.0;A
2019;2538;Y25-29;F;NACI;2.0;A
2019;2538;Y30-34;_T;NACI;4.0;A
2019;2538;Y30-34;M;NACI;2.0;A
2019;2538;Y30-34;F;NACI;2.0;A
2019;2538;Y35-39;_T;NACI;1.0;A
2019;2538;Y35-39;M;NACI;1.0;A
2019;2707;TOTAL;_T;NACI;13.0;A
2019;2707;TOTAL;M;NACI;3.0;A
2019;2707;TOTAL;F;NACI;10.0;A
2019;2707;Y20-24;_T;NACI;1.0;A
2019;2707;Y20-24;F;NACI;1.0;A
2019;2707;Y30-34;_T;NACI;8.0;A
2019;2707;Y30-34;M;NACI;2.0;A
2019;2707;Y30-34;F;NACI;6.0;A
2019;2707;Y35-39;_T;NACI;3.0;A
2019;2707;Y35-39;F;NACI;3.0;A
2019;2707;Y30-44;_T;NACI;1.0;A
2019;2707;Y30-44;M;NACI;1.0;A
2019;2541;TOTAL;_T;NACI;32.0;A
2019;2541;TOTAL;M;NACI;14.0;A
2019;2541;TOTAL;F;NACI;18.0;A
2019;2541;Y20-24;_T;NACI;3.0;A
2019;2541;Y20-24;M;NACI;1.0;A
2019;2541;Y20-24;F;NACI;2.0;A
2019;2541;Y25-29;_T;NACI;9.0;A
2019;2541;Y25-29;M;NACI;5.0;A
2019;2541;Y25-29;F;NACI;4.0;A
2019;2541;Y30-34;_T;NACI;10.0;A
2019;2541;Y30-34;M;NACI;4.0;A
2019;2541;Y30-34;F;NACI;6.0;A
2019;2541;Y35-39;_T;NACI;7.0;A
2019;2541;Y35-39;M;NACI;3.0;A
2019;2541;Y35-39;F;NACI;4.0;A
2019;2541;Y30-44;_T;NACI;3.0;A
2019;2541;Y30-44;M;NACI;1.0;A
2019;2541;Y30-44;F;NACI;2.0;A
2019;2542;TOTAL;_T;NACI;67.0;A
2019;2542;TOTAL;M;NACI;37.0;A
2019;2542;TOTAL;F;NACI;30.0;A
2019;2542;Y15-29;_T;NACI;1.0;A
2019;2542;Y15-29;M;NACI;1.0;A
2019;2542;Y20-24;_T;NACI;3.0;A
2019;2542;Y20-24;M;NACI;2.0;A
2019;2542;Y20-24;F;NACI;1.0;A
2019;2542;Y25-29;_T;NACI;12.0;A
2019;2542;Y25-29;M;NACI;8.0;A
2019;2542;Y25-29;F;NACI;4.0;A
2019;2542;Y30-34;_T;NACI;25.0;A
2019;2542;Y30-34;M;NACI;14.0;A
2019;2542;Y30-34;F;NACI;11.0;A
2019;2542;Y35-39;_T;NACI;20.0;A
2019;2542;Y35-39;M;NACI;9.0;A
2019;2542;Y35-39;F;NACI;11.0;A
2019;2542;Y30-44;_T;NACI;4.0;A
2019;2542;Y30-44;M;NACI;1.0;A
2019;2542;Y30-44;F;NACI;3.0;A
2019;2542;Y45-64;_T;NACI;2.0;A
2019;2542;Y45-64;M;NACI;2.0;A
2019;2549;TOTAL;_T;NACI;22.0;A
2019;2549;TOTAL;M;NACI;8.0;A
2019;2549;TOTAL;F;NACI;14.0;A
2019;2549;Y15-29;_T;NACI;3.0;A
2019;2549;Y15-29;F;NACI;3.0;A
2019;2549;Y20-24;_T;NACI;8.0;A
2019;2549;Y20-24;M;NACI;1.0;A
2019;2549;Y20-24;F;NACI;7.0;A
2019;2549;Y25-29;_T;NACI;4.0;A
2019;2549;Y25-29;M;NACI;3.0;A
2019;2549;Y25-29;F;NACI;1.0;A
2019;2549;Y30-34;_T;NACI;5.0;A
2019;2549;Y30-34;M;NACI;3.0;A
2019;2549;Y30-34;F;NACI;2.0;A
2019;2549;Y35-39;_T;NACI;1.0;A
2019;2549;Y35-39;M;NACI;1.0;A
2019;2549;Y30-44;_T;NACI;1.0;A
2019;2549;Y30-44;F;NACI;1.0;A
2019;2550;TOTAL;_T;NACI;2.0;A
2019;2550;TOTAL;M;NACI;1.0;A
2019;2550;TOTAL;F;NACI;1.0;A
2019;2550;Y20-24;_T;NACI;1.0;A
2019;2550;Y20-24;M;NACI;1.0;A
2019;2550;Y25-29;_T;NACI;1.0;A
2019;2550;Y25-29;F;NACI;1.0;A
2019;2551;TOTAL;_T;NACI;2.0;A
2019;2551;TOTAL;M;NACI;2.0;A
2019;2551;Y25-29;_T;NACI;1.0;A
2019;2551;Y25-29;M;NACI;1.0;A
2019;2551;Y30-34;_T;NACI;1.0;A
2019;2551;Y30-34;M;NACI;1.0;A
2019;2553;TOTAL;_T;NACI;20.0;A
2019;2553;TOTAL;M;NACI;9.0;A
2019;2553;TOTAL;F;NACI;11.0;A
2019;2553;Y15-29;_T;NACI;1.0;A
2019;2553;Y15-29;F;NACI;1.0;A
2019;2553;Y20-24;_T;NACI;2.0;A
2019;2553;Y20-24;M;NACI;2.0;A
2019;2553;Y25-29;_T;NACI;7.0;A
2019;2553;Y25-29;M;NACI;3.0;A
2019;2553;Y25-29;F;NACI;4.0;A
2019;2553;Y30-34;_T;NACI;9.0;A
2019;2553;Y30-34;M;NACI;4.0;A
2019;2553;Y30-34;F;NACI;5.0;A
2019;2553;Y35-39;_T;NACI;1.0;A
2019;2553;Y35-39;F;NACI;1.0;A
2019;2554;TOTAL;_T;NACI;9.0;A
2019;2554;TOTAL;M;NACI;3.0;A
2019;2554;TOTAL;F;NACI;6.0;A
2019;2554;Y20-24;_T;NACI;4.0;A
2019;2554;Y20-24;M;NACI;1.0;A
2019;2554;Y20-24;F;NACI;3.0;A
2019;2554;Y25-29;_T;NACI;3.0;A
2019;2554;Y25-29;F;NACI;3.0;A
2019;2554;Y30-34;_T;NACI;1.0;A
2019;2554;Y30-34;M;NACI;1.0;A
2019;2554;Y35-39;_T;NACI;1.0;A
2019;2554;Y35-39;M;NACI;1.0;A
2019;2555;TOTAL;_T;NACI;15.0;A
2019;2555;TOTAL;M;NACI;5.0;A
2019;2555;TOTAL;F;NACI;10.0;A
2019;2555;Y25-29;_T;NACI;2.0;A
2019;2555;Y25-29;F;NACI;2.0;A
2019;2555;Y30-34;_T;NACI;3.0;A
2019;2555;Y30-34;M;NACI;3.0;A
2019;2555;Y35-39;_T;NACI;7.0;A
2019;2555;Y35-39;M;NACI;2.0;A
2019;2555;Y35-39;F;NACI;5.0;A
2019;2555;Y30-44;_T;NACI;3.0;A
2019;2555;Y30-44;F;NACI;3.0;A
2019;2556;TOTAL;_T;NACI;5.0;A
2019;2556;TOTAL;M;NACI;3.0;A
2019;2556;TOTAL;F;NACI;2.0;A
2019;2556;Y_LT15;_T;NACI;1.0;A
2019;2556;Y_LT15;F;NACI;1.0;A
2019;2556;Y25-29;_T;NACI;1.0;A
2019;2556;Y25-29;M;NACI;1.0;A
2019;2556;Y30-34;_T;NACI;1.0;A
2019;2556;Y30-34;M;NACI;1.0;A
2019;2556;Y35-39;_T;NACI;1.0;A
2019;2556;Y35-39;F;NACI;1.0;A
2019;2556;Y30-44;_T;NACI;1.0;A
2019;2556;Y30-44;M;NACI;1.0;A
2019;9565;TOTAL;_T;NACI;5.0;A
2019;9565;TOTAL;M;NACI;1.0;A
2019;9565;TOTAL;F;NACI;4.0;A
2019;9565;Y15-29;_T;NACI;2.0;A
2019;9565;Y15-29;F;NACI;2.0;A
2019;9565;Y25-29;_T;NACI;2.0;A
2019;9565;Y25-29;M;NACI;1.0;A
2019;9565;Y25-29;F;NACI;1.0;A
2019;9565;Y35-39;_T;NACI;1.0;A
2019;9565;Y35-39;F;NACI;1.0;A
2019;2557;TOTAL;_T;NACI;1.0;A
2019;2557;TOTAL;F;NACI;1.0;A
2019;2557;Y25-29;_T;NACI;1.0;A
2019;2557;Y25-29;F;NACI;1.0;A
2019;2558;TOTAL;_T;NACI;40.0;A
2019;2558;TOTAL;M;NACI;23.0;A
2019;2558;TOTAL;F;NACI;17.0;A
2019;2558;Y15-29;_T;NACI;1.0;A
2019;2558;Y15-29;F;NACI;1.0;A
2019;2558;Y20-24;_T;NACI;4.0;A
2019;2558;Y20-24;M;NACI;2.0;A
2019;2558;Y20-24;F;NACI;2.0;A
2019;2558;Y25-29;_T;NACI;9.0;A
2019;2558;Y25-29;M;NACI;6.0;A
2019;2558;Y25-29;F;NACI;3.0;A
2019;2558;Y30-34;_T;NACI;16.0;A
2019;2558;Y30-34;M;NACI;6.0;A
2019;2558;Y30-34;F;NACI;10.0;A
2019;2558;Y35-39;_T;NACI;9.0;A
2019;2558;Y35-39;M;NACI;8.0;A
2019;2558;Y35-39;F;NACI;1.0;A
2019;2558;Y30-44;_T;NACI;1.0;A
2019;2558;Y30-44;M;NACI;1.0;A
2019;2559;TOTAL;_T;NACI;3.0;A
2019;2559;TOTAL;M;NACI;1.0;A
2019;2559;TOTAL;F;NACI;2.0;A
2019;2559;Y25-29;_T;NACI;1.0;A
2019;2559;Y25-29;M;NACI;1.0;A
2019;2559;Y30-34;_T;NACI;1.0;A
2019;2559;Y30-34;F;NACI;1.0;A
2019;2559;Y30-44;_T;NACI;1.0;A
2019;2559;Y30-44;F;NACI;1.0;A
2019;2563;TOTAL;_T;NACI;9.0;A
2019;2563;TOTAL;M;NACI;6.0;A
2019;2563;TOTAL;F;NACI;3.0;A
2019;2563;Y15-29;_T;NACI;1.0;A
2019;2563;Y15-29;M;NACI;1.0;A
2019;2563;Y20-24;_T;NACI;3.0;A
2019;2563;Y20-24;M;NACI;3.0;A
2019;2563;Y25-29;_T;NACI;3.0;A
2019;2563;Y25-29;M;NACI;1.0;A
2019;2563;Y25-29;F;NACI;2.0;A
2019;2563;Y30-34;_T;NACI;1.0;A
2019;2563;Y30-34;F;NACI;1.0;A
2019;2563;Y30-44;_T;NACI;1.0;A
2019;2563;Y30-44;M;NACI;1.0;A
2019;2565;TOTAL;_T;NACI;6.0;A
2019;2565;TOTAL;M;NACI;5.0;A
2019;2565;TOTAL;F;NACI;1.0;A
2019;2565;Y20-24;_T;NACI;1.0;A
2019;2565;Y20-24;M;NACI;1.0;A
2019;2565;Y25-29;_T;NACI;3.0;A
2019;2565;Y25-29;M;NACI;2.0;A
2019;2565;Y25-29;F;NACI;1.0;A
2019;2565;Y30-34;_T;NACI;2.0;A
2019;2565;Y30-34;M;NACI;2.0;A
2019;2566;TOTAL;_T;NACI;33.0;A
2019;2566;TOTAL;M;NACI;22.0;A
2019;2566;TOTAL;F;NACI;11.0;A
2019;2566;Y15-29;_T;NACI;2.0;A
2019;2566;Y15-29;M;NACI;1.0;A
2019;2566;Y15-29;F;NACI;1.0;A
2019;2566;Y20-24;_T;NACI;9.0;A
2019;2566;Y20-24;M;NACI;6.0;A
2019;2566;Y20-24;F;NACI;3.0;A
2019;2566;Y25-29;_T;NACI;9.0;A
2019;2566;Y25-29;M;NACI;7.0;A
2019;2566;Y25-29;F;NACI;2.0;A
2019;2566;Y30-34;_T;NACI;7.0;A
2019;2566;Y30-34;M;NACI;3.0;A
2019;2566;Y30-34;F;NACI;4.0;A
2019;2566;Y35-39;_T;NACI;4.0;A
2019;2566;Y35-39;M;NACI;3.0;A
2019;2566;Y35-39;F;NACI;1.0;A
2019;2566;Y30-44;_T;NACI;2.0;A
2019;2566;Y30-44;M;NACI;2.0;A
2019;2700;TOTAL;_T;NACI;237.0;A
2019;2700;TOTAL;M;NACI;111.0;A
2019;2700;TOTAL;F;NACI;126.0;A
2019;2700;Y20-24;_T;NACI;24.0;A
2019;2700;Y20-24;M;NACI;9.0;A
2019;2700;Y20-24;F;NACI;15.0;A
2019;2700;Y25-29;_T;NACI;53.0;A
2019;2700;Y25-29;M;NACI;29.0;A
2019;2700;Y25-29;F;NACI;24.0;A
2019;2700;Y30-34;_T;NACI;77.0;A
2019;2700;Y30-34;M;NACI;40.0;A
2019;2700;Y30-34;F;NACI;37.0;A
2019;2700;Y35-39;_T;NACI;62.0;A
2019;2700;Y35-39;M;NACI;22.0;A
2019;2700;Y35-39;F;NACI;40.0;A
2019;2700;Y30-44;_T;NACI;17.0;A
2019;2700;Y30-44;M;NACI;8.0;A
2019;2700;Y30-44;F;NACI;9.0;A
2019;2700;Y45-64;_T;NACI;4.0;A
2019;2700;Y45-64;M;NACI;3.0;A
2019;2700;Y45-64;F;NACI;1.0;A
2019;2569;TOTAL;_T;NACI;1.0;A
2019;2569;TOTAL;M;NACI;1.0;A
2019;2569;Y20-24;_T;NACI;1.0;A
2019;2569;Y20-24;M;NACI;1.0;A
2019;2571;TOTAL;_T;NACI;50.0;A
2019;2571;TOTAL;M;NACI;26.0;A
2019;2571;TOTAL;F;NACI;24.0;A
2019;2571;Y20-24;_T;NACI;4.0;A
2019;2571;Y20-24;M;NACI;2.0;A
2019;2571;Y20-24;F;NACI;2.0;A
2019;2571;Y25-29;_T;NACI;14.0;A
2019;2571;Y25-29;M;NACI;9.0;A
2019;2571;Y25-29;F;NACI;5.0;A
2019;2571;Y30-34;_T;NACI;23.0;A
2019;2571;Y30-34;M;NACI;11.0;A
2019;2571;Y30-34;F;NACI;12.0;A
2019;2571;Y35-39;_T;NACI;4.0;A
2019;2571;Y35-39;M;NACI;1.0;A
2019;2571;Y35-39;F;NACI;3.0;A
2019;2571;Y30-44;_T;NACI;4.0;A
2019;2571;Y30-44;M;NACI;2.0;A
2019;2571;Y30-44;F;NACI;2.0;A
2019;2571;Y45-64;_T;NACI;1.0;A
2019;2571;Y45-64;M;NACI;1.0;A
2019;2572;TOTAL;_T;NACI;3.0;A
2019;2572;TOTAL;M;NACI;2.0;A
2019;2572;TOTAL;F;NACI;1.0;A
2019;2572;Y25-29;_T;NACI;2.0;A
2019;2572;Y25-29;M;NACI;1.0;A
2019;2572;Y25-29;F;NACI;1.0;A
2019;2572;Y35-39;_T;NACI;1.0;A
2019;2572;Y35-39;M;NACI;1.0;A
2019;2573;TOTAL;_T;NACI;1.0;A
2019;2573;TOTAL;F;NACI;1.0;A
2019;2573;Y30-34;_T;NACI;1.0;A
2019;2573;Y30-34;F;NACI;1.0;A
2019;2574;TOTAL;_T;NACI;1941.0;A
2019;2574;TOTAL;M;NACI;984.0;A
2019;2574;TOTAL;F;NACI;957.0;A
2019;2574;Y_LT15;_T;NACI;1.0;A
2019;2574;Y_LT15;F;NACI;1.0;A
2019;2574;Y15-29;_T;NACI;61.0;A
2019;2574;Y15-29;M;NACI;32.0;A
2019;2574;Y15-29;F;NACI;29.0;A
2019;2574;Y20-24;_T;NACI;155.0;A
2019;2574;Y20-24;M;NACI;68.0;A
2019;2574;Y20-24;F;NACI;87.0;A
2019;2574;Y25-29;_T;NACI;286.0;A
2019;2574;Y25-29;M;NACI;152.0;A
2019;2574;Y25-29;F;NACI;134.0;A
2019;2574;Y30-34;_T;NACI;636.0;A
2019;2574;Y30-34;M;NACI;338.0;A
2019;2574;Y30-34;F;NACI;298.0;A
2019;2574;Y35-39;_T;NACI;608.0;A
2019;2574;Y35-39;M;NACI;301.0;A
2019;2574;Y35-39;F;NACI;307.0;A
2019;2574;Y30-44;_T;NACI;176.0;A
2019;2574;Y30-44;M;NACI;80.0;A
2019;2574;Y30-44;F;NACI;96.0;A
2019;2574;Y45-64;_T;NACI;17.0;A
2019;2574;Y45-64;M;NACI;12.0;A
2019;2574;Y45-64;F;NACI;5.0;A
2019;2574;Y65-100;_T;NACI;1.0;A
2019;2574;Y65-100;M;NACI;1.0;A
2019;2575;TOTAL;_T;NACI;23.0;A
2019;2575;TOTAL;M;NACI;15.0;A
2019;2575;TOTAL;F;NACI;8.0;A
2019;2575;Y15-29;_T;NACI;2.0;A
2019;2575;Y15-29;F;NACI;2.0;A
2019;2575;Y20-24;_T;NACI;6.0;A
2019;2575;Y20-24;M;NACI;5.0;A
2019;2575;Y20-24;F;NACI;1.0;A
2019;2575;Y25-29;_T;NACI;5.0;A
2019;2575;Y25-29;M;NACI;3.0;A
2019;2575;Y25-29;F;NACI;2.0;A
2019;2575;Y30-34;_T;NACI;6.0;A
2019;2575;Y30-34;M;NACI;4.0;A
2019;2575;Y30-34;F;NACI;2.0;A
2019;2575;Y35-39;_T;NACI;4.0;A
2019;2575;Y35-39;M;NACI;3.0;A
2019;2575;Y35-39;F;NACI;1.0;A
2019;2576;TOTAL;_T;NACI;135.0;A
2019;2576;TOTAL;M;NACI;65.0;A
2019;2576;TOTAL;F;NACI;70.0;A
2019;2576;Y15-29;_T;NACI;5.0;A
2019;2576;Y15-29;M;NACI;3.0;A
2019;2576;Y15-29;F;NACI;2.0;A
2019;2576;Y20-24;_T;NACI;16.0;A
2019;2576;Y20-24;M;NACI;6.0;A
2019;2576;Y20-24;F;NACI;10.0;A
2019;2576;Y25-29;_T;NACI;27.0;A
2019;2576;Y25-29;M;NACI;12.0;A
2019;2576;Y25-29;F;NACI;15.0;A
2019;2576;Y30-34;_T;NACI;38.0;A
2019;2576;Y30-34;M;NACI;17.0;A
2019;2576;Y30-34;F;NACI;21.0;A
2019;2576;Y35-39;_T;NACI;38.0;A
2019;2576;Y35-39;M;NACI;18.0;A
2019;2576;Y35-39;F;NACI;20.0;A
2019;2576;Y30-44;_T;NACI;10.0;A
2019;2576;Y30-44;M;NACI;9.0;A
2019;2576;Y30-44;F;NACI;1.0;A
2019;2576;Y45-64;_T;NACI;1.0;A
2019;2576;Y45-64;F;NACI;1.0;A
2019;2701;TOTAL;_T;NACI;5.0;A
2019;2701;TOTAL;M;NACI;1.0;A
2019;2701;TOTAL;F;NACI;4.0;A
2019;2701;Y20-24;_T;NACI;1.0;A
2019;2701;Y20-24;M;NACI;1.0;A
2019;2701;Y25-29;_T;NACI;1.0;A
2019;2701;Y25-29;F;NACI;1.0;A
2019;2701;Y30-34;_T;NACI;2.0;A
2019;2701;Y30-34;F;NACI;2.0;A
2019;2701;Y35-39;_T;NACI;1.0;A
2019;2701;Y35-39;F;NACI;1.0;A
2019;2580;TOTAL;_T;NACI;45.0;A
2019;2580;TOTAL;M;NACI;28.0;A
2019;2580;TOTAL;F;NACI;17.0;A
2019;2580;Y15-29;_T;NACI;1.0;A
2019;2580;Y15-29;M;NACI;1.0;A
2019;2580;Y20-24;_T;NACI;9.0;A
2019;2580;Y20-24;M;NACI;4.0;A
2019;2580;Y20-24;F;NACI;5.0;A
2019;2580;Y25-29;_T;NACI;8.0;A
2019;2580;Y25-29;M;NACI;6.0;A
2019;2580;Y25-29;F;NACI;2.0;A
2019;2580;Y30-34;_T;NACI;10.0;A
2019;2580;Y30-34;M;NACI;6.0;A
2019;2580;Y30-34;F;NACI;4.0;A
2019;2580;Y35-39;_T;NACI;13.0;A
2019;2580;Y35-39;M;NACI;7.0;A
2019;2580;Y35-39;F;NACI;6.0;A
2019;2580;Y30-44;_T;NACI;4.0;A
2019;2580;Y30-44;M;NACI;4.0;A
2019;2581;TOTAL;_T;NACI;17.0;A
2019;2581;TOTAL;M;NACI;10.0;A
2019;2581;TOTAL;F;NACI;7.0;A
2019;2581;Y20-24;_T;NACI;5.0;A
2019;2581;Y20-24;M;NACI;4.0;A
2019;2581;Y20-24;F;NACI;1.0;A
2019;2581;Y25-29;_T;NACI;5.0;A
2019;2581;Y25-29;M;NACI;4.0;A
2019;2581;Y25-29;F;NACI;1.0;A
2019;2581;Y30-34;_T;NACI;3.0;A
2019;2581;Y30-34;M;NACI;1.0;A
2019;2581;Y30-34;F;NACI;2.0;A
2019;2581;Y35-39;_T;NACI;3.0;A
2019;2581;Y35-39;M;NACI;1.0;A
2019;2581;Y35-39;F;NACI;2.0;A
2019;2581;Y30-44;_T;NACI;1.0;A
2019;2581;Y30-44;F;NACI;1.0;A
2019;2582;TOTAL;_T;NACI;25.0;A
2019;2582;TOTAL;M;NACI;17.0;A
2019;2582;TOTAL;F;NACI;8.0;A
2019;2582;Y20-24;_T;NACI;6.0;A
2019;2582;Y20-24;M;NACI;4.0;A
2019;2582;Y20-24;F;NACI;2.0;A
2019;2582;Y25-29;_T;NACI;8.0;A
2019;2582;Y25-29;M;NACI;6.0;A
2019;2582;Y25-29;F;NACI;2.0;A
2019;2582;Y30-34;_T;NACI;4.0;A
2019;2582;Y30-34;M;NACI;2.0;A
2019;2582;Y30-34;F;NACI;2.0;A
2019;2582;Y35-39;_T;NACI;6.0;A
2019;2582;Y35-39;M;NACI;4.0;A
2019;2582;Y35-39;F;NACI;2.0;A
2019;2582;Y30-44;_T;NACI;1.0;A
2019;2582;Y30-44;M;NACI;1.0;A
2019;2583;TOTAL;_T;NACI;2.0;A
2019;2583;TOTAL;M;NACI;1.0;A
2019;2583;TOTAL;F;NACI;1.0;A
2019;2583;Y25-29;_T;NACI;1.0;A
2019;2583;Y25-29;F;NACI;1.0;A
2019;2583;Y30-34;_T;NACI;1.0;A
2019;2583;Y30-34;M;NACI;1.0;A
2019;2584;TOTAL;_T;NACI;4.0;A
2019;2584;TOTAL;M;NACI;2.0;A
2019;2584;TOTAL;F;NACI;2.0;A
2019;2584;Y15-29;_T;NACI;1.0;A
2019;2584;Y15-29;F;NACI;1.0;A
2019;2584;Y25-29;_T;NACI;2.0;A
2019;2584;Y25-29;M;NACI;2.0;A
2019;2584;Y30-34;_T;NACI;1.0;A
2019;2584;Y30-34;F;NACI;1.0;A
2019;2585;TOTAL;_T;NACI;49.0;A
2019;2585;TOTAL;M;NACI;29.0;A
2019;2585;TOTAL;F;NACI;20.0;A
2019;2585;Y15-29;_T;NACI;2.0;A
2019;2585;Y15-29;M;NACI;1.0;A
2019;2585;Y15-29;F;NACI;1.0;A
2019;2585;Y20-24;_T;NACI;8.0;A
2019;2585;Y20-24;M;NACI;5.0;A
2019;2585;Y20-24;F;NACI;3.0;A
2019;2585;Y25-29;_T;NACI;13.0;A
2019;2585;Y25-29;M;NACI;6.0;A
2019;2585;Y25-29;F;NACI;7.0;A
2019;2585;Y30-34;_T;NACI;13.0;A
2019;2585;Y30-34;M;NACI;9.0;A
2019;2585;Y30-34;F;NACI;4.0;A
2019;2585;Y35-39;_T;NACI;12.0;A
2019;2585;Y35-39;M;NACI;7.0;A
2019;2585;Y35-39;F;NACI;5.0;A
2019;2585;Y30-44;_T;NACI;1.0;A
2019;2585;Y30-44;M;NACI;1.0;A
2019;2586;TOTAL;_T;NACI;17.0;A
2019;2586;TOTAL;M;NACI;8.0;A
