TEMPORAL;SEXO;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2020;M;2703;NACI;3.0;A
2020;M;2676;NACI;1.0;A
2020;M;2677;NACI;4.0;A
2020;M;2678;NACI;8.0;A
2020;M;2681;NACI;17.0;A
2020;M;2682;NACI;78.0;A
2020;M;2683;NACI;7.0;A
2020;M;ES615;NACI;2218.0;A
2020;M;2714;NACI;4.0;A
2020;M;2715;NACI;80.0;A
2020;M;2716;NACI;3.0;A
2020;M;2717;NACI;4.0;A
2020;M;2718;NACI;137.0;A
2020;M;2719;NACI;7.0;A
2020;M;2720;NACI;39.0;A
2020;M;2721;NACI;11.0;A
2020;M;2722;NACI;4.0;A
2020;M;2723;NACI;94.0;A
2020;M;2724;NACI;21.0;A
2020;M;2726;NACI;69.0;A
2020;M;2727;NACI;18.0;A
2020;M;2729;NACI;3.0;A
2020;M;2730;NACI;14.0;A
2020;M;2731;NACI;8.0;A
2020;M;2734;NACI;108.0;A
2020;M;2736;NACI;5.0;A
2020;M;2743;NACI;6.0;A
2020;M;2737;NACI;2.0;A
2020;M;2738;NACI;13.0;A
2020;M;2740;NACI;1.0;A
2020;M;2741;NACI;1.0;A
2020;M;2742;NACI;4.0;A
2020;M;2744;NACI;6.0;A
2020;M;2745;NACI;9.0;A
2020;M;2746;NACI;3.0;A
2020;M;2747;NACI;4.0;A
2020;M;2748;NACI;54.0;A
2020;M;2749;NACI;2.0;A
2020;M;2750;NACI;2.0;A
2020;M;2751;NACI;5.0;A
2020;M;2752;NACI;1.0;A
2020;M;2753;NACI;22.0;A
2020;M;2754;NACI;586.0;A
2020;M;2755;NACI;88.0;A
2020;M;2756;NACI;13.0;A
2020;M;2757;NACI;141.0;A
2020;M;2759;NACI;21.0;A
2020;M;2760;NACI;12.0;A
2020;M;2761;NACI;2.0;A
2020;M;2762;NACI;14.0;A
2020;M;2763;NACI;104.0;A
2020;M;2764;NACI;2.0;A
2020;M;2765;NACI;20.0;A
2020;M;2766;NACI;11.0;A
2020;M;2767;NACI;48.0;A
2020;M;2768;NACI;66.0;A
2020;M;2769;NACI;9.0;A
2020;M;2770;NACI;2.0;A
2020;M;2771;NACI;11.0;A
2020;M;2773;NACI;58.0;A
2020;M;2775;NACI;40.0;A
2020;M;2776;NACI;4.0;A
2020;M;2777;NACI;21.0;A
2020;M;2778;NACI;24.0;A
2020;M;2780;NACI;1.0;A
2020;M;2779;NACI;1.0;A
2020;M;2781;NACI;1.0;A
2020;M;2782;NACI;5.0;A
2020;M;2783;NACI;10.0;A
2020;M;2784;NACI;32.0;A
2020;M;2786;NACI;55.0;A
2020;M;2787;NACI;6.0;A
2020;M;2788;NACI;10.0;A
2020;M;2789;NACI;2.0;A
2020;M;2790;NACI;15.0;A
2020;M;2791;NACI;8.0;A
2020;M;2792;NACI;10.0;A
2020;M;2793;NACI;1.0;A
2020;M;ES616;NACI;2343.0;A
2020;M;2798;NACI;1.0;A
2020;M;2800;NACI;95.0;A
2020;M;2801;NACI;42.0;A
2020;M;2802;NACI;1.0;A
2020;M;2803;NACI;125.0;A
2020;M;2804;NACI;28.0;A
2020;M;2805;NACI;12.0;A
2020;M;2806;NACI;10.0;A
2020;M;2907;NACI;7.0;A
2020;M;2807;NACI;74.0;A
2020;M;2808;NACI;67.0;A
2020;M;2809;NACI;9.0;A
2020;M;2810;NACI;28.0;A
2020;M;2904;NACI;12.0;A
2020;M;2812;NACI;13.0;A
2020;M;2813;NACI;2.0;A
2020;M;2814;NACI;1.0;A
2020;M;2815;NACI;6.0;A
2020;M;2816;NACI;4.0;A
2020;M;2817;NACI;11.0;A
2020;M;2818;NACI;2.0;A
2020;M;2819;NACI;1.0;A
2020;M;2822;NACI;63.0;A
2020;M;2823;NACI;20.0;A
2020;M;2825;NACI;15.0;A
2020;M;2826;NACI;1.0;A
2020;M;2827;NACI;22.0;A
2020;M;2828;NACI;1.0;A
2020;M;2829;NACI;4.0;A
2020;M;2830;NACI;9.0;A
2020;M;2831;NACI;3.0;A
2020;M;2832;NACI;7.0;A
2020;M;2833;NACI;6.0;A
2020;M;2834;NACI;4.0;A
2020;M;2837;NACI;24.0;A
2020;M;2838;NACI;10.0;A
2020;M;2841;NACI;1.0;A
2020;M;2844;NACI;23.0;A
2020;M;2845;NACI;10.0;A
2020;M;2846;NACI;7.0;A
2020;M;2847;NACI;3.0;A
2020;M;2848;NACI;3.0;A
2020;M;2849;NACI;4.0;A
2020;M;2850;NACI;410.0;A
2020;M;2851;NACI;25.0;A
2020;M;2852;NACI;5.0;A
2020;M;2853;NACI;57.0;A
2020;M;2839;NACI;4.0;A
2020;M;2854;NACI;3.0;A
2020;M;2855;NACI;183.0;A
2020;M;2856;NACI;15.0;A
2020;M;2857;NACI;1.0;A
2020;M;2858;NACI;38.0;A
2020;M;2859;NACI;26.0;A
2020;M;2860;NACI;111.0;A
2020;M;2861;NACI;52.0;A
2020;M;2862;NACI;5.0;A
2020;M;2863;NACI;15.0;A
2020;M;2864;NACI;6.0;A
2020;M;2865;NACI;5.0;A
2020;M;2866;NACI;23.0;A
2020;M;2867;NACI;11.0;A
2020;M;2869;NACI;19.0;A
2020;M;2870;NACI;26.0;A
2020;M;2871;NACI;13.0;A
2020;M;2872;NACI;9.0;A
2020;M;2873;NACI;19.0;A
2020;M;2874;NACI;16.0;A
2020;M;2875;NACI;11.0;A
2020;M;2876;NACI;2.0;A
2020;M;2906;NACI;5.0;A
2020;M;2879;NACI;15.0;A
2020;M;2880;NACI;4.0;A
2020;M;2881;NACI;2.0;A
2020;M;2882;NACI;8.0;A
2020;M;2884;NACI;5.0;A
2020;M;2885;NACI;5.0;A
2020;M;2887;NACI;56.0;A
2020;M;2888;NACI;47.0;A
2020;M;2889;NACI;20.0;A
2020;M;2891;NACI;2.0;A
2020;M;2892;NACI;2.0;A
2020;M;2893;NACI;116.0;A
2020;M;2894;NACI;13.0;A
2020;M;2895;NACI;10.0;A
2020;M;2896;NACI;31.0;A
2020;M;2897;NACI;17.0;A
2020;M;2898;NACI;32.0;A
2020;M;2899;NACI;1.0;A
2020;M;2900;NACI;35.0;A
2020;M;2905;NACI;16.0;A
2020;M;ES617;NACI;6370.0;A
2020;M;2912;NACI;29.0;A
2020;M;2913;NACI;8.0;A
2020;M;2916;NACI;21.0;A
2020;M;2917;NACI;2.0;A
2020;M;2918;NACI;178.0;A
2020;M;2919;NACI;105.0;A
2020;M;2920;NACI;7.0;A
2020;M;2921;NACI;6.0;A
2020;M;2922;NACI;12.0;A
2020;M;2923;NACI;55.0;A
2020;M;2924;NACI;4.0;A
2020;M;2926;NACI;151.0;A
2020;M;2928;NACI;17.0;A
2020;M;2929;NACI;8.0;A
2020;M;2930;NACI;2.0;A
2020;M;2931;NACI;12.0;A
2020;M;2933;NACI;1.0;A
2020;M;2934;NACI;32.0;A
2020;M;2935;NACI;2.0;A
2020;M;2936;NACI;273.0;A
2020;M;2937;NACI;4.0;A
2020;M;2938;NACI;14.0;A
2020;M;2939;NACI;3.0;A
2020;M;2940;NACI;4.0;A
2020;M;2941;NACI;2.0;A
2020;M;2942;NACI;5.0;A
2020;M;2943;NACI;33.0;A
2020;M;2944;NACI;1.0;A
2020;M;2945;NACI;3.0;A
2020;M;2949;NACI;130.0;A
2020;M;2950;NACI;13.0;A
2020;M;2951;NACI;6.0;A
2020;M;2952;NACI;36.0;A
2020;M;2953;NACI;123.0;A
2020;M;2954;NACI;11.0;A
2020;M;2955;NACI;1.0;A
2020;M;2956;NACI;9.0;A
2020;M;2957;NACI;7.0;A
2020;M;2958;NACI;7.0;A
2020;M;2960;NACI;13.0;A
2020;M;2959;NACI;9.0;A
2020;M;2961;NACI;3.0;A
2020;M;2962;NACI;260.0;A
2020;M;2964;NACI;10.0;A
2020;M;2965;NACI;230.0;A
2020;M;2966;NACI;8.0;A
2020;M;2967;NACI;4.0;A
2020;M;2968;NACI;2.0;A
2020;M;2969;NACI;12.0;A
2020;M;2970;NACI;14.0;A
2020;M;2971;NACI;2.0;A
2020;M;2972;NACI;3.0;A
2020;M;2973;NACI;6.0;A
2020;M;2975;NACI;1.0;A
2020;M;2977;NACI;1.0;A
2020;M;2978;NACI;2222.0;A
2020;M;2979;NACI;65.0;A
2020;M;2980;NACI;540.0;A
2020;M;2981;NACI;331.0;A
2020;M;2982;NACI;4.0;A
2020;M;2983;NACI;21.0;A
2020;M;2984;NACI;9.0;A
2020;M;3018;NACI;2.0;A
2020;M;2985;NACI;3.0;A
2020;M;2986;NACI;69.0;A
2020;M;2987;NACI;16.0;A
2020;M;2988;NACI;1.0;A
2020;M;2990;NACI;13.0;A
2020;M;2991;NACI;39.0;A
2020;M;2994;NACI;193.0;A
2020;M;2995;NACI;9.0;A
2020;M;2996;NACI;120.0;A
2020;M;2998;NACI;3.0;A
2020;M;2999;NACI;1.0;A
2020;M;3019;NACI;3.0;A
2020;M;3000;NACI;21.0;A
2020;M;3001;NACI;12.0;A
2020;M;3002;NACI;5.0;A
2020;M;3015;NACI;231.0;A
2020;M;3003;NACI;59.0;A
2020;M;3004;NACI;1.0;A
2020;M;3005;NACI;8.0;A
2020;M;3006;NACI;358.0;A
2020;M;3007;NACI;21.0;A
2020;M;3017;NACI;15.0;A
2020;M;3010;NACI;7.0;A
2020;M;3008;NACI;13.0;A
2020;M;3009;NACI;24.0;A
2020;M;3011;NACI;4.0;A
2020;M;3012;NACI;12.0;A
2020;M;ES618;NACI;8018.0;A
2020;M;3024;NACI;5.0;A
2020;M;3025;NACI;3.0;A
2020;M;3026;NACI;11.0;A
2020;M;3028;NACI;308.0;A
2020;M;3029;NACI;54.0;A
2020;M;3030;NACI;18.0;A
2020;M;3031;NACI;77.0;A
2020;M;3032;NACI;8.0;A
2020;M;3033;NACI;2.0;A
2020;M;3034;NACI;33.0;A
2020;M;3035;NACI;80.0;A
2020;M;3037;NACI;29.0;A
2020;M;3038;NACI;26.0;A
2020;M;3039;NACI;19.0;A
2020;M;3040;NACI;36.0;A
2020;M;3041;NACI;50.0;A
2020;M;3042;NACI;78.0;A
2020;M;3043;NACI;70.0;A
2020;M;3044;NACI;26.0;A
2020;M;3045;NACI;58.0;A
2020;M;3046;NACI;136.0;A
2020;M;3047;NACI;25.0;A
2020;M;3048;NACI;60.0;A
2020;M;3133;NACI;12.0;A
2020;M;3049;NACI;118.0;A
2020;M;3050;NACI;7.0;A
2020;M;3051;NACI;20.0;A
2020;M;3052;NACI;20.0;A
2020;M;3053;NACI;5.0;A
2020;M;3054;NACI;75.0;A
2020;M;3056;NACI;6.0;A
2020;M;3057;NACI;8.0;A
2020;M;3058;NACI;18.0;A
2020;M;3059;NACI;118.0;A
2020;M;3060;NACI;3.0;A
2020;M;3061;NACI;18.0;A
2020;M;3062;NACI;19.0;A
2020;M;3137;NACI;34.0;A
2020;M;3063;NACI;575.0;A
2020;M;3064;NACI;171.0;A
2020;M;3065;NACI;60.0;A
2020;M;3066;NACI;64.0;A
2020;M;3067;NACI;23.0;A
2020;M;3068;NACI;3.0;A
2020;M;3069;NACI;48.0;A
2020;M;3070;NACI;25.0;A
2020;M;3071;NACI;19.0;A
2020;M;3072;NACI;39.0;A
2020;M;3073;NACI;6.0;A
2020;M;3074;NACI;56.0;A
2020;M;3075;NACI;26.0;A
2020;M;3076;NACI;16.0;A
2020;M;3136;NACI;25.0;A
2020;M;3078;NACI;15.0;A
2020;M;3080;NACI;145.0;A
2020;M;3081;NACI;1.0;A
2020;M;3082;NACI;70.0;A
2020;M;3083;NACI;17.0;A
2020;M;3084;NACI;1.0;A
2020;M;3085;NACI;103.0;A
2020;M;3086;NACI;218.0;A
2020;M;3087;NACI;95.0;A
2020;M;3088;NACI;9.0;A
2020;M;3089;NACI;8.0;A
2020;M;3090;NACI;14.0;A
2020;M;3091;NACI;31.0;A
2020;M;3092;NACI;92.0;A
2020;M;3093;NACI;5.0;A
2020;M;3094;NACI;44.0;A
2020;M;3095;NACI;84.0;A
2020;M;3096;NACI;197.0;A
2020;M;280352;NACI;11.0;A
2020;M;3097;NACI;38.0;A
2020;M;3098;NACI;32.0;A
2020;M;3099;NACI;28.0;A
2020;M;3100;NACI;3.0;A
2020;M;3101;NACI;10.0;A
2020;M;3102;NACI;51.0;A
2020;M;3103;NACI;11.0;A
2020;M;3104;NACI;46.0;A
2020;M;3105;NACI;14.0;A
2020;M;3108;NACI;38.0;A
2020;M;3109;NACI;7.0;A
2020;M;3110;NACI;151.0;A
2020;M;3111;NACI;19.0;A
2020;M;3112;NACI;1.0;A
2020;M;3113;NACI;13.0;A
2020;M;3114;NACI;11.0;A
2020;M;3115;NACI;110.0;A
2020;M;3117;NACI;3.0;A
2020;M;3116;NACI;46.0;A
2020;M;3118;NACI;23.0;A
2020;M;3119;NACI;19.0;A
2020;M;3120;NACI;2724.0;A
2020;M;3121;NACI;35.0;A
2020;M;3122;NACI;97.0;A
2020;M;3123;NACI;49.0;A
2020;M;3124;NACI;208.0;A
2020;M;3126;NACI;26.0;A
2020;M;3127;NACI;16.0;A
2020;M;3130;NACI;4.0;A
2020;M;3128;NACI;31.0;A
2020;M;3129;NACI;17.0;A
2020;M;3131;NACI;40.0;A
2020;M;3132;NACI;88.0;A
2020;_T;ES61;NACI;65522.0;A
2020;_T;ES611;NACI;6874.0;A
2020;_T;2241;NACI;6.0;A
2020;_T;2242;NACI;7.0;A
2020;_T;2243;NACI;236.0;A
2020;_T;2244;NACI;2.0;A
2020;_T;2245;NACI;4.0;A
2020;_T;2246;NACI;107.0;A
2020;_T;2247;NACI;9.0;A
2020;_T;2250;NACI;5.0;A
2020;_T;2251;NACI;35.0;A
2020;_T;2253;NACI;1807.0;A
2020;_T;2256;NACI;28.0;A
2020;_T;2257;NACI;5.0;A
2020;_T;9563;NACI;17.0;A
2020;_T;2260;NACI;1.0;A
2020;_T;2262;NACI;1.0;A
2020;_T;2263;NACI;2.0;A
2020;_T;2264;NACI;43.0;A
2020;_T;2268;NACI;1.0;A
2020;_T;2269;NACI;102.0;A
2020;_T;2270;NACI;4.0;A
2020;_T;2271;NACI;9.0;A
2020;_T;2272;NACI;64.0;A
2020;_T;2273;NACI;1.0;A
2020;_T;2277;NACI;2.0;A
2020;_T;2278;NACI;9.0;A
2020;_T;2276;NACI;155.0;A
2020;_T;2279;NACI;35.0;A
2020;_T;2347;NACI;1090.0;A
2020;_T;2282;NACI;5.0;A
2020;_T;2284;NACI;2.0;A
2020;_T;2285;NACI;22.0;A
2020;_T;2286;NACI;14.0;A
2020;_T;2287;NACI;3.0;A
2020;_T;2288;NACI;34.0;A
2020;_T;2289;NACI;20.0;A
2020;_T;2290;NACI;90.0;A
2020;_T;2291;NACI;14.0;A
2020;_T;2292;NACI;3.0;A
2020;_T;2293;NACI;143.0;A
2020;_T;2294;NACI;158.0;A
2020;_T;2295;NACI;2.0;A
2020;_T;2296;NACI;1.0;A
2020;_T;2298;NACI;13.0;A
2020;_T;2299;NACI;1.0;A
2020;_T;2300;NACI;11.0;A
2020;_T;2301;NACI;7.0;A
2020;_T;2302;NACI;5.0;A
2020;_T;2303;NACI;40.0;A
2020;_T;2304;NACI;5.0;A
2020;_T;2305;NACI;36.0;A
2020;_T;2348;NACI;122.0;A
2020;_T;2306;NACI;3.0;A
2020;_T;2307;NACI;389.0;A
2020;_T;2308;NACI;4.0;A
2020;_T;2310;NACI;43.0;A
