TEMPORAL;TERRITORIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2020;2251;_T;Y75-79;DEATHS;5.0;A
2020;2251;_T;Y80-84;DEATHS;8.0;A
2020;2251;_T;Y85-89;DEATHS;15.0;A
2020;2251;_T;Y90-94;DEATHS;8.0;A
2020;2251;_T;Y95-99;DEATHS;3.0;A
2020;2251;_T;Y_GE100;DEATHS;1.0;A
2020;2251;M;TOTAL;DEATHS;23.0;A
2020;2251;M;Y45-49;DEATHS;1.0;A
2020;2251;M;Y55-59;DEATHS;2.0;A
2020;2251;M;Y65-69;DEATHS;2.0;A
2020;2251;M;Y75-79;DEATHS;3.0;A
2020;2251;M;Y80-84;DEATHS;2.0;A
2020;2251;M;Y85-89;DEATHS;7.0;A
2020;2251;M;Y90-94;DEATHS;5.0;A
2020;2251;M;Y95-99;DEATHS;1.0;A
2020;2251;F;TOTAL;DEATHS;25.0;A
2020;2251;F;Y50-54;DEATHS;1.0;A
2020;2251;F;Y55-59;DEATHS;1.0;A
2020;2251;F;Y60-64;DEATHS;1.0;A
2020;2251;F;Y75-79;DEATHS;2.0;A
2020;2251;F;Y80-84;DEATHS;6.0;A
2020;2251;F;Y85-89;DEATHS;8.0;A
2020;2251;F;Y90-94;DEATHS;3.0;A
2020;2251;F;Y95-99;DEATHS;2.0;A
2020;2251;F;Y_GE100;DEATHS;1.0;A
2020;2252;_T;TOTAL;DEATHS;5.0;A
2020;2252;_T;Y60-64;DEATHS;1.0;A
2020;2252;_T;Y80-84;DEATHS;1.0;A
2020;2252;_T;Y85-89;DEATHS;3.0;A
2020;2252;M;TOTAL;DEATHS;4.0;A
2020;2252;M;Y60-64;DEATHS;1.0;A
2020;2252;M;Y80-84;DEATHS;1.0;A
2020;2252;M;Y85-89;DEATHS;2.0;A
2020;2252;F;TOTAL;DEATHS;1.0;A
2020;2252;F;Y85-89;DEATHS;1.0;A
2020;2253;_T;TOTAL;DEATHS;1710.0;A
2020;2253;_T;Y_LT1;DEATHS;17.0;A
2020;2253;_T;Y1-4;DEATHS;2.0;A
2020;2253;_T;Y5-9;DEATHS;2.0;A
2020;2253;_T;Y15-19;DEATHS;1.0;A
2020;2253;_T;Y20-24;DEATHS;3.0;A
2020;2253;_T;Y25-29;DEATHS;9.0;A
2020;2253;_T;Y30-34;DEATHS;8.0;A
2020;2253;_T;Y35-39;DEATHS;11.0;A
2020;2253;_T;Y40-44;DEATHS;30.0;A
2020;2253;_T;Y45-49;DEATHS;31.0;A
2020;2253;_T;Y50-54;DEATHS;39.0;A
2020;2253;_T;Y55-59;DEATHS;64.0;A
2020;2253;_T;Y60-64;DEATHS;84.0;A
2020;2253;_T;Y65-69;DEATHS;99.0;A
2020;2253;_T;Y70-74;DEATHS;152.0;A
2020;2253;_T;Y75-79;DEATHS;193.0;A
2020;2253;_T;Y80-84;DEATHS;258.0;A
2020;2253;_T;Y85-89;DEATHS;346.0;A
2020;2253;_T;Y90-94;DEATHS;260.0;A
2020;2253;_T;Y95-99;DEATHS;81.0;A
2020;2253;_T;Y_GE100;DEATHS;20.0;A
2020;2253;M;TOTAL;DEATHS;866.0;A
2020;2253;M;Y_LT1;DEATHS;10.0;A
2020;2253;M;Y1-4;DEATHS;2.0;A
2020;2253;M;Y5-9;DEATHS;2.0;A
2020;2253;M;Y15-19;DEATHS;1.0;A
2020;2253;M;Y20-24;DEATHS;3.0;A
2020;2253;M;Y25-29;DEATHS;8.0;A
2020;2253;M;Y30-34;DEATHS;4.0;A
2020;2253;M;Y35-39;DEATHS;5.0;A
2020;2253;M;Y40-44;DEATHS;19.0;A
2020;2253;M;Y45-49;DEATHS;20.0;A
2020;2253;M;Y50-54;DEATHS;25.0;A
2020;2253;M;Y55-59;DEATHS;39.0;A
2020;2253;M;Y60-64;DEATHS;58.0;A
2020;2253;M;Y65-69;DEATHS;55.0;A
2020;2253;M;Y70-74;DEATHS;103.0;A
2020;2253;M;Y75-79;DEATHS;128.0;A
2020;2253;M;Y80-84;DEATHS;137.0;A
2020;2253;M;Y85-89;DEATHS;133.0;A
2020;2253;M;Y90-94;DEATHS;95.0;A
2020;2253;M;Y95-99;DEATHS;16.0;A
2020;2253;M;Y_GE100;DEATHS;3.0;A
2020;2253;F;TOTAL;DEATHS;844.0;A
2020;2253;F;Y_LT1;DEATHS;7.0;A
2020;2253;F;Y25-29;DEATHS;1.0;A
2020;2253;F;Y30-34;DEATHS;4.0;A
2020;2253;F;Y35-39;DEATHS;6.0;A
2020;2253;F;Y40-44;DEATHS;11.0;A
2020;2253;F;Y45-49;DEATHS;11.0;A
2020;2253;F;Y50-54;DEATHS;14.0;A
2020;2253;F;Y55-59;DEATHS;25.0;A
2020;2253;F;Y60-64;DEATHS;26.0;A
2020;2253;F;Y65-69;DEATHS;44.0;A
2020;2253;F;Y70-74;DEATHS;49.0;A
2020;2253;F;Y75-79;DEATHS;65.0;A
2020;2253;F;Y80-84;DEATHS;121.0;A
2020;2253;F;Y85-89;DEATHS;213.0;A
2020;2253;F;Y90-94;DEATHS;165.0;A
2020;2253;F;Y95-99;DEATHS;65.0;A
2020;2253;F;Y_GE100;DEATHS;17.0;A
2020;2254;_T;TOTAL;DEATHS;3.0;A
2020;2254;_T;Y50-54;DEATHS;1.0;A
2020;2254;_T;Y65-69;DEATHS;1.0;A
2020;2254;_T;Y85-89;DEATHS;1.0;A
2020;2254;M;TOTAL;DEATHS;2.0;A
2020;2254;M;Y50-54;DEATHS;1.0;A
2020;2254;M;Y65-69;DEATHS;1.0;A
2020;2254;F;TOTAL;DEATHS;1.0;A
2020;2254;F;Y85-89;DEATHS;1.0;A
2020;2256;_T;TOTAL;DEATHS;29.0;A
2020;2256;_T;Y50-54;DEATHS;2.0;A
2020;2256;_T;Y60-64;DEATHS;3.0;A
2020;2256;_T;Y65-69;DEATHS;2.0;A
2020;2256;_T;Y70-74;DEATHS;1.0;A
2020;2256;_T;Y75-79;DEATHS;5.0;A
2020;2256;_T;Y80-84;DEATHS;5.0;A
2020;2256;_T;Y85-89;DEATHS;6.0;A
2020;2256;_T;Y90-94;DEATHS;3.0;A
2020;2256;_T;Y95-99;DEATHS;2.0;A
2020;2256;M;TOTAL;DEATHS;15.0;A
2020;2256;M;Y50-54;DEATHS;2.0;A
2020;2256;M;Y60-64;DEATHS;3.0;A
2020;2256;M;Y65-69;DEATHS;1.0;A
2020;2256;M;Y70-74;DEATHS;1.0;A
2020;2256;M;Y75-79;DEATHS;2.0;A
2020;2256;M;Y80-84;DEATHS;2.0;A
2020;2256;M;Y85-89;DEATHS;3.0;A
2020;2256;M;Y90-94;DEATHS;1.0;A
2020;2256;F;TOTAL;DEATHS;14.0;A
2020;2256;F;Y65-69;DEATHS;1.0;A
2020;2256;F;Y75-79;DEATHS;3.0;A
2020;2256;F;Y80-84;DEATHS;3.0;A
2020;2256;F;Y85-89;DEATHS;3.0;A
2020;2256;F;Y90-94;DEATHS;2.0;A
2020;2256;F;Y95-99;DEATHS;2.0;A
2020;2257;_T;TOTAL;DEATHS;42.0;A
2020;2257;_T;Y50-54;DEATHS;1.0;A
2020;2257;_T;Y55-59;DEATHS;4.0;A
2020;2257;_T;Y60-64;DEATHS;2.0;A
2020;2257;_T;Y65-69;DEATHS;7.0;A
2020;2257;_T;Y70-74;DEATHS;4.0;A
2020;2257;_T;Y75-79;DEATHS;3.0;A
2020;2257;_T;Y80-84;DEATHS;9.0;A
2020;2257;_T;Y85-89;DEATHS;6.0;A
2020;2257;_T;Y90-94;DEATHS;4.0;A
2020;2257;_T;Y95-99;DEATHS;2.0;A
2020;2257;M;TOTAL;DEATHS;21.0;A
2020;2257;M;Y55-59;DEATHS;3.0;A
2020;2257;M;Y60-64;DEATHS;1.0;A
2020;2257;M;Y65-69;DEATHS;5.0;A
2020;2257;M;Y70-74;DEATHS;2.0;A
2020;2257;M;Y75-79;DEATHS;1.0;A
2020;2257;M;Y80-84;DEATHS;5.0;A
2020;2257;M;Y85-89;DEATHS;2.0;A
2020;2257;M;Y90-94;DEATHS;1.0;A
2020;2257;M;Y95-99;DEATHS;1.0;A
2020;2257;F;TOTAL;DEATHS;21.0;A
2020;2257;F;Y50-54;DEATHS;1.0;A
2020;2257;F;Y55-59;DEATHS;1.0;A
2020;2257;F;Y60-64;DEATHS;1.0;A
2020;2257;F;Y65-69;DEATHS;2.0;A
2020;2257;F;Y70-74;DEATHS;2.0;A
2020;2257;F;Y75-79;DEATHS;2.0;A
2020;2257;F;Y80-84;DEATHS;4.0;A
2020;2257;F;Y85-89;DEATHS;4.0;A
2020;2257;F;Y90-94;DEATHS;3.0;A
2020;2257;F;Y95-99;DEATHS;1.0;A
2020;2258;_T;TOTAL;DEATHS;8.0;A
2020;2258;_T;Y60-64;DEATHS;1.0;A
2020;2258;_T;Y80-84;DEATHS;2.0;A
2020;2258;_T;Y85-89;DEATHS;2.0;A
2020;2258;_T;Y90-94;DEATHS;3.0;A
2020;2258;M;TOTAL;DEATHS;3.0;A
