TIME_PERIOD;REF_AREA;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2008;2760;_T;Y50-54;DEATHS;1.0;A
2008;2760;_T;Y65-69;DEATHS;1.0;A
2008;2760;_T;Y70-74;DEATHS;1.0;A
2008;2760;_T;Y75-79;DEATHS;1.0;A
2008;2760;_T;Y80-84;DEATHS;4.0;A
2008;2760;_T;Y85-89;DEATHS;4.0;A
2008;2760;M;TOTAL;DEATHS;4.0;A
2008;2760;M;Y50-54;DEATHS;1.0;A
2008;2760;M;Y65-69;DEATHS;1.0;A
2008;2760;M;Y70-74;DEATHS;1.0;A
2008;2760;M;Y85-89;DEATHS;1.0;A
2008;2760;F;TOTAL;DEATHS;8.0;A
2008;2760;F;Y75-79;DEATHS;1.0;A
2008;2760;F;Y80-84;DEATHS;4.0;A
2008;2760;F;Y85-89;DEATHS;3.0;A
2008;2761;_T;TOTAL;DEATHS;5.0;A
2008;2761;_T;Y60-64;DEATHS;1.0;A
2008;2761;_T;Y75-79;DEATHS;1.0;A
2008;2761;_T;Y80-84;DEATHS;1.0;A
2008;2761;_T;Y85-89;DEATHS;2.0;A
2008;2761;M;TOTAL;DEATHS;4.0;A
2008;2761;M;Y60-64;DEATHS;1.0;A
2008;2761;M;Y75-79;DEATHS;1.0;A
2008;2761;M;Y80-84;DEATHS;1.0;A
2008;2761;M;Y85-89;DEATHS;1.0;A
2008;2761;F;TOTAL;DEATHS;1.0;A
2008;2761;F;Y85-89;DEATHS;1.0;A
2008;2762;_T;TOTAL;DEATHS;55.0;A
2008;2762;_T;Y45-49;DEATHS;2.0;A
2008;2762;_T;Y50-54;DEATHS;1.0;A
2008;2762;_T;Y55-59;DEATHS;1.0;A
2008;2762;_T;Y60-64;DEATHS;2.0;A
2008;2762;_T;Y65-69;DEATHS;3.0;A
2008;2762;_T;Y70-74;DEATHS;3.0;A
2008;2762;_T;Y75-79;DEATHS;14.0;A
2008;2762;_T;Y80-84;DEATHS;10.0;A
2008;2762;_T;Y85-89;DEATHS;12.0;A
2008;2762;_T;Y90-94;DEATHS;6.0;A
2008;2762;_T;Y95-99;DEATHS;1.0;A
2008;2762;M;TOTAL;DEATHS;34.0;A
2008;2762;M;Y50-54;DEATHS;1.0;A
2008;2762;M;Y55-59;DEATHS;1.0;A
2008;2762;M;Y60-64;DEATHS;1.0;A
2008;2762;M;Y65-69;DEATHS;3.0;A
2008;2762;M;Y70-74;DEATHS;2.0;A
2008;2762;M;Y75-79;DEATHS;9.0;A
2008;2762;M;Y80-84;DEATHS;8.0;A
2008;2762;M;Y85-89;DEATHS;6.0;A
2008;2762;M;Y90-94;DEATHS;3.0;A
2008;2762;F;TOTAL;DEATHS;21.0;A
2008;2762;F;Y45-49;DEATHS;2.0;A
2008;2762;F;Y60-64;DEATHS;1.0;A
2008;2762;F;Y70-74;DEATHS;1.0;A
2008;2762;F;Y75-79;DEATHS;5.0;A
2008;2762;F;Y80-84;DEATHS;2.0;A
2008;2762;F;Y85-89;DEATHS;6.0;A
2008;2762;F;Y90-94;DEATHS;3.0;A
2008;2762;F;Y95-99;DEATHS;1.0;A
2008;2763;_T;TOTAL;DEATHS;108.0;A
2008;2763;_T;Y20-24;DEATHS;1.0;A
2008;2763;_T;Y25-29;DEATHS;4.0;A
2008;2763;_T;Y40-44;DEATHS;1.0;A
2008;2763;_T;Y45-49;DEATHS;3.0;A
2008;2763;_T;Y50-54;DEATHS;6.0;A
2008;2763;_T;Y55-59;DEATHS;3.0;A
2008;2763;_T;Y60-64;DEATHS;7.0;A
2008;2763;_T;Y65-69;DEATHS;7.0;A
2008;2763;_T;Y70-74;DEATHS;16.0;A
2008;2763;_T;Y75-79;DEATHS;14.0;A
2008;2763;_T;Y80-84;DEATHS;23.0;A
2008;2763;_T;Y85-89;DEATHS;12.0;A
2008;2763;_T;Y90-94;DEATHS;7.0;A
2008;2763;_T;Y95-99;DEATHS;4.0;A
2008;2763;M;TOTAL;DEATHS;52.0;A
2008;2763;M;Y25-29;DEATHS;4.0;A
2008;2763;M;Y45-49;DEATHS;1.0;A
2008;2763;M;Y50-54;DEATHS;4.0;A
2008;2763;M;Y55-59;DEATHS;2.0;A
2008;2763;M;Y60-64;DEATHS;6.0;A
2008;2763;M;Y65-69;DEATHS;5.0;A
2008;2763;M;Y70-74;DEATHS;9.0;A
2008;2763;M;Y75-79;DEATHS;8.0;A
2008;2763;M;Y80-84;DEATHS;9.0;A
2008;2763;M;Y85-89;DEATHS;2.0;A
2008;2763;M;Y90-94;DEATHS;1.0;A
2008;2763;M;Y95-99;DEATHS;1.0;A
2008;2763;F;TOTAL;DEATHS;56.0;A
2008;2763;F;Y20-24;DEATHS;1.0;A
2008;2763;F;Y40-44;DEATHS;1.0;A
2008;2763;F;Y45-49;DEATHS;2.0;A
2008;2763;F;Y50-54;DEATHS;2.0;A
2008;2763;F;Y55-59;DEATHS;1.0;A
2008;2763;F;Y60-64;DEATHS;1.0;A
2008;2763;F;Y65-69;DEATHS;2.0;A
2008;2763;F;Y70-74;DEATHS;7.0;A
2008;2763;F;Y75-79;DEATHS;6.0;A
2008;2763;F;Y80-84;DEATHS;14.0;A
2008;2763;F;Y85-89;DEATHS;10.0;A
2008;2763;F;Y90-94;DEATHS;6.0;A
2008;2763;F;Y95-99;DEATHS;3.0;A
2008;2764;_T;TOTAL;DEATHS;4.0;A
2008;2764;_T;Y70-74;DEATHS;1.0;A
2008;2764;_T;Y75-79;DEATHS;1.0;A
2008;2764;_T;Y80-84;DEATHS;1.0;A
2008;2764;_T;Y85-89;DEATHS;1.0;A
2008;2764;M;TOTAL;DEATHS;2.0;A
2008;2764;M;Y70-74;DEATHS;1.0;A
2008;2764;M;Y85-89;DEATHS;1.0;A
2008;2764;F;TOTAL;DEATHS;2.0;A
2008;2764;F;Y75-79;DEATHS;1.0;A
2008;2764;F;Y80-84;DEATHS;1.0;A
2008;2765;_T;TOTAL;DEATHS;95.0;A
2008;2765;_T;Y45-49;DEATHS;1.0;A
2008;2765;_T;Y50-54;DEATHS;4.0;A
2008;2765;_T;Y55-59;DEATHS;1.0;A
2008;2765;_T;Y60-64;DEATHS;3.0;A
2008;2765;_T;Y65-69;DEATHS;6.0;A
2008;2765;_T;Y70-74;DEATHS;6.0;A
2008;2765;_T;Y75-79;DEATHS;16.0;A
2008;2765;_T;Y80-84;DEATHS;19.0;A
2008;2765;_T;Y85-89;DEATHS;20.0;A
2008;2765;_T;Y90-94;DEATHS;14.0;A
2008;2765;_T;Y95-99;DEATHS;4.0;A
2008;2765;_T;Y_GE100;DEATHS;1.0;A
2008;2765;M;TOTAL;DEATHS;50.0;A
2008;2765;M;Y45-49;DEATHS;1.0;A
2008;2765;M;Y50-54;DEATHS;4.0;A
2008;2765;M;Y55-59;DEATHS;1.0;A
2008;2765;M;Y60-64;DEATHS;2.0;A
2008;2765;M;Y65-69;DEATHS;6.0;A
2008;2765;M;Y70-74;DEATHS;4.0;A
2008;2765;M;Y75-79;DEATHS;9.0;A
2008;2765;M;Y80-84;DEATHS;6.0;A
2008;2765;M;Y85-89;DEATHS;10.0;A
2008;2765;M;Y90-94;DEATHS;6.0;A
2008;2765;M;Y_GE100;DEATHS;1.0;A
2008;2765;F;TOTAL;DEATHS;45.0;A
2008;2765;F;Y60-64;DEATHS;1.0;A
2008;2765;F;Y70-74;DEATHS;2.0;A
2008;2765;F;Y75-79;DEATHS;7.0;A
2008;2765;F;Y80-84;DEATHS;13.0;A
2008;2765;F;Y85-89;DEATHS;10.0;A
2008;2765;F;Y90-94;DEATHS;8.0;A
2008;2765;F;Y95-99;DEATHS;4.0;A
2008;2766;_T;TOTAL;DEATHS;23.0;A
2008;2766;_T;Y55-59;DEATHS;1.0;A
2008;2766;_T;Y75-79;DEATHS;5.0;A
2008;2766;_T;Y80-84;DEATHS;7.0;A
2008;2766;_T;Y85-89;DEATHS;4.0;A
2008;2766;_T;Y90-94;DEATHS;5.0;A
2008;2766;_T;Y95-99;DEATHS;1.0;A
2008;2766;M;TOTAL;DEATHS;6.0;A
2008;2766;M;Y55-59;DEATHS;1.0;A
2008;2766;M;Y75-79;DEATHS;2.0;A
2008;2766;M;Y80-84;DEATHS;2.0;A
2008;2766;M;Y85-89;DEATHS;1.0;A
2008;2766;F;TOTAL;DEATHS;17.0;A
2008;2766;F;Y75-79;DEATHS;3.0;A
2008;2766;F;Y80-84;DEATHS;5.0;A
2008;2766;F;Y85-89;DEATHS;3.0;A
2008;2766;F;Y90-94;DEATHS;5.0;A
2008;2766;F;Y95-99;DEATHS;1.0;A
2008;2767;_T;TOTAL;DEATHS;107.0;A
2008;2767;_T;Y_LT1;DEATHS;1.0;A
2008;2767;_T;Y10-14;DEATHS;1.0;A
2008;2767;_T;Y25-29;DEATHS;1.0;A
2008;2767;_T;Y35-39;DEATHS;2.0;A
2008;2767;_T;Y40-44;DEATHS;1.0;A
2008;2767;_T;Y45-49;DEATHS;3.0;A
2008;2767;_T;Y50-54;DEATHS;2.0;A
2008;2767;_T;Y55-59;DEATHS;3.0;A
2008;2767;_T;Y60-64;DEATHS;4.0;A
2008;2767;_T;Y65-69;DEATHS;10.0;A
2008;2767;_T;Y70-74;DEATHS;7.0;A
2008;2767;_T;Y75-79;DEATHS;18.0;A
2008;2767;_T;Y80-84;DEATHS;23.0;A
2008;2767;_T;Y85-89;DEATHS;20.0;A
2008;2767;_T;Y90-94;DEATHS;7.0;A
2008;2767;_T;Y95-99;DEATHS;3.0;A
2008;2767;_T;Y_GE100;DEATHS;1.0;A
2008;2767;M;TOTAL;DEATHS;45.0;A
2008;2767;M;Y_LT1;DEATHS;1.0;A
2008;2767;M;Y10-14;DEATHS;1.0;A
2008;2767;M;Y25-29;DEATHS;1.0;A
2008;2767;M;Y35-39;DEATHS;2.0;A
2008;2767;M;Y45-49;DEATHS;2.0;A
2008;2767;M;Y50-54;DEATHS;1.0;A
2008;2767;M;Y55-59;DEATHS;3.0;A
2008;2767;M;Y65-69;DEATHS;5.0;A
2008;2767;M;Y70-74;DEATHS;3.0;A
2008;2767;M;Y75-79;DEATHS;9.0;A
2008;2767;M;Y80-84;DEATHS;8.0;A
2008;2767;M;Y85-89;DEATHS;7.0;A
2008;2767;M;Y90-94;DEATHS;1.0;A
2008;2767;M;Y95-99;DEATHS;1.0;A
2008;2767;F;TOTAL;DEATHS;62.0;A
2008;2767;F;Y40-44;DEATHS;1.0;A
2008;2767;F;Y45-49;DEATHS;1.0;A
2008;2767;F;Y50-54;DEATHS;1.0;A
2008;2767;F;Y60-64;DEATHS;4.0;A
2008;2767;F;Y65-69;DEATHS;5.0;A
2008;2767;F;Y70-74;DEATHS;4.0;A
2008;2767;F;Y75-79;DEATHS;9.0;A
2008;2767;F;Y80-84;DEATHS;15.0;A
2008;2767;F;Y85-89;DEATHS;13.0;A
2008;2767;F;Y90-94;DEATHS;6.0;A
2008;2767;F;Y95-99;DEATHS;2.0;A
2008;2767;F;Y_GE100;DEATHS;1.0;A
2008;2768;_T;TOTAL;DEATHS;46.0;A
2008;2768;_T;Y40-44;DEATHS;1.0;A
2008;2768;_T;Y45-49;DEATHS;1.0;A
2008;2768;_T;Y50-54;DEATHS;2.0;A
2008;2768;_T;Y55-59;DEATHS;2.0;A
2008;2768;_T;Y60-64;DEATHS;1.0;A
2008;2768;_T;Y65-69;DEATHS;4.0;A
2008;2768;_T;Y70-74;DEATHS;6.0;A
2008;2768;_T;Y75-79;DEATHS;5.0;A
2008;2768;_T;Y80-84;DEATHS;10.0;A
2008;2768;_T;Y85-89;DEATHS;10.0;A
2008;2768;_T;Y90-94;DEATHS;1.0;A
2008;2768;_T;Y95-99;DEATHS;2.0;A
2008;2768;_T;Y_GE100;DEATHS;1.0;A
2008;2768;M;TOTAL;DEATHS;25.0;A
2008;2768;M;Y45-49;DEATHS;1.0;A
2008;2768;M;Y50-54;DEATHS;2.0;A
2008;2768;M;Y55-59;DEATHS;2.0;A
2008;2768;M;Y60-64;DEATHS;1.0;A
2008;2768;M;Y65-69;DEATHS;4.0;A
2008;2768;M;Y70-74;DEATHS;5.0;A
2008;2768;M;Y75-79;DEATHS;3.0;A
2008;2768;M;Y80-84;DEATHS;4.0;A
2008;2768;M;Y85-89;DEATHS;2.0;A
2008;2768;M;Y_GE100;DEATHS;1.0;A
2008;2768;F;TOTAL;DEATHS;21.0;A
2008;2768;F;Y40-44;DEATHS;1.0;A
2008;2768;F;Y70-74;DEATHS;1.0;A
2008;2768;F;Y75-79;DEATHS;2.0;A
2008;2768;F;Y80-84;DEATHS;6.0;A
2008;2768;F;Y85-89;DEATHS;8.0;A
2008;2768;F;Y90-94;DEATHS;1.0;A
2008;2768;F;Y95-99;DEATHS;2.0;A
2008;2769;_T;TOTAL;DEATHS;56.0;A
2008;2769;_T;Y40-44;DEATHS;1.0;A
2008;2769;_T;Y45-49;DEATHS;1.0;A
2008;2769;_T;Y50-54;DEATHS;1.0;A
2008;2769;_T;Y60-64;DEATHS;2.0;A
2008;2769;_T;Y65-69;DEATHS;4.0;A
2008;2769;_T;Y70-74;DEATHS;3.0;A
2008;2769;_T;Y75-79;DEATHS;14.0;A
2008;2769;_T;Y80-84;DEATHS;8.0;A
2008;2769;_T;Y85-89;DEATHS;14.0;A
2008;2769;_T;Y90-94;DEATHS;7.0;A
2008;2769;_T;Y95-99;DEATHS;1.0;A
2008;2769;M;TOTAL;DEATHS;31.0;A
2008;2769;M;Y50-54;DEATHS;1.0;A
2008;2769;M;Y60-64;DEATHS;1.0;A
2008;2769;M;Y65-69;DEATHS;3.0;A
2008;2769;M;Y70-74;DEATHS;1.0;A
2008;2769;M;Y75-79;DEATHS;10.0;A
2008;2769;M;Y80-84;DEATHS;4.0;A
2008;2769;M;Y85-89;DEATHS;6.0;A
2008;2769;M;Y90-94;DEATHS;4.0;A
2008;2769;M;Y95-99;DEATHS;1.0;A
2008;2769;F;TOTAL;DEATHS;25.0;A
2008;2769;F;Y40-44;DEATHS;1.0;A
2008;2769;F;Y45-49;DEATHS;1.0;A
2008;2769;F;Y60-64;DEATHS;1.0;A
2008;2769;F;Y65-69;DEATHS;1.0;A
2008;2769;F;Y70-74;DEATHS;2.0;A
2008;2769;F;Y75-79;DEATHS;4.0;A
2008;2769;F;Y80-84;DEATHS;4.0;A
2008;2769;F;Y85-89;DEATHS;8.0;A
2008;2769;F;Y90-94;DEATHS;3.0;A
2008;2770;_T;TOTAL;DEATHS;16.0;A
2008;2770;_T;Y60-64;DEATHS;1.0;A
2008;2770;_T;Y65-69;DEATHS;2.0;A
2008;2770;_T;Y70-74;DEATHS;2.0;A
2008;2770;_T;Y75-79;DEATHS;1.0;A
2008;2770;_T;Y80-84;DEATHS;2.0;A
2008;2770;_T;Y85-89;DEATHS;2.0;A
2008;2770;_T;Y90-94;DEATHS;3.0;A
2008;2770;_T;Y95-99;DEATHS;3.0;A
2008;2770;M;TOTAL;DEATHS;8.0;A
2008;2770;M;Y60-64;DEATHS;1.0;A
2008;2770;M;Y65-69;DEATHS;2.0;A
2008;2770;M;Y70-74;DEATHS;2.0;A
2008;2770;M;Y85-89;DEATHS;1.0;A
2008;2770;M;Y90-94;DEATHS;1.0;A
2008;2770;M;Y95-99;DEATHS;1.0;A
2008;2770;F;TOTAL;DEATHS;8.0;A
2008;2770;F;Y75-79;DEATHS;1.0;A
2008;2770;F;Y80-84;DEATHS;2.0;A
2008;2770;F;Y85-89;DEATHS;1.0;A
2008;2770;F;Y90-94;DEATHS;2.0;A
2008;2770;F;Y95-99;DEATHS;2.0;A
2008;2771;_T;TOTAL;DEATHS;32.0;A
2008;2771;_T;Y40-44;DEATHS;1.0;A
2008;2771;_T;Y45-49;DEATHS;2.0;A
2008;2771;_T;Y50-54;DEATHS;1.0;A
2008;2771;_T;Y60-64;DEATHS;2.0;A
2008;2771;_T;Y70-74;DEATHS;6.0;A
2008;2771;_T;Y75-79;DEATHS;6.0;A
2008;2771;_T;Y80-84;DEATHS;10.0;A
2008;2771;_T;Y85-89;DEATHS;3.0;A
2008;2771;_T;Y90-94;DEATHS;1.0;A
2008;2771;M;TOTAL;DEATHS;15.0;A
2008;2771;M;Y40-44;DEATHS;1.0;A
2008;2771;M;Y45-49;DEATHS;1.0;A
2008;2771;M;Y60-64;DEATHS;1.0;A
2008;2771;M;Y70-74;DEATHS;3.0;A
2008;2771;M;Y75-79;DEATHS;4.0;A
2008;2771;M;Y80-84;DEATHS;3.0;A
2008;2771;M;Y85-89;DEATHS;2.0;A
2008;2771;F;TOTAL;DEATHS;17.0;A
2008;2771;F;Y45-49;DEATHS;1.0;A
2008;2771;F;Y50-54;DEATHS;1.0;A
2008;2771;F;Y60-64;DEATHS;1.0;A
2008;2771;F;Y70-74;DEATHS;3.0;A
2008;2771;F;Y75-79;DEATHS;2.0;A
2008;2771;F;Y80-84;DEATHS;7.0;A
2008;2771;F;Y85-89;DEATHS;1.0;A
2008;2771;F;Y90-94;DEATHS;1.0;A
2008;2772;_T;TOTAL;DEATHS;5.0;A
2008;2772;_T;Y35-39;DEATHS;1.0;A
2008;2772;_T;Y60-64;DEATHS;2.0;A
2008;2772;_T;Y75-79;DEATHS;1.0;A
2008;2772;_T;Y85-89;DEATHS;1.0;A
2008;2772;M;TOTAL;DEATHS;2.0;A
2008;2772;M;Y60-64;DEATHS;1.0;A
2008;2772;M;Y75-79;DEATHS;1.0;A
2008;2772;F;TOTAL;DEATHS;3.0;A
2008;2772;F;Y35-39;DEATHS;1.0;A
2008;2772;F;Y60-64;DEATHS;1.0;A
2008;2772;F;Y85-89;DEATHS;1.0;A
2008;2773;_T;TOTAL;DEATHS;82.0;A
2008;2773;_T;Y_LT1;DEATHS;2.0;A
2008;2773;_T;Y35-39;DEATHS;2.0;A
2008;2773;_T;Y40-44;DEATHS;2.0;A
2008;2773;_T;Y50-54;DEATHS;4.0;A
2008;2773;_T;Y55-59;DEATHS;5.0;A
2008;2773;_T;Y60-64;DEATHS;1.0;A
2008;2773;_T;Y65-69;DEATHS;10.0;A
2008;2773;_T;Y70-74;DEATHS;13.0;A
2008;2773;_T;Y75-79;DEATHS;15.0;A
2008;2773;_T;Y80-84;DEATHS;13.0;A
2008;2773;_T;Y85-89;DEATHS;7.0;A
2008;2773;_T;Y90-94;DEATHS;7.0;A
2008;2773;_T;Y_GE100;DEATHS;1.0;A
2008;2773;M;TOTAL;DEATHS;42.0;A
2008;2773;M;Y_LT1;DEATHS;2.0;A
2008;2773;M;Y35-39;DEATHS;1.0;A
2008;2773;M;Y50-54;DEATHS;3.0;A
2008;2773;M;Y55-59;DEATHS;3.0;A
2008;2773;M;Y60-64;DEATHS;1.0;A
2008;2773;M;Y65-69;DEATHS;7.0;A
2008;2773;M;Y70-74;DEATHS;7.0;A
2008;2773;M;Y75-79;DEATHS;8.0;A
2008;2773;M;Y80-84;DEATHS;7.0;A
2008;2773;M;Y85-89;DEATHS;2.0;A
2008;2773;M;Y90-94;DEATHS;1.0;A
2008;2773;F;TOTAL;DEATHS;40.0;A
2008;2773;F;Y35-39;DEATHS;1.0;A
2008;2773;F;Y40-44;DEATHS;2.0;A
2008;2773;F;Y50-54;DEATHS;1.0;A
2008;2773;F;Y55-59;DEATHS;2.0;A
2008;2773;F;Y65-69;DEATHS;3.0;A
2008;2773;F;Y70-74;DEATHS;6.0;A
2008;2773;F;Y75-79;DEATHS;7.0;A
2008;2773;F;Y80-84;DEATHS;6.0;A
2008;2773;F;Y85-89;DEATHS;5.0;A
2008;2773;F;Y90-94;DEATHS;6.0;A
2008;2773;F;Y_GE100;DEATHS;1.0;A
2008;2775;_T;TOTAL;DEATHS;70.0;A
2008;2775;_T;Y_LT1;DEATHS;1.0;A
2008;2775;_T;Y20-24;DEATHS;1.0;A
2008;2775;_T;Y25-29;DEATHS;1.0;A
2008;2775;_T;Y35-39;DEATHS;1.0;A
2008;2775;_T;Y55-59;DEATHS;3.0;A
2008;2775;_T;Y60-64;DEATHS;1.0;A
2008;2775;_T;Y65-69;DEATHS;2.0;A
2008;2775;_T;Y70-74;DEATHS;12.0;A
2008;2775;_T;Y75-79;DEATHS;12.0;A
2008;2775;_T;Y80-84;DEATHS;11.0;A
2008;2775;_T;Y85-89;DEATHS;12.0;A
2008;2775;_T;Y90-94;DEATHS;9.0;A
2008;2775;_T;Y95-99;DEATHS;4.0;A
2008;2775;M;TOTAL;DEATHS;38.0;A
2008;2775;M;Y20-24;DEATHS;1.0;A
2008;2775;M;Y35-39;DEATHS;1.0;A
2008;2775;M;Y55-59;DEATHS;3.0;A
2008;2775;M;Y60-64;DEATHS;1.0;A
2008;2775;M;Y65-69;DEATHS;1.0;A
2008;2775;M;Y70-74;DEATHS;9.0;A
2008;2775;M;Y75-79;DEATHS;5.0;A
2008;2775;M;Y80-84;DEATHS;7.0;A
2008;2775;M;Y85-89;DEATHS;7.0;A
2008;2775;M;Y90-94;DEATHS;3.0;A
2008;2775;F;TOTAL;DEATHS;32.0;A
2008;2775;F;Y_LT1;DEATHS;1.0;A
2008;2775;F;Y25-29;DEATHS;1.0;A
2008;2775;F;Y65-69;DEATHS;1.0;A
2008;2775;F;Y70-74;DEATHS;3.0;A
2008;2775;F;Y75-79;DEATHS;7.0;A
2008;2775;F;Y80-84;DEATHS;4.0;A
2008;2775;F;Y85-89;DEATHS;5.0;A
2008;2775;F;Y90-94;DEATHS;6.0;A
2008;2775;F;Y95-99;DEATHS;4.0;A
2008;2776;_T;TOTAL;DEATHS;24.0;A
2008;2776;_T;Y45-49;DEATHS;1.0;A
2008;2776;_T;Y55-59;DEATHS;1.0;A
2008;2776;_T;Y60-64;DEATHS;1.0;A
2008;2776;_T;Y70-74;DEATHS;2.0;A
2008;2776;_T;Y75-79;DEATHS;6.0;A
2008;2776;_T;Y80-84;DEATHS;6.0;A
2008;2776;_T;Y85-89;DEATHS;5.0;A
2008;2776;_T;Y90-94;DEATHS;1.0;A
2008;2776;_T;Y95-99;DEATHS;1.0;A
2008;2776;M;TOTAL;DEATHS;16.0;A
2008;2776;M;Y45-49;DEATHS;1.0;A
2008;2776;M;Y55-59;DEATHS;1.0;A
2008;2776;M;Y70-74;DEATHS;2.0;A
2008;2776;M;Y75-79;DEATHS;3.0;A
2008;2776;M;Y80-84;DEATHS;5.0;A
2008;2776;M;Y85-89;DEATHS;3.0;A
2008;2776;M;Y90-94;DEATHS;1.0;A
2008;2776;F;TOTAL;DEATHS;8.0;A
2008;2776;F;Y60-64;DEATHS;1.0;A
2008;2776;F;Y75-79;DEATHS;3.0;A
2008;2776;F;Y80-84;DEATHS;1.0;A
2008;2776;F;Y85-89;DEATHS;2.0;A
2008;2776;F;Y95-99;DEATHS;1.0;A
2008;2777;_T;TOTAL;DEATHS;22.0;A
2008;2777;_T;Y30-34;DEATHS;1.0;A
2008;2777;_T;Y55-59;DEATHS;1.0;A
2008;2777;_T;Y65-69;DEATHS;2.0;A
2008;2777;_T;Y70-74;DEATHS;1.0;A
2008;2777;_T;Y75-79;DEATHS;3.0;A
2008;2777;_T;Y80-84;DEATHS;6.0;A
2008;2777;_T;Y85-89;DEATHS;6.0;A
2008;2777;_T;Y90-94;DEATHS;2.0;A
2008;2777;M;TOTAL;DEATHS;12.0;A
2008;2777;M;Y55-59;DEATHS;1.0;A
2008;2777;M;Y65-69;DEATHS;1.0;A
2008;2777;M;Y70-74;DEATHS;1.0;A
2008;2777;M;Y75-79;DEATHS;1.0;A
2008;2777;M;Y80-84;DEATHS;3.0;A
2008;2777;M;Y85-89;DEATHS;4.0;A
2008;2777;M;Y90-94;DEATHS;1.0;A
2008;2777;F;TOTAL;DEATHS;10.0;A
2008;2777;F;Y30-34;DEATHS;1.0;A
2008;2777;F;Y65-69;DEATHS;1.0;A
2008;2777;F;Y75-79;DEATHS;2.0;A
2008;2777;F;Y80-84;DEATHS;3.0;A
2008;2777;F;Y85-89;DEATHS;2.0;A
2008;2777;F;Y90-94;DEATHS;1.0;A
2008;2778;_T;TOTAL;DEATHS;53.0;A
2008;2778;_T;Y35-39;DEATHS;2.0;A
2008;2778;_T;Y40-44;DEATHS;3.0;A
2008;2778;_T;Y50-54;DEATHS;1.0;A
2008;2778;_T;Y55-59;DEATHS;1.0;A
2008;2778;_T;Y60-64;DEATHS;4.0;A
2008;2778;_T;Y65-69;DEATHS;4.0;A
2008;2778;_T;Y70-74;DEATHS;6.0;A
2008;2778;_T;Y75-79;DEATHS;11.0;A
2008;2778;_T;Y80-84;DEATHS;7.0;A
2008;2778;_T;Y85-89;DEATHS;8.0;A
2008;2778;_T;Y90-94;DEATHS;4.0;A
2008;2778;_T;Y95-99;DEATHS;2.0;A
2008;2778;M;TOTAL;DEATHS;33.0;A
2008;2778;M;Y35-39;DEATHS;2.0;A
2008;2778;M;Y40-44;DEATHS;1.0;A
2008;2778;M;Y50-54;DEATHS;1.0;A
2008;2778;M;Y55-59;DEATHS;1.0;A
2008;2778;M;Y60-64;DEATHS;3.0;A
2008;2778;M;Y65-69;DEATHS;4.0;A
2008;2778;M;Y70-74;DEATHS;4.0;A
2008;2778;M;Y75-79;DEATHS;8.0;A
2008;2778;M;Y80-84;DEATHS;3.0;A
2008;2778;M;Y85-89;DEATHS;5.0;A
2008;2778;M;Y90-94;DEATHS;1.0;A
2008;2778;F;TOTAL;DEATHS;20.0;A
2008;2778;F;Y40-44;DEATHS;2.0;A
2008;2778;F;Y60-64;DEATHS;1.0;A
2008;2778;F;Y70-74;DEATHS;2.0;A
2008;2778;F;Y75-79;DEATHS;3.0;A
2008;2778;F;Y80-84;DEATHS;4.0;A
2008;2778;F;Y85-89;DEATHS;3.0;A
2008;2778;F;Y90-94;DEATHS;3.0;A
2008;2778;F;Y95-99;DEATHS;2.0;A
2008;2780;_T;TOTAL;DEATHS;8.0;A
2008;2780;_T;Y70-74;DEATHS;2.0;A
2008;2780;_T;Y75-79;DEATHS;1.0;A
2008;2780;_T;Y80-84;DEATHS;1.0;A
2008;2780;_T;Y85-89;DEATHS;2.0;A
2008;2780;_T;Y90-94;DEATHS;1.0;A
2008;2780;_T;Y95-99;DEATHS;1.0;A
2008;2780;M;TOTAL;DEATHS;3.0;A
2008;2780;M;Y70-74;DEATHS;1.0;A
2008;2780;M;Y80-84;DEATHS;1.0;A
2008;2780;M;Y85-89;DEATHS;1.0;A
2008;2780;F;TOTAL;DEATHS;5.0;A
2008;2780;F;Y70-74;DEATHS;1.0;A
2008;2780;F;Y75-79;DEATHS;1.0;A
2008;2780;F;Y85-89;DEATHS;1.0;A
2008;2780;F;Y90-94;DEATHS;1.0;A
2008;2780;F;Y95-99;DEATHS;1.0;A
2008;2779;_T;TOTAL;DEATHS;6.0;A
2008;2779;_T;Y60-64;DEATHS;1.0;A
2008;2779;_T;Y75-79;DEATHS;1.0;A
2008;2779;_T;Y80-84;DEATHS;2.0;A
2008;2779;_T;Y85-89;DEATHS;1.0;A
2008;2779;_T;Y90-94;DEATHS;1.0;A
2008;2779;M;TOTAL;DEATHS;3.0;A
2008;2779;M;Y60-64;DEATHS;1.0;A
2008;2779;M;Y80-84;DEATHS;1.0;A
2008;2779;M;Y85-89;DEATHS;1.0;A
2008;2779;F;TOTAL;DEATHS;3.0;A
2008;2779;F;Y75-79;DEATHS;1.0;A
2008;2779;F;Y80-84;DEATHS;1.0;A
2008;2779;F;Y90-94;DEATHS;1.0;A
2008;2781;_T;TOTAL;DEATHS;12.0;A
2008;2781;_T;Y75-79;DEATHS;1.0;A
2008;2781;_T;Y80-84;DEATHS;5.0;A
2008;2781;_T;Y85-89;DEATHS;2.0;A
2008;2781;_T;Y90-94;DEATHS;4.0;A
2008;2781;M;TOTAL;DEATHS;5.0;A
2008;2781;M;Y75-79;DEATHS;1.0;A
2008;2781;M;Y80-84;DEATHS;3.0;A
