TIME_PERIOD;REF_AREA;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2010;2558;M;Y80-84;DEATHS;7.0;A
2010;2558;M;Y85-89;DEATHS;3.0;A
2010;2558;M;Y90-94;DEATHS;3.0;A
2010;2558;M;Y95-99;DEATHS;1.0;A
2010;2558;F;TOTAL;DEATHS;26.0;A
2010;2558;F;Y55-59;DEATHS;1.0;A
2010;2558;F;Y65-69;DEATHS;1.0;A
2010;2558;F;Y70-74;DEATHS;4.0;A
2010;2558;F;Y75-79;DEATHS;2.0;A
2010;2558;F;Y80-84;DEATHS;11.0;A
2010;2558;F;Y85-89;DEATHS;4.0;A
2010;2558;F;Y90-94;DEATHS;3.0;A
2010;2559;_T;TOTAL;DEATHS;6.0;A
2010;2559;_T;Y60-64;DEATHS;1.0;A
2010;2559;_T;Y65-69;DEATHS;2.0;A
2010;2559;_T;Y70-74;DEATHS;2.0;A
2010;2559;_T;Y75-79;DEATHS;1.0;A
2010;2559;M;TOTAL;DEATHS;5.0;A
2010;2559;M;Y60-64;DEATHS;1.0;A
2010;2559;M;Y65-69;DEATHS;2.0;A
2010;2559;M;Y70-74;DEATHS;1.0;A
2010;2559;M;Y75-79;DEATHS;1.0;A
2010;2559;F;TOTAL;DEATHS;1.0;A
2010;2559;F;Y70-74;DEATHS;1.0;A
2010;2561;_T;TOTAL;DEATHS;4.0;A
2010;2561;_T;Y30-34;DEATHS;1.0;A
2010;2561;_T;Y55-59;DEATHS;1.0;A
2010;2561;_T;Y85-89;DEATHS;2.0;A
2010;2561;M;TOTAL;DEATHS;1.0;A
2010;2561;M;Y55-59;DEATHS;1.0;A
2010;2561;F;TOTAL;DEATHS;3.0;A
2010;2561;F;Y30-34;DEATHS;1.0;A
2010;2561;F;Y85-89;DEATHS;2.0;A
2010;2563;_T;TOTAL;DEATHS;7.0;A
2010;2563;_T;Y65-69;DEATHS;1.0;A
2010;2563;_T;Y70-74;DEATHS;1.0;A
2010;2563;_T;Y80-84;DEATHS;1.0;A
2010;2563;_T;Y85-89;DEATHS;2.0;A
2010;2563;_T;Y90-94;DEATHS;2.0;A
2010;2563;M;TOTAL;DEATHS;3.0;A
2010;2563;M;Y65-69;DEATHS;1.0;A
2010;2563;M;Y70-74;DEATHS;1.0;A
2010;2563;M;Y90-94;DEATHS;1.0;A
2010;2563;F;TOTAL;DEATHS;4.0;A
2010;2563;F;Y80-84;DEATHS;1.0;A
2010;2563;F;Y85-89;DEATHS;2.0;A
2010;2563;F;Y90-94;DEATHS;1.0;A
2010;2565;_T;TOTAL;DEATHS;22.0;A
2010;2565;_T;Y40-44;DEATHS;1.0;A
2010;2565;_T;Y45-49;DEATHS;1.0;A
2010;2565;_T;Y60-64;DEATHS;1.0;A
2010;2565;_T;Y65-69;DEATHS;3.0;A
2010;2565;_T;Y75-79;DEATHS;6.0;A
2010;2565;_T;Y80-84;DEATHS;2.0;A
2010;2565;_T;Y85-89;DEATHS;5.0;A
2010;2565;_T;Y90-94;DEATHS;3.0;A
2010;2565;M;TOTAL;DEATHS;9.0;A
2010;2565;M;Y40-44;DEATHS;1.0;A
2010;2565;M;Y45-49;DEATHS;1.0;A
2010;2565;M;Y60-64;DEATHS;1.0;A
2010;2565;M;Y65-69;DEATHS;1.0;A
2010;2565;M;Y75-79;DEATHS;3.0;A
2010;2565;M;Y85-89;DEATHS;2.0;A
2010;2565;F;TOTAL;DEATHS;13.0;A
2010;2565;F;Y65-69;DEATHS;2.0;A
2010;2565;F;Y75-79;DEATHS;3.0;A
2010;2565;F;Y80-84;DEATHS;2.0;A
2010;2565;F;Y85-89;DEATHS;3.0;A
2010;2565;F;Y90-94;DEATHS;3.0;A
2010;2566;_T;TOTAL;DEATHS;57.0;A
2010;2566;_T;Y35-39;DEATHS;1.0;A
2010;2566;_T;Y60-64;DEATHS;2.0;A
2010;2566;_T;Y70-74;DEATHS;4.0;A
2010;2566;_T;Y75-79;DEATHS;7.0;A
2010;2566;_T;Y80-84;DEATHS;15.0;A
2010;2566;_T;Y85-89;DEATHS;17.0;A
2010;2566;_T;Y90-94;DEATHS;7.0;A
2010;2566;_T;Y95-99;DEATHS;2.0;A
2010;2566;_T;Y_GE100;DEATHS;2.0;A
2010;2566;M;TOTAL;DEATHS;23.0;A
2010;2566;M;Y35-39;DEATHS;1.0;A
2010;2566;M;Y60-64;DEATHS;2.0;A
2010;2566;M;Y70-74;DEATHS;2.0;A
2010;2566;M;Y75-79;DEATHS;1.0;A
2010;2566;M;Y80-84;DEATHS;7.0;A
2010;2566;M;Y85-89;DEATHS;8.0;A
2010;2566;M;Y90-94;DEATHS;2.0;A
2010;2566;F;TOTAL;DEATHS;34.0;A
2010;2566;F;Y70-74;DEATHS;2.0;A
2010;2566;F;Y75-79;DEATHS;6.0;A
2010;2566;F;Y80-84;DEATHS;8.0;A
2010;2566;F;Y85-89;DEATHS;9.0;A
2010;2566;F;Y90-94;DEATHS;5.0;A
2010;2566;F;Y95-99;DEATHS;2.0;A
2010;2566;F;Y_GE100;DEATHS;2.0;A
2010;2700;_T;TOTAL;DEATHS;71.0;A
2010;2700;_T;Y20-24;DEATHS;1.0;A
2010;2700;_T;Y30-34;DEATHS;2.0;A
2010;2700;_T;Y35-39;DEATHS;1.0;A
2010;2700;_T;Y40-44;DEATHS;2.0;A
2010;2700;_T;Y45-49;DEATHS;4.0;A
2010;2700;_T;Y50-54;DEATHS;2.0;A
2010;2700;_T;Y55-59;DEATHS;1.0;A
2010;2700;_T;Y60-64;DEATHS;2.0;A
2010;2700;_T;Y65-69;DEATHS;6.0;A
2010;2700;_T;Y70-74;DEATHS;4.0;A
2010;2700;_T;Y75-79;DEATHS;12.0;A
2010;2700;_T;Y80-84;DEATHS;11.0;A
2010;2700;_T;Y85-89;DEATHS;13.0;A
2010;2700;_T;Y90-94;DEATHS;5.0;A
2010;2700;_T;Y95-99;DEATHS;5.0;A
2010;2700;M;TOTAL;DEATHS;35.0;A
2010;2700;M;Y20-24;DEATHS;1.0;A
2010;2700;M;Y30-34;DEATHS;1.0;A
2010;2700;M;Y35-39;DEATHS;1.0;A
2010;2700;M;Y40-44;DEATHS;2.0;A
2010;2700;M;Y45-49;DEATHS;2.0;A
2010;2700;M;Y50-54;DEATHS;2.0;A
2010;2700;M;Y60-64;DEATHS;2.0;A
2010;2700;M;Y65-69;DEATHS;3.0;A
2010;2700;M;Y70-74;DEATHS;4.0;A
2010;2700;M;Y75-79;DEATHS;8.0;A
2010;2700;M;Y80-84;DEATHS;4.0;A
2010;2700;M;Y85-89;DEATHS;3.0;A
2010;2700;M;Y90-94;DEATHS;2.0;A
2010;2700;F;TOTAL;DEATHS;36.0;A
2010;2700;F;Y30-34;DEATHS;1.0;A
2010;2700;F;Y45-49;DEATHS;2.0;A
2010;2700;F;Y55-59;DEATHS;1.0;A
2010;2700;F;Y65-69;DEATHS;3.0;A
2010;2700;F;Y75-79;DEATHS;4.0;A
2010;2700;F;Y80-84;DEATHS;7.0;A
2010;2700;F;Y85-89;DEATHS;10.0;A
2010;2700;F;Y90-94;DEATHS;3.0;A
2010;2700;F;Y95-99;DEATHS;5.0;A
2010;2569;_T;TOTAL;DEATHS;23.0;A
2010;2569;_T;Y55-59;DEATHS;1.0;A
2010;2569;_T;Y60-64;DEATHS;2.0;A
2010;2569;_T;Y65-69;DEATHS;2.0;A
2010;2569;_T;Y70-74;DEATHS;5.0;A
2010;2569;_T;Y75-79;DEATHS;2.0;A
2010;2569;_T;Y80-84;DEATHS;7.0;A
2010;2569;_T;Y85-89;DEATHS;3.0;A
2010;2569;_T;Y95-99;DEATHS;1.0;A
2010;2569;M;TOTAL;DEATHS;12.0;A
2010;2569;M;Y55-59;DEATHS;1.0;A
2010;2569;M;Y60-64;DEATHS;1.0;A
2010;2569;M;Y65-69;DEATHS;1.0;A
2010;2569;M;Y70-74;DEATHS;5.0;A
2010;2569;M;Y80-84;DEATHS;2.0;A
2010;2569;M;Y85-89;DEATHS;2.0;A
2010;2569;F;TOTAL;DEATHS;11.0;A
2010;2569;F;Y60-64;DEATHS;1.0;A
2010;2569;F;Y65-69;DEATHS;1.0;A
2010;2569;F;Y75-79;DEATHS;2.0;A
2010;2569;F;Y80-84;DEATHS;5.0;A
2010;2569;F;Y85-89;DEATHS;1.0;A
2010;2569;F;Y95-99;DEATHS;1.0;A
2010;2570;_T;TOTAL;DEATHS;5.0;A
2010;2570;_T;Y70-74;DEATHS;1.0;A
2010;2570;_T;Y75-79;DEATHS;1.0;A
2010;2570;_T;Y80-84;DEATHS;2.0;A
2010;2570;_T;Y90-94;DEATHS;1.0;A
2010;2570;M;TOTAL;DEATHS;3.0;A
2010;2570;M;Y70-74;DEATHS;1.0;A
2010;2570;M;Y75-79;DEATHS;1.0;A
2010;2570;M;Y80-84;DEATHS;1.0;A
2010;2570;F;TOTAL;DEATHS;2.0;A
2010;2570;F;Y80-84;DEATHS;1.0;A
2010;2570;F;Y90-94;DEATHS;1.0;A
2010;2571;_T;TOTAL;DEATHS;27.0;A
2010;2571;_T;Y_LT1;DEATHS;1.0;A
2010;2571;_T;Y1-4;DEATHS;1.0;A
2010;2571;_T;Y50-54;DEATHS;1.0;A
2010;2571;_T;Y55-59;DEATHS;2.0;A
2010;2571;_T;Y60-64;DEATHS;3.0;A
2010;2571;_T;Y65-69;DEATHS;5.0;A
2010;2571;_T;Y75-79;DEATHS;4.0;A
2010;2571;_T;Y80-84;DEATHS;3.0;A
2010;2571;_T;Y85-89;DEATHS;4.0;A
2010;2571;_T;Y90-94;DEATHS;2.0;A
2010;2571;_T;Y95-99;DEATHS;1.0;A
2010;2571;M;TOTAL;DEATHS;19.0;A
2010;2571;M;Y_LT1;DEATHS;1.0;A
2010;2571;M;Y1-4;DEATHS;1.0;A
2010;2571;M;Y50-54;DEATHS;1.0;A
2010;2571;M;Y55-59;DEATHS;2.0;A
2010;2571;M;Y60-64;DEATHS;2.0;A
2010;2571;M;Y65-69;DEATHS;4.0;A
2010;2571;M;Y75-79;DEATHS;3.0;A
2010;2571;M;Y80-84;DEATHS;2.0;A
2010;2571;M;Y85-89;DEATHS;2.0;A
2010;2571;M;Y95-99;DEATHS;1.0;A
2010;2571;F;TOTAL;DEATHS;8.0;A
2010;2571;F;Y60-64;DEATHS;1.0;A
2010;2571;F;Y65-69;DEATHS;1.0;A
2010;2571;F;Y75-79;DEATHS;1.0;A
2010;2571;F;Y80-84;DEATHS;1.0;A
2010;2571;F;Y85-89;DEATHS;2.0;A
2010;2571;F;Y90-94;DEATHS;2.0;A
2010;2572;_T;TOTAL;DEATHS;11.0;A
2010;2572;_T;Y70-74;DEATHS;1.0;A
2010;2572;_T;Y75-79;DEATHS;1.0;A
2010;2572;_T;Y80-84;DEATHS;4.0;A
2010;2572;_T;Y85-89;DEATHS;4.0;A
2010;2572;_T;Y95-99;DEATHS;1.0;A
2010;2572;M;TOTAL;DEATHS;3.0;A
2010;2572;M;Y80-84;DEATHS;1.0;A
2010;2572;M;Y85-89;DEATHS;2.0;A
2010;2572;F;TOTAL;DEATHS;8.0;A
2010;2572;F;Y70-74;DEATHS;1.0;A
2010;2572;F;Y75-79;DEATHS;1.0;A
2010;2572;F;Y80-84;DEATHS;3.0;A
2010;2572;F;Y85-89;DEATHS;2.0;A
2010;2572;F;Y95-99;DEATHS;1.0;A
2010;2573;_T;TOTAL;DEATHS;8.0;A
2010;2573;_T;Y75-79;DEATHS;2.0;A
2010;2573;_T;Y80-84;DEATHS;3.0;A
2010;2573;_T;Y85-89;DEATHS;1.0;A
2010;2573;_T;Y90-94;DEATHS;2.0;A
2010;2573;M;TOTAL;DEATHS;3.0;A
2010;2573;M;Y75-79;DEATHS;1.0;A
2010;2573;M;Y80-84;DEATHS;1.0;A
2010;2573;M;Y85-89;DEATHS;1.0;A
2010;2573;F;TOTAL;DEATHS;5.0;A
2010;2573;F;Y75-79;DEATHS;1.0;A
2010;2573;F;Y80-84;DEATHS;2.0;A
2010;2573;F;Y90-94;DEATHS;2.0;A
2010;2574;_T;TOTAL;DEATHS;2216.0;A
2010;2574;_T;Y_LT1;DEATHS;17.0;A
2010;2574;_T;Y15-19;DEATHS;4.0;A
2010;2574;_T;Y20-24;DEATHS;4.0;A
2010;2574;_T;Y25-29;DEATHS;9.0;A
2010;2574;_T;Y30-34;DEATHS;10.0;A
2010;2574;_T;Y35-39;DEATHS;16.0;A
2010;2574;_T;Y40-44;DEATHS;38.0;A
2010;2574;_T;Y45-49;DEATHS;52.0;A
2010;2574;_T;Y50-54;DEATHS;54.0;A
2010;2574;_T;Y55-59;DEATHS;65.0;A
2010;2574;_T;Y60-64;DEATHS;98.0;A
2010;2574;_T;Y65-69;DEATHS;125.0;A
2010;2574;_T;Y70-74;DEATHS;201.0;A
2010;2574;_T;Y75-79;DEATHS;299.0;A
2010;2574;_T;Y80-84;DEATHS;447.0;A
2010;2574;_T;Y85-89;DEATHS;442.0;A
2010;2574;_T;Y90-94;DEATHS;212.0;A
2010;2574;_T;Y95-99;DEATHS;98.0;A
2010;2574;_T;Y_GE100;DEATHS;25.0;A
2010;2574;M;TOTAL;DEATHS;1039.0;A
2010;2574;M;Y_LT1;DEATHS;8.0;A
2010;2574;M;Y15-19;DEATHS;3.0;A
2010;2574;M;Y20-24;DEATHS;3.0;A
2010;2574;M;Y25-29;DEATHS;6.0;A
2010;2574;M;Y30-34;DEATHS;7.0;A
2010;2574;M;Y35-39;DEATHS;10.0;A
2010;2574;M;Y40-44;DEATHS;25.0;A
2010;2574;M;Y45-49;DEATHS;36.0;A
2010;2574;M;Y50-54;DEATHS;32.0;A
2010;2574;M;Y55-59;DEATHS;37.0;A
2010;2574;M;Y60-64;DEATHS;69.0;A
2010;2574;M;Y65-69;DEATHS;85.0;A
2010;2574;M;Y70-74;DEATHS;108.0;A
2010;2574;M;Y75-79;DEATHS;158.0;A
2010;2574;M;Y80-84;DEATHS;195.0;A
2010;2574;M;Y85-89;DEATHS;160.0;A
2010;2574;M;Y90-94;DEATHS;71.0;A
2010;2574;M;Y95-99;DEATHS;21.0;A
2010;2574;M;Y_GE100;DEATHS;5.0;A
2010;2574;F;TOTAL;DEATHS;1177.0;A
2010;2574;F;Y_LT1;DEATHS;9.0;A
2010;2574;F;Y15-19;DEATHS;1.0;A
2010;2574;F;Y20-24;DEATHS;1.0;A
2010;2574;F;Y25-29;DEATHS;3.0;A
2010;2574;F;Y30-34;DEATHS;3.0;A
2010;2574;F;Y35-39;DEATHS;6.0;A
2010;2574;F;Y40-44;DEATHS;13.0;A
2010;2574;F;Y45-49;DEATHS;16.0;A
2010;2574;F;Y50-54;DEATHS;22.0;A
2010;2574;F;Y55-59;DEATHS;28.0;A
2010;2574;F;Y60-64;DEATHS;29.0;A
2010;2574;F;Y65-69;DEATHS;40.0;A
2010;2574;F;Y70-74;DEATHS;93.0;A
2010;2574;F;Y75-79;DEATHS;141.0;A
2010;2574;F;Y80-84;DEATHS;252.0;A
2010;2574;F;Y85-89;DEATHS;282.0;A
2010;2574;F;Y90-94;DEATHS;141.0;A
2010;2574;F;Y95-99;DEATHS;77.0;A
2010;2574;F;Y_GE100;DEATHS;20.0;A
2010;2575;_T;TOTAL;DEATHS;16.0;A
2010;2575;_T;Y_LT1;DEATHS;1.0;A
2010;2575;_T;Y30-34;DEATHS;1.0;A
2010;2575;_T;Y35-39;DEATHS;1.0;A
2010;2575;_T;Y45-49;DEATHS;1.0;A
2010;2575;_T;Y50-54;DEATHS;1.0;A
2010;2575;_T;Y70-74;DEATHS;5.0;A
2010;2575;_T;Y80-84;DEATHS;2.0;A
2010;2575;_T;Y85-89;DEATHS;1.0;A
2010;2575;_T;Y90-94;DEATHS;2.0;A
2010;2575;_T;Y95-99;DEATHS;1.0;A
2010;2575;M;TOTAL;DEATHS;12.0;A
2010;2575;M;Y_LT1;DEATHS;1.0;A
2010;2575;M;Y35-39;DEATHS;1.0;A
2010;2575;M;Y50-54;DEATHS;1.0;A
2010;2575;M;Y70-74;DEATHS;5.0;A
2010;2575;M;Y80-84;DEATHS;1.0;A
2010;2575;M;Y85-89;DEATHS;1.0;A
2010;2575;M;Y90-94;DEATHS;2.0;A
2010;2575;F;TOTAL;DEATHS;4.0;A
2010;2575;F;Y30-34;DEATHS;1.0;A
2010;2575;F;Y45-49;DEATHS;1.0;A
2010;2575;F;Y80-84;DEATHS;1.0;A
2010;2575;F;Y95-99;DEATHS;1.0;A
2010;2576;_T;TOTAL;DEATHS;191.0;A
2010;2576;_T;Y30-34;DEATHS;2.0;A
2010;2576;_T;Y35-39;DEATHS;2.0;A
2010;2576;_T;Y40-44;DEATHS;3.0;A
2010;2576;_T;Y45-49;DEATHS;2.0;A
2010;2576;_T;Y50-54;DEATHS;2.0;A
2010;2576;_T;Y55-59;DEATHS;3.0;A
2010;2576;_T;Y60-64;DEATHS;7.0;A
2010;2576;_T;Y65-69;DEATHS;7.0;A
2010;2576;_T;Y70-74;DEATHS;19.0;A
2010;2576;_T;Y75-79;DEATHS;38.0;A
2010;2576;_T;Y80-84;DEATHS;48.0;A
2010;2576;_T;Y85-89;DEATHS;34.0;A
2010;2576;_T;Y90-94;DEATHS;20.0;A
2010;2576;_T;Y95-99;DEATHS;4.0;A
2010;2576;M;TOTAL;DEATHS;103.0;A
2010;2576;M;Y30-34;DEATHS;2.0;A
2010;2576;M;Y35-39;DEATHS;2.0;A
2010;2576;M;Y40-44;DEATHS;1.0;A
2010;2576;M;Y45-49;DEATHS;2.0;A
2010;2576;M;Y50-54;DEATHS;2.0;A
2010;2576;M;Y55-59;DEATHS;2.0;A
2010;2576;M;Y60-64;DEATHS;6.0;A
2010;2576;M;Y65-69;DEATHS;6.0;A
2010;2576;M;Y70-74;DEATHS;15.0;A
2010;2576;M;Y75-79;DEATHS;19.0;A
2010;2576;M;Y80-84;DEATHS;24.0;A
2010;2576;M;Y85-89;DEATHS;14.0;A
2010;2576;M;Y90-94;DEATHS;8.0;A
2010;2576;F;TOTAL;DEATHS;88.0;A
2010;2576;F;Y40-44;DEATHS;2.0;A
2010;2576;F;Y55-59;DEATHS;1.0;A
2010;2576;F;Y60-64;DEATHS;1.0;A
2010;2576;F;Y65-69;DEATHS;1.0;A
2010;2576;F;Y70-74;DEATHS;4.0;A
2010;2576;F;Y75-79;DEATHS;19.0;A
2010;2576;F;Y80-84;DEATHS;24.0;A
2010;2576;F;Y85-89;DEATHS;20.0;A
2010;2576;F;Y90-94;DEATHS;12.0;A
2010;2576;F;Y95-99;DEATHS;4.0;A
2010;2701;_T;TOTAL;DEATHS;19.0;A
2010;2701;_T;Y60-64;DEATHS;2.0;A
2010;2701;_T;Y65-69;DEATHS;2.0;A
2010;2701;_T;Y75-79;DEATHS;2.0;A
2010;2701;_T;Y80-84;DEATHS;8.0;A
2010;2701;_T;Y85-89;DEATHS;4.0;A
2010;2701;_T;Y_GE100;DEATHS;1.0;A
2010;2701;M;TOTAL;DEATHS;10.0;A
2010;2701;M;Y60-64;DEATHS;2.0;A
2010;2701;M;Y65-69;DEATHS;1.0;A
2010;2701;M;Y75-79;DEATHS;1.0;A
2010;2701;M;Y80-84;DEATHS;4.0;A
2010;2701;M;Y85-89;DEATHS;2.0;A
2010;2701;F;TOTAL;DEATHS;9.0;A
2010;2701;F;Y65-69;DEATHS;1.0;A
2010;2701;F;Y75-79;DEATHS;1.0;A
2010;2701;F;Y80-84;DEATHS;4.0;A
2010;2701;F;Y85-89;DEATHS;2.0;A
2010;2701;F;Y_GE100;DEATHS;1.0;A
2010;2580;_T;TOTAL;DEATHS;33.0;A
2010;2580;_T;Y5-9;DEATHS;1.0;A
2010;2580;_T;Y40-44;DEATHS;1.0;A
2010;2580;_T;Y45-49;DEATHS;1.0;A
2010;2580;_T;Y55-59;DEATHS;3.0;A
2010;2580;_T;Y65-69;DEATHS;2.0;A
2010;2580;_T;Y70-74;DEATHS;2.0;A
2010;2580;_T;Y75-79;DEATHS;5.0;A
2010;2580;_T;Y80-84;DEATHS;6.0;A
2010;2580;_T;Y85-89;DEATHS;6.0;A
2010;2580;_T;Y90-94;DEATHS;6.0;A
2010;2580;M;TOTAL;DEATHS;18.0;A
2010;2580;M;Y40-44;DEATHS;1.0;A
2010;2580;M;Y45-49;DEATHS;1.0;A
2010;2580;M;Y55-59;DEATHS;2.0;A
2010;2580;M;Y65-69;DEATHS;1.0;A
2010;2580;M;Y70-74;DEATHS;1.0;A
2010;2580;M;Y75-79;DEATHS;5.0;A
2010;2580;M;Y80-84;DEATHS;3.0;A
2010;2580;M;Y85-89;DEATHS;4.0;A
2010;2580;F;TOTAL;DEATHS;15.0;A
2010;2580;F;Y5-9;DEATHS;1.0;A
2010;2580;F;Y55-59;DEATHS;1.0;A
2010;2580;F;Y65-69;DEATHS;1.0;A
2010;2580;F;Y70-74;DEATHS;1.0;A
2010;2580;F;Y80-84;DEATHS;3.0;A
2010;2580;F;Y85-89;DEATHS;2.0;A
2010;2580;F;Y90-94;DEATHS;6.0;A
2010;2581;_T;TOTAL;DEATHS;35.0;A
2010;2581;_T;Y35-39;DEATHS;1.0;A
2010;2581;_T;Y55-59;DEATHS;3.0;A
2010;2581;_T;Y60-64;DEATHS;2.0;A
2010;2581;_T;Y65-69;DEATHS;4.0;A
2010;2581;_T;Y70-74;DEATHS;3.0;A
2010;2581;_T;Y75-79;DEATHS;5.0;A
2010;2581;_T;Y80-84;DEATHS;9.0;A
2010;2581;_T;Y85-89;DEATHS;4.0;A
2010;2581;_T;Y90-94;DEATHS;4.0;A
2010;2581;M;TOTAL;DEATHS;19.0;A
2010;2581;M;Y35-39;DEATHS;1.0;A
2010;2581;M;Y55-59;DEATHS;3.0;A
2010;2581;M;Y60-64;DEATHS;2.0;A
2010;2581;M;Y65-69;DEATHS;3.0;A
2010;2581;M;Y70-74;DEATHS;1.0;A
2010;2581;M;Y75-79;DEATHS;1.0;A
2010;2581;M;Y80-84;DEATHS;3.0;A
2010;2581;M;Y85-89;DEATHS;2.0;A
2010;2581;M;Y90-94;DEATHS;3.0;A
2010;2581;F;TOTAL;DEATHS;16.0;A
2010;2581;F;Y65-69;DEATHS;1.0;A
2010;2581;F;Y70-74;DEATHS;2.0;A
2010;2581;F;Y75-79;DEATHS;4.0;A
2010;2581;F;Y80-84;DEATHS;6.0;A
2010;2581;F;Y85-89;DEATHS;2.0;A
2010;2581;F;Y90-94;DEATHS;1.0;A
2010;2582;_T;TOTAL;DEATHS;13.0;A
2010;2582;_T;Y45-49;DEATHS;1.0;A
2010;2582;_T;Y55-59;DEATHS;2.0;A
2010;2582;_T;Y75-79;DEATHS;4.0;A
2010;2582;_T;Y80-84;DEATHS;2.0;A
2010;2582;_T;Y85-89;DEATHS;2.0;A
2010;2582;_T;Y90-94;DEATHS;2.0;A
2010;2582;M;TOTAL;DEATHS;8.0;A
2010;2582;M;Y45-49;DEATHS;1.0;A
2010;2582;M;Y55-59;DEATHS;2.0;A
2010;2582;M;Y75-79;DEATHS;1.0;A
2010;2582;M;Y80-84;DEATHS;2.0;A
2010;2582;M;Y85-89;DEATHS;1.0;A
2010;2582;M;Y90-94;DEATHS;1.0;A
2010;2582;F;TOTAL;DEATHS;5.0;A
2010;2582;F;Y75-79;DEATHS;3.0;A
2010;2582;F;Y85-89;DEATHS;1.0;A
2010;2582;F;Y90-94;DEATHS;1.0;A
2010;2583;_T;TOTAL;DEATHS;4.0;A
2010;2583;_T;Y65-69;DEATHS;1.0;A
2010;2583;_T;Y80-84;DEATHS;3.0;A
2010;2583;M;TOTAL;DEATHS;3.0;A
2010;2583;M;Y65-69;DEATHS;1.0;A
2010;2583;M;Y80-84;DEATHS;2.0;A
2010;2583;F;TOTAL;DEATHS;1.0;A
2010;2583;F;Y80-84;DEATHS;1.0;A
2010;2584;_T;TOTAL;DEATHS;13.0;A
2010;2584;_T;Y65-69;DEATHS;1.0;A
2010;2584;_T;Y75-79;DEATHS;1.0;A
2010;2584;_T;Y80-84;DEATHS;3.0;A
2010;2584;_T;Y85-89;DEATHS;4.0;A
2010;2584;_T;Y90-94;DEATHS;4.0;A
2010;2584;M;TOTAL;DEATHS;5.0;A
2010;2584;M;Y65-69;DEATHS;1.0;A
2010;2584;M;Y75-79;DEATHS;1.0;A
2010;2584;M;Y80-84;DEATHS;1.0;A
2010;2584;M;Y85-89;DEATHS;1.0;A
2010;2584;M;Y90-94;DEATHS;1.0;A
2010;2584;F;TOTAL;DEATHS;8.0;A
2010;2584;F;Y80-84;DEATHS;2.0;A
2010;2584;F;Y85-89;DEATHS;3.0;A
2010;2584;F;Y90-94;DEATHS;3.0;A
2010;2585;_T;TOTAL;DEATHS;122.0;A
2010;2585;_T;Y40-44;DEATHS;3.0;A
2010;2585;_T;Y45-49;DEATHS;3.0;A
2010;2585;_T;Y55-59;DEATHS;1.0;A
2010;2585;_T;Y60-64;DEATHS;3.0;A
2010;2585;_T;Y65-69;DEATHS;9.0;A
2010;2585;_T;Y70-74;DEATHS;10.0;A
2010;2585;_T;Y75-79;DEATHS;21.0;A
2010;2585;_T;Y80-84;DEATHS;26.0;A
2010;2585;_T;Y85-89;DEATHS;32.0;A
2010;2585;_T;Y90-94;DEATHS;8.0;A
2010;2585;_T;Y95-99;DEATHS;5.0;A
2010;2585;_T;Y_GE100;DEATHS;1.0;A
2010;2585;M;TOTAL;DEATHS;65.0;A
2010;2585;M;Y40-44;DEATHS;2.0;A
2010;2585;M;Y60-64;DEATHS;3.0;A
2010;2585;M;Y65-69;DEATHS;8.0;A
2010;2585;M;Y70-74;DEATHS;6.0;A
2010;2585;M;Y75-79;DEATHS;11.0;A
2010;2585;M;Y80-84;DEATHS;14.0;A
2010;2585;M;Y85-89;DEATHS;17.0;A
2010;2585;M;Y90-94;DEATHS;3.0;A
2010;2585;M;Y95-99;DEATHS;1.0;A
2010;2585;F;TOTAL;DEATHS;57.0;A
2010;2585;F;Y40-44;DEATHS;1.0;A
2010;2585;F;Y45-49;DEATHS;3.0;A
2010;2585;F;Y55-59;DEATHS;1.0;A
2010;2585;F;Y65-69;DEATHS;1.0;A
2010;2585;F;Y70-74;DEATHS;4.0;A
2010;2585;F;Y75-79;DEATHS;10.0;A
2010;2585;F;Y80-84;DEATHS;12.0;A
2010;2585;F;Y85-89;DEATHS;15.0;A
2010;2585;F;Y90-94;DEATHS;5.0;A
2010;2585;F;Y95-99;DEATHS;4.0;A
2010;2585;F;Y_GE100;DEATHS;1.0;A
2010;2586;_T;TOTAL;DEATHS;16.0;A
2010;2586;_T;Y50-54;DEATHS;2.0;A
2010;2586;_T;Y65-69;DEATHS;2.0;A
2010;2586;_T;Y75-79;DEATHS;4.0;A
2010;2586;_T;Y80-84;DEATHS;4.0;A
2010;2586;_T;Y85-89;DEATHS;2.0;A
2010;2586;_T;Y90-94;DEATHS;2.0;A
2010;2586;M;TOTAL;DEATHS;8.0;A
2010;2586;M;Y50-54;DEATHS;2.0;A
2010;2586;M;Y65-69;DEATHS;1.0;A
2010;2586;M;Y75-79;DEATHS;2.0;A
2010;2586;M;Y80-84;DEATHS;2.0;A
2010;2586;M;Y85-89;DEATHS;1.0;A
2010;2586;F;TOTAL;DEATHS;8.0;A
2010;2586;F;Y65-69;DEATHS;1.0;A
2010;2586;F;Y75-79;DEATHS;2.0;A
2010;2586;F;Y80-84;DEATHS;2.0;A
2010;2586;F;Y85-89;DEATHS;1.0;A
2010;2586;F;Y90-94;DEATHS;2.0;A
2010;2587;_T;TOTAL;DEATHS;78.0;A
2010;2587;_T;Y1-4;DEATHS;1.0;A
2010;2587;_T;Y20-24;DEATHS;1.0;A
2010;2587;_T;Y35-39;DEATHS;2.0;A
2010;2587;_T;Y40-44;DEATHS;2.0;A
2010;2587;_T;Y45-49;DEATHS;1.0;A
