TEMPORAL;TERRITORIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2000;ES61;_T;TOTAL;DEATHS;60366.0;A
2000;ES61;_T;Y_LT1;DEATHS;400.0;A
2000;ES61;_T;Y1-4;DEATHS;81.0;A
2000;ES61;_T;Y5-9;DEATHS;69.0;A
2000;ES61;_T;Y10-14;DEATHS;72.0;A
2000;ES61;_T;Y15-19;DEATHS;211.0;A
2000;ES61;_T;Y20-24;DEATHS;316.0;A
2000;ES61;_T;Y25-29;DEATHS;390.0;A
2000;ES61;_T;Y30-34;DEATHS;548.0;A
2000;ES61;_T;Y35-39;DEATHS;736.0;A
2000;ES61;_T;Y40-44;DEATHS;930.0;A
2000;ES61;_T;Y45-49;DEATHS;1048.0;A
2000;ES61;_T;Y50-54;DEATHS;1536.0;A
2000;ES61;_T;Y55-59;DEATHS;2149.0;A
2000;ES61;_T;Y60-64;DEATHS;3160.0;A
2000;ES61;_T;Y65-69;DEATHS;5491.0;A
2000;ES61;_T;Y70-74;DEATHS;7633.0;A
2000;ES61;_T;Y75-79;DEATHS;9695.0;A
2000;ES61;_T;Y80-84;DEATHS;10012.0;A
2000;ES61;_T;Y85-89;DEATHS;9201.0;A
2000;ES61;_T;Y90-94;DEATHS;5071.0;A
2000;ES61;_T;Y95-99;DEATHS;1449.0;A
2000;ES61;_T;Y_GE100;DEATHS;168.0;A
2000;ES61;M;TOTAL;DEATHS;31644.0;A
2000;ES61;M;Y_LT1;DEATHS;213.0;A
2000;ES61;M;Y1-4;DEATHS;47.0;A
2000;ES61;M;Y5-9;DEATHS;36.0;A
2000;ES61;M;Y10-14;DEATHS;45.0;A
2000;ES61;M;Y15-19;DEATHS;167.0;A
2000;ES61;M;Y20-24;DEATHS;251.0;A
2000;ES61;M;Y25-29;DEATHS;310.0;A
2000;ES61;M;Y30-34;DEATHS;415.0;A
2000;ES61;M;Y35-39;DEATHS;518.0;A
2000;ES61;M;Y40-44;DEATHS;659.0;A
2000;ES61;M;Y45-49;DEATHS;743.0;A
2000;ES61;M;Y50-54;DEATHS;1093.0;A
2000;ES61;M;Y55-59;DEATHS;1531.0;A
2000;ES61;M;Y60-64;DEATHS;2220.0;A
2000;ES61;M;Y65-69;DEATHS;3662.0;A
2000;ES61;M;Y70-74;DEATHS;4765.0;A
2000;ES61;M;Y75-79;DEATHS;5327.0;A
2000;ES61;M;Y80-84;DEATHS;4381.0;A
2000;ES61;M;Y85-89;DEATHS;3319.0;A
2000;ES61;M;Y90-94;DEATHS;1529.0;A
2000;ES61;M;Y95-99;DEATHS;375.0;A
2000;ES61;M;Y_GE100;DEATHS;38.0;A
2000;ES61;F;TOTAL;DEATHS;28722.0;A
2000;ES61;F;Y_LT1;DEATHS;187.0;A
2000;ES61;F;Y1-4;DEATHS;34.0;A
2000;ES61;F;Y5-9;DEATHS;33.0;A
2000;ES61;F;Y10-14;DEATHS;27.0;A
2000;ES61;F;Y15-19;DEATHS;44.0;A
2000;ES61;F;Y20-24;DEATHS;65.0;A
2000;ES61;F;Y25-29;DEATHS;80.0;A
2000;ES61;F;Y30-34;DEATHS;133.0;A
2000;ES61;F;Y35-39;DEATHS;218.0;A
2000;ES61;F;Y40-44;DEATHS;271.0;A
2000;ES61;F;Y45-49;DEATHS;305.0;A
2000;ES61;F;Y50-54;DEATHS;443.0;A
2000;ES61;F;Y55-59;DEATHS;618.0;A
2000;ES61;F;Y60-64;DEATHS;940.0;A
2000;ES61;F;Y65-69;DEATHS;1829.0;A
2000;ES61;F;Y70-74;DEATHS;2868.0;A
2000;ES61;F;Y75-79;DEATHS;4368.0;A
2000;ES61;F;Y80-84;DEATHS;5631.0;A
2000;ES61;F;Y85-89;DEATHS;5882.0;A
2000;ES61;F;Y90-94;DEATHS;3542.0;A
2000;ES61;F;Y95-99;DEATHS;1074.0;A
2000;ES61;F;Y_GE100;DEATHS;130.0;A
2000;ES611;_T;TOTAL;DEATHS;3960.0;A
2000;ES611;_T;Y_LT1;DEATHS;25.0;A
2000;ES611;_T;Y1-4;DEATHS;4.0;A
2000;ES611;_T;Y5-9;DEATHS;8.0;A
2000;ES611;_T;Y10-14;DEATHS;6.0;A
2000;ES611;_T;Y15-19;DEATHS;27.0;A
2000;ES611;_T;Y20-24;DEATHS;43.0;A
2000;ES611;_T;Y25-29;DEATHS;31.0;A
2000;ES611;_T;Y30-34;DEATHS;55.0;A
2000;ES611;_T;Y35-39;DEATHS;57.0;A
2000;ES611;_T;Y40-44;DEATHS;60.0;A
2000;ES611;_T;Y45-49;DEATHS;73.0;A
2000;ES611;_T;Y50-54;DEATHS;92.0;A
2000;ES611;_T;Y55-59;DEATHS;122.0;A
2000;ES611;_T;Y60-64;DEATHS;200.0;A
2000;ES611;_T;Y65-69;DEATHS;352.0;A
2000;ES611;_T;Y70-74;DEATHS;457.0;A
2000;ES611;_T;Y75-79;DEATHS;599.0;A
2000;ES611;_T;Y80-84;DEATHS;654.0;A
2000;ES611;_T;Y85-89;DEATHS;629.0;A
2000;ES611;_T;Y90-94;DEATHS;357.0;A
2000;ES611;_T;Y95-99;DEATHS;94.0;A
2000;ES611;_T;Y_GE100;DEATHS;15.0;A
2000;ES611;M;TOTAL;DEATHS;2143.0;A
2000;ES611;M;Y_LT1;DEATHS;11.0;A
2000;ES611;M;Y1-4;DEATHS;3.0;A
2000;ES611;M;Y5-9;DEATHS;2.0;A
2000;ES611;M;Y10-14;DEATHS;4.0;A
2000;ES611;M;Y15-19;DEATHS;23.0;A
2000;ES611;M;Y20-24;DEATHS;31.0;A
2000;ES611;M;Y25-29;DEATHS;23.0;A
2000;ES611;M;Y30-34;DEATHS;40.0;A
2000;ES611;M;Y35-39;DEATHS;45.0;A
2000;ES611;M;Y40-44;DEATHS;46.0;A
2000;ES611;M;Y45-49;DEATHS;52.0;A
2000;ES611;M;Y50-54;DEATHS;67.0;A
2000;ES611;M;Y55-59;DEATHS;80.0;A
2000;ES611;M;Y60-64;DEATHS;144.0;A
2000;ES611;M;Y65-69;DEATHS;231.0;A
2000;ES611;M;Y70-74;DEATHS;292.0;A
2000;ES611;M;Y75-79;DEATHS;354.0;A
2000;ES611;M;Y80-84;DEATHS;318.0;A
2000;ES611;M;Y85-89;DEATHS;245.0;A
2000;ES611;M;Y90-94;DEATHS;106.0;A
2000;ES611;M;Y95-99;DEATHS;25.0;A
2000;ES611;M;Y_GE100;DEATHS;1.0;A
2000;ES611;F;TOTAL;DEATHS;1817.0;A
2000;ES611;F;Y_LT1;DEATHS;14.0;A
2000;ES611;F;Y1-4;DEATHS;1.0;A
2000;ES611;F;Y5-9;DEATHS;6.0;A
2000;ES611;F;Y10-14;DEATHS;2.0;A
2000;ES611;F;Y15-19;DEATHS;4.0;A
2000;ES611;F;Y20-24;DEATHS;12.0;A
2000;ES611;F;Y25-29;DEATHS;8.0;A
2000;ES611;F;Y30-34;DEATHS;15.0;A
2000;ES611;F;Y35-39;DEATHS;12.0;A
2000;ES611;F;Y40-44;DEATHS;14.0;A
2000;ES611;F;Y45-49;DEATHS;21.0;A
2000;ES611;F;Y50-54;DEATHS;25.0;A
2000;ES611;F;Y55-59;DEATHS;42.0;A
2000;ES611;F;Y60-64;DEATHS;56.0;A
2000;ES611;F;Y65-69;DEATHS;121.0;A
2000;ES611;F;Y70-74;DEATHS;165.0;A
2000;ES611;F;Y75-79;DEATHS;245.0;A
2000;ES611;F;Y80-84;DEATHS;336.0;A
2000;ES611;F;Y85-89;DEATHS;384.0;A
2000;ES611;F;Y90-94;DEATHS;251.0;A
2000;ES611;F;Y95-99;DEATHS;69.0;A
2000;ES611;F;Y_GE100;DEATHS;14.0;A
2000;2241;_T;TOTAL;DEATHS;7.0;A
2000;2241;_T;Y50-54;DEATHS;1.0;A
2000;2241;_T;Y80-84;DEATHS;2.0;A
2000;2241;_T;Y85-89;DEATHS;2.0;A
2000;2241;_T;Y90-94;DEATHS;1.0;A
2000;2241;_T;Y95-99;DEATHS;1.0;A
2000;2241;M;TOTAL;DEATHS;3.0;A
2000;2241;M;Y50-54;DEATHS;1.0;A
2000;2241;M;Y85-89;DEATHS;2.0;A
2000;2241;F;TOTAL;DEATHS;4.0;A
2000;2241;F;Y80-84;DEATHS;2.0;A
2000;2241;F;Y90-94;DEATHS;1.0;A
2000;2241;F;Y95-99;DEATHS;1.0;A
2000;2242;_T;TOTAL;DEATHS;11.0;A
2000;2242;_T;Y35-39;DEATHS;1.0;A
2000;2242;_T;Y40-44;DEATHS;1.0;A
2000;2242;_T;Y60-64;DEATHS;1.0;A
2000;2242;_T;Y65-69;DEATHS;1.0;A
2000;2242;_T;Y75-79;DEATHS;1.0;A
2000;2242;_T;Y80-84;DEATHS;4.0;A
2000;2242;_T;Y90-94;DEATHS;1.0;A
2000;2242;_T;Y95-99;DEATHS;1.0;A
2000;2242;M;TOTAL;DEATHS;6.0;A
2000;2242;M;Y35-39;DEATHS;1.0;A
2000;2242;M;Y40-44;DEATHS;1.0;A
2000;2242;M;Y60-64;DEATHS;1.0;A
2000;2242;M;Y80-84;DEATHS;2.0;A
2000;2242;M;Y90-94;DEATHS;1.0;A
2000;2242;F;TOTAL;DEATHS;5.0;A
2000;2242;F;Y65-69;DEATHS;1.0;A
2000;2242;F;Y75-79;DEATHS;1.0;A
2000;2242;F;Y80-84;DEATHS;2.0;A
2000;2242;F;Y95-99;DEATHS;1.0;A
2000;2243;_T;TOTAL;DEATHS;149.0;A
2000;2243;_T;Y_LT1;DEATHS;5.0;A
2000;2243;_T;Y10-14;DEATHS;1.0;A
2000;2243;_T;Y20-24;DEATHS;4.0;A
2000;2243;_T;Y25-29;DEATHS;1.0;A
2000;2243;_T;Y30-34;DEATHS;1.0;A
2000;2243;_T;Y35-39;DEATHS;2.0;A
2000;2243;_T;Y40-44;DEATHS;1.0;A
2000;2243;_T;Y50-54;DEATHS;6.0;A
2000;2243;_T;Y55-59;DEATHS;5.0;A
2000;2243;_T;Y60-64;DEATHS;13.0;A
2000;2243;_T;Y65-69;DEATHS;17.0;A
2000;2243;_T;Y70-74;DEATHS;19.0;A
2000;2243;_T;Y75-79;DEATHS;21.0;A
2000;2243;_T;Y80-84;DEATHS;27.0;A
2000;2243;_T;Y85-89;DEATHS;18.0;A
2000;2243;_T;Y90-94;DEATHS;7.0;A
2000;2243;_T;Y95-99;DEATHS;1.0;A
2000;2243;M;TOTAL;DEATHS;75.0;A
