TEMPORAL;SEXO;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2020;F;2369;NACI;82.0;A
2020;F;2367;NACI;88.0;A
2020;F;2370;NACI;14.0;A
2020;F;2371;NACI;8.0;A
2020;F;2372;NACI;4.0;A
2020;F;2373;NACI;727.0;A
2020;F;2374;NACI;24.0;A
2020;F;2375;NACI;290.0;A
2020;F;2376;NACI;49.0;A
2020;F;2377;NACI;23.0;A
2020;F;2378;NACI;20.0;A
2020;F;2379;NACI;21.0;A
2020;F;2380;NACI;359.0;A
2020;F;2381;NACI;141.0;A
2020;F;2382;NACI;28.0;A
2020;F;2383;NACI;118.0;A
2020;F;2384;NACI;273.0;A
2020;F;2398;NACI;21.0;A
2020;F;280346;NACI;10.0;A
2020;F;2386;NACI;126.0;A
2020;F;2385;NACI;290.0;A
2020;F;2387;NACI;2.0;A
2020;F;2388;NACI;75.0;A
2020;F;2389;NACI;1.0;A
2020;F;2390;NACI;24.0;A
2020;F;2391;NACI;49.0;A
2020;F;2392;NACI;41.0;A
2020;F;2393;NACI;3.0;A
2020;F;2394;NACI;46.0;A
2020;F;2395;NACI;1.0;A
2020;F;ES613;NACI;2777.0;A
2020;F;2403;NACI;15.0;A
2020;F;2404;NACI;44.0;A
2020;F;2405;NACI;8.0;A
2020;F;2406;NACI;12.0;A
2020;F;2407;NACI;39.0;A
2020;F;2408;NACI;4.0;A
2020;F;2409;NACI;82.0;A
2020;F;2410;NACI;14.0;A
2020;F;2411;NACI;8.0;A
2020;F;2412;NACI;26.0;A
2020;F;2413;NACI;2.0;A
2020;F;2414;NACI;32.0;A
2020;F;2415;NACI;64.0;A
2020;F;2416;NACI;7.0;A
2020;F;2417;NACI;4.0;A
2020;F;2418;NACI;1.0;A
2020;F;2419;NACI;73.0;A
2020;F;2420;NACI;16.0;A
2020;F;2421;NACI;20.0;A
2020;F;2422;NACI;4.0;A
2020;F;2423;NACI;1099.0;A
2020;F;2424;NACI;15.0;A
2020;F;2425;NACI;7.0;A
2020;F;2426;NACI;6.0;A
2020;F;2427;NACI;9.0;A
2020;F;2428;NACI;7.0;A
2020;F;2429;NACI;46.0;A
2020;F;280347;NACI;5.0;A
2020;F;2431;NACI;10.0;A
2020;F;2432;NACI;54.0;A
2020;F;2435;NACI;6.0;A
2020;F;280348;NACI;1.0;A
2020;F;2437;NACI;24.0;A
2020;F;2438;NACI;22.0;A
2020;F;2439;NACI;8.0;A
2020;F;2440;NACI;152.0;A
2020;F;2441;NACI;11.0;A
2020;F;2442;NACI;15.0;A
2020;F;2443;NACI;19.0;A
2020;F;2444;NACI;81.0;A
2020;F;2445;NACI;40.0;A
2020;F;2446;NACI;11.0;A
2020;F;2447;NACI;12.0;A
2020;F;2448;NACI;25.0;A
2020;F;2449;NACI;6.0;A
2020;F;2450;NACI;2.0;A
2020;F;2451;NACI;75.0;A
2020;F;2452;NACI;8.0;A
2020;F;2453;NACI;2.0;A
2020;F;2454;NACI;30.0;A
2020;F;2455;NACI;24.0;A
2020;F;2456;NACI;67.0;A
2020;F;2457;NACI;73.0;A
2020;F;2458;NACI;142.0;A
2020;F;2459;NACI;23.0;A
2020;F;2460;NACI;26.0;A
2020;F;2461;NACI;5.0;A
2020;F;2462;NACI;22.0;A
2020;F;2464;NACI;1.0;A
2020;F;2465;NACI;1.0;A
2020;F;2467;NACI;8.0;A
2020;F;2468;NACI;26.0;A
2020;F;2469;NACI;20.0;A
2020;F;2470;NACI;2.0;A
2020;F;2471;NACI;31.0;A
2020;F;2472;NACI;3.0;A
2020;F;2474;NACI;5.0;A
2020;F;2475;NACI;6.0;A
2020;F;2476;NACI;8.0;A
2020;F;2477;NACI;1.0;A
2020;F;ES614;NACI;3555.0;A
2020;F;2484;NACI;3.0;A
2020;F;2485;NACI;77.0;A
2020;F;2486;NACI;2.0;A
2020;F;2487;NACI;2.0;A
2020;F;2488;NACI;41.0;A
2020;F;2489;NACI;1.0;A
2020;F;2493;NACI;1.0;A
2020;F;2494;NACI;18.0;A
2020;F;2495;NACI;7.0;A
2020;F;2496;NACI;26.0;A
2020;F;2497;NACI;44.0;A
2020;F;2498;NACI;2.0;A
2020;F;2500;NACI;76.0;A
2020;F;2699;NACI;3.0;A
2020;F;2503;NACI;1.0;A
2020;F;2504;NACI;114.0;A
2020;F;2505;NACI;86.0;A
2020;F;2506;NACI;77.0;A
2020;F;2507;NACI;3.0;A
2020;F;2508;NACI;1.0;A
2020;F;2511;NACI;13.0;A
2020;F;2512;NACI;5.0;A
2020;F;2513;NACI;15.0;A
2020;F;2514;NACI;2.0;A
2020;F;2519;NACI;5.0;A
2020;F;2520;NACI;18.0;A
2020;F;2602;NACI;2.0;A
2020;F;2521;NACI;2.0;A
2020;F;2522;NACI;4.0;A
2020;F;2523;NACI;17.0;A
2020;F;2524;NACI;2.0;A
2020;F;2528;NACI;1.0;A
2020;F;2529;NACI;4.0;A
2020;F;2530;NACI;2.0;A
2020;F;2531;NACI;35.0;A
2020;F;2544;NACI;26.0;A
2020;F;2546;NACI;3.0;A
2020;F;2548;NACI;77.0;A
2020;F;2532;NACI;19.0;A
2020;F;2533;NACI;2.0;A
2020;F;2534;NACI;6.0;A
2020;F;2535;NACI;5.0;A
2020;F;2537;NACI;6.0;A
2020;F;2538;NACI;2.0;A
2020;F;2707;NACI;5.0;A
2020;F;2541;NACI;12.0;A
2020;F;2542;NACI;27.0;A
2020;F;2549;NACI;9.0;A
2020;F;2550;NACI;4.0;A
2020;F;2553;NACI;16.0;A
2020;F;2554;NACI;3.0;A
2020;F;2555;NACI;3.0;A
2020;F;2556;NACI;1.0;A
2020;F;9565;NACI;2.0;A
2020;F;2557;NACI;1.0;A
2020;F;2558;NACI;27.0;A
2020;F;2559;NACI;1.0;A
2020;F;2564;NACI;1.0;A
2020;F;2565;NACI;2.0;A
2020;F;2566;NACI;24.0;A
2020;F;2700;NACI;96.0;A
2020;F;2569;NACI;2.0;A
2020;F;2570;NACI;3.0;A
2020;F;2571;NACI;21.0;A
2020;F;2572;NACI;2.0;A
2020;F;2574;NACI;909.0;A
2020;F;2575;NACI;10.0;A
2020;F;2576;NACI;70.0;A
2020;F;2580;NACI;24.0;A
2020;F;2581;NACI;8.0;A
2020;F;2582;NACI;9.0;A
2020;F;2583;NACI;1.0;A
2020;F;2584;NACI;4.0;A
2020;F;2585;NACI;33.0;A
2020;F;2586;NACI;6.0;A
2020;F;2587;NACI;45.0;A
2020;F;2588;NACI;34.0;A
2020;F;2589;NACI;32.0;A
2020;F;2590;NACI;7.0;A
2020;F;2592;NACI;29.0;A
2020;F;2594;NACI;2.0;A
2020;F;2595;NACI;6.0;A
2020;F;2596;NACI;4.0;A
2020;F;2598;NACI;17.0;A
2020;F;2599;NACI;1.0;A
2020;F;2603;NACI;26.0;A
2020;F;2604;NACI;9.0;A
2020;F;2605;NACI;2.0;A
2020;F;2607;NACI;2.0;A
2020;F;2608;NACI;2.0;A
2020;F;2610;NACI;75.0;A
2020;F;2612;NACI;3.0;A
2020;F;2614;NACI;5.0;A
2020;F;2616;NACI;71.0;A
2020;F;2617;NACI;3.0;A
2020;F;2621;NACI;18.0;A
2020;F;2622;NACI;12.0;A
2020;F;2623;NACI;29.0;A
2020;F;2624;NACI;22.0;A
2020;F;2625;NACI;8.0;A
2020;F;2626;NACI;1.0;A
2020;F;2627;NACI;6.0;A
2020;F;2704;NACI;5.0;A
2020;F;2629;NACI;250.0;A
2020;F;2698;NACI;3.0;A
2020;F;2632;NACI;3.0;A
2020;F;2633;NACI;3.0;A
2020;F;2634;NACI;59.0;A
2020;F;2635;NACI;3.0;A
2020;F;2636;NACI;22.0;A
2020;F;2637;NACI;2.0;A
2020;F;2639;NACI;38.0;A
2020;F;2640;NACI;3.0;A
2020;F;2641;NACI;9.0;A
2020;F;2642;NACI;48.0;A
2020;F;2643;NACI;3.0;A
2020;F;2705;NACI;2.0;A
2020;F;2646;NACI;7.0;A
2020;F;2647;NACI;48.0;A
2020;F;2648;NACI;2.0;A
2020;F;2651;NACI;7.0;A
2020;F;2652;NACI;1.0;A
2020;F;2653;NACI;6.0;A
2020;F;2654;NACI;18.0;A
2020;F;2656;NACI;8.0;A
2020;F;2657;NACI;4.0;A
2020;F;2660;NACI;5.0;A
2020;F;2662;NACI;32.0;A
2020;F;2663;NACI;3.0;A
2020;F;2664;NACI;53.0;A
2020;F;2666;NACI;2.0;A
2020;F;2696;NACI;2.0;A
2020;F;280350;NACI;10.0;A
2020;F;2668;NACI;3.0;A
2020;F;2669;NACI;1.0;A
2020;F;2671;NACI;13.0;A
2020;F;2709;NACI;8.0;A
2020;F;2697;NACI;2.0;A
2020;F;2702;NACI;10.0;A
2020;F;2706;NACI;58.0;A
2020;F;2673;NACI;11.0;A
2020;F;2674;NACI;1.0;A
2020;F;2638;NACI;17.0;A
2020;F;2703;NACI;1.0;A
2020;F;2676;NACI;2.0;A
2020;F;2677;NACI;6.0;A
2020;F;2678;NACI;3.0;A
2020;F;2681;NACI;15.0;A
2020;F;2708;NACI;3.0;A
2020;F;2682;NACI;68.0;A
2020;F;2683;NACI;7.0;A
2020;F;ES615;NACI;2012.0;A
2020;F;2714;NACI;3.0;A
2020;F;2715;NACI;60.0;A
2020;F;2716;NACI;4.0;A
2020;F;2717;NACI;4.0;A
2020;F;2718;NACI;118.0;A
2020;F;2719;NACI;11.0;A
2020;F;2720;NACI;29.0;A
2020;F;2721;NACI;13.0;A
2020;F;2722;NACI;5.0;A
2020;F;2723;NACI;72.0;A
2020;F;2724;NACI;15.0;A
2020;F;2726;NACI;52.0;A
2020;F;2727;NACI;14.0;A
2020;F;2728;NACI;3.0;A
2020;F;2729;NACI;3.0;A
2020;F;2730;NACI;13.0;A
2020;F;2731;NACI;10.0;A
2020;F;2733;NACI;1.0;A
2020;F;2734;NACI;112.0;A
2020;F;2736;NACI;6.0;A
2020;F;2743;NACI;6.0;A
2020;F;2737;NACI;1.0;A
2020;F;2738;NACI;21.0;A
2020;F;2739;NACI;1.0;A
2020;F;2741;NACI;2.0;A
2020;F;2744;NACI;1.0;A
2020;F;2745;NACI;16.0;A
2020;F;2747;NACI;2.0;A
2020;F;2748;NACI;52.0;A
2020;F;2749;NACI;1.0;A
2020;F;2750;NACI;3.0;A
2020;F;2751;NACI;5.0;A
2020;F;2752;NACI;3.0;A
2020;F;2753;NACI;18.0;A
2020;F;2754;NACI;523.0;A
2020;F;2755;NACI;82.0;A
2020;F;2756;NACI;5.0;A
2020;F;2757;NACI;104.0;A
2020;F;2758;NACI;4.0;A
2020;F;2759;NACI;24.0;A
2020;F;2760;NACI;2.0;A
2020;F;2761;NACI;2.0;A
2020;F;2762;NACI;8.0;A
2020;F;2763;NACI;95.0;A
2020;F;2765;NACI;18.0;A
2020;F;2766;NACI;24.0;A
2020;F;2767;NACI;32.0;A
2020;F;2768;NACI;63.0;A
2020;F;2769;NACI;16.0;A
2020;F;2770;NACI;2.0;A
2020;F;2771;NACI;6.0;A
2020;F;2773;NACI;52.0;A
2020;F;2775;NACI;48.0;A
2020;F;2776;NACI;4.0;A
2020;F;2777;NACI;27.0;A
2020;F;2778;NACI;47.0;A
2020;F;2779;NACI;1.0;A
2020;F;2782;NACI;10.0;A
2020;F;2783;NACI;13.0;A
2020;F;2784;NACI;30.0;A
2020;F;2785;NACI;2.0;A
2020;F;2786;NACI;46.0;A
2020;F;2787;NACI;5.0;A
2020;F;2788;NACI;10.0;A
2020;F;2790;NACI;6.0;A
2020;F;2791;NACI;7.0;A
2020;F;2792;NACI;12.0;A
2020;F;2793;NACI;2.0;A
2020;F;ES616;NACI;2184.0;A
2020;F;2798;NACI;4.0;A
2020;F;2800;NACI;84.0;A
2020;F;2801;NACI;32.0;A
2020;F;2802;NACI;1.0;A
2020;F;2803;NACI;111.0;A
2020;F;2804;NACI;15.0;A
2020;F;2805;NACI;10.0;A
2020;F;2806;NACI;2.0;A
2020;F;2907;NACI;3.0;A
2020;F;2807;NACI;64.0;A
2020;F;2808;NACI;54.0;A
2020;F;2809;NACI;5.0;A
2020;F;2810;NACI;29.0;A
2020;F;2904;NACI;16.0;A
2020;F;2812;NACI;8.0;A
2020;F;2813;NACI;6.0;A
2020;F;2814;NACI;1.0;A
2020;F;2815;NACI;3.0;A
2020;F;2816;NACI;10.0;A
2020;F;2817;NACI;4.0;A
2020;F;2818;NACI;2.0;A
2020;F;2819;NACI;1.0;A
2020;F;2903;NACI;4.0;A
2020;F;2822;NACI;47.0;A
2020;F;2823;NACI;15.0;A
2020;F;2825;NACI;12.0;A
2020;F;2826;NACI;4.0;A
2020;F;2827;NACI;12.0;A
2020;F;2828;NACI;1.0;A
2020;F;2829;NACI;1.0;A
2020;F;2830;NACI;5.0;A
2020;F;2831;NACI;5.0;A
2020;F;2832;NACI;5.0;A
2020;F;2833;NACI;12.0;A
2020;F;2834;NACI;5.0;A
2020;F;2837;NACI;13.0;A
2020;F;2838;NACI;12.0;A
2020;F;2841;NACI;3.0;A
2020;F;2842;NACI;1.0;A
2020;F;2844;NACI;19.0;A
2020;F;2845;NACI;12.0;A
2020;F;2846;NACI;19.0;A
2020;F;2847;NACI;3.0;A
2020;F;2848;NACI;3.0;A
2020;F;2849;NACI;8.0;A
2020;F;2850;NACI;383.0;A
2020;F;2851;NACI;18.0;A
2020;F;2852;NACI;4.0;A
2020;F;2853;NACI;68.0;A
2020;F;2839;NACI;6.0;A
2020;F;2854;NACI;1.0;A
2020;F;2855;NACI;208.0;A
2020;F;2856;NACI;14.0;A
2020;F;2857;NACI;4.0;A
2020;F;2858;NACI;57.0;A
2020;F;2859;NACI;25.0;A
2020;F;2860;NACI;88.0;A
2020;F;2861;NACI;43.0;A
2020;F;2862;NACI;8.0;A
2020;F;2863;NACI;15.0;A
2020;F;2864;NACI;3.0;A
2020;F;2865;NACI;4.0;A
2020;F;2866;NACI;23.0;A
2020;F;2867;NACI;11.0;A
2020;F;2869;NACI;17.0;A
2020;F;2870;NACI;15.0;A
2020;F;2871;NACI;4.0;A
2020;F;2872;NACI;11.0;A
2020;F;2873;NACI;17.0;A
2020;F;2874;NACI;6.0;A
2020;F;2875;NACI;13.0;A
2020;F;2876;NACI;2.0;A
2020;F;2877;NACI;3.0;A
2020;F;2906;NACI;8.0;A
2020;F;2879;NACI;15.0;A
2020;F;2880;NACI;8.0;A
2020;F;2881;NACI;6.0;A
2020;F;2882;NACI;4.0;A
2020;F;2884;NACI;2.0;A
2020;F;2885;NACI;9.0;A
2020;F;2887;NACI;52.0;A
2020;F;2888;NACI;49.0;A
2020;F;2889;NACI;24.0;A
2020;F;2891;NACI;6.0;A
2020;F;2892;NACI;2.0;A
2020;F;2893;NACI;109.0;A
2020;F;2894;NACI;8.0;A
2020;F;2895;NACI;11.0;A
2020;F;2896;NACI;28.0;A
2020;F;2897;NACI;13.0;A
2020;F;2898;NACI;28.0;A
2020;F;2899;NACI;3.0;A
2020;F;2900;NACI;27.0;A
2020;F;2902;NACI;1.0;A
2020;F;2905;NACI;14.0;A
2020;F;ES617;NACI;6147.0;A
2020;F;2912;NACI;16.0;A
2020;F;2913;NACI;11.0;A
2020;F;2914;NACI;1.0;A
2020;F;2915;NACI;1.0;A
2020;F;2916;NACI;19.0;A
2020;F;2917;NACI;2.0;A
2020;F;2918;NACI;132.0;A
2020;F;2919;NACI;96.0;A
2020;F;2920;NACI;10.0;A
2020;F;2921;NACI;3.0;A
2020;F;2922;NACI;10.0;A
2020;F;2923;NACI;59.0;A
2020;F;2924;NACI;10.0;A
2020;F;2926;NACI;159.0;A
2020;F;2927;NACI;1.0;A
2020;F;2928;NACI;22.0;A
2020;F;2929;NACI;4.0;A
2020;F;2930;NACI;3.0;A
2020;F;2931;NACI;10.0;A
2020;F;2933;NACI;1.0;A
2020;F;2934;NACI;27.0;A
2020;F;2936;NACI;242.0;A
2020;F;2937;NACI;3.0;A
2020;F;2938;NACI;6.0;A
2020;F;2939;NACI;7.0;A
2020;F;2941;NACI;2.0;A
2020;F;2942;NACI;1.0;A
2020;F;2943;NACI;20.0;A
2020;F;2944;NACI;4.0;A
2020;F;2945;NACI;1.0;A
2020;F;2946;NACI;9.0;A
2020;F;2947;NACI;3.0;A
2020;F;2948;NACI;1.0;A
2020;F;2949;NACI;125.0;A
2020;F;2950;NACI;14.0;A
2020;F;2951;NACI;9.0;A
2020;F;2952;NACI;28.0;A
2020;F;2953;NACI;109.0;A
2020;F;2954;NACI;5.0;A
2020;F;2955;NACI;5.0;A
2020;F;2956;NACI;11.0;A
2020;F;2957;NACI;9.0;A
2020;F;2958;NACI;7.0;A
2020;F;2960;NACI;12.0;A
2020;F;2959;NACI;4.0;A
2020;F;2961;NACI;1.0;A
2020;F;2962;NACI;272.0;A
2020;F;2964;NACI;10.0;A
2020;F;2965;NACI;220.0;A
2020;F;2966;NACI;13.0;A
2020;F;2967;NACI;4.0;A
2020;F;2969;NACI;10.0;A
2020;F;2970;NACI;23.0;A
2020;F;2971;NACI;3.0;A
2020;F;2972;NACI;6.0;A
2020;F;2973;NACI;2.0;A
2020;F;2974;NACI;1.0;A
2020;F;2975;NACI;1.0;A
2020;F;2977;NACI;1.0;A
2020;F;2978;NACI;2205.0;A
2020;F;2979;NACI;65.0;A
2020;F;2980;NACI;575.0;A
2020;F;2981;NACI;339.0;A
2020;F;2982;NACI;9.0;A
2020;F;2983;NACI;20.0;A
2020;F;2984;NACI;9.0;A
2020;F;3018;NACI;1.0;A
2020;F;2985;NACI;1.0;A
2020;F;2986;NACI;56.0;A
2020;F;2987;NACI;17.0;A
2020;F;2988;NACI;2.0;A
2020;F;2990;NACI;5.0;A
2020;F;2991;NACI;32.0;A
2020;F;2994;NACI;185.0;A
2020;F;2995;NACI;2.0;A
2020;F;2996;NACI;119.0;A
2020;F;2997;NACI;1.0;A
2020;F;2998;NACI;5.0;A
2020;F;2999;NACI;1.0;A
2020;F;3019;NACI;1.0;A
2020;F;3000;NACI;15.0;A
2020;F;3001;NACI;6.0;A
2020;F;3002;NACI;6.0;A
2020;F;3015;NACI;217.0;A
2020;F;3003;NACI;68.0;A
2020;F;3004;NACI;2.0;A
2020;F;3005;NACI;11.0;A
2020;F;3006;NACI;301.0;A
2020;F;3007;NACI;14.0;A
2020;F;3017;NACI;17.0;A
2020;F;3010;NACI;3.0;A
2020;F;3008;NACI;10.0;A
2020;F;3009;NACI;21.0;A
2020;F;3011;NACI;2.0;A
2020;F;3012;NACI;3.0;A
2020;F;ES618;NACI;7541.0;A
2020;F;3024;NACI;5.0;A
2020;F;3025;NACI;4.0;A
2020;F;3026;NACI;18.0;A
2020;F;3028;NACI;263.0;A
2020;F;3029;NACI;62.0;A
2020;F;3030;NACI;10.0;A
2020;F;3031;NACI;55.0;A
2020;F;3032;NACI;4.0;A
2020;F;3033;NACI;6.0;A
2020;F;3034;NACI;27.0;A
2020;F;3035;NACI;77.0;A
2020;F;3037;NACI;29.0;A
2020;F;3038;NACI;32.0;A
2020;F;3039;NACI;13.0;A
2020;F;3040;NACI;35.0;A
2020;F;3041;NACI;36.0;A
2020;F;3042;NACI;77.0;A
2020;F;3043;NACI;51.0;A
2020;F;3044;NACI;35.0;A
2020;F;3045;NACI;64.0;A
2020;F;3046;NACI;101.0;A
2020;F;3047;NACI;23.0;A
2020;F;3048;NACI;53.0;A
2020;F;3133;NACI;12.0;A
2020;F;3049;NACI;101.0;A
2020;F;3050;NACI;13.0;A
2020;F;3051;NACI;20.0;A
2020;F;3052;NACI;12.0;A
2020;F;3053;NACI;11.0;A
2020;F;3054;NACI;61.0;A
2020;F;3055;NACI;2.0;A
2020;F;3056;NACI;4.0;A
2020;F;3057;NACI;18.0;A
2020;F;3058;NACI;11.0;A
2020;F;3059;NACI;131.0;A
2020;F;3060;NACI;2.0;A
2020;F;3061;NACI;12.0;A
2020;F;3062;NACI;11.0;A
2020;F;3137;NACI;22.0;A
2020;F;3063;NACI;553.0;A
2020;F;3064;NACI;165.0;A
2020;F;3065;NACI;54.0;A
2020;F;3066;NACI;44.0;A
2020;F;3067;NACI;18.0;A
2020;F;3068;NACI;3.0;A
2020;F;3069;NACI;53.0;A
2020;F;3070;NACI;25.0;A
2020;F;3071;NACI;14.0;A
2020;F;3072;NACI;50.0;A
2020;F;3073;NACI;10.0;A
2020;F;3074;NACI;51.0;A
2020;F;3075;NACI;26.0;A
2020;F;3076;NACI;11.0;A
2020;F;3136;NACI;20.0;A
2020;F;3078;NACI;22.0;A
2020;F;3080;NACI;103.0;A
2020;F;3081;NACI;2.0;A
2020;F;3082;NACI;80.0;A
2020;F;3083;NACI;22.0;A
2020;F;3084;NACI;2.0;A
2020;F;3085;NACI;99.0;A
2020;F;3086;NACI;188.0;A
2020;F;3087;NACI;82.0;A
2020;F;3088;NACI;13.0;A
2020;F;3089;NACI;4.0;A
2020;F;3090;NACI;12.0;A
2020;F;3091;NACI;22.0;A
2020;F;3092;NACI;101.0;A
2020;F;3093;NACI;4.0;A
2020;F;3094;NACI;31.0;A
2020;F;3095;NACI;72.0;A
2020;F;3096;NACI;209.0;A
2020;F;280352;NACI;6.0;A
2020;F;3097;NACI;27.0;A
2020;F;3098;NACI;30.0;A
2020;F;3099;NACI;21.0;A
2020;F;3100;NACI;7.0;A
2020;F;3101;NACI;14.0;A
2020;F;3102;NACI;47.0;A
2020;F;3103;NACI;5.0;A
2020;F;3104;NACI;35.0;A
2020;F;3105;NACI;17.0;A
2020;F;3108;NACI;39.0;A
2020;F;3109;NACI;5.0;A
2020;F;3110;NACI;136.0;A
2020;F;3111;NACI;19.0;A
2020;F;3112;NACI;4.0;A
2020;F;3113;NACI;12.0;A
2020;F;3114;NACI;21.0;A
2020;F;3115;NACI;102.0;A
2020;F;3117;NACI;2.0;A
2020;F;3116;NACI;38.0;A
2020;F;3118;NACI;36.0;A
2020;F;3119;NACI;14.0;A
2020;F;3120;NACI;2689.0;A
2020;F;3121;NACI;44.0;A
2020;F;3122;NACI;73.0;A
2020;F;3123;NACI;33.0;A
2020;F;3124;NACI;197.0;A
2020;F;3126;NACI;23.0;A
2020;F;3127;NACI;19.0;A
2020;F;3130;NACI;1.0;A
2020;F;3128;NACI;16.0;A
2020;F;3129;NACI;18.0;A
2020;F;3131;NACI;24.0;A
2020;F;3132;NACI;79.0;A
2019;F;ES61;NACI;33787.0;A
2019;F;ES611;NACI;3586.0;A
2019;F;2241;NACI;4.0;A
2019;F;2242;NACI;4.0;A
2019;F;2243;NACI;108.0;A
2019;F;2245;NACI;3.0;A
2019;F;2246;NACI;57.0;A
2019;F;2247;NACI;1.0;A
2019;F;2248;NACI;2.0;A
2019;F;2250;NACI;3.0;A
2019;F;2251;NACI;23.0;A
2019;F;2253;NACI;949.0;A
2019;F;2254;NACI;1.0;A
2019;F;2256;NACI;15.0;A
2019;F;2257;NACI;8.0;A
2019;F;2258;NACI;2.0;A
2019;F;9563;NACI;13.0;A
2019;F;2260;NACI;2.0;A
2019;F;2262;NACI;1.0;A
2019;F;2264;NACI;20.0;A
2019;F;2269;NACI;72.0;A
2019;F;2270;NACI;3.0;A
2019;F;2271;NACI;8.0;A
2019;F;2272;NACI;36.0;A
2019;F;2277;NACI;3.0;A
2019;F;2278;NACI;3.0;A
2019;F;2276;NACI;77.0;A
2019;F;2279;NACI;13.0;A
2019;F;2347;NACI;553.0;A
2019;F;2282;NACI;1.0;A
2019;F;2284;NACI;3.0;A
2019;F;2285;NACI;8.0;A
2019;F;2286;NACI;6.0;A
2019;F;2287;NACI;4.0;A
2019;F;2288;NACI;9.0;A
2019;F;2289;NACI;9.0;A
2019;F;2290;NACI;52.0;A
2019;F;2291;NACI;4.0;A
2019;F;2292;NACI;1.0;A
2019;F;2293;NACI;77.0;A
2019;F;2294;NACI;86.0;A
2019;F;2295;NACI;4.0;A
2019;F;2296;NACI;2.0;A
2019;F;2298;NACI;7.0;A
2019;F;2300;NACI;3.0;A
2019;F;2302;NACI;1.0;A
2019;F;2303;NACI;20.0;A
2019;F;2304;NACI;4.0;A
2019;F;2305;NACI;15.0;A
2019;F;2348;NACI;72.0;A
2019;F;2306;NACI;2.0;A
2019;F;2307;NACI;225.0;A
2019;F;2309;NACI;1.0;A
2019;F;2310;NACI;22.0;A
2019;F;2311;NACI;6.0;A
2019;F;2312;NACI;1.0;A
2019;F;2313;NACI;3.0;A
