TEMPORAL;TERRITORIO;SEXO;EDAD;INDICATOR;OBS_VALUE;FREQ
2005;ES611;_T;Y45-49;DEATHS;105.0;A
2005;ES611;_T;Y50-54;DEATHS;131.0;A
2005;ES611;_T;Y55-59;DEATHS;168.0;A
2005;ES611;_T;Y60-64;DEATHS;208.0;A
2005;ES611;_T;Y65-69;DEATHS;299.0;A
2005;ES611;_T;Y70-74;DEATHS;482.0;A
2005;ES611;_T;Y75-79;DEATHS;768.0;A
2005;ES611;_T;Y80-84;DEATHS;820.0;A
2005;ES611;_T;Y85-89;DEATHS;681.0;A
2005;ES611;_T;Y90-94;DEATHS;428.0;A
2005;ES611;_T;Y95-99;DEATHS;134.0;A
2005;ES611;_T;Y_GE100;DEATHS;19.0;A
2005;ES611;M;TOTAL;DEATHS;2456.0;A
2005;ES611;M;Y_LT1;DEATHS;22.0;A
2005;ES611;M;Y1-4;DEATHS;8.0;A
2005;ES611;M;Y5-9;DEATHS;2.0;A
2005;ES611;M;Y10-14;DEATHS;7.0;A
2005;ES611;M;Y15-19;DEATHS;14.0;A
2005;ES611;M;Y20-24;DEATHS;22.0;A
2005;ES611;M;Y25-29;DEATHS;43.0;A
2005;ES611;M;Y30-34;DEATHS;32.0;A
2005;ES611;M;Y35-39;DEATHS;34.0;A
2005;ES611;M;Y40-44;DEATHS;62.0;A
2005;ES611;M;Y45-49;DEATHS;82.0;A
2005;ES611;M;Y50-54;DEATHS;91.0;A
2005;ES611;M;Y55-59;DEATHS;113.0;A
2005;ES611;M;Y60-64;DEATHS;141.0;A
2005;ES611;M;Y65-69;DEATHS;191.0;A
2005;ES611;M;Y70-74;DEATHS;304.0;A
2005;ES611;M;Y75-79;DEATHS;445.0;A
2005;ES611;M;Y80-84;DEATHS;413.0;A
2005;ES611;M;Y85-89;DEATHS;262.0;A
2005;ES611;M;Y90-94;DEATHS;124.0;A
2005;ES611;M;Y95-99;DEATHS;42.0;A
2005;ES611;M;Y_GE100;DEATHS;2.0;A
2005;ES611;F;TOTAL;DEATHS;2118.0;A
2005;ES611;F;Y_LT1;DEATHS;18.0;A
2005;ES611;F;Y1-4;DEATHS;2.0;A
2005;ES611;F;Y5-9;DEATHS;2.0;A
2005;ES611;F;Y10-14;DEATHS;2.0;A
2005;ES611;F;Y15-19;DEATHS;3.0;A
2005;ES611;F;Y20-24;DEATHS;9.0;A
2005;ES611;F;Y25-29;DEATHS;9.0;A
2005;ES611;F;Y30-34;DEATHS;11.0;A
2005;ES611;F;Y35-39;DEATHS;16.0;A
2005;ES611;F;Y40-44;DEATHS;13.0;A
2005;ES611;F;Y45-49;DEATHS;23.0;A
2005;ES611;F;Y50-54;DEATHS;40.0;A
2005;ES611;F;Y55-59;DEATHS;55.0;A
2005;ES611;F;Y60-64;DEATHS;67.0;A
2005;ES611;F;Y65-69;DEATHS;108.0;A
2005;ES611;F;Y70-74;DEATHS;178.0;A
2005;ES611;F;Y75-79;DEATHS;323.0;A
2005;ES611;F;Y80-84;DEATHS;407.0;A
2005;ES611;F;Y85-89;DEATHS;419.0;A
2005;ES611;F;Y90-94;DEATHS;304.0;A
2005;ES611;F;Y95-99;DEATHS;92.0;A
2005;ES611;F;Y_GE100;DEATHS;17.0;A
2005;2241;_T;TOTAL;DEATHS;18.0;A
2005;2241;_T;Y_LT1;DEATHS;1.0;A
2005;2241;_T;Y65-69;DEATHS;1.0;A
2005;2241;_T;Y70-74;DEATHS;1.0;A
2005;2241;_T;Y75-79;DEATHS;5.0;A
2005;2241;_T;Y80-84;DEATHS;4.0;A
2005;2241;_T;Y85-89;DEATHS;3.0;A
2005;2241;_T;Y90-94;DEATHS;3.0;A
2005;2241;M;TOTAL;DEATHS;8.0;A
2005;2241;M;Y70-74;DEATHS;1.0;A
2005;2241;M;Y75-79;DEATHS;4.0;A
2005;2241;M;Y80-84;DEATHS;3.0;A
2005;2241;F;TOTAL;DEATHS;10.0;A
2005;2241;F;Y_LT1;DEATHS;1.0;A
2005;2241;F;Y65-69;DEATHS;1.0;A
2005;2241;F;Y75-79;DEATHS;1.0;A
2005;2241;F;Y80-84;DEATHS;1.0;A
2005;2241;F;Y85-89;DEATHS;3.0;A
2005;2241;F;Y90-94;DEATHS;3.0;A
2005;2242;_T;TOTAL;DEATHS;22.0;A
2005;2242;_T;Y20-24;DEATHS;1.0;A
2005;2242;_T;Y25-29;DEATHS;1.0;A
2005;2242;_T;Y45-49;DEATHS;1.0;A
2005;2242;_T;Y60-64;DEATHS;1.0;A
2005;2242;_T;Y65-69;DEATHS;2.0;A
2005;2242;_T;Y70-74;DEATHS;1.0;A
2005;2242;_T;Y75-79;DEATHS;5.0;A
2005;2242;_T;Y80-84;DEATHS;5.0;A
2005;2242;_T;Y85-89;DEATHS;2.0;A
2005;2242;_T;Y90-94;DEATHS;3.0;A
2005;2242;M;TOTAL;DEATHS;13.0;A
2005;2242;M;Y20-24;DEATHS;1.0;A
2005;2242;M;Y45-49;DEATHS;1.0;A
2005;2242;M;Y60-64;DEATHS;1.0;A
2005;2242;M;Y65-69;DEATHS;1.0;A
2005;2242;M;Y70-74;DEATHS;1.0;A
2005;2242;M;Y75-79;DEATHS;2.0;A
2005;2242;M;Y80-84;DEATHS;4.0;A
2005;2242;M;Y85-89;DEATHS;1.0;A
2005;2242;M;Y90-94;DEATHS;1.0;A
2005;2242;F;TOTAL;DEATHS;9.0;A
2005;2242;F;Y25-29;DEATHS;1.0;A
2005;2242;F;Y65-69;DEATHS;1.0;A
2005;2242;F;Y75-79;DEATHS;3.0;A
2005;2242;F;Y80-84;DEATHS;1.0;A
2005;2242;F;Y85-89;DEATHS;1.0;A
2005;2242;F;Y90-94;DEATHS;2.0;A
2005;2243;_T;TOTAL;DEATHS;183.0;A
2005;2243;_T;Y10-14;DEATHS;1.0;A
2005;2243;_T;Y20-24;DEATHS;1.0;A
2005;2243;_T;Y25-29;DEATHS;3.0;A
2005;2243;_T;Y30-34;DEATHS;1.0;A
2005;2243;_T;Y35-39;DEATHS;4.0;A
2005;2243;_T;Y40-44;DEATHS;5.0;A
2005;2243;_T;Y45-49;DEATHS;1.0;A
2005;2243;_T;Y50-54;DEATHS;7.0;A
2005;2243;_T;Y55-59;DEATHS;3.0;A
2005;2243;_T;Y60-64;DEATHS;14.0;A
2005;2243;_T;Y65-69;DEATHS;15.0;A
2005;2243;_T;Y70-74;DEATHS;23.0;A
2005;2243;_T;Y75-79;DEATHS;35.0;A
2005;2243;_T;Y80-84;DEATHS;30.0;A
2005;2243;_T;Y85-89;DEATHS;27.0;A
2005;2243;_T;Y90-94;DEATHS;10.0;A
2005;2243;_T;Y95-99;DEATHS;2.0;A
2005;2243;_T;Y_GE100;DEATHS;1.0;A
2005;2243;M;TOTAL;DEATHS;103.0;A
2005;2243;M;Y10-14;DEATHS;1.0;A
2005;2243;M;Y25-29;DEATHS;2.0;A
2005;2243;M;Y30-34;DEATHS;1.0;A
2005;2243;M;Y35-39;DEATHS;3.0;A
2005;2243;M;Y40-44;DEATHS;4.0;A
2005;2243;M;Y45-49;DEATHS;1.0;A
2005;2243;M;Y50-54;DEATHS;5.0;A
2005;2243;M;Y55-59;DEATHS;3.0;A
2005;2243;M;Y60-64;DEATHS;9.0;A
2005;2243;M;Y65-69;DEATHS;12.0;A
2005;2243;M;Y70-74;DEATHS;13.0;A
2005;2243;M;Y75-79;DEATHS;19.0;A
2005;2243;M;Y80-84;DEATHS;17.0;A
2005;2243;M;Y85-89;DEATHS;9.0;A
2005;2243;M;Y90-94;DEATHS;3.0;A
2005;2243;M;Y95-99;DEATHS;1.0;A
2005;2243;F;TOTAL;DEATHS;80.0;A
2005;2243;F;Y20-24;DEATHS;1.0;A
2005;2243;F;Y25-29;DEATHS;1.0;A
2005;2243;F;Y35-39;DEATHS;1.0;A
2005;2243;F;Y40-44;DEATHS;1.0;A
2005;2243;F;Y50-54;DEATHS;2.0;A
2005;2243;F;Y60-64;DEATHS;5.0;A
2005;2243;F;Y65-69;DEATHS;3.0;A
2005;2243;F;Y70-74;DEATHS;10.0;A
2005;2243;F;Y75-79;DEATHS;16.0;A
2005;2243;F;Y80-84;DEATHS;13.0;A
2005;2243;F;Y85-89;DEATHS;18.0;A
2005;2243;F;Y90-94;DEATHS;7.0;A
2005;2243;F;Y95-99;DEATHS;1.0;A
2005;2243;F;Y_GE100;DEATHS;1.0;A
2005;2244;_T;TOTAL;DEATHS;12.0;A
2005;2244;_T;Y55-59;DEATHS;1.0;A
2005;2244;_T;Y60-64;DEATHS;2.0;A
2005;2244;_T;Y70-74;DEATHS;1.0;A
2005;2244;_T;Y75-79;DEATHS;2.0;A
2005;2244;_T;Y80-84;DEATHS;4.0;A
2005;2244;_T;Y85-89;DEATHS;1.0;A
2005;2244;_T;Y90-94;DEATHS;1.0;A
2005;2244;M;TOTAL;DEATHS;8.0;A
2005;2244;M;Y55-59;DEATHS;1.0;A
2005;2244;M;Y60-64;DEATHS;1.0;A
2005;2244;M;Y70-74;DEATHS;1.0;A
2005;2244;M;Y75-79;DEATHS;2.0;A
2005;2244;M;Y80-84;DEATHS;3.0;A
2005;2244;F;TOTAL;DEATHS;4.0;A
2005;2244;F;Y60-64;DEATHS;1.0;A
2005;2244;F;Y80-84;DEATHS;1.0;A
2005;2244;F;Y85-89;DEATHS;1.0;A
2005;2244;F;Y90-94;DEATHS;1.0;A
2005;2245;_T;TOTAL;DEATHS;6.0;A
2005;2245;_T;Y55-59;DEATHS;1.0;A
2005;2245;_T;Y75-79;DEATHS;2.0;A
2005;2245;_T;Y80-84;DEATHS;1.0;A
2005;2245;_T;Y85-89;DEATHS;1.0;A
2005;2245;_T;Y_GE100;DEATHS;1.0;A
2005;2245;M;TOTAL;DEATHS;2.0;A
2005;2245;M;Y55-59;DEATHS;1.0;A
2005;2245;M;Y75-79;DEATHS;1.0;A
2005;2245;F;TOTAL;DEATHS;4.0;A
2005;2245;F;Y75-79;DEATHS;1.0;A
2005;2245;F;Y80-84;DEATHS;1.0;A
2005;2245;F;Y85-89;DEATHS;1.0;A
2005;2245;F;Y_GE100;DEATHS;1.0;A
2005;2246;_T;TOTAL;DEATHS;109.0;A
2005;2246;_T;Y20-24;DEATHS;2.0;A
2005;2246;_T;Y30-34;DEATHS;3.0;A
2005;2246;_T;Y45-49;DEATHS;1.0;A
2005;2246;_T;Y50-54;DEATHS;1.0;A
2005;2246;_T;Y55-59;DEATHS;2.0;A
2005;2246;_T;Y60-64;DEATHS;3.0;A
2005;2246;_T;Y65-69;DEATHS;9.0;A
2005;2246;_T;Y70-74;DEATHS;9.0;A
2005;2246;_T;Y75-79;DEATHS;14.0;A
2005;2246;_T;Y80-84;DEATHS;18.0;A
2005;2246;_T;Y85-89;DEATHS;26.0;A
2005;2246;_T;Y90-94;DEATHS;13.0;A
2005;2246;_T;Y95-99;DEATHS;8.0;A
2005;2246;M;TOTAL;DEATHS;56.0;A
2005;2246;M;Y20-24;DEATHS;1.0;A
2005;2246;M;Y30-34;DEATHS;3.0;A
2005;2246;M;Y45-49;DEATHS;1.0;A
2005;2246;M;Y50-54;DEATHS;1.0;A
2005;2246;M;Y55-59;DEATHS;1.0;A
2005;2246;M;Y60-64;DEATHS;2.0;A
2005;2246;M;Y65-69;DEATHS;8.0;A
2005;2246;M;Y70-74;DEATHS;4.0;A
2005;2246;M;Y75-79;DEATHS;8.0;A
2005;2246;M;Y80-84;DEATHS;11.0;A
2005;2246;M;Y85-89;DEATHS;10.0;A
2005;2246;M;Y90-94;DEATHS;4.0;A
2005;2246;M;Y95-99;DEATHS;2.0;A
2005;2246;F;TOTAL;DEATHS;53.0;A
2005;2246;F;Y20-24;DEATHS;1.0;A
2005;2246;F;Y55-59;DEATHS;1.0;A
2005;2246;F;Y60-64;DEATHS;1.0;A
2005;2246;F;Y65-69;DEATHS;1.0;A
2005;2246;F;Y70-74;DEATHS;5.0;A
2005;2246;F;Y75-79;DEATHS;6.0;A
2005;2246;F;Y80-84;DEATHS;7.0;A
2005;2246;F;Y85-89;DEATHS;16.0;A
2005;2246;F;Y90-94;DEATHS;9.0;A
2005;2246;F;Y95-99;DEATHS;6.0;A
2005;2247;_T;TOTAL;DEATHS;9.0;A
2005;2247;_T;Y60-64;DEATHS;1.0;A
2005;2247;_T;Y70-74;DEATHS;1.0;A
2005;2247;_T;Y75-79;DEATHS;3.0;A
2005;2247;_T;Y80-84;DEATHS;1.0;A
2005;2247;_T;Y85-89;DEATHS;1.0;A
2005;2247;_T;Y95-99;DEATHS;2.0;A
2005;2247;M;TOTAL;DEATHS;5.0;A
2005;2247;M;Y60-64;DEATHS;1.0;A
2005;2247;M;Y75-79;DEATHS;3.0;A
2005;2247;M;Y95-99;DEATHS;1.0;A
2005;2247;F;TOTAL;DEATHS;4.0;A
2005;2247;F;Y70-74;DEATHS;1.0;A
2005;2247;F;Y80-84;DEATHS;1.0;A
2005;2247;F;Y85-89;DEATHS;1.0;A
2005;2247;F;Y95-99;DEATHS;1.0;A
2005;2248;_T;TOTAL;DEATHS;6.0;A
2005;2248;_T;Y60-64;DEATHS;1.0;A
2005;2248;_T;Y75-79;DEATHS;3.0;A
2005;2248;_T;Y85-89;DEATHS;2.0;A
2005;2248;M;TOTAL;DEATHS;3.0;A
2005;2248;M;Y75-79;DEATHS;1.0;A
2005;2248;M;Y85-89;DEATHS;2.0;A
2005;2248;F;TOTAL;DEATHS;3.0;A
2005;2248;F;Y60-64;DEATHS;1.0;A
2005;2248;F;Y75-79;DEATHS;2.0;A
2005;2249;_T;TOTAL;DEATHS;5.0;A
2005;2249;_T;Y65-69;DEATHS;1.0;A
2005;2249;_T;Y75-79;DEATHS;1.0;A
2005;2249;_T;Y80-84;DEATHS;1.0;A
2005;2249;_T;Y90-94;DEATHS;2.0;A
2005;2249;M;TOTAL;DEATHS;3.0;A
2005;2249;M;Y65-69;DEATHS;1.0;A
2005;2249;M;Y75-79;DEATHS;1.0;A
2005;2249;M;Y90-94;DEATHS;1.0;A
2005;2249;F;TOTAL;DEATHS;2.0;A
2005;2249;F;Y80-84;DEATHS;1.0;A
2005;2249;F;Y90-94;DEATHS;1.0;A
2005;2250;_T;TOTAL;DEATHS;4.0;A
2005;2250;_T;Y70-74;DEATHS;1.0;A
2005;2250;_T;Y75-79;DEATHS;1.0;A
2005;2250;_T;Y85-89;DEATHS;2.0;A
2005;2250;M;TOTAL;DEATHS;2.0;A
2005;2250;M;Y70-74;DEATHS;1.0;A
2005;2250;M;Y75-79;DEATHS;1.0;A
2005;2250;F;TOTAL;DEATHS;2.0;A
2005;2250;F;Y85-89;DEATHS;2.0;A
2005;2251;_T;TOTAL;DEATHS;56.0;A
2005;2251;_T;Y_LT1;DEATHS;1.0;A
2005;2251;_T;Y10-14;DEATHS;1.0;A
2005;2251;_T;Y40-44;DEATHS;1.0;A
2005;2251;_T;Y45-49;DEATHS;1.0;A
2005;2251;_T;Y55-59;DEATHS;1.0;A
2005;2251;_T;Y65-69;DEATHS;3.0;A
2005;2251;_T;Y70-74;DEATHS;9.0;A
2005;2251;_T;Y75-79;DEATHS;10.0;A
2005;2251;_T;Y80-84;DEATHS;11.0;A
2005;2251;_T;Y85-89;DEATHS;13.0;A
2005;2251;_T;Y90-94;DEATHS;4.0;A
2005;2251;_T;Y95-99;DEATHS;1.0;A
2005;2251;M;TOTAL;DEATHS;29.0;A
2005;2251;M;Y_LT1;DEATHS;1.0;A
2005;2251;M;Y45-49;DEATHS;1.0;A
2005;2251;M;Y55-59;DEATHS;1.0;A
2005;2251;M;Y65-69;DEATHS;3.0;A
2005;2251;M;Y70-74;DEATHS;6.0;A
2005;2251;M;Y75-79;DEATHS;6.0;A
2005;2251;M;Y80-84;DEATHS;7.0;A
2005;2251;M;Y85-89;DEATHS;3.0;A
2005;2251;M;Y90-94;DEATHS;1.0;A
2005;2251;F;TOTAL;DEATHS;27.0;A
2005;2251;F;Y10-14;DEATHS;1.0;A
2005;2251;F;Y40-44;DEATHS;1.0;A
2005;2251;F;Y70-74;DEATHS;3.0;A
2005;2251;F;Y75-79;DEATHS;4.0;A
2005;2251;F;Y80-84;DEATHS;4.0;A
2005;2251;F;Y85-89;DEATHS;10.0;A
2005;2251;F;Y90-94;DEATHS;3.0;A
2005;2251;F;Y95-99;DEATHS;1.0;A
2005;2252;_T;TOTAL;DEATHS;3.0;A
2005;2252;_T;Y75-79;DEATHS;1.0;A
2005;2252;_T;Y90-94;DEATHS;2.0;A
2005;2252;M;TOTAL;DEATHS;1.0;A
2005;2252;M;Y75-79;DEATHS;1.0;A
2005;2252;F;TOTAL;DEATHS;2.0;A
2005;2252;F;Y90-94;DEATHS;2.0;A
2005;2253;_T;TOTAL;DEATHS;1426.0;A
2005;2253;_T;Y_LT1;DEATHS;16.0;A
2005;2253;_T;Y1-4;DEATHS;2.0;A
2005;2253;_T;Y5-9;DEATHS;2.0;A
2005;2253;_T;Y10-14;DEATHS;4.0;A
2005;2253;_T;Y15-19;DEATHS;5.0;A
2005;2253;_T;Y20-24;DEATHS;12.0;A
2005;2253;_T;Y25-29;DEATHS;13.0;A
2005;2253;_T;Y30-34;DEATHS;17.0;A
2005;2253;_T;Y35-39;DEATHS;17.0;A
2005;2253;_T;Y40-44;DEATHS;22.0;A
2005;2253;_T;Y45-49;DEATHS;30.0;A
2005;2253;_T;Y50-54;DEATHS;49.0;A
2005;2253;_T;Y55-59;DEATHS;55.0;A
2005;2253;_T;Y60-64;DEATHS;69.0;A
2005;2253;_T;Y65-69;DEATHS;92.0;A
2005;2253;_T;Y70-74;DEATHS;148.0;A
2005;2253;_T;Y75-79;DEATHS;228.0;A
2005;2253;_T;Y80-84;DEATHS;248.0;A
2005;2253;_T;Y85-89;DEATHS;212.0;A
2005;2253;_T;Y90-94;DEATHS;139.0;A
2005;2253;_T;Y95-99;DEATHS;40.0;A
2005;2253;_T;Y_GE100;DEATHS;6.0;A
2005;2253;M;TOTAL;DEATHS;735.0;A
2005;2253;M;Y_LT1;DEATHS;9.0;A
2005;2253;M;Y1-4;DEATHS;1.0;A
2005;2253;M;Y5-9;DEATHS;2.0;A
2005;2253;M;Y10-14;DEATHS;4.0;A
2005;2253;M;Y15-19;DEATHS;5.0;A
2005;2253;M;Y20-24;DEATHS;8.0;A
2005;2253;M;Y25-29;DEATHS;10.0;A
2005;2253;M;Y30-34;DEATHS;9.0;A
2005;2253;M;Y35-39;DEATHS;8.0;A
2005;2253;M;Y40-44;DEATHS;20.0;A
2005;2253;M;Y45-49;DEATHS;21.0;A
2005;2253;M;Y50-54;DEATHS;39.0;A
2005;2253;M;Y55-59;DEATHS;33.0;A
2005;2253;M;Y60-64;DEATHS;50.0;A
2005;2253;M;Y65-69;DEATHS;57.0;A
2005;2253;M;Y70-74;DEATHS;85.0;A
2005;2253;M;Y75-79;DEATHS;130.0;A
2005;2253;M;Y80-84;DEATHS;118.0;A
2005;2253;M;Y85-89;DEATHS;80.0;A
2005;2253;M;Y90-94;DEATHS;36.0;A
2005;2253;M;Y95-99;DEATHS;10.0;A
2005;2253;F;TOTAL;DEATHS;691.0;A
2005;2253;F;Y_LT1;DEATHS;7.0;A
2005;2253;F;Y1-4;DEATHS;1.0;A
2005;2253;F;Y20-24;DEATHS;4.0;A
2005;2253;F;Y25-29;DEATHS;3.0;A
2005;2253;F;Y30-34;DEATHS;8.0;A
2005;2253;F;Y35-39;DEATHS;9.0;A
2005;2253;F;Y40-44;DEATHS;2.0;A
2005;2253;F;Y45-49;DEATHS;9.0;A
2005;2253;F;Y50-54;DEATHS;10.0;A
2005;2253;F;Y55-59;DEATHS;22.0;A
2005;2253;F;Y60-64;DEATHS;19.0;A
2005;2253;F;Y65-69;DEATHS;35.0;A
2005;2253;F;Y70-74;DEATHS;63.0;A
2005;2253;F;Y75-79;DEATHS;98.0;A
2005;2253;F;Y80-84;DEATHS;130.0;A
2005;2253;F;Y85-89;DEATHS;132.0;A
2005;2253;F;Y90-94;DEATHS;103.0;A
2005;2253;F;Y95-99;DEATHS;30.0;A
2005;2253;F;Y_GE100;DEATHS;6.0;A
2005;2254;_T;TOTAL;DEATHS;4.0;A
2005;2254;_T;Y55-59;DEATHS;1.0;A
2005;2254;_T;Y70-74;DEATHS;1.0;A
2005;2254;_T;Y75-79;DEATHS;1.0;A
2005;2254;_T;Y85-89;DEATHS;1.0;A
2005;2254;M;TOTAL;DEATHS;2.0;A
2005;2254;M;Y55-59;DEATHS;1.0;A
2005;2254;M;Y75-79;DEATHS;1.0;A
2005;2254;F;TOTAL;DEATHS;2.0;A
2005;2254;F;Y70-74;DEATHS;1.0;A
2005;2254;F;Y85-89;DEATHS;1.0;A
2005;2255;_T;TOTAL;DEATHS;1.0;A
2005;2255;_T;Y50-54;DEATHS;1.0;A
2005;2255;M;TOTAL;DEATHS;1.0;A
2005;2255;M;Y50-54;DEATHS;1.0;A
2005;2256;_T;TOTAL;DEATHS;28.0;A
2005;2256;_T;Y50-54;DEATHS;3.0;A
2005;2256;_T;Y55-59;DEATHS;2.0;A
2005;2256;_T;Y70-74;DEATHS;3.0;A
2005;2256;_T;Y75-79;DEATHS;6.0;A
2005;2256;_T;Y80-84;DEATHS;8.0;A
2005;2256;_T;Y85-89;DEATHS;4.0;A
2005;2256;_T;Y90-94;DEATHS;2.0;A
2005;2256;M;TOTAL;DEATHS;14.0;A
2005;2256;M;Y50-54;DEATHS;2.0;A
2005;2256;M;Y55-59;DEATHS;1.0;A
2005;2256;M;Y70-74;DEATHS;2.0;A
2005;2256;M;Y75-79;DEATHS;1.0;A
2005;2256;M;Y80-84;DEATHS;6.0;A
2005;2256;M;Y85-89;DEATHS;2.0;A
2005;2256;F;TOTAL;DEATHS;14.0;A
2005;2256;F;Y50-54;DEATHS;1.0;A
2005;2256;F;Y55-59;DEATHS;1.0;A
2005;2256;F;Y70-74;DEATHS;1.0;A
2005;2256;F;Y75-79;DEATHS;5.0;A
2005;2256;F;Y80-84;DEATHS;2.0;A
2005;2256;F;Y85-89;DEATHS;2.0;A
2005;2256;F;Y90-94;DEATHS;2.0;A
2005;2257;_T;TOTAL;DEATHS;24.0;A
2005;2257;_T;Y1-4;DEATHS;1.0;A
2005;2257;_T;Y40-44;DEATHS;1.0;A
2005;2257;_T;Y55-59;DEATHS;2.0;A
2005;2257;_T;Y60-64;DEATHS;2.0;A
2005;2257;_T;Y65-69;DEATHS;4.0;A
2005;2257;_T;Y70-74;DEATHS;2.0;A
2005;2257;_T;Y75-79;DEATHS;1.0;A
2005;2257;_T;Y80-84;DEATHS;4.0;A
2005;2257;_T;Y85-89;DEATHS;4.0;A
2005;2257;_T;Y90-94;DEATHS;1.0;A
2005;2257;_T;Y95-99;DEATHS;1.0;A
2005;2257;_T;Y_GE100;DEATHS;1.0;A
2005;2257;M;TOTAL;DEATHS;12.0;A
2005;2257;M;Y1-4;DEATHS;1.0;A
2005;2257;M;Y40-44;DEATHS;1.0;A
2005;2257;M;Y55-59;DEATHS;2.0;A
2005;2257;M;Y65-69;DEATHS;1.0;A
2005;2257;M;Y70-74;DEATHS;2.0;A
2005;2257;M;Y75-79;DEATHS;1.0;A
2005;2257;M;Y80-84;DEATHS;2.0;A
2005;2257;M;Y85-89;DEATHS;2.0;A
