MACROECO;TEMPORAL;OBS_STATUS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
93069;2013;A;ES61;NR;29249296;A
93069;2012;A;ES61;NR;30076991;A
93069;2011;A;ES61;NR;30395127;A
93069;2010;A;ES61;NR;29905783;A
93069;2009;A;ES61;NR;30580078;A
93069;2008;A;ES61;NR;30795857;A
93069;2007;A;ES61;NR;29748623;A
93071;2021;1E;ES61;NR;3032952.0;A
93071;2020;AV;ES61;NR;2870857.0;A
93071;2019;P;ES61;NR;2950114.0;A
93071;2018;A;ES61;NR;2786379.0;A
93071;2017;A;ES61;NR;2738540.0;A
93071;2016;A;ES61;NR;2691289.0;A
93071;2015;A;ES61;NR;2632507.0;A
93071;2014;A;ES61;NR;2651621.0;A
93071;2013;A;ES61;NR;2848255.0;A
93071;2012;A;ES61;NR;3044703.0;A
93071;2011;A;ES61;NR;3074309.0;A
93071;2010;A;ES61;NR;3178617.0;A
93071;2009;A;ES61;NR;3294935.0;A
93071;2008;A;ES61;NR;3242103.0;A
93071;2007;A;ES61;NR;3033538.0;A
93072;2021;1E;ES61;NR;5189366.0;A
93072;2020;AV;ES61;NR;5293915.0;A
93072;2019;P;ES61;NR;5028558.0;A
93072;2018;A;ES61;NR;5128469.0;A
93072;2017;A;ES61;NR;4682267.0;A
93072;2016;A;ES61;NR;4439214.0;A
93072;2015;A;ES61;NR;4367860.0;A
93072;2014;A;ES61;NR;4367421.0;A
93072;2013;A;ES61;NR;4012928.0;A
93072;2012;A;ES61;NR;4701230.0;A
93072;2011;A;ES61;NR;4562798.0;A
93072;2010;A;ES61;NR;4818169.0;A
93072;2009;A;ES61;NR;6380483.0;A
93072;2008;A;ES61;NR;6011018.0;A
93072;2007;A;ES61;NR;5468450.0;A
93073;2021;1E;ES61;NR;20920347;A
93073;2020;AV;ES61;NR;20562796;A
93073;2019;P;ES61;NR;20563177;A
93073;2018;A;ES61;NR;19911071;A
93073;2017;A;ES61;NR;19372728;A
93073;2016;A;ES61;NR;18974276;A
93073;2015;A;ES61;NR;18553665;A
93073;2014;A;ES61;NR;18833806;A
93073;2013;A;ES61;NR;18806178;A
93073;2012;A;ES61;NR;18586623;A
93073;2011;A;ES61;NR;17846716;A
93073;2010;A;ES61;NR;17112219;A
93073;2009;A;ES61;NR;15320044;A
93073;2008;A;ES61;NR;16290333;A
93073;2007;A;ES61;NR;15036224;A
93074;2021;1E;ES61;NR;9455222.0;A
93074;2020;AV;ES61;NR;9161030.0;A
93074;2019;P;ES61;NR;11298441;A
93074;2018;A;ES61;NR;10487705;A
93074;2017;A;ES61;NR;9982099.0;A
93074;2016;A;ES61;NR;9221777.0;A
93074;2015;A;ES61;NR;9202570.0;A
93074;2014;A;ES61;NR;8749898.0;A
93074;2013;A;ES61;NR;8284709.0;A
93074;2012;A;ES61;NR;8329234.0;A
93074;2011;A;ES61;NR;8857548.0;A
93074;2010;A;ES61;NR;8802348.0;A
93074;2009;A;ES61;NR;8822063.0;A
93074;2008;A;ES61;NR;8675302.0;A
93074;2007;A;ES61;NR;8425002.0;A
93075;2021;1E;ES61;NR;36331826;A
93075;2020;AV;ES61;NR;34445595;A
93075;2019;P;ES61;NR;33382993;A
93075;2018;A;ES61;NR;32059864;A
93075;2017;A;ES61;NR;31014871;A
93075;2016;A;ES61;NR;30276334;A
93075;2015;A;ES61;NR;29478693;A
93075;2014;A;ES61;NR;28437907;A
93075;2013;A;ES61;NR;28518299;A
93075;2012;A;ES61;NR;28650815;A
93075;2011;A;ES61;NR;29994848;A
93075;2010;A;ES61;NR;29846409;A
93075;2009;A;ES61;NR;29631705;A
93075;2008;A;ES61;NR;28006153;A
93075;2007;A;ES61;NR;25824231;A
93076;2021;1E;ES61;NR;5526744.0;A
93076;2020;AV;ES61;NR;5631957.0;A
93076;2019;P;ES61;NR;7260307.0;A
93076;2018;A;ES61;NR;6957566.0;A
93076;2017;A;ES61;NR;6772636.0;A
93076;2016;A;ES61;NR;6477502.0;A
93076;2015;A;ES61;NR;6365422.0;A
93076;2014;A;ES61;NR;6142998.0;A
93076;2013;A;ES61;NR;6095419.0;A
93076;2012;A;ES61;NR;6238978.0;A
93076;2011;A;ES61;NR;6381437.0;A
93076;2010;A;ES61;NR;6297673.0;A
93076;2009;A;ES61;NR;6485662.0;A
93076;2008;A;ES61;NR;6446278.0;A
93076;2007;A;ES61;NR;6004141.0;A
93021;2021;1E;ES61;NR;17798823;A
93021;2020;AV;ES61;NR;15171280;A
93021;2019;P;ES61;NR;18092887;A
93021;2018;A;ES61;NR;17822784;A
93021;2017;A;ES61;NR;16909004;A
93021;2016;A;ES61;NR;15995480;A
93021;2015;A;ES61;NR;15367519;A
93021;2014;A;ES61;NR;14434045;A
93021;2013;A;ES61;NR;13841660;A
93021;2012;A;ES61;NR;13081942;A
93021;2011;A;ES61;NR;13257488;A
93021;2010;A;ES61;NR;13848051;A
93021;2009;A;ES61;NR;11044772;A
93021;2008;A;ES61;NR;13873011;A
93021;2007;A;ES61;NR;16657492;A
93024;2021;1E;ES61;NR;169937378;A
93024;2020;AV;ES61;NR;156425249;A
93024;2019;P;ES61;NR;173101034;A
93024;2018;A;ES61;NR;168267230;A
93024;2017;A;ES61;NR;162724209;A
93024;2016;A;ES61;NR;154461431;A
93024;2015;A;ES61;NR;150357247;A
93024;2014;A;ES61;NR;143373585;A
93024;2013;A;ES61;NR;141804364;A
93024;2012;A;ES61;NR;143560329;A
93024;2011;A;ES61;NR;147972844;A
93024;2010;A;ES61;NR;149627412;A
93024;2009;A;ES61;NR;149182429;A
93024;2008;A;ES61;NR;156672593;A
93024;2007;A;ES61;NR;153208352;A
93064;2021;1E;ES61;NR;78096534;A
93064;2020;AV;ES61;NR;72491732;A
93064;2019;P;ES61;NR;76527130;A
93064;2018;A;ES61;NR;71988019;A
93064;2017;A;ES61;NR;69227174;A
93064;2016;A;ES61;NR;66311012;A
93064;2015;A;ES61;NR;65018422;A
93064;2014;A;ES61;NR;61002070;A
93064;2013;A;ES61;NR;60023221;A
93064;2012;A;ES61;NR;62264845;A
93064;2011;A;ES61;NR;67834135;A
93064;2010;A;ES61;NR;69098151;A
93064;2009;A;ES61;NR;70426564;A
93064;2008;A;ES61;NR;72725362;A
93064;2007;A;ES61;NR;69541191;A
93052;2021;1E;ES61;NR;2480252.0;A
93052;2020;AV;ES61;NR;2364155.0;A
93052;2019;P;ES61;NR;2306260.0;A
93052;2018;A;ES61;NR;2265575.0;A
93052;2017;A;ES61;NR;2327599.0;A
93052;2016;A;ES61;NR;2157097.0;A
93052;2015;A;ES61;NR;1937206.0;A
93052;2014;A;ES61;NR;1951797.0;A
93052;2013;A;ES61;NR;1751469.0;A
93052;2012;A;ES61;NR;1788553.0;A
93052;2011;A;ES61;NR;2023507.0;A
93052;2010;A;ES61;NR;2024359.0;A
93052;2009;A;ES61;NR;1812603.0;A
93052;2008;A;ES61;NR;1789348.0;A
93052;2007;A;ES61;NR;1883797.0;A
93053;2021;1E;ES61;NR;7895766.0;A
93053;2020;AV;ES61;NR;7752750.0;A
93053;2019;P;ES61;NR;7907051.0;A
93053;2018;A;ES61;NR;7674720.0;A
93053;2017;A;ES61;NR;7236026.0;A
93053;2016;A;ES61;NR;6832112.0;A
93053;2015;A;ES61;NR;6368745.0;A
93053;2014;A;ES61;NR;6256785.0;A
93053;2013;A;ES61;NR;6243072.0;A
93053;2012;A;ES61;NR;6614197.0;A
93053;2011;A;ES61;NR;6958075.0;A
93053;2010;A;ES61;NR;7047398.0;A
93053;2009;A;ES61;NR;7147021.0;A
93053;2008;A;ES61;NR;7824060.0;A
93053;2007;A;ES61;NR;7437085.0;A
93054;2021;1E;ES61;NR;5892654.0;A
93054;2020;AV;ES61;NR;5924359.0;A
93054;2019;P;ES61;NR;6165713.0;A
93054;2018;A;ES61;NR;5992439.0;A
93054;2017;A;ES61;NR;5609296.0;A
93054;2016;A;ES61;NR;5291998.0;A
93054;2015;A;ES61;NR;4941475.0;A
93054;2014;A;ES61;NR;4892495.0;A
93054;2013;A;ES61;NR;4894662.0;A
93054;2012;A;ES61;NR;5088985.0;A
93054;2011;A;ES61;NR;5541635.0;A
93054;2010;A;ES61;NR;5656214.0;A
93054;2009;A;ES61;NR;5788437.0;A
93054;2008;A;ES61;NR;6455626.0;A
93054;2007;A;ES61;NR;6161142.0;A
93055;2021;1E;ES61;NR;5431152.0;A
93055;2020;AV;ES61;NR;4931740.0;A
93055;2019;P;ES61;NR;5225613.0;A
93055;2018;A;ES61;NR;4829423.0;A
93055;2017;A;ES61;NR;4217041.0;A
93055;2016;A;ES61;NR;4105215.0;A
93055;2015;A;ES61;NR;3789718.0;A
93055;2014;A;ES61;NR;3276157.0;A
93055;2013;A;ES61;NR;3458508.0;A
93055;2012;A;ES61;NR;3934573.0;A
93055;2011;A;ES61;NR;5360862.0;A
93055;2010;A;ES61;NR;6434242.0;A
93055;2009;A;ES61;NR;7704060.0;A
93055;2008;A;ES61;NR;10278006;A
93055;2007;A;ES61;NR;11339765;A
93057;2021;1E;ES61;NR;62289364;A
93057;2020;AV;ES61;NR;57443087;A
93057;2019;P;ES61;NR;61088206;A
93057;2018;A;ES61;NR;57218301;A
93057;2017;A;ES61;NR;55446508;A
93057;2016;A;ES61;NR;53216588;A
93057;2015;A;ES61;NR;52922753;A
93057;2014;A;ES61;NR;49517331;A
93057;2013;A;ES61;NR;48570172;A
93057;2012;A;ES61;NR;49927522;A
93057;2011;A;ES61;NR;53491691;A
93057;2010;A;ES61;NR;53592152;A
93057;2009;A;ES61;NR;53762880;A
93057;2008;A;ES61;NR;52833948;A
93057;2007;A;ES61;NR;48880544;A
93056;2021;1E;ES61;NR;16642175;A
93056;2020;AV;ES61;NR;15238832;A
93056;2019;P;ES61;NR;17893694;A
93056;2018;A;ES61;NR;16537884;A
93056;2017;A;ES61;NR;16190113;A
93056;2016;A;ES61;NR;15319001;A
93056;2015;A;ES61;NR;15320615;A
93056;2014;A;ES61;NR;13915504;A
93056;2013;A;ES61;NR;13633266;A
93056;2012;A;ES61;NR;14345257;A
93056;2011;A;ES61;NR;15443902;A
93056;2010;A;ES61;NR;14992161;A
93056;2009;A;ES61;NR;15392602;A
93056;2008;A;ES61;NR;15788896;A
93056;2007;A;ES61;NR;14262583;A
93058;2021;1E;ES61;NR;2664852.0;A
93058;2020;AV;ES61;NR;2086472.0;A
93058;2019;P;ES61;NR;1914472.0;A
93058;2018;A;ES61;NR;1641689.0;A
93058;2017;A;ES61;NR;1513188.0;A
93058;2016;A;ES61;NR;1399628.0;A
93058;2015;A;ES61;NR;1347991.0;A
93058;2014;A;ES61;NR;1260144.0;A
93058;2013;A;ES61;NR;1226642.0;A
93058;2012;A;ES61;NR;1316976.0;A
93058;2011;A;ES61;NR;1426790.0;A
93058;2010;A;ES61;NR;1424297.0;A
93058;2009;A;ES61;NR;1457607.0;A
93058;2008;A;ES61;NR;1389474.0;A
93058;2007;A;ES61;NR;1294554.0;A
93059;2021;1E;ES61;NR;2250915.0;A
93059;2020;AV;ES61;NR;2252061.0;A
93059;2019;P;ES61;NR;2313926.0;A
93059;2018;A;ES61;NR;2293657.0;A
93059;2017;A;ES61;NR;2319759.0;A
93059;2016;A;ES61;NR;2344212.0;A
93059;2015;A;ES61;NR;2386807.0;A
93059;2014;A;ES61;NR;2336894.0;A
93059;2013;A;ES61;NR;2343301.0;A
93059;2012;A;ES61;NR;2468786.0;A
93059;2011;A;ES61;NR;2731639.0;A
93059;2010;A;ES61;NR;2741411.0;A
93059;2009;A;ES61;NR;2723924.0;A
93059;2008;A;ES61;NR;2768278.0;A
93059;2007;A;ES61;NR;2581018.0;A
93060;2021;1E;ES61;NR;506750.0;A
93060;2020;AV;ES61;NR;526579.0;A
93060;2019;P;ES61;NR;524650.0;A
93060;2018;A;ES61;NR;466284.0;A
93060;2017;A;ES61;NR;433943.0;A
93060;2016;A;ES61;NR;389577.0;A
93060;2015;A;ES61;NR;360405.0;A
93060;2014;A;ES61;NR;358101.0;A
93060;2013;A;ES61;NR;344530.0;A
93060;2012;A;ES61;NR;367925.0;A
93060;2011;A;ES61;NR;414500.0;A
93060;2010;A;ES61;NR;423737.0;A
93060;2009;A;ES61;NR;440685.0;A
93060;2008;A;ES61;NR;521826.0;A
93060;2007;A;ES61;NR;559805.0;A
93061;2021;1E;ES61;NR;7481854.0;A
93061;2020;AV;ES61;NR;6849384.0;A
93061;2019;P;ES61;NR;7449813.0;A
93061;2018;A;ES61;NR;6602261.0;A
93061;2017;A;ES61;NR;6102843.0;A
93061;2016;A;ES61;NR;5645986.0;A
93061;2015;A;ES61;NR;5715944.0;A
93061;2014;A;ES61;NR;5280329.0;A
93061;2013;A;ES61;NR;4963293.0;A
93061;2012;A;ES61;NR;4982346.0;A
93061;2011;A;ES61;NR;5317952.0;A
93061;2010;A;ES61;NR;5376769.0;A
93061;2009;A;ES61;NR;5468133.0;A
93061;2008;A;ES61;NR;5319311.0;A
93061;2007;A;ES61;NR;5231563.0;A
93062;2021;1E;ES61;NR;29122792;A
93062;2020;AV;ES61;NR;26867694;A
93062;2019;P;ES61;NR;26820242;A
93062;2018;A;ES61;NR;25566055;A
93062;2017;A;ES61;NR;24719500;A
93062;2016;A;ES61;NR;24210285;A
93062;2015;A;ES61;NR;23909427;A
93062;2014;A;ES61;NR;22622010;A
93062;2013;A;ES61;NR;22411239;A
93062;2012;A;ES61;NR;22728994;A
93062;2011;A;ES61;NR;24153532;A
93062;2010;A;ES61;NR;24521430;A
93062;2009;A;ES61;NR;24399634;A
93062;2008;A;ES61;NR;23053849;A
93062;2007;A;ES61;NR;21135524;A
93063;2021;1E;ES61;NR;3620026.0;A
93063;2020;AV;ES61;NR;3622065.0;A
93063;2019;P;ES61;NR;4171409.0;A
93063;2018;A;ES61;NR;4110471.0;A
93063;2017;A;ES61;NR;4167162.0;A
93063;2016;A;ES61;NR;3907899.0;A
93063;2015;A;ES61;NR;3881564.0;A
93063;2014;A;ES61;NR;3744349.0;A
93063;2013;A;ES61;NR;3647901.0;A
93063;2012;A;ES61;NR;3717238.0;A
93063;2011;A;ES61;NR;4003376.0;A
93063;2010;A;ES61;NR;4112347.0;A
93063;2009;A;ES61;NR;3880295.0;A
93063;2008;A;ES61;NR;3992314.0;A
93063;2007;A;ES61;NR;3815497.0;A
93014;2021;1E;ES61;NR;73528676;A
93014;2020;AV;ES61;NR;68920100;A
93014;2019;P;ES61;NR;77631073;A
93014;2018;A;ES61;NR;77379877;A
93014;2017;A;ES61;NR;75809245;A
93014;2016;A;ES61;NR;71441339;A
93014;2015;A;ES61;NR;68934851;A
93014;2014;A;ES61;NR;67041479;A
93014;2013;A;ES61;NR;67120893;A
93014;2012;A;ES61;NR;68012348;A
93014;2011;A;ES61;NR;67730749;A
93014;2010;A;ES61;NR;67331665;A
93014;2009;A;ES61;NR;68465556;A
93014;2008;A;ES61;NR;70651331;A
93014;2007;A;ES61;NR;67780844;A
93022;2021;1E;ES61;NR;18312168;A
93022;2020;AV;ES61;NR;15013417;A
93022;2019;P;ES61;NR;18942831;A
93022;2018;A;ES61;NR;18899334;A
93022;2017;A;ES61;NR;17687790;A
93022;2016;A;ES61;NR;16709080;A
93022;2015;A;ES61;NR;16403974;A
93022;2014;A;ES61;NR;15330036;A
93022;2013;A;ES61;NR;14660250;A
93022;2012;A;ES61;NR;13283136;A
93022;2011;A;ES61;NR;12407960;A
93022;2010;A;ES61;NR;13197596;A
93022;2009;A;ES61;NR;10290309;A
93022;2008;A;ES61;NR;13295900;A
93022;2007;A;ES61;NR;15886317;A
93025;2021;1E;ES61;NR;169937378;A
93025;2020;AV;ES61;NR;156425249;A
93025;2019;P;ES61;NR;173101034;A
93025;2018;A;ES61;NR;168267230;A
93025;2017;A;ES61;NR;162724209;A
93025;2016;A;ES61;NR;154461431;A
93025;2015;A;ES61;NR;150357247;A
93025;2014;A;ES61;NR;143373585;A
93025;2013;A;ES61;NR;141804364;A
93025;2012;A;ES61;NR;143560329;A
93025;2011;A;ES61;NR;147972844;A
93025;2010;A;ES61;NR;149627412;A
93025;2009;A;ES61;NR;149182429;A
93025;2008;A;ES61;NR;156672593;A
93025;2007;A;ES61;NR;153208352;A
