MACROECO;TEMPORAL;OBS_STATUS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
93039;2021;1E;ES61;NR;279335.0;A
93039;2020;AV;ES61;NR;271736.0;A
93039;2019;P;ES61;NR;266840.0;A
93039;2018;A;ES61;NR;261894.0;A
93039;2017;A;ES61;NR;276605.0;A
93039;2016;A;ES61;NR;262061.0;A
93039;2015;A;ES61;NR;235114.0;A
93039;2014;A;ES61;NR;237022.0;A
93039;2013;A;ES61;NR;208881.0;A
93039;2012;A;ES61;NR;216147.0;A
93039;2011;A;ES61;NR;230248.0;A
93039;2010;A;ES61;NR;238899.0;A
93039;2009;A;ES61;NR;226376.0;A
93039;2008;A;ES61;NR;230278.0;A
93039;2007;A;ES61;NR;244881.0;A
93040;2021;1E;ES61;NR;238453.0;A
93040;2020;AV;ES61;NR;238093.0;A
93040;2019;P;ES61;NR;247331.0;A
93040;2018;A;ES61;NR;241780.0;A
93040;2017;A;ES61;NR;231386.0;A
93040;2016;A;ES61;NR;219803.0;A
93040;2015;A;ES61;NR;202391.0;A
93040;2014;A;ES61;NR;197663.0;A
93040;2013;A;ES61;NR;197295.0;A
93040;2012;A;ES61;NR;211605.0;A
93040;2011;A;ES61;NR;229080.0;A
93040;2010;A;ES61;NR;237669.0;A
93040;2009;A;ES61;NR;249528.0;A
93040;2008;A;ES61;NR;281056.0;A
93040;2007;A;ES61;NR;283997.0;A
93041;2021;1E;ES61;NR;192483.0;A
93041;2020;AV;ES61;NR;194841.0;A
93041;2019;P;ES61;NR;205541.0;A
93041;2018;A;ES61;NR;200912.0;A
93041;2017;A;ES61;NR;191639.0;A
93041;2016;A;ES61;NR;181911.0;A
93041;2015;A;ES61;NR;167368.0;A
93041;2014;A;ES61;NR;163600.0;A
93041;2013;A;ES61;NR;163617.0;A
93041;2012;A;ES61;NR;173469.0;A
93041;2011;A;ES61;NR;190907.0;A
93041;2010;A;ES61;NR;201441.0;A
93041;2009;A;ES61;NR;213572.0;A
93041;2008;A;ES61;NR;243681.0;A
93041;2007;A;ES61;NR;246929.0;A
93042;2021;1E;ES61;NR;210056.0;A
93042;2020;AV;ES61;NR;187834.0;A
93042;2019;P;ES61;NR;208565.0;A
93042;2018;A;ES61;NR;194144.0;A
93042;2017;A;ES61;NR;169799.0;A
93042;2016;A;ES61;NR;166886.0;A
93042;2015;A;ES61;NR;154800.0;A
93042;2014;A;ES61;NR;137406.0;A
93042;2013;A;ES61;NR;135779.0;A
93042;2012;A;ES61;NR;158802.0;A
93042;2011;A;ES61;NR;208963.0;A
93042;2010;A;ES61;NR;244876.0;A
93042;2009;A;ES61;NR;283678.0;A
93042;2008;A;ES61;NR;421314.0;A
93042;2007;A;ES61;NR;495099.0;A
93044;2021;1E;ES61;NR;2453530.0;A
93044;2020;AV;ES61;NR;2257081.0;A
93044;2019;P;ES61;NR;2544300.0;A
93044;2018;A;ES61;NR;2471663.0;A
93044;2017;A;ES61;NR;2427662.0;A
93044;2016;A;ES61;NR;2345812.0;A
93044;2015;A;ES61;NR;2338388.0;A
93044;2014;A;ES61;NR;2231622.0;A
93044;2013;A;ES61;NR;2190765.0;A
93044;2012;A;ES61;NR;2223083.0;A
93044;2011;A;ES61;NR;2285206.0;A
93044;2010;A;ES61;NR;2317513.0;A
93044;2009;A;ES61;NR;2348958.0;A
93044;2008;A;ES61;NR;2388879.0;A
93044;2007;A;ES61;NR;2356051.0;A
93043;2021;1E;ES61;NR;901562.0;A
93043;2020;AV;ES61;NR;803707.0;A
93043;2019;P;ES61;NR;968287.0;A
93043;2018;A;ES61;NR;928139.0;A
93043;2017;A;ES61;NR;926583.0;A
93043;2016;A;ES61;NR;894622.0;A
93043;2015;A;ES61;NR;889124.0;A
93043;2014;A;ES61;NR;834094.0;A
93043;2013;A;ES61;NR;824823.0;A
93043;2012;A;ES61;NR;841342.0;A
93043;2011;A;ES61;NR;867819.0;A
93043;2010;A;ES61;NR;862791.0;A
93043;2009;A;ES61;NR;900490.0;A
93043;2008;A;ES61;NR;942963.0;A
93043;2007;A;ES61;NR;909337.0;A
93045;2021;1E;ES61;NR;55895.0;A
93045;2020;AV;ES61;NR;50379.0;A
93045;2019;P;ES61;NR;51100.0;A
93045;2018;A;ES61;NR;47242.0;A
93045;2017;A;ES61;NR;43569.0;A
93045;2016;A;ES61;NR;39084.0;A
93045;2015;A;ES61;NR;36414.0;A
93045;2014;A;ES61;NR;34670.0;A
93045;2013;A;ES61;NR;33501.0;A
93045;2012;A;ES61;NR;36558.0;A
93045;2011;A;ES61;NR;37276.0;A
93045;2010;A;ES61;NR;38648.0;A
93045;2009;A;ES61;NR;41857.0;A
93045;2008;A;ES61;NR;40018.0;A
93045;2007;A;ES61;NR;39434.0;A
93046;2021;1E;ES61;NR;45890.0;A
93046;2020;AV;ES61;NR;44908.0;A
93046;2019;P;ES61;NR;45335.0;A
93046;2018;A;ES61;NR;45381.0;A
93046;2017;A;ES61;NR;45797.0;A
93046;2016;A;ES61;NR;45873.0;A
93046;2015;A;ES61;NR;46188.0;A
93046;2014;A;ES61;NR;45587.0;A
93046;2013;A;ES61;NR;45654.0;A
93046;2012;A;ES61;NR;49292.0;A
93046;2011;A;ES61;NR;50414.0;A
93046;2010;A;ES61;NR;51393.0;A
93046;2009;A;ES61;NR;49726.0;A
93046;2008;A;ES61;NR;50863.0;A
93046;2007;A;ES61;NR;53743.0;A
93047;2021;1E;ES61;NR;32375.0;A
93047;2020;AV;ES61;NR;31428.0;A
93047;2019;P;ES61;NR;32962.0;A
93047;2018;A;ES61;NR;30921.0;A
93047;2017;A;ES61;NR;28385.0;A
93047;2016;A;ES61;NR;25730.0;A
93047;2015;A;ES61;NR;24341.0;A
93047;2014;A;ES61;NR;22137.0;A
93047;2013;A;ES61;NR;21032.0;A
93047;2012;A;ES61;NR;20002.0;A
93047;2011;A;ES61;NR;20638.0;A
93047;2010;A;ES61;NR;20875.0;A
93047;2009;A;ES61;NR;22096.0;A
93047;2008;A;ES61;NR;25331.0;A
93047;2007;A;ES61;NR;25445.0;A
93048;2021;1E;ES61;NR;338723.0;A
93048;2020;AV;ES61;NR;325771.0;A
93048;2019;P;ES61;NR;360888.0;A
93048;2018;A;ES61;NR;338268.0;A
93048;2017;A;ES61;NR;321767.0;A
93048;2016;A;ES61;NR;307230.0;A
93048;2015;A;ES61;NR;300443.0;A
93048;2014;A;ES61;NR;287051.0;A
93048;2013;A;ES61;NR;276046.0;A
93048;2012;A;ES61;NR;269907.0;A
93048;2011;A;ES61;NR;276466.0;A
93048;2010;A;ES61;NR;285387.0;A
93048;2009;A;ES61;NR;292583.0;A
93048;2008;A;ES61;NR;300055.0;A
93048;2007;A;ES61;NR;295989.0;A
93049;2021;1E;ES61;NR;800855.0;A
93049;2020;AV;ES61;NR;733255.0;A
93049;2019;P;ES61;NR;761247.0;A
