TERRITORIO;TEMPORAL;CNAE_O9_CRA_NEW;OBS_STATUS;INDICATOR;OBS_VALUE;FREQ
ES61;2017;273253;A;REM_ASA;1513188.0;A
ES61;2017;273149;A;REM_ASA;293889.0;A
ES61;2017;273215;A;REM_ASA;86919.0;A
ES61;2017;273216;A;REM_ASA;206970.0;A
ES61;2017;273150;A;REM_ASA;456358.0;A
ES61;2017;273217;A;REM_ASA;456358.0;A
ES61;2017;273151;A;REM_ASA;762941.0;A
ES61;2017;273218;A;REM_ASA;762941.0;A
ES61;2017;273254;A;REM_ASA;2319759.0;A
ES61;2017;273152;A;REM_ASA;2319759.0;A
ES61;2017;273219;A;REM_ASA;1872708.0;A
ES61;2017;273220;A;REM_ASA;225206.0;A
ES61;2017;273221;A;REM_ASA;221845.0;A
ES61;2017;273255;A;REM_ASA;433943.0;A
ES61;2017;273153;A;REM_ASA;433943.0;A
ES61;2017;273222;A;REM_ASA;433943.0;A
ES61;2017;273256;A;REM_ASA;6102843.0;A
ES61;2017;273154;A;REM_ASA;1690731.0;A
ES61;2017;273223;A;REM_ASA;936069.0;A
ES61;2017;273224;A;REM_ASA;754662.0;A
ES61;2017;273155;A;REM_ASA;619018.0;A
ES61;2017;273225;A;REM_ASA;619018.0;A
ES61;2017;273156;A;REM_ASA;357391.0;A
ES61;2017;273226;A;REM_ASA;161003.0;A
ES61;2017;273227;A;REM_ASA;159175.0;A
ES61;2017;273228;A;REM_ASA;37213.0;A
ES61;2017;273157;A;REM_ASA;3435703.0;A
ES61;2017;273229;A;REM_ASA;190062.0;A
ES61;2017;273230;A;REM_ASA;487228.0;A
ES61;2017;273231;A;REM_ASA;160288.0;A
ES61;2017;273232;A;REM_ASA;450279.0;A
ES61;2017;273233;A;REM_ASA;1425887.0;A
ES61;2017;273234;A;REM_ASA;721959.0;A
ES61;2017;273257;A;REM_ASA;24719500;A
ES61;2017;273158;A;REM_ASA;8947044.0;A
ES61;2017;273235;A;REM_ASA;8947044.0;A
ES61;2017;273159;A;REM_ASA;7852875.0;A
ES61;2017;273236;A;REM_ASA;1478204.0;A
ES61;2017;273237;A;REM_ASA;6374671.0;A
ES61;2017;273160;A;REM_ASA;6011546.0;A
ES61;2017;273238;A;REM_ASA;1235358.0;A
ES61;2017;273239;A;REM_ASA;4776188.0;A
ES61;2017;273161;A;REM_ASA;1908035.0;A
ES61;2017;273240;A;REM_ASA;797662.0;A
ES61;2017;273241;A;REM_ASA;1110373.0;A
ES61;2017;273259;A;REM_ASA;4167162.0;A
ES61;2017;273162;A;REM_ASA;1441234.0;A
ES61;2017;273242;A;REM_ASA;529318.0;A
ES61;2017;273243;A;REM_ASA;911916.0;A
ES61;2017;273163;A;REM_ASA;1413759.0;A
ES61;2017;273244;A;REM_ASA;922906.0;A
ES61;2017;273245;A;REM_ASA;96346.0;A
ES61;2017;273246;A;REM_ASA;394507.0;A
ES61;2017;273164;A;REM_ASA;1312169.0;A
ES61;2017;273247;A;REM_ASA;1312169.0;A
ES61;2017;273260;A;REM_ASA;69227174;A
ES61;2016;273165;A;REM_ASA;2157097.0;A
ES61;2016;273129;A;REM_ASA;2157097.0;A
ES61;2016;273167;A;REM_ASA;1912791.0;A
ES61;2016;273168;A;REM_ASA;157501.0;A
ES61;2016;273169;A;REM_ASA;86805.0;A
ES61;2016;273166;A;REM_ASA;6832112.0;A
ES61;2016;273248;A;REM_ASA;5291998.0;A
ES61;2016;273130;A;REM_ASA;139920.0;A
ES61;2016;273170;A;REM_ASA;139920.0;A
ES61;2016;273131;A;REM_ASA;1418842.0;A
ES61;2016;273171;A;REM_ASA;208375.0;A
ES61;2016;273172;A;REM_ASA;50578.0;A
ES61;2016;273173;A;REM_ASA;154539.0;A
ES61;2016;273174;A;REM_ASA;216616.0;A
ES61;2016;273175;A;REM_ASA;59866.0;A
ES61;2016;273176;A;REM_ASA;300986.0;A
ES61;2016;273177;A;REM_ASA;144186.0;A
ES61;2016;273178;A;REM_ASA;283696.0;A
ES61;2016;273132;A;REM_ASA;168347.0;A
ES61;2016;273179;A;REM_ASA;168347.0;A
ES61;2016;273133;A;REM_ASA;264693.0;A
ES61;2016;273180;A;REM_ASA;89996.0;A
ES61;2016;273181;A;REM_ASA;84997.0;A
ES61;2016;273182;A;REM_ASA;89700.0;A
ES61;2016;273134;A;REM_ASA;453829.0;A
ES61;2016;273183;A;REM_ASA;327599.0;A
ES61;2016;273184;A;REM_ASA;126230.0;A
ES61;2016;273135;A;REM_ASA;32517.0;A
ES61;2016;273185;A;REM_ASA;32517.0;A
ES61;2016;273136;A;REM_ASA;452409.0;A
ES61;2016;273186;A;REM_ASA;147530.0;A
ES61;2016;273189;A;REM_ASA;115388.0;A
ES61;2016;273188;A;REM_ASA;25653.0;A
ES61;2016;273187;A;REM_ASA;163838.0;A
ES61;2016;273137;A;REM_ASA;749324.0;A
ES61;2016;273190;A;REM_ASA;232759.0;A
ES61;2016;273191;A;REM_ASA;516565.0;A
ES61;2016;273138;A;REM_ASA;59533.0;A
ES61;2016;273192;A;REM_ASA;59533.0;A
ES61;2016;273139;A;REM_ASA;193656.0;A
ES61;2016;273193;A;REM_ASA;193656.0;A
ES61;2016;273140;A;REM_ASA;198803.0;A
ES61;2016;273194;A;REM_ASA;198803.0;A
ES61;2016;273141;A;REM_ASA;640818.0;A
ES61;2016;273195;A;REM_ASA;118602.0;A
ES61;2016;273196;A;REM_ASA;81434.0;A
ES61;2016;273197;A;REM_ASA;440782.0;A
ES61;2016;273142;A;REM_ASA;659227.0;A
ES61;2016;273198;A;REM_ASA;147223.0;A
ES61;2016;273199;A;REM_ASA;69373.0;A
ES61;2016;273200;A;REM_ASA;442631.0;A
ES61;2016;273143;A;REM_ASA;325984.0;A
ES61;2016;273201;A;REM_ASA;279323.0;A
ES61;2016;273202;A;REM_ASA;46661.0;A
ES61;2016;273144;A;REM_ASA;1074210.0;A
ES61;2016;273203;A;REM_ASA;473247.0;A
ES61;2016;273204;A;REM_ASA;600963.0;A
ES61;2016;273249;A;REM_ASA;4105215.0;A
ES61;2016;273145;A;REM_ASA;4105215.0;A
ES61;2016;273205;A;REM_ASA;4105215.0;A
ES61;2016;273251;A;REM_ASA;53216588;A
ES61;2016;273250;A;REM_ASA;15319001;A
ES61;2016;273146;A;REM_ASA;8652422.0;A
ES61;2016;273206;A;REM_ASA;1007145.0;A
ES61;2016;273207;A;REM_ASA;3462209.0;A
ES61;2016;273208;A;REM_ASA;4183068.0;A
ES61;2016;273147;A;REM_ASA;2847262.0;A
ES61;2016;273209;A;REM_ASA;1590441.0;A
ES61;2016;273210;A;REM_ASA;49099.0;A
ES61;2016;273211;A;REM_ASA;947665.0;A
ES61;2016;273212;A;REM_ASA;260057.0;A
ES61;2016;273148;A;REM_ASA;3819317.0;A
ES61;2016;273213;A;REM_ASA;1123225.0;A
ES61;2016;273214;A;REM_ASA;2696092.0;A
ES61;2016;273253;A;REM_ASA;1399628.0;A
ES61;2016;273149;A;REM_ASA;304219.0;A
ES61;2016;273215;A;REM_ASA;78752.0;A
ES61;2016;273216;A;REM_ASA;225467.0;A
ES61;2016;273150;A;REM_ASA;434238.0;A
ES61;2016;273217;A;REM_ASA;434238.0;A
ES61;2016;273151;A;REM_ASA;661171.0;A
ES61;2016;273218;A;REM_ASA;661171.0;A
ES61;2016;273254;A;REM_ASA;2344212.0;A
ES61;2016;273152;A;REM_ASA;2344212.0;A
ES61;2016;273219;A;REM_ASA;1896527.0;A
ES61;2016;273220;A;REM_ASA;255498.0;A
ES61;2016;273221;A;REM_ASA;192187.0;A
ES61;2016;273255;A;REM_ASA;389577.0;A
ES61;2016;273153;A;REM_ASA;389577.0;A
ES61;2016;273222;A;REM_ASA;389577.0;A
ES61;2016;273256;A;REM_ASA;5645986.0;A
ES61;2016;273154;A;REM_ASA;1549727.0;A
ES61;2016;273223;A;REM_ASA;894948.0;A
ES61;2016;273224;A;REM_ASA;654779.0;A
ES61;2016;273155;A;REM_ASA;591058.0;A
ES61;2016;273225;A;REM_ASA;591058.0;A
ES61;2016;273156;A;REM_ASA;345690.0;A
ES61;2016;273226;A;REM_ASA;164027.0;A
ES61;2016;273227;A;REM_ASA;151609.0;A
ES61;2016;273228;A;REM_ASA;30054.0;A
ES61;2016;273157;A;REM_ASA;3159511.0;A
ES61;2016;273229;A;REM_ASA;155269.0;A
ES61;2016;273230;A;REM_ASA;418775.0;A
ES61;2016;273231;A;REM_ASA;145428.0;A
ES61;2016;273232;A;REM_ASA;422684.0;A
ES61;2016;273233;A;REM_ASA;1346958.0;A
ES61;2016;273234;A;REM_ASA;670397.0;A
ES61;2016;273257;A;REM_ASA;24210285;A
ES61;2016;273158;A;REM_ASA;8890280.0;A
ES61;2016;273235;A;REM_ASA;8890280.0;A
ES61;2016;273159;A;REM_ASA;7729443.0;A
ES61;2016;273236;A;REM_ASA;1417363.0;A
ES61;2016;273237;A;REM_ASA;6312080.0;A
ES61;2016;273160;A;REM_ASA;5721459.0;A
ES61;2016;273238;A;REM_ASA;1135529.0;A
ES61;2016;273239;A;REM_ASA;4585930.0;A
ES61;2016;273161;A;REM_ASA;1869103.0;A
ES61;2016;273240;A;REM_ASA;778781.0;A
ES61;2016;273241;A;REM_ASA;1090322.0;A
ES61;2016;273259;A;REM_ASA;3907899.0;A
ES61;2016;273162;A;REM_ASA;1344275.0;A
ES61;2016;273242;A;REM_ASA;515361.0;A
ES61;2016;273243;A;REM_ASA;828914.0;A
ES61;2016;273163;A;REM_ASA;1261464.0;A
ES61;2016;273244;A;REM_ASA;787960.0;A
ES61;2016;273245;A;REM_ASA;100151.0;A
ES61;2016;273246;A;REM_ASA;373353.0;A
ES61;2016;273164;A;REM_ASA;1302160.0;A
ES61;2016;273247;A;REM_ASA;1302160.0;A
ES61;2016;273260;A;REM_ASA;66311012;A
ES61;2015;273165;A;REM_ASA;1937206.0;A
ES61;2015;273129;A;REM_ASA;1937206.0;A
ES61;2015;273167;A;REM_ASA;1698006.0;A
ES61;2015;273168;A;REM_ASA;153671.0;A
ES61;2015;273169;A;REM_ASA;85529.0;A
ES61;2015;273166;A;REM_ASA;6368745.0;A
ES61;2015;273248;A;REM_ASA;4941475.0;A
ES61;2015;273130;A;REM_ASA;129177.0;A
ES61;2015;273170;A;REM_ASA;129177.0;A
ES61;2015;273131;A;REM_ASA;1388538.0;A
ES61;2015;273171;A;REM_ASA;193056.0;A
ES61;2015;273172;A;REM_ASA;44496.0;A
ES61;2015;273173;A;REM_ASA;150292.0;A
ES61;2015;273174;A;REM_ASA;189409.0;A
ES61;2015;273175;A;REM_ASA;67730.0;A
ES61;2015;273176;A;REM_ASA;309445.0;A
ES61;2015;273177;A;REM_ASA;124569.0;A
ES61;2015;273178;A;REM_ASA;309541.0;A
ES61;2015;273132;A;REM_ASA;141984.0;A
ES61;2015;273179;A;REM_ASA;141984.0;A
ES61;2015;273133;A;REM_ASA;250716.0;A
ES61;2015;273180;A;REM_ASA;80612.0;A
ES61;2015;273181;A;REM_ASA;89881.0;A
ES61;2015;273182;A;REM_ASA;80223.0;A
ES61;2015;273134;A;REM_ASA;446668.0;A
ES61;2015;273183;A;REM_ASA;331952.0;A
ES61;2015;273184;A;REM_ASA;114716.0;A
ES61;2015;273135;A;REM_ASA;29979.0;A
ES61;2015;273185;A;REM_ASA;29979.0;A
ES61;2015;273136;A;REM_ASA;445639.0;A
ES61;2015;273186;A;REM_ASA;149733.0;A
ES61;2015;273189;A;REM_ASA;123151.0;A
ES61;2015;273188;A;REM_ASA;22064.0;A
ES61;2015;273187;A;REM_ASA;150691.0;A
ES61;2015;273137;A;REM_ASA;701408.0;A
ES61;2015;273190;A;REM_ASA;225248.0;A
ES61;2015;273191;A;REM_ASA;476160.0;A
ES61;2015;273138;A;REM_ASA;65425.0;A
ES61;2015;273192;A;REM_ASA;65425.0;A
ES61;2015;273139;A;REM_ASA;168708.0;A
ES61;2015;273193;A;REM_ASA;168708.0;A
ES61;2015;273140;A;REM_ASA;165600.0;A
ES61;2015;273194;A;REM_ASA;165600.0;A
ES61;2015;273141;A;REM_ASA;610033.0;A
ES61;2015;273195;A;REM_ASA;100675.0;A
ES61;2015;273196;A;REM_ASA;85285.0;A
ES61;2015;273197;A;REM_ASA;424073.0;A
ES61;2015;273142;A;REM_ASA;526777.0;A
ES61;2015;273198;A;REM_ASA;114453.0;A
ES61;2015;273199;A;REM_ASA;53243.0;A
ES61;2015;273200;A;REM_ASA;359081.0;A
ES61;2015;273143;A;REM_ASA;314094.0;A
ES61;2015;273201;A;REM_ASA;276449.0;A
ES61;2015;273202;A;REM_ASA;37645.0;A
ES61;2015;273144;A;REM_ASA;983999.0;A
ES61;2015;273203;A;REM_ASA;461260.0;A
ES61;2015;273204;A;REM_ASA;522739.0;A
ES61;2015;273249;A;REM_ASA;3789718.0;A
ES61;2015;273145;A;REM_ASA;3789718.0;A
ES61;2015;273205;A;REM_ASA;3789718.0;A
ES61;2015;273251;A;REM_ASA;52922753;A
ES61;2015;273250;A;REM_ASA;15320615;A
ES61;2015;273146;A;REM_ASA;8623056.0;A
ES61;2015;273206;A;REM_ASA;952533.0;A
ES61;2015;273207;A;REM_ASA;3274599.0;A
ES61;2015;273208;A;REM_ASA;4395924.0;A
ES61;2015;273147;A;REM_ASA;2859786.0;A
ES61;2015;273209;A;REM_ASA;1589558.0;A
ES61;2015;273210;A;REM_ASA;50222.0;A
ES61;2015;273211;A;REM_ASA;946385.0;A
ES61;2015;273212;A;REM_ASA;273621.0;A
ES61;2015;273148;A;REM_ASA;3837773.0;A
ES61;2015;273213;A;REM_ASA;1290802.0;A
ES61;2015;273214;A;REM_ASA;2546971.0;A
ES61;2015;273253;A;REM_ASA;1347991.0;A
ES61;2015;273149;A;REM_ASA;289313.0;A
ES61;2015;273215;A;REM_ASA;77765.0;A
ES61;2015;273216;A;REM_ASA;211548.0;A
ES61;2015;273150;A;REM_ASA;482488.0;A
ES61;2015;273217;A;REM_ASA;482488.0;A
ES61;2015;273151;A;REM_ASA;576190.0;A
ES61;2015;273218;A;REM_ASA;576190.0;A
ES61;2015;273254;A;REM_ASA;2386807.0;A
ES61;2015;273152;A;REM_ASA;2386807.0;A
ES61;2015;273219;A;REM_ASA;1941533.0;A
ES61;2015;273220;A;REM_ASA;264174.0;A
ES61;2015;273221;A;REM_ASA;181100.0;A
ES61;2015;273255;A;REM_ASA;360405.0;A
ES61;2015;273153;A;REM_ASA;360405.0;A
ES61;2015;273222;A;REM_ASA;360405.0;A
ES61;2015;273256;A;REM_ASA;5715944.0;A
ES61;2015;273154;A;REM_ASA;1608315.0;A
ES61;2015;273223;A;REM_ASA;853193.0;A
ES61;2015;273224;A;REM_ASA;755122.0;A
ES61;2015;273155;A;REM_ASA;584076.0;A
ES61;2015;273225;A;REM_ASA;584076.0;A
ES61;2015;273156;A;REM_ASA;376199.0;A
ES61;2015;273226;A;REM_ASA;169908.0;A
ES61;2015;273227;A;REM_ASA;178674.0;A
ES61;2015;273228;A;REM_ASA;27617.0;A
ES61;2015;273157;A;REM_ASA;3147354.0;A
ES61;2015;273229;A;REM_ASA;149797.0;A
ES61;2015;273230;A;REM_ASA;418334.0;A
ES61;2015;273231;A;REM_ASA;181663.0;A
ES61;2015;273232;A;REM_ASA;412122.0;A
ES61;2015;273233;A;REM_ASA;1362160.0;A
ES61;2015;273234;A;REM_ASA;623278.0;A
ES61;2015;273257;A;REM_ASA;23909427;A
ES61;2015;273158;A;REM_ASA;8977707.0;A
ES61;2015;273235;A;REM_ASA;8977707.0;A
ES61;2015;273159;A;REM_ASA;7587984.0;A
ES61;2015;273236;A;REM_ASA;1519769.0;A
ES61;2015;273237;A;REM_ASA;6068215.0;A
ES61;2015;273160;A;REM_ASA;5519275.0;A
ES61;2015;273238;A;REM_ASA;1149881.0;A
ES61;2015;273239;A;REM_ASA;4369394.0;A
ES61;2015;273161;A;REM_ASA;1824461.0;A
ES61;2015;273240;A;REM_ASA;759115.0;A
ES61;2015;273241;A;REM_ASA;1065346.0;A
ES61;2015;273259;A;REM_ASA;3881564.0;A
ES61;2015;273162;A;REM_ASA;1298377.0;A
ES61;2015;273242;A;REM_ASA;478825.0;A
ES61;2015;273243;A;REM_ASA;819552.0;A
ES61;2015;273163;A;REM_ASA;1272135.0;A
ES61;2015;273244;A;REM_ASA;711633.0;A
ES61;2015;273245;A;REM_ASA;109919.0;A
ES61;2015;273246;A;REM_ASA;450583.0;A
ES61;2015;273164;A;REM_ASA;1311052.0;A
ES61;2015;273247;A;REM_ASA;1311052.0;A
ES61;2015;273260;A;REM_ASA;65018422;A
ES61;2014;273165;A;REM_ASA;1951797.0;A
ES61;2014;273129;A;REM_ASA;1951797.0;A
ES61;2014;273167;A;REM_ASA;1717448.0;A
ES61;2014;273168;A;REM_ASA;158219.0;A
ES61;2014;273169;A;REM_ASA;76130.0;A
ES61;2014;273166;A;REM_ASA;6256785.0;A
ES61;2014;273248;A;REM_ASA;4892495.0;A
ES61;2014;273130;A;REM_ASA;116941.0;A
ES61;2014;273170;A;REM_ASA;116941.0;A
ES61;2014;273131;A;REM_ASA;1385482.0;A
ES61;2014;273171;A;REM_ASA;188060.0;A
ES61;2014;273172;A;REM_ASA;44915.0;A
ES61;2014;273173;A;REM_ASA;162989.0;A
ES61;2014;273174;A;REM_ASA;247138.0;A
ES61;2014;273175;A;REM_ASA;57096.0;A
ES61;2014;273176;A;REM_ASA;306445.0;A
ES61;2014;273177;A;REM_ASA;135612.0;A
ES61;2014;273178;A;REM_ASA;243227.0;A
ES61;2014;273132;A;REM_ASA;137552.0;A
ES61;2014;273179;A;REM_ASA;137552.0;A
ES61;2014;273133;A;REM_ASA;261875.0;A
ES61;2014;273180;A;REM_ASA;68189.0;A
ES61;2014;273181;A;REM_ASA;117277.0;A
ES61;2014;273182;A;REM_ASA;76409.0;A
ES61;2014;273134;A;REM_ASA;495141.0;A
ES61;2014;273183;A;REM_ASA;373403.0;A
ES61;2014;273184;A;REM_ASA;121738.0;A
ES61;2014;273135;A;REM_ASA;42445.0;A
ES61;2014;273185;A;REM_ASA;42445.0;A
ES61;2014;273136;A;REM_ASA;424172.0;A
ES61;2014;273186;A;REM_ASA;134109.0;A
ES61;2014;273189;A;REM_ASA;145003.0;A
ES61;2014;273188;A;REM_ASA;26296.0;A
ES61;2014;273187;A;REM_ASA;118764.0;A
ES61;2014;273137;A;REM_ASA;685842.0;A
ES61;2014;273190;A;REM_ASA;216539.0;A
ES61;2014;273191;A;REM_ASA;469303.0;A
ES61;2014;273138;A;REM_ASA;65921.0;A
ES61;2014;273192;A;REM_ASA;65921.0;A
ES61;2014;273139;A;REM_ASA;163987.0;A
ES61;2014;273193;A;REM_ASA;163987.0;A
ES61;2014;273140;A;REM_ASA;126542.0;A
ES61;2014;273194;A;REM_ASA;126542.0;A
ES61;2014;273141;A;REM_ASA;557001.0;A
ES61;2014;273195;A;REM_ASA;105614.0;A
ES61;2014;273196;A;REM_ASA;84627.0;A
ES61;2014;273197;A;REM_ASA;366760.0;A
ES61;2014;273142;A;REM_ASA;546535.0;A
ES61;2014;273198;A;REM_ASA;127370.0;A
ES61;2014;273199;A;REM_ASA;48270.0;A
ES61;2014;273200;A;REM_ASA;370895.0;A
ES61;2014;273143;A;REM_ASA;300126.0;A
ES61;2014;273201;A;REM_ASA;217016.0;A
ES61;2014;273202;A;REM_ASA;83110.0;A
ES61;2014;273144;A;REM_ASA;947223.0;A
ES61;2014;273203;A;REM_ASA;356004.0;A
ES61;2014;273204;A;REM_ASA;591219.0;A
ES61;2014;273249;A;REM_ASA;3276157.0;A
ES61;2014;273145;A;REM_ASA;3276157.0;A
ES61;2014;273205;A;REM_ASA;3276157.0;A
ES61;2014;273251;A;REM_ASA;49517331;A
ES61;2014;273250;A;REM_ASA;13915504;A
ES61;2014;273146;A;REM_ASA;7822024.0;A
ES61;2014;273206;A;REM_ASA;897763.0;A
ES61;2014;273207;A;REM_ASA;2826752.0;A
ES61;2014;273208;A;REM_ASA;4097509.0;A
ES61;2014;273147;A;REM_ASA;2636116.0;A
ES61;2014;273209;A;REM_ASA;1384787.0;A
ES61;2014;273210;A;REM_ASA;47814.0;A
ES61;2014;273211;A;REM_ASA;945951.0;A
ES61;2014;273212;A;REM_ASA;257564.0;A
ES61;2014;273148;A;REM_ASA;3457364.0;A
ES61;2014;273213;A;REM_ASA;1213441.0;A
ES61;2014;273214;A;REM_ASA;2243923.0;A
ES61;2014;273253;A;REM_ASA;1260144.0;A
ES61;2014;273149;A;REM_ASA;284298.0;A
ES61;2014;273215;A;REM_ASA;82003.0;A
ES61;2014;273216;A;REM_ASA;202295.0;A
ES61;2014;273150;A;REM_ASA;467540.0;A
ES61;2014;273217;A;REM_ASA;467540.0;A
ES61;2014;273151;A;REM_ASA;508306.0;A
ES61;2014;273218;A;REM_ASA;508306.0;A
ES61;2014;273254;A;REM_ASA;2336894.0;A
ES61;2014;273152;A;REM_ASA;2336894.0;A
ES61;2014;273219;A;REM_ASA;1920676.0;A
ES61;2014;273220;A;REM_ASA;242089.0;A
ES61;2014;273221;A;REM_ASA;174129.0;A
ES61;2014;273255;A;REM_ASA;358101.0;A
ES61;2014;273153;A;REM_ASA;358101.0;A
ES61;2014;273222;A;REM_ASA;358101.0;A
ES61;2014;273256;A;REM_ASA;5280329.0;A
ES61;2014;273154;A;REM_ASA;1475931.0;A
ES61;2014;273223;A;REM_ASA;809968.0;A
ES61;2014;273224;A;REM_ASA;665963.0;A
ES61;2014;273155;A;REM_ASA;554495.0;A
ES61;2014;273225;A;REM_ASA;554495.0;A
ES61;2014;273156;A;REM_ASA;340190.0;A
ES61;2014;273226;A;REM_ASA;171668.0;A
ES61;2014;273227;A;REM_ASA;143257.0;A
ES61;2014;273228;A;REM_ASA;25265.0;A
ES61;2014;273157;A;REM_ASA;2909713.0;A
ES61;2014;273229;A;REM_ASA;162238.0;A
ES61;2014;273230;A;REM_ASA;230894.0;A
ES61;2014;273231;A;REM_ASA;145988.0;A
ES61;2014;273232;A;REM_ASA;421124.0;A
ES61;2014;273233;A;REM_ASA;1302561.0;A
ES61;2014;273234;A;REM_ASA;646908.0;A
ES61;2014;273257;A;REM_ASA;22622010;A
ES61;2014;273158;A;REM_ASA;8714776.0;A
ES61;2014;273235;A;REM_ASA;8714776.0;A
ES61;2014;273159;A;REM_ASA;7006028.0;A
ES61;2014;273236;A;REM_ASA;1128426.0;A
ES61;2014;273237;A;REM_ASA;5877602.0;A
ES61;2014;273160;A;REM_ASA;5268335.0;A
ES61;2014;273238;A;REM_ASA;1030159.0;A
ES61;2014;273239;A;REM_ASA;4238176.0;A
ES61;2014;273161;A;REM_ASA;1632871.0;A
ES61;2014;273240;A;REM_ASA;699279.0;A
ES61;2014;273241;A;REM_ASA;933592.0;A
ES61;2014;273259;A;REM_ASA;3744349.0;A
ES61;2014;273162;A;REM_ASA;1182848.0;A
ES61;2014;273242;A;REM_ASA;439791.0;A
ES61;2014;273243;A;REM_ASA;743057.0;A
ES61;2014;273163;A;REM_ASA;1265201.0;A
ES61;2014;273244;A;REM_ASA;731451.0;A
ES61;2014;273245;A;REM_ASA;104398.0;A
ES61;2014;273246;A;REM_ASA;429352.0;A
ES61;2014;273164;A;REM_ASA;1296300.0;A
ES61;2014;273247;A;REM_ASA;1296300.0;A
ES61;2014;273260;A;REM_ASA;61002070;A
ES61;2013;273165;A;REM_ASA;1751469.0;A
ES61;2013;273129;A;REM_ASA;1751469.0;A
ES61;2013;273167;A;REM_ASA;1516034.0;A
ES61;2013;273168;A;REM_ASA;162309.0;A
ES61;2013;273169;A;REM_ASA;73126.0;A
ES61;2013;273166;A;REM_ASA;6243072.0;A
ES61;2013;273248;A;REM_ASA;4894662.0;A
ES61;2013;273130;A;REM_ASA;123308.0;A
ES61;2013;273170;A;REM_ASA;123308.0;A
ES61;2013;273131;A;REM_ASA;1336930.0;A
ES61;2013;273171;A;REM_ASA;171641.0;A
ES61;2013;273172;A;REM_ASA;42756.0;A
ES61;2013;273173;A;REM_ASA;142975.0;A
ES61;2013;273174;A;REM_ASA;228376.0;A
ES61;2013;273175;A;REM_ASA;70705.0;A
ES61;2013;273176;A;REM_ASA;306181.0;A
ES61;2013;273177;A;REM_ASA;143023.0;A
ES61;2013;273178;A;REM_ASA;231273.0;A
ES61;2013;273132;A;REM_ASA;135281.0;A
ES61;2013;273179;A;REM_ASA;135281.0;A
ES61;2013;273133;A;REM_ASA;284745.0;A
ES61;2013;273180;A;REM_ASA;79698.0;A
ES61;2013;273181;A;REM_ASA;121625.0;A
ES61;2013;273182;A;REM_ASA;83422.0;A
ES61;2013;273134;A;REM_ASA;474975.0;A
ES61;2013;273183;A;REM_ASA;356379.0;A
ES61;2013;273184;A;REM_ASA;118596.0;A
ES61;2013;273135;A;REM_ASA;48332.0;A
ES61;2013;273185;A;REM_ASA;48332.0;A
ES61;2013;273136;A;REM_ASA;456406.0;A
ES61;2013;273186;A;REM_ASA;118822.0;A
ES61;2013;273189;A;REM_ASA;168049.0;A
ES61;2013;273188;A;REM_ASA;32063.0;A
ES61;2013;273187;A;REM_ASA;137472.0;A
ES61;2013;273137;A;REM_ASA;674655.0;A
ES61;2013;273190;A;REM_ASA;220778.0;A
ES61;2013;273191;A;REM_ASA;453877.0;A
ES61;2013;273138;A;REM_ASA;54307.0;A
ES61;2013;273192;A;REM_ASA;54307.0;A
ES61;2013;273139;A;REM_ASA;169683.0;A
ES61;2013;273193;A;REM_ASA;169683.0;A
ES61;2013;273140;A;REM_ASA;131664.0;A
ES61;2013;273194;A;REM_ASA;131664.0;A
ES61;2013;273141;A;REM_ASA;551464.0;A
ES61;2013;273195;A;REM_ASA;113585.0;A
ES61;2013;273196;A;REM_ASA;75077.0;A
ES61;2013;273197;A;REM_ASA;362802.0;A
ES61;2013;273142;A;REM_ASA;576220.0;A
ES61;2013;273198;A;REM_ASA;134566.0;A
ES61;2013;273199;A;REM_ASA;51971.0;A
ES61;2013;273200;A;REM_ASA;389683.0;A
ES61;2013;273143;A;REM_ASA;322829.0;A
ES61;2013;273201;A;REM_ASA;241506.0;A
ES61;2013;273202;A;REM_ASA;81323.0;A
ES61;2013;273144;A;REM_ASA;902273.0;A
ES61;2013;273203;A;REM_ASA;367196.0;A
ES61;2013;273204;A;REM_ASA;535077.0;A
ES61;2013;273249;A;REM_ASA;3458508.0;A
ES61;2013;273145;A;REM_ASA;3458508.0;A
ES61;2013;273205;A;REM_ASA;3458508.0;A
ES61;2013;273251;A;REM_ASA;48570172;A
ES61;2013;273250;A;REM_ASA;13633266;A
ES61;2013;273146;A;REM_ASA;7777557.0;A
ES61;2013;273206;A;REM_ASA;888835.0;A
ES61;2013;273207;A;REM_ASA;2890154.0;A
ES61;2013;273208;A;REM_ASA;3998568.0;A
ES61;2013;273147;A;REM_ASA;2578440.0;A
ES61;2013;273209;A;REM_ASA;1331548.0;A
ES61;2013;273210;A;REM_ASA;40028.0;A
ES61;2013;273211;A;REM_ASA;949791.0;A
ES61;2013;273212;A;REM_ASA;257073.0;A
ES61;2013;273148;A;REM_ASA;3277269.0;A
ES61;2013;273213;A;REM_ASA;1204104.0;A
ES61;2013;273214;A;REM_ASA;2073165.0;A
ES61;2013;273253;A;REM_ASA;1226642.0;A
ES61;2013;273149;A;REM_ASA;296791.0;A
ES61;2013;273215;A;REM_ASA;98227.0;A
ES61;2013;273216;A;REM_ASA;198564.0;A
ES61;2013;273150;A;REM_ASA;464139.0;A
ES61;2013;273217;A;REM_ASA;464139.0;A
ES61;2013;273151;A;REM_ASA;465712.0;A
ES61;2013;273218;A;REM_ASA;465712.0;A
ES61;2013;273254;A;REM_ASA;2343301.0;A
ES61;2013;273152;A;REM_ASA;2343301.0;A
