MACROECO;TEMPORAL;OBS_STATUS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
93017;2021;1E;ES61;RAS_INTER_IVE;5.355058251;A
93017;2020;AV;ES61;RAS_INTER_IVE;-7.73475143;A
93017;2019;P;ES61;RAS_INTER_IVE;-0.091800214;A
93017;2018;A;ES61;RAS_INTER_IVE;1.547455695;A
93017;2017;A;ES61;RAS_INTER_IVE;2.894052418;A
93017;2016;A;ES61;RAS_INTER_IVE;2.508925112;A
93017;2015;A;ES61;RAS_INTER_IVE;1.938173365;A
93017;2014;A;ES61;RAS_INTER_IVE;1.222541893;A
93017;2013;A;ES61;RAS_INTER_IVE;-2.858577049;A
93017;2012;A;ES61;RAS_INTER_IVE;-3.77947093;A
93017;2011;A;ES61;RAS_INTER_IVE;-2.00946583;A
93017;2010;A;ES61;RAS_INTER_IVE;0.526764376;A
93017;2009;A;ES61;RAS_INTER_IVE;-1.716506594;A
93017;2008;A;ES61;RAS_INTER_IVE;1.25619821;A
93017;2007;A;ES61;RAS_INTER_IVE;4.401436793;A
93018;2021;1E;ES61;RAS_INTER_IVE;5.275217311;A
93018;2020;AV;ES61;RAS_INTER_IVE;-12.448758034;A
93018;2019;P;ES61;RAS_INTER_IVE;-0.911712953;A
93018;2018;A;ES61;RAS_INTER_IVE;1.374659305;A
93018;2017;A;ES61;RAS_INTER_IVE;3.386155943;A
93018;2016;A;ES61;RAS_INTER_IVE;2.744628949;A
93018;2015;A;ES61;RAS_INTER_IVE;1.82980552;A
93018;2014;A;ES61;RAS_INTER_IVE;1.846222031;A
93018;2013;A;ES61;RAS_INTER_IVE;-3.21154829;A
93018;2012;A;ES61;RAS_INTER_IVE;-3.739766414;A
93018;2011;A;ES61;RAS_INTER_IVE;-2.734895176;A
93018;2010;A;ES61;RAS_INTER_IVE;0.288098741;A
93018;2009;A;ES61;RAS_INTER_IVE;-3.800699359;A
93018;2008;A;ES61;RAS_INTER_IVE;-0.320018276;A
93018;2007;A;ES61;RAS_INTER_IVE;3.785277524;A
93011;2021;1E;ES61;RAS_INTER_IVE;5.525684531;A
93011;2020;AV;ES61;RAS_INTER_IVE;4.537743917;A
93011;2019;P;ES61;RAS_INTER_IVE;2.14471269;A
93011;2018;A;ES61;RAS_INTER_IVE;2.022105389;A
93011;2017;A;ES61;RAS_INTER_IVE;1.580114724;A
93011;2016;A;ES61;RAS_INTER_IVE;1.885423748;A
93011;2015;A;ES61;RAS_INTER_IVE;2.229991828;A
93011;2014;A;ES61;RAS_INTER_IVE;-0.42437016;A
93011;2013;A;ES61;RAS_INTER_IVE;-1.918115291;A
93011;2012;A;ES61;RAS_INTER_IVE;-3.880781486;A
93011;2011;A;ES61;RAS_INTER_IVE;-0.162630448;A
93011;2010;A;ES61;RAS_INTER_IVE;1.12364571;A
93011;2009;A;ES61;RAS_INTER_IVE;4.031812864;A
93011;2008;A;ES61;RAS_INTER_IVE;5.900726808;A
93011;2007;A;ES61;RAS_INTER_IVE;6.263679092;A
93020;2019;P;ES61;RAS_INTER_IVE;3.156760234;A
93020;2018;A;ES61;RAS_INTER_IVE;2.159566077;A
93020;2017;A;ES61;RAS_INTER_IVE;1.877649421;A
93020;2016;A;ES61;RAS_INTER_IVE;3.511328656;A
93020;2015;A;ES61;RAS_INTER_IVE;1.969630103;A
93020;2014;A;ES61;RAS_INTER_IVE;-0.55055808;A
93020;2013;A;ES61;RAS_INTER_IVE;-1.554743394;A
93020;2012;A;ES61;RAS_INTER_IVE;-5.261235637;A
93020;2011;A;ES61;RAS_INTER_IVE;-1.716187492;A
93020;2010;A;ES61;RAS_INTER_IVE;0.913513999;A
93020;2009;A;ES61;RAS_INTER_IVE;4.022410834;A
93020;2008;A;ES61;RAS_INTER_IVE;9.786671597;A
93020;2007;A;ES61;RAS_INTER_IVE;6.664669923;A
93012;2019;P;ES61;RAS_INTER_IVE;0.645927124;A
93012;2018;A;ES61;RAS_INTER_IVE;1.818589296;A
93012;2017;A;ES61;RAS_INTER_IVE;1.143660766;A
93012;2016;A;ES61;RAS_INTER_IVE;-0.40928168;A
93012;2015;A;ES61;RAS_INTER_IVE;2.598878481;A
93012;2014;A;ES61;RAS_INTER_IVE;-0.244942019;A
93012;2013;A;ES61;RAS_INTER_IVE;-2.433694005;A
93012;2012;A;ES61;RAS_INTER_IVE;-1.828999882;A
93012;2011;A;ES61;RAS_INTER_IVE;2.25057954;A
93012;2010;A;ES61;RAS_INTER_IVE;1.458718574;A
93012;2009;A;ES61;RAS_INTER_IVE;4.046908655;A
93012;2008;A;ES61;RAS_INTER_IVE;0.176162997;A
93012;2007;A;ES61;RAS_INTER_IVE;5.67200138;A
93016;2021;1E;ES61;RAS_INTER_IVE;1.848353564;A
93016;2020;AV;ES61;RAS_INTER_IVE;-10.975253745;A
93016;2019;P;ES61;RAS_INTER_IVE;5.557152567;A
93016;2018;A;ES61;RAS_INTER_IVE;10.42326121;A
93016;2017;A;ES61;RAS_INTER_IVE;5.486255202;A
93016;2016;A;ES61;RAS_INTER_IVE;-1.303261763;A
93016;2015;A;ES61;RAS_INTER_IVE;9.581516913;A
93016;2014;A;ES61;RAS_INTER_IVE;2.71121984;A
93016;2013;A;ES61;RAS_INTER_IVE;-4.551047196;A
93016;2012;A;ES61;RAS_INTER_IVE;-11.733020241;A
93016;2011;A;ES61;RAS_INTER_IVE;-9.2221018;A
93016;2010;A;ES61;RAS_INTER_IVE;-5.630668624;A
93016;2009;A;ES61;RAS_INTER_IVE;-17.480655515;A
93016;2008;A;ES61;RAS_INTER_IVE;-6.936378515;A
93016;2007;A;ES61;RAS_INTER_IVE;1.578482198;A
93013;2021;1E;ES61;RAS_INTER_IVE;4.77767192;A
93013;2020;AV;ES61;RAS_INTER_IVE;-8.283618436;A
93013;2019;P;ES61;RAS_INTER_IVE;0.814361184;A
93013;2018;A;ES61;RAS_INTER_IVE;2.871692939;A
93013;2017;A;ES61;RAS_INTER_IVE;3.270724254;A
93013;2016;A;ES61;RAS_INTER_IVE;1.939248981;A
93013;2015;A;ES61;RAS_INTER_IVE;3.010569518;A
93013;2014;A;ES61;RAS_INTER_IVE;1.430396158;A
93013;2013;A;ES61;RAS_INTER_IVE;-3.108524715;A
93013;2012;A;ES61;RAS_INTER_IVE;-5.084140067;A
93013;2011;A;ES61;RAS_INTER_IVE;-3.304599479;A
93013;2010;A;ES61;RAS_INTER_IVE;-0.657124905;A
93013;2009;A;ES61;RAS_INTER_IVE;-5.289422631;A
93013;2008;A;ES61;RAS_INTER_IVE;-0.760619602;A
93013;2007;A;ES61;RAS_INTER_IVE;3.690075737;A
93015;2021;1E;ES61;RAS_INTER_IVE;11.434025126;A
93015;2020;AV;ES61;RAS_INTER_IVE;-23.353232144;A
93015;2019;P;ES61;RAS_INTER_IVE;3.164417339;A
93015;2018;A;ES61;RAS_INTER_IVE;1.932663893;A
93015;2017;A;ES61;RAS_INTER_IVE;6.087856617;A
93015;2016;A;ES61;RAS_INTER_IVE;7.579384238;A
93015;2015;A;ES61;RAS_INTER_IVE;0.374551684;A
93015;2014;A;ES61;RAS_INTER_IVE;4.444716588;A
93015;2013;A;ES61;RAS_INTER_IVE;0.77787546;A
93015;2012;A;ES61;RAS_INTER_IVE;1.504513363;A
93015;2011;A;ES61;RAS_INTER_IVE;9.329403525;A
93015;2010;A;ES61;RAS_INTER_IVE;7.476855186;A
93015;2009;A;ES61;RAS_INTER_IVE;-7.376982946;A
93015;2008;A;ES61;RAS_INTER_IVE;2.904988338;A
93015;2007;A;ES61;RAS_INTER_IVE;3.003785716;A
93019;2021;1E;ES61;RAS_INTER_IVE;9.660679327;A
93019;2020;AV;ES61;RAS_INTER_IVE;-17.717387965;A
93019;2019;P;ES61;RAS_INTER_IVE;0.159171587;A
93019;2018;A;ES61;RAS_INTER_IVE;3.182190084;A
93019;2017;A;ES61;RAS_INTER_IVE;6.324283637;A
93019;2016;A;ES61;RAS_INTER_IVE;5.3253386;A
93019;2015;A;ES61;RAS_INTER_IVE;-0.35437264;A
93019;2014;A;ES61;RAS_INTER_IVE;3.988100252;A
93019;2013;A;ES61;RAS_INTER_IVE;-2.992145744;A
93019;2012;A;ES61;RAS_INTER_IVE;-3.966133074;A
93019;2011;A;ES61;RAS_INTER_IVE;1.486749376;A
93019;2010;A;ES61;RAS_INTER_IVE;6.258288597;A
93019;2009;A;ES61;RAS_INTER_IVE;-10.282953237;A
93019;2008;A;ES61;RAS_INTER_IVE;-1.033776259;A
93019;2007;A;ES61;RAS_INTER_IVE;3.422499213;A
93023;2021;1E;ES61;RAS_INTER_IVE;5.081717596;A
93023;2020;AV;ES61;RAS_INTER_IVE;-10.2515326;A
93023;2019;P;ES61;RAS_INTER_IVE;2.153318795;A
93023;2018;A;ES61;RAS_INTER_IVE;2.318913314;A
93023;2017;A;ES61;RAS_INTER_IVE;3.020727808;A
93023;2016;A;ES61;RAS_INTER_IVE;2.653342385;A
