D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_PCSSA_JUBVIUDEDAD_0;INDICATOR;OBS_VALUE;FREQ
2019;2746;3690;212544;Número de pensionistas;24.0;A
2019;2747;3691;212544;Número de pensionistas;160.0;A
2019;2747;3689;212544;Número de pensionistas;125.0;A
2019;2747;3690;212544;Número de pensionistas;35.0;A
2019;2748;3691;212544;Número de pensionistas;1081.0;A
2019;2748;3689;212544;Número de pensionistas;902.0;A
2019;2748;3690;212544;Número de pensionistas;179.0;A
2019;2749;3691;212544;Número de pensionistas;28.0;A
2019;2749;3689;212544;Número de pensionistas;24.0;A
2019;2749;3690;212544;Número de pensionistas;se;A
2019;2750;3691;212544;Número de pensionistas;84.0;A
2019;2750;3689;212544;Número de pensionistas;64.0;A
2019;2750;3690;212544;Número de pensionistas;20.0;A
2019;2751;3691;212544;Número de pensionistas;150.0;A
2019;2751;3689;212544;Número de pensionistas;111.0;A
2019;2751;3690;212544;Número de pensionistas;39.0;A
2019;2752;3691;212544;Número de pensionistas;59.0;A
2019;2752;3689;212544;Número de pensionistas;44.0;A
2019;2752;3690;212544;Número de pensionistas;15.0;A
2019;2753;3691;212544;Número de pensionistas;495.0;A
2019;2753;3689;212544;Número de pensionistas;318.0;A
2019;2753;3690;212544;Número de pensionistas;177.0;A
2019;2754;3691;212544;Número de pensionistas;14019.0;A
2019;2754;3689;212544;Número de pensionistas;10451.0;A
2019;2754;3690;212544;Número de pensionistas;3568.0;A
2019;2755;3691;212544;Número de pensionistas;1765.0;A
2019;2755;3689;212544;Número de pensionistas;1400.0;A
2019;2755;3690;212544;Número de pensionistas;365.0;A
2019;2756;3691;212544;Número de pensionistas;234.0;A
2019;2756;3689;212544;Número de pensionistas;166.0;A
2019;2756;3690;212544;Número de pensionistas;68.0;A
2019;2757;3691;212544;Número de pensionistas;1890.0;A
2019;2757;3689;212544;Número de pensionistas;1406.0;A
2019;2757;3690;212544;Número de pensionistas;484.0;A
2019;2758;3691;212544;Número de pensionistas;24.0;A
2019;2758;3689;212544;Número de pensionistas;15.0;A
2019;2758;3690;212544;Número de pensionistas;9.0;A
2019;2759;3691;212544;Número de pensionistas;264.0;A
2019;2759;3689;212544;Número de pensionistas;149.0;A
2019;2759;3690;212544;Número de pensionistas;115.0;A
2019;2760;3691;212544;Número de pensionistas;312.0;A
2019;2760;3689;212544;Número de pensionistas;179.0;A
2019;2760;3690;212544;Número de pensionistas;133.0;A
2019;2761;3691;212544;Número de pensionistas;51.0;A
2019;2761;3689;212544;Número de pensionistas;32.0;A
2019;2761;3690;212544;Número de pensionistas;19.0;A
2019;2762;3691;212544;Número de pensionistas;455.0;A
2019;2762;3689;212544;Número de pensionistas;365.0;A
2019;2762;3690;212544;Número de pensionistas;90.0;A
2019;2763;3691;212544;Número de pensionistas;1548.0;A
2019;2763;3689;212544;Número de pensionistas;1091.0;A
2019;2763;3690;212544;Número de pensionistas;457.0;A
2019;2764;3691;212544;Número de pensionistas;27.0;A
2019;2764;3689;212544;Número de pensionistas;23.0;A
2019;2764;3690;212544;Número de pensionistas;se;A
2019;2765;3691;212544;Número de pensionistas;540.0;A
2019;2765;3689;212544;Número de pensionistas;459.0;A
2019;2765;3690;212544;Número de pensionistas;81.0;A
2019;2766;3691;212544;Número de pensionistas;399.0;A
2019;2766;3689;212544;Número de pensionistas;309.0;A
2019;2766;3690;212544;Número de pensionistas;90.0;A
2019;2767;3691;212544;Número de pensionistas;963.0;A
2019;2767;3689;212544;Número de pensionistas;723.0;A
2019;2767;3690;212544;Número de pensionistas;240.0;A
2019;2768;3691;212544;Número de pensionistas;815.0;A
2019;2768;3689;212544;Número de pensionistas;560.0;A
2019;2768;3690;212544;Número de pensionistas;255.0;A
2019;2769;3691;212544;Número de pensionistas;592.0;A
2019;2769;3689;212544;Número de pensionistas;330.0;A
2019;2769;3690;212544;Número de pensionistas;262.0;A
2019;2770;3691;212544;Número de pensionistas;156.0;A
2019;2770;3689;212544;Número de pensionistas;103.0;A
2019;2770;3690;212544;Número de pensionistas;53.0;A
2019;2771;3691;212544;Número de pensionistas;365.0;A
2019;2771;3689;212544;Número de pensionistas;273.0;A
2019;2771;3690;212544;Número de pensionistas;92.0;A
2019;2772;3691;212544;Número de pensionistas;16.0;A
2019;2772;3689;212544;Número de pensionistas;12.0;A
2019;2772;3690;212544;Número de pensionistas;se;A
2019;2773;3691;212544;Número de pensionistas;1472.0;A
2019;2773;3689;212544;Número de pensionistas;1203.0;A
2019;2773;3690;212544;Número de pensionistas;269.0;A
2019;2775;3691;212544;Número de pensionistas;823.0;A
2019;2775;3689;212544;Número de pensionistas;519.0;A
2019;2775;3690;212544;Número de pensionistas;304.0;A
2019;2776;3691;212544;Número de pensionistas;210.0;A
2019;2776;3689;212544;Número de pensionistas;147.0;A
2019;2776;3690;212544;Número de pensionistas;63.0;A
2019;2777;3691;212544;Número de pensionistas;411.0;A
2019;2777;3689;212544;Número de pensionistas;286.0;A
2019;2777;3690;212544;Número de pensionistas;125.0;A
2019;2778;3691;212544;Número de pensionistas;654.0;A
2019;2778;3689;212544;Número de pensionistas;513.0;A
2019;2778;3690;212544;Número de pensionistas;141.0;A
2019;2780;3691;212544;Número de pensionistas;94.0;A
2019;2780;3689;212544;Número de pensionistas;70.0;A
2019;2780;3690;212544;Número de pensionistas;24.0;A
2019;2779;3691;212544;Número de pensionistas;38.0;A
2019;2779;3689;212544;Número de pensionistas;24.0;A
2019;2779;3690;212544;Número de pensionistas;14.0;A
2019;2781;3691;212544;Número de pensionistas;49.0;A
2019;2781;3689;212544;Número de pensionistas;36.0;A
2019;2781;3690;212544;Número de pensionistas;13.0;A
2019;2782;3691;212544;Número de pensionistas;170.0;A
2019;2782;3689;212544;Número de pensionistas;115.0;A
2019;2782;3690;212544;Número de pensionistas;55.0;A
2019;2783;3691;212544;Número de pensionistas;219.0;A
2019;2783;3689;212544;Número de pensionistas;165.0;A
2019;2783;3690;212544;Número de pensionistas;54.0;A
2019;2784;3691;212544;Número de pensionistas;783.0;A
2019;2784;3689;212544;Número de pensionistas;577.0;A
2019;2784;3690;212544;Número de pensionistas;206.0;A
2019;2785;3691;212544;Número de pensionistas;32.0;A
2019;2785;3689;212544;Número de pensionistas;24.0;A
2019;2785;3690;212544;Número de pensionistas;8.0;A
2019;2786;3691;212544;Número de pensionistas;1462.0;A
2019;2786;3689;212544;Número de pensionistas;1087.0;A
2019;2786;3690;212544;Número de pensionistas;375.0;A
2019;2787;3691;212544;Número de pensionistas;249.0;A
2019;2787;3689;212544;Número de pensionistas;173.0;A
2019;2787;3690;212544;Número de pensionistas;76.0;A
2019;2788;3691;212544;Número de pensionistas;394.0;A
2019;2788;3689;212544;Número de pensionistas;277.0;A
2019;2788;3690;212544;Número de pensionistas;117.0;A
2019;2789;3691;212544;Número de pensionistas;68.0;A
2019;2789;3689;212544;Número de pensionistas;50.0;A
2019;2789;3690;212544;Número de pensionistas;18.0;A
2019;2790;3691;212544;Número de pensionistas;273.0;A
2019;2790;3689;212544;Número de pensionistas;191.0;A
2019;2790;3690;212544;Número de pensionistas;82.0;A
2019;2791;3691;212544;Número de pensionistas;285.0;A
2019;2791;3689;212544;Número de pensionistas;203.0;A
2019;2791;3690;212544;Número de pensionistas;82.0;A
2019;2792;3691;212544;Número de pensionistas;364.0;A
2019;2792;3689;212544;Número de pensionistas;297.0;A
2019;2792;3690;212544;Número de pensionistas;67.0;A
2019;2793;3691;212544;Número de pensionistas;118.0;A
2019;2793;3689;212544;Número de pensionistas;78.0;A
2019;2793;3690;212544;Número de pensionistas;40.0;A
2019;2911;3691;212544;Número de pensionistas;67091.0;A
2019;2911;3689;212544;Número de pensionistas;48075.0;A
2019;2911;3690;212544;Número de pensionistas;19016.0;A
2019;2798;3691;212544;Número de pensionistas;179.0;A
2019;2798;3689;212544;Número de pensionistas;128.0;A
2019;2798;3690;212544;Número de pensionistas;51.0;A
2019;2800;3691;212544;Número de pensionistas;2872.0;A
2019;2800;3689;212544;Número de pensionistas;1900.0;A
2019;2800;3690;212544;Número de pensionistas;972.0;A
2019;2801;3691;212544;Número de pensionistas;1359.0;A
2019;2801;3689;212544;Número de pensionistas;911.0;A
2019;2801;3690;212544;Número de pensionistas;448.0;A
2019;2802;3691;212544;Número de pensionistas;60.0;A
2019;2802;3689;212544;Número de pensionistas;53.0;A
2019;2802;3690;212544;Número de pensionistas;7.0;A
2019;2803;3691;212544;Número de pensionistas;3724.0;A
2019;2803;3689;212544;Número de pensionistas;2785.0;A
2019;2803;3690;212544;Número de pensionistas;939.0;A
2019;2804;3691;212544;Número de pensionistas;678.0;A
2019;2804;3689;212544;Número de pensionistas;451.0;A
2019;2804;3690;212544;Número de pensionistas;227.0;A
2019;2805;3691;212544;Número de pensionistas;450.0;A
2019;2805;3689;212544;Número de pensionistas;295.0;A
2019;2805;3690;212544;Número de pensionistas;155.0;A
2019;2806;3691;212544;Número de pensionistas;195.0;A
2019;2806;3689;212544;Número de pensionistas;142.0;A
2019;2806;3690;212544;Número de pensionistas;53.0;A
2019;2907;3691;212544;Número de pensionistas;272.0;A
2019;2907;3689;212544;Número de pensionistas;181.0;A
2019;2907;3690;212544;Número de pensionistas;91.0;A
2019;2807;3691;212544;Número de pensionistas;1361.0;A
2019;2807;3689;212544;Número de pensionistas;1067.0;A
2019;2807;3690;212544;Número de pensionistas;294.0;A
2019;2808;3691;212544;Número de pensionistas;1429.0;A
2019;2808;3689;212544;Número de pensionistas;1221.0;A
2019;2808;3690;212544;Número de pensionistas;208.0;A
2019;2809;3691;212544;Número de pensionistas;278.0;A
2019;2809;3689;212544;Número de pensionistas;241.0;A
2019;2809;3690;212544;Número de pensionistas;37.0;A
2019;2810;3691;212544;Número de pensionistas;586.0;A
2019;2810;3689;212544;Número de pensionistas;427.0;A
2019;2810;3690;212544;Número de pensionistas;159.0;A
2019;2904;3691;212544;Número de pensionistas;344.0;A
2019;2904;3689;212544;Número de pensionistas;223.0;A
2019;2904;3690;212544;Número de pensionistas;121.0;A
2019;2812;3691;212544;Número de pensionistas;304.0;A
2019;2812;3689;212544;Número de pensionistas;215.0;A
2019;2812;3690;212544;Número de pensionistas;89.0;A
2019;2813;3691;212544;Número de pensionistas;233.0;A
2019;2813;3689;212544;Número de pensionistas;152.0;A
2019;2813;3690;212544;Número de pensionistas;81.0;A
2019;2814;3691;212544;Número de pensionistas;81.0;A
2019;2814;3689;212544;Número de pensionistas;55.0;A
2019;2814;3690;212544;Número de pensionistas;26.0;A
2019;2815;3691;212544;Número de pensionistas;226.0;A
2019;2815;3689;212544;Número de pensionistas;163.0;A
2019;2815;3690;212544;Número de pensionistas;63.0;A
2019;2816;3691;212544;Número de pensionistas;372.0;A
2019;2816;3689;212544;Número de pensionistas;259.0;A
2019;2816;3690;212544;Número de pensionistas;113.0;A
2019;2817;3691;212544;Número de pensionistas;237.0;A
2019;2817;3689;212544;Número de pensionistas;149.0;A
2019;2817;3690;212544;Número de pensionistas;88.0;A
2019;2818;3691;212544;Número de pensionistas;217.0;A
2019;2818;3689;212544;Número de pensionistas;176.0;A
2019;2818;3690;212544;Número de pensionistas;41.0;A
2019;2819;3691;212544;Número de pensionistas;71.0;A
2019;2819;3689;212544;Número de pensionistas;54.0;A
2019;2819;3690;212544;Número de pensionistas;17.0;A
2019;2903;3691;212544;Número de pensionistas;174.0;A
2019;2903;3689;212544;Número de pensionistas;129.0;A
2019;2903;3690;212544;Número de pensionistas;45.0;A
2019;2822;3691;212544;Número de pensionistas;1508.0;A
2019;2822;3689;212544;Número de pensionistas;1164.0;A
2019;2822;3690;212544;Número de pensionistas;344.0;A
2019;2823;3691;212544;Número de pensionistas;310.0;A
2019;2823;3689;212544;Número de pensionistas;214.0;A
2019;2823;3690;212544;Número de pensionistas;96.0;A
2019;2825;3691;212544;Número de pensionistas;765.0;A
2019;2825;3689;212544;Número de pensionistas;469.0;A
2019;2825;3690;212544;Número de pensionistas;296.0;A
2019;2826;3691;212544;Número de pensionistas;120.0;A
2019;2826;3689;212544;Número de pensionistas;92.0;A
2019;2826;3690;212544;Número de pensionistas;28.0;A
2019;2827;3691;212544;Número de pensionistas;895.0;A
2019;2827;3689;212544;Número de pensionistas;634.0;A
2019;2827;3690;212544;Número de pensionistas;261.0;A
2019;2828;3691;212544;Número de pensionistas;142.0;A
2019;2828;3689;212544;Número de pensionistas;102.0;A
2019;2828;3690;212544;Número de pensionistas;40.0;A
2019;2829;3691;212544;Número de pensionistas;198.0;A
2019;2829;3689;212544;Número de pensionistas;129.0;A
2019;2829;3690;212544;Número de pensionistas;69.0;A
2019;2830;3691;212544;Número de pensionistas;115.0;A
2019;2830;3689;212544;Número de pensionistas;75.0;A
2019;2830;3690;212544;Número de pensionistas;40.0;A
2019;2831;3691;212544;Número de pensionistas;74.0;A
2019;2831;3689;212544;Número de pensionistas;47.0;A
2019;2831;3690;212544;Número de pensionistas;27.0;A
2019;2832;3691;212544;Número de pensionistas;297.0;A
2019;2832;3689;212544;Número de pensionistas;181.0;A
2019;2832;3690;212544;Número de pensionistas;116.0;A
2019;2833;3691;212544;Número de pensionistas;423.0;A
2019;2833;3689;212544;Número de pensionistas;255.0;A
2019;2833;3690;212544;Número de pensionistas;168.0;A
2019;2834;3691;212544;Número de pensionistas;134.0;A
2019;2834;3689;212544;Número de pensionistas;100.0;A
2019;2834;3690;212544;Número de pensionistas;34.0;A
2019;2836;3691;212544;Número de pensionistas;108.0;A
2019;2836;3689;212544;Número de pensionistas;79.0;A
2019;2836;3690;212544;Número de pensionistas;29.0;A
2019;2837;3691;212544;Número de pensionistas;321.0;A
2019;2837;3689;212544;Número de pensionistas;217.0;A
2019;2837;3690;212544;Número de pensionistas;104.0;A
2019;2838;3691;212544;Número de pensionistas;229.0;A
2019;2838;3689;212544;Número de pensionistas;196.0;A
2019;2838;3690;212544;Número de pensionistas;33.0;A
2019;2841;3691;212544;Número de pensionistas;89.0;A
2019;2841;3689;212544;Número de pensionistas;59.0;A
2019;2841;3690;212544;Número de pensionistas;30.0;A
2019;2842;3691;212544;Número de pensionistas;62.0;A
2019;2842;3689;212544;Número de pensionistas;48.0;A
2019;2842;3690;212544;Número de pensionistas;14.0;A
2019;2843;3691;212544;Número de pensionistas;75.0;A
2019;2843;3689;212544;Número de pensionistas;48.0;A
2019;2843;3690;212544;Número de pensionistas;27.0;A
2019;2844;3691;212544;Número de pensionistas;678.0;A
2019;2844;3689;212544;Número de pensionistas;520.0;A
2019;2844;3690;212544;Número de pensionistas;158.0;A
2019;2845;3691;212544;Número de pensionistas;288.0;A
2019;2845;3689;212544;Número de pensionistas;185.0;A
2019;2845;3690;212544;Número de pensionistas;103.0;A
2019;2846;3691;212544;Número de pensionistas;307.0;A
2019;2846;3689;212544;Número de pensionistas;229.0;A
2019;2846;3690;212544;Número de pensionistas;78.0;A
2019;2847;3691;212544;Número de pensionistas;213.0;A
2019;2847;3689;212544;Número de pensionistas;159.0;A
2019;2847;3690;212544;Número de pensionistas;54.0;A
2019;2848;3691;212544;Número de pensionistas;134.0;A
2019;2848;3689;212544;Número de pensionistas;95.0;A
2019;2848;3690;212544;Número de pensionistas;39.0;A
2019;2849;3691;212544;Número de pensionistas;281.0;A
2019;2849;3689;212544;Número de pensionistas;181.0;A
2019;2849;3690;212544;Número de pensionistas;100.0;A
2019;2850;3691;212544;Número de pensionistas;10669.0;A
2019;2850;3689;212544;Número de pensionistas;7260.0;A
2019;2850;3690;212544;Número de pensionistas;3409.0;A
2019;2851;3691;212544;Número de pensionistas;326.0;A
2019;2851;3689;212544;Número de pensionistas;215.0;A
2019;2851;3690;212544;Número de pensionistas;111.0;A
2019;2852;3691;212544;Número de pensionistas;148.0;A
2019;2852;3689;212544;Número de pensionistas;116.0;A
2019;2852;3690;212544;Número de pensionistas;32.0;A
2019;2853;3691;212544;Número de pensionistas;1029.0;A
2019;2853;3689;212544;Número de pensionistas;693.0;A
2019;2853;3690;212544;Número de pensionistas;336.0;A
2019;2839;3691;212544;Número de pensionistas;263.0;A
2019;2839;3689;212544;Número de pensionistas;170.0;A
2019;2839;3690;212544;Número de pensionistas;93.0;A
2019;2854;3691;212544;Número de pensionistas;72.0;A
2019;2854;3689;212544;Número de pensionistas;43.0;A
2019;2854;3690;212544;Número de pensionistas;29.0;A
2019;2855;3691;212544;Número de pensionistas;5630.0;A
2019;2855;3689;212544;Número de pensionistas;4417.0;A
2019;2855;3690;212544;Número de pensionistas;1213.0;A
2019;2856;3691;212544;Número de pensionistas;479.0;A
2019;2856;3689;212544;Número de pensionistas;283.0;A
2019;2856;3690;212544;Número de pensionistas;196.0;A
2019;2857;3691;212544;Número de pensionistas;135.0;A
2019;2857;3689;212544;Número de pensionistas;87.0;A
2019;2857;3690;212544;Número de pensionistas;48.0;A
2019;2858;3691;212544;Número de pensionistas;994.0;A
2019;2858;3689;212544;Número de pensionistas;716.0;A
2019;2858;3690;212544;Número de pensionistas;278.0;A
2019;2859;3691;212544;Número de pensionistas;908.0;A
2019;2859;3689;212544;Número de pensionistas;584.0;A
2019;2859;3690;212544;Número de pensionistas;324.0;A
2019;2860;3691;212544;Número de pensionistas;2344.0;A
2019;2860;3689;212544;Número de pensionistas;1693.0;A
2019;2860;3690;212544;Número de pensionistas;651.0;A
2019;2861;3691;212544;Número de pensionistas;718.0;A
2019;2861;3689;212544;Número de pensionistas;579.0;A
2019;2861;3690;212544;Número de pensionistas;139.0;A
2019;2862;3691;212544;Número de pensionistas;223.0;A
2019;2862;3689;212544;Número de pensionistas;153.0;A
2019;2862;3690;212544;Número de pensionistas;70.0;A
2019;2863;3691;212544;Número de pensionistas;471.0;A
2019;2863;3689;212544;Número de pensionistas;322.0;A
2019;2863;3690;212544;Número de pensionistas;149.0;A
2019;2864;3691;212544;Número de pensionistas;277.0;A
2019;2864;3689;212544;Número de pensionistas;174.0;A
2019;2864;3690;212544;Número de pensionistas;103.0;A
2019;2865;3691;212544;Número de pensionistas;231.0;A
2019;2865;3689;212544;Número de pensionistas;164.0;A
2019;2865;3690;212544;Número de pensionistas;67.0;A
2019;2866;3691;212544;Número de pensionistas;684.0;A
2019;2866;3689;212544;Número de pensionistas;459.0;A
2019;2866;3690;212544;Número de pensionistas;225.0;A
2019;2867;3691;212544;Número de pensionistas;319.0;A
2019;2867;3689;212544;Número de pensionistas;252.0;A
2019;2867;3690;212544;Número de pensionistas;67.0;A
2019;2869;3691;212544;Número de pensionistas;890.0;A
2019;2869;3689;212544;Número de pensionistas;597.0;A
2019;2869;3690;212544;Número de pensionistas;293.0;A
2019;2870;3691;212544;Número de pensionistas;603.0;A
2019;2870;3689;212544;Número de pensionistas;444.0;A
2019;2870;3690;212544;Número de pensionistas;159.0;A
2019;2871;3691;212544;Número de pensionistas;245.0;A
2019;2871;3689;212544;Número de pensionistas;186.0;A
2019;2871;3690;212544;Número de pensionistas;59.0;A
2019;2872;3691;212544;Número de pensionistas;276.0;A
2019;2872;3689;212544;Número de pensionistas;211.0;A
2019;2872;3690;212544;Número de pensionistas;65.0;A
2019;2873;3691;212544;Número de pensionistas;712.0;A
2019;2873;3689;212544;Número de pensionistas;501.0;A
2019;2873;3690;212544;Número de pensionistas;211.0;A
2019;2874;3691;212544;Número de pensionistas;363.0;A
2019;2874;3689;212544;Número de pensionistas;293.0;A
2019;2874;3690;212544;Número de pensionistas;70.0;A
2019;2875;3691;212544;Número de pensionistas;437.0;A
2019;2875;3689;212544;Número de pensionistas;373.0;A
2019;2875;3690;212544;Número de pensionistas;64.0;A
2019;2876;3691;212544;Número de pensionistas;91.0;A
2019;2876;3689;212544;Número de pensionistas;77.0;A
2019;2876;3690;212544;Número de pensionistas;14.0;A
2019;2877;3691;212544;Número de pensionistas;126.0;A
2019;2877;3689;212544;Número de pensionistas;76.0;A
2019;2877;3690;212544;Número de pensionistas;50.0;A
2019;2906;3691;212544;Número de pensionistas;497.0;A
2019;2906;3689;212544;Número de pensionistas;313.0;A
2019;2906;3690;212544;Número de pensionistas;184.0;A
2019;2879;3691;212544;Número de pensionistas;421.0;A
2019;2879;3689;212544;Número de pensionistas;309.0;A
2019;2879;3690;212544;Número de pensionistas;112.0;A
2019;2880;3691;212544;Número de pensionistas;306.0;A
2019;2880;3689;212544;Número de pensionistas;216.0;A
2019;2880;3690;212544;Número de pensionistas;90.0;A
2019;2881;3691;212544;Número de pensionistas;246.0;A
2019;2881;3689;212544;Número de pensionistas;161.0;A
2019;2881;3690;212544;Número de pensionistas;85.0;A
2019;2882;3691;212544;Número de pensionistas;315.0;A
2019;2882;3689;212544;Número de pensionistas;226.0;A
2019;2882;3690;212544;Número de pensionistas;89.0;A
2019;2884;3691;212544;Número de pensionistas;116.0;A
2019;2884;3689;212544;Número de pensionistas;75.0;A
2019;2884;3690;212544;Número de pensionistas;41.0;A
2019;2885;3691;212544;Número de pensionistas;363.0;A
2019;2885;3689;212544;Número de pensionistas;234.0;A
2019;2885;3690;212544;Número de pensionistas;129.0;A
2019;2887;3691;212544;Número de pensionistas;1408.0;A
2019;2887;3689;212544;Número de pensionistas;982.0;A
2019;2887;3690;212544;Número de pensionistas;426.0;A
2019;2888;3691;212544;Número de pensionistas;1436.0;A
2019;2888;3689;212544;Número de pensionistas;1082.0;A
2019;2888;3690;212544;Número de pensionistas;354.0;A
2019;2889;3691;212544;Número de pensionistas;798.0;A
2019;2889;3689;212544;Número de pensionistas;649.0;A
2019;2889;3690;212544;Número de pensionistas;149.0;A
2019;2891;3691;212544;Número de pensionistas;179.0;A
2019;2891;3689;212544;Número de pensionistas;148.0;A
2019;2891;3690;212544;Número de pensionistas;31.0;A
2019;2892;3691;212544;Número de pensionistas;83.0;A
2019;2892;3689;212544;Número de pensionistas;58.0;A
2019;2892;3690;212544;Número de pensionistas;25.0;A
2019;2893;3691;212544;Número de pensionistas;3162.0;A
2019;2893;3689;212544;Número de pensionistas;2414.0;A
2019;2893;3690;212544;Número de pensionistas;748.0;A
2019;2894;3691;212544;Número de pensionistas;517.0;A
2019;2894;3689;212544;Número de pensionistas;344.0;A
2019;2894;3690;212544;Número de pensionistas;173.0;A
2019;2895;3691;212544;Número de pensionistas;503.0;A
2019;2895;3689;212544;Número de pensionistas;416.0;A
2019;2895;3690;212544;Número de pensionistas;87.0;A
2019;2896;3691;212544;Número de pensionistas;1118.0;A
2019;2896;3689;212544;Número de pensionistas;755.0;A
2019;2896;3690;212544;Número de pensionistas;363.0;A
2019;2897;3691;212544;Número de pensionistas;301.0;A
2019;2897;3689;212544;Número de pensionistas;220.0;A
2019;2897;3690;212544;Número de pensionistas;81.0;A
2019;2898;3691;212544;Número de pensionistas;833.0;A
2019;2898;3689;212544;Número de pensionistas;569.0;A
2019;2898;3690;212544;Número de pensionistas;264.0;A
2019;2899;3691;212544;Número de pensionistas;147.0;A
2019;2899;3689;212544;Número de pensionistas;104.0;A
2019;2899;3690;212544;Número de pensionistas;43.0;A
2019;2900;3691;212544;Número de pensionistas;646.0;A
2019;2900;3689;212544;Número de pensionistas;429.0;A
2019;2900;3690;212544;Número de pensionistas;217.0;A
2019;2902;3691;212544;Número de pensionistas;83.0;A
2019;2902;3689;212544;Número de pensionistas;59.0;A
2019;2902;3690;212544;Número de pensionistas;24.0;A
2019;2905;3691;212544;Número de pensionistas;482.0;A
2019;2905;3689;212544;Número de pensionistas;319.0;A
2019;2905;3690;212544;Número de pensionistas;163.0;A
2019;3023;3691;212544;Número de pensionistas;137889.0;A
2019;3023;3689;212544;Número de pensionistas;95575.0;A
2019;3023;3690;212544;Número de pensionistas;42314.0;A
2019;2912;3691;212544;Número de pensionistas;566.0;A
2019;2912;3689;212544;Número de pensionistas;338.0;A
2019;2912;3690;212544;Número de pensionistas;228.0;A
2019;2913;3691;212544;Número de pensionistas;226.0;A
2019;2913;3689;212544;Número de pensionistas;150.0;A
2019;2913;3690;212544;Número de pensionistas;76.0;A
2019;2914;3691;212544;Número de pensionistas;186.0;A
2019;2914;3689;212544;Número de pensionistas;120.0;A
2019;2914;3690;212544;Número de pensionistas;66.0;A
2019;2915;3691;212544;Número de pensionistas;54.0;A
2019;2915;3689;212544;Número de pensionistas;38.0;A
2019;2915;3690;212544;Número de pensionistas;16.0;A
2019;2916;3691;212544;Número de pensionistas;651.0;A
2019;2916;3689;212544;Número de pensionistas;432.0;A
2019;2916;3690;212544;Número de pensionistas;219.0;A
2019;2917;3691;212544;Número de pensionistas;109.0;A
2019;2917;3689;212544;Número de pensionistas;91.0;A
2019;2917;3690;212544;Número de pensionistas;18.0;A
2019;2918;3691;212544;Número de pensionistas;2797.0;A
2019;2918;3689;212544;Número de pensionistas;2091.0;A
2019;2918;3690;212544;Número de pensionistas;706.0;A
2019;2919;3691;212544;Número de pensionistas;1537.0;A
2019;2919;3689;212544;Número de pensionistas;1214.0;A
2019;2919;3690;212544;Número de pensionistas;323.0;A
2019;2920;3691;212544;Número de pensionistas;274.0;A
2019;2920;3689;212544;Número de pensionistas;166.0;A
2019;2920;3690;212544;Número de pensionistas;108.0;A
2019;2921;3691;212544;Número de pensionistas;266.0;A
2019;2921;3689;212544;Número de pensionistas;176.0;A
2019;2921;3690;212544;Número de pensionistas;90.0;A
2019;2922;3691;212544;Número de pensionistas;369.0;A
2019;2922;3689;212544;Número de pensionistas;299.0;A
2019;2922;3690;212544;Número de pensionistas;70.0;A
2019;2923;3691;212544;Número de pensionistas;1287.0;A
2019;2923;3689;212544;Número de pensionistas;936.0;A
2019;2923;3690;212544;Número de pensionistas;351.0;A
2019;2924;3691;212544;Número de pensionistas;240.0;A
2019;2924;3689;212544;Número de pensionistas;181.0;A
2019;2924;3690;212544;Número de pensionistas;59.0;A
2019;2925;3691;212544;Número de pensionistas;42.0;A
2019;2925;3689;212544;Número de pensionistas;30.0;A
2019;2925;3690;212544;Número de pensionistas;12.0;A
2019;2926;3691;212544;Número de pensionistas;4004.0;A
2019;2926;3689;212544;Número de pensionistas;2750.0;A
2019;2926;3690;212544;Número de pensionistas;1254.0;A
2019;2927;3691;212544;Número de pensionistas;29.0;A
2019;2927;3689;212544;Número de pensionistas;19.0;A
2019;2927;3690;212544;Número de pensionistas;10.0;A
2019;2928;3691;212544;Número de pensionistas;944.0;A
2019;2928;3689;212544;Número de pensionistas;582.0;A
2019;2928;3690;212544;Número de pensionistas;362.0;A
2019;2929;3691;212544;Número de pensionistas;293.0;A
2019;2929;3689;212544;Número de pensionistas;188.0;A
2019;2929;3690;212544;Número de pensionistas;105.0;A
2019;2930;3691;212544;Número de pensionistas;171.0;A
2019;2930;3689;212544;Número de pensionistas;104.0;A
2019;2930;3690;212544;Número de pensionistas;67.0;A
2019;2931;3691;212544;Número de pensionistas;469.0;A
2019;2931;3689;212544;Número de pensionistas;306.0;A
2019;2931;3690;212544;Número de pensionistas;163.0;A
2019;2932;3691;212544;Número de pensionistas;18.0;A
2019;2932;3689;212544;Número de pensionistas;16.0;A
2019;2932;3690;212544;Número de pensionistas;se;A
2019;2933;3691;212544;Número de pensionistas;22.0;A
2019;2933;3689;212544;Número de pensionistas;17.0;A
2019;2933;3690;212544;Número de pensionistas;5.0;A
2019;2934;3691;212544;Número de pensionistas;225.0;A
2019;2934;3689;212544;Número de pensionistas;165.0;A
2019;2934;3690;212544;Número de pensionistas;60.0;A
2019;2935;3691;212544;Número de pensionistas;57.0;A
2019;2935;3689;212544;Número de pensionistas;50.0;A
2019;2935;3690;212544;Número de pensionistas;7.0;A
2019;2936;3691;212544;Número de pensionistas;4592.0;A
2019;2936;3689;212544;Número de pensionistas;3129.0;A
2019;2936;3690;212544;Número de pensionistas;1463.0;A
2019;2937;3691;212544;Número de pensionistas;167.0;A
2019;2937;3689;212544;Número de pensionistas;100.0;A
