D_TEMPORAL_0;D_TERRITORIO_0;D_CLASEDEPENSION_0;INDICATOR;OBS_VALUE;FREQ
2019;2637;5692;Número de pensiones;135.0;A
2019;2637;5693;Número de pensiones;58.0;A
2019;2637;275092;Número de pensiones;14.0;A
2019;2639;5691;Número de pensiones;261.0;A
2019;2639;5692;Número de pensiones;1131.0;A
2019;2639;5693;Número de pensiones;440.0;A
2019;2639;275092;Número de pensiones;94.0;A
2019;2640;5691;Número de pensiones;8.0;A
2019;2640;5692;Número de pensiones;39.0;A
2019;2640;5693;Número de pensiones;17.0;A
2019;2640;275092;Número de pensiones;se;A
2019;2641;5691;Número de pensiones;58.0;A
2019;2641;5692;Número de pensiones;257.0;A
2019;2641;5693;Número de pensiones;96.0;A
2019;2641;275092;Número de pensiones;25.0;A
2019;2642;5691;Número de pensiones;300.0;A
2019;2642;5692;Número de pensiones;1119.0;A
2019;2642;5693;Número de pensiones;408.0;A
2019;2642;275092;Número de pensiones;93.0;A
2019;2643;5691;Número de pensiones;41.0;A
2019;2643;5692;Número de pensiones;174.0;A
2019;2643;5693;Número de pensiones;90.0;A
2019;2643;275092;Número de pensiones;16.0;A
2019;2705;5691;Número de pensiones;31.0;A
2019;2705;5692;Número de pensiones;169.0;A
2019;2705;5693;Número de pensiones;65.0;A
2019;2705;275092;Número de pensiones;17.0;A
2019;2646;5691;Número de pensiones;48.0;A
2019;2646;5692;Número de pensiones;132.0;A
2019;2646;5693;Número de pensiones;49.0;A
2019;2646;275092;Número de pensiones;12.0;A
2019;2647;5691;Número de pensiones;428.0;A
2019;2647;5692;Número de pensiones;1713.0;A
2019;2647;5693;Número de pensiones;713.0;A
2019;2647;275092;Número de pensiones;158.0;A
2019;2648;5691;Número de pensiones;48.0;A
2019;2648;5692;Número de pensiones;220.0;A
2019;2648;5693;Número de pensiones;88.0;A
2019;2648;275092;Número de pensiones;13.0;A
2019;2650;5691;Número de pensiones;12.0;A
2019;2650;5692;Número de pensiones;58.0;A
2019;2650;5693;Número de pensiones;25.0;A
2019;2650;275092;Número de pensiones;se;A
2019;2651;5691;Número de pensiones;44.0;A
2019;2651;5692;Número de pensiones;184.0;A
2019;2651;5693;Número de pensiones;72.0;A
2019;2651;275092;Número de pensiones;9.0;A
2019;2652;5691;Número de pensiones;12.0;A
2019;2652;5692;Número de pensiones;47.0;A
2019;2652;5693;Número de pensiones;30.0;A
2019;2652;275092;Número de pensiones;6.0;A
2019;2653;5691;Número de pensiones;42.0;A
2019;2653;5692;Número de pensiones;370.0;A
2019;2653;5693;Número de pensiones;161.0;A
2019;2653;275092;Número de pensiones;32.0;A
2019;2654;5691;Número de pensiones;176.0;A
2019;2654;5692;Número de pensiones;484.0;A
2019;2654;5693;Número de pensiones;166.0;A
2019;2654;275092;Número de pensiones;48.0;A
2019;2656;5691;Número de pensiones;83.0;A
2019;2656;5692;Número de pensiones;343.0;A
2019;2656;5693;Número de pensiones;149.0;A
2019;2656;275092;Número de pensiones;30.0;A
2019;2657;5691;Número de pensiones;26.0;A
2019;2657;5692;Número de pensiones;175.0;A
2019;2657;5693;Número de pensiones;58.0;A
2019;2657;275092;Número de pensiones;7.0;A
2019;2659;5691;Número de pensiones;10.0;A
2019;2659;5692;Número de pensiones;49.0;A
2019;2659;5693;Número de pensiones;26.0;A
2019;2659;275092;Número de pensiones;;A
2019;2660;5691;Número de pensiones;80.0;A
2019;2660;5692;Número de pensiones;485.0;A
2019;2660;5693;Número de pensiones;189.0;A
2019;2660;275092;Número de pensiones;28.0;A
2019;2662;5691;Número de pensiones;290.0;A
2019;2662;5692;Número de pensiones;1280.0;A
2019;2662;5693;Número de pensiones;634.0;A
2019;2662;275092;Número de pensiones;131.0;A
2019;2663;5691;Número de pensiones;7.0;A
2019;2663;5692;Número de pensiones;95.0;A
2019;2663;5693;Número de pensiones;34.0;A
2019;2663;275092;Número de pensiones;se;A
2019;2664;5691;Número de pensiones;389.0;A
2019;2664;5692;Número de pensiones;1847.0;A
2019;2664;5693;Número de pensiones;715.0;A
2019;2664;275092;Número de pensiones;174.0;A
2019;2665;5691;Número de pensiones;7.0;A
2019;2665;5692;Número de pensiones;54.0;A
2019;2665;5693;Número de pensiones;22.0;A
2019;2665;275092;Número de pensiones;5.0;A
2019;2666;5691;Número de pensiones;21.0;A
2019;2666;5692;Número de pensiones;73.0;A
2019;2666;5693;Número de pensiones;33.0;A
2019;2666;275092;Número de pensiones;8.0;A
2019;2696;5691;Número de pensiones;9.0;A
2019;2696;5692;Número de pensiones;129.0;A
2019;2696;5693;Número de pensiones;48.0;A
2019;2696;275092;Número de pensiones;6.0;A
2019;2667;5691;Número de pensiones;29.0;A
2019;2667;5692;Número de pensiones;212.0;A
2019;2667;5693;Número de pensiones;71.0;A
2019;2667;275092;Número de pensiones;7.0;A
2019;2668;5691;Número de pensiones;22.0;A
2019;2668;5692;Número de pensiones;146.0;A
2019;2668;5693;Número de pensiones;55.0;A
2019;2668;275092;Número de pensiones;9.0;A
2019;2669;5691;Número de pensiones;20.0;A
2019;2669;5692;Número de pensiones;138.0;A
2019;2669;5693;Número de pensiones;53.0;A
2019;2669;275092;Número de pensiones;11.0;A
2019;2670;5691;Número de pensiones;8.0;A
2019;2670;5692;Número de pensiones;57.0;A
2019;2670;5693;Número de pensiones;15.0;A
2019;2670;275092;Número de pensiones;se;A
2019;2671;5691;Número de pensiones;57.0;A
2019;2671;5692;Número de pensiones;412.0;A
2019;2671;5693;Número de pensiones;176.0;A
2019;2671;275092;Número de pensiones;25.0;A
2019;2709;5691;Número de pensiones;89.0;A
2019;2709;5692;Número de pensiones;364.0;A
2019;2709;5693;Número de pensiones;112.0;A
2019;2709;275092;Número de pensiones;16.0;A
2019;2697;5691;Número de pensiones;27.0;A
2019;2697;5692;Número de pensiones;257.0;A
2019;2697;5693;Número de pensiones;107.0;A
2019;2697;275092;Número de pensiones;8.0;A
2019;2702;5691;Número de pensiones;60.0;A
2019;2702;5692;Número de pensiones;401.0;A
2019;2702;5693;Número de pensiones;177.0;A
2019;2702;275092;Número de pensiones;31.0;A
2019;2672;5691;Número de pensiones;15.0;A
2019;2672;5692;Número de pensiones;145.0;A
2019;2672;5693;Número de pensiones;69.0;A
2019;2672;275092;Número de pensiones;9.0;A
2019;2706;5691;Número de pensiones;211.0;A
2019;2706;5692;Número de pensiones;685.0;A
2019;2706;5693;Número de pensiones;285.0;A
2019;2706;275092;Número de pensiones;81.0;A
2019;2673;5691;Número de pensiones;97.0;A
2019;2673;5692;Número de pensiones;323.0;A
2019;2673;5693;Número de pensiones;147.0;A
2019;2673;275092;Número de pensiones;41.0;A
2019;2674;5691;Número de pensiones;25.0;A
2019;2674;5692;Número de pensiones;86.0;A
2019;2674;5693;Número de pensiones;29.0;A
2019;2674;275092;Número de pensiones;se;A
2019;2638;5691;Número de pensiones;163.0;A
2019;2638;5692;Número de pensiones;689.0;A
2019;2638;5693;Número de pensiones;226.0;A
2019;2638;275092;Número de pensiones;53.0;A
2019;2703;5691;Número de pensiones;27.0;A
2019;2703;5692;Número de pensiones;145.0;A
2019;2703;5693;Número de pensiones;69.0;A
2019;2703;275092;Número de pensiones;10.0;A
2019;2676;5691;Número de pensiones;16.0;A
2019;2676;5692;Número de pensiones;132.0;A
2019;2676;5693;Número de pensiones;47.0;A
2019;2676;275092;Número de pensiones;6.0;A
2019;2677;5691;Número de pensiones;62.0;A
2019;2677;5692;Número de pensiones;342.0;A
2019;2677;5693;Número de pensiones;137.0;A
2019;2677;275092;Número de pensiones;12.0;A
2019;2678;5691;Número de pensiones;19.0;A
2019;2678;5692;Número de pensiones;110.0;A
2019;2678;5693;Número de pensiones;48.0;A
2019;2678;275092;Número de pensiones;15.0;A
2019;2681;5691;Número de pensiones;37.0;A
2019;2681;5692;Número de pensiones;356.0;A
2019;2681;5693;Número de pensiones;133.0;A
2019;2681;275092;Número de pensiones;19.0;A
2019;2708;5691;Número de pensiones;34.0;A
2019;2708;5692;Número de pensiones;175.0;A
2019;2708;5693;Número de pensiones;62.0;A
2019;2708;275092;Número de pensiones;se;A
2019;2682;5691;Número de pensiones;445.0;A
2019;2682;5692;Número de pensiones;1799.0;A
2019;2682;5693;Número de pensiones;648.0;A
2019;2682;275092;Número de pensiones;156.0;A
2019;2683;5691;Número de pensiones;83.0;A
2019;2683;5692;Número de pensiones;445.0;A
2019;2683;5693;Número de pensiones;196.0;A
2019;2683;275092;Número de pensiones;23.0;A
2019;2797;5691;Número de pensiones;11450.0;A
2019;2797;5692;Número de pensiones;56691.0;A
2019;2797;5693;Número de pensiones;25065.0;A
2019;2797;275092;Número de pensiones;5011.0;A
2019;2714;5691;Número de pensiones;13.0;A
2019;2714;5692;Número de pensiones;90.0;A
2019;2714;5693;Número de pensiones;46.0;A
2019;2714;275092;Número de pensiones;8.0;A
2019;2715;5691;Número de pensiones;385.0;A
2019;2715;5692;Número de pensiones;1535.0;A
2019;2715;5693;Número de pensiones;575.0;A
2019;2715;275092;Número de pensiones;140.0;A
2019;2716;5691;Número de pensiones;19.0;A
2019;2716;5692;Número de pensiones;134.0;A
2019;2716;5693;Número de pensiones;55.0;A
2019;2716;275092;Número de pensiones;9.0;A
2019;2717;5691;Número de pensiones;37.0;A
2019;2717;5692;Número de pensiones;261.0;A
2019;2717;5693;Número de pensiones;124.0;A
2019;2717;275092;Número de pensiones;13.0;A
2019;2718;5691;Número de pensiones;694.0;A
2019;2718;5692;Número de pensiones;2256.0;A
2019;2718;5693;Número de pensiones;914.0;A
2019;2718;275092;Número de pensiones;214.0;A
2019;2719;5691;Número de pensiones;109.0;A
2019;2719;5692;Número de pensiones;565.0;A
2019;2719;5693;Número de pensiones;333.0;A
2019;2719;275092;Número de pensiones;55.0;A
2019;2720;5691;Número de pensiones;156.0;A
2019;2720;5692;Número de pensiones;871.0;A
2019;2720;5693;Número de pensiones;402.0;A
2019;2720;275092;Número de pensiones;70.0;A
2019;2721;5691;Número de pensiones;71.0;A
2019;2721;5692;Número de pensiones;448.0;A
2019;2721;5693;Número de pensiones;242.0;A
2019;2721;275092;Número de pensiones;41.0;A
2019;2722;5691;Número de pensiones;16.0;A
2019;2722;5692;Número de pensiones;141.0;A
2019;2722;5693;Número de pensiones;69.0;A
2019;2722;275092;Número de pensiones;8.0;A
2019;2723;5691;Número de pensiones;428.0;A
2019;2723;5692;Número de pensiones;2025.0;A
2019;2723;5693;Número de pensiones;929.0;A
2019;2723;275092;Número de pensiones;194.0;A
2019;2724;5691;Número de pensiones;153.0;A
2019;2724;5692;Número de pensiones;803.0;A
2019;2724;5693;Número de pensiones;270.0;A
2019;2724;275092;Número de pensiones;56.0;A
2019;2725;5691;Número de pensiones;se;A
2019;2725;5692;Número de pensiones;53.0;A
2019;2725;5693;Número de pensiones;29.0;A
2019;2725;275092;Número de pensiones;se;A
2019;2726;5691;Número de pensiones;363.0;A
2019;2726;5692;Número de pensiones;1975.0;A
2019;2726;5693;Número de pensiones;709.0;A
2019;2726;275092;Número de pensiones;103.0;A
2019;2727;5691;Número de pensiones;109.0;A
2019;2727;5692;Número de pensiones;644.0;A
2019;2727;5693;Número de pensiones;301.0;A
2019;2727;275092;Número de pensiones;58.0;A
2019;2728;5691;Número de pensiones;35.0;A
2019;2728;5692;Número de pensiones;109.0;A
2019;2728;5693;Número de pensiones;59.0;A
2019;2728;275092;Número de pensiones;9.0;A
2019;2729;5691;Número de pensiones;29.0;A
2019;2729;5692;Número de pensiones;148.0;A
2019;2729;5693;Número de pensiones;100.0;A
2019;2729;275092;Número de pensiones;7.0;A
2019;2730;5691;Número de pensiones;104.0;A
2019;2730;5692;Número de pensiones;543.0;A
2019;2730;5693;Número de pensiones;322.0;A
2019;2730;275092;Número de pensiones;39.0;A
2019;2731;5691;Número de pensiones;57.0;A
2019;2731;5692;Número de pensiones;257.0;A
2019;2731;5693;Número de pensiones;160.0;A
2019;2731;275092;Número de pensiones;34.0;A
2019;2732;5691;Número de pensiones;15.0;A
2019;2732;5692;Número de pensiones;107.0;A
2019;2732;5693;Número de pensiones;45.0;A
2019;2732;275092;Número de pensiones;11.0;A
2019;2733;5691;Número de pensiones;12.0;A
2019;2733;5692;Número de pensiones;77.0;A
2019;2733;5693;Número de pensiones;35.0;A
2019;2733;275092;Número de pensiones;14.0;A
2019;2734;5691;Número de pensiones;370.0;A
2019;2734;5692;Número de pensiones;1647.0;A
2019;2734;5693;Número de pensiones;653.0;A
2019;2734;275092;Número de pensiones;142.0;A
2019;2735;5691;Número de pensiones;8.0;A
2019;2735;5692;Número de pensiones;24.0;A
2019;2735;5693;Número de pensiones;11.0;A
2019;2735;275092;Número de pensiones;se;A
2019;2736;5691;Número de pensiones;60.0;A
2019;2736;5692;Número de pensiones;333.0;A
2019;2736;5693;Número de pensiones;172.0;A
2019;2736;275092;Número de pensiones;33.0;A
2019;2743;5691;Número de pensiones;84.0;A
2019;2743;5692;Número de pensiones;326.0;A
2019;2743;5693;Número de pensiones;131.0;A
2019;2743;275092;Número de pensiones;41.0;A
2019;2737;5691;Número de pensiones;20.0;A
2019;2737;5692;Número de pensiones;83.0;A
2019;2737;5693;Número de pensiones;47.0;A
2019;2737;275092;Número de pensiones;5.0;A
2019;2738;5691;Número de pensiones;114.0;A
2019;2738;5692;Número de pensiones;574.0;A
2019;2738;5693;Número de pensiones;299.0;A
2019;2738;275092;Número de pensiones;59.0;A
2019;2739;5691;Número de pensiones;6.0;A
2019;2739;5692;Número de pensiones;35.0;A
2019;2739;5693;Número de pensiones;27.0;A
2019;2739;275092;Número de pensiones;5.0;A
2019;2740;5691;Número de pensiones;5.0;A
2019;2740;5692;Número de pensiones;9.0;A
2019;2740;5693;Número de pensiones;se;A
2019;2740;275092;Número de pensiones;;A
2019;2741;5691;Número de pensiones;8.0;A
2019;2741;5692;Número de pensiones;65.0;A
2019;2741;5693;Número de pensiones;48.0;A
2019;2741;275092;Número de pensiones;9.0;A
2019;2742;5691;Número de pensiones;58.0;A
2019;2742;5692;Número de pensiones;233.0;A
2019;2742;5693;Número de pensiones;133.0;A
2019;2742;275092;Número de pensiones;19.0;A
2019;2744;5691;Número de pensiones;28.0;A
2019;2744;5692;Número de pensiones;203.0;A
2019;2744;5693;Número de pensiones;120.0;A
2019;2744;275092;Número de pensiones;23.0;A
2019;2745;5691;Número de pensiones;73.0;A
2019;2745;5692;Número de pensiones;347.0;A
2019;2745;5693;Número de pensiones;137.0;A
2019;2745;275092;Número de pensiones;28.0;A
2019;2746;5691;Número de pensiones;13.0;A
2019;2746;5692;Número de pensiones;88.0;A
2019;2746;5693;Número de pensiones;33.0;A
2019;2746;275092;Número de pensiones;9.0;A
2019;2747;5691;Número de pensiones;28.0;A
2019;2747;5692;Número de pensiones;181.0;A
2019;2747;5693;Número de pensiones;98.0;A
2019;2747;275092;Número de pensiones;19.0;A
2019;2748;5691;Número de pensiones;304.0;A
2019;2748;5692;Número de pensiones;1186.0;A
2019;2748;5693;Número de pensiones;565.0;A
2019;2748;275092;Número de pensiones;143.0;A
2019;2749;5691;Número de pensiones;12.0;A
2019;2749;5692;Número de pensiones;31.0;A
2019;2749;5693;Número de pensiones;16.0;A
2019;2749;275092;Número de pensiones;se;A
2019;2750;5691;Número de pensiones;18.0;A
2019;2750;5692;Número de pensiones;96.0;A
2019;2750;5693;Número de pensiones;36.0;A
2019;2750;275092;Número de pensiones;9.0;A
2019;2751;5691;Número de pensiones;37.0;A
2019;2751;5692;Número de pensiones;170.0;A
2019;2751;5693;Número de pensiones;79.0;A
2019;2751;275092;Número de pensiones;13.0;A
2019;2752;5691;Número de pensiones;13.0;A
2019;2752;5692;Número de pensiones;68.0;A
2019;2752;5693;Número de pensiones;26.0;A
2019;2752;275092;Número de pensiones;se;A
2019;2753;5691;Número de pensiones;149.0;A
2019;2753;5692;Número de pensiones;609.0;A
2019;2753;5693;Número de pensiones;215.0;A
2019;2753;275092;Número de pensiones;32.0;A
2019;2754;5691;Número de pensiones;2478.0;A
2019;2754;5692;Número de pensiones;15551.0;A
2019;2754;5693;Número de pensiones;7176.0;A
2019;2754;275092;Número de pensiones;1471.0;A
2019;2755;5691;Número de pensiones;566.0;A
2019;2755;5692;Número de pensiones;2043.0;A
2019;2755;5693;Número de pensiones;897.0;A
2019;2755;275092;Número de pensiones;195.0;A
2019;2756;5691;Número de pensiones;55.0;A
2019;2756;5692;Número de pensiones;295.0;A
2019;2756;5693;Número de pensiones;126.0;A
2019;2756;275092;Número de pensiones;27.0;A
2019;2757;5691;Número de pensiones;554.0;A
2019;2757;5692;Número de pensiones;2253.0;A
2019;2757;5693;Número de pensiones;973.0;A
2019;2757;275092;Número de pensiones;204.0;A
2019;2758;5691;Número de pensiones;se;A
2019;2758;5692;Número de pensiones;33.0;A
2019;2758;5693;Número de pensiones;19.0;A
2019;2758;275092;Número de pensiones;se;A
2019;2759;5691;Número de pensiones;94.0;A
2019;2759;5692;Número de pensiones;357.0;A
2019;2759;5693;Número de pensiones;131.0;A
2019;2759;275092;Número de pensiones;24.0;A
2019;2760;5691;Número de pensiones;113.0;A
2019;2760;5692;Número de pensiones;428.0;A
2019;2760;5693;Número de pensiones;158.0;A
2019;2760;275092;Número de pensiones;25.0;A
2019;2761;5691;Número de pensiones;19.0;A
2019;2761;5692;Número de pensiones;61.0;A
2019;2761;5693;Número de pensiones;20.0;A
2019;2761;275092;Número de pensiones;se;A
2019;2762;5691;Número de pensiones;109.0;A
2019;2762;5692;Número de pensiones;501.0;A
2019;2762;5693;Número de pensiones;265.0;A
2019;2762;275092;Número de pensiones;30.0;A
2019;2763;5691;Número de pensiones;448.0;A
2019;2763;5692;Número de pensiones;1819.0;A
2019;2763;5693;Número de pensiones;699.0;A
2019;2763;275092;Número de pensiones;170.0;A
2019;2764;5691;Número de pensiones;6.0;A
2019;2764;5692;Número de pensiones;31.0;A
2019;2764;5693;Número de pensiones;24.0;A
2019;2764;275092;Número de pensiones;7.0;A
2019;2765;5691;Número de pensiones;182.0;A
2019;2765;5692;Número de pensiones;619.0;A
2019;2765;5693;Número de pensiones;433.0;A
2019;2765;275092;Número de pensiones;98.0;A
2019;2766;5691;Número de pensiones;112.0;A
2019;2766;5692;Número de pensiones;436.0;A
2019;2766;5693;Número de pensiones;195.0;A
2019;2766;275092;Número de pensiones;47.0;A
2019;2767;5691;Número de pensiones;190.0;A
2019;2767;5692;Número de pensiones;1097.0;A
2019;2767;5693;Número de pensiones;514.0;A
2019;2767;275092;Número de pensiones;129.0;A
2019;2768;5691;Número de pensiones;209.0;A
2019;2768;5692;Número de pensiones;974.0;A
2019;2768;5693;Número de pensiones;359.0;A
2019;2768;275092;Número de pensiones;83.0;A
2019;2769;5691;Número de pensiones;129.0;A
2019;2769;5692;Número de pensiones;734.0;A
2019;2769;5693;Número de pensiones;223.0;A
2019;2769;275092;Número de pensiones;30.0;A
2019;2770;5691;Número de pensiones;34.0;A
2019;2770;5692;Número de pensiones;191.0;A
2019;2770;5693;Número de pensiones;73.0;A
2019;2770;275092;Número de pensiones;16.0;A
2019;2771;5691;Número de pensiones;76.0;A
2019;2771;5692;Número de pensiones;422.0;A
2019;2771;5693;Número de pensiones;208.0;A
2019;2771;275092;Número de pensiones;23.0;A
2019;2772;5691;Número de pensiones;9.0;A
2019;2772;5692;Número de pensiones;19.0;A
2019;2772;5693;Número de pensiones;19.0;A
2019;2772;275092;Número de pensiones;7.0;A
2019;2773;5691;Número de pensiones;294.0;A
2019;2773;5692;Número de pensiones;1590.0;A
2019;2773;5693;Número de pensiones;631.0;A
2019;2773;275092;Número de pensiones;131.0;A
2019;2775;5691;Número de pensiones;221.0;A
2019;2775;5692;Número de pensiones;1022.0;A
2019;2775;5693;Número de pensiones;355.0;A
2019;2775;275092;Número de pensiones;67.0;A
2019;2776;5691;Número de pensiones;47.0;A
2019;2776;5692;Número de pensiones;254.0;A
2019;2776;5693;Número de pensiones;117.0;A
2019;2776;275092;Número de pensiones;22.0;A
2019;2777;5691;Número de pensiones;87.0;A
2019;2777;5692;Número de pensiones;491.0;A
2019;2777;5693;Número de pensiones;170.0;A
2019;2777;275092;Número de pensiones;31.0;A
2019;2778;5691;Número de pensiones;229.0;A
2019;2778;5692;Número de pensiones;753.0;A
2019;2778;5693;Número de pensiones;351.0;A
2019;2778;275092;Número de pensiones;89.0;A
2019;2780;5691;Número de pensiones;13.0;A
2019;2780;5692;Número de pensiones;107.0;A
2019;2780;5693;Número de pensiones;38.0;A
2019;2780;275092;Número de pensiones;10.0;A
2019;2779;5691;Número de pensiones;7.0;A
2019;2779;5692;Número de pensiones;46.0;A
2019;2779;5693;Número de pensiones;23.0;A
2019;2779;275092;Número de pensiones;se;A
2019;2781;5691;Número de pensiones;10.0;A
2019;2781;5692;Número de pensiones;67.0;A
2019;2781;5693;Número de pensiones;38.0;A
2019;2781;275092;Número de pensiones;8.0;A
2019;2782;5691;Número de pensiones;30.0;A
2019;2782;5692;Número de pensiones;203.0;A
2019;2782;5693;Número de pensiones;82.0;A
2019;2782;275092;Número de pensiones;18.0;A
2019;2783;5691;Número de pensiones;52.0;A
2019;2783;5692;Número de pensiones;245.0;A
2019;2783;5693;Número de pensiones;125.0;A
2019;2783;275092;Número de pensiones;16.0;A
2019;2784;5691;Número de pensiones;217.0;A
2019;2784;5692;Número de pensiones;947.0;A
2019;2784;5693;Número de pensiones;435.0;A
2019;2784;275092;Número de pensiones;70.0;A
2019;2785;5691;Número de pensiones;14.0;A
2019;2785;5692;Número de pensiones;35.0;A
2019;2785;5693;Número de pensiones;17.0;A
2019;2785;275092;Número de pensiones;se;A
2019;2786;5691;Número de pensiones;269.0;A
2019;2786;5692;Número de pensiones;1665.0;A
2019;2786;5693;Número de pensiones;679.0;A
2019;2786;275092;Número de pensiones;124.0;A
2019;2787;5691;Número de pensiones;59.0;A
2019;2787;5692;Número de pensiones;296.0;A
2019;2787;5693;Número de pensiones;129.0;A
2019;2787;275092;Número de pensiones;21.0;A
2019;2788;5691;Número de pensiones;65.0;A
2019;2788;5692;Número de pensiones;462.0;A
2019;2788;5693;Número de pensiones;193.0;A
2019;2788;275092;Número de pensiones;51.0;A
2019;2789;5691;Número de pensiones;15.0;A
2019;2789;5692;Número de pensiones;77.0;A
2019;2789;5693;Número de pensiones;30.0;A
2019;2789;275092;Número de pensiones;;A
2019;2790;5691;Número de pensiones;56.0;A
2019;2790;5692;Número de pensiones;336.0;A
2019;2790;5693;Número de pensiones;168.0;A
2019;2790;275092;Número de pensiones;15.0;A
2019;2791;5691;Número de pensiones;64.0;A
2019;2791;5692;Número de pensiones;328.0;A
2019;2791;5693;Número de pensiones;117.0;A
2019;2791;275092;Número de pensiones;17.0;A
2019;2792;5691;Número de pensiones;86.0;A
2019;2792;5692;Número de pensiones;395.0;A
2019;2792;5693;Número de pensiones;227.0;A
2019;2792;275092;Número de pensiones;34.0;A
2019;2793;5691;Número de pensiones;12.0;A
2019;2793;5692;Número de pensiones;158.0;A
2019;2793;5693;Número de pensiones;59.0;A
2019;2793;275092;Número de pensiones;7.0;A
2019;2911;5691;Número de pensiones;21061.0;A
2019;2911;5692;Número de pensiones;77488.0;A
2019;2911;5693;Número de pensiones;36684.0;A
2019;2911;275092;Número de pensiones;6523.0;A
2019;2798;5691;Número de pensiones;32.0;A
2019;2798;5692;Número de pensiones;220.0;A
2019;2798;5693;Número de pensiones;108.0;A
2019;2798;275092;Número de pensiones;16.0;A
2019;2800;5691;Número de pensiones;742.0;A
2019;2800;5692;Número de pensiones;3388.0;A
2019;2800;5693;Número de pensiones;1399.0;A
2019;2800;275092;Número de pensiones;220.0;A
2019;2801;5691;Número de pensiones;454.0;A
2019;2801;5692;Número de pensiones;1599.0;A
2019;2801;5693;Número de pensiones;723.0;A
2019;2801;275092;Número de pensiones;158.0;A
2019;2802;5691;Número de pensiones;7.0;A
2019;2802;5692;Número de pensiones;63.0;A
2019;2802;5693;Número de pensiones;28.0;A
2019;2802;275092;Número de pensiones;6.0;A
2019;2803;5691;Número de pensiones;1232.0;A
2019;2803;5692;Número de pensiones;4186.0;A
2019;2803;5693;Número de pensiones;2145.0;A
2019;2803;275092;Número de pensiones;436.0;A
2019;2804;5691;Número de pensiones;236.0;A
2019;2804;5692;Número de pensiones;812.0;A
2019;2804;5693;Número de pensiones;335.0;A
2019;2804;275092;Número de pensiones;61.0;A
2019;2805;5691;Número de pensiones;138.0;A
2019;2805;5692;Número de pensiones;518.0;A
2019;2805;5693;Número de pensiones;192.0;A
2019;2805;275092;Número de pensiones;28.0;A
2019;2806;5691;Número de pensiones;78.0;A
2019;2806;5692;Número de pensiones;224.0;A
2019;2806;5693;Número de pensiones;90.0;A
2019;2806;275092;Número de pensiones;5.0;A
2019;2907;5691;Número de pensiones;72.0;A
2019;2907;5692;Número de pensiones;324.0;A
2019;2907;5693;Número de pensiones;155.0;A
2019;2907;275092;Número de pensiones;29.0;A
2019;2807;5691;Número de pensiones;392.0;A
2019;2807;5692;Número de pensiones;1505.0;A
2019;2807;5693;Número de pensiones;713.0;A
2019;2807;275092;Número de pensiones;123.0;A
2019;2808;5691;Número de pensiones;556.0;A
2019;2808;5692;Número de pensiones;1562.0;A
2019;2808;5693;Número de pensiones;901.0;A
2019;2808;275092;Número de pensiones;169.0;A
2019;2809;5691;Número de pensiones;124.0;A
2019;2809;5692;Número de pensiones;301.0;A
2019;2809;5693;Número de pensiones;156.0;A
2019;2809;275092;Número de pensiones;17.0;A
2019;2810;5691;Número de pensiones;164.0;A
2019;2810;5692;Número de pensiones;695.0;A
2019;2810;5693;Número de pensiones;326.0;A
2019;2810;275092;Número de pensiones;51.0;A
2019;2904;5691;Número de pensiones;89.0;A
2019;2904;5692;Número de pensiones;435.0;A
2019;2904;5693;Número de pensiones;205.0;A
2019;2904;275092;Número de pensiones;38.0;A
2019;2812;5691;Número de pensiones;144.0;A
2019;2812;5692;Número de pensiones;356.0;A
2019;2812;5693;Número de pensiones;193.0;A
2019;2812;275092;Número de pensiones;22.0;A
2019;2813;5691;Número de pensiones;85.0;A
2019;2813;5692;Número de pensiones;283.0;A
2019;2813;5693;Número de pensiones;121.0;A
2019;2813;275092;Número de pensiones;19.0;A
2019;2814;5691;Número de pensiones;18.0;A
2019;2814;5692;Número de pensiones;94.0;A
2019;2814;5693;Número de pensiones;38.0;A
2019;2814;275092;Número de pensiones;10.0;A
2019;2815;5691;Número de pensiones;76.0;A
2019;2815;5692;Número de pensiones;268.0;A
2019;2815;5693;Número de pensiones;132.0;A
2019;2815;275092;Número de pensiones;24.0;A
2019;2816;5691;Número de pensiones;110.0;A
2019;2816;5692;Número de pensiones;429.0;A
2019;2816;5693;Número de pensiones;180.0;A
2019;2816;275092;Número de pensiones;41.0;A
2019;2817;5691;Número de pensiones;101.0;A
2019;2817;5692;Número de pensiones;296.0;A
2019;2817;5693;Número de pensiones;125.0;A
2019;2817;275092;Número de pensiones;24.0;A
2019;2818;5691;Número de pensiones;46.0;A
2019;2818;5692;Número de pensiones;226.0;A
2019;2818;5693;Número de pensiones;97.0;A
2019;2818;275092;Número de pensiones;24.0;A
2019;2819;5691;Número de pensiones;33.0;A
2019;2819;5692;Número de pensiones;77.0;A
2019;2819;5693;Número de pensiones;43.0;A
2019;2819;275092;Número de pensiones;se;A
2019;2903;5691;Número de pensiones;41.0;A
2019;2903;5692;Número de pensiones;208.0;A
2019;2903;5693;Número de pensiones;92.0;A
2019;2903;275092;Número de pensiones;16.0;A
2019;2822;5691;Número de pensiones;714.0;A
2019;2822;5692;Número de pensiones;1673.0;A
2019;2822;5693;Número de pensiones;865.0;A
2019;2822;275092;Número de pensiones;152.0;A
2019;2823;5691;Número de pensiones;153.0;A
2019;2823;5692;Número de pensiones;383.0;A
2019;2823;5693;Número de pensiones;206.0;A
