TEMPORAL;SEXO;MCVL_TIPOPRESTACION;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2011;_T;55174;ES612;POP;76750.0;A
2011;_T;55174;ES613;POP;43050.0;A
2011;_T;55174;ES614;POP;51325.0;A
2011;_T;55174;ES615;POP;33600.0;A
2011;_T;55174;ES616;POP;36375.0;A
2011;_T;55174;ES617;POP;98725.0;A
2011;_T;55174;ES618;POP;113800.0;A
2011;_T;55174;ES61;POP;498500.0;A
2011;_T;55175;ES611;POP;60550.0;A
2011;_T;55175;ES612;POP;114125.0;A
2011;_T;55175;ES613;POP;88100.0;A
2011;_T;55175;ES614;POP;83775.0;A
2011;_T;55175;ES615;POP;65950.0;A
2011;_T;55175;ES616;POP;70250.0;A
2011;_T;55175;ES617;POP;113350.0;A
2011;_T;55175;ES618;POP;185250.0;A
2011;_T;55175;ES61;POP;781350.0;A
2011;_T;55176;ES611;POP;11400.0;A
2011;_T;55176;ES612;POP;20025.0;A
2011;_T;55176;ES613;POP;9650.0;A
2011;_T;55176;ES614;POP;12025.0;A
2011;_T;55176;ES615;POP;9000.0;A
2011;_T;55176;ES616;POP;8875.0;A
2011;_T;55176;ES617;POP;23975.0;A
2011;_T;55176;ES618;POP;23650.0;A
2011;_T;55176;ES61;POP;118600.0;A
2011;_T;55173;ES611;POP;408550.0;A
2011;_T;55173;ES612;POP;704675.0;A
2011;_T;55173;ES613;POP;513225.0;A
2011;_T;55173;ES614;POP;569325.0;A
2011;_T;55173;ES615;POP;356775.0;A
2011;_T;55173;ES616;POP;430250.0;A
2011;_T;55173;ES617;POP;923625.0;A
2011;_T;55173;ES618;POP;1197625.0;A
2011;_T;55173;ES61;POP;5104050.0;A
2012;M;55174;ES611;POP;36250.0;A
2012;M;55174;ES612;POP;53175.0;A
2012;M;55174;ES613;POP;45850.0;A
2012;M;55174;ES614;POP;41975.0;A
2012;M;55174;ES615;POP;31575.0;A
2012;M;55174;ES616;POP;43100.0;A
2012;M;55174;ES617;POP;65900.0;A
2012;M;55174;ES618;POP;97425.0;A
2012;M;55174;ES61;POP;415250.0;A
2012;M;55175;ES611;POP;20850.0;A
2012;M;55175;ES612;POP;44100.0;A
2012;M;55175;ES613;POP;22225.0;A
2012;M;55175;ES614;POP;27775.0;A
2012;M;55175;ES615;POP;16100.0;A
2012;M;55175;ES616;POP;15675.0;A
2012;M;55175;ES617;POP;48850.0;A
2012;M;55175;ES618;POP;56625.0;A
2012;M;55175;ES61;POP;252200.0;A
2012;M;55176;ES611;POP;5550.0;A
2012;M;55176;ES612;POP;13250.0;A
2012;M;55176;ES613;POP;6875.0;A
2012;M;55176;ES614;POP;7475.0;A
2012;M;55176;ES615;POP;5725.0;A
2012;M;55176;ES616;POP;6250.0;A
2012;M;55176;ES617;POP;12600.0;A
2012;M;55176;ES618;POP;16750.0;A
2012;M;55176;ES61;POP;74475.0;A
2012;M;55173;ES611;POP;221300.0;A
2012;M;55173;ES612;POP;382875.0;A
2012;M;55173;ES613;POP;268600.0;A
2012;M;55173;ES614;POP;296375.0;A
2012;M;55173;ES615;POP;179375.0;A
2012;M;55173;ES616;POP;231900.0;A
2012;M;55173;ES617;POP;483925.0;A
2012;M;55173;ES618;POP;622350.0;A
2012;M;55173;ES61;POP;2686700.0;A
2012;F;55174;ES611;POP;29250.0;A
2012;F;55174;ES612;POP;44050.0;A
2012;F;55174;ES613;POP;45525.0;A
2012;F;55174;ES614;POP;42875.0;A
2012;F;55174;ES615;POP;33250.0;A
2012;F;55174;ES616;POP;36000.0;A
2012;F;55174;ES617;POP;56650.0;A
2012;F;55174;ES618;POP;93050.0;A
2012;F;55174;ES61;POP;380650.0;A
2012;F;55175;ES611;POP;18800.0;A
2012;F;55175;ES612;POP;42250.0;A
2012;F;55175;ES613;POP;18275.0;A
2012;F;55175;ES614;POP;21275.0;A
2012;F;55175;ES615;POP;13675.0;A
2012;F;55175;ES616;POP;13650.0;A
2012;F;55175;ES617;POP;44725.0;A
2012;F;55175;ES618;POP;49375.0;A
2012;F;55175;ES61;POP;222025.0;A
2012;F;55176;ES611;POP;4500.0;A
2012;F;55176;ES612;POP;6400.0;A
2012;F;55176;ES613;POP;4025.0;A
2012;F;55176;ES614;POP;5075.0;A
2012;F;55176;ES615;POP;3300.0;A
2012;F;55176;ES616;POP;2700.0;A
2012;F;55176;ES617;POP;9000.0;A
2012;F;55176;ES618;POP;8750.0;A
2012;F;55176;ES61;POP;43750.0;A
2012;F;55173;ES611;POP;182825.0;A
2012;F;55173;ES612;POP;310900.0;A
2012;F;55173;ES613;POP;237325.0;A
2012;F;55173;ES614;POP;264700.0;A
2012;F;55173;ES615;POP;168825.0;A
2012;F;55173;ES616;POP;189550.0;A
2012;F;55173;ES617;POP;433650.0;A
2012;F;55173;ES618;POP;555000.0;A
2012;F;55173;ES61;POP;2342775.0;A
2012;_T;55174;ES611;POP;65500.0;A
2012;_T;55174;ES612;POP;97225.0;A
2012;_T;55174;ES613;POP;91375.0;A
2012;_T;55174;ES614;POP;84850.0;A
2012;_T;55174;ES615;POP;64825.0;A
2012;_T;55174;ES616;POP;79100.0;A
2012;_T;55174;ES617;POP;122550.0;A
2012;_T;55174;ES618;POP;190475.0;A
2012;_T;55174;ES61;POP;795900.0;A
2012;_T;55175;ES611;POP;39650.0;A
2012;_T;55175;ES612;POP;86350.0;A
2012;_T;55175;ES613;POP;40500.0;A
2012;_T;55175;ES614;POP;49050.0;A
2012;_T;55175;ES615;POP;29775.0;A
2012;_T;55175;ES616;POP;29325.0;A
2012;_T;55175;ES617;POP;93575.0;A
2012;_T;55175;ES618;POP;106000.0;A
2012;_T;55175;ES61;POP;474225.0;A
2012;_T;55176;ES611;POP;10050.0;A
2012;_T;55176;ES612;POP;19650.0;A
2012;_T;55176;ES613;POP;10900.0;A
2012;_T;55176;ES614;POP;12550.0;A
2012;_T;55176;ES615;POP;9025.0;A
2012;_T;55176;ES616;POP;8950.0;A
2012;_T;55176;ES617;POP;21600.0;A
2012;_T;55176;ES618;POP;25500.0;A
2012;_T;55176;ES61;POP;118225.0;A
2012;_T;55173;ES611;POP;404125.0;A
2012;_T;55173;ES612;POP;693775.0;A
2012;_T;55173;ES613;POP;505925.0;A
2012;_T;55173;ES614;POP;561075.0;A
2012;_T;55173;ES615;POP;348200.0;A
2012;_T;55173;ES616;POP;421450.0;A
2012;_T;55173;ES617;POP;917575.0;A
2012;_T;55173;ES618;POP;1177350.0;A
2012;_T;55173;ES61;POP;5029475.0;A
2013;M;55174;ES611;POP;35550.0;A
2013;M;55174;ES612;POP;46650.0;A
2013;M;55174;ES613;POP;42925.0;A
2013;M;55174;ES614;POP;38650.0;A
2013;M;55174;ES615;POP;30175.0;A
2013;M;55174;ES616;POP;38775.0;A
2013;M;55174;ES617;POP;57750.0;A
2013;M;55174;ES618;POP;88625.0;A
2013;M;55174;ES61;POP;379100.0;A
2013;M;55175;ES611;POP;20625.0;A
2013;M;55175;ES612;POP;46000.0;A
2013;M;55175;ES613;POP;24225.0;A
2013;M;55175;ES614;POP;28775.0;A
2013;M;55175;ES615;POP;16175.0;A
2013;M;55175;ES616;POP;17350.0;A
2013;M;55175;ES617;POP;51550.0;A
2013;M;55175;ES618;POP;60275.0;A
2013;M;55175;ES61;POP;264975.0;A
2013;M;55176;ES611;POP;4050.0;A
2013;M;55176;ES612;POP;12675.0;A
2013;M;55176;ES613;POP;6150.0;A
2013;M;55176;ES614;POP;6825.0;A
2013;M;55176;ES615;POP;4975.0;A
2013;M;55176;ES616;POP;5275.0;A
2013;M;55176;ES617;POP;11250.0;A
2013;M;55176;ES618;POP;14150.0;A
2013;M;55176;ES61;POP;65350.0;A
2013;M;55173;ES611;POP;223025.0;A
2013;M;55173;ES612;POP;378300.0;A
2013;M;55173;ES613;POP;265600.0;A
2013;M;55173;ES614;POP;295875.0;A
2013;M;55173;ES615;POP;179525.0;A
2013;M;55173;ES616;POP;230775.0;A
2013;M;55173;ES617;POP;479225.0;A
2013;M;55173;ES618;POP;617650.0;A
2013;M;55173;ES61;POP;2669975.0;A
2013;F;55174;ES611;POP;28425.0;A
2013;F;55174;ES612;POP;41775.0;A
2013;F;55174;ES613;POP;44500.0;A
2013;F;55174;ES614;POP;41025.0;A
2013;F;55174;ES615;POP;33125.0;A
2013;F;55174;ES616;POP;35375.0;A
2013;F;55174;ES617;POP;55225.0;A
2013;F;55174;ES618;POP;88875.0;A
2013;F;55174;ES61;POP;368325.0;A
2013;F;55175;ES611;POP;19625.0;A
2013;F;55175;ES612;POP;36400.0;A
2013;F;55175;ES613;POP;17425.0;A
2013;F;55175;ES614;POP;21925.0;A
2013;F;55175;ES615;POP;12250.0;A
2013;F;55175;ES616;POP;13175.0;A
2013;F;55175;ES617;POP;42875.0;A
2013;F;55175;ES618;POP;46100.0;A
2013;F;55175;ES61;POP;209775.0;A
2013;F;55176;ES611;POP;3775.0;A
2013;F;55176;ES612;POP;6250.0;A
2013;F;55176;ES613;POP;3675.0;A
2013;F;55176;ES614;POP;4225.0;A
2013;F;55176;ES615;POP;3350.0;A
2013;F;55176;ES616;POP;2300.0;A
2013;F;55176;ES617;POP;8100.0;A
2013;F;55176;ES618;POP;8900.0;A
2013;F;55176;ES61;POP;40575.0;A
2013;F;55173;ES611;POP;180925.0;A
2013;F;55173;ES612;POP;298000.0;A
2013;F;55173;ES613;POP;233300.0;A
2013;F;55173;ES614;POP;260275.0;A
2013;F;55173;ES615;POP;165975.0;A
2013;F;55173;ES616;POP;186600.0;A
2013;F;55173;ES617;POP;426425.0;A
2013;F;55173;ES618;POP;544675.0;A
2013;F;55173;ES61;POP;2296175.0;A
2013;_T;55174;ES611;POP;63975.0;A
2013;_T;55174;ES612;POP;88425.0;A
2013;_T;55174;ES613;POP;87425.0;A
2013;_T;55174;ES614;POP;79675.0;A
2013;_T;55174;ES615;POP;63300.0;A
2013;_T;55174;ES616;POP;74150.0;A
2013;_T;55174;ES617;POP;112975.0;A
2013;_T;55174;ES618;POP;177500.0;A
2013;_T;55174;ES61;POP;747425.0;A
2013;_T;55175;ES611;POP;40250.0;A
2013;_T;55175;ES612;POP;82400.0;A
2013;_T;55175;ES613;POP;41650.0;A
2013;_T;55175;ES614;POP;50700.0;A
2013;_T;55175;ES615;POP;28425.0;A
2013;_T;55175;ES616;POP;30525.0;A
2013;_T;55175;ES617;POP;94425.0;A
2013;_T;55175;ES618;POP;106375.0;A
2013;_T;55175;ES61;POP;474750.0;A
2013;_T;55176;ES611;POP;7825.0;A
2013;_T;55176;ES612;POP;18925.0;A
2013;_T;55176;ES613;POP;9825.0;A
2013;_T;55176;ES614;POP;11050.0;A
2013;_T;55176;ES615;POP;8325.0;A
2013;_T;55176;ES616;POP;7575.0;A
2013;_T;55176;ES617;POP;19350.0;A
2013;_T;55176;ES618;POP;23050.0;A
2013;_T;55176;ES61;POP;105925.0;A
2013;_T;55173;ES611;POP;403950.0;A
2013;_T;55173;ES612;POP;676300.0;A
2013;_T;55173;ES613;POP;498900.0;A
2013;_T;55173;ES614;POP;556150.0;A
2013;_T;55173;ES615;POP;345500.0;A
2013;_T;55173;ES616;POP;417375.0;A
2013;_T;55173;ES617;POP;905650.0;A
2013;_T;55173;ES618;POP;1162325.0;A
2013;_T;55173;ES61;POP;4966150.0;A
2014;M;55174;ES611;POP;33350.0;A
2014;M;55174;ES612;POP;40725.0;A
2014;M;55174;ES613;POP;40075.0;A
2014;M;55174;ES614;POP;35425.0;A
2014;M;55174;ES615;POP;29625.0;A
2014;M;55174;ES616;POP;36250.0;A
2014;M;55174;ES617;POP;50400.0;A
2014;M;55174;ES618;POP;77950.0;A
2014;M;55174;ES61;POP;343800.0;A
2014;M;55175;ES611;POP;20025.0;A
2014;M;55175;ES612;POP;47725.0;A
2014;M;55175;ES613;POP;24800.0;A
2014;M;55175;ES614;POP;28925.0;A
2014;M;55175;ES615;POP;16050.0;A
2014;M;55175;ES616;POP;17125.0;A
2014;M;55175;ES617;POP;50875.0;A
2014;M;55175;ES618;POP;61525.0;A
2014;M;55175;ES61;POP;267050.0;A
2014;M;55176;ES611;POP;3875.0;A
2014;M;55176;ES612;POP;10000.0;A
2014;M;55176;ES613;POP;4500.0;A
2014;M;55176;ES614;POP;5225.0;A
2014;M;55176;ES615;POP;4050.0;A
2014;M;55176;ES616;POP;4050.0;A
2014;M;55176;ES617;POP;9650.0;A
2014;M;55176;ES618;POP;12325.0;A
2014;M;55176;ES61;POP;53675.0;A
2014;M;55173;ES611;POP;225100.0;A
2014;M;55173;ES612;POP;380450.0;A
2014;M;55173;ES613;POP;267050.0;A
2014;M;55173;ES614;POP;297350.0;A
2014;M;55173;ES615;POP;180750.0;A
2014;M;55173;ES616;POP;230650.0;A
2014;M;55173;ES617;POP;486175.0;A
2014;M;55173;ES618;POP;621200.0;A
2014;M;55173;ES61;POP;2688725.0;A
2014;F;55174;ES611;POP;26850.0;A
2014;F;55174;ES612;POP;38525.0;A
2014;F;55174;ES613;POP;42575.0;A
2014;F;55174;ES614;POP;38875.0;A
2014;F;55174;ES615;POP;34900.0;A
2014;F;55174;ES616;POP;34125.0;A
2014;F;55174;ES617;POP;51875.0;A
2014;F;55174;ES618;POP;82150.0;A
2014;F;55174;ES61;POP;349875.0;A
2014;F;55175;ES611;POP;19025.0;A
2014;F;55175;ES612;POP;32975.0;A
2014;F;55175;ES613;POP;16675.0;A
2014;F;55175;ES614;POP;20775.0;A
2014;F;55175;ES615;POP;12625.0;A
2014;F;55175;ES616;POP;12675.0;A
2014;F;55175;ES617;POP;40050.0;A
2014;F;55175;ES618;POP;45175.0;A
2014;F;55175;ES61;POP;199975.0;A
2014;F;55176;ES611;POP;3900.0;A
2014;F;55176;ES612;POP;6100.0;A
2014;F;55176;ES613;POP;3050.0;A
2014;F;55176;ES614;POP;4000.0;A
2014;F;55176;ES615;POP;2925.0;A
2014;F;55176;ES616;POP;2475.0;A
2014;F;55176;ES617;POP;7850.0;A
2014;F;55176;ES618;POP;8300.0;A
2014;F;55176;ES61;POP;38600.0;A
2014;F;55173;ES611;POP;183775.0;A
2014;F;55173;ES612;POP;298475.0;A
2014;F;55173;ES613;POP;235000.0;A
2014;F;55173;ES614;POP;262925.0;A
2014;F;55173;ES615;POP;169350.0;A
2014;F;55173;ES616;POP;187475.0;A
2014;F;55173;ES617;POP;432600.0;A
2014;F;55173;ES618;POP;544475.0;A
2014;F;55173;ES61;POP;2314075.0;A
2014;_T;55174;ES611;POP;60200.0;A
2014;_T;55174;ES612;POP;79250.0;A
2014;_T;55174;ES613;POP;82650.0;A
2014;_T;55174;ES614;POP;74300.0;A
2014;_T;55174;ES615;POP;64525.0;A
2014;_T;55174;ES616;POP;70375.0;A
2014;_T;55174;ES617;POP;102275.0;A
2014;_T;55174;ES618;POP;160100.0;A
2014;_T;55174;ES61;POP;693675.0;A
2014;_T;55175;ES611;POP;39050.0;A
2014;_T;55175;ES612;POP;80700.0;A
2014;_T;55175;ES613;POP;41475.0;A
2014;_T;55175;ES614;POP;49700.0;A
2014;_T;55175;ES615;POP;28675.0;A
2014;_T;55175;ES616;POP;29800.0;A
2014;_T;55175;ES617;POP;90925.0;A
2014;_T;55175;ES618;POP;106700.0;A
2014;_T;55175;ES61;POP;467025.0;A
2014;_T;55176;ES611;POP;7775.0;A
2014;_T;55176;ES612;POP;16100.0;A
2014;_T;55176;ES613;POP;7550.0;A
2014;_T;55176;ES614;POP;9225.0;A
2014;_T;55176;ES615;POP;6975.0;A
2014;_T;55176;ES616;POP;6525.0;A
2014;_T;55176;ES617;POP;17500.0;A
2014;_T;55176;ES618;POP;20625.0;A
2014;_T;55176;ES61;POP;92275.0;A
2014;_T;55173;ES611;POP;408875.0;A
2014;_T;55173;ES612;POP;678925.0;A
2014;_T;55173;ES613;POP;502050.0;A
2014;_T;55173;ES614;POP;560275.0;A
2014;_T;55173;ES615;POP;350100.0;A
2014;_T;55173;ES616;POP;418125.0;A
2014;_T;55173;ES617;POP;918775.0;A
2014;_T;55173;ES618;POP;1165675.0;A
2014;_T;55173;ES61;POP;5002800.0;A
2015;M;55174;ES611;POP;33200.0;A
2015;M;55174;ES612;POP;38450.0;A
2015;M;55174;ES613;POP;37625.0;A
2015;M;55174;ES614;POP;34000.0;A
2015;M;55174;ES615;POP;28950.0;A
2015;M;55174;ES616;POP;34175.0;A
2015;M;55174;ES617;POP;45400.0;A
2015;M;55174;ES618;POP;70000.0;A
2015;M;55174;ES61;POP;321800.0;A
2015;M;55175;ES611;POP;20075.0;A
2015;M;55175;ES612;POP;48300.0;A
2015;M;55175;ES613;POP;23050.0;A
2015;M;55175;ES614;POP;29500.0;A
2015;M;55175;ES615;POP;15900.0;A
2015;M;55175;ES616;POP;16525.0;A
2015;M;55175;ES617;POP;49850.0;A
2015;M;55175;ES618;POP;60925.0;A
2015;M;55175;ES61;POP;264125.0;A
2015;M;55176;ES611;POP;2775.0;A
2015;M;55176;ES612;POP;7800.0;A
2015;M;55176;ES613;POP;4550.0;A
2015;M;55176;ES614;POP;4425.0;A
2015;M;55176;ES615;POP;3200.0;A
2015;M;55176;ES616;POP;4325.0;A
2015;M;55176;ES617;POP;7050.0;A
2015;M;55176;ES618;POP;11050.0;A
2015;M;55176;ES61;POP;45175.0;A
2015;M;55173;ES611;POP;231525.0;A
2015;M;55173;ES612;POP;386125.0;A
2015;M;55173;ES613;POP;266875.0;A
2015;M;55173;ES614;POP;301375.0;A
2015;M;55173;ES615;POP;183550.0;A
2015;M;55173;ES616;POP;231825.0;A
2015;M;55173;ES617;POP;497250.0;A
2015;M;55173;ES618;POP;626300.0;A
2015;M;55173;ES61;POP;2724825.0;A
2015;F;55174;ES611;POP;26525.0;A
2015;F;55174;ES612;POP;37175.0;A
2015;F;55174;ES613;POP;41325.0;A
2015;F;55174;ES614;POP;37550.0;A
2015;F;55174;ES615;POP;34450.0;A
2015;F;55174;ES616;POP;32400.0;A
2015;F;55174;ES617;POP;49475.0;A
2015;F;55174;ES618;POP;77900.0;A
2015;F;55174;ES61;POP;336800.0;A
2015;F;55175;ES611;POP;18975.0;A
2015;F;55175;ES612;POP;37100.0;A
2015;F;55175;ES613;POP;18800.0;A
2015;F;55175;ES614;POP;22375.0;A
2015;F;55175;ES615;POP;13900.0;A
2015;F;55175;ES616;POP;13325.0;A
2015;F;55175;ES617;POP;42750.0;A
2015;F;55175;ES618;POP;50800.0;A
2015;F;55175;ES61;POP;218025.0;A
2015;F;55176;ES611;POP;3575.0;A
2015;F;55176;ES612;POP;5300.0;A
2015;F;55176;ES613;POP;3075.0;A
2015;F;55176;ES614;POP;3800.0;A
2015;F;55176;ES615;POP;2150.0;A
2015;F;55176;ES616;POP;2275.0;A
2015;F;55176;ES617;POP;6600.0;A
2015;F;55176;ES618;POP;6900.0;A
2015;F;55176;ES61;POP;33675.0;A
2015;F;55173;ES611;POP;189175.0;A
2015;F;55173;ES612;POP;308275.0;A
2015;F;55173;ES613;POP;238450.0;A
2015;F;55173;ES614;POP;267400.0;A
2015;F;55173;ES615;POP;169825.0;A
2015;F;55173;ES616;POP;189975.0;A
2015;F;55173;ES617;POP;444675.0;A
2015;F;55173;ES618;POP;556875.0;A
2015;F;55173;ES61;POP;2364650.0;A
2015;_T;55174;ES611;POP;59725.0;A
2015;_T;55174;ES612;POP;75625.0;A
2015;_T;55174;ES613;POP;78950.0;A
2015;_T;55174;ES614;POP;71550.0;A
2015;_T;55174;ES615;POP;63400.0;A
2015;_T;55174;ES616;POP;66575.0;A
2015;_T;55174;ES617;POP;94875.0;A
2015;_T;55174;ES618;POP;147900.0;A
2015;_T;55174;ES61;POP;658600.0;A
2015;_T;55175;ES611;POP;39050.0;A
2015;_T;55175;ES612;POP;85400.0;A
2015;_T;55175;ES613;POP;41850.0;A
2015;_T;55175;ES614;POP;51875.0;A
2015;_T;55175;ES615;POP;29800.0;A
2015;_T;55175;ES616;POP;29850.0;A
2015;_T;55175;ES617;POP;92600.0;A
2015;_T;55175;ES618;POP;111725.0;A
2015;_T;55175;ES61;POP;482150.0;A
2015;_T;55176;ES611;POP;6350.0;A
2015;_T;55176;ES612;POP;13100.0;A
2015;_T;55176;ES613;POP;7625.0;A
2015;_T;55176;ES614;POP;8225.0;A
2015;_T;55176;ES615;POP;5350.0;A
2015;_T;55176;ES616;POP;6600.0;A
2015;_T;55176;ES617;POP;13650.0;A
2015;_T;55176;ES618;POP;17950.0;A
2015;_T;55176;ES61;POP;78850.0;A
2015;_T;55173;ES611;POP;420700.0;A
2015;_T;55173;ES612;POP;694400.0;A
2015;_T;55173;ES613;POP;505325.0;A
2015;_T;55173;ES614;POP;568775.0;A
2015;_T;55173;ES615;POP;353375.0;A
2015;_T;55173;ES616;POP;421800.0;A
2015;_T;55173;ES617;POP;941925.0;A
2015;_T;55173;ES618;POP;1183175.0;A
2015;_T;55173;ES61;POP;5089475.0;A
2016;M;55174;ES611;POP;34050.0;A
2016;M;55174;ES612;POP;38775.0;A
2016;M;55174;ES613;POP;35900.0;A
2016;M;55174;ES614;POP;32575.0;A
2016;M;55174;ES615;POP;30250.0;A
2016;M;55174;ES616;POP;33925.0;A
2016;M;55174;ES617;POP;47700.0;A
2016;M;55174;ES618;POP;69075.0;A
2016;M;55174;ES61;POP;322250.0;A
2016;M;55175;ES611;POP;17450.0;A
2016;M;55175;ES612;POP;43575.0;A
2016;M;55175;ES613;POP;21425.0;A
2016;M;55175;ES614;POP;26325.0;A
2016;M;55175;ES615;POP;14525.0;A
2016;M;55175;ES616;POP;16025.0;A
2016;M;55175;ES617;POP;44275.0;A
2016;M;55175;ES618;POP;57400.0;A
2016;M;55175;ES61;POP;241000.0;A
2016;M;55176;ES611;POP;2375.0;A
2016;M;55176;ES612;POP;8525.0;A
2016;M;55176;ES613;POP;3975.0;A
2016;M;55176;ES614;POP;4025.0;A
2016;M;55176;ES615;POP;3125.0;A
2016;M;55176;ES616;POP;3200.0;A
2016;M;55176;ES617;POP;6525.0;A
2016;M;55176;ES618;POP;9950.0;A
2016;M;55176;ES61;POP;41700.0;A
2016;M;55173;ES611;POP;235700.0;A
2016;M;55173;ES612;POP;390500.0;A
2016;M;55173;ES613;POP;268475.0;A
2016;M;55173;ES614;POP;300900.0;A
2016;M;55173;ES615;POP;184800.0;A
2016;M;55173;ES616;POP;232100.0;A
2016;M;55173;ES617;POP;504075.0;A
2016;M;55173;ES618;POP;630025.0;A
2016;M;55173;ES61;POP;2746575.0;A
2016;F;55174;ES611;POP;27725.0;A
2016;F;55174;ES612;POP;36750.0;A
2016;F;55174;ES613;POP;39800.0;A
2016;F;55174;ES614;POP;37250.0;A
2016;F;55174;ES615;POP;34300.0;A
2016;F;55174;ES616;POP;32350.0;A
2016;F;55174;ES617;POP;49300.0;A
2016;F;55174;ES618;POP;77625.0;A
2016;F;55174;ES61;POP;335100.0;A
2016;F;55175;ES611;POP;18650.0;A
2016;F;55175;ES612;POP;36050.0;A
2016;F;55175;ES613;POP;18375.0;A
2016;F;55175;ES614;POP;21150.0;A
2016;F;55175;ES615;POP;12900.0;A
2016;F;55175;ES616;POP;13025.0;A
2016;F;55175;ES617;POP;40200.0;A
2016;F;55175;ES618;POP;49025.0;A
2016;F;55175;ES61;POP;209375.0;A
2016;F;55176;ES611;POP;3100.0;A
2016;F;55176;ES612;POP;5175.0;A
2016;F;55176;ES613;POP;3000.0;A
2016;F;55176;ES614;POP;3100.0;A
2016;F;55176;ES615;POP;2350.0;A
2016;F;55176;ES616;POP;2025.0;A
2016;F;55176;ES617;POP;5775.0;A
2016;F;55176;ES618;POP;6275.0;A
2016;F;55176;ES61;POP;30800.0;A
2016;F;55173;ES611;POP;193550.0;A
2016;F;55173;ES612;POP;311325.0;A
2016;F;55173;ES613;POP;238375.0;A
2016;F;55173;ES614;POP;270000.0;A
2016;F;55173;ES615;POP;173250.0;A
2016;F;55173;ES616;POP;189925.0;A
2016;F;55173;ES617;POP;450425.0;A
2016;F;55173;ES618;POP;562050.0;A
2016;F;55173;ES61;POP;2388900.0;A
2016;_T;55174;ES611;POP;61775.0;A
2016;_T;55174;ES612;POP;75525.0;A
2016;_T;55174;ES613;POP;75700.0;A
2016;_T;55174;ES614;POP;69825.0;A
2016;_T;55174;ES615;POP;64550.0;A
2016;_T;55174;ES616;POP;66275.0;A
2016;_T;55174;ES617;POP;97000.0;A
2016;_T;55174;ES618;POP;146700.0;A
2016;_T;55174;ES61;POP;657350.0;A
2016;_T;55175;ES611;POP;36100.0;A
2016;_T;55175;ES612;POP;79625.0;A
2016;_T;55175;ES613;POP;39800.0;A
2016;_T;55175;ES614;POP;47475.0;A
2016;_T;55175;ES615;POP;27425.0;A
2016;_T;55175;ES616;POP;29050.0;A
2016;_T;55175;ES617;POP;84475.0;A
2016;_T;55175;ES618;POP;106425.0;A
2016;_T;55175;ES61;POP;450375.0;A
2016;_T;55176;ES611;POP;5475.0;A
2016;_T;55176;ES612;POP;13700.0;A
2016;_T;55176;ES613;POP;6975.0;A
2016;_T;55176;ES614;POP;7125.0;A
2016;_T;55176;ES615;POP;5475.0;A
2016;_T;55176;ES616;POP;5225.0;A
2016;_T;55176;ES617;POP;12300.0;A
2016;_T;55176;ES618;POP;16225.0;A
2016;_T;55176;ES61;POP;72500.0;A
2016;_T;55173;ES611;POP;429250.0;A
2016;_T;55173;ES612;POP;701825.0;A
2016;_T;55173;ES613;POP;506850.0;A
2016;_T;55173;ES614;POP;570900.0;A
2016;_T;55173;ES615;POP;358050.0;A
2016;_T;55173;ES616;POP;422025.0;A
2016;_T;55173;ES617;POP;954500.0;A
2016;_T;55173;ES618;POP;1192075.0;A
2016;_T;55173;ES61;POP;5135475.0;A
2017;M;55174;ES611;POP;35525.0;A
2017;M;55174;ES612;POP;39625.0;A
2017;M;55174;ES613;POP;35600.0;A
2017;M;55174;ES614;POP;34625.0;A
2017;M;55174;ES615;POP;31150.0;A
2017;M;55174;ES616;POP;33800.0;A
2017;M;55174;ES617;POP;47675.0;A
2017;M;55174;ES618;POP;69625.0;A
2017;M;55174;ES61;POP;327625.0;A
2017;M;55175;ES611;POP;15300.0;A
2017;M;55175;ES612;POP;40625.0;A
2017;M;55175;ES613;POP;19725.0;A
2017;M;55175;ES614;POP;23900.0;A
2017;M;55175;ES615;POP;13225.0;A
2017;M;55175;ES616;POP;14550.0;A
2017;M;55175;ES617;POP;39900.0;A
2017;M;55175;ES618;POP;54750.0;A
2017;M;55175;ES61;POP;221975.0;A
2017;M;55176;ES611;POP;2250.0;A
2017;M;55176;ES612;POP;7300.0;A
2017;M;55176;ES613;POP;3425.0;A
2017;M;55176;ES614;POP;2925.0;A
2017;M;55176;ES615;POP;2200.0;A
2017;M;55176;ES616;POP;2675.0;A
2017;M;55176;ES617;POP;5800.0;A
2017;M;55176;ES618;POP;7450.0;A
2017;M;55176;ES61;POP;34025.0;A
2017;M;55173;ES611;POP;241050.0;A
2017;M;55173;ES612;POP;395100.0;A
2017;M;55173;ES613;POP;269625.0;A
2017;M;55173;ES614;POP;306350.0;A
2017;M;55173;ES615;POP;188025.0;A
2017;M;55173;ES616;POP;232200.0;A
2017;M;55173;ES617;POP;516350.0;A
2017;M;55173;ES618;POP;637800.0;A
2017;M;55173;ES61;POP;2786500.0;A
2017;F;55174;ES611;POP;29325.0;A
2017;F;55174;ES612;POP;37675.0;A
2017;F;55174;ES613;POP;40800.0;A
2017;F;55174;ES614;POP;37525.0;A
2017;F;55174;ES615;POP;35975.0;A
2017;F;55174;ES616;POP;32850.0;A
2017;F;55174;ES617;POP;50600.0;A
2017;F;55174;ES618;POP;76650.0;A
2017;F;55174;ES61;POP;341400.0;A
2017;F;55175;ES611;POP;17375.0;A
2017;F;55175;ES612;POP;36650.0;A
