TEMPORAL;SEXO;DIASCOTIZANO;TERRITORIO;COTIZANTE;INDICATOR;OBS_VALUE;FREQ
2009;_T;53689;ES61;53591;POP;3914650.0;A
2010;M;53685;ES611;53591;POP;2950.0;A
2010;M;53685;ES612;53591;POP;7650.0;A
2010;M;53685;ES613;53591;POP;3350.0;A
2010;M;53685;ES614;53591;POP;4850.0;A
2010;M;53685;ES615;53591;POP;2475.0;A
2010;M;53685;ES616;53591;POP;3550.0;A
2010;M;53685;ES617;53591;POP;8425.0;A
2010;M;53685;ES618;53591;POP;10700.0;A
2010;M;53685;ES61;53591;POP;43950.0;A
2010;M;53686;ES611;53591;POP;7000.0;A
2010;M;53686;ES612;53591;POP;11175.0;A
2010;M;53686;ES613;53591;POP;7050.0;A
2010;M;53686;ES614;53591;POP;7750.0;A
2010;M;53686;ES615;53591;POP;6125.0;A
2010;M;53686;ES616;53591;POP;6475.0;A
2010;M;53686;ES617;53591;POP;14350.0;A
2010;M;53686;ES618;53591;POP;16300.0;A
2010;M;53686;ES61;53591;POP;76225.0;A
2010;M;53687;ES611;53591;POP;42025.0;A
2010;M;53687;ES612;53591;POP;76650.0;A
2010;M;53687;ES613;53591;POP;43775.0;A
2010;M;53687;ES614;53591;POP;52625.0;A
2010;M;53687;ES615;53591;POP;35650.0;A
2010;M;53687;ES616;53591;POP;34675.0;A
2010;M;53687;ES617;53591;POP;95925.0;A
2010;M;53687;ES618;53591;POP;112025.0;A
2010;M;53687;ES61;53591;POP;493350.0;A
2010;M;53688;ES611;53591;POP;134400.0;A
2010;M;53688;ES612;53591;POP;208950.0;A
2010;M;53688;ES613;53591;POP;156275.0;A
2010;M;53688;ES614;53591;POP;163000.0;A
2010;M;53688;ES615;53591;POP;98775.0;A
2010;M;53688;ES616;53591;POP;130000.0;A
2010;M;53688;ES617;53591;POP;272400.0;A
2010;M;53688;ES618;53591;POP;360300.0;A
2010;M;53688;ES61;53591;POP;1524100.0;A
2010;M;53689;ES611;53591;POP;186375.0;A
2010;M;53689;ES612;53591;POP;304425.0;A
2010;M;53689;ES613;53591;POP;210450.0;A
2010;M;53689;ES614;53591;POP;228225.0;A
2010;M;53689;ES615;53591;POP;143025.0;A
2010;M;53689;ES616;53591;POP;174700.0;A
2010;M;53689;ES617;53591;POP;391100.0;A
2010;M;53689;ES618;53591;POP;499325.0;A
2010;M;53689;ES61;53591;POP;2137625.0;A
2010;F;53685;ES611;53591;POP;3400.0;A
2010;F;53685;ES612;53591;POP;9050.0;A
2010;F;53685;ES613;53591;POP;4725.0;A
2010;F;53685;ES614;53591;POP;4350.0;A
2010;F;53685;ES615;53591;POP;4100.0;A
2010;F;53685;ES616;53591;POP;3275.0;A
2010;F;53685;ES617;53591;POP;9850.0;A
2010;F;53685;ES618;53591;POP;11300.0;A
2010;F;53685;ES61;53591;POP;50050.0;A
2010;F;53686;ES611;53591;POP;5975.0;A
2010;F;53686;ES612;53591;POP;13875.0;A
2010;F;53686;ES613;53591;POP;6175.0;A
2010;F;53686;ES614;53591;POP;7650.0;A
2010;F;53686;ES615;53591;POP;8175.0;A
2010;F;53686;ES616;53591;POP;6600.0;A
2010;F;53686;ES617;53591;POP;15375.0;A
2010;F;53686;ES618;53591;POP;16325.0;A
2010;F;53686;ES61;53591;POP;80150.0;A
2010;F;53687;ES611;53591;POP;37650.0;A
2010;F;53687;ES612;53591;POP;68475.0;A
2010;F;53687;ES613;53591;POP;35650.0;A
2010;F;53687;ES614;53591;POP;45150.0;A
2010;F;53687;ES615;53591;POP;41525.0;A
2010;F;53687;ES616;53591;POP;29650.0;A
2010;F;53687;ES617;53591;POP;87000.0;A
2010;F;53687;ES618;53591;POP;98950.0;A
2010;F;53687;ES61;53591;POP;444050.0;A
2010;F;53688;ES611;53591;POP;100625.0;A
2010;F;53688;ES612;53591;POP;151625.0;A
2010;F;53688;ES613;53591;POP;124500.0;A
2010;F;53688;ES614;53591;POP;136575.0;A
2010;F;53688;ES615;53591;POP;82850.0;A
2010;F;53688;ES616;53591;POP;100750.0;A
2010;F;53688;ES617;53591;POP;222250.0;A
2010;F;53688;ES618;53591;POP;288975.0;A
2010;F;53688;ES61;53591;POP;1208150.0;A
2010;F;53689;ES611;53591;POP;147650.0;A
2010;F;53689;ES612;53591;POP;243025.0;A
2010;F;53689;ES613;53591;POP;171050.0;A
2010;F;53689;ES614;53591;POP;193725.0;A
2010;F;53689;ES615;53591;POP;136650.0;A
2010;F;53689;ES616;53591;POP;140275.0;A
2010;F;53689;ES617;53591;POP;334475.0;A
2010;F;53689;ES618;53591;POP;415550.0;A
2010;F;53689;ES61;53591;POP;1782400.0;A
2010;_T;53685;ES611;53591;POP;6350.0;A
2010;_T;53685;ES612;53591;POP;16700.0;A
2010;_T;53685;ES613;53591;POP;8075.0;A
2010;_T;53685;ES614;53591;POP;9200.0;A
2010;_T;53685;ES615;53591;POP;6575.0;A
2010;_T;53685;ES616;53591;POP;6825.0;A
2010;_T;53685;ES617;53591;POP;18275.0;A
2010;_T;53685;ES618;53591;POP;22000.0;A
2010;_T;53685;ES61;53591;POP;94000.0;A
2010;_T;53686;ES611;53591;POP;12975.0;A
2010;_T;53686;ES612;53591;POP;25050.0;A
2010;_T;53686;ES613;53591;POP;13225.0;A
2010;_T;53686;ES614;53591;POP;15400.0;A
2010;_T;53686;ES615;53591;POP;14300.0;A
2010;_T;53686;ES616;53591;POP;13075.0;A
2010;_T;53686;ES617;53591;POP;29725.0;A
2010;_T;53686;ES618;53591;POP;32625.0;A
2010;_T;53686;ES61;53591;POP;156375.0;A
2010;_T;53687;ES611;53591;POP;79675.0;A
2010;_T;53687;ES612;53591;POP;145125.0;A
2010;_T;53687;ES613;53591;POP;79425.0;A
2010;_T;53687;ES614;53591;POP;97775.0;A
2010;_T;53687;ES615;53591;POP;77175.0;A
2010;_T;53687;ES616;53591;POP;64325.0;A
2010;_T;53687;ES617;53591;POP;182925.0;A
2010;_T;53687;ES618;53591;POP;210975.0;A
2010;_T;53687;ES61;53591;POP;937400.0;A
2010;_T;53688;ES611;53591;POP;235025.0;A
2010;_T;53688;ES612;53591;POP;360575.0;A
2010;_T;53688;ES613;53591;POP;280775.0;A
2010;_T;53688;ES614;53591;POP;299575.0;A
2010;_T;53688;ES615;53591;POP;181625.0;A
2010;_T;53688;ES616;53591;POP;230750.0;A
2010;_T;53688;ES617;53591;POP;494650.0;A
2010;_T;53688;ES618;53591;POP;649275.0;A
2010;_T;53688;ES61;53591;POP;2732250.0;A
2010;_T;53689;ES611;53591;POP;334025.0;A
2010;_T;53689;ES612;53591;POP;547450.0;A
2010;_T;53689;ES613;53591;POP;381500.0;A
2010;_T;53689;ES614;53591;POP;421950.0;A
2010;_T;53689;ES615;53591;POP;279675.0;A
2010;_T;53689;ES616;53591;POP;314975.0;A
2010;_T;53689;ES617;53591;POP;725575.0;A
2010;_T;53689;ES618;53591;POP;914875.0;A
2010;_T;53689;ES61;53591;POP;3920025.0;A
2011;M;53685;ES611;53591;POP;4025.0;A
2011;M;53685;ES612;53591;POP;8925.0;A
2011;M;53685;ES613;53591;POP;3925.0;A
2011;M;53685;ES614;53591;POP;5225.0;A
2011;M;53685;ES615;53591;POP;3075.0;A
2011;M;53685;ES616;53591;POP;3675.0;A
2011;M;53685;ES617;53591;POP;9025.0;A
2011;M;53685;ES618;53591;POP;12825.0;A
2011;M;53685;ES61;53591;POP;50700.0;A
2011;M;53686;ES611;53591;POP;7025.0;A
2011;M;53686;ES612;53591;POP;12350.0;A
2011;M;53686;ES613;53591;POP;8150.0;A
2011;M;53686;ES614;53591;POP;10750.0;A
2011;M;53686;ES615;53591;POP;5900.0;A
2011;M;53686;ES616;53591;POP;7250.0;A
2011;M;53686;ES617;53591;POP;17550.0;A
2011;M;53686;ES618;53591;POP;18775.0;A
2011;M;53686;ES61;53591;POP;87750.0;A
2011;M;53687;ES611;53591;POP;43900.0;A
2011;M;53687;ES612;53591;POP;79925.0;A
2011;M;53687;ES613;53591;POP;43375.0;A
2011;M;53687;ES614;53591;POP;55300.0;A
2011;M;53687;ES615;53591;POP;36550.0;A
2011;M;53687;ES616;53591;POP;35625.0;A
2011;M;53687;ES617;53591;POP;99975.0;A
2011;M;53687;ES618;53591;POP;115225.0;A
2011;M;53687;ES61;53591;POP;509875.0;A
2011;M;53688;ES611;53591;POP;127525.0;A
2011;M;53688;ES612;53591;POP;195425.0;A
2011;M;53688;ES613;53591;POP;151625.0;A
2011;M;53688;ES614;53591;POP;153775.0;A
2011;M;53688;ES615;53591;POP;94775.0;A
2011;M;53688;ES616;53591;POP;127375.0;A
2011;M;53688;ES617;53591;POP;256500.0;A
2011;M;53688;ES618;53591;POP;344425.0;A
2011;M;53688;ES61;53591;POP;1451425.0;A
2011;M;53689;ES611;53591;POP;182475.0;A
2011;M;53689;ES612;53591;POP;296625.0;A
2011;M;53689;ES613;53591;POP;207075.0;A
2011;M;53689;ES614;53591;POP;225050.0;A
2011;M;53689;ES615;53591;POP;140300.0;A
2011;M;53689;ES616;53591;POP;173925.0;A
2011;M;53689;ES617;53591;POP;383050.0;A
2011;M;53689;ES618;53591;POP;491250.0;A
2011;M;53689;ES61;53591;POP;2099750.0;A
2011;F;53685;ES611;53591;POP;3500.0;A
2011;F;53685;ES612;53591;POP;9175.0;A
2011;F;53685;ES613;53591;POP;4150.0;A
2011;F;53685;ES614;53591;POP;5675.0;A
2011;F;53685;ES615;53591;POP;3400.0;A
2011;F;53685;ES616;53591;POP;3875.0;A
2011;F;53685;ES617;53591;POP;10450.0;A
2011;F;53685;ES618;53591;POP;12375.0;A
2011;F;53685;ES61;53591;POP;52600.0;A
2011;F;53686;ES611;53591;POP;7525.0;A
2011;F;53686;ES612;53591;POP;14150.0;A
2011;F;53686;ES613;53591;POP;7850.0;A
2011;F;53686;ES614;53591;POP;9400.0;A
2011;F;53686;ES615;53591;POP;8025.0;A
2011;F;53686;ES616;53591;POP;6300.0;A
2011;F;53686;ES617;53591;POP;16650.0;A
2011;F;53686;ES618;53591;POP;19350.0;A
2011;F;53686;ES61;53591;POP;89250.0;A
2011;F;53687;ES611;53591;POP;38325.0;A
2011;F;53687;ES612;53591;POP;69900.0;A
2011;F;53687;ES613;53591;POP;37200.0;A
2011;F;53687;ES614;53591;POP;45400.0;A
2011;F;53687;ES615;53591;POP;43300.0;A
2011;F;53687;ES616;53591;POP;30450.0;A
2011;F;53687;ES617;53591;POP;92750.0;A
2011;F;53687;ES618;53591;POP;99975.0;A
2011;F;53687;ES61;53591;POP;457300.0;A
2011;F;53688;ES611;53591;POP;97525.0;A
2011;F;53688;ES612;53591;POP;147700.0;A
2011;F;53688;ES613;53591;POP;122775.0;A
2011;F;53688;ES614;53591;POP;134725.0;A
2011;F;53688;ES615;53591;POP;82775.0;A
2011;F;53688;ES616;53591;POP;98850.0;A
2011;F;53688;ES617;53591;POP;215575.0;A
2011;F;53688;ES618;53591;POP;284050.0;A
2011;F;53688;ES61;53591;POP;1183975.0;A
2011;F;53689;ES611;53591;POP;146875.0;A
2011;F;53689;ES612;53591;POP;240925.0;A
2011;F;53689;ES613;53591;POP;171975.0;A
2011;F;53689;ES614;53591;POP;195200.0;A
2011;F;53689;ES615;53591;POP;137500.0;A
2011;F;53689;ES616;53591;POP;139475.0;A
2011;F;53689;ES617;53591;POP;335425.0;A
2011;F;53689;ES618;53591;POP;415750.0;A
2011;F;53689;ES61;53591;POP;1783125.0;A
2011;_T;53685;ES611;53591;POP;7525.0;A
2011;_T;53685;ES612;53591;POP;18100.0;A
2011;_T;53685;ES613;53591;POP;8075.0;A
2011;_T;53685;ES614;53591;POP;10900.0;A
2011;_T;53685;ES615;53591;POP;6475.0;A
2011;_T;53685;ES616;53591;POP;7550.0;A
2011;_T;53685;ES617;53591;POP;19475.0;A
2011;_T;53685;ES618;53591;POP;25200.0;A
2011;_T;53685;ES61;53591;POP;103300.0;A
2011;_T;53686;ES611;53591;POP;14550.0;A
2011;_T;53686;ES612;53591;POP;26500.0;A
2011;_T;53686;ES613;53591;POP;16000.0;A
2011;_T;53686;ES614;53591;POP;20150.0;A
2011;_T;53686;ES615;53591;POP;13925.0;A
2011;_T;53686;ES616;53591;POP;13550.0;A
2011;_T;53686;ES617;53591;POP;34200.0;A
2011;_T;53686;ES618;53591;POP;38125.0;A
2011;_T;53686;ES61;53591;POP;177000.0;A
2011;_T;53687;ES611;53591;POP;82225.0;A
2011;_T;53687;ES612;53591;POP;149825.0;A
2011;_T;53687;ES613;53591;POP;80575.0;A
2011;_T;53687;ES614;53591;POP;100700.0;A
2011;_T;53687;ES615;53591;POP;79850.0;A
2011;_T;53687;ES616;53591;POP;66075.0;A
2011;_T;53687;ES617;53591;POP;192725.0;A
2011;_T;53687;ES618;53591;POP;215200.0;A
2011;_T;53687;ES61;53591;POP;967175.0;A
2011;_T;53688;ES611;53591;POP;225050.0;A
2011;_T;53688;ES612;53591;POP;343125.0;A
2011;_T;53688;ES613;53591;POP;274400.0;A
2011;_T;53688;ES614;53591;POP;288500.0;A
2011;_T;53688;ES615;53591;POP;177550.0;A
2011;_T;53688;ES616;53591;POP;226225.0;A
2011;_T;53688;ES617;53591;POP;472075.0;A
2011;_T;53688;ES618;53591;POP;628475.0;A
2011;_T;53688;ES61;53591;POP;2635400.0;A
2011;_T;53689;ES611;53591;POP;329350.0;A
2011;_T;53689;ES612;53591;POP;537550.0;A
2011;_T;53689;ES613;53591;POP;379050.0;A
2011;_T;53689;ES614;53591;POP;420250.0;A
2011;_T;53689;ES615;53591;POP;277800.0;A
2011;_T;53689;ES616;53591;POP;313400.0;A
2011;_T;53689;ES617;53591;POP;718475.0;A
2011;_T;53689;ES618;53591;POP;907000.0;A
2011;_T;53689;ES61;53591;POP;3882875.0;A
2012;M;53685;ES611;53591;POP;4125.0;A
2012;M;53685;ES612;53591;POP;10400.0;A
2012;M;53685;ES613;53591;POP;5200.0;A
2012;M;53685;ES614;53591;POP;7025.0;A
2012;M;53685;ES615;53591;POP;3800.0;A
2012;M;53685;ES616;53591;POP;4700.0;A
2012;M;53685;ES617;53591;POP;10350.0;A
2012;M;53685;ES618;53591;POP;13250.0;A
2012;M;53685;ES61;53591;POP;58850.0;A
2012;M;53686;ES611;53591;POP;7225.0;A
2012;M;53686;ES612;53591;POP;12275.0;A
2012;M;53686;ES613;53591;POP;6550.0;A
2012;M;53686;ES614;53591;POP;9750.0;A
2012;M;53686;ES615;53591;POP;5800.0;A
2012;M;53686;ES616;53591;POP;7325.0;A
2012;M;53686;ES617;53591;POP;17525.0;A
2012;M;53686;ES618;53591;POP;18225.0;A
2012;M;53686;ES61;53591;POP;84675.0;A
2012;M;53687;ES611;53591;POP;43125.0;A
2012;M;53687;ES612;53591;POP;75200.0;A
2012;M;53687;ES613;53591;POP;42575.0;A
2012;M;53687;ES614;53591;POP;53000.0;A
2012;M;53687;ES615;53591;POP;32975.0;A
2012;M;53687;ES616;53591;POP;31825.0;A
2012;M;53687;ES617;53591;POP;98125.0;A
2012;M;53687;ES618;53591;POP;111375.0;A
2012;M;53687;ES61;53591;POP;488200.0;A
2012;M;53688;ES611;53591;POP;124050.0;A
2012;M;53688;ES612;53591;POP;189200.0;A
2012;M;53688;ES613;53591;POP;148400.0;A
2012;M;53688;ES614;53591;POP;149200.0;A
2012;M;53688;ES615;53591;POP;94700.0;A
2012;M;53688;ES616;53591;POP;123950.0;A
2012;M;53688;ES617;53591;POP;247975.0;A
2012;M;53688;ES618;53591;POP;333375.0;A
2012;M;53688;ES61;53591;POP;1410850.0;A
2012;M;53689;ES611;53591;POP;178525.0;A
2012;M;53689;ES612;53591;POP;287075.0;A
2012;M;53689;ES613;53591;POP;202725.0;A
2012;M;53689;ES614;53591;POP;218975.0;A
2012;M;53689;ES615;53591;POP;137275.0;A
2012;M;53689;ES616;53591;POP;167800.0;A
2012;M;53689;ES617;53591;POP;373975.0;A
2012;M;53689;ES618;53591;POP;476225.0;A
2012;M;53689;ES61;53591;POP;2042575.0;A
2012;F;53685;ES611;53591;POP;4150.0;A
2012;F;53685;ES612;53591;POP;9400.0;A
2012;F;53685;ES613;53591;POP;5125.0;A
2012;F;53685;ES614;53591;POP;5500.0;A
2012;F;53685;ES615;53591;POP;5400.0;A
2012;F;53685;ES616;53591;POP;4550.0;A
2012;F;53685;ES617;53591;POP;9625.0;A
2012;F;53685;ES618;53591;POP;12550.0;A
2012;F;53685;ES61;53591;POP;56300.0;A
2012;F;53686;ES611;53591;POP;7075.0;A
2012;F;53686;ES612;53591;POP;12450.0;A
2012;F;53686;ES613;53591;POP;6100.0;A
2012;F;53686;ES614;53591;POP;8475.0;A
2012;F;53686;ES615;53591;POP;6825.0;A
2012;F;53686;ES616;53591;POP;6125.0;A
2012;F;53686;ES617;53591;POP;15375.0;A
2012;F;53686;ES618;53591;POP;17375.0;A
2012;F;53686;ES61;53591;POP;79800.0;A
2012;F;53687;ES611;53591;POP;42125.0;A
2012;F;53687;ES612;53591;POP;75225.0;A
2012;F;53687;ES613;53591;POP;37450.0;A
2012;F;53687;ES614;53591;POP;47350.0;A
2012;F;53687;ES615;53591;POP;39575.0;A
2012;F;53687;ES616;53591;POP;32075.0;A
2012;F;53687;ES617;53591;POP;97200.0;A
2012;F;53687;ES618;53591;POP;101225.0;A
2012;F;53687;ES61;53591;POP;472225.0;A
2012;F;53688;ES611;53591;POP;91675.0;A
2012;F;53688;ES612;53591;POP;138525.0;A
2012;F;53688;ES613;53591;POP;121275.0;A
2012;F;53688;ES614;53591;POP;130700.0;A
2012;F;53688;ES615;53591;POP;79425.0;A
2012;F;53688;ES616;53591;POP;92875.0;A
2012;F;53688;ES617;53591;POP;211025.0;A
2012;F;53688;ES618;53591;POP;277225.0;A
2012;F;53688;ES61;53591;POP;1142725.0;A
2012;F;53689;ES611;53591;POP;145025.0;A
2012;F;53689;ES612;53591;POP;235600.0;A
2012;F;53689;ES613;53591;POP;169950.0;A
2012;F;53689;ES614;53591;POP;192025.0;A
2012;F;53689;ES615;53591;POP;131225.0;A
2012;F;53689;ES616;53591;POP;135625.0;A
2012;F;53689;ES617;53591;POP;333225.0;A
2012;F;53689;ES618;53591;POP;408375.0;A
2012;F;53689;ES61;53591;POP;1751050.0;A
2012;_T;53685;ES611;53591;POP;8275.0;A
2012;_T;53685;ES612;53591;POP;19800.0;A
2012;_T;53685;ES613;53591;POP;10325.0;A
2012;_T;53685;ES614;53591;POP;12525.0;A
2012;_T;53685;ES615;53591;POP;9200.0;A
2012;_T;53685;ES616;53591;POP;9250.0;A
2012;_T;53685;ES617;53591;POP;19975.0;A
2012;_T;53685;ES618;53591;POP;25800.0;A
2012;_T;53685;ES61;53591;POP;115150.0;A
2012;_T;53686;ES611;53591;POP;14300.0;A
2012;_T;53686;ES612;53591;POP;24725.0;A
2012;_T;53686;ES613;53591;POP;12650.0;A
2012;_T;53686;ES614;53591;POP;18225.0;A
2012;_T;53686;ES615;53591;POP;12625.0;A
2012;_T;53686;ES616;53591;POP;13450.0;A
2012;_T;53686;ES617;53591;POP;32900.0;A
2012;_T;53686;ES618;53591;POP;35600.0;A
2012;_T;53686;ES61;53591;POP;164475.0;A
2012;_T;53687;ES611;53591;POP;85250.0;A
2012;_T;53687;ES612;53591;POP;150425.0;A
2012;_T;53687;ES613;53591;POP;80025.0;A
2012;_T;53687;ES614;53591;POP;100350.0;A
2012;_T;53687;ES615;53591;POP;72550.0;A
2012;_T;53687;ES616;53591;POP;63900.0;A
2012;_T;53687;ES617;53591;POP;195325.0;A
2012;_T;53687;ES618;53591;POP;212600.0;A
2012;_T;53687;ES61;53591;POP;960425.0;A
2012;_T;53688;ES611;53591;POP;215725.0;A
2012;_T;53688;ES612;53591;POP;327725.0;A
2012;_T;53688;ES613;53591;POP;269675.0;A
2012;_T;53688;ES614;53591;POP;279900.0;A
2012;_T;53688;ES615;53591;POP;174125.0;A
2012;_T;53688;ES616;53591;POP;216825.0;A
2012;_T;53688;ES617;53591;POP;459000.0;A
2012;_T;53688;ES618;53591;POP;610600.0;A
2012;_T;53688;ES61;53591;POP;2553575.0;A
2012;_T;53689;ES611;53591;POP;323550.0;A
2012;_T;53689;ES612;53591;POP;522675.0;A
2012;_T;53689;ES613;53591;POP;372675.0;A
2012;_T;53689;ES614;53591;POP;411000.0;A
2012;_T;53689;ES615;53591;POP;268500.0;A
2012;_T;53689;ES616;53591;POP;303425.0;A
2012;_T;53689;ES617;53591;POP;707200.0;A
2012;_T;53689;ES618;53591;POP;884600.0;A
2012;_T;53689;ES61;53591;POP;3793625.0;A
2013;M;53685;ES611;53591;POP;5175.0;A
2013;M;53685;ES612;53591;POP;11675.0;A
2013;M;53685;ES613;53591;POP;6350.0;A
2013;M;53685;ES614;53591;POP;8475.0;A
2013;M;53685;ES615;53591;POP;4475.0;A
2013;M;53685;ES616;53591;POP;8275.0;A
2013;M;53685;ES617;53591;POP;11225.0;A
2013;M;53685;ES618;53591;POP;17450.0;A
2013;M;53685;ES61;53591;POP;73100.0;A
2013;M;53686;ES611;53591;POP;8750.0;A
2013;M;53686;ES612;53591;POP;13600.0;A
2013;M;53686;ES613;53591;POP;9475.0;A
2013;M;53686;ES614;53591;POP;11775.0;A
2013;M;53686;ES615;53591;POP;7975.0;A
2013;M;53686;ES616;53591;POP;10725.0;A
2013;M;53686;ES617;53591;POP;18975.0;A
2013;M;53686;ES618;53591;POP;20825.0;A
2013;M;53686;ES61;53591;POP;102100.0;A
2013;M;53687;ES611;53591;POP;47550.0;A
2013;M;53687;ES612;53591;POP;75050.0;A
2013;M;53687;ES613;53591;POP;45500.0;A
2013;M;53687;ES614;53591;POP;54800.0;A
2013;M;53687;ES615;53591;POP;38125.0;A
2013;M;53687;ES616;53591;POP;35850.0;A
2013;M;53687;ES617;53591;POP;99975.0;A
2013;M;53687;ES618;53591;POP;114125.0;A
2013;M;53687;ES61;53591;POP;510975.0;A
2013;M;53688;ES611;53591;POP;117625.0;A
2013;M;53688;ES612;53591;POP;180325.0;A
2013;M;53688;ES613;53591;POP;138275.0;A
2013;M;53688;ES614;53591;POP;143225.0;A
2013;M;53688;ES615;53591;POP;86650.0;A
2013;M;53688;ES616;53591;POP;112400.0;A
2013;M;53688;ES617;53591;POP;238200.0;A
2013;M;53688;ES618;53591;POP;316600.0;A
2013;M;53688;ES61;53591;POP;1333300.0;A
2013;M;53689;ES611;53591;POP;179100.0;A
2013;M;53689;ES612;53591;POP;280650.0;A
2013;M;53689;ES613;53591;POP;199600.0;A
2013;M;53689;ES614;53591;POP;218275.0;A
2013;M;53689;ES615;53591;POP;137225.0;A
2013;M;53689;ES616;53591;POP;167250.0;A
2013;M;53689;ES617;53591;POP;368375.0;A
2013;M;53689;ES618;53591;POP;469000.0;A
2013;M;53689;ES61;53591;POP;2019475.0;A
2013;F;53685;ES611;53591;POP;4025.0;A
2013;F;53685;ES612;53591;POP;11050.0;A
2013;F;53685;ES613;53591;POP;4900.0;A
2013;F;53685;ES614;53591;POP;6400.0;A
2013;F;53685;ES615;53591;POP;5825.0;A
2013;F;53685;ES616;53591;POP;7250.0;A
2013;F;53685;ES617;53591;POP;10750.0;A
2013;F;53685;ES618;53591;POP;14200.0;A
2013;F;53685;ES61;53591;POP;64400.0;A
2013;F;53686;ES611;53591;POP;8550.0;A
2013;F;53686;ES612;53591;POP;13875.0;A
2013;F;53686;ES613;53591;POP;8200.0;A
2013;F;53686;ES614;53591;POP;9525.0;A
2013;F;53686;ES615;53591;POP;11550.0;A
2013;F;53686;ES616;53591;POP;7575.0;A
2013;F;53686;ES617;53591;POP;17275.0;A
2013;F;53686;ES618;53591;POP;19525.0;A
2013;F;53686;ES61;53591;POP;96075.0;A
2013;F;53687;ES611;53591;POP;40250.0;A
2013;F;53687;ES612;53591;POP;61600.0;A
2013;F;53687;ES613;53591;POP;34625.0;A
2013;F;53687;ES614;53591;POP;44750.0;A
2013;F;53687;ES615;53591;POP;38800.0;A
2013;F;53687;ES616;53591;POP;26800.0;A
2013;F;53687;ES617;53591;POP;88950.0;A
2013;F;53687;ES618;53591;POP;92900.0;A
2013;F;53687;ES61;53591;POP;428675.0;A
2013;F;53688;ES611;53591;POP;89675.0;A
2013;F;53688;ES612;53591;POP;133600.0;A
2013;F;53688;ES613;53591;POP;117675.0;A
2013;F;53688;ES614;53591;POP;127300.0;A
2013;F;53688;ES615;53591;POP;71500.0;A
2013;F;53688;ES616;53591;POP;90350.0;A
2013;F;53688;ES617;53591;POP;207550.0;A
2013;F;53688;ES618;53591;POP;269700.0;A
2013;F;53688;ES61;53591;POP;1107350.0;A
2013;F;53689;ES611;53591;POP;142500.0;A
2013;F;53689;ES612;53591;POP;220125.0;A
2013;F;53689;ES613;53591;POP;165400.0;A
2013;F;53689;ES614;53591;POP;187975.0;A
2013;F;53689;ES615;53591;POP;127675.0;A
2013;F;53689;ES616;53591;POP;131975.0;A
2013;F;53689;ES617;53591;POP;324525.0;A
2013;F;53689;ES618;53591;POP;396325.0;A
2013;F;53689;ES61;53591;POP;1696500.0;A
2013;_T;53685;ES611;53591;POP;9200.0;A
2013;_T;53685;ES612;53591;POP;22725.0;A
2013;_T;53685;ES613;53591;POP;11250.0;A
2013;_T;53685;ES614;53591;POP;14875.0;A
2013;_T;53685;ES615;53591;POP;10300.0;A
2013;_T;53685;ES616;53591;POP;15525.0;A
2013;_T;53685;ES617;53591;POP;21975.0;A
2013;_T;53685;ES618;53591;POP;31650.0;A
2013;_T;53685;ES61;53591;POP;137500.0;A
2013;_T;53686;ES611;53591;POP;17300.0;A
2013;_T;53686;ES612;53591;POP;27475.0;A
2013;_T;53686;ES613;53591;POP;17675.0;A
2013;_T;53686;ES614;53591;POP;21300.0;A
2013;_T;53686;ES615;53591;POP;19525.0;A
2013;_T;53686;ES616;53591;POP;18300.0;A
2013;_T;53686;ES617;53591;POP;36250.0;A
2013;_T;53686;ES618;53591;POP;40350.0;A
2013;_T;53686;ES61;53591;POP;198175.0;A
2013;_T;53687;ES611;53591;POP;87800.0;A
2013;_T;53687;ES612;53591;POP;136650.0;A
2013;_T;53687;ES613;53591;POP;80125.0;A
2013;_T;53687;ES614;53591;POP;99550.0;A
2013;_T;53687;ES615;53591;POP;76925.0;A
2013;_T;53687;ES616;53591;POP;62650.0;A
2013;_T;53687;ES617;53591;POP;188925.0;A
2013;_T;53687;ES618;53591;POP;207025.0;A
2013;_T;53687;ES61;53591;POP;939650.0;A
2013;_T;53688;ES611;53591;POP;207300.0;A
2013;_T;53688;ES612;53591;POP;313925.0;A
2013;_T;53688;ES613;53591;POP;255950.0;A
2013;_T;53688;ES614;53591;POP;270525.0;A
2013;_T;53688;ES615;53591;POP;158150.0;A
2013;_T;53688;ES616;53591;POP;202750.0;A
2013;_T;53688;ES617;53591;POP;445750.0;A
2013;_T;53688;ES618;53591;POP;586300.0;A
2013;_T;53688;ES61;53591;POP;2440650.0;A
2013;_T;53689;ES611;53591;POP;321600.0;A
2013;_T;53689;ES612;53591;POP;500775.0;A
2013;_T;53689;ES613;53591;POP;365000.0;A
2013;_T;53689;ES614;53591;POP;406250.0;A
2013;_T;53689;ES615;53591;POP;264900.0;A
2013;_T;53689;ES616;53591;POP;299225.0;A
2013;_T;53689;ES617;53591;POP;692900.0;A
2013;_T;53689;ES618;53591;POP;865325.0;A
2013;_T;53689;ES61;53591;POP;3715975.0;A
2014;M;53685;ES611;53591;POP;4750.0;A
2014;M;53685;ES612;53591;POP;12375.0;A
2014;M;53685;ES613;53591;POP;6800.0;A
2014;M;53685;ES614;53591;POP;8175.0;A
2014;M;53685;ES615;53591;POP;5100.0;A
2014;M;53685;ES616;53591;POP;5600.0;A
2014;M;53685;ES617;53591;POP;13200.0;A
2014;M;53685;ES618;53591;POP;18400.0;A
