TEMPORAL;SEXO;MCVL_TIPOPENSION;TERRITORIO;MCVL_PENSIONISTA;INDICATOR;OBS_VALUE;FREQ
2008;F;55189;ES611;55179;POP;31800.0;A
2008;F;55189;ES612;55179;POP;68750.0;A
2008;F;55189;ES613;55179;POP;59550.0;A
2008;F;55189;ES614;55179;POP;63425.0;A
2008;F;55189;ES615;55179;POP;34325.0;A
2008;F;55189;ES616;55179;POP;48225.0;A
2008;F;55189;ES617;55179;POP;88375.0;A
2008;F;55189;ES618;55179;POP;133950.0;A
2008;F;55189;ES61;55179;POP;528400.0;A
2008;F;55185;ES611;55179;POP;1925.0;A
2008;F;55185;ES612;55179;POP;7500.0;A
2008;F;55185;ES613;55179;POP;5175.0;A
2008;F;55185;ES614;55179;POP;8725.0;A
2008;F;55185;ES615;55179;POP;3600.0;A
2008;F;55185;ES616;55179;POP;5200.0;A
2008;F;55185;ES617;55179;POP;12725.0;A
2008;F;55185;ES618;55179;POP;22675.0;A
2008;F;55185;ES61;55179;POP;67525.0;A
2008;F;55186;ES611;55179;POP;11050.0;A
2008;F;55186;ES612;55179;POP;13425.0;A
2008;F;55186;ES613;55179;POP;23675.0;A
2008;F;55186;ES614;55179;POP;23550.0;A
2008;F;55186;ES615;55179;POP;8350.0;A
2008;F;55186;ES616;55179;POP;12700.0;A
2008;F;55186;ES617;55179;POP;26675.0;A
2008;F;55186;ES618;55179;POP;40375.0;A
2008;F;55186;ES61;55179;POP;159800.0;A
2008;F;55187;ES611;55179;POP;16825.0;A
2008;F;55187;ES612;55179;POP;42375.0;A
2008;F;55187;ES613;55179;POP;26875.0;A
2008;F;55187;ES614;55179;POP;27675.0;A
2008;F;55187;ES615;55179;POP;20225.0;A
2008;F;55187;ES616;55179;POP;27425.0;A
2008;F;55187;ES617;55179;POP;43825.0;A
2008;F;55187;ES618;55179;POP;61850.0;A
2008;F;55187;ES61;55179;POP;267075.0;A
2008;F;55188;ES611;55179;POP;2000.0;A
2008;F;55188;ES612;55179;POP;5450.0;A
2008;F;55188;ES613;55179;POP;3825.0;A
2008;F;55188;ES614;55179;POP;3475.0;A
2008;F;55188;ES615;55179;POP;2150.0;A
2008;F;55188;ES616;55179;POP;2900.0;A
2008;F;55188;ES617;55179;POP;5150.0;A
2008;F;55188;ES618;55179;POP;9050.0;A
2008;F;55188;ES61;55179;POP;34000.0;A
2008;F;55192;ES611;55179;POP;8025.0;A
2008;F;55192;ES612;55179;POP;7475.0;A
2008;F;55192;ES613;55179;POP;13825.0;A
2008;F;55192;ES614;55179;POP;12650.0;A
2008;F;55192;ES615;55179;POP;4350.0;A
2008;F;55192;ES616;55179;POP;6275.0;A
2008;F;55192;ES617;55179;POP;11725.0;A
2008;F;55192;ES618;55179;POP;20575.0;A
2008;F;55192;ES61;55179;POP;84900.0;A
2008;F;55190;ES611;55179;POP;7700.0;A
2008;F;55190;ES612;55179;POP;6950.0;A
2008;F;55190;ES613;55179;POP;13325.0;A
2008;F;55190;ES614;55179;POP;11700.0;A
2008;F;55190;ES615;55179;POP;3825.0;A
2008;F;55190;ES616;55179;POP;5875.0;A
2008;F;55190;ES617;55179;POP;10700.0;A
2008;F;55190;ES618;55179;POP;17600.0;A
2008;F;55190;ES61;55179;POP;77675.0;A
2008;F;55191;ES612;55179;POP;525.0;A
2008;F;55191;ES613;55179;POP;500.0;A
2008;F;55191;ES614;55179;POP;950.0;A
2008;F;55191;ES615;55179;POP;525.0;A
2008;F;55191;ES617;55179;POP;1025.0;A
2008;F;55191;ES618;55179;POP;2975.0;A
2008;F;55191;ES61;55179;POP;7225.0;A
2008;F;55193;ES611;55179;POP;39825.0;A
2008;F;55193;ES612;55179;POP;76225.0;A
2008;F;55193;ES613;55179;POP;73375.0;A
2008;F;55193;ES614;55179;POP;76075.0;A
2008;F;55193;ES615;55179;POP;38675.0;A
2008;F;55193;ES616;55179;POP;54500.0;A
2008;F;55193;ES617;55179;POP;100100.0;A
2008;F;55193;ES618;55179;POP;154525.0;A
2008;F;55193;ES61;55179;POP;613300.0;A
2008;_T;55189;ES611;55179;POP;74650.0;A
2008;_T;55189;ES612;55179;POP;165775.0;A
2008;_T;55189;ES613;55179;POP;128625.0;A
2008;_T;55189;ES614;55179;POP;141975.0;A
2008;_T;55189;ES615;55179;POP;78700.0;A
2008;_T;55189;ES616;55179;POP;116250.0;A
2008;_T;55189;ES617;55179;POP;199675.0;A
2008;_T;55189;ES618;55179;POP;287225.0;A
2008;_T;55189;ES61;55179;POP;1192875.0;A
2008;_T;55185;ES611;55179;POP;8675.0;A
2008;_T;55185;ES612;55179;POP;31575.0;A
2008;_T;55185;ES613;55179;POP;15800.0;A
2008;_T;55185;ES614;55179;POP;26225.0;A
2008;_T;55185;ES615;55179;POP;13025.0;A
2008;_T;55185;ES616;55179;POP;18325.0;A
2008;_T;55185;ES617;55179;POP;38650.0;A
2008;_T;55185;ES618;55179;POP;61750.0;A
2008;_T;55185;ES61;55179;POP;214025.0;A
2008;_T;55186;ES611;55179;POP;44425.0;A
2008;_T;55186;ES612;55179;POP;80800.0;A
2008;_T;55186;ES613;55179;POP;77925.0;A
2008;_T;55186;ES614;55179;POP;80100.0;A
2008;_T;55186;ES615;55179;POP;40475.0;A
2008;_T;55186;ES616;55179;POP;64250.0;A
2008;_T;55186;ES617;55179;POP;105350.0;A
2008;_T;55186;ES618;55179;POP;143975.0;A
2008;_T;55186;ES61;55179;POP;637300.0;A
2008;_T;55187;ES611;55179;POP;17450.0;A
2008;_T;55187;ES612;55179;POP;42925.0;A
2008;_T;55187;ES613;55179;POP;27950.0;A
2008;_T;55187;ES614;55179;POP;28650.0;A
2008;_T;55187;ES615;55179;POP;20875.0;A
2008;_T;55187;ES616;55179;POP;28250.0;A
2008;_T;55187;ES617;55179;POP;45550.0;A
2008;_T;55187;ES618;55179;POP;64500.0;A
2008;_T;55187;ES61;55179;POP;276150.0;A
2008;_T;55188;ES611;55179;POP;4100.0;A
2008;_T;55188;ES612;55179;POP;10475.0;A
2008;_T;55188;ES613;55179;POP;6950.0;A
2008;_T;55188;ES614;55179;POP;7000.0;A
2008;_T;55188;ES615;55179;POP;4325.0;A
2008;_T;55188;ES616;55179;POP;5425.0;A
2008;_T;55188;ES617;55179;POP;10125.0;A
2008;_T;55188;ES618;55179;POP;17000.0;A
2008;_T;55188;ES61;55179;POP;65400.0;A
2008;_T;55192;ES611;55179;POP;9500.0;A
2008;_T;55192;ES612;55179;POP;8925.0;A
2008;_T;55192;ES613;55179;POP;16575.0;A
2008;_T;55192;ES614;55179;POP;15575.0;A
2008;_T;55192;ES615;55179;POP;5250.0;A
2008;_T;55192;ES616;55179;POP;7575.0;A
2008;_T;55192;ES617;55179;POP;14275.0;A
2008;_T;55192;ES618;55179;POP;24325.0;A
2008;_T;55192;ES61;55179;POP;102000.0;A
2008;_T;55190;ES611;55179;POP;9125.0;A
2008;_T;55190;ES612;55179;POP;8000.0;A
2008;_T;55190;ES613;55179;POP;15800.0;A
2008;_T;55190;ES614;55179;POP;14375.0;A
2008;_T;55190;ES615;55179;POP;4550.0;A
2008;_T;55190;ES616;55179;POP;7025.0;A
2008;_T;55190;ES617;55179;POP;12975.0;A
2008;_T;55190;ES618;55179;POP;20750.0;A
2008;_T;55190;ES61;55179;POP;92600.0;A
2008;_T;55191;ES612;55179;POP;925.0;A
2008;_T;55191;ES613;55179;POP;775.0;A
2008;_T;55191;ES614;55179;POP;1200.0;A
2008;_T;55191;ES615;55179;POP;700.0;A
2008;_T;55191;ES616;55179;POP;550.0;A
2008;_T;55191;ES617;55179;POP;1300.0;A
2008;_T;55191;ES618;55179;POP;3575.0;A
2008;_T;55191;ES61;55179;POP;9400.0;A
2008;_T;55193;ES611;55179;POP;84150.0;A
2008;_T;55193;ES612;55179;POP;174700.0;A
2008;_T;55193;ES613;55179;POP;145200.0;A
2008;_T;55193;ES614;55179;POP;157550.0;A
2008;_T;55193;ES615;55179;POP;83950.0;A
2008;_T;55193;ES616;55179;POP;123825.0;A
2008;_T;55193;ES617;55179;POP;213950.0;A
2008;_T;55193;ES618;55179;POP;311550.0;A
2008;_T;55193;ES61;55179;POP;1294875.0;A
2009;M;55189;ES611;55179;POP;43500.0;A
2009;M;55189;ES612;55179;POP;99600.0;A
2009;M;55189;ES613;55179;POP;69525.0;A
2009;M;55189;ES614;55179;POP;80200.0;A
2009;M;55189;ES615;55179;POP;44525.0;A
2009;M;55189;ES616;55179;POP;69000.0;A
2009;M;55189;ES617;55179;POP;113825.0;A
2009;M;55189;ES618;55179;POP;156225.0;A
2009;M;55189;ES61;55179;POP;676400.0;A
2009;M;55185;ES611;55179;POP;6650.0;A
2009;M;55185;ES612;55179;POP;24000.0;A
2009;M;55185;ES613;55179;POP;10825.0;A
2009;M;55185;ES614;55179;POP;17775.0;A
2009;M;55185;ES615;55179;POP;9050.0;A
2009;M;55185;ES616;55179;POP;13550.0;A
2009;M;55185;ES617;55179;POP;25700.0;A
2009;M;55185;ES618;55179;POP;38875.0;A
2009;M;55185;ES61;55179;POP;146425.0;A
2009;M;55186;ES611;55179;POP;34075.0;A
2009;M;55186;ES612;55179;POP;69700.0;A
2009;M;55186;ES613;55179;POP;54450.0;A
2009;M;55186;ES614;55179;POP;57725.0;A
2009;M;55186;ES615;55179;POP;32850.0;A
2009;M;55186;ES616;55179;POP;51900.0;A
2009;M;55186;ES617;55179;POP;81000.0;A
2009;M;55186;ES618;55179;POP;106925.0;A
2009;M;55186;ES61;55179;POP;488625.0;A
2009;M;55187;ES611;55179;POP;550.0;A
2009;M;55187;ES612;55179;POP;600.0;A
2009;M;55187;ES613;55179;POP;1100.0;A
2009;M;55187;ES614;55179;POP;925.0;A
2009;M;55187;ES615;55179;POP;600.0;A
2009;M;55187;ES616;55179;POP;850.0;A
2009;M;55187;ES617;55179;POP;1700.0;A
2009;M;55187;ES618;55179;POP;2525.0;A
2009;M;55187;ES61;55179;POP;8850.0;A
2009;M;55188;ES611;55179;POP;2225.0;A
2009;M;55188;ES612;55179;POP;5300.0;A
2009;M;55188;ES613;55179;POP;3150.0;A
2009;M;55188;ES614;55179;POP;3775.0;A
2009;M;55188;ES615;55179;POP;2025.0;A
2009;M;55188;ES616;55179;POP;2700.0;A
2009;M;55188;ES617;55179;POP;5425.0;A
2009;M;55188;ES618;55179;POP;7900.0;A
2009;M;55188;ES61;55179;POP;32500.0;A
2009;M;55192;ES611;55179;POP;1625.0;A
2009;M;55192;ES612;55179;POP;1500.0;A
2009;M;55192;ES613;55179;POP;2875.0;A
2009;M;55192;ES614;55179;POP;3125.0;A
2009;M;55192;ES615;55179;POP;875.0;A
2009;M;55192;ES616;55179;POP;1425.0;A
2009;M;55192;ES617;55179;POP;2525.0;A
2009;M;55192;ES618;55179;POP;3575.0;A
2009;M;55192;ES61;55179;POP;17525.0;A
2009;M;55190;ES611;55179;POP;1550.0;A
2009;M;55190;ES612;55179;POP;1150.0;A
2009;M;55190;ES613;55179;POP;2725.0;A
2009;M;55190;ES614;55179;POP;2900.0;A
2009;M;55190;ES615;55179;POP;750.0;A
2009;M;55190;ES616;55179;POP;1275.0;A
2009;M;55190;ES617;55179;POP;2275.0;A
2009;M;55190;ES618;55179;POP;3175.0;A
2009;M;55190;ES61;55179;POP;15800.0;A
2009;M;55191;ES61;55179;POP;1725.0;A
2009;M;55193;ES611;55179;POP;45125.0;A
2009;M;55193;ES612;55179;POP;101100.0;A
2009;M;55193;ES613;55179;POP;72400.0;A
2009;M;55193;ES614;55179;POP;83325.0;A
2009;M;55193;ES615;55179;POP;45400.0;A
2009;M;55193;ES616;55179;POP;70425.0;A
2009;M;55193;ES617;55179;POP;116350.0;A
2009;M;55193;ES618;55179;POP;159800.0;A
2009;M;55193;ES61;55179;POP;693925.0;A
2009;F;55189;ES611;55179;POP;32400.0;A
2009;F;55189;ES612;55179;POP;70200.0;A
2009;F;55189;ES613;55179;POP;59700.0;A
2009;F;55189;ES614;55179;POP;64975.0;A
2009;F;55189;ES615;55179;POP;35225.0;A
2009;F;55189;ES616;55179;POP;48675.0;A
2009;F;55189;ES617;55179;POP;90000.0;A
2009;F;55189;ES618;55179;POP;134950.0;A
2009;F;55189;ES61;55179;POP;536125.0;A
2009;F;55185;ES611;55179;POP;2125.0;A
2009;F;55185;ES612;55179;POP;8600.0;A
2009;F;55185;ES613;55179;POP;5075.0;A
2009;F;55185;ES614;55179;POP;9025.0;A
2009;F;55185;ES615;55179;POP;3575.0;A
2009;F;55185;ES616;55179;POP;5725.0;A
2009;F;55185;ES617;55179;POP;12775.0;A
2009;F;55185;ES618;55179;POP;22575.0;A
2009;F;55185;ES61;55179;POP;69475.0;A
2009;F;55186;ES611;55179;POP;10900.0;A
2009;F;55186;ES612;55179;POP;13650.0;A
2009;F;55186;ES613;55179;POP;24250.0;A
2009;F;55186;ES614;55179;POP;24275.0;A
2009;F;55186;ES615;55179;POP;8950.0;A
2009;F;55186;ES616;55179;POP;12775.0;A
2009;F;55186;ES617;55179;POP;27200.0;A
2009;F;55186;ES618;55179;POP;41525.0;A
2009;F;55186;ES61;55179;POP;163525.0;A
2009;F;55187;ES611;55179;POP;17450.0;A
2009;F;55187;ES612;55179;POP;42350.0;A
2009;F;55187;ES613;55179;POP;26425.0;A
2009;F;55187;ES614;55179;POP;27750.0;A
2009;F;55187;ES615;55179;POP;20550.0;A
2009;F;55187;ES616;55179;POP;27325.0;A
2009;F;55187;ES617;55179;POP;44925.0;A
2009;F;55187;ES618;55179;POP;62200.0;A
2009;F;55187;ES61;55179;POP;268975.0;A
2009;F;55188;ES611;55179;POP;1925.0;A
2009;F;55188;ES612;55179;POP;5600.0;A
2009;F;55188;ES613;55179;POP;3950.0;A
2009;F;55188;ES614;55179;POP;3925.0;A
2009;F;55188;ES615;55179;POP;2150.0;A
2009;F;55188;ES616;55179;POP;2850.0;A
2009;F;55188;ES617;55179;POP;5100.0;A
2009;F;55188;ES618;55179;POP;8650.0;A
2009;F;55188;ES61;55179;POP;34150.0;A
2009;F;55192;ES611;55179;POP;7850.0;A
2009;F;55192;ES612;55179;POP;7725.0;A
2009;F;55192;ES613;55179;POP;13950.0;A
2009;F;55192;ES614;55179;POP;12725.0;A
2009;F;55192;ES615;55179;POP;4475.0;A
2009;F;55192;ES616;55179;POP;6725.0;A
2009;F;55192;ES617;55179;POP;12150.0;A
2009;F;55192;ES618;55179;POP;21225.0;A
2009;F;55192;ES61;55179;POP;86825.0;A
2009;F;55190;ES611;55179;POP;7525.0;A
2009;F;55190;ES612;55179;POP;7175.0;A
2009;F;55190;ES613;55179;POP;13475.0;A
2009;F;55190;ES614;55179;POP;11725.0;A
2009;F;55190;ES615;55179;POP;4100.0;A
2009;F;55190;ES616;55179;POP;6225.0;A
2009;F;55190;ES617;55179;POP;11050.0;A
2009;F;55190;ES618;55179;POP;18325.0;A
2009;F;55190;ES61;55179;POP;79600.0;A
2009;F;55191;ES612;55179;POP;550.0;A
2009;F;55191;ES614;55179;POP;1000.0;A
2009;F;55191;ES616;55179;POP;500.0;A
2009;F;55191;ES617;55179;POP;1100.0;A
2009;F;55191;ES618;55179;POP;2900.0;A
2009;F;55191;ES61;55179;POP;7225.0;A
2009;F;55193;ES611;55179;POP;40250.0;A
2009;F;55193;ES612;55179;POP;77925.0;A
2009;F;55193;ES613;55179;POP;73650.0;A
2009;F;55193;ES614;55179;POP;77700.0;A
2009;F;55193;ES615;55179;POP;39700.0;A
2009;F;55193;ES616;55179;POP;55400.0;A
2009;F;55193;ES617;55179;POP;102150.0;A
2009;F;55193;ES618;55179;POP;156175.0;A
2009;F;55193;ES61;55179;POP;622950.0;A
2009;_T;55189;ES611;55179;POP;75900.0;A
2009;_T;55189;ES612;55179;POP;169800.0;A
2009;_T;55189;ES613;55179;POP;129225.0;A
2009;_T;55189;ES614;55179;POP;145175.0;A
2009;_T;55189;ES615;55179;POP;79750.0;A
2009;_T;55189;ES616;55179;POP;117675.0;A
2009;_T;55189;ES617;55179;POP;203825.0;A
2009;_T;55189;ES618;55179;POP;291175.0;A
2009;_T;55189;ES61;55179;POP;1212525.0;A
2009;_T;55185;ES611;55179;POP;8775.0;A
2009;_T;55185;ES612;55179;POP;32600.0;A
2009;_T;55185;ES613;55179;POP;15900.0;A
2009;_T;55185;ES614;55179;POP;26800.0;A
2009;_T;55185;ES615;55179;POP;12625.0;A
2009;_T;55185;ES616;55179;POP;19275.0;A
2009;_T;55185;ES617;55179;POP;38475.0;A
2009;_T;55185;ES618;55179;POP;61450.0;A
2009;_T;55185;ES61;55179;POP;215900.0;A
2009;_T;55186;ES611;55179;POP;44975.0;A
2009;_T;55186;ES612;55179;POP;83350.0;A
2009;_T;55186;ES613;55179;POP;78700.0;A
2009;_T;55186;ES614;55179;POP;82000.0;A
2009;_T;55186;ES615;55179;POP;41800.0;A
2009;_T;55186;ES616;55179;POP;64675.0;A
2009;_T;55186;ES617;55179;POP;108200.0;A
2009;_T;55186;ES618;55179;POP;148450.0;A
2009;_T;55186;ES61;55179;POP;652150.0;A
2009;_T;55187;ES611;55179;POP;18000.0;A
2009;_T;55187;ES612;55179;POP;42950.0;A
2009;_T;55187;ES613;55179;POP;27525.0;A
2009;_T;55187;ES614;55179;POP;28675.0;A
2009;_T;55187;ES615;55179;POP;21150.0;A
2009;_T;55187;ES616;55179;POP;28175.0;A
2009;_T;55187;ES617;55179;POP;46625.0;A
2009;_T;55187;ES618;55179;POP;64725.0;A
2009;_T;55187;ES61;55179;POP;277825.0;A
2009;_T;55188;ES611;55179;POP;4150.0;A
2009;_T;55188;ES612;55179;POP;10900.0;A
2009;_T;55188;ES613;55179;POP;7100.0;A
2009;_T;55188;ES614;55179;POP;7700.0;A
2009;_T;55188;ES615;55179;POP;4175.0;A
2009;_T;55188;ES616;55179;POP;5550.0;A
2009;_T;55188;ES617;55179;POP;10525.0;A
2009;_T;55188;ES618;55179;POP;16550.0;A
2009;_T;55188;ES61;55179;POP;66650.0;A
2009;_T;55192;ES611;55179;POP;9475.0;A
2009;_T;55192;ES612;55179;POP;9225.0;A
2009;_T;55192;ES613;55179;POP;16825.0;A
2009;_T;55192;ES614;55179;POP;15850.0;A
2009;_T;55192;ES615;55179;POP;5350.0;A
2009;_T;55192;ES616;55179;POP;8150.0;A
2009;_T;55192;ES617;55179;POP;14675.0;A
2009;_T;55192;ES618;55179;POP;24800.0;A
2009;_T;55192;ES61;55179;POP;104350.0;A
2009;_T;55190;ES611;55179;POP;9075.0;A
2009;_T;55190;ES612;55179;POP;8325.0;A
2009;_T;55190;ES613;55179;POP;16200.0;A
2009;_T;55190;ES614;55179;POP;14625.0;A
2009;_T;55190;ES615;55179;POP;4850.0;A
2009;_T;55190;ES616;55179;POP;7500.0;A
2009;_T;55190;ES617;55179;POP;13325.0;A
2009;_T;55190;ES618;55179;POP;21500.0;A
2009;_T;55190;ES61;55179;POP;95400.0;A
2009;_T;55191;ES612;55179;POP;900.0;A
2009;_T;55191;ES613;55179;POP;625.0;A
2009;_T;55191;ES614;55179;POP;1225.0;A
2009;_T;55191;ES615;55179;POP;500.0;A
2009;_T;55191;ES616;55179;POP;650.0;A
2009;_T;55191;ES617;55179;POP;1350.0;A
2009;_T;55191;ES618;55179;POP;3300.0;A
2009;_T;55191;ES61;55179;POP;8950.0;A
2009;_T;55193;ES611;55179;POP;85375.0;A
2009;_T;55193;ES612;55179;POP;179025.0;A
2009;_T;55193;ES613;55179;POP;146050.0;A
2009;_T;55193;ES614;55179;POP;161025.0;A
2009;_T;55193;ES615;55179;POP;85100.0;A
2009;_T;55193;ES616;55179;POP;125825.0;A
2009;_T;55193;ES617;55179;POP;218500.0;A
2009;_T;55193;ES618;55179;POP;315975.0;A
2009;_T;55193;ES61;55179;POP;1316875.0;A
2010;M;55189;ES611;55179;POP;44350.0;A
2010;M;55189;ES612;55179;POP;102625.0;A
2010;M;55189;ES613;55179;POP;69875.0;A
2010;M;55189;ES614;55179;POP;80950.0;A
2010;M;55189;ES615;55179;POP;45225.0;A
2010;M;55189;ES616;55179;POP;69825.0;A
2010;M;55189;ES617;55179;POP;115075.0;A
2010;M;55189;ES618;55179;POP;159300.0;A
2010;M;55189;ES61;55179;POP;687225.0;A
2010;M;55185;ES611;55179;POP;6750.0;A
2010;M;55185;ES612;55179;POP;25325.0;A
2010;M;55185;ES613;55179;POP;10575.0;A
2010;M;55185;ES614;55179;POP;17100.0;A
2010;M;55185;ES615;55179;POP;9325.0;A
2010;M;55185;ES616;55179;POP;14400.0;A
2010;M;55185;ES617;55179;POP;24700.0;A
2010;M;55185;ES618;55179;POP;38750.0;A
2010;M;55185;ES61;55179;POP;146925.0;A
2010;M;55186;ES611;55179;POP;34700.0;A
2010;M;55186;ES612;55179;POP;71350.0;A
2010;M;55186;ES613;55179;POP;54775.0;A
2010;M;55186;ES614;55179;POP;59025.0;A
2010;M;55186;ES615;55179;POP;33150.0;A
2010;M;55186;ES616;55179;POP;51600.0;A
2010;M;55186;ES617;55179;POP;83075.0;A
2010;M;55186;ES618;55179;POP;109700.0;A
2010;M;55186;ES61;55179;POP;497375.0;A
2010;M;55187;ES611;55179;POP;550.0;A
2010;M;55187;ES612;55179;POP;650.0;A
2010;M;55187;ES613;55179;POP;1225.0;A
2010;M;55187;ES614;55179;POP;1000.0;A
2010;M;55187;ES615;55179;POP;625.0;A
2010;M;55187;ES616;55179;POP;850.0;A
2010;M;55187;ES617;55179;POP;1750.0;A
2010;M;55187;ES618;55179;POP;2575.0;A
2010;M;55187;ES61;55179;POP;9225.0;A
2010;M;55188;ES611;55179;POP;2350.0;A
2010;M;55188;ES612;55179;POP;5300.0;A
2010;M;55188;ES613;55179;POP;3300.0;A
2010;M;55188;ES614;55179;POP;3825.0;A
2010;M;55188;ES615;55179;POP;2125.0;A
2010;M;55188;ES616;55179;POP;2975.0;A
2010;M;55188;ES617;55179;POP;5550.0;A
2010;M;55188;ES618;55179;POP;8275.0;A
2010;M;55188;ES61;55179;POP;33700.0;A
2010;M;55192;ES611;55179;POP;1575.0;A
2010;M;55192;ES612;55179;POP;1600.0;A
2010;M;55192;ES613;55179;POP;3100.0;A
2010;M;55192;ES614;55179;POP;3300.0;A
2010;M;55192;ES615;55179;POP;975.0;A
2010;M;55192;ES616;55179;POP;1475.0;A
2010;M;55192;ES617;55179;POP;2650.0;A
2010;M;55192;ES618;55179;POP;4175.0;A
2010;M;55192;ES61;55179;POP;18850.0;A
2010;M;55190;ES611;55179;POP;1500.0;A
2010;M;55190;ES612;55179;POP;1125.0;A
2010;M;55190;ES613;55179;POP;2825.0;A
2010;M;55190;ES614;55179;POP;3075.0;A
2010;M;55190;ES615;55179;POP;750.0;A
2010;M;55190;ES616;55179;POP;1325.0;A
2010;M;55190;ES617;55179;POP;2350.0;A
2010;M;55190;ES618;55179;POP;3500.0;A
2010;M;55190;ES61;55179;POP;16450.0;A
2010;M;55191;ES618;55179;POP;675.0;A
2010;M;55191;ES61;55179;POP;2400.0;A
2010;M;55193;ES611;55179;POP;45925.0;A
2010;M;55193;ES612;55179;POP;104225.0;A
2010;M;55193;ES613;55179;POP;72975.0;A
2010;M;55193;ES614;55179;POP;84250.0;A
2010;M;55193;ES615;55179;POP;46200.0;A
2010;M;55193;ES616;55179;POP;71300.0;A
2010;M;55193;ES617;55179;POP;117725.0;A
2010;M;55193;ES618;55179;POP;163475.0;A
2010;M;55193;ES61;55179;POP;706075.0;A
2010;F;55189;ES611;55179;POP;32825.0;A
2010;F;55189;ES612;55179;POP;72000.0;A
2010;F;55189;ES613;55179;POP;60250.0;A
2010;F;55189;ES614;55179;POP;65650.0;A
2010;F;55189;ES615;55179;POP;35850.0;A
2010;F;55189;ES616;55179;POP;50300.0;A
2010;F;55189;ES617;55179;POP;92025.0;A
2010;F;55189;ES618;55179;POP;135200.0;A
2010;F;55189;ES61;55179;POP;544100.0;A
2010;F;55185;ES611;55179;POP;2200.0;A
2010;F;55185;ES612;55179;POP;9050.0;A
2010;F;55185;ES613;55179;POP;5100.0;A
2010;F;55185;ES614;55179;POP;8950.0;A
2010;F;55185;ES615;55179;POP;3525.0;A
2010;F;55185;ES616;55179;POP;6600.0;A
2010;F;55185;ES617;55179;POP;12700.0;A
2010;F;55185;ES618;55179;POP;22100.0;A
2010;F;55185;ES61;55179;POP;70225.0;A
2010;F;55186;ES611;55179;POP;11025.0;A
2010;F;55186;ES612;55179;POP;14575.0;A
2010;F;55186;ES613;55179;POP;24550.0;A
2010;F;55186;ES614;55179;POP;24875.0;A
2010;F;55186;ES615;55179;POP;9050.0;A
2010;F;55186;ES616;55179;POP;13250.0;A
2010;F;55186;ES617;55179;POP;28550.0;A
2010;F;55186;ES618;55179;POP;42200.0;A
2010;F;55186;ES61;55179;POP;168075.0;A
2010;F;55187;ES611;55179;POP;17450.0;A
2010;F;55187;ES612;55179;POP;42975.0;A
2010;F;55187;ES613;55179;POP;26500.0;A
2010;F;55187;ES614;55179;POP;27925.0;A
2010;F;55187;ES615;55179;POP;21000.0;A
2010;F;55187;ES616;55179;POP;27775.0;A
2010;F;55187;ES617;55179;POP;45475.0;A
2010;F;55187;ES618;55179;POP;62725.0;A
2010;F;55187;ES61;55179;POP;271825.0;A
2010;F;55188;ES611;55179;POP;2150.0;A
2010;F;55188;ES612;55179;POP;5400.0;A
2010;F;55188;ES613;55179;POP;4100.0;A
2010;F;55188;ES614;55179;POP;3900.0;A
2010;F;55188;ES615;55179;POP;2275.0;A
2010;F;55188;ES616;55179;POP;2675.0;A
2010;F;55188;ES617;55179;POP;5300.0;A
2010;F;55188;ES618;55179;POP;8175.0;A
2010;F;55188;ES61;55179;POP;33975.0;A
2010;F;55192;ES611;55179;POP;7925.0;A
2010;F;55192;ES612;55179;POP;7625.0;A
2010;F;55192;ES613;55179;POP;14100.0;A
2010;F;55192;ES614;55179;POP;13025.0;A
2010;F;55192;ES615;55179;POP;4650.0;A
2010;F;55192;ES616;55179;POP;7100.0;A
2010;F;55192;ES617;55179;POP;13100.0;A
2010;F;55192;ES618;55179;POP;22125.0;A
2010;F;55192;ES61;55179;POP;89650.0;A
2010;F;55190;ES611;55179;POP;7700.0;A
2010;F;55190;ES612;55179;POP;7150.0;A
2010;F;55190;ES613;55179;POP;13625.0;A
2010;F;55190;ES614;55179;POP;12025.0;A
2010;F;55190;ES615;55179;POP;4250.0;A
2010;F;55190;ES616;55179;POP;6575.0;A
2010;F;55190;ES617;55179;POP;11975.0;A
2010;F;55190;ES618;55179;POP;19275.0;A
2010;F;55190;ES61;55179;POP;82575.0;A
2010;F;55191;ES614;55179;POP;1000.0;A
2010;F;55191;ES616;55179;POP;525.0;A
2010;F;55191;ES617;55179;POP;1125.0;A
2010;F;55191;ES618;55179;POP;2850.0;A
2010;F;55191;ES61;55179;POP;7075.0;A
2010;F;55193;ES611;55179;POP;40750.0;A
2010;F;55193;ES612;55179;POP;79625.0;A
2010;F;55193;ES613;55179;POP;74350.0;A
2010;F;55193;ES614;55179;POP;78675.0;A
2010;F;55193;ES615;55179;POP;40500.0;A
2010;F;55193;ES616;55179;POP;57400.0;A
2010;F;55193;ES617;55179;POP;105125.0;A
2010;F;55193;ES618;55179;POP;157325.0;A
2010;F;55193;ES61;55179;POP;633750.0;A
2010;_T;55189;ES611;55179;POP;77175.0;A
2010;_T;55189;ES612;55179;POP;174625.0;A
2010;_T;55189;ES613;55179;POP;130125.0;A
2010;_T;55189;ES614;55179;POP;146600.0;A
2010;_T;55189;ES615;55179;POP;81075.0;A
2010;_T;55189;ES616;55179;POP;120125.0;A
2010;_T;55189;ES617;55179;POP;207100.0;A
2010;_T;55189;ES618;55179;POP;294500.0;A
2010;_T;55189;ES61;55179;POP;1231325.0;A
2010;_T;55185;ES611;55179;POP;8950.0;A
