TEMPORAL;SEXO;TIPODEHOGAR;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2010;F;273861;ES613;POP;5850.0;A
2010;F;273861;ES614;POP;11275.0;A
2010;F;273861;ES615;POP;28500.0;A
2010;F;273861;ES616;POP;4925.0;A
2010;F;273861;ES617;POP;19700.0;A
2010;F;273861;ES618;POP;13150.0;A
2010;F;273861;ES61;POP;100650.0;A
2010;F;273747;ES611;POP;184525.0;A
2010;F;273747;ES612;POP;315575.0;A
2010;F;273747;ES613;POP;238675.0;A
2010;F;273747;ES614;POP;265400.0;A
2010;F;273747;ES615;POP;173300.0;A
2010;F;273747;ES616;POP;192050.0;A
2010;F;273747;ES617;POP;431500.0;A
2010;F;273747;ES618;POP;559025.0;A
2010;F;273747;ES61;POP;2360050.0;A
2010;_T;273748;ES611;POP;64950.0;A
2010;_T;273748;ES612;POP;130750.0;A
2010;_T;273748;ES613;POP;71675.0;A
2010;_T;273748;ES614;POP;123175.0;A
2010;_T;273748;ES615;POP;67600.0;A
2010;_T;273748;ES616;POP;100425.0;A
2010;_T;273748;ES617;POP;203125.0;A
2010;_T;273748;ES618;POP;181650.0;A
2010;_T;273748;ES61;POP;943350.0;A
2010;_T;273749;ES611;POP;136025.0;A
2010;_T;273749;ES612;POP;272075.0;A
2010;_T;273749;ES613;POP;195400.0;A
2010;_T;273749;ES614;POP;217250.0;A
2010;_T;273749;ES615;POP;122575.0;A
2010;_T;273749;ES616;POP;174325.0;A
2010;_T;273749;ES617;POP;346975.0;A
2010;_T;273749;ES618;POP;470400.0;A
2010;_T;273749;ES61;POP;1935025.0;A
2010;_T;273750;ES611;POP;182400.0;A
2010;_T;273750;ES612;POP;290650.0;A
2010;_T;273750;ES613;POP;231625.0;A
2010;_T;273750;ES614;POP;203775.0;A
2010;_T;273750;ES615;POP;127675.0;A
2010;_T;273750;ES616;POP;142200.0;A
2010;_T;273750;ES617;POP;335025.0;A
2010;_T;273750;ES618;POP;517000.0;A
2010;_T;273750;ES61;POP;2030350.0;A
2010;_T;273861;ES611;POP;29075.0;A
2010;_T;273861;ES612;POP;17775.0;A
2010;_T;273861;ES613;POP;16225.0;A
2010;_T;273861;ES614;POP;25975.0;A
2010;_T;273861;ES615;POP;39175.0;A
2010;_T;273861;ES616;POP;14150.0;A
2010;_T;273861;ES617;POP;43475.0;A
2010;_T;273861;ES618;POP;32625.0;A
2010;_T;273861;ES61;POP;218475.0;A
2010;_T;273747;ES611;POP;412450.0;A
2010;_T;273747;ES612;POP;711250.0;A
2010;_T;273747;ES613;POP;514925.0;A
2010;_T;273747;ES614;POP;570175.0;A
2010;_T;273747;ES615;POP;357025.0;A
2010;_T;273747;ES616;POP;431100.0;A
2010;_T;273747;ES617;POP;928600.0;A
2010;_T;273747;ES618;POP;1201675.0;A
2010;_T;273747;ES61;POP;5127200.0;A
2011;M;273748;ES611;POP;32075.0;A
2011;M;273748;ES612;POP;62100.0;A
2011;M;273748;ES613;POP;30475.0;A
2011;M;273748;ES614;POP;60000.0;A
2011;M;273748;ES615;POP;32425.0;A
2011;M;273748;ES616;POP;43275.0;A
2011;M;273748;ES617;POP;96525.0;A
2011;M;273748;ES618;POP;81075.0;A
2011;M;273748;ES61;POP;437950.0;A
2011;M;273749;ES611;POP;74050.0;A
2011;M;273749;ES612;POP;155000.0;A
2011;M;273749;ES613;POP;106875.0;A
2011;M;273749;ES614;POP;117550.0;A
2011;M;273749;ES615;POP;69725.0;A
2011;M;273749;ES616;POP;94825.0;A
2011;M;273749;ES617;POP;191100.0;A
2011;M;273749;ES618;POP;255050.0;A
2011;M;273749;ES61;POP;1064175.0;A
2011;M;273750;ES611;POP;100450.0;A
2011;M;273750;ES612;POP;163550.0;A
2011;M;273750;ES613;POP;125200.0;A
2011;M;273750;ES614;POP;110025.0;A
2011;M;273750;ES615;POP;68875.0;A
2011;M;273750;ES616;POP;91575.0;A
2011;M;273750;ES617;POP;180300.0;A
2011;M;273750;ES618;POP;282625.0;A
2011;M;273750;ES61;POP;1122600.0;A
2011;M;273861;ES611;POP;18350.0;A
2011;M;273861;ES612;POP;9375.0;A
2011;M;273861;ES613;POP;10425.0;A
2011;M;273861;ES614;POP;14650.0;A
2011;M;273861;ES615;POP;11125.0;A
2011;M;273861;ES616;POP;8950.0;A
2011;M;273861;ES617;POP;22300.0;A
2011;M;273861;ES618;POP;17700.0;A
2011;M;273861;ES61;POP;112875.0;A
2011;M;273747;ES611;POP;224925.0;A
2011;M;273747;ES612;POP;390025.0;A
2011;M;273747;ES613;POP;272975.0;A
2011;M;273747;ES614;POP;302225.0;A
2011;M;273747;ES615;POP;182150.0;A
2011;M;273747;ES616;POP;238625.0;A
2011;M;273747;ES617;POP;490225.0;A
2011;M;273747;ES618;POP;636450.0;A
2011;M;273747;ES61;POP;2737600.0;A
2011;F;273748;ES611;POP;35250.0;A
2011;F;273748;ES612;POP;69250.0;A
2011;F;273748;ES613;POP;41150.0;A
2011;F;273748;ES614;POP;66100.0;A
2011;F;273748;ES615;POP;37725.0;A
2011;F;273748;ES616;POP;45600.0;A
2011;F;273748;ES617;POP;111750.0;A
2011;F;273748;ES618;POP;101275.0;A
2011;F;273748;ES61;POP;508100.0;A
2011;F;273749;ES611;POP;61625.0;A
2011;F;273749;ES612;POP;119150.0;A
2011;F;273749;ES613;POP;92100.0;A
2011;F;273749;ES614;POP;100275.0;A
2011;F;273749;ES615;POP;54400.0;A
2011;F;273749;ES616;POP;74075.0;A
2011;F;273749;ES617;POP;159925.0;A
2011;F;273749;ES618;POP;218350.0;A
2011;F;273749;ES61;POP;879900.0;A
2011;F;273750;ES611;POP;77825.0;A
2011;F;273750;ES612;POP;119425.0;A
2011;F;273750;ES613;POP;100150.0;A
2011;F;273750;ES614;POP;90100.0;A
2011;F;273750;ES615;POP;53525.0;A
2011;F;273750;ES616;POP;67525.0;A
2011;F;273750;ES617;POP;143650.0;A
2011;F;273750;ES618;POP;227800.0;A
2011;F;273750;ES61;POP;880000.0;A
2011;F;273861;ES611;POP;8925.0;A
2011;F;273861;ES612;POP;6825.0;A
2011;F;273861;ES613;POP;6850.0;A
2011;F;273861;ES614;POP;10625.0;A
2011;F;273861;ES615;POP;28975.0;A
2011;F;273861;ES616;POP;4425.0;A
2011;F;273861;ES617;POP;18075.0;A
2011;F;273861;ES618;POP;13750.0;A
2011;F;273861;ES61;POP;98450.0;A
2011;F;273747;ES611;POP;183625.0;A
2011;F;273747;ES612;POP;314650.0;A
2011;F;273747;ES613;POP;240250.0;A
2011;F;273747;ES614;POP;267100.0;A
2011;F;273747;ES615;POP;174625.0;A
2011;F;273747;ES616;POP;191625.0;A
2011;F;273747;ES617;POP;433400.0;A
2011;F;273747;ES618;POP;561175.0;A
2011;F;273747;ES61;POP;2366450.0;A
2011;_T;273748;ES611;POP;67325.0;A
2011;_T;273748;ES612;POP;131350.0;A
2011;_T;273748;ES613;POP;71625.0;A
2011;_T;273748;ES614;POP;126100.0;A
2011;_T;273748;ES615;POP;70150.0;A
2011;_T;273748;ES616;POP;88875.0;A
2011;_T;273748;ES617;POP;208275.0;A
2011;_T;273748;ES618;POP;182350.0;A
2011;_T;273748;ES61;POP;946050.0;A
2011;_T;273749;ES611;POP;135675.0;A
2011;_T;273749;ES612;POP;274150.0;A
2011;_T;273749;ES613;POP;198975.0;A
2011;_T;273749;ES614;POP;217825.0;A
2011;_T;273749;ES615;POP;124125.0;A
2011;_T;273749;ES616;POP;168900.0;A
2011;_T;273749;ES617;POP;351025.0;A
2011;_T;273749;ES618;POP;473400.0;A
2011;_T;273749;ES61;POP;1944075.0;A
2011;_T;273750;ES611;POP;178275.0;A
2011;_T;273750;ES612;POP;282975.0;A
2011;_T;273750;ES613;POP;225350.0;A
2011;_T;273750;ES614;POP;200125.0;A
2011;_T;273750;ES615;POP;122400.0;A
2011;_T;273750;ES616;POP;159100.0;A
2011;_T;273750;ES617;POP;323950.0;A
2011;_T;273750;ES618;POP;510425.0;A
2011;_T;273750;ES61;POP;2002600.0;A
2011;_T;273861;ES611;POP;27275.0;A
2011;_T;273861;ES612;POP;16200.0;A
2011;_T;273861;ES613;POP;17275.0;A
2011;_T;273861;ES614;POP;25275.0;A
2011;_T;273861;ES615;POP;40100.0;A
2011;_T;273861;ES616;POP;13375.0;A
2011;_T;273861;ES617;POP;40375.0;A
2011;_T;273861;ES618;POP;31450.0;A
2011;_T;273861;ES61;POP;211325.0;A
2011;_T;273747;ES611;POP;408550.0;A
2011;_T;273747;ES612;POP;704675.0;A
2011;_T;273747;ES613;POP;513225.0;A
2011;_T;273747;ES614;POP;569325.0;A
2011;_T;273747;ES615;POP;356775.0;A
2011;_T;273747;ES616;POP;430250.0;A
2011;_T;273747;ES617;POP;923625.0;A
2011;_T;273747;ES618;POP;1197625.0;A
2011;_T;273747;ES61;POP;5104050.0;A
2012;M;273748;ES611;POP;31625.0;A
2012;M;273748;ES612;POP;60400.0;A
2012;M;273748;ES613;POP;30975.0;A
2012;M;273748;ES614;POP;65725.0;A
2012;M;273748;ES615;POP;34375.0;A
2012;M;273748;ES616;POP;40550.0;A
2012;M;273748;ES617;POP;96575.0;A
2012;M;273748;ES618;POP;81350.0;A
2012;M;273748;ES61;POP;441575.0;A
2012;M;273749;ES611;POP;75050.0;A
2012;M;273749;ES612;POP;155700.0;A
2012;M;273749;ES613;POP;105750.0;A
2012;M;273749;ES614;POP;118200.0;A
2012;M;273749;ES615;POP;70450.0;A
2012;M;273749;ES616;POP;94350.0;A
2012;M;273749;ES617;POP;197550.0;A
2012;M;273749;ES618;POP;254725.0;A
2012;M;273749;ES61;POP;1071775.0;A
2012;M;273750;ES611;POP;101275.0;A
2012;M;273750;ES612;POP;157025.0;A
2012;M;273750;ES613;POP;123400.0;A
2012;M;273750;ES614;POP;101000.0;A
2012;M;273750;ES615;POP;65400.0;A
2012;M;273750;ES616;POP;89700.0;A
2012;M;273750;ES617;POP;171325.0;A
2012;M;273750;ES618;POP;271400.0;A
2012;M;273750;ES61;POP;1080525.0;A
2012;M;273861;ES611;POP;13350.0;A
2012;M;273861;ES612;POP;9750.0;A
2012;M;273861;ES613;POP;8475.0;A
2012;M;273861;ES614;POP;11450.0;A
2012;M;273861;ES615;POP;9150.0;A
2012;M;273861;ES616;POP;7300.0;A
2012;M;273861;ES617;POP;18475.0;A
2012;M;273861;ES618;POP;14875.0;A
2012;M;273861;ES61;POP;92825.0;A
2012;M;273747;ES611;POP;221300.0;A
2012;M;273747;ES612;POP;382875.0;A
2012;M;273747;ES613;POP;268600.0;A
2012;M;273747;ES614;POP;296375.0;A
2012;M;273747;ES615;POP;179375.0;A
2012;M;273747;ES616;POP;231900.0;A
2012;M;273747;ES617;POP;483925.0;A
2012;M;273747;ES618;POP;622350.0;A
2012;M;273747;ES61;POP;2686700.0;A
2012;F;273748;ES611;POP;35125.0;A
2012;F;273748;ES612;POP;68450.0;A
2012;F;273748;ES613;POP;42050.0;A
2012;F;273748;ES614;POP;70825.0;A
2012;F;273748;ES615;POP;39825.0;A
2012;F;273748;ES616;POP;43750.0;A
2012;F;273748;ES617;POP;115150.0;A
2012;F;273748;ES618;POP;102975.0;A
2012;F;273748;ES61;POP;518150.0;A
2012;F;273749;ES611;POP;62700.0;A
2012;F;273749;ES612;POP;121975.0;A
2012;F;273749;ES613;POP;91825.0;A
2012;F;273749;ES614;POP;102250.0;A
2012;F;273749;ES615;POP;55550.0;A
2012;F;273749;ES616;POP;74950.0;A
2012;F;273749;ES617;POP;167875.0;A
2012;F;273749;ES618;POP;220575.0;A
2012;F;273749;ES61;POP;897700.0;A
2012;F;273750;ES611;POP;78075.0;A
2012;F;273750;ES612;POP;113650.0;A
2012;F;273750;ES613;POP;97675.0;A
2012;F;273750;ES614;POP;82825.0;A
2012;F;273750;ES615;POP;50625.0;A
2012;F;273750;ES616;POP;66875.0;A
2012;F;273750;ES617;POP;136600.0;A
2012;F;273750;ES618;POP;220750.0;A
2012;F;273750;ES61;POP;847075.0;A
2012;F;273861;ES611;POP;6925.0;A
2012;F;273861;ES612;POP;6825.0;A
2012;F;273861;ES613;POP;5775.0;A
2012;F;273861;ES614;POP;8800.0;A
2012;F;273861;ES615;POP;22825.0;A
2012;F;273861;ES616;POP;3975.0;A
2012;F;273861;ES617;POP;14025.0;A
2012;F;273861;ES618;POP;10700.0;A
2012;F;273861;ES61;POP;79850.0;A
2012;F;273747;ES611;POP;182825.0;A
2012;F;273747;ES612;POP;310900.0;A
2012;F;273747;ES613;POP;237325.0;A
2012;F;273747;ES614;POP;264700.0;A
2012;F;273747;ES615;POP;168825.0;A
2012;F;273747;ES616;POP;189550.0;A
2012;F;273747;ES617;POP;433650.0;A
2012;F;273747;ES618;POP;555000.0;A
2012;F;273747;ES61;POP;2342775.0;A
2012;_T;273748;ES611;POP;66750.0;A
2012;_T;273748;ES612;POP;128850.0;A
2012;_T;273748;ES613;POP;73025.0;A
2012;_T;273748;ES614;POP;136550.0;A
2012;_T;273748;ES615;POP;74200.0;A
2012;_T;273748;ES616;POP;84300.0;A
2012;_T;273748;ES617;POP;211725.0;A
2012;_T;273748;ES618;POP;184325.0;A
2012;_T;273748;ES61;POP;959725.0;A
2012;_T;273749;ES611;POP;137750.0;A
2012;_T;273749;ES612;POP;277675.0;A
2012;_T;273749;ES613;POP;197575.0;A
2012;_T;273749;ES614;POP;220450.0;A
2012;_T;273749;ES615;POP;126000.0;A
2012;_T;273749;ES616;POP;169300.0;A
2012;_T;273749;ES617;POP;365425.0;A
2012;_T;273749;ES618;POP;475300.0;A
2012;_T;273749;ES61;POP;1969475.0;A
2012;_T;273750;ES611;POP;179350.0;A
2012;_T;273750;ES612;POP;270675.0;A
2012;_T;273750;ES613;POP;221075.0;A
2012;_T;273750;ES614;POP;183825.0;A
2012;_T;273750;ES615;POP;116025.0;A
2012;_T;273750;ES616;POP;156575.0;A
2012;_T;273750;ES617;POP;307925.0;A
2012;_T;273750;ES618;POP;492150.0;A
2012;_T;273750;ES61;POP;1927600.0;A
2012;_T;273861;ES611;POP;20275.0;A
2012;_T;273861;ES612;POP;16575.0;A
2012;_T;273861;ES613;POP;14250.0;A
2012;_T;273861;ES614;POP;20250.0;A
2012;_T;273861;ES615;POP;31975.0;A
2012;_T;273861;ES616;POP;11275.0;A
2012;_T;273861;ES617;POP;32500.0;A
2012;_T;273861;ES618;POP;25575.0;A
2012;_T;273861;ES61;POP;172675.0;A
2012;_T;273747;ES611;POP;404125.0;A
2012;_T;273747;ES612;POP;693775.0;A
2012;_T;273747;ES613;POP;505925.0;A
2012;_T;273747;ES614;POP;561075.0;A
2012;_T;273747;ES615;POP;348200.0;A
2012;_T;273747;ES616;POP;421450.0;A
2012;_T;273747;ES617;POP;917575.0;A
2012;_T;273747;ES618;POP;1177350.0;A
2012;_T;273747;ES61;POP;5029475.0;A
2013;M;273748;ES611;POP;33850.0;A
2013;M;273748;ES612;POP;62325.0;A
2013;M;273748;ES613;POP;31400.0;A
2013;M;273748;ES614;POP;69300.0;A
2013;M;273748;ES615;POP;36400.0;A
2013;M;273748;ES616;POP;43275.0;A
2013;M;273748;ES617;POP;111275.0;A
2013;M;273748;ES618;POP;80150.0;A
2013;M;273748;ES61;POP;467975.0;A
2013;M;273749;ES611;POP;77025.0;A
2013;M;273749;ES612;POP;157925.0;A
2013;M;273749;ES613;POP;105700.0;A
2013;M;273749;ES614;POP;120050.0;A
2013;M;273749;ES615;POP;72075.0;A
2013;M;273749;ES616;POP;94925.0;A
2013;M;273749;ES617;POP;202350.0;A
2013;M;273749;ES618;POP;256575.0;A
2013;M;273749;ES61;POP;1086625.0;A
2013;M;273750;ES611;POP;97650.0;A
2013;M;273750;ES612;POP;148100.0;A
2013;M;273750;ES613;POP;120075.0;A
2013;M;273750;ES614;POP;95800.0;A
2013;M;273750;ES615;POP;61925.0;A
2013;M;273750;ES616;POP;85225.0;A
2013;M;273750;ES617;POP;148225.0;A
2013;M;273750;ES618;POP;264650.0;A
2013;M;273750;ES61;POP;1021650.0;A
2013;M;273861;ES611;POP;14500.0;A
2013;M;273861;ES612;POP;9950.0;A
2013;M;273861;ES613;POP;8425.0;A
2013;M;273861;ES614;POP;10725.0;A
2013;M;273861;ES615;POP;9125.0;A
2013;M;273861;ES616;POP;7350.0;A
2013;M;273861;ES617;POP;17375.0;A
2013;M;273861;ES618;POP;16275.0;A
2013;M;273861;ES61;POP;93725.0;A
2013;M;273747;ES611;POP;223025.0;A
2013;M;273747;ES612;POP;378300.0;A
2013;M;273747;ES613;POP;265600.0;A
2013;M;273747;ES614;POP;295875.0;A
2013;M;273747;ES615;POP;179525.0;A
2013;M;273747;ES616;POP;230775.0;A
2013;M;273747;ES617;POP;479225.0;A
2013;M;273747;ES618;POP;617650.0;A
2013;M;273747;ES61;POP;2669975.0;A
2013;F;273748;ES611;POP;37025.0;A
2013;F;273748;ES612;POP;69300.0;A
2013;F;273748;ES613;POP;42650.0;A
2013;F;273748;ES614;POP;72725.0;A
2013;F;273748;ES615;POP;41525.0;A
2013;F;273748;ES616;POP;46025.0;A
2013;F;273748;ES617;POP;122450.0;A
2013;F;273748;ES618;POP;104250.0;A
2013;F;273748;ES61;POP;535950.0;A
2013;F;273749;ES611;POP;63675.0;A
2013;F;273749;ES612;POP;120225.0;A
2013;F;273749;ES613;POP;91375.0;A
2013;F;273749;ES614;POP;103900.0;A
2013;F;273749;ES615;POP;55175.0;A
2013;F;273749;ES616;POP;75675.0;A
2013;F;273749;ES617;POP;168975.0;A
2013;F;273749;ES618;POP;220350.0;A
2013;F;273749;ES61;POP;899350.0;A
2013;F;273750;ES611;POP;73500.0;A
2013;F;273750;ES612;POP;102575.0;A
2013;F;273750;ES613;POP;93325.0;A
2013;F;273750;ES614;POP;76475.0;A
2013;F;273750;ES615;POP;46975.0;A
2013;F;273750;ES616;POP;60450.0;A
2013;F;273750;ES617;POP;120575.0;A
2013;F;273750;ES618;POP;208900.0;A
2013;F;273750;ES61;POP;782775.0;A
2013;F;273861;ES611;POP;6725.0;A
2013;F;273861;ES612;POP;5900.0;A
2013;F;273861;ES613;POP;5950.0;A
2013;F;273861;ES614;POP;7175.0;A
2013;F;273861;ES615;POP;22300.0;A
2013;F;273861;ES616;POP;4450.0;A
2013;F;273861;ES617;POP;14425.0;A
2013;F;273861;ES618;POP;11175.0;A
2013;F;273861;ES61;POP;78100.0;A
2013;F;273747;ES611;POP;180925.0;A
2013;F;273747;ES612;POP;298000.0;A
2013;F;273747;ES613;POP;233300.0;A
2013;F;273747;ES614;POP;260275.0;A
2013;F;273747;ES615;POP;165975.0;A
2013;F;273747;ES616;POP;186600.0;A
2013;F;273747;ES617;POP;426425.0;A
2013;F;273747;ES618;POP;544675.0;A
2013;F;273747;ES61;POP;2296175.0;A
2013;_T;273748;ES611;POP;70875.0;A
2013;_T;273748;ES612;POP;131625.0;A
2013;_T;273748;ES613;POP;74050.0;A
2013;_T;273748;ES614;POP;142025.0;A
2013;_T;273748;ES615;POP;77925.0;A
2013;_T;273748;ES616;POP;89300.0;A
2013;_T;273748;ES617;POP;233725.0;A
2013;_T;273748;ES618;POP;184400.0;A
2013;_T;273748;ES61;POP;1003925.0;A
2013;_T;273749;ES611;POP;140700.0;A
2013;_T;273749;ES612;POP;278150.0;A
2013;_T;273749;ES613;POP;197075.0;A
2013;_T;273749;ES614;POP;223950.0;A
2013;_T;273749;ES615;POP;127250.0;A
2013;_T;273749;ES616;POP;170600.0;A
2013;_T;273749;ES617;POP;371325.0;A
2013;_T;273749;ES618;POP;476925.0;A
2013;_T;273749;ES61;POP;1985975.0;A
2013;_T;273750;ES611;POP;171150.0;A
2013;_T;273750;ES612;POP;250675.0;A
2013;_T;273750;ES613;POP;213400.0;A
2013;_T;273750;ES614;POP;172275.0;A
2013;_T;273750;ES615;POP;108900.0;A
2013;_T;273750;ES616;POP;145675.0;A
2013;_T;273750;ES617;POP;268800.0;A
2013;_T;273750;ES618;POP;473550.0;A
2013;_T;273750;ES61;POP;1804425.0;A
2013;_T;273861;ES611;POP;21225.0;A
2013;_T;273861;ES612;POP;15850.0;A
2013;_T;273861;ES613;POP;14375.0;A
2013;_T;273861;ES614;POP;17900.0;A
2013;_T;273861;ES615;POP;31425.0;A
2013;_T;273861;ES616;POP;11800.0;A
2013;_T;273861;ES617;POP;31800.0;A
2013;_T;273861;ES618;POP;27450.0;A
2013;_T;273861;ES61;POP;171825.0;A
2013;_T;273747;ES611;POP;403950.0;A
2013;_T;273747;ES612;POP;676300.0;A
2013;_T;273747;ES613;POP;498900.0;A
2013;_T;273747;ES614;POP;556150.0;A
2013;_T;273747;ES615;POP;345500.0;A
2013;_T;273747;ES616;POP;417375.0;A
2013;_T;273747;ES617;POP;905650.0;A
2013;_T;273747;ES618;POP;1162325.0;A
2013;_T;273747;ES61;POP;4966150.0;A
2014;M;273748;ES611;POP;34100.0;A
2014;M;273748;ES612;POP;62275.0;A
2014;M;273748;ES613;POP;32450.0;A
2014;M;273748;ES614;POP;69775.0;A
2014;M;273748;ES615;POP;37000.0;A
2014;M;273748;ES616;POP;43125.0;A
2014;M;273748;ES617;POP;93150.0;A
2014;M;273748;ES618;POP;79875.0;A
2014;M;273748;ES61;POP;451750.0;A
2014;M;273749;ES611;POP;78350.0;A
2014;M;273749;ES612;POP;160475.0;A
2014;M;273749;ES613;POP;105950.0;A
2014;M;273749;ES614;POP;120725.0;A
2014;M;273749;ES615;POP;72625.0;A
2014;M;273749;ES616;POP;94000.0;A
2014;M;273749;ES617;POP;194100.0;A
2014;M;273749;ES618;POP;258750.0;A
2014;M;273749;ES61;POP;1084975.0;A
2014;M;273750;ES611;POP;97800.0;A
2014;M;273750;ES612;POP;148375.0;A
2014;M;273750;ES613;POP;119975.0;A
2014;M;273750;ES614;POP;95475.0;A
2014;M;273750;ES615;POP;62100.0;A
2014;M;273750;ES616;POP;86600.0;A
2014;M;273750;ES617;POP;181100.0;A
2014;M;273750;ES618;POP;266025.0;A
2014;M;273750;ES61;POP;1057450.0;A
2014;M;273861;ES611;POP;14850.0;A
2014;M;273861;ES612;POP;9325.0;A
2014;M;273861;ES613;POP;8675.0;A
2014;M;273861;ES614;POP;11375.0;A
2014;M;273861;ES615;POP;9025.0;A
2014;M;273861;ES616;POP;6925.0;A
2014;M;273861;ES617;POP;17825.0;A
2014;M;273861;ES618;POP;16550.0;A
2014;M;273861;ES61;POP;94550.0;A
2014;M;273747;ES611;POP;225100.0;A
2014;M;273747;ES612;POP;380450.0;A
2014;M;273747;ES613;POP;267050.0;A
2014;M;273747;ES614;POP;297350.0;A
2014;M;273747;ES615;POP;180750.0;A
2014;M;273747;ES616;POP;230650.0;A
2014;M;273747;ES617;POP;486175.0;A
2014;M;273747;ES618;POP;621200.0;A
2014;M;273747;ES61;POP;2688725.0;A
2014;F;273748;ES611;POP;38125.0;A
2014;F;273748;ES612;POP;69000.0;A
2014;F;273748;ES613;POP;43550.0;A
2014;F;273748;ES614;POP;72125.0;A
2014;F;273748;ES615;POP;41550.0;A
2014;F;273748;ES616;POP;47225.0;A
2014;F;273748;ES617;POP;104325.0;A
2014;F;273748;ES618;POP;104950.0;A
2014;F;273748;ES61;POP;520850.0;A
2014;F;273749;ES611;POP;65875.0;A
2014;F;273749;ES612;POP;122025.0;A
2014;F;273749;ES613;POP;91800.0;A
2014;F;273749;ES614;POP;104950.0;A
2014;F;273749;ES615;POP;57225.0;A
2014;F;273749;ES616;POP;74250.0;A
2014;F;273749;ES617;POP;167150.0;A
2014;F;273749;ES618;POP;224325.0;A
2014;F;273749;ES61;POP;907600.0;A
2014;F;273750;ES611;POP;73225.0;A
2014;F;273750;ES612;POP;101350.0;A
2014;F;273750;ES613;POP;93475.0;A
2014;F;273750;ES614;POP;77525.0;A
2014;F;273750;ES615;POP;47475.0;A
2014;F;273750;ES616;POP;61825.0;A
2014;F;273750;ES617;POP;145575.0;A
2014;F;273750;ES618;POP;204025.0;A
2014;F;273750;ES61;POP;804475.0;A
2014;F;273861;ES611;POP;6550.0;A
2014;F;273861;ES612;POP;6100.0;A
2014;F;273861;ES613;POP;6175.0;A
2014;F;273861;ES614;POP;8325.0;A
2014;F;273861;ES615;POP;23100.0;A
2014;F;273861;ES616;POP;4175.0;A
2014;F;273861;ES617;POP;15550.0;A
2014;F;273861;ES618;POP;11175.0;A
2014;F;273861;ES61;POP;81150.0;A
2014;F;273747;ES611;POP;183775.0;A
2014;F;273747;ES612;POP;298475.0;A
2014;F;273747;ES613;POP;235000.0;A
2014;F;273747;ES614;POP;262925.0;A
2014;F;273747;ES615;POP;169350.0;A
2014;F;273747;ES616;POP;187475.0;A
2014;F;273747;ES617;POP;432600.0;A
2014;F;273747;ES618;POP;544475.0;A
2014;F;273747;ES61;POP;2314075.0;A
2014;_T;273748;ES611;POP;72225.0;A
2014;_T;273748;ES612;POP;131275.0;A
2014;_T;273748;ES613;POP;76000.0;A
2014;_T;273748;ES614;POP;141900.0;A
2014;_T;273748;ES615;POP;78550.0;A
2014;_T;273748;ES616;POP;90350.0;A
2014;_T;273748;ES617;POP;197475.0;A
2014;_T;273748;ES618;POP;184825.0;A
2014;_T;273748;ES61;POP;972600.0;A
2014;_T;273749;ES611;POP;144225.0;A
2014;_T;273749;ES612;POP;282500.0;A
2014;_T;273749;ES613;POP;197750.0;A
2014;_T;273749;ES614;POP;225675.0;A
2014;_T;273749;ES615;POP;129850.0;A
2014;_T;273749;ES616;POP;168250.0;A
2014;_T;273749;ES617;POP;361250.0;A
2014;_T;273749;ES618;POP;483075.0;A
2014;_T;273749;ES61;POP;1992575.0;A
2014;_T;273750;ES611;POP;171025.0;A
2014;_T;273750;ES612;POP;249725.0;A
2014;_T;273750;ES613;POP;213450.0;A
2014;_T;273750;ES614;POP;173000.0;A
2014;_T;273750;ES615;POP;109575.0;A
2014;_T;273750;ES616;POP;148425.0;A
2014;_T;273750;ES617;POP;326675.0;A
2014;_T;273750;ES618;POP;470050.0;A
2014;_T;273750;ES61;POP;1861925.0;A
2014;_T;273861;ES611;POP;21400.0;A
2014;_T;273861;ES612;POP;15425.0;A
2014;_T;273861;ES613;POP;14850.0;A
2014;_T;273861;ES614;POP;19700.0;A
2014;_T;273861;ES615;POP;32125.0;A
2014;_T;273861;ES616;POP;11100.0;A
2014;_T;273861;ES617;POP;33375.0;A
2014;_T;273861;ES618;POP;27725.0;A
2014;_T;273861;ES61;POP;175700.0;A
2014;_T;273747;ES611;POP;408875.0;A
2014;_T;273747;ES612;POP;678925.0;A
2014;_T;273747;ES613;POP;502050.0;A
2014;_T;273747;ES614;POP;560275.0;A
2014;_T;273747;ES615;POP;350100.0;A
2014;_T;273747;ES616;POP;418125.0;A
2014;_T;273747;ES617;POP;918775.0;A
2014;_T;273747;ES618;POP;1165675.0;A
2014;_T;273747;ES61;POP;5002800.0;A
2015;M;273748;ES611;POP;36075.0;A
2015;M;273748;ES612;POP;64350.0;A
2015;M;273748;ES613;POP;33200.0;A
2015;M;273748;ES614;POP;68625.0;A
2015;M;273748;ES615;POP;36775.0;A
2015;M;273748;ES616;POP;44900.0;A
2015;M;273748;ES617;POP;89300.0;A
2015;M;273748;ES618;POP;82425.0;A
2015;M;273748;ES61;POP;455650.0;A
2015;M;273749;ES611;POP;78750.0;A
2015;M;273749;ES612;POP;162150.0;A
2015;M;273749;ES613;POP;106875.0;A
2015;M;273749;ES614;POP;122675.0;A
2015;M;273749;ES615;POP;75025.0;A
2015;M;273749;ES616;POP;96200.0;A
2015;M;273749;ES617;POP;195425.0;A
2015;M;273749;ES618;POP;262025.0;A
2015;M;273749;ES61;POP;1099125.0;A
2015;M;273750;ES611;POP;100950.0;A
2015;M;273750;ES612;POP;149600.0;A
