TEMPORAL;SEXO;CNAE09;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2020;F;273732;ES618;POP;158750.0;A
2020;F;273732;ES61;POP;634775.0;A
2020;F;273734;ES611;POP;35125.0;A
2020;F;273734;ES612;POP;72950.0;A
2020;F;273734;ES613;POP;41650.0;A
2020;F;273734;ES614;POP;57525.0;A
2020;F;273734;ES615;POP;26875.0;A
2020;F;273734;ES616;POP;29975.0;A
2020;F;273734;ES617;POP;133325.0;A
2020;F;273734;ES618;POP;150600.0;A
2020;F;273734;ES61;POP;548025.0;A
2020;F;273735;ES611;POP;15650.0;A
2020;F;273735;ES612;POP;41950.0;A
2020;F;273735;ES613;POP;29200.0;A
2020;F;273735;ES614;POP;27675.0;A
2020;F;273735;ES615;POP;18350.0;A
2020;F;273735;ES616;POP;24025.0;A
2020;F;273735;ES617;POP;42325.0;A
2020;F;273735;ES618;POP;61650.0;A
2020;F;273735;ES61;POP;260825.0;A
2020;F;273721;ES611;POP;209525.0;A
2020;F;273721;ES612;POP;332875.0;A
2020;F;273721;ES613;POP;247725.0;A
2020;F;273721;ES614;POP;284025.0;A
2020;F;273721;ES615;POP;178625.0;A
2020;F;273721;ES616;POP;196775.0;A
2020;F;273721;ES617;POP;481125.0;A
2020;F;273721;ES618;POP;599600.0;A
2020;F;273721;ES61;POP;2530275.0;A
2020;_T;273728;ES611;POP;105125.0;A
2020;_T;273728;ES612;POP;47575.0;A
2020;_T;273728;ES613;POP;95850.0;A
2020;_T;273728;ES614;POP;85525.0;A
2020;_T;273728;ES615;POP;99775.0;A
2020;_T;273728;ES616;POP;102775.0;A
2020;_T;273728;ES617;POP;48750.0;A
2020;_T;273728;ES618;POP;134425.0;A
2020;_T;273728;ES61;POP;719800.0;A
2020;_T;273729;ES611;POP;24725.0;A
2020;_T;273729;ES612;POP;70025.0;A
2020;_T;273729;ES613;POP;53550.0;A
2020;_T;273729;ES614;POP;37950.0;A
2020;_T;273729;ES615;POP;30850.0;A
2020;_T;273729;ES616;POP;47875.0;A
2020;_T;273729;ES617;POP;56375.0;A
2020;_T;273729;ES618;POP;111025.0;A
2020;_T;273729;ES61;POP;432375.0;A
2020;_T;273730;ES611;POP;29600.0;A
2020;_T;273730;ES612;POP;63900.0;A
2020;_T;273730;ES613;POP;47250.0;A
2020;_T;273730;ES614;POP;54825.0;A
2020;_T;273730;ES615;POP;24575.0;A
2020;_T;273730;ES616;POP;26200.0;A
2020;_T;273730;ES617;POP;103900.0;A
2020;_T;273730;ES618;POP;100225.0;A
2020;_T;273730;ES61;POP;450475.0;A
2020;_T;273733;ES611;POP;126375.0;A
2020;_T;273733;ES612;POP;185425.0;A
2020;_T;273733;ES613;POP;90925.0;A
2020;_T;273733;ES614;POP;128850.0;A
2020;_T;273733;ES615;POP;64900.0;A
2020;_T;273733;ES616;POP;66350.0;A
2020;_T;273733;ES617;POP;283675.0;A
2020;_T;273733;ES618;POP;251850.0;A
2020;_T;273733;ES61;POP;1198350.0;A
2020;_T;273732;ES611;POP;69975.0;A
2020;_T;273732;ES612;POP;147625.0;A
2020;_T;273732;ES613;POP;101325.0;A
2020;_T;273732;ES614;POP;124125.0;A
2020;_T;273732;ES615;POP;64725.0;A
2020;_T;273732;ES616;POP;86650.0;A
2020;_T;273732;ES617;POP;177625.0;A
2020;_T;273732;ES618;POP;248000.0;A
2020;_T;273732;ES61;POP;1020050.0;A
2020;_T;273734;ES611;POP;83450.0;A
2020;_T;273734;ES612;POP;165525.0;A
2020;_T;273734;ES613;POP;89750.0;A
2020;_T;273734;ES614;POP;123350.0;A
2020;_T;273734;ES615;POP;62150.0;A
2020;_T;273734;ES616;POP;64525.0;A
2020;_T;273734;ES617;POP;283200.0;A
2020;_T;273734;ES618;POP;320925.0;A
2020;_T;273734;ES61;POP;1192875.0;A
2020;_T;273735;ES611;POP;21400.0;A
2020;_T;273735;ES612;POP;53150.0;A
2020;_T;273735;ES613;POP;38450.0;A
2020;_T;273735;ES614;POP;40575.0;A
2020;_T;273735;ES615;POP;23175.0;A
2020;_T;273735;ES616;POP;31975.0;A
2020;_T;273735;ES617;POP;58775.0;A
2020;_T;273735;ES618;POP;81825.0;A
2020;_T;273735;ES61;POP;349325.0;A
2020;_T;273721;ES611;POP;460650.0;A
2020;_T;273721;ES612;POP;733225.0;A
2020;_T;273721;ES613;POP;517100.0;A
2020;_T;273721;ES614;POP;595200.0;A
2020;_T;273721;ES615;POP;370150.0;A
2020;_T;273721;ES616;POP;426350.0;A
2020;_T;273721;ES617;POP;1012300.0;A
2020;_T;273721;ES618;POP;1248275.0;A
2020;_T;273721;ES61;POP;5363250.0;A
