TEMPORAL;SEXO;MCVL_TIPOCOTIZACION;TERRITORIO;MCVL_COTIZANTE;INDICATOR;OBS_VALUE;FREQ
2010;M;53594;ES614;53591;POP;133725.0;A
2010;M;53594;ES615;53591;POP;73125.0;A
2010;M;53594;ES616;53591;POP;87200.0;A
2010;M;53594;ES617;53591;POP;245275.0;A
2010;M;53594;ES618;53591;POP;302375.0;A
2010;M;53594;ES61;53591;POP;1237050.0;A
2010;M;53595;ES611;53591;POP;18075.0;A
2010;M;53595;ES612;53591;POP;30275.0;A
2010;M;53595;ES613;53591;POP;13875.0;A
2010;M;53595;ES614;53591;POP;18950.0;A
2010;M;53595;ES615;53591;POP;8975.0;A
2010;M;53595;ES616;53591;POP;5875.0;A
2010;M;53595;ES617;53591;POP;39825.0;A
2010;M;53595;ES618;53591;POP;39025.0;A
2010;M;53595;ES61;53591;POP;174875.0;A
2010;M;53596;ES611;53591;POP;1275.0;A
2010;M;53596;ES612;53591;POP;2825.0;A
2010;M;53596;ES613;53591;POP;2075.0;A
2010;M;53596;ES614;53591;POP;2450.0;A
2010;M;53596;ES615;53591;POP;1050.0;A
2010;M;53596;ES616;53591;POP;1225.0;A
2010;M;53596;ES617;53591;POP;2725.0;A
2010;M;53596;ES618;53591;POP;2725.0;A
2010;M;53596;ES61;53591;POP;16350.0;A
2010;M;53597;ES611;53591;POP;67225.0;A
2010;M;53597;ES612;53591;POP;93100.0;A
2010;M;53597;ES613;53591;POP;77175.0;A
2010;M;53597;ES614;53591;POP;73100.0;A
2010;M;53597;ES615;53591;POP;59875.0;A
2010;M;53597;ES616;53591;POP;80400.0;A
2010;M;53597;ES617;53591;POP;103275.0;A
2010;M;53597;ES618;53591;POP;155200.0;A
2010;M;53597;ES61;53591;POP;709350.0;A
2010;M;53593;ES611;53591;POP;186375.0;A
2010;M;53593;ES612;53591;POP;304425.0;A
2010;M;53593;ES613;53591;POP;210450.0;A
2010;M;53593;ES614;53591;POP;228225.0;A
2010;M;53593;ES615;53591;POP;143025.0;A
2010;M;53593;ES616;53591;POP;174700.0;A
2010;M;53593;ES617;53591;POP;391100.0;A
2010;M;53593;ES618;53591;POP;499325.0;A
2010;M;53593;ES61;53591;POP;2137625.0;A
2010;F;53594;ES611;53591;POP;78900.0;A
2010;F;53594;ES612;53591;POP;132775.0;A
2010;F;53594;ES613;53591;POP;87400.0;A
2010;F;53594;ES614;53591;POP;104375.0;A
2010;F;53594;ES615;53591;POP;51050.0;A
2010;F;53594;ES616;53591;POP;67075.0;A
2010;F;53594;ES617;53591;POP;208700.0;A
2010;F;53594;ES618;53591;POP;237075.0;A
2010;F;53594;ES61;53591;POP;967350.0;A
2010;F;53595;ES611;53591;POP;11700.0;A
2010;F;53595;ES612;53591;POP;34475.0;A
2010;F;53595;ES613;53591;POP;13225.0;A
2010;F;53595;ES614;53591;POP;15300.0;A
2010;F;53595;ES615;53591;POP;8125.0;A
2010;F;53595;ES616;53591;POP;9000.0;A
2010;F;53595;ES617;53591;POP;33075.0;A
2010;F;53595;ES618;53591;POP;38175.0;A
2010;F;53595;ES61;53591;POP;163075.0;A
2010;F;53596;ES611;53591;POP;5750.0;A
2010;F;53596;ES612;53591;POP;9875.0;A
2010;F;53596;ES613;53591;POP;6550.0;A
2010;F;53596;ES614;53591;POP;7750.0;A
2010;F;53596;ES615;53591;POP;4575.0;A
2010;F;53596;ES616;53591;POP;7850.0;A
2010;F;53596;ES617;53591;POP;11175.0;A
2010;F;53596;ES618;53591;POP;11125.0;A
2010;F;53596;ES61;53591;POP;64650.0;A
2010;F;53597;ES611;53591;POP;51300.0;A
2010;F;53597;ES612;53591;POP;65900.0;A
2010;F;53597;ES613;53591;POP;63875.0;A
2010;F;53597;ES614;53591;POP;66300.0;A
2010;F;53597;ES615;53591;POP;72900.0;A
2010;F;53597;ES616;53591;POP;56350.0;A
2010;F;53597;ES617;53591;POP;81525.0;A
2010;F;53597;ES618;53591;POP;129175.0;A
2010;F;53597;ES61;53591;POP;587325.0;A
2010;F;53593;ES611;53591;POP;147650.0;A
2010;F;53593;ES612;53591;POP;243025.0;A
2010;F;53593;ES613;53591;POP;171050.0;A
2010;F;53593;ES614;53591;POP;193725.0;A
2010;F;53593;ES615;53591;POP;136650.0;A
2010;F;53593;ES616;53591;POP;140275.0;A
2010;F;53593;ES617;53591;POP;334475.0;A
2010;F;53593;ES618;53591;POP;415550.0;A
2010;F;53593;ES61;53591;POP;1782400.0;A
2010;_T;53594;ES611;53591;POP;178700.0;A
2010;_T;53594;ES612;53591;POP;311000.0;A
2010;_T;53594;ES613;53591;POP;204725.0;A
2010;_T;53594;ES614;53591;POP;238100.0;A
2010;_T;53594;ES615;53591;POP;124175.0;A
2010;_T;53594;ES616;53591;POP;154275.0;A
2010;_T;53594;ES617;53591;POP;453975.0;A
2010;_T;53594;ES618;53591;POP;539450.0;A
2010;_T;53594;ES61;53591;POP;2204400.0;A
2010;_T;53595;ES611;53591;POP;29775.0;A
2010;_T;53595;ES612;53591;POP;64750.0;A
2010;_T;53595;ES613;53591;POP;27100.0;A
2010;_T;53595;ES614;53591;POP;34250.0;A
2010;_T;53595;ES615;53591;POP;17100.0;A
2010;_T;53595;ES616;53591;POP;14875.0;A
2010;_T;53595;ES617;53591;POP;72900.0;A
2010;_T;53595;ES618;53591;POP;77200.0;A
2010;_T;53595;ES61;53591;POP;337950.0;A
2010;_T;53596;ES611;53591;POP;7025.0;A
2010;_T;53596;ES612;53591;POP;12700.0;A
2010;_T;53596;ES613;53591;POP;8625.0;A
2010;_T;53596;ES614;53591;POP;10200.0;A
2010;_T;53596;ES615;53591;POP;5625.0;A
2010;_T;53596;ES616;53591;POP;9075.0;A
2010;_T;53596;ES617;53591;POP;13900.0;A
2010;_T;53596;ES618;53591;POP;13850.0;A
2010;_T;53596;ES61;53591;POP;81000.0;A
2010;_T;53597;ES611;53591;POP;118525.0;A
2010;_T;53597;ES612;53591;POP;159000.0;A
2010;_T;53597;ES613;53591;POP;141050.0;A
2010;_T;53597;ES614;53591;POP;139400.0;A
2010;_T;53597;ES615;53591;POP;132775.0;A
2010;_T;53597;ES616;53591;POP;136750.0;A
2010;_T;53597;ES617;53591;POP;184800.0;A
2010;_T;53597;ES618;53591;POP;284375.0;A
2010;_T;53597;ES61;53591;POP;1296675.0;A
2010;_T;53593;ES611;53591;POP;334025.0;A
2010;_T;53593;ES612;53591;POP;547450.0;A
2010;_T;53593;ES613;53591;POP;381500.0;A
2010;_T;53593;ES614;53591;POP;421950.0;A
2010;_T;53593;ES615;53591;POP;279675.0;A
2010;_T;53593;ES616;53591;POP;314975.0;A
2010;_T;53593;ES617;53591;POP;725575.0;A
2010;_T;53593;ES618;53591;POP;914875.0;A
2010;_T;53593;ES61;53591;POP;3920025.0;A
2011;M;53594;ES611;53591;POP;97700.0;A
2011;M;53594;ES612;53591;POP;173850.0;A
2011;M;53594;ES613;53591;POP;115025.0;A
2011;M;53594;ES614;53591;POP;132775.0;A
2011;M;53594;ES615;53591;POP;71825.0;A
2011;M;53594;ES616;53591;POP;85475.0;A
2011;M;53594;ES617;53591;POP;244750.0;A
2011;M;53594;ES618;53591;POP;299550.0;A
2011;M;53594;ES61;53591;POP;1220950.0;A
2011;M;53595;ES611;53591;POP;17075.0;A
2011;M;53595;ES612;53591;POP;29150.0;A
2011;M;53595;ES613;53591;POP;13075.0;A
2011;M;53595;ES614;53591;POP;19275.0;A
2011;M;53595;ES615;53591;POP;9850.0;A
2011;M;53595;ES616;53591;POP;6750.0;A
2011;M;53595;ES617;53591;POP;36875.0;A
2011;M;53595;ES618;53591;POP;38900.0;A
2011;M;53595;ES61;53591;POP;170950.0;A
2011;M;53596;ES611;53591;POP;1350.0;A
2011;M;53596;ES612;53591;POP;3450.0;A
2011;M;53596;ES613;53591;POP;1925.0;A
2011;M;53596;ES614;53591;POP;2050.0;A
2011;M;53596;ES615;53591;POP;1025.0;A
2011;M;53596;ES616;53591;POP;1375.0;A
2011;M;53596;ES617;53591;POP;2850.0;A
2011;M;53596;ES618;53591;POP;2850.0;A
2011;M;53596;ES61;53591;POP;16875.0;A
2011;M;53597;ES611;53591;POP;66350.0;A
2011;M;53597;ES612;53591;POP;90175.0;A
2011;M;53597;ES613;53591;POP;77050.0;A
2011;M;53597;ES614;53591;POP;70950.0;A
2011;M;53597;ES615;53591;POP;57600.0;A
2011;M;53597;ES616;53591;POP;80325.0;A
2011;M;53597;ES617;53591;POP;98575.0;A
2011;M;53597;ES618;53591;POP;149950.0;A
2011;M;53597;ES61;53591;POP;690975.0;A
2011;M;53593;ES611;53591;POP;182475.0;A
2011;M;53593;ES612;53591;POP;296625.0;A
2011;M;53593;ES613;53591;POP;207075.0;A
2011;M;53593;ES614;53591;POP;225050.0;A
2011;M;53593;ES615;53591;POP;140300.0;A
2011;M;53593;ES616;53591;POP;173925.0;A
2011;M;53593;ES617;53591;POP;383050.0;A
2011;M;53593;ES618;53591;POP;491250.0;A
2011;M;53593;ES61;53591;POP;2099750.0;A
2011;F;53594;ES611;53591;POP;78025.0;A
2011;F;53594;ES612;53591;POP;130700.0;A
2011;F;53594;ES613;53591;POP;87125.0;A
2011;F;53594;ES614;53591;POP;105550.0;A
2011;F;53594;ES615;53591;POP;50850.0;A
2011;F;53594;ES616;53591;POP;67325.0;A
2011;F;53594;ES617;53591;POP;207300.0;A
2011;F;53594;ES618;53591;POP;237650.0;A
2011;F;53594;ES61;53591;POP;964525.0;A
2011;F;53595;ES611;53591;POP;12725.0;A
2011;F;53595;ES612;53591;POP;32975.0;A
2011;F;53595;ES613;53591;POP;13650.0;A
2011;F;53595;ES614;53591;POP;14825.0;A
2011;F;53595;ES615;53591;POP;8925.0;A
2011;F;53595;ES616;53591;POP;8600.0;A
2011;F;53595;ES617;53591;POP;33475.0;A
2011;F;53595;ES618;53591;POP;37925.0;A
2011;F;53595;ES61;53591;POP;163100.0;A
2011;F;53596;ES611;53591;POP;5375.0;A
2011;F;53596;ES612;53591;POP;9500.0;A
2011;F;53596;ES613;53591;POP;6250.0;A
2011;F;53596;ES614;53591;POP;7875.0;A
2011;F;53596;ES615;53591;POP;4725.0;A
2011;F;53596;ES616;53591;POP;7750.0;A
2011;F;53596;ES617;53591;POP;11400.0;A
2011;F;53596;ES618;53591;POP;11350.0;A
2011;F;53596;ES61;53591;POP;64225.0;A
2011;F;53597;ES611;53591;POP;50750.0;A
2011;F;53597;ES612;53591;POP;67750.0;A
2011;F;53597;ES613;53591;POP;64950.0;A
2011;F;53597;ES614;53591;POP;66950.0;A
2011;F;53597;ES615;53591;POP;73000.0;A
2011;F;53597;ES616;53591;POP;55800.0;A
2011;F;53597;ES617;53591;POP;83250.0;A
2011;F;53597;ES618;53591;POP;128825.0;A
2011;F;53597;ES61;53591;POP;591275.0;A
2011;F;53593;ES611;53591;POP;146875.0;A
2011;F;53593;ES612;53591;POP;240925.0;A
2011;F;53593;ES613;53591;POP;171975.0;A
2011;F;53593;ES614;53591;POP;195200.0;A
2011;F;53593;ES615;53591;POP;137500.0;A
2011;F;53593;ES616;53591;POP;139475.0;A
2011;F;53593;ES617;53591;POP;335425.0;A
2011;F;53593;ES618;53591;POP;415750.0;A
2011;F;53593;ES61;53591;POP;1783125.0;A
2011;_T;53594;ES611;53591;POP;175725.0;A
2011;_T;53594;ES612;53591;POP;304550.0;A
2011;_T;53594;ES613;53591;POP;202150.0;A
2011;_T;53594;ES614;53591;POP;238325.0;A
2011;_T;53594;ES615;53591;POP;122675.0;A
2011;_T;53594;ES616;53591;POP;152800.0;A
2011;_T;53594;ES617;53591;POP;452050.0;A
2011;_T;53594;ES618;53591;POP;537200.0;A
2011;_T;53594;ES61;53591;POP;2185475.0;A
2011;_T;53595;ES611;53591;POP;29800.0;A
2011;_T;53595;ES612;53591;POP;62125.0;A
2011;_T;53595;ES613;53591;POP;26725.0;A
2011;_T;53595;ES614;53591;POP;34100.0;A
2011;_T;53595;ES615;53591;POP;18775.0;A
2011;_T;53595;ES616;53591;POP;15350.0;A
2011;_T;53595;ES617;53591;POP;70350.0;A
2011;_T;53595;ES618;53591;POP;76825.0;A
2011;_T;53595;ES61;53591;POP;334050.0;A
2011;_T;53596;ES611;53591;POP;6725.0;A
2011;_T;53596;ES612;53591;POP;12950.0;A
2011;_T;53596;ES613;53591;POP;8175.0;A
2011;_T;53596;ES614;53591;POP;9925.0;A
2011;_T;53596;ES615;53591;POP;5750.0;A
2011;_T;53596;ES616;53591;POP;9125.0;A
2011;_T;53596;ES617;53591;POP;14250.0;A
2011;_T;53596;ES618;53591;POP;14200.0;A
2011;_T;53596;ES61;53591;POP;81100.0;A
2011;_T;53597;ES611;53591;POP;117100.0;A
2011;_T;53597;ES612;53591;POP;157925.0;A
2011;_T;53597;ES613;53591;POP;142000.0;A
2011;_T;53597;ES614;53591;POP;137900.0;A
2011;_T;53597;ES615;53591;POP;130600.0;A
2011;_T;53597;ES616;53591;POP;136125.0;A
2011;_T;53597;ES617;53591;POP;181825.0;A
2011;_T;53597;ES618;53591;POP;278775.0;A
2011;_T;53597;ES61;53591;POP;1282250.0;A
2011;_T;53593;ES611;53591;POP;329350.0;A
2011;_T;53593;ES612;53591;POP;537550.0;A
2011;_T;53593;ES613;53591;POP;379050.0;A
2011;_T;53593;ES614;53591;POP;420250.0;A
2011;_T;53593;ES615;53591;POP;277800.0;A
2011;_T;53593;ES616;53591;POP;313400.0;A
2011;_T;53593;ES617;53591;POP;718475.0;A
2011;_T;53593;ES618;53591;POP;907000.0;A
2011;_T;53593;ES61;53591;POP;3882875.0;A
2012;M;53594;ES611;53591;POP;97000.0;A
2012;M;53594;ES612;53591;POP;168800.0;A
2012;M;53594;ES613;53591;POP;112425.0;A
2012;M;53594;ES614;53591;POP;129900.0;A
2012;M;53594;ES615;53591;POP;71500.0;A
2012;M;53594;ES616;53591;POP;83675.0;A
2012;M;53594;ES617;53591;POP;237000.0;A
2012;M;53594;ES618;53591;POP;286925.0;A
2012;M;53594;ES61;53591;POP;1187225.0;A
2012;M;53595;ES611;53591;POP;17000.0;A
2012;M;53595;ES612;53591;POP;32175.0;A
2012;M;53595;ES613;53591;POP;13850.0;A
2012;M;53595;ES614;53591;POP;20075.0;A
2012;M;53595;ES615;53591;POP;10150.0;A
2012;M;53595;ES616;53591;POP;8700.0;A
2012;M;53595;ES617;53591;POP;38750.0;A
2012;M;53595;ES618;53591;POP;42575.0;A
2012;M;53595;ES61;53591;POP;183275.0;A
2012;M;53596;ES611;53591;POP;1800.0;A
2012;M;53596;ES612;53591;POP;3700.0;A
2012;M;53596;ES613;53591;POP;2650.0;A
2012;M;53596;ES614;53591;POP;2275.0;A
2012;M;53596;ES615;53591;POP;1700.0;A
2012;M;53596;ES616;53591;POP;1800.0;A
2012;M;53596;ES617;53591;POP;2700.0;A
2012;M;53596;ES618;53591;POP;3825.0;A
2012;M;53596;ES61;53591;POP;20450.0;A
2012;M;53597;ES611;53591;POP;62725.0;A
2012;M;53597;ES612;53591;POP;82400.0;A
2012;M;53597;ES613;53591;POP;73800.0;A
2012;M;53597;ES614;53591;POP;66725.0;A
2012;M;53597;ES615;53591;POP;53925.0;A
2012;M;53597;ES616;53591;POP;73625.0;A
2012;M;53597;ES617;53591;POP;95525.0;A
2012;M;53597;ES618;53591;POP;142900.0;A
2012;M;53597;ES61;53591;POP;651625.0;A
2012;M;53593;ES611;53591;POP;178525.0;A
2012;M;53593;ES612;53591;POP;287075.0;A
2012;M;53593;ES613;53591;POP;202725.0;A
2012;M;53593;ES614;53591;POP;218975.0;A
2012;M;53593;ES615;53591;POP;137275.0;A
2012;M;53593;ES616;53591;POP;167800.0;A
2012;M;53593;ES617;53591;POP;373975.0;A
2012;M;53593;ES618;53591;POP;476225.0;A
2012;M;53593;ES61;53591;POP;2042575.0;A
2012;F;53594;ES611;53591;POP;78800.0;A
2012;F;53594;ES612;53591;POP;130525.0;A
2012;F;53594;ES613;53591;POP;87050.0;A
2012;F;53594;ES614;53591;POP;105250.0;A
2012;F;53594;ES615;53591;POP;53675.0;A
2012;F;53594;ES616;53591;POP;67225.0;A
2012;F;53594;ES617;53591;POP;205600.0;A
2012;F;53594;ES618;53591;POP;235550.0;A
2012;F;53594;ES61;53591;POP;963675.0;A
2012;F;53595;ES611;53591;POP;11875.0;A
2012;F;53595;ES612;53591;POP;31825.0;A
2012;F;53595;ES613;53591;POP;13800.0;A
2012;F;53595;ES614;53591;POP;15950.0;A
2012;F;53595;ES615;53591;POP;8925.0;A
2012;F;53595;ES616;53591;POP;9275.0;A
2012;F;53595;ES617;53591;POP;35425.0;A
2012;F;53595;ES618;53591;POP;39650.0;A
2012;F;53595;ES61;53591;POP;166725.0;A
2012;F;53596;ES611;53591;POP;5225.0;A
2012;F;53596;ES612;53591;POP;9375.0;A
2012;F;53596;ES613;53591;POP;6475.0;A
2012;F;53596;ES614;53591;POP;7350.0;A
2012;F;53596;ES615;53591;POP;5850.0;A
2012;F;53596;ES616;53591;POP;6600.0;A
2012;F;53596;ES617;53591;POP;9875.0;A
2012;F;53596;ES618;53591;POP;10775.0;A
2012;F;53596;ES61;53591;POP;61525.0;A
2012;F;53597;ES611;53591;POP;49125.0;A
2012;F;53597;ES612;53591;POP;63875.0;A
2012;F;53597;ES613;53591;POP;62625.0;A
2012;F;53597;ES614;53591;POP;63475.0;A
2012;F;53597;ES615;53591;POP;62775.0;A
2012;F;53597;ES616;53591;POP;52525.0;A
2012;F;53597;ES617;53591;POP;82325.0;A
2012;F;53597;ES618;53591;POP;122400.0;A
2012;F;53597;ES61;53591;POP;559125.0;A
2012;F;53593;ES611;53591;POP;145025.0;A
2012;F;53593;ES612;53591;POP;235600.0;A
2012;F;53593;ES613;53591;POP;169950.0;A
2012;F;53593;ES614;53591;POP;192025.0;A
2012;F;53593;ES615;53591;POP;131225.0;A
2012;F;53593;ES616;53591;POP;135625.0;A
2012;F;53593;ES617;53591;POP;333225.0;A
2012;F;53593;ES618;53591;POP;408375.0;A
2012;F;53593;ES61;53591;POP;1751050.0;A
2012;_T;53594;ES611;53591;POP;175800.0;A
2012;_T;53594;ES612;53591;POP;299325.0;A
2012;_T;53594;ES613;53591;POP;199475.0;A
2012;_T;53594;ES614;53591;POP;235150.0;A
2012;_T;53594;ES615;53591;POP;125175.0;A
2012;_T;53594;ES616;53591;POP;150900.0;A
2012;_T;53594;ES617;53591;POP;442600.0;A
2012;_T;53594;ES618;53591;POP;522475.0;A
2012;_T;53594;ES61;53591;POP;2150900.0;A
2012;_T;53595;ES611;53591;POP;28875.0;A
2012;_T;53595;ES612;53591;POP;64000.0;A
2012;_T;53595;ES613;53591;POP;27650.0;A
2012;_T;53595;ES614;53591;POP;36025.0;A
2012;_T;53595;ES615;53591;POP;19075.0;A
2012;_T;53595;ES616;53591;POP;17975.0;A
2012;_T;53595;ES617;53591;POP;74175.0;A
2012;_T;53595;ES618;53591;POP;82225.0;A
2012;_T;53595;ES61;53591;POP;350000.0;A
2012;_T;53596;ES611;53591;POP;7025.0;A
2012;_T;53596;ES612;53591;POP;13075.0;A
2012;_T;53596;ES613;53591;POP;9125.0;A
2012;_T;53596;ES614;53591;POP;9625.0;A
2012;_T;53596;ES615;53591;POP;7550.0;A
2012;_T;53596;ES616;53591;POP;8400.0;A
2012;_T;53596;ES617;53591;POP;12575.0;A
2012;_T;53596;ES618;53591;POP;14600.0;A
2012;_T;53596;ES61;53591;POP;81975.0;A
2012;_T;53597;ES611;53591;POP;111850.0;A
2012;_T;53597;ES612;53591;POP;146275.0;A
2012;_T;53597;ES613;53591;POP;136425.0;A
2012;_T;53597;ES614;53591;POP;130200.0;A
2012;_T;53597;ES615;53591;POP;116700.0;A
2012;_T;53597;ES616;53591;POP;126150.0;A
2012;_T;53597;ES617;53591;POP;177850.0;A
2012;_T;53597;ES618;53591;POP;265300.0;A
2012;_T;53597;ES61;53591;POP;1210750.0;A
2012;_T;53593;ES611;53591;POP;323550.0;A
2012;_T;53593;ES612;53591;POP;522675.0;A
2012;_T;53593;ES613;53591;POP;372675.0;A
2012;_T;53593;ES614;53591;POP;411000.0;A
2012;_T;53593;ES615;53591;POP;268500.0;A
2012;_T;53593;ES616;53591;POP;303425.0;A
2012;_T;53593;ES617;53591;POP;707200.0;A
2012;_T;53593;ES618;53591;POP;884600.0;A
2012;_T;53593;ES61;53591;POP;3793625.0;A
2013;M;53594;ES611;53591;POP;104450.0;A
2013;M;53594;ES612;53591;POP;168675.0;A
2013;M;53594;ES613;53591;POP;114050.0;A
2013;M;53594;ES614;53591;POP;133750.0;A
2013;M;53594;ES615;53591;POP;76225.0;A
2013;M;53594;ES616;53591;POP;94150.0;A
2013;M;53594;ES617;53591;POP;240950.0;A
2013;M;53594;ES618;53591;POP;290250.0;A
2013;M;53594;ES61;53591;POP;1222500.0;A
2013;M;53595;ES611;53591;POP;13950.0;A
2013;M;53595;ES612;53591;POP;33575.0;A
2013;M;53595;ES613;53591;POP;14450.0;A
2013;M;53595;ES614;53591;POP;19325.0;A
2013;M;53595;ES615;53591;POP;9200.0;A
2013;M;53595;ES616;53591;POP;6850.0;A
2013;M;53595;ES617;53591;POP;36975.0;A
2013;M;53595;ES618;53591;POP;42025.0;A
2013;M;53595;ES61;53591;POP;176350.0;A
2013;M;53596;ES611;53591;POP;1975.0;A
2013;M;53596;ES612;53591;POP;3375.0;A
2013;M;53596;ES613;53591;POP;3000.0;A
2013;M;53596;ES614;53591;POP;2550.0;A
2013;M;53596;ES615;53591;POP;2150.0;A
2013;M;53596;ES616;53591;POP;2175.0;A
2013;M;53596;ES617;53591;POP;2375.0;A
2013;M;53596;ES618;53591;POP;4375.0;A
2013;M;53596;ES61;53591;POP;21975.0;A
2013;M;53597;ES611;53591;POP;58725.0;A
2013;M;53597;ES612;53591;POP;75025.0;A
2013;M;53597;ES613;53591;POP;68100.0;A
2013;M;53597;ES614;53591;POP;62650.0;A
2013;M;53597;ES615;53591;POP;49650.0;A
2013;M;53597;ES616;53591;POP;64075.0;A
2013;M;53597;ES617;53591;POP;88075.0;A
2013;M;53597;ES618;53591;POP;132350.0;A
2013;M;53597;ES61;53591;POP;598650.0;A
2013;M;53593;ES611;53591;POP;179100.0;A
2013;M;53593;ES612;53591;POP;280650.0;A
2013;M;53593;ES613;53591;POP;199600.0;A
2013;M;53593;ES614;53591;POP;218275.0;A
2013;M;53593;ES615;53591;POP;137225.0;A
2013;M;53593;ES616;53591;POP;167250.0;A
2013;M;53593;ES617;53591;POP;368375.0;A
2013;M;53593;ES618;53591;POP;469000.0;A
2013;M;53593;ES61;53591;POP;2019475.0;A
2013;F;53594;ES611;53591;POP;82350.0;A
2013;F;53594;ES612;53591;POP;131575.0;A
2013;F;53594;ES613;53591;POP;88825.0;A
2013;F;53594;ES614;53591;POP;107275.0;A
2013;F;53594;ES615;53591;POP;65400.0;A
2013;F;53594;ES616;53591;POP;72275.0;A
2013;F;53594;ES617;53591;POP;209800.0;A
2013;F;53594;ES618;53591;POP;238650.0;A
2013;F;53594;ES61;53591;POP;996150.0;A
2013;F;53595;ES611;53591;POP;11775.0;A
2013;F;53595;ES612;53591;POP;28675.0;A
2013;F;53595;ES613;53591;POP;13200.0;A
2013;F;53595;ES614;53591;POP;15200.0;A
2013;F;53595;ES615;53591;POP;8200.0;A
2013;F;53595;ES616;53591;POP;9000.0;A
2013;F;53595;ES617;53591;POP;34075.0;A
2013;F;53595;ES618;53591;POP;37250.0;A
2013;F;53595;ES61;53591;POP;157375.0;A
2013;F;53596;ES611;53591;POP;2175.0;A
2013;F;53596;ES612;53591;POP;1950.0;A
2013;F;53596;ES613;53591;POP;3700.0;A
2013;F;53596;ES614;53591;POP;4850.0;A
2013;F;53596;ES615;53591;POP;3900.0;A
2013;F;53596;ES616;53591;POP;2750.0;A
2013;F;53596;ES617;53591;POP;3850.0;A
2013;F;53596;ES618;53591;POP;5125.0;A
2013;F;53596;ES61;53591;POP;28300.0;A
2013;F;53597;ES611;53591;POP;46200.0;A
2013;F;53597;ES612;53591;POP;57925.0;A
2013;F;53597;ES613;53591;POP;59675.0;A
2013;F;53597;ES614;53591;POP;60650.0;A
2013;F;53597;ES615;53591;POP;50175.0;A
2013;F;53597;ES616;53591;POP;47950.0;A
2013;F;53597;ES617;53591;POP;76800.0;A
2013;F;53597;ES618;53591;POP;115300.0;A
2013;F;53597;ES61;53591;POP;514675.0;A
2013;F;53593;ES611;53591;POP;142500.0;A
2013;F;53593;ES612;53591;POP;220125.0;A
2013;F;53593;ES613;53591;POP;165400.0;A
2013;F;53593;ES614;53591;POP;187975.0;A
2013;F;53593;ES615;53591;POP;127675.0;A
2013;F;53593;ES616;53591;POP;131975.0;A
2013;F;53593;ES617;53591;POP;324525.0;A
2013;F;53593;ES618;53591;POP;396325.0;A
2013;F;53593;ES61;53591;POP;1696500.0;A
2013;_T;53594;ES611;53591;POP;186800.0;A
2013;_T;53594;ES612;53591;POP;300250.0;A
2013;_T;53594;ES613;53591;POP;202875.0;A
2013;_T;53594;ES614;53591;POP;241025.0;A
2013;_T;53594;ES615;53591;POP;141625.0;A
2013;_T;53594;ES616;53591;POP;166425.0;A
2013;_T;53594;ES617;53591;POP;450750.0;A
2013;_T;53594;ES618;53591;POP;528900.0;A
2013;_T;53594;ES61;53591;POP;2218650.0;A
2013;_T;53595;ES611;53591;POP;25725.0;A
2013;_T;53595;ES612;53591;POP;62250.0;A
2013;_T;53595;ES613;53591;POP;27650.0;A
2013;_T;53595;ES614;53591;POP;34525.0;A
2013;_T;53595;ES615;53591;POP;17400.0;A
2013;_T;53595;ES616;53591;POP;15850.0;A
2013;_T;53595;ES617;53591;POP;71050.0;A
2013;_T;53595;ES618;53591;POP;79275.0;A
2013;_T;53595;ES61;53591;POP;333725.0;A
2013;_T;53596;ES611;53591;POP;4150.0;A
2013;_T;53596;ES612;53591;POP;5325.0;A
2013;_T;53596;ES613;53591;POP;6700.0;A
2013;_T;53596;ES614;53591;POP;7400.0;A
2013;_T;53596;ES615;53591;POP;6050.0;A
2013;_T;53596;ES616;53591;POP;4925.0;A
2013;_T;53596;ES617;53591;POP;6225.0;A
2013;_T;53596;ES618;53591;POP;9500.0;A
2013;_T;53596;ES61;53591;POP;50275.0;A
2013;_T;53597;ES611;53591;POP;104925.0;A
2013;_T;53597;ES612;53591;POP;132950.0;A
2013;_T;53597;ES613;53591;POP;127775.0;A
2013;_T;53597;ES614;53591;POP;123300.0;A
2013;_T;53597;ES615;53591;POP;99825.0;A
2013;_T;53597;ES616;53591;POP;112025.0;A
2013;_T;53597;ES617;53591;POP;164875.0;A
2013;_T;53597;ES618;53591;POP;247650.0;A
2013;_T;53597;ES61;53591;POP;1113325.0;A
2013;_T;53593;ES611;53591;POP;321600.0;A
2013;_T;53593;ES612;53591;POP;500775.0;A
2013;_T;53593;ES613;53591;POP;365000.0;A
2013;_T;53593;ES614;53591;POP;406250.0;A
2013;_T;53593;ES615;53591;POP;264900.0;A
2013;_T;53593;ES616;53591;POP;299225.0;A
2013;_T;53593;ES617;53591;POP;692900.0;A
2013;_T;53593;ES618;53591;POP;865325.0;A
2013;_T;53593;ES61;53591;POP;3715975.0;A
2014;M;53594;ES611;53591;POP;113900.0;A
2014;M;53594;ES612;53591;POP;175900.0;A
2014;M;53594;ES613;53591;POP;122175.0;A
2014;M;53594;ES614;53591;POP;141925.0;A
2014;M;53594;ES615;53591;POP;82975.0;A
2014;M;53594;ES616;53591;POP;100075.0;A
2014;M;53594;ES617;53591;POP;256925.0;A
2014;M;53594;ES618;53591;POP;306200.0;A
2014;M;53594;ES61;53591;POP;1300075.0;A
2014;M;53595;ES611;53591;POP;12350.0;A
2014;M;53595;ES612;53591;POP;29675.0;A
