TEMPORAL;SEXO;TIPRELACIONSS;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
2011;F;55184;ES61;POP;55300.0;A
2011;_T;55181;ES611;POP;408550.0;A
2011;_T;55181;ES612;POP;704675.0;A
2011;_T;55181;ES613;POP;513225.0;A
2011;_T;55181;ES614;POP;569325.0;A
2011;_T;55181;ES615;POP;356775.0;A
2011;_T;55181;ES616;POP;430250.0;A
2011;_T;55181;ES617;POP;923625.0;A
2011;_T;55181;ES618;POP;1197625.0;A
2011;_T;55181;ES61;POP;5104050.0;A
2011;_T;55182;ES611;POP;321475.0;A
2011;_T;55182;ES612;POP;518425.0;A
2011;_T;55182;ES613;POP;366075.0;A
2011;_T;55182;ES614;POP;406500.0;A
2011;_T;55182;ES615;POP;268950.0;A
2011;_T;55182;ES616;POP;301850.0;A
2011;_T;55182;ES617;POP;698325.0;A
2011;_T;55182;ES618;POP;875050.0;A
2011;_T;55182;ES61;POP;3756650.0;A
2011;_T;55183;ES611;POP;79200.0;A
2011;_T;55183;ES612;POP;167125.0;A
2011;_T;55183;ES613;POP;134175.0;A
2011;_T;55183;ES614;POP;149075.0;A
2011;_T;55183;ES615;POP;78975.0;A
2011;_T;55183;ES616;POP;116850.0;A
2011;_T;55183;ES617;POP;205150.0;A
2011;_T;55183;ES618;POP;290625.0;A
2011;_T;55183;ES61;POP;1221175.0;A
2011;_T;55184;ES611;POP;7875.0;A
2011;_T;55184;ES612;POP;19125.0;A
2011;_T;55184;ES613;POP;12975.0;A
2011;_T;55184;ES614;POP;13750.0;A
2011;_T;55184;ES615;POP;8850.0;A
2011;_T;55184;ES616;POP;11550.0;A
2011;_T;55184;ES617;POP;20150.0;A
2011;_T;55184;ES618;POP;31950.0;A
2011;_T;55184;ES61;POP;126225.0;A
2012;M;55181;ES611;POP;221300.0;A
2012;M;55181;ES612;POP;382875.0;A
2012;M;55181;ES613;POP;268600.0;A
2012;M;55181;ES614;POP;296375.0;A
2012;M;55181;ES615;POP;179375.0;A
2012;M;55181;ES616;POP;231900.0;A
2012;M;55181;ES617;POP;483925.0;A
2012;M;55181;ES618;POP;622350.0;A
2012;M;55181;ES61;POP;2686700.0;A
2012;M;55182;ES611;POP;174350.0;A
2012;M;55182;ES612;POP;274125.0;A
2012;M;55182;ES613;POP;195400.0;A
2012;M;55182;ES614;POP;211650.0;A
2012;M;55182;ES615;POP;131850.0;A
2012;M;55182;ES616;POP;160800.0;A
2012;M;55182;ES617;POP;362025.0;A
2012;M;55182;ES618;POP;456550.0;A
2012;M;55182;ES61;POP;1966750.0;A
2012;M;55183;ES611;POP;42775.0;A
2012;M;55183;ES612;POP;95800.0;A
2012;M;55183;ES613;POP;65875.0;A
2012;M;55183;ES614;POP;77400.0;A
2012;M;55183;ES615;POP;42100.0;A
2012;M;55183;ES616;POP;64100.0;A
2012;M;55183;ES617;POP;109950.0;A
2012;M;55183;ES618;POP;146125.0;A
2012;M;55183;ES61;POP;644125.0;A
2012;M;55184;ES611;POP;4175.0;A
2012;M;55184;ES612;POP;12950.0;A
2012;M;55184;ES613;POP;7325.0;A
2012;M;55184;ES614;POP;7325.0;A
2012;M;55184;ES615;POP;5425.0;A
2012;M;55184;ES616;POP;7000.0;A
2012;M;55184;ES617;POP;11950.0;A
2012;M;55184;ES618;POP;19675.0;A
2012;M;55184;ES61;POP;75825.0;A
2012;F;55181;ES611;POP;182825.0;A
2012;F;55181;ES612;POP;310900.0;A
2012;F;55181;ES613;POP;237325.0;A
2012;F;55181;ES614;POP;264700.0;A
2012;F;55181;ES615;POP;168825.0;A
2012;F;55181;ES616;POP;189550.0;A
2012;F;55181;ES617;POP;433650.0;A
2012;F;55181;ES618;POP;555000.0;A
2012;F;55181;ES61;POP;2342775.0;A
2012;F;55182;ES611;POP;140925.0;A
2012;F;55182;ES612;POP;227850.0;A
2012;F;55182;ES613;POP;163425.0;A
2012;F;55182;ES614;POP;184950.0;A
2012;F;55182;ES615;POP;127100.0;A
2012;F;55182;ES616;POP;130225.0;A
2012;F;55182;ES617;POP;324325.0;A
2012;F;55182;ES618;POP;394900.0;A
2012;F;55182;ES61;POP;1693700.0;A
2012;F;55183;ES611;POP;37800.0;A
2012;F;55183;ES612;POP;75300.0;A
2012;F;55183;ES613;POP;67375.0;A
2012;F;55183;ES614;POP;72675.0;A
2012;F;55183;ES615;POP;37600.0;A
2012;F;55183;ES616;POP;53925.0;A
2012;F;55183;ES617;POP;100425.0;A
2012;F;55183;ES618;POP;146625.0;A
2012;F;55183;ES61;POP;591725.0;A
2012;F;55184;ES611;POP;4100.0;A
2012;F;55184;ES612;POP;7750.0;A
2012;F;55184;ES613;POP;6525.0;A
2012;F;55184;ES614;POP;7075.0;A
2012;F;55184;ES615;POP;4125.0;A
2012;F;55184;ES616;POP;5400.0;A
2012;F;55184;ES617;POP;8900.0;A
2012;F;55184;ES618;POP;13475.0;A
2012;F;55184;ES61;POP;57350.0;A
2012;_T;55181;ES611;POP;404125.0;A
2012;_T;55181;ES612;POP;693775.0;A
2012;_T;55181;ES613;POP;505925.0;A
2012;_T;55181;ES614;POP;561075.0;A
2012;_T;55181;ES615;POP;348200.0;A
2012;_T;55181;ES616;POP;421450.0;A
2012;_T;55181;ES617;POP;917575.0;A
2012;_T;55181;ES618;POP;1177350.0;A
2012;_T;55181;ES61;POP;5029475.0;A
2012;_T;55182;ES611;POP;315275.0;A
2012;_T;55182;ES612;POP;501975.0;A
2012;_T;55182;ES613;POP;358825.0;A
2012;_T;55182;ES614;POP;396600.0;A
2012;_T;55182;ES615;POP;258950.0;A
2012;_T;55182;ES616;POP;291025.0;A
2012;_T;55182;ES617;POP;686350.0;A
2012;_T;55182;ES618;POP;851450.0;A
2012;_T;55182;ES61;POP;3660450.0;A
2012;_T;55183;ES611;POP;80575.0;A
2012;_T;55183;ES612;POP;171100.0;A
2012;_T;55183;ES613;POP;133250.0;A
2012;_T;55183;ES614;POP;150075.0;A
2012;_T;55183;ES615;POP;79700.0;A
2012;_T;55183;ES616;POP;118025.0;A
2012;_T;55183;ES617;POP;210375.0;A
2012;_T;55183;ES618;POP;292750.0;A
2012;_T;55183;ES61;POP;1235850.0;A
2012;_T;55184;ES611;POP;8275.0;A
2012;_T;55184;ES612;POP;20700.0;A
2012;_T;55184;ES613;POP;13850.0;A
2012;_T;55184;ES614;POP;14400.0;A
2012;_T;55184;ES615;POP;9550.0;A
2012;_T;55184;ES616;POP;12400.0;A
2012;_T;55184;ES617;POP;20850.0;A
2012;_T;55184;ES618;POP;33150.0;A
2012;_T;55184;ES61;POP;133175.0;A
2013;M;55181;ES611;POP;223025.0;A
2013;M;55181;ES612;POP;378300.0;A
2013;M;55181;ES613;POP;265600.0;A
2013;M;55181;ES614;POP;295875.0;A
2013;M;55181;ES615;POP;179525.0;A
2013;M;55181;ES616;POP;230775.0;A
2013;M;55181;ES617;POP;479225.0;A
2013;M;55181;ES618;POP;617650.0;A
2013;M;55181;ES61;POP;2669975.0;A
2013;M;55182;ES611;POP;175000.0;A
2013;M;55182;ES612;POP;267800.0;A
2013;M;55182;ES613;POP;192350.0;A
2013;M;55182;ES614;POP;210875.0;A
2013;M;55182;ES615;POP;131475.0;A
2013;M;55182;ES616;POP;160125.0;A
2013;M;55182;ES617;POP;356525.0;A
2013;M;55182;ES618;POP;449750.0;A
2013;M;55182;ES61;POP;1943900.0;A
2013;M;55183;ES611;POP;43925.0;A
2013;M;55183;ES612;POP;97650.0;A
2013;M;55183;ES613;POP;66000.0;A
2013;M;55183;ES614;POP;77600.0;A
2013;M;55183;ES615;POP;42300.0;A
2013;M;55183;ES616;POP;63525.0;A
2013;M;55183;ES617;POP;110850.0;A
2013;M;55183;ES618;POP;148650.0;A
2013;M;55183;ES61;POP;650500.0;A
2013;M;55184;ES611;POP;4100.0;A
2013;M;55184;ES612;POP;12850.0;A
2013;M;55184;ES613;POP;7250.0;A
2013;M;55184;ES614;POP;7400.0;A
2013;M;55184;ES615;POP;5750.0;A
2013;M;55184;ES616;POP;7125.0;A
2013;M;55184;ES617;POP;11850.0;A
2013;M;55184;ES618;POP;19250.0;A
2013;M;55184;ES61;POP;75575.0;A
2013;F;55181;ES611;POP;180925.0;A
2013;F;55181;ES612;POP;298000.0;A
2013;F;55181;ES613;POP;233300.0;A
2013;F;55181;ES614;POP;260275.0;A
2013;F;55181;ES615;POP;165975.0;A
2013;F;55181;ES616;POP;186600.0;A
2013;F;55181;ES617;POP;426425.0;A
2013;F;55181;ES618;POP;544675.0;A
2013;F;55181;ES61;POP;2296175.0;A
2013;F;55182;ES611;POP;138425.0;A
2013;F;55182;ES612;POP;213225.0;A
2013;F;55182;ES613;POP;159075.0;A
2013;F;55182;ES614;POP;180600.0;A
2013;F;55182;ES615;POP;124300.0;A
2013;F;55182;ES616;POP;127125.0;A
2013;F;55182;ES617;POP;315550.0;A
2013;F;55182;ES618;POP;382450.0;A
2013;F;55182;ES61;POP;1640750.0;A
2013;F;55183;ES611;POP;38425.0;A
2013;F;55183;ES612;POP;77875.0;A
2013;F;55183;ES613;POP;67900.0;A
2013;F;55183;ES614;POP;72300.0;A
2013;F;55183;ES615;POP;38300.0;A
2013;F;55183;ES616;POP;54625.0;A
2013;F;55183;ES617;POP;101900.0;A
2013;F;55183;ES618;POP;148350.0;A
2013;F;55183;ES61;POP;599675.0;A
2013;F;55184;ES611;POP;4075.0;A
2013;F;55184;ES612;POP;6900.0;A
2013;F;55184;ES613;POP;6325.0;A
2013;F;55184;ES614;POP;7375.0;A
2013;F;55184;ES615;POP;3375.0;A
2013;F;55184;ES616;POP;4850.0;A
2013;F;55184;ES617;POP;8975.0;A
2013;F;55184;ES618;POP;13875.0;A
2013;F;55184;ES61;POP;55750.0;A
2013;_T;55181;ES611;POP;403950.0;A
2013;_T;55181;ES612;POP;676300.0;A
2013;_T;55181;ES613;POP;498900.0;A
2013;_T;55181;ES614;POP;556150.0;A
2013;_T;55181;ES615;POP;345500.0;A
2013;_T;55181;ES616;POP;417375.0;A
2013;_T;55181;ES617;POP;905650.0;A
2013;_T;55181;ES618;POP;1162325.0;A
2013;_T;55181;ES61;POP;4966150.0;A
2013;_T;55182;ES611;POP;313425.0;A
2013;_T;55182;ES612;POP;481025.0;A
2013;_T;55182;ES613;POP;351425.0;A
2013;_T;55182;ES614;POP;391475.0;A
2013;_T;55182;ES615;POP;255775.0;A
2013;_T;55182;ES616;POP;287250.0;A
2013;_T;55182;ES617;POP;672075.0;A
2013;_T;55182;ES618;POP;832200.0;A
2013;_T;55182;ES61;POP;3584650.0;A
2013;_T;55183;ES611;POP;82350.0;A
2013;_T;55183;ES612;POP;175525.0;A
2013;_T;55183;ES613;POP;133900.0;A
2013;_T;55183;ES614;POP;149900.0;A
2013;_T;55183;ES615;POP;80600.0;A
2013;_T;55183;ES616;POP;118150.0;A
2013;_T;55183;ES617;POP;212750.0;A
2013;_T;55183;ES618;POP;297000.0;A
2013;_T;55183;ES61;POP;1250175.0;A
2013;_T;55184;ES611;POP;8175.0;A
2013;_T;55184;ES612;POP;19750.0;A
2013;_T;55184;ES613;POP;13575.0;A
2013;_T;55184;ES614;POP;14775.0;A
2013;_T;55184;ES615;POP;9125.0;A
2013;_T;55184;ES616;POP;11975.0;A
2013;_T;55184;ES617;POP;20825.0;A
2013;_T;55184;ES618;POP;33125.0;A
2013;_T;55184;ES61;POP;131325.0;A
2014;M;55181;ES611;POP;225100.0;A
2014;M;55181;ES612;POP;380450.0;A
2014;M;55181;ES613;POP;267050.0;A
2014;M;55181;ES614;POP;297350.0;A
2014;M;55181;ES615;POP;180750.0;A
2014;M;55181;ES616;POP;230650.0;A
2014;M;55181;ES617;POP;486175.0;A
2014;M;55181;ES618;POP;621200.0;A
2014;M;55181;ES61;POP;2688725.0;A
2014;M;55182;ES611;POP;175875.0;A
2014;M;55182;ES612;POP;267275.0;A
2014;M;55182;ES613;POP;193150.0;A
2014;M;55182;ES614;POP;211850.0;A
2014;M;55182;ES615;POP;132375.0;A
2014;M;55182;ES616;POP;159975.0;A
2014;M;55182;ES617;POP;360800.0;A
2014;M;55182;ES618;POP;450450.0;A
2014;M;55182;ES61;POP;1951750.0;A
2014;M;55183;ES611;POP;44525.0;A
2014;M;55183;ES612;POP;100175.0;A
2014;M;55183;ES613;POP;66950.0;A
2014;M;55183;ES614;POP;78000.0;A
2014;M;55183;ES615;POP;42675.0;A
2014;M;55183;ES616;POP;63525.0;A
2014;M;55183;ES617;POP;112725.0;A
2014;M;55183;ES618;POP;151200.0;A
2014;M;55183;ES61;POP;659775.0;A
2014;M;55184;ES611;POP;4700.0;A
2014;M;55184;ES612;POP;13000.0;A
2014;M;55184;ES613;POP;6950.0;A
2014;M;55184;ES614;POP;7500.0;A
2014;M;55184;ES615;POP;5700.0;A
2014;M;55184;ES616;POP;7150.0;A
2014;M;55184;ES617;POP;12650.0;A
2014;M;55184;ES618;POP;19550.0;A
2014;M;55184;ES61;POP;77200.0;A
2014;F;55181;ES611;POP;183775.0;A
2014;F;55181;ES612;POP;298475.0;A
2014;F;55181;ES613;POP;235000.0;A
2014;F;55181;ES614;POP;262925.0;A
2014;F;55181;ES615;POP;169350.0;A
2014;F;55181;ES616;POP;187475.0;A
2014;F;55181;ES617;POP;432600.0;A
2014;F;55181;ES618;POP;544475.0;A
2014;F;55181;ES61;POP;2314075.0;A
2014;F;55182;ES611;POP;139750.0;A
2014;F;55182;ES612;POP;211075.0;A
2014;F;55182;ES613;POP;159900.0;A
2014;F;55182;ES614;POP;181475.0;A
2014;F;55182;ES615;POP;126875.0;A
2014;F;55182;ES616;POP;127175.0;A
2014;F;55182;ES617;POP;319575.0;A
2014;F;55182;ES618;POP;380675.0;A
2014;F;55182;ES61;POP;1646500.0;A
2014;F;55183;ES611;POP;39850.0;A
2014;F;55183;ES612;POP;80275.0;A
2014;F;55183;ES613;POP;69025.0;A
2014;F;55183;ES614;POP;73725.0;A
2014;F;55183;ES615;POP;39050.0;A
2014;F;55183;ES616;POP;55025.0;A
2014;F;55183;ES617;POP;103900.0;A
2014;F;55183;ES618;POP;150725.0;A
2014;F;55183;ES61;POP;611575.0;A
2014;F;55184;ES611;POP;4175.0;A
2014;F;55184;ES612;POP;7125.0;A
2014;F;55184;ES613;POP;6075.0;A
2014;F;55184;ES614;POP;7725.0;A
2014;F;55184;ES615;POP;3425.0;A
2014;F;55184;ES616;POP;5275.0;A
2014;F;55184;ES617;POP;9125.0;A
2014;F;55184;ES618;POP;13075.0;A
2014;F;55184;ES61;POP;56000.0;A
2014;_T;55181;ES611;POP;408875.0;A
2014;_T;55181;ES612;POP;678925.0;A
2014;_T;55181;ES613;POP;502050.0;A
2014;_T;55181;ES614;POP;560275.0;A
2014;_T;55181;ES615;POP;350100.0;A
2014;_T;55181;ES616;POP;418125.0;A
2014;_T;55181;ES617;POP;918775.0;A
2014;_T;55181;ES618;POP;1165675.0;A
2014;_T;55181;ES61;POP;5002800.0;A
2014;_T;55182;ES611;POP;315625.0;A
2014;_T;55182;ES612;POP;478350.0;A
2014;_T;55182;ES613;POP;353050.0;A
2014;_T;55182;ES614;POP;393325.0;A
2014;_T;55182;ES615;POP;259250.0;A
2014;_T;55182;ES616;POP;287150.0;A
2014;_T;55182;ES617;POP;680375.0;A
2014;_T;55182;ES618;POP;831125.0;A
2014;_T;55182;ES61;POP;3598250.0;A
2014;_T;55183;ES611;POP;84375.0;A
2014;_T;55183;ES612;POP;180450.0;A
2014;_T;55183;ES613;POP;135975.0;A
2014;_T;55183;ES614;POP;151725.0;A
2014;_T;55183;ES615;POP;81725.0;A
2014;_T;55183;ES616;POP;118550.0;A
2014;_T;55183;ES617;POP;216625.0;A
2014;_T;55183;ES618;POP;301925.0;A
2014;_T;55183;ES61;POP;1271350.0;A
2014;_T;55184;ES611;POP;8875.0;A
2014;_T;55184;ES612;POP;20125.0;A
2014;_T;55184;ES613;POP;13025.0;A
2014;_T;55184;ES614;POP;15225.0;A
2014;_T;55184;ES615;POP;9125.0;A
2014;_T;55184;ES616;POP;12425.0;A
2014;_T;55184;ES617;POP;21775.0;A
2014;_T;55184;ES618;POP;32625.0;A
2014;_T;55184;ES61;POP;133200.0;A
2015;M;55181;ES611;POP;231525.0;A
2015;M;55181;ES612;POP;386125.0;A
2015;M;55181;ES613;POP;266875.0;A
2015;M;55181;ES614;POP;301375.0;A
2015;M;55181;ES615;POP;183550.0;A
2015;M;55181;ES616;POP;231825.0;A
2015;M;55181;ES617;POP;497250.0;A
2015;M;55181;ES618;POP;626300.0;A
2015;M;55181;ES61;POP;2724825.0;A
2015;M;55182;ES611;POP;181200.0;A
2015;M;55182;ES612;POP;270200.0;A
2015;M;55182;ES613;POP;192350.0;A
2015;M;55182;ES614;POP;215325.0;A
2015;M;55182;ES615;POP;134800.0;A
2015;M;55182;ES616;POP;160475.0;A
2015;M;55182;ES617;POP;368350.0;A
2015;M;55182;ES618;POP;452700.0;A
2015;M;55182;ES61;POP;1975400.0;A
2015;M;55183;ES611;POP;45450.0;A
2015;M;55183;ES612;POP;102800.0;A
2015;M;55183;ES613;POP;67375.0;A
2015;M;55183;ES614;POP;78775.0;A
2015;M;55183;ES615;POP;43175.0;A
2015;M;55183;ES616;POP;64475.0;A
2015;M;55183;ES617;POP;115300.0;A
2015;M;55183;ES618;POP;154700.0;A
2015;M;55183;ES61;POP;672050.0;A
2015;M;55184;ES611;POP;4875.0;A
2015;M;55184;ES612;POP;13125.0;A
2015;M;55184;ES613;POP;7150.0;A
2015;M;55184;ES614;POP;7275.0;A
2015;M;55184;ES615;POP;5575.0;A
2015;M;55184;ES616;POP;6875.0;A
2015;M;55184;ES617;POP;13600.0;A
2015;M;55184;ES618;POP;18900.0;A
2015;M;55184;ES61;POP;77375.0;A
2015;F;55181;ES611;POP;189175.0;A
2015;F;55181;ES612;POP;308275.0;A
2015;F;55181;ES613;POP;238450.0;A
2015;F;55181;ES614;POP;267400.0;A
2015;F;55181;ES615;POP;169825.0;A
2015;F;55181;ES616;POP;189975.0;A
2015;F;55181;ES617;POP;444675.0;A
2015;F;55181;ES618;POP;556875.0;A
2015;F;55181;ES61;POP;2364650.0;A
2015;F;55182;ES611;POP;143625.0;A
2015;F;55182;ES612;POP;217850.0;A
2015;F;55182;ES613;POP;162725.0;A
2015;F;55182;ES614;POP;183375.0;A
2015;F;55182;ES615;POP;127475.0;A
2015;F;55182;ES616;POP;128950.0;A
2015;F;55182;ES617;POP;328225.0;A
2015;F;55182;ES618;POP;388450.0;A
2015;F;55182;ES61;POP;1680675.0;A
2015;F;55183;ES611;POP;40725.0;A
2015;F;55183;ES612;POP;82550.0;A
2015;F;55183;ES613;POP;69625.0;A
2015;F;55183;ES614;POP;76025.0;A
2015;F;55183;ES615;POP;39175.0;A
2015;F;55183;ES616;POP;55550.0;A
2015;F;55183;ES617;POP;106500.0;A
2015;F;55183;ES618;POP;154525.0;A
2015;F;55183;ES61;POP;624675.0;A
2015;F;55184;ES611;POP;4825.0;A
2015;F;55184;ES612;POP;7875.0;A
2015;F;55184;ES613;POP;6100.0;A
2015;F;55184;ES614;POP;8000.0;A
2015;F;55184;ES615;POP;3175.0;A
2015;F;55184;ES616;POP;5475.0;A
2015;F;55184;ES617;POP;9950.0;A
2015;F;55184;ES618;POP;13900.0;A
2015;F;55184;ES61;POP;59300.0;A
2015;_T;55181;ES611;POP;420700.0;A
2015;_T;55181;ES612;POP;694400.0;A
2015;_T;55181;ES613;POP;505325.0;A
2015;_T;55181;ES614;POP;568775.0;A
2015;_T;55181;ES615;POP;353375.0;A
2015;_T;55181;ES616;POP;421800.0;A
2015;_T;55181;ES617;POP;941925.0;A
2015;_T;55181;ES618;POP;1183175.0;A
2015;_T;55181;ES61;POP;5089475.0;A
2015;_T;55182;ES611;POP;324825.0;A
2015;_T;55182;ES612;POP;488050.0;A
2015;_T;55182;ES613;POP;355075.0;A
2015;_T;55182;ES614;POP;398700.0;A
2015;_T;55182;ES615;POP;262275.0;A
2015;_T;55182;ES616;POP;289425.0;A
2015;_T;55182;ES617;POP;696575.0;A
2015;_T;55182;ES618;POP;841150.0;A
2015;_T;55182;ES61;POP;3656075.0;A
2015;_T;55183;ES611;POP;86175.0;A
2015;_T;55183;ES612;POP;185350.0;A
2015;_T;55183;ES613;POP;137000.0;A
2015;_T;55183;ES614;POP;154800.0;A
2015;_T;55183;ES615;POP;82350.0;A
2015;_T;55183;ES616;POP;120025.0;A
2015;_T;55183;ES617;POP;221800.0;A
2015;_T;55183;ES618;POP;309225.0;A
2015;_T;55183;ES61;POP;1296725.0;A
2015;_T;55184;ES611;POP;9700.0;A
2015;_T;55184;ES612;POP;21000.0;A
2015;_T;55184;ES613;POP;13250.0;A
2015;_T;55184;ES614;POP;15275.0;A
2015;_T;55184;ES615;POP;8750.0;A
2015;_T;55184;ES616;POP;12350.0;A
2015;_T;55184;ES617;POP;23550.0;A
2015;_T;55184;ES618;POP;32800.0;A
2015;_T;55184;ES61;POP;136675.0;A
2016;M;55181;ES611;POP;235700.0;A
2016;M;55181;ES612;POP;390500.0;A
2016;M;55181;ES613;POP;268475.0;A
2016;M;55181;ES614;POP;300900.0;A
2016;M;55181;ES615;POP;184800.0;A
2016;M;55181;ES616;POP;232100.0;A
2016;M;55181;ES617;POP;504075.0;A
2016;M;55181;ES618;POP;630025.0;A
2016;M;55181;ES61;POP;2746575.0;A
2016;M;55182;ES611;POP;184700.0;A
2016;M;55182;ES612;POP;272250.0;A
2016;M;55182;ES613;POP;193000.0;A
2016;M;55182;ES614;POP;214975.0;A
2016;M;55182;ES615;POP;135450.0;A
2016;M;55182;ES616;POP;161350.0;A
2016;M;55182;ES617;POP;374675.0;A
2016;M;55182;ES618;POP;454925.0;A
2016;M;55182;ES61;POP;1991325.0;A
2016;M;55183;ES611;POP;46300.0;A
2016;M;55183;ES612;POP;104600.0;A
2016;M;55183;ES613;POP;67325.0;A
2016;M;55183;ES614;POP;78325.0;A
2016;M;55183;ES615;POP;43250.0;A
2016;M;55183;ES616;POP;63075.0;A
2016;M;55183;ES617;POP;116350.0;A
2016;M;55183;ES618;POP;154500.0;A
2016;M;55183;ES61;POP;673725.0;A
2016;M;55184;ES611;POP;4700.0;A
2016;M;55184;ES612;POP;13650.0;A
2016;M;55184;ES613;POP;8150.0;A
2016;M;55184;ES614;POP;7600.0;A
2016;M;55184;ES615;POP;6100.0;A
2016;M;55184;ES616;POP;7675.0;A
2016;M;55184;ES617;POP;13050.0;A
2016;M;55184;ES618;POP;20600.0;A
2016;M;55184;ES61;POP;81525.0;A
2016;F;55181;ES611;POP;193550.0;A
2016;F;55181;ES612;POP;311325.0;A
2016;F;55181;ES613;POP;238375.0;A
2016;F;55181;ES614;POP;270000.0;A
2016;F;55181;ES615;POP;173250.0;A
2016;F;55181;ES616;POP;189925.0;A
2016;F;55181;ES617;POP;450425.0;A
2016;F;55181;ES618;POP;562050.0;A
2016;F;55181;ES61;POP;2388900.0;A
2016;F;55182;ES611;POP;147325.0;A
2016;F;55182;ES612;POP;219600.0;A
2016;F;55182;ES613;POP;162225.0;A
2016;F;55182;ES614;POP;185675.0;A
2016;F;55182;ES615;POP;130250.0;A
2016;F;55182;ES616;POP;128500.0;A
2016;F;55182;ES617;POP;332175.0;A
2016;F;55182;ES618;POP;390725.0;A
2016;F;55182;ES61;POP;1696475.0;A
2016;F;55183;ES611;POP;41275.0;A
2016;F;55183;ES612;POP;83700.0;A
2016;F;55183;ES613;POP;69775.0;A
2016;F;55183;ES614;POP;76600.0;A
2016;F;55183;ES615;POP;39400.0;A
2016;F;55183;ES616;POP;55625.0;A
2016;F;55183;ES617;POP;107875.0;A
2016;F;55183;ES618;POP;155825.0;A
2016;F;55183;ES61;POP;630075.0;A
2016;F;55184;ES611;POP;4950.0;A
2016;F;55184;ES612;POP;8025.0;A
2016;F;55184;ES613;POP;6375.0;A
2016;F;55184;ES614;POP;7725.0;A
2016;F;55184;ES615;POP;3600.0;A
2016;F;55184;ES616;POP;5800.0;A
2016;F;55184;ES617;POP;10375.0;A
2016;F;55184;ES618;POP;15500.0;A
2016;F;55184;ES61;POP;62350.0;A
2016;_T;55181;ES611;POP;429250.0;A
2016;_T;55181;ES612;POP;701825.0;A
2016;_T;55181;ES613;POP;506850.0;A
2016;_T;55181;ES614;POP;570900.0;A
2016;_T;55181;ES615;POP;358050.0;A
2016;_T;55181;ES616;POP;422025.0;A
2016;_T;55181;ES617;POP;954500.0;A
2016;_T;55181;ES618;POP;1192075.0;A
2016;_T;55181;ES61;POP;5135475.0;A
2016;_T;55182;ES611;POP;332025.0;A
2016;_T;55182;ES612;POP;491850.0;A
2016;_T;55182;ES613;POP;355225.0;A
2016;_T;55182;ES614;POP;400650.0;A
2016;_T;55182;ES615;POP;265700.0;A
2016;_T;55182;ES616;POP;289850.0;A
2016;_T;55182;ES617;POP;706850.0;A
2016;_T;55182;ES618;POP;845650.0;A
2016;_T;55182;ES61;POP;3687800.0;A
2016;_T;55183;ES611;POP;87575.0;A
2016;_T;55183;ES612;POP;188300.0;A
2016;_T;55183;ES613;POP;137100.0;A
2016;_T;55183;ES614;POP;154925.0;A
2016;_T;55183;ES615;POP;82650.0;A
2016;_T;55183;ES616;POP;118700.0;A
2016;_T;55183;ES617;POP;224225.0;A
2016;_T;55183;ES618;POP;310325.0;A
2016;_T;55183;ES61;POP;1303800.0;A
2016;_T;55184;ES611;POP;9650.0;A
2016;_T;55184;ES612;POP;21675.0;A
2016;_T;55184;ES613;POP;14525.0;A
2016;_T;55184;ES614;POP;15325.0;A
2016;_T;55184;ES615;POP;9700.0;A
2016;_T;55184;ES616;POP;13475.0;A
2016;_T;55184;ES617;POP;23425.0;A
2016;_T;55184;ES618;POP;36100.0;A
2016;_T;55184;ES61;POP;143875.0;A
2017;M;55181;ES611;POP;241050.0;A
2017;M;55181;ES612;POP;395100.0;A
2017;M;55181;ES613;POP;269625.0;A
2017;M;55181;ES614;POP;306350.0;A
2017;M;55181;ES615;POP;188025.0;A
2017;M;55181;ES616;POP;232200.0;A
2017;M;55181;ES617;POP;516350.0;A
2017;M;55181;ES618;POP;637800.0;A
2017;M;55181;ES61;POP;2786500.0;A
2017;M;55182;ES611;POP;189150.0;A
2017;M;55182;ES612;POP;275550.0;A
2017;M;55182;ES613;POP;194325.0;A
2017;M;55182;ES614;POP;219675.0;A
2017;M;55182;ES615;POP;139025.0;A
2017;M;55182;ES616;POP;161875.0;A
2017;M;55182;ES617;POP;385975.0;A
2017;M;55182;ES618;POP;460025.0;A
2017;M;55182;ES61;POP;2025600.0;A
2017;M;55183;ES611;POP;47300.0;A
2017;M;55183;ES612;POP;105250.0;A
2017;M;55183;ES613;POP;67900.0;A
2017;M;55183;ES614;POP;78625.0;A
2017;M;55183;ES615;POP;43800.0;A
2017;M;55183;ES616;POP;62800.0;A
2017;M;55183;ES617;POP;117000.0;A
2017;M;55183;ES618;POP;156700.0;A
2017;M;55183;ES61;POP;679375.0;A
2017;M;55184;ES611;POP;4600.0;A
2017;M;55184;ES612;POP;14300.0;A
2017;M;55184;ES613;POP;7400.0;A
2017;M;55184;ES614;POP;8050.0;A
2017;M;55184;ES615;POP;5200.0;A
2017;M;55184;ES616;POP;7525.0;A
2017;M;55184;ES617;POP;13375.0;A
2017;M;55184;ES618;POP;21075.0;A
2017;M;55184;ES61;POP;81525.0;A
2017;F;55181;ES611;POP;198350.0;A
2017;F;55181;ES612;POP;319575.0;A
2017;F;55181;ES613;POP;243100.0;A
2017;F;55181;ES614;POP;274825.0;A
2017;F;55181;ES615;POP;177425.0;A
2017;F;55181;ES616;POP;192475.0;A
2017;F;55181;ES617;POP;462575.0;A
2017;F;55181;ES618;POP;575125.0;A
2017;F;55181;ES61;POP;2443450.0;A
