SEXO;NIVELESTUDIOSTER;TEMPORAL;CERTIFICDISCAPAC;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
_T;38324;2015;5733;ES61;PC;8.10186000553842;A
_T;38324;2014;5732;ES61;PC;0.8677968684699907;A
_T;38324;2014;5733;ES61;PC;8.676499753079389;A
_T;38325;2020;5732;ES61;PC;58.718533130196484;A
_T;38325;2020;5733;ES61;PC;54.43069658542624;A
_T;38325;2019;5732;ES61;PC;10.97639560913779;A
_T;38325;2019;5733;ES61;PC;26.187539145579354;A
_T;38325;2018;5732;ES61;PC;11.859427458182452;A
_T;38325;2018;5733;ES61;PC;27.423728115257706;A
_T;38325;2017;5732;ES61;PC;12.26346036174397;A
_T;38325;2017;5733;ES61;PC;26.565775885177484;A
_T;38325;2016;5732;ES61;PC;12.73941903158777;A
_T;38325;2016;5733;ES61;PC;27.18021136273558;A
_T;38325;2015;5732;ES61;PC;13.839468380722298;A
_T;38325;2015;5733;ES61;PC;31.466617474089244;A
_T;38325;2014;5732;ES61;PC;14.561941506346951;A
_T;38325;2014;5733;ES61;PC;32.00451842931371;A
_T;38332;2020;5732;ES61;PC;30.49588095721298;A
_T;38332;2020;5733;ES61;PC;13.854828796376944;A
_T;38332;2019;5732;ES61;PC;88.52551063224202;A
_T;38332;2019;5733;ES61;PC;68.10728027283942;A
_T;38332;2018;5732;ES61;PC;87.60406135376536;A
_T;38332;2018;5733;ES61;PC;66.41945106595661;A
_T;38332;2017;5732;ES61;PC;87.0591175028451;A
_T;38332;2017;5733;ES61;PC;67.52323172596877;A
_T;38332;2016;5732;ES61;PC;86.57478147102162;A
_T;38332;2016;5733;ES61;PC;65.65912436655695;A
_T;38332;2015;5732;ES61;PC;85.4173900479749;A
_T;38332;2015;5733;ES61;PC;60.43152252037234;A
_T;38332;2014;5732;ES61;PC;84.57026162518306;A
_T;38332;2014;5733;ES61;PC;59.3189818176069;A
_T;38328;2020;5732;ES61;PC;30.49588095721298;A
_T;38328;2020;5733;ES61;PC;13.854828796376944;A
_T;38328;2019;5732;ES61;PC;59.18260079840658;A
_T;38328;2019;5733;ES61;PC;54.263185134619754;A
_T;38328;2018;5732;ES61;PC;59.040250639433424;A
_T;38328;2018;5733;ES61;PC;51.94649278092919;A
_T;38328;2017;5732;ES61;PC;59.37090296566796;A
_T;38328;2017;5733;ES61;PC;51.313965941197125;A
_T;38328;2016;5732;ES61;PC;59.01984444006851;A
_T;38328;2016;5733;ES61;PC;53.05364957495876;A
_T;38328;2015;5732;ES61;PC;58.726525809255435;A
_T;38328;2015;5733;ES61;PC;49.27414276408953;A
_T;38328;2014;5732;ES61;PC;58.71371917204058;A
_T;38328;2014;5733;ES61;PC;47.6712189984389;A
_T;38330;2019;5732;ES61;PC;29.342909833835446;A
_T;38330;2019;5733;ES61;PC;13.844095138219654;A
_T;38330;2018;5732;ES61;PC;28.56381071433194;A
_T;38330;2018;5733;ES61;PC;14.47295828502743;A
_T;38330;2017;5732;ES61;PC;27.68821453717712;A
_T;38330;2017;5733;ES61;PC;16.209265784771638;A
_T;38330;2016;5732;ES61;PC;27.554937030953113;A
_T;38330;2016;5733;ES61;PC;12.605474791598198;A
_T;38330;2015;5732;ES61;PC;26.690864238719463;A
_T;38330;2015;5733;ES61;PC;11.157379756282808;A
_T;38330;2014;5732;ES61;PC;25.856542453142495;A
_T;38330;2014;5733;ES61;PC;11.647762819167996;A
_T;38333;2020;5732;ES61;PC;100.0;A
_T;38333;2020;5733;ES61;PC;100.0;A
_T;38333;2019;5732;ES61;PC;100.0;A
_T;38333;2019;5733;ES61;PC;100.0;A
_T;38333;2018;5732;ES61;PC;100.0;A
_T;38333;2018;5733;ES61;PC;100.0;A
_T;38333;2017;5732;ES61;PC;100.0;A
_T;38333;2017;5733;ES61;PC;100.0;A
_T;38333;2016;5732;ES61;PC;100.0;A
_T;38333;2016;5733;ES61;PC;100.0;A
_T;38333;2015;5732;ES61;PC;100.0;A
_T;38333;2015;5733;ES61;PC;100.0;A
_T;38333;2014;5732;ES61;PC;100.0;A
_T;38333;2014;5733;ES61;PC;100.0;A
