TEMPORAL;TERRITORIO;ECOICOP;INDICATOR;OBS_VALUE;FREQ;IPC_RUBRICAS;IPC_GRUPOSESPECIALES
2008-03;ES618;CP05;INX;95.428;M;_Z;_Z
2008-03;ES618;CP06;INX;92.858;M;_Z;_Z
2008-03;ES618;CP07;INX;94.391;M;_Z;_Z
2008-03;ES618;CP08;INX;117.642;M;_Z;_Z
2008-03;ES618;CP09;INX;108.447;M;_Z;_Z
2008-03;ES618;CP10;INX;78.281;M;_Z;_Z
2008-03;ES618;CP11;INX;91.814;M;_Z;_Z
2008-03;ES618;CP12;INX;83.408;M;_Z;_Z
2008-04;ES;CP01T12;INX;92.684;M;_Z;_Z
2008-04;ES;CP01;INX;92.34;M;_Z;_Z
2008-04;ES;CP02;INX;64.723;M;_Z;_Z
2008-04;ES;CP03;INX;104.983;M;_Z;_Z
2008-04;ES;CP04;INX;87.295;M;_Z;_Z
2008-04;ES;CP05;INX;95.572;M;_Z;_Z
2008-04;ES;CP06;INX;93.128;M;_Z;_Z
2008-04;ES;CP07;INX;94.506;M;_Z;_Z
2008-04;ES;CP08;INX;116.992;M;_Z;_Z
2008-04;ES;CP09;INX;102.246;M;_Z;_Z
2008-04;ES;CP10;INX;77.711;M;_Z;_Z
2008-04;ES;CP11;INX;91.36;M;_Z;_Z
2008-04;ES;CP12;INX;84.934;M;_Z;_Z
2008-04;ES61;CP01T12;INX;93.578;M;_Z;_Z
2008-04;ES61;CP01;INX;93.708;M;_Z;_Z
2008-04;ES61;CP02;INX;63.762;M;_Z;_Z
2008-04;ES61;CP03;INX;106.581;M;_Z;_Z
2008-04;ES61;CP04;INX;86.09;M;_Z;_Z
2008-04;ES61;CP05;INX;97.098;M;_Z;_Z
2008-04;ES61;CP06;INX;92.615;M;_Z;_Z
2008-04;ES61;CP07;INX;94.745;M;_Z;_Z
2008-04;ES61;CP08;INX;117.001;M;_Z;_Z
2008-04;ES61;CP09;INX;108.128;M;_Z;_Z
2008-04;ES61;CP10;INX;78.112;M;_Z;_Z
2008-04;ES61;CP11;INX;93.107;M;_Z;_Z
2008-04;ES61;CP12;INX;85.806;M;_Z;_Z
2008-04;ES611;CP01T12;INX;95.178;M;_Z;_Z
2008-04;ES611;CP01;INX;94.938;M;_Z;_Z
2008-04;ES611;CP02;INX;62.32;M;_Z;_Z
2008-04;ES611;CP03;INX;108.287;M;_Z;_Z
2008-04;ES611;CP04;INX;90.199;M;_Z;_Z
2008-04;ES611;CP05;INX;102.638;M;_Z;_Z
2008-04;ES611;CP06;INX;89.976;M;_Z;_Z
2008-04;ES611;CP07;INX;96.17;M;_Z;_Z
2008-04;ES611;CP08;INX;116.055;M;_Z;_Z
2008-04;ES611;CP09;INX;106.724;M;_Z;_Z
2008-04;ES611;CP10;INX;79.276;M;_Z;_Z
2008-04;ES611;CP11;INX;96.489;M;_Z;_Z
2008-04;ES611;CP12;INX;87.718;M;_Z;_Z
2008-04;ES612;CP01T12;INX;93.747;M;_Z;_Z
2008-04;ES612;CP01;INX;94.083;M;_Z;_Z
2008-04;ES612;CP02;INX;63.232;M;_Z;_Z
2008-04;ES612;CP03;INX;107.708;M;_Z;_Z
2008-04;ES612;CP04;INX;86.802;M;_Z;_Z
2008-04;ES612;CP05;INX;97.789;M;_Z;_Z
2008-04;ES612;CP06;INX;93.978;M;_Z;_Z
2008-04;ES612;CP07;INX;94.311;M;_Z;_Z
2008-04;ES612;CP08;INX;117.743;M;_Z;_Z
2008-04;ES612;CP09;INX;107.664;M;_Z;_Z
2008-04;ES612;CP10;INX;73.908;M;_Z;_Z
2008-04;ES612;CP11;INX;92.45;M;_Z;_Z
2008-04;ES612;CP12;INX;86.86;M;_Z;_Z
2008-04;ES613;CP01T12;INX;92.954;M;_Z;_Z
2008-04;ES613;CP01;INX;92.76;M;_Z;_Z
2008-04;ES613;CP02;INX;65.803;M;_Z;_Z
2008-04;ES613;CP03;INX;107.54;M;_Z;_Z
2008-04;ES613;CP04;INX;85.128;M;_Z;_Z
2008-04;ES613;CP05;INX;98.34;M;_Z;_Z
2008-04;ES613;CP06;INX;88.254;M;_Z;_Z
2008-04;ES613;CP07;INX;94.859;M;_Z;_Z
2008-04;ES613;CP08;INX;117.274;M;_Z;_Z
2008-04;ES613;CP09;INX;104.346;M;_Z;_Z
2008-04;ES613;CP10;INX;78.002;M;_Z;_Z
2008-04;ES613;CP11;INX;90.646;M;_Z;_Z
2008-04;ES613;CP12;INX;85.875;M;_Z;_Z
2008-04;ES614;CP01T12;INX;93.799;M;_Z;_Z
2008-04;ES614;CP01;INX;93.058;M;_Z;_Z
2008-04;ES614;CP02;INX;63.727;M;_Z;_Z
2008-04;ES614;CP03;INX;107.094;M;_Z;_Z
2008-04;ES614;CP04;INX;85.297;M;_Z;_Z
2008-04;ES614;CP05;INX;95.363;M;_Z;_Z
2008-04;ES614;CP06;INX;94.182;M;_Z;_Z
2008-04;ES614;CP07;INX;95.008;M;_Z;_Z
2008-04;ES614;CP08;INX;116.794;M;_Z;_Z
2008-04;ES614;CP09;INX;111.214;M;_Z;_Z
2008-04;ES614;CP10;INX;78.98;M;_Z;_Z
2008-04;ES614;CP11;INX;92.451;M;_Z;_Z
2008-04;ES614;CP12;INX;86.085;M;_Z;_Z
2008-04;ES615;CP01T12;INX;93.823;M;_Z;_Z
2008-04;ES615;CP01;INX;94.245;M;_Z;_Z
2008-04;ES615;CP02;INX;63.138;M;_Z;_Z
2008-04;ES615;CP03;INX;107.247;M;_Z;_Z
2008-04;ES615;CP04;INX;84.67;M;_Z;_Z
2008-04;ES615;CP05;INX;96.372;M;_Z;_Z
2008-04;ES615;CP06;INX;92.459;M;_Z;_Z
2008-04;ES615;CP07;INX;94.896;M;_Z;_Z
2008-04;ES615;CP08;INX;116.775;M;_Z;_Z
2008-04;ES615;CP09;INX;109.01;M;_Z;_Z
2008-04;ES615;CP10;INX;77.437;M;_Z;_Z
2008-04;ES615;CP11;INX;95.942;M;_Z;_Z
2008-04;ES615;CP12;INX;86.803;M;_Z;_Z
2008-04;ES616;CP01T12;INX;94.444;M;_Z;_Z
2008-04;ES616;CP01;INX;93.485;M;_Z;_Z
2008-04;ES616;CP02;INX;66.377;M;_Z;_Z
2008-04;ES616;CP03;INX;105.696;M;_Z;_Z
2008-04;ES616;CP04;INX;86.945;M;_Z;_Z
2008-04;ES616;CP05;INX;99.689;M;_Z;_Z
2008-04;ES616;CP06;INX;89.938;M;_Z;_Z
2008-04;ES616;CP07;INX;94.542;M;_Z;_Z
2008-04;ES616;CP08;INX;116.42;M;_Z;_Z
2008-04;ES616;CP09;INX;112.85;M;_Z;_Z
2008-04;ES616;CP10;INX;78.659;M;_Z;_Z
2008-04;ES616;CP11;INX;93.626;M;_Z;_Z
2008-04;ES616;CP12;INX;88.746;M;_Z;_Z
2008-04;ES617;CP01T12;INX;92.916;M;_Z;_Z
2008-04;ES617;CP01;INX;93.766;M;_Z;_Z
2008-04;ES617;CP02;INX;62.847;M;_Z;_Z
2008-04;ES617;CP03;INX;105.195;M;_Z;_Z
2008-04;ES617;CP04;INX;84.153;M;_Z;_Z
2008-04;ES617;CP05;INX;95.817;M;_Z;_Z
2008-04;ES617;CP06;INX;93.345;M;_Z;_Z
2008-04;ES617;CP07;INX;94.113;M;_Z;_Z
2008-04;ES617;CP08;INX;116.497;M;_Z;_Z
2008-04;ES617;CP09;INX;107.003;M;_Z;_Z
2008-04;ES617;CP10;INX;80.601;M;_Z;_Z
2008-04;ES617;CP11;INX;93.405;M;_Z;_Z
2008-04;ES617;CP12;INX;85.476;M;_Z;_Z
2008-04;ES618;CP01T12;INX;93.299;M;_Z;_Z
2008-04;ES618;CP01;INX;93.645;M;_Z;_Z
2008-04;ES618;CP02;INX;63.889;M;_Z;_Z
2008-04;ES618;CP03;INX;106.174;M;_Z;_Z
2008-04;ES618;CP04;INX;86.869;M;_Z;_Z
2008-04;ES618;CP05;INX;96.03;M;_Z;_Z
2008-04;ES618;CP06;INX;93.696;M;_Z;_Z
2008-04;ES618;CP07;INX;94.878;M;_Z;_Z
2008-04;ES618;CP08;INX;117.612;M;_Z;_Z
2008-04;ES618;CP09;INX;107.717;M;_Z;_Z
2008-04;ES618;CP10;INX;78.281;M;_Z;_Z
2008-04;ES618;CP11;INX;92.443;M;_Z;_Z
2008-04;ES618;CP12;INX;83.726;M;_Z;_Z
2008-05;ES;CP01T12;INX;93.31;M;_Z;_Z
2008-05;ES;CP01;INX;92.521;M;_Z;_Z
2008-05;ES;CP02;INX;64.767;M;_Z;_Z
2008-05;ES;CP03;INX;106.356;M;_Z;_Z
2008-05;ES;CP04;INX;87.891;M;_Z;_Z
2008-05;ES;CP05;INX;96.009;M;_Z;_Z
2008-05;ES;CP06;INX;92.588;M;_Z;_Z
2008-05;ES;CP07;INX;96.903;M;_Z;_Z
2008-05;ES;CP08;INX;117.017;M;_Z;_Z
2008-05;ES;CP09;INX;102.353;M;_Z;_Z
2008-05;ES;CP10;INX;77.723;M;_Z;_Z
2008-05;ES;CP11;INX;91.567;M;_Z;_Z
2008-05;ES;CP12;INX;85.046;M;_Z;_Z
2008-05;ES61;CP01T12;INX;94.166;M;_Z;_Z
2008-05;ES61;CP01;INX;93.971;M;_Z;_Z
2008-05;ES61;CP02;INX;63.761;M;_Z;_Z
2008-05;ES61;CP03;INX;108.008;M;_Z;_Z
2008-05;ES61;CP04;INX;86.317;M;_Z;_Z
2008-05;ES61;CP05;INX;97.634;M;_Z;_Z
2008-05;ES61;CP06;INX;91.989;M;_Z;_Z
2008-05;ES61;CP07;INX;97.143;M;_Z;_Z
2008-05;ES61;CP08;INX;117.025;M;_Z;_Z
2008-05;ES61;CP09;INX;107.601;M;_Z;_Z
2008-05;ES61;CP10;INX;78.112;M;_Z;_Z
2008-05;ES61;CP11;INX;93.252;M;_Z;_Z
2008-05;ES61;CP12;INX;85.864;M;_Z;_Z
2008-05;ES611;CP01T12;INX;95.776;M;_Z;_Z
2008-05;ES611;CP01;INX;95.135;M;_Z;_Z
2008-05;ES611;CP02;INX;62.395;M;_Z;_Z
2008-05;ES611;CP03;INX;108.675;M;_Z;_Z
2008-05;ES611;CP04;INX;90.361;M;_Z;_Z
2008-05;ES611;CP05;INX;103.324;M;_Z;_Z
2008-05;ES611;CP06;INX;89.691;M;_Z;_Z
2008-05;ES611;CP07;INX;98.942;M;_Z;_Z
2008-05;ES611;CP08;INX;116.068;M;_Z;_Z
2008-05;ES611;CP09;INX;106.791;M;_Z;_Z
2008-05;ES611;CP10;INX;79.276;M;_Z;_Z
2008-05;ES611;CP11;INX;96.513;M;_Z;_Z
2008-05;ES611;CP12;INX;87.678;M;_Z;_Z
2008-05;ES612;CP01T12;INX;94.204;M;_Z;_Z
2008-05;ES612;CP01;INX;94.211;M;_Z;_Z
2008-05;ES612;CP02;INX;63.294;M;_Z;_Z
2008-05;ES612;CP03;INX;108.589;M;_Z;_Z
2008-05;ES612;CP04;INX;86.912;M;_Z;_Z
2008-05;ES612;CP05;INX;98.382;M;_Z;_Z
2008-05;ES612;CP06;INX;93.158;M;_Z;_Z
2008-05;ES612;CP07;INX;96.728;M;_Z;_Z
2008-05;ES612;CP08;INX;117.776;M;_Z;_Z
2008-05;ES612;CP09;INX;107.128;M;_Z;_Z
2008-05;ES612;CP10;INX;73.908;M;_Z;_Z
2008-05;ES612;CP11;INX;92.569;M;_Z;_Z
2008-05;ES612;CP12;INX;86.902;M;_Z;_Z
2008-05;ES613;CP01T12;INX;93.673;M;_Z;_Z
2008-05;ES613;CP01;INX;93.201;M;_Z;_Z
2008-05;ES613;CP02;INX;65.84;M;_Z;_Z
2008-05;ES613;CP03;INX;108.591;M;_Z;_Z
2008-05;ES613;CP04;INX;85.315;M;_Z;_Z
2008-05;ES613;CP05;INX;98.792;M;_Z;_Z
2008-05;ES613;CP06;INX;87.66;M;_Z;_Z
2008-05;ES613;CP07;INX;97.285;M;_Z;_Z
2008-05;ES613;CP08;INX;117.3;M;_Z;_Z
2008-05;ES613;CP09;INX;104.163;M;_Z;_Z
2008-05;ES613;CP10;INX;78.002;M;_Z;_Z
2008-05;ES613;CP11;INX;91.021;M;_Z;_Z
2008-05;ES613;CP12;INX;86.169;M;_Z;_Z
2008-05;ES614;CP01T12;INX;94.446;M;_Z;_Z
2008-05;ES614;CP01;INX;93.48;M;_Z;_Z
2008-05;ES614;CP02;INX;63.699;M;_Z;_Z
2008-05;ES614;CP03;INX;107.794;M;_Z;_Z
2008-05;ES614;CP04;INX;85.836;M;_Z;_Z
2008-05;ES614;CP05;INX;96.006;M;_Z;_Z
2008-05;ES614;CP06;INX;93.442;M;_Z;_Z
2008-05;ES614;CP07;INX;97.198;M;_Z;_Z
2008-05;ES614;CP08;INX;116.816;M;_Z;_Z
2008-05;ES614;CP09;INX;111.392;M;_Z;_Z
2008-05;ES614;CP10;INX;78.98;M;_Z;_Z
2008-05;ES614;CP11;INX;92.667;M;_Z;_Z
2008-05;ES614;CP12;INX;86.18;M;_Z;_Z
2008-05;ES615;CP01T12;INX;94.408;M;_Z;_Z
2008-05;ES615;CP01;INX;94.454;M;_Z;_Z
2008-05;ES615;CP02;INX;63.059;M;_Z;_Z
2008-05;ES615;CP03;INX;108.763;M;_Z;_Z
2008-05;ES615;CP04;INX;84.86;M;_Z;_Z
2008-05;ES615;CP05;INX;96.318;M;_Z;_Z
2008-05;ES615;CP06;INX;91.829;M;_Z;_Z
2008-05;ES615;CP07;INX;97.551;M;_Z;_Z
2008-05;ES615;CP08;INX;116.795;M;_Z;_Z
2008-05;ES615;CP09;INX;109.034;M;_Z;_Z
2008-05;ES615;CP10;INX;77.437;M;_Z;_Z
2008-05;ES615;CP11;INX;96.008;M;_Z;_Z
2008-05;ES615;CP12;INX;86.564;M;_Z;_Z
2008-05;ES616;CP01T12;INX;95.244;M;_Z;_Z
2008-05;ES616;CP01;INX;93.743;M;_Z;_Z
2008-05;ES616;CP02;INX;66.396;M;_Z;_Z
2008-05;ES616;CP03;INX;109.576;M;_Z;_Z
2008-05;ES616;CP04;INX;87.608;M;_Z;_Z
2008-05;ES616;CP05;INX;100.049;M;_Z;_Z
2008-05;ES616;CP06;INX;89.106;M;_Z;_Z
2008-05;ES616;CP07;INX;97.451;M;_Z;_Z
2008-05;ES616;CP08;INX;116.44;M;_Z;_Z
2008-05;ES616;CP09;INX;111.225;M;_Z;_Z
2008-05;ES616;CP10;INX;78.659;M;_Z;_Z
2008-05;ES616;CP11;INX;93.661;M;_Z;_Z
2008-05;ES616;CP12;INX;89.004;M;_Z;_Z
2008-05;ES617;CP01T12;INX;93.591;M;_Z;_Z
2008-05;ES617;CP01;INX;93.916;M;_Z;_Z
2008-05;ES617;CP02;INX;62.862;M;_Z;_Z
2008-05;ES617;CP03;INX;107.706;M;_Z;_Z
2008-05;ES617;CP04;INX;84.301;M;_Z;_Z
2008-05;ES617;CP05;INX;96.379;M;_Z;_Z
2008-05;ES617;CP06;INX;92.878;M;_Z;_Z
2008-05;ES617;CP07;INX;96.476;M;_Z;_Z
2008-05;ES617;CP08;INX;116.512;M;_Z;_Z
2008-05;ES617;CP09;INX;107.234;M;_Z;_Z
2008-05;ES617;CP10;INX;80.601;M;_Z;_Z
2008-05;ES617;CP11;INX;93.462;M;_Z;_Z
2008-05;ES617;CP12;INX;85.384;M;_Z;_Z
2008-05;ES618;CP01T12;INX;93.751;M;_Z;_Z
2008-05;ES618;CP01;INX;93.992;M;_Z;_Z
2008-05;ES618;CP02;INX;63.84;M;_Z;_Z
2008-05;ES618;CP03;INX;106.662;M;_Z;_Z
2008-05;ES618;CP04;INX;86.996;M;_Z;_Z
2008-05;ES618;CP05;INX;96.67;M;_Z;_Z
2008-05;ES618;CP06;INX;93.026;M;_Z;_Z
2008-05;ES618;CP07;INX;97.042;M;_Z;_Z
2008-05;ES618;CP08;INX;117.645;M;_Z;_Z
2008-05;ES618;CP09;INX;106.482;M;_Z;_Z
2008-05;ES618;CP10;INX;78.281;M;_Z;_Z
2008-05;ES618;CP11;INX;92.664;M;_Z;_Z
2008-05;ES618;CP12;INX;83.833;M;_Z;_Z
2008-06;ES;CP01T12;INX;93.847;M;_Z;_Z
2008-06;ES;CP01;INX;93.121;M;_Z;_Z
2008-06;ES;CP02;INX;64.81;M;_Z;_Z
2008-06;ES;CP03;INX;105.555;M;_Z;_Z
2008-06;ES;CP04;INX;88.429;M;_Z;_Z
2008-06;ES;CP05;INX;96.251;M;_Z;_Z
2008-06;ES;CP06;INX;92.724;M;_Z;_Z
2008-06;ES;CP07;INX;98.748;M;_Z;_Z
2008-06;ES;CP08;INX;117.031;M;_Z;_Z
2008-06;ES;CP09;INX;102.8;M;_Z;_Z
2008-06;ES;CP10;INX;77.732;M;_Z;_Z
2008-06;ES;CP11;INX;92.004;M;_Z;_Z
2008-06;ES;CP12;INX;85.395;M;_Z;_Z
2008-06;ES61;CP01T12;INX;94.602;M;_Z;_Z
2008-06;ES61;CP01;INX;94.498;M;_Z;_Z
2008-06;ES61;CP02;INX;63.799;M;_Z;_Z
2008-06;ES61;CP03;INX;107.118;M;_Z;_Z
2008-06;ES61;CP04;INX;86.531;M;_Z;_Z
2008-06;ES61;CP05;INX;97.781;M;_Z;_Z
2008-06;ES61;CP06;INX;92.148;M;_Z;_Z
2008-06;ES61;CP07;INX;98.92;M;_Z;_Z
2008-06;ES61;CP08;INX;117.038;M;_Z;_Z
2008-06;ES61;CP09;INX;107.845;M;_Z;_Z
2008-06;ES61;CP10;INX;78.095;M;_Z;_Z
2008-06;ES61;CP11;INX;93.499;M;_Z;_Z
2008-06;ES61;CP12;INX;86.165;M;_Z;_Z
2008-06;ES611;CP01T12;INX;96.25;M;_Z;_Z
2008-06;ES611;CP01;INX;95.784;M;_Z;_Z
2008-06;ES611;CP02;INX;62.414;M;_Z;_Z
2008-06;ES611;CP03;INX;107.967;M;_Z;_Z
2008-06;ES611;CP04;INX;90.232;M;_Z;_Z
2008-06;ES611;CP05;INX;103.44;M;_Z;_Z
2008-06;ES611;CP06;INX;89.71;M;_Z;_Z
2008-06;ES611;CP07;INX;100.974;M;_Z;_Z
2008-06;ES611;CP08;INX;116.075;M;_Z;_Z
2008-06;ES611;CP09;INX;106.872;M;_Z;_Z
2008-06;ES611;CP10;INX;79.276;M;_Z;_Z
2008-06;ES611;CP11;INX;96.77;M;_Z;_Z
2008-06;ES611;CP12;INX;87.875;M;_Z;_Z
2008-06;ES612;CP01T12;INX;94.568;M;_Z;_Z
2008-06;ES612;CP01;INX;94.735;M;_Z;_Z
2008-06;ES612;CP02;INX;63.297;M;_Z;_Z
2008-06;ES612;CP03;INX;106.705;M;_Z;_Z
2008-06;ES612;CP04;INX;87.46;M;_Z;_Z
2008-06;ES612;CP05;INX;98.58;M;_Z;_Z
2008-06;ES612;CP06;INX;93.203;M;_Z;_Z
2008-06;ES612;CP07;INX;98.51;M;_Z;_Z
2008-06;ES612;CP08;INX;117.794;M;_Z;_Z
2008-06;ES612;CP09;INX;107.484;M;_Z;_Z
2008-06;ES612;CP10;INX;73.97;M;_Z;_Z
2008-06;ES612;CP11;INX;92.782;M;_Z;_Z
2008-06;ES612;CP12;INX;87.11;M;_Z;_Z
2008-06;ES613;CP01T12;INX;94.097;M;_Z;_Z
2008-06;ES613;CP01;INX;93.738;M;_Z;_Z
2008-06;ES613;CP02;INX;65.889;M;_Z;_Z
2008-06;ES613;CP03;INX;107.164;M;_Z;_Z
2008-06;ES613;CP04;INX;85.538;M;_Z;_Z
2008-06;ES613;CP05;INX;99.159;M;_Z;_Z
2008-06;ES613;CP06;INX;87.818;M;_Z;_Z
2008-06;ES613;CP07;INX;99.072;M;_Z;_Z
2008-06;ES613;CP08;INX;117.314;M;_Z;_Z
2008-06;ES613;CP09;INX;104.569;M;_Z;_Z
2008-06;ES613;CP10;INX;78.002;M;_Z;_Z
2008-06;ES613;CP11;INX;91.125;M;_Z;_Z
2008-06;ES613;CP12;INX;86.381;M;_Z;_Z
2008-06;ES614;CP01T12;INX;94.854;M;_Z;_Z
2008-06;ES614;CP01;INX;94.026;M;_Z;_Z
2008-06;ES614;CP02;INX;63.723;M;_Z;_Z
2008-06;ES614;CP03;INX;107.031;M;_Z;_Z
2008-06;ES614;CP04;INX;86.339;M;_Z;_Z
2008-06;ES614;CP05;INX;96.007;M;_Z;_Z
2008-06;ES614;CP06;INX;93.459;M;_Z;_Z
2008-06;ES614;CP07;INX;98.821;M;_Z;_Z
2008-06;ES614;CP08;INX;116.828;M;_Z;_Z
2008-06;ES614;CP09;INX;111.325;M;_Z;_Z
2008-06;ES614;CP10;INX;78.98;M;_Z;_Z
2008-06;ES614;CP11;INX;92.701;M;_Z;_Z
2008-06;ES614;CP12;INX;86.609;M;_Z;_Z
2008-06;ES615;CP01T12;INX;94.883;M;_Z;_Z
2008-06;ES615;CP01;INX;95.001;M;_Z;_Z
2008-06;ES615;CP02;INX;63.139;M;_Z;_Z
2008-06;ES615;CP03;INX;107.668;M;_Z;_Z
2008-06;ES615;CP04;INX;84.941;M;_Z;_Z
2008-06;ES615;CP05;INX;96.522;M;_Z;_Z
2008-06;ES615;CP06;INX;91.901;M;_Z;_Z
2008-06;ES615;CP07;INX;99.472;M;_Z;_Z
2008-06;ES615;CP08;INX;116.807;M;_Z;_Z
2008-06;ES615;CP09;INX;109.311;M;_Z;_Z
2008-06;ES615;CP10;INX;77.437;M;_Z;_Z
2008-06;ES615;CP11;INX;96.233;M;_Z;_Z
2008-06;ES615;CP12;INX;87.127;M;_Z;_Z
2008-06;ES616;CP01T12;INX;95.736;M;_Z;_Z
2008-06;ES616;CP01;INX;94.348;M;_Z;_Z
2008-06;ES616;CP02;INX;66.469;M;_Z;_Z
2008-06;ES616;CP03;INX;109.051;M;_Z;_Z
2008-06;ES616;CP04;INX;88.111;M;_Z;_Z
2008-06;ES616;CP05;INX;100.37;M;_Z;_Z
2008-06;ES616;CP06;INX;89.124;M;_Z;_Z
2008-06;ES616;CP07;INX;99.537;M;_Z;_Z
2008-06;ES616;CP08;INX;116.451;M;_Z;_Z
2008-06;ES616;CP09;INX;111.618;M;_Z;_Z
2008-06;ES616;CP10;INX;78.312;M;_Z;_Z
2008-06;ES616;CP11;INX;93.815;M;_Z;_Z
2008-06;ES616;CP12;INX;89.313;M;_Z;_Z
2008-06;ES617;CP01T12;INX;94.08;M;_Z;_Z
2008-06;ES617;CP01;INX;94.506;M;_Z;_Z
2008-06;ES617;CP02;INX;62.865;M;_Z;_Z
2008-06;ES617;CP03;INX;106.958;M;_Z;_Z
2008-06;ES617;CP04;INX;84.374;M;_Z;_Z
2008-06;ES617;CP05;INX;96.341;M;_Z;_Z
2008-06;ES617;CP06;INX;93.386;M;_Z;_Z
2008-06;ES617;CP07;INX;98.237;M;_Z;_Z
2008-06;ES617;CP08;INX;116.521;M;_Z;_Z
2008-06;ES617;CP09;INX;107.493;M;_Z;_Z
2008-06;ES617;CP10;INX;80.601;M;_Z;_Z
2008-06;ES617;CP11;INX;94.059;M;_Z;_Z
2008-06;ES617;CP12;INX;85.593;M;_Z;_Z
2008-06;ES618;CP01T12;INX;94.155;M;_Z;_Z
2008-06;ES618;CP01;INX;94.385;M;_Z;_Z
2008-06;ES618;CP02;INX;63.902;M;_Z;_Z
2008-06;ES618;CP03;INX;106.201;M;_Z;_Z
2008-06;ES618;CP04;INX;87.085;M;_Z;_Z
2008-06;ES618;CP05;INX;96.834;M;_Z;_Z
2008-06;ES618;CP06;INX;93.121;M;_Z;_Z
2008-06;ES618;CP07;INX;98.686;M;_Z;_Z
2008-06;ES618;CP08;INX;117.663;M;_Z;_Z
2008-06;ES618;CP09;INX;106.705;M;_Z;_Z
2008-06;ES618;CP10;INX;78.27;M;_Z;_Z
2008-06;ES618;CP11;INX;92.821;M;_Z;_Z
2008-06;ES618;CP12;INX;84.195;M;_Z;_Z
2008-07;ES;CP01T12;INX;93.396;M;_Z;_Z
2008-07;ES;CP01;INX;93.213;M;_Z;_Z
2008-07;ES;CP02;INX;64.823;M;_Z;_Z
2008-07;ES;CP03;INX;93.593;M;_Z;_Z
2008-07;ES;CP04;INX;89.942;M;_Z;_Z
2008-07;ES;CP05;INX;95.654;M;_Z;_Z
2008-07;ES;CP06;INX;92.975;M;_Z;_Z
2008-07;ES;CP07;INX;99.465;M;_Z;_Z
2008-07;ES;CP08;INX;116.983;M;_Z;_Z
2008-07;ES;CP09;INX;103.981;M;_Z;_Z
2008-07;ES;CP10;INX;77.795;M;_Z;_Z
2008-07;ES;CP11;INX;92.93;M;_Z;_Z
2008-07;ES;CP12;INX;85.335;M;_Z;_Z
2008-07;ES61;CP01T12;INX;93.924;M;_Z;_Z
2008-07;ES61;CP01;INX;94.65;M;_Z;_Z
2008-07;ES61;CP02;INX;63.803;M;_Z;_Z
2008-07;ES61;CP03;INX;93.882;M;_Z;_Z
2008-07;ES61;CP04;INX;88.055;M;_Z;_Z
2008-07;ES61;CP05;INX;96.857;M;_Z;_Z
2008-07;ES61;CP06;INX;92.383;M;_Z;_Z
2008-07;ES61;CP07;INX;99.609;M;_Z;_Z
2008-07;ES61;CP08;INX;116.992;M;_Z;_Z
2008-07;ES61;CP09;INX;108.478;M;_Z;_Z
2008-07;ES61;CP10;INX;78.35;M;_Z;_Z
2008-07;ES61;CP11;INX;94.196;M;_Z;_Z
2008-07;ES61;CP12;INX;86.14;M;_Z;_Z
2008-07;ES611;CP01T12;INX;95.511;M;_Z;_Z
2008-07;ES611;CP01;INX;95.936;M;_Z;_Z
2008-07;ES611;CP02;INX;62.427;M;_Z;_Z
2008-07;ES611;CP03;INX;94.468;M;_Z;_Z
2008-07;ES611;CP04;INX;91.487;M;_Z;_Z
2008-07;ES611;CP05;INX;102.951;M;_Z;_Z
2008-07;ES611;CP06;INX;90.164;M;_Z;_Z
2008-07;ES611;CP07;INX;101.741;M;_Z;_Z
2008-07;ES611;CP08;INX;116.057;M;_Z;_Z
2008-07;ES611;CP09;INX;107.92;M;_Z;_Z
2008-07;ES611;CP10;INX;79.276;M;_Z;_Z
2008-07;ES611;CP11;INX;97.283;M;_Z;_Z
2008-07;ES611;CP12;INX;87.815;M;_Z;_Z
2008-07;ES612;CP01T12;INX;94.049;M;_Z;_Z
2008-07;ES612;CP01;INX;94.884;M;_Z;_Z
2008-07;ES612;CP02;INX;63.217;M;_Z;_Z
2008-07;ES612;CP03;INX;95.199;M;_Z;_Z
2008-07;ES612;CP04;INX;88.742;M;_Z;_Z
2008-07;ES612;CP05;INX;97.367;M;_Z;_Z
2008-07;ES612;CP06;INX;93.294;M;_Z;_Z
2008-07;ES612;CP07;INX;99.284;M;_Z;_Z
2008-07;ES612;CP08;INX;117.725;M;_Z;_Z
2008-07;ES612;CP09;INX;108.807;M;_Z;_Z
2008-07;ES612;CP10;INX;74.08;M;_Z;_Z
2008-07;ES612;CP11;INX;93.488;M;_Z;_Z
2008-07;ES612;CP12;INX;87.074;M;_Z;_Z
2008-07;ES613;CP01T12;INX;93.331;M;_Z;_Z
2008-07;ES613;CP01;INX;94.074;M;_Z;_Z
2008-07;ES613;CP02;INX;65.891;M;_Z;_Z
2008-07;ES613;CP03;INX;93.63;M;_Z;_Z
2008-07;ES613;CP04;INX;87.091;M;_Z;_Z
2008-07;ES613;CP05;INX;98.628;M;_Z;_Z
2008-07;ES613;CP06;INX;88.037;M;_Z;_Z
2008-07;ES613;CP07;INX;99.703;M;_Z;_Z
2008-07;ES613;CP08;INX;117.263;M;_Z;_Z
2008-07;ES613;CP09;INX;105.018;M;_Z;_Z
2008-07;ES613;CP10;INX;78.047;M;_Z;_Z
2008-07;ES613;CP11;INX;91.58;M;_Z;_Z
2008-07;ES613;CP12;INX;86.283;M;_Z;_Z
