TEMPORAL;TERRITORIO;ECOICOP;INDICATOR;OBS_VALUE;FREQ;IPC_RUBRICAS;IPC_GRUPOSESPECIALES
2012-10;ES618;CP11;RCH_M;-0.5;M;_Z;_Z
2012-10;ES618;CP12;RCH_M;0.9;M;_Z;_Z
2012-11;ES;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-11;ES;CP01;RCH_M;0.5;M;_Z;_Z
2012-11;ES;CP02;RCH_M;-0.2;M;_Z;_Z
2012-11;ES;CP03;RCH_M;5.1;M;_Z;_Z
2012-11;ES;CP04;RCH_M;-0.1;M;_Z;_Z
2012-11;ES;CP05;RCH_M;0.3;M;_Z;_Z
2012-11;ES;CP06;RCH_M;0.0;M;_Z;_Z
2012-11;ES;CP07;RCH_M;-2.8;M;_Z;_Z
2012-11;ES;CP08;RCH_M;-1.1;M;_Z;_Z
2012-11;ES;CP09;RCH_M;-1.3;M;_Z;_Z
2012-11;ES;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES;CP11;RCH_M;-0.4;M;_Z;_Z
2012-11;ES;CP12;RCH_M;0.2;M;_Z;_Z
2012-11;ES61;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-11;ES61;CP01;RCH_M;0.4;M;_Z;_Z
2012-11;ES61;CP02;RCH_M;0.1;M;_Z;_Z
2012-11;ES61;CP03;RCH_M;5.6;M;_Z;_Z
2012-11;ES61;CP04;RCH_M;0.0;M;_Z;_Z
2012-11;ES61;CP05;RCH_M;0.4;M;_Z;_Z
2012-11;ES61;CP06;RCH_M;0.1;M;_Z;_Z
2012-11;ES61;CP07;RCH_M;-3.1;M;_Z;_Z
2012-11;ES61;CP08;RCH_M;-1.1;M;_Z;_Z
2012-11;ES61;CP09;RCH_M;-0.9;M;_Z;_Z
2012-11;ES61;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES61;CP11;RCH_M;-0.4;M;_Z;_Z
2012-11;ES61;CP12;RCH_M;0.3;M;_Z;_Z
2012-11;ES611;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-11;ES611;CP01;RCH_M;0.4;M;_Z;_Z
2012-11;ES611;CP02;RCH_M;0.2;M;_Z;_Z
2012-11;ES611;CP03;RCH_M;4.3;M;_Z;_Z
2012-11;ES611;CP04;RCH_M;0.0;M;_Z;_Z
2012-11;ES611;CP05;RCH_M;0.5;M;_Z;_Z
2012-11;ES611;CP06;RCH_M;0.0;M;_Z;_Z
2012-11;ES611;CP07;RCH_M;-2.9;M;_Z;_Z
2012-11;ES611;CP08;RCH_M;-1.1;M;_Z;_Z
2012-11;ES611;CP09;RCH_M;-0.9;M;_Z;_Z
2012-11;ES611;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES611;CP11;RCH_M;-0.4;M;_Z;_Z
2012-11;ES611;CP12;RCH_M;0.3;M;_Z;_Z
2012-11;ES612;CP01T12;RCH_M;-0.2;M;_Z;_Z
2012-11;ES612;CP01;RCH_M;0.3;M;_Z;_Z
2012-11;ES612;CP02;RCH_M;0.0;M;_Z;_Z
2012-11;ES612;CP03;RCH_M;4.0;M;_Z;_Z
2012-11;ES612;CP04;RCH_M;0.1;M;_Z;_Z
2012-11;ES612;CP05;RCH_M;0.7;M;_Z;_Z
2012-11;ES612;CP06;RCH_M;0.1;M;_Z;_Z
2012-11;ES612;CP07;RCH_M;-3.1;M;_Z;_Z
2012-11;ES612;CP08;RCH_M;-1.0;M;_Z;_Z
2012-11;ES612;CP09;RCH_M;-1.2;M;_Z;_Z
2012-11;ES612;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES612;CP11;RCH_M;-0.6;M;_Z;_Z
2012-11;ES612;CP12;RCH_M;0.4;M;_Z;_Z
2012-11;ES613;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-11;ES613;CP01;RCH_M;0.4;M;_Z;_Z
2012-11;ES613;CP02;RCH_M;0.0;M;_Z;_Z
2012-11;ES613;CP03;RCH_M;5.5;M;_Z;_Z
2012-11;ES613;CP04;RCH_M;0.0;M;_Z;_Z
2012-11;ES613;CP05;RCH_M;0.3;M;_Z;_Z
2012-11;ES613;CP06;RCH_M;-0.4;M;_Z;_Z
2012-11;ES613;CP07;RCH_M;-3.1;M;_Z;_Z
2012-11;ES613;CP08;RCH_M;-1.1;M;_Z;_Z
2012-11;ES613;CP09;RCH_M;-1.0;M;_Z;_Z
2012-11;ES613;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES613;CP11;RCH_M;-0.3;M;_Z;_Z
2012-11;ES613;CP12;RCH_M;0.4;M;_Z;_Z
2012-11;ES614;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-11;ES614;CP01;RCH_M;0.5;M;_Z;_Z
2012-11;ES614;CP02;RCH_M;0.0;M;_Z;_Z
2012-11;ES614;CP03;RCH_M;3.6;M;_Z;_Z
2012-11;ES614;CP04;RCH_M;-0.3;M;_Z;_Z
2012-11;ES614;CP05;RCH_M;0.5;M;_Z;_Z
2012-11;ES614;CP06;RCH_M;0.0;M;_Z;_Z
2012-11;ES614;CP07;RCH_M;-3.0;M;_Z;_Z
2012-11;ES614;CP08;RCH_M;-1.1;M;_Z;_Z
2012-11;ES614;CP09;RCH_M;-0.5;M;_Z;_Z
2012-11;ES614;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES614;CP11;RCH_M;-0.4;M;_Z;_Z
2012-11;ES614;CP12;RCH_M;0.6;M;_Z;_Z
2012-11;ES615;CP01T12;RCH_M;-0.2;M;_Z;_Z
2012-11;ES615;CP01;RCH_M;0.4;M;_Z;_Z
2012-11;ES615;CP02;RCH_M;0.2;M;_Z;_Z
2012-11;ES615;CP03;RCH_M;4.6;M;_Z;_Z
2012-11;ES615;CP04;RCH_M;0.0;M;_Z;_Z
2012-11;ES615;CP05;RCH_M;0.3;M;_Z;_Z
2012-11;ES615;CP06;RCH_M;0.0;M;_Z;_Z
2012-11;ES615;CP07;RCH_M;-3.2;M;_Z;_Z
2012-11;ES615;CP08;RCH_M;-1.1;M;_Z;_Z
2012-11;ES615;CP09;RCH_M;-1.8;M;_Z;_Z
2012-11;ES615;CP10;RCH_M;0.1;M;_Z;_Z
2012-11;ES615;CP11;RCH_M;-0.6;M;_Z;_Z
2012-11;ES615;CP12;RCH_M;0.5;M;_Z;_Z
2012-11;ES616;CP01T12;RCH_M;0.5;M;_Z;_Z
2012-11;ES616;CP01;RCH_M;0.5;M;_Z;_Z
2012-11;ES616;CP02;RCH_M;0.1;M;_Z;_Z
2012-11;ES616;CP03;RCH_M;10.6;M;_Z;_Z
2012-11;ES616;CP04;RCH_M;0.0;M;_Z;_Z
2012-11;ES616;CP05;RCH_M;0.6;M;_Z;_Z
2012-11;ES616;CP06;RCH_M;0.0;M;_Z;_Z
2012-11;ES616;CP07;RCH_M;-3.3;M;_Z;_Z
2012-11;ES616;CP08;RCH_M;-1.1;M;_Z;_Z
2012-11;ES616;CP09;RCH_M;-0.8;M;_Z;_Z
2012-11;ES616;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES616;CP11;RCH_M;-0.6;M;_Z;_Z
2012-11;ES616;CP12;RCH_M;0.0;M;_Z;_Z
2012-11;ES617;CP01T12;RCH_M;0.0;M;_Z;_Z
2012-11;ES617;CP01;RCH_M;0.4;M;_Z;_Z
2012-11;ES617;CP02;RCH_M;0.2;M;_Z;_Z
2012-11;ES617;CP03;RCH_M;7.2;M;_Z;_Z
2012-11;ES617;CP04;RCH_M;0.0;M;_Z;_Z
2012-11;ES617;CP05;RCH_M;-0.1;M;_Z;_Z
2012-11;ES617;CP06;RCH_M;0.1;M;_Z;_Z
2012-11;ES617;CP07;RCH_M;-3.2;M;_Z;_Z
2012-11;ES617;CP08;RCH_M;-1.1;M;_Z;_Z
2012-11;ES617;CP09;RCH_M;-1.2;M;_Z;_Z
2012-11;ES617;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES617;CP11;RCH_M;-0.4;M;_Z;_Z
2012-11;ES617;CP12;RCH_M;0.0;M;_Z;_Z
2012-11;ES618;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-11;ES618;CP01;RCH_M;0.5;M;_Z;_Z
2012-11;ES618;CP02;RCH_M;0.0;M;_Z;_Z
2012-11;ES618;CP03;RCH_M;4.8;M;_Z;_Z
2012-11;ES618;CP04;RCH_M;0.1;M;_Z;_Z
2012-11;ES618;CP05;RCH_M;0.4;M;_Z;_Z
2012-11;ES618;CP06;RCH_M;0.4;M;_Z;_Z
2012-11;ES618;CP07;RCH_M;-3.1;M;_Z;_Z
2012-11;ES618;CP08;RCH_M;-1.0;M;_Z;_Z
2012-11;ES618;CP09;RCH_M;-0.4;M;_Z;_Z
2012-11;ES618;CP10;RCH_M;0.0;M;_Z;_Z
2012-11;ES618;CP11;RCH_M;-0.3;M;_Z;_Z
2012-11;ES618;CP12;RCH_M;0.2;M;_Z;_Z
2012-12;ES;CP01T12;RCH_M;0.1;M;_Z;_Z
2012-12;ES;CP01;RCH_M;0.5;M;_Z;_Z
2012-12;ES;CP02;RCH_M;0.2;M;_Z;_Z
2012-12;ES;CP03;RCH_M;-1.6;M;_Z;_Z
2012-12;ES;CP04;RCH_M;-0.1;M;_Z;_Z
2012-12;ES;CP05;RCH_M;0.1;M;_Z;_Z
2012-12;ES;CP06;RCH_M;-0.1;M;_Z;_Z
2012-12;ES;CP07;RCH_M;-0.2;M;_Z;_Z
2012-12;ES;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES;CP09;RCH_M;1.8;M;_Z;_Z
2012-12;ES;CP10;RCH_M;0.1;M;_Z;_Z
2012-12;ES;CP11;RCH_M;0.0;M;_Z;_Z
2012-12;ES;CP12;RCH_M;0.0;M;_Z;_Z
2012-12;ES61;CP01T12;RCH_M;0.0;M;_Z;_Z
2012-12;ES61;CP01;RCH_M;0.4;M;_Z;_Z
2012-12;ES61;CP02;RCH_M;0.2;M;_Z;_Z
2012-12;ES61;CP03;RCH_M;-1.8;M;_Z;_Z
2012-12;ES61;CP04;RCH_M;0.0;M;_Z;_Z
2012-12;ES61;CP05;RCH_M;0.0;M;_Z;_Z
2012-12;ES61;CP06;RCH_M;0.0;M;_Z;_Z
2012-12;ES61;CP07;RCH_M;-0.2;M;_Z;_Z
2012-12;ES61;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES61;CP09;RCH_M;1.1;M;_Z;_Z
2012-12;ES61;CP10;RCH_M;0.0;M;_Z;_Z
2012-12;ES61;CP11;RCH_M;0.1;M;_Z;_Z
2012-12;ES61;CP12;RCH_M;-0.1;M;_Z;_Z
2012-12;ES611;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-12;ES611;CP01;RCH_M;0.4;M;_Z;_Z
2012-12;ES611;CP02;RCH_M;0.2;M;_Z;_Z
2012-12;ES611;CP03;RCH_M;-2.2;M;_Z;_Z
2012-12;ES611;CP04;RCH_M;0.0;M;_Z;_Z
2012-12;ES611;CP05;RCH_M;-0.1;M;_Z;_Z
2012-12;ES611;CP06;RCH_M;-0.1;M;_Z;_Z
2012-12;ES611;CP07;RCH_M;-0.1;M;_Z;_Z
2012-12;ES611;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES611;CP09;RCH_M;0.9;M;_Z;_Z
2012-12;ES611;CP10;RCH_M;0.0;M;_Z;_Z
2012-12;ES611;CP11;RCH_M;0.2;M;_Z;_Z
2012-12;ES611;CP12;RCH_M;-0.3;M;_Z;_Z
2012-12;ES612;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-12;ES612;CP01;RCH_M;0.2;M;_Z;_Z
2012-12;ES612;CP02;RCH_M;0.2;M;_Z;_Z
2012-12;ES612;CP03;RCH_M;-3.0;M;_Z;_Z
2012-12;ES612;CP04;RCH_M;0.1;M;_Z;_Z
2012-12;ES612;CP05;RCH_M;0.1;M;_Z;_Z
2012-12;ES612;CP06;RCH_M;-0.4;M;_Z;_Z
2012-12;ES612;CP07;RCH_M;-0.2;M;_Z;_Z
2012-12;ES612;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES612;CP09;RCH_M;1.7;M;_Z;_Z
2012-12;ES612;CP10;RCH_M;0.0;M;_Z;_Z
2012-12;ES612;CP11;RCH_M;0.1;M;_Z;_Z
2012-12;ES612;CP12;RCH_M;-0.4;M;_Z;_Z
2012-12;ES613;CP01T12;RCH_M;0.2;M;_Z;_Z
2012-12;ES613;CP01;RCH_M;0.7;M;_Z;_Z
2012-12;ES613;CP02;RCH_M;0.2;M;_Z;_Z
2012-12;ES613;CP03;RCH_M;-1.6;M;_Z;_Z
2012-12;ES613;CP04;RCH_M;0.0;M;_Z;_Z
2012-12;ES613;CP05;RCH_M;0.1;M;_Z;_Z
2012-12;ES613;CP06;RCH_M;0.0;M;_Z;_Z
2012-12;ES613;CP07;RCH_M;-0.2;M;_Z;_Z
2012-12;ES613;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES613;CP09;RCH_M;1.4;M;_Z;_Z
2012-12;ES613;CP10;RCH_M;0.1;M;_Z;_Z
2012-12;ES613;CP11;RCH_M;0.4;M;_Z;_Z
2012-12;ES613;CP12;RCH_M;0.7;M;_Z;_Z
2012-12;ES614;CP01T12;RCH_M;0.1;M;_Z;_Z
2012-12;ES614;CP01;RCH_M;0.6;M;_Z;_Z
2012-12;ES614;CP02;RCH_M;0.1;M;_Z;_Z
2012-12;ES614;CP03;RCH_M;-0.7;M;_Z;_Z
2012-12;ES614;CP04;RCH_M;-0.1;M;_Z;_Z
2012-12;ES614;CP05;RCH_M;0.2;M;_Z;_Z
2012-12;ES614;CP06;RCH_M;0.1;M;_Z;_Z
2012-12;ES614;CP07;RCH_M;-0.1;M;_Z;_Z
2012-12;ES614;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES614;CP09;RCH_M;0.4;M;_Z;_Z
2012-12;ES614;CP10;RCH_M;0.0;M;_Z;_Z
2012-12;ES614;CP11;RCH_M;0.0;M;_Z;_Z
2012-12;ES614;CP12;RCH_M;0.1;M;_Z;_Z
2012-12;ES615;CP01T12;RCH_M;0.0;M;_Z;_Z
2012-12;ES615;CP01;RCH_M;0.3;M;_Z;_Z
2012-12;ES615;CP02;RCH_M;0.2;M;_Z;_Z
2012-12;ES615;CP03;RCH_M;-2.4;M;_Z;_Z
2012-12;ES615;CP04;RCH_M;0.1;M;_Z;_Z
2012-12;ES615;CP05;RCH_M;0.0;M;_Z;_Z
2012-12;ES615;CP06;RCH_M;-0.1;M;_Z;_Z
2012-12;ES615;CP07;RCH_M;-0.1;M;_Z;_Z
2012-12;ES615;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES615;CP09;RCH_M;1.6;M;_Z;_Z
2012-12;ES615;CP10;RCH_M;0.1;M;_Z;_Z
2012-12;ES615;CP11;RCH_M;0.1;M;_Z;_Z
2012-12;ES615;CP12;RCH_M;0.0;M;_Z;_Z
2012-12;ES616;CP01T12;RCH_M;0.0;M;_Z;_Z
2012-12;ES616;CP01;RCH_M;0.3;M;_Z;_Z
2012-12;ES616;CP02;RCH_M;0.2;M;_Z;_Z
2012-12;ES616;CP03;RCH_M;-0.9;M;_Z;_Z
2012-12;ES616;CP04;RCH_M;-0.1;M;_Z;_Z
2012-12;ES616;CP05;RCH_M;-0.2;M;_Z;_Z
2012-12;ES616;CP06;RCH_M;0.2;M;_Z;_Z
2012-12;ES616;CP07;RCH_M;-0.2;M;_Z;_Z
2012-12;ES616;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES616;CP09;RCH_M;1.1;M;_Z;_Z
2012-12;ES616;CP10;RCH_M;0.0;M;_Z;_Z
2012-12;ES616;CP11;RCH_M;-0.1;M;_Z;_Z
2012-12;ES616;CP12;RCH_M;0.2;M;_Z;_Z
2012-12;ES617;CP01T12;RCH_M;-0.1;M;_Z;_Z
2012-12;ES617;CP01;RCH_M;0.5;M;_Z;_Z
2012-12;ES617;CP02;RCH_M;0.1;M;_Z;_Z
2012-12;ES617;CP03;RCH_M;-2.9;M;_Z;_Z
2012-12;ES617;CP04;RCH_M;0.0;M;_Z;_Z
2012-12;ES617;CP05;RCH_M;0.2;M;_Z;_Z
2012-12;ES617;CP06;RCH_M;0.1;M;_Z;_Z
2012-12;ES617;CP07;RCH_M;-0.2;M;_Z;_Z
2012-12;ES617;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES617;CP09;RCH_M;1.6;M;_Z;_Z
2012-12;ES617;CP10;RCH_M;0.0;M;_Z;_Z
2012-12;ES617;CP11;RCH_M;0.1;M;_Z;_Z
2012-12;ES617;CP12;RCH_M;-0.8;M;_Z;_Z
2012-12;ES618;CP01T12;RCH_M;0.0;M;_Z;_Z
2012-12;ES618;CP01;RCH_M;0.4;M;_Z;_Z
2012-12;ES618;CP02;RCH_M;0.2;M;_Z;_Z
2012-12;ES618;CP03;RCH_M;-1.0;M;_Z;_Z
2012-12;ES618;CP04;RCH_M;0.0;M;_Z;_Z
2012-12;ES618;CP05;RCH_M;-0.2;M;_Z;_Z
2012-12;ES618;CP06;RCH_M;-0.1;M;_Z;_Z
2012-12;ES618;CP07;RCH_M;-0.2;M;_Z;_Z
2012-12;ES618;CP08;RCH_M;0.0;M;_Z;_Z
2012-12;ES618;CP09;RCH_M;0.5;M;_Z;_Z
2012-12;ES618;CP10;RCH_M;0.0;M;_Z;_Z
2012-12;ES618;CP11;RCH_M;-0.1;M;_Z;_Z
2012-12;ES618;CP12;RCH_M;0.0;M;_Z;_Z
2011-01;ES;CP01T12;RCH_M;-0.7;M;_Z;_Z
2011-01;ES;CP01;RCH_M;0.1;M;_Z;_Z
2011-01;ES;CP02;RCH_M;2.1;M;_Z;_Z
2011-01;ES;CP03;RCH_M;-14.2;M;_Z;_Z
2011-01;ES;CP04;RCH_M;2.8;M;_Z;_Z
2011-01;ES;CP05;RCH_M;-0.9;M;_Z;_Z
2011-01;ES;CP06;RCH_M;0.0;M;_Z;_Z
2011-01;ES;CP07;RCH_M;1.4;M;_Z;_Z
2011-01;ES;CP08;RCH_M;0.0;M;_Z;_Z
2011-01;ES;CP09;RCH_M;-1.8;M;_Z;_Z
2011-01;ES;CP10;RCH_M;0.1;M;_Z;_Z
2011-01;ES;CP11;RCH_M;0.1;M;_Z;_Z
2011-01;ES;CP12;RCH_M;0.6;M;_Z;_Z
2011-01;ES61;CP01T12;RCH_M;-0.9;M;_Z;_Z
2011-01;ES61;CP01;RCH_M;0.1;M;_Z;_Z
2011-01;ES61;CP02;RCH_M;2.2;M;_Z;_Z
2011-01;ES61;CP03;RCH_M;-15.1;M;_Z;_Z
2011-01;ES61;CP04;RCH_M;3.1;M;_Z;_Z
2011-01;ES61;CP05;RCH_M;-1.3;M;_Z;_Z
2011-01;ES61;CP06;RCH_M;-0.2;M;_Z;_Z
2011-01;ES61;CP07;RCH_M;1.3;M;_Z;_Z
2011-01;ES61;CP08;RCH_M;0.0;M;_Z;_Z
2011-01;ES61;CP09;RCH_M;-1.2;M;_Z;_Z
2011-01;ES61;CP10;RCH_M;0.0;M;_Z;_Z
2011-01;ES61;CP11;RCH_M;0.1;M;_Z;_Z
2011-01;ES61;CP12;RCH_M;0.4;M;_Z;_Z
2011-01;ES611;CP01T12;RCH_M;-1.0;M;_Z;_Z
2011-01;ES611;CP01;RCH_M;-0.1;M;_Z;_Z
2011-01;ES611;CP02;RCH_M;2.2;M;_Z;_Z
2011-01;ES611;CP03;RCH_M;-16.7;M;_Z;_Z
2011-01;ES611;CP04;RCH_M;2.6;M;_Z;_Z
2011-01;ES611;CP05;RCH_M;-0.8;M;_Z;_Z
2011-01;ES611;CP06;RCH_M;0.2;M;_Z;_Z
2011-01;ES611;CP07;RCH_M;1.5;M;_Z;_Z
2011-01;ES611;CP08;RCH_M;0.0;M;_Z;_Z
2011-01;ES611;CP09;RCH_M;-0.3;M;_Z;_Z
2011-01;ES611;CP10;RCH_M;0.0;M;_Z;_Z
2011-01;ES611;CP11;RCH_M;0.0;M;_Z;_Z
2011-01;ES611;CP12;RCH_M;0.6;M;_Z;_Z
2011-01;ES612;CP01T12;RCH_M;-0.6;M;_Z;_Z
2011-01;ES612;CP01;RCH_M;0.1;M;_Z;_Z
2011-01;ES612;CP02;RCH_M;2.2;M;_Z;_Z
2011-01;ES612;CP03;RCH_M;-12.1;M;_Z;_Z
2011-01;ES612;CP04;RCH_M;2.6;M;_Z;_Z
2011-01;ES612;CP05;RCH_M;-0.4;M;_Z;_Z
2011-01;ES612;CP06;RCH_M;-0.5;M;_Z;_Z
2011-01;ES612;CP07;RCH_M;1.2;M;_Z;_Z
2011-01;ES612;CP08;RCH_M;0.0;M;_Z;_Z
2011-01;ES612;CP09;RCH_M;-1.0;M;_Z;_Z
2011-01;ES612;CP10;RCH_M;0.0;M;_Z;_Z
2011-01;ES612;CP11;RCH_M;0.1;M;_Z;_Z
2011-01;ES612;CP12;RCH_M;0.1;M;_Z;_Z
2011-01;ES613;CP01T12;RCH_M;-0.9;M;_Z;_Z
2011-01;ES613;CP01;RCH_M;0.1;M;_Z;_Z
2011-01;ES613;CP02;RCH_M;2.1;M;_Z;_Z
2011-01;ES613;CP03;RCH_M;-14.8;M;_Z;_Z
2011-01;ES613;CP04;RCH_M;3.3;M;_Z;_Z
2011-01;ES613;CP05;RCH_M;-0.8;M;_Z;_Z
2011-01;ES613;CP06;RCH_M;0.0;M;_Z;_Z
2011-01;ES613;CP07;RCH_M;1.3;M;_Z;_Z
2011-01;ES613;CP08;RCH_M;-0.1;M;_Z;_Z
2011-01;ES613;CP09;RCH_M;-1.5;M;_Z;_Z
2011-01;ES613;CP10;RCH_M;0.0;M;_Z;_Z
2011-01;ES613;CP11;RCH_M;0.4;M;_Z;_Z
2011-01;ES613;CP12;RCH_M;-0.1;M;_Z;_Z
2011-01;ES614;CP01T12;RCH_M;-1.4;M;_Z;_Z
2011-01;ES614;CP01;RCH_M;-0.1;M;_Z;_Z
2011-01;ES614;CP02;RCH_M;2.1;M;_Z;_Z
2011-01;ES614;CP03;RCH_M;-17.2;M;_Z;_Z
2011-01;ES614;CP04;RCH_M;2.9;M;_Z;_Z
2011-01;ES614;CP05;RCH_M;-1.5;M;_Z;_Z
2011-01;ES614;CP06;RCH_M;0.2;M;_Z;_Z
2011-01;ES614;CP07;RCH_M;1.2;M;_Z;_Z
2011-01;ES614;CP08;RCH_M;0.0;M;_Z;_Z
2011-01;ES614;CP09;RCH_M;-1.1;M;_Z;_Z
2011-01;ES614;CP10;RCH_M;0.0;M;_Z;_Z
2011-01;ES614;CP11;RCH_M;0.1;M;_Z;_Z
2011-01;ES614;CP12;RCH_M;0.4;M;_Z;_Z
2011-01;ES615;CP01T12;RCH_M;-0.9;M;_Z;_Z
2011-01;ES615;CP01;RCH_M;-0.1;M;_Z;_Z
2011-01;ES615;CP02;RCH_M;2.2;M;_Z;_Z
2011-01;ES615;CP03;RCH_M;-15.9;M;_Z;_Z
2011-01;ES615;CP04;RCH_M;2.9;M;_Z;_Z
2011-01;ES615;CP05;RCH_M;-1.6;M;_Z;_Z
2011-01;ES615;CP06;RCH_M;0.1;M;_Z;_Z
2011-01;ES615;CP07;RCH_M;1.4;M;_Z;_Z
2011-01;ES615;CP08;RCH_M;0.0;M;_Z;_Z
2011-01;ES615;CP09;RCH_M;-0.8;M;_Z;_Z
2011-01;ES615;CP10;RCH_M;-0.2;M;_Z;_Z
2011-01;ES615;CP11;RCH_M;0.1;M;_Z;_Z
2011-01;ES615;CP12;RCH_M;0.6;M;_Z;_Z
2011-01;ES616;CP01T12;RCH_M;-1.3;M;_Z;_Z
2011-01;ES616;CP01;RCH_M;0.2;M;_Z;_Z
2011-01;ES616;CP02;RCH_M;1.8;M;_Z;_Z
2011-01;ES616;CP03;RCH_M;-16.3;M;_Z;_Z
2011-01;ES616;CP04;RCH_M;3.3;M;_Z;_Z
2011-01;ES616;CP05;RCH_M;-1.4;M;_Z;_Z
2011-01;ES616;CP06;RCH_M;-0.3;M;_Z;_Z
2011-01;ES616;CP07;RCH_M;1.5;M;_Z;_Z
2011-01;ES616;CP08;RCH_M;0.0;M;_Z;_Z
2011-01;ES616;CP09;RCH_M;-1.1;M;_Z;_Z
2011-01;ES616;CP10;RCH_M;0.0;M;_Z;_Z
2011-01;ES616;CP11;RCH_M;0.0;M;_Z;_Z
2011-01;ES616;CP12;RCH_M;0.5;M;_Z;_Z
2011-01;ES617;CP01T12;RCH_M;-1.0;M;_Z;_Z
2011-01;ES617;CP01;RCH_M;0.0;M;_Z;_Z
2011-01;ES617;CP02;RCH_M;2.3;M;_Z;_Z
2011-01;ES617;CP03;RCH_M;-14.4;M;_Z;_Z
2011-01;ES617;CP04;RCH_M;2.7;M;_Z;_Z
2011-01;ES617;CP05;RCH_M;-2.0;M;_Z;_Z
2011-01;ES617;CP06;RCH_M;-0.7;M;_Z;_Z
2011-01;ES617;CP07;RCH_M;1.3;M;_Z;_Z
2011-01;ES617;CP08;RCH_M;-0.1;M;_Z;_Z
2011-01;ES617;CP09;RCH_M;-1.6;M;_Z;_Z
2011-01;ES617;CP10;RCH_M;0.0;M;_Z;_Z
2011-01;ES617;CP11;RCH_M;-0.1;M;_Z;_Z
2011-01;ES617;CP12;RCH_M;0.4;M;_Z;_Z
2011-01;ES618;CP01T12;RCH_M;-0.7;M;_Z;_Z
2011-01;ES618;CP01;RCH_M;0.2;M;_Z;_Z
2011-01;ES618;CP02;RCH_M;2.3;M;_Z;_Z
2011-01;ES618;CP03;RCH_M;-15.3;M;_Z;_Z
2011-01;ES618;CP04;RCH_M;3.6;M;_Z;_Z
2011-01;ES618;CP05;RCH_M;-1.3;M;_Z;_Z
2011-01;ES618;CP06;RCH_M;0.0;M;_Z;_Z
2011-01;ES618;CP07;RCH_M;1.2;M;_Z;_Z
2011-01;ES618;CP08;RCH_M;0.0;M;_Z;_Z
2011-01;ES618;CP09;RCH_M;-1.2;M;_Z;_Z
2011-01;ES618;CP10;RCH_M;0.0;M;_Z;_Z
2011-01;ES618;CP11;RCH_M;0.3;M;_Z;_Z
2011-01;ES618;CP12;RCH_M;0.7;M;_Z;_Z
2011-02;ES;CP01T12;RCH_M;0.1;M;_Z;_Z
2011-02;ES;CP01;RCH_M;-0.2;M;_Z;_Z
2011-02;ES;CP02;RCH_M;0.2;M;_Z;_Z
2011-02;ES;CP03;RCH_M;-1.6;M;_Z;_Z
2011-02;ES;CP04;RCH_M;0.3;M;_Z;_Z
2011-02;ES;CP05;RCH_M;0.0;M;_Z;_Z
2011-02;ES;CP06;RCH_M;0.0;M;_Z;_Z
2011-02;ES;CP07;RCH_M;0.8;M;_Z;_Z
2011-02;ES;CP08;RCH_M;0.0;M;_Z;_Z
2011-02;ES;CP09;RCH_M;0.6;M;_Z;_Z
2011-02;ES;CP10;RCH_M;0.0;M;_Z;_Z
2011-02;ES;CP11;RCH_M;0.1;M;_Z;_Z
2011-02;ES;CP12;RCH_M;0.6;M;_Z;_Z
2011-02;ES61;CP01T12;RCH_M;0.1;M;_Z;_Z
2011-02;ES61;CP01;RCH_M;-0.1;M;_Z;_Z
2011-02;ES61;CP02;RCH_M;0.2;M;_Z;_Z
2011-02;ES61;CP03;RCH_M;-1.1;M;_Z;_Z
2011-02;ES61;CP04;RCH_M;0.2;M;_Z;_Z
2011-02;ES61;CP05;RCH_M;0.0;M;_Z;_Z
2011-02;ES61;CP06;RCH_M;0.0;M;_Z;_Z
2011-02;ES61;CP07;RCH_M;0.8;M;_Z;_Z
2011-02;ES61;CP08;RCH_M;0.0;M;_Z;_Z
2011-02;ES61;CP09;RCH_M;0.0;M;_Z;_Z
2011-02;ES61;CP10;RCH_M;0.0;M;_Z;_Z
2011-02;ES61;CP11;RCH_M;0.2;M;_Z;_Z
