D_TEMPORAL_0;D_TERRITORIO_0;D_CNAE09_0;INDICATOR;OBS_VALUE;FREQ
2020;2583;6949;EMPRESA;13.0;A
2020;2583;6980;EMPRESA;;A
2020;2583;6981;EMPRESA;;A
2020;2583;7056;EMPRESA;;A
2020;2583;7029;EMPRESA;;A
2020;2583;6990;EMPRESA;;A
2020;2583;7001;EMPRESA;;A
2020;2583;7004;EMPRESA;;A
2020;2583;7014;EMPRESA;;A
2020;2583;7017;EMPRESA;;A
2020;2583;7023;EMPRESA;;A
2020;2583;7026;EMPRESA;;A
2020;2583;7028;EMPRESA;;A
2020;2583;7044;EMPRESA;;A
2020;2583;7032;EMPRESA;;A
2020;2583;7035;EMPRESA;;A
2020;2583;7038;EMPRESA;;A
2020;2583;7041;EMPRESA;;A
2020;2583;7043;EMPRESA;;A
2020;2583;7055;EMPRESA;;A
2020;2583;7048;EMPRESA;;A
2020;2583;7052;EMPRESA;;A
2020;2583;7054;EMPRESA;;A
2020;2583;7057;EMPRESA;;A
2020;2583;7058;EMPRESA;;A
2020;2583;7109;EMPRESA;;A
2020;2583;7067;EMPRESA;;A
2020;2583;7061;EMPRESA;;A
2020;2583;7064;EMPRESA;;A
2020;2583;7066;EMPRESA;;A
2020;2583;7076;EMPRESA;;A
2020;2583;7070;EMPRESA;;A
2020;2583;7073;EMPRESA;;A
2020;2583;7075;EMPRESA;;A
2020;2583;7086;EMPRESA;;A
2020;2583;7079;EMPRESA;;A
2020;2583;7083;EMPRESA;;A
2020;2583;7085;EMPRESA;;A
2020;2583;7099;EMPRESA;;A
2020;2583;7090;EMPRESA;;A
2020;2583;7096;EMPRESA;;A
2020;2583;7098;EMPRESA;;A
2020;2583;7108;EMPRESA;;A
2020;2583;7102;EMPRESA;;A
2020;2583;7105;EMPRESA;;A
2020;2583;7107;EMPRESA;;A
2020;2583;7605;EMPRESA;;A
2020;2583;7158;EMPRESA;;A
2020;2583;7114;EMPRESA;;A
2020;2583;7118;EMPRESA;;A
2020;2583;7123;EMPRESA;;A
2020;2583;7128;EMPRESA;;A
2020;2583;7133;EMPRESA;;A
2020;2583;7137;EMPRESA;;A
2020;2583;7142;EMPRESA;;A
2020;2583;7151;EMPRESA;;A
2020;2583;7155;EMPRESA;;A
2020;2583;7157;EMPRESA;;A
2020;2583;7170;EMPRESA;;A
2020;2583;7167;EMPRESA;;A
2020;2583;7169;EMPRESA;;A
2020;2583;7176;EMPRESA;;A
2020;2583;7173;EMPRESA;;A
2020;2583;7175;EMPRESA;;A
2020;2583;7197;EMPRESA;;A
2020;2583;7179;EMPRESA;;A
2020;2583;7182;EMPRESA;;A
2020;2583;7185;EMPRESA;;A
2020;2583;7194;EMPRESA;;A
2020;2583;7196;EMPRESA;;A
2020;2583;7214;EMPRESA;;A
2020;2583;7204;EMPRESA;;A
2020;2583;7207;EMPRESA;;A
2020;2583;7211;EMPRESA;;A
2020;2583;7213;EMPRESA;;A
2020;2583;7224;EMPRESA;;A
2020;2583;7218;EMPRESA;;A
2020;2583;7221;EMPRESA;;A
2020;2583;7223;EMPRESA;;A
2020;2583;7237;EMPRESA;;A
2020;2583;7227;EMPRESA;;A
2020;2583;7234;EMPRESA;;A
2020;2583;7236;EMPRESA;;A
2020;2583;7251;EMPRESA;;A
2020;2583;7241;EMPRESA;;A
2020;2583;7248;EMPRESA;;A
2020;2583;7250;EMPRESA;;A
2020;2583;7263;EMPRESA;;A
2020;2583;7257;EMPRESA;;A
2020;2583;7260;EMPRESA;;A
2020;2583;7262;EMPRESA;;A
2020;2583;7272;EMPRESA;;A
2020;2583;7266;EMPRESA;;A
2020;2583;7269;EMPRESA;;A
2020;2583;7271;EMPRESA;;A
2020;2583;7303;EMPRESA;;A
2020;2583;7281;EMPRESA;;A
2020;2583;7284;EMPRESA;;A
2020;2583;7287;EMPRESA;;A
2020;2583;7291;EMPRESA;;A
2020;2583;7297;EMPRESA;;A
2020;2583;7300;EMPRESA;;A
2020;2583;7302;EMPRESA;;A
2020;2583;7312;EMPRESA;;A
2020;2583;7306;EMPRESA;;A
2020;2583;7309;EMPRESA;;A
2020;2583;7311;EMPRESA;;A
2020;2583;7325;EMPRESA;;A
2020;2583;7316;EMPRESA;;A
2020;2583;7322;EMPRESA;;A
2020;2583;7324;EMPRESA;;A
2020;2583;7368;EMPRESA;;A
2020;2583;7332;EMPRESA;;A
2020;2583;7335;EMPRESA;;A
2020;2583;7339;EMPRESA;;A
2020;2583;7346;EMPRESA;;A
2020;2583;7350;EMPRESA;;A
2020;2583;7358;EMPRESA;;A
2020;2583;7361;EMPRESA;;A
2020;2583;7365;EMPRESA;;A
2020;2583;7367;EMPRESA;;A
2020;2583;7397;EMPRESA;;A
2020;2583;7371;EMPRESA;;A
2020;2583;7374;EMPRESA;;A
2020;2583;7380;EMPRESA;;A
2020;2583;7388;EMPRESA;;A
2020;2583;7394;EMPRESA;;A
2020;2583;7396;EMPRESA;;A
2020;2583;7433;EMPRESA;;A
2020;2583;7401;EMPRESA;;A
2020;2583;7405;EMPRESA;;A
2020;2583;7408;EMPRESA;;A
2020;2583;7411;EMPRESA;;A
2020;2583;7414;EMPRESA;;A
2020;2583;7418;EMPRESA;;A
2020;2583;7423;EMPRESA;;A
2020;2583;7430;EMPRESA;;A
2020;2583;7432;EMPRESA;;A
2020;2583;7462;EMPRESA;;A
2020;2583;7437;EMPRESA;;A
2020;2583;7440;EMPRESA;;A
2020;2583;7443;EMPRESA;;A
2020;2583;7446;EMPRESA;;A
2020;2583;7450;EMPRESA;;A
2020;2583;7453;EMPRESA;;A
2020;2583;7456;EMPRESA;;A
2020;2583;7459;EMPRESA;;A
2020;2583;7461;EMPRESA;;A
2020;2583;7487;EMPRESA;;A
2020;2583;7466;EMPRESA;;A
