SEXO;EPD_GRUPOSEDAD;TEMPORAL;CERTIFICDISCAPAC;TERRITORIO;INDICATOR;OBS_VALUE;FREQ;ESTADOCIVIL;EPD_NIVELESTUDIOSTER;EPD_RELACTIVIDAD;EPD_SITUACPROFES;EPD_PERCEPPRESINVAL;EPD_SITUACIONDEPEND;EPD_COMPHOGACTIVIDAD;EPD_PRESENCDISCAPAC;EPD_AMBITOESTUDHOG
M;Y25-44;2015;5732;ES61;PC;46.67257084910079;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y25-44;2015;5733;ES61;PC;25.057357405048425;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y25-44;2014;5732;ES61;PC;47.21335610841865;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y25-44;2014;5733;ES61;PC;27.437302517641637;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2020;5732;ES61;PC;41.494319277762564;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2020;5733;ES61;PC;72.38173324148772;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2019;5732;ES61;PC;40.908974326179894;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2019;5733;ES61;PC;70.29267108673915;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2018;5732;ES61;PC;40.21358393774759;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2018;5733;ES61;PC;69.26190719338446;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2017;5732;ES61;PC;39.550450942857566;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2017;5733;ES61;PC;68.63773821284973;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2016;5732;ES61;PC;38.49207702280275;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2016;5733;ES61;PC;69.95183546921294;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2015;5732;ES61;PC;37.52470715152834;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2015;5733;ES61;PC;69.41124336936055;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2014;5732;ES61;PC;36.78166337285104;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;Y45-64;2014;5733;ES61;PC;67.78339822277513;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2020;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2020;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2019;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2019;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2018;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2018;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2017;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2017;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2016;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2016;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2015;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2015;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2014;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
M;TOTAL;2014;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2020;5732;ES61;PC;14.796723822609966;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2020;5733;ES61;PC;4.887454473993412;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2019;5732;ES61;PC;14.693789836555037;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2019;5733;ES61;PC;4.3303528867940235;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2018;5732;ES61;PC;14.579907660557339;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2018;5733;ES61;PC;5.488265356694203;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2017;5732;ES61;PC;14.655834884602434;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2017;5733;ES61;PC;5.1168528209610065;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2016;5732;ES61;PC;14.765302819459581;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2016;5733;ES61;PC;5.098153663773372;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2015;5732;ES61;PC;14.979704256206624;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2015;5733;ES61;PC;4.0386615390562675;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2014;5732;ES61;PC;15.120258111677968;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y16-24;2014;5733;ES61;PC;4.8164687896723635;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2020;5732;ES61;PC;41.74549838640637;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2020;5733;ES61;PC;24.78549605338746;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2019;5732;ES61;PC;42.70359143586499;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2019;5733;ES61;PC;23.656015989848093;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2018;5732;ES61;PC;43.49385774463812;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2018;5733;ES61;PC;23.946609605522966;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2017;5732;ES61;PC;44.29284231842263;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2017;5733;ES61;PC;22.758145316484345;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2016;5732;ES61;PC;44.9037635229371;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2016;5733;ES61;PC;25.348403897782667;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2015;5732;ES61;PC;45.57375743590405;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2015;5733;ES61;PC;27.465908583378827;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2014;5732;ES61;PC;46.296343427046494;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y25-44;2014;5733;ES61;PC;26.412305524332236;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2020;5732;ES61;PC;43.45777779098367;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2020;5733;ES61;PC;70.32704947261912;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2019;5732;ES61;PC;42.60261872757998;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2019;5733;ES61;PC;72.01363112335788;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2018;5732;ES61;PC;41.926234594804534;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2018;5733;ES61;PC;70.56512503778282;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2017;5732;ES61;PC;41.05132279697492;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2017;5733;ES61;PC;72.12500186255465;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2016;5732;ES61;PC;40.33093365760331;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2016;5733;ES61;PC;69.55344243844395;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2015;5732;ES61;PC;39.44653830788933;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2015;5733;ES61;PC;68.4954298775649;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2014;5732;ES61;PC;38.58339846127555;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;Y45-64;2014;5733;ES61;PC;68.7712256859954;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2020;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2020;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2019;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2019;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2018;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2018;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2017;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2017;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2016;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2016;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2015;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2015;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2014;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
F;TOTAL;2014;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2020;5732;ES61;PC;15.308260104271021;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2020;5733;ES61;PC;5.579848980148236;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2019;5732;ES61;PC;15.16470173679047;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2019;5733;ES61;PC;5.359336766925527;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2018;5732;ES61;PC;15.110555055988414;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2018;5733;ES61;PC;5.294653281145164;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2017;5732;ES61;PC;15.144621046336207;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2017;5733;ES61;PC;5.039980024956508;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2016;5732;ES61;PC;15.250290838025945;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2016;5733;ES61;PC;4.953747629449141;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2015;5732;ES61;PC;15.388125510401265;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2015;5733;ES61;PC;4.927285839184002;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2014;5732;ES61;PC;15.559649185734257;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y16-24;2014;5733;ES61;PC;4.794266334838771;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2020;5732;ES61;PC;42.205765979915135;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2020;5733;ES61;PC;22.89409177785034;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2019;5732;ES61;PC;43.071690977671004;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2019;5733;ES61;PC;23.627760515751756;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2018;5732;ES61;PC;43.81171496046462;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2018;5733;ES61;PC;24.901849212005633;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2017;5732;ES61;PC;44.54913876730877;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2017;5733;ES61;PC;24.861289739793726;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2016;5732;ES61;PC;45.33115641659458;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2016;5733;ES61;PC;25.258179024011497;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2015;5732;ES61;PC;46.11904185543344;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2015;5733;ES61;PC;26.032102011418974;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2014;5732;ES61;PC;46.75177123556533;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y25-44;2014;5733;ES61;PC;27.024566410976615;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2020;5732;ES61;PC;42.485973915813844;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2020;5733;ES61;PC;71.52605924200142;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2019;5732;ES61;PC;41.76360728553853;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2019;5733;ES61;PC;71.01290271732272;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2018;5732;ES61;PC;41.07772998354696;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2018;5733;ES61;PC;69.8034975068492;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2017;5732;ES61;PC;40.30624018635503;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2017;5733;ES61;PC;70.09873023524976;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2016;5732;ES61;PC;39.41855274537948;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2016;5733;ES61;PC;69.78807334653936;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2015;5732;ES61;PC;38.49283263416529;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2015;5733;ES61;PC;69.04061214939703;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2014;5732;ES61;PC;37.68857957870043;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;Y45-64;2014;5733;ES61;PC;68.18116725418461;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2020;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2020;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2019;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2019;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2018;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2018;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2017;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2017;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2016;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2016;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2015;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2015;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2014;5732;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_T;TOTAL;2014;5733;ES61;PC;100.0;A;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5732;ES61;POP;2196628.61602;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5733;ES61;POP;141562.17732;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5732;ES61;POP;2138869.09594;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5733;ES61;POP;150234.09646;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5732;ES61;POP;2085365.10365;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5733;ES61;POP;146510.81868;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2017;5732;ES61;POP;2057928.73753;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2017;5733;ES61;POP;144178.83922999998;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2016;5732;ES61;POP;2030672.48351;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2016;5733;ES61;POP;140692.03547;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2015;5732;ES61;POP;2030695.80016;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2015;5733;ES61;POP;124660.28629;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2014;5732;ES61;POP;2057164.41054;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2014;5733;ES61;POP;118402.35502999999;A;SIN;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5732;ES61;POP;2584373.96616;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5733;ES61;POP;195476.77277;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5732;ES61;POP;2628013.28772;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5733;ES61;POP;185883.53871000002;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5732;ES61;POP;2645845.55186;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5733;ES61;POP;182517.89487;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2017;5732;ES61;POP;2686516.79207;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2017;5733;ES61;POP;175145.41465;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2016;5732;ES61;POP;2736906.1695;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2016;5733;ES61;POP;179021.54426999998;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2015;5732;ES61;POP;2767286.88531;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2015;5733;ES61;POP;179759.09603;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2014;5732;ES61;POP;2751505.9126299997;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2014;5733;ES61;POP;172356.42568000001;A;MAR_REP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5732;ES61;POP;82197.38669;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5733;ES61;POP;9801.55885;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5732;ES61;POP;83424.82015;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5733;ES61;POP;9012.56143;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5732;ES61;POP;82738.66757;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5733;ES61;POP;12266.36162;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2017;5732;ES61;POP;80695.90383000001;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2017;5733;ES61;POP;11473.95042;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2016;5732;ES61;POP;79633.60881;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2016;5733;ES61;POP;11945.55533;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2015;5732;ES61;POP;83332.36194;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2015;5733;ES61;POP;14550.47085;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2014;5732;ES61;POP;89114.47839999999;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2014;5733;ES61;POP;11579.6806;A;WID_DTHREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5732;ES61;POP;323132.40726;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5733;ES61;POP;33263.864949999996;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5732;ES61;POP;308033.61764;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5733;ES61;POP;38410.73251;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5732;ES61;POP;319272.10516000004;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5733;ES61;POP;42917.99658;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2017;5732;ES61;POP;318053.65258;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2017;5733;ES61;POP;41853.960530000004;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2016;5732;ES61;POP;308348.4326;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2016;5733;ES61;POP;39625.421709999995;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2015;5732;ES61;POP;307275.58444;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2015;5733;ES61;POP;33326.765020000006;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2014;5732;ES61;POP;311836.29325;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2014;5733;ES61;POP;35178.94886;A;DIV_DISREP;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5732;ES61;POP;5186332.37613;A;TOTAL;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2020;5733;ES61;POP;380104.37389;A;TOTAL;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5732;ES61;POP;5158340.82145;A;TOTAL;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2019;5733;ES61;POP;383540.92910999997;A;TOTAL;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
_Z;_Z;2018;5732;ES61;POP;5133221.42824;A;TOTAL;_Z;_Z;_Z;_Z;_Z;_Z;_Z;_Z
