TEMPORAL;TERRITORIO;SEXO;PCSSA_JUBVIUDEDAD;INDICATOR;OBS_VALUE;FREQ
2019;2741;F;212544;NUM_PEN_PERS;14.0;A
2019;2742;_T;212544;NUM_PEN_PERS;198.0;A
2019;2742;M;212544;NUM_PEN_PERS;149.0;A
2019;2742;F;212544;NUM_PEN_PERS;49.0;A
2019;2744;_T;212544;NUM_PEN_PERS;180.0;A
2019;2744;M;212544;NUM_PEN_PERS;131.0;A
2019;2744;F;212544;NUM_PEN_PERS;49.0;A
2019;2745;_T;212544;NUM_PEN_PERS;274.0;A
2019;2745;M;212544;NUM_PEN_PERS;170.0;A
2019;2745;F;212544;NUM_PEN_PERS;104.0;A
2019;2746;_T;212544;NUM_PEN_PERS;71.0;A
2019;2746;M;212544;NUM_PEN_PERS;47.0;A
2019;2746;F;212544;NUM_PEN_PERS;24.0;A
2019;2747;_T;212544;NUM_PEN_PERS;160.0;A
2019;2747;M;212544;NUM_PEN_PERS;125.0;A
2019;2747;F;212544;NUM_PEN_PERS;35.0;A
2019;2748;_T;212544;NUM_PEN_PERS;1081.0;A
2019;2748;M;212544;NUM_PEN_PERS;902.0;A
2019;2748;F;212544;NUM_PEN_PERS;179.0;A
2019;2749;_T;212544;NUM_PEN_PERS;28.0;A
2019;2749;M;212544;NUM_PEN_PERS;24.0;A
2019;2750;_T;212544;NUM_PEN_PERS;84.0;A
2019;2750;M;212544;NUM_PEN_PERS;64.0;A
2019;2750;F;212544;NUM_PEN_PERS;20.0;A
2019;2751;_T;212544;NUM_PEN_PERS;150.0;A
2019;2751;M;212544;NUM_PEN_PERS;111.0;A
2019;2751;F;212544;NUM_PEN_PERS;39.0;A
2019;2752;_T;212544;NUM_PEN_PERS;59.0;A
2019;2752;M;212544;NUM_PEN_PERS;44.0;A
2019;2752;F;212544;NUM_PEN_PERS;15.0;A
2019;2753;_T;212544;NUM_PEN_PERS;495.0;A
2019;2753;M;212544;NUM_PEN_PERS;318.0;A
2019;2753;F;212544;NUM_PEN_PERS;177.0;A
2019;2754;_T;212544;NUM_PEN_PERS;14019.0;A
2019;2754;M;212544;NUM_PEN_PERS;10451.0;A
2019;2754;F;212544;NUM_PEN_PERS;3568.0;A
2019;2755;_T;212544;NUM_PEN_PERS;1765.0;A
2019;2755;M;212544;NUM_PEN_PERS;1400.0;A
2019;2755;F;212544;NUM_PEN_PERS;365.0;A
2019;2756;_T;212544;NUM_PEN_PERS;234.0;A
2019;2756;M;212544;NUM_PEN_PERS;166.0;A
2019;2756;F;212544;NUM_PEN_PERS;68.0;A
2019;2757;_T;212544;NUM_PEN_PERS;1890.0;A
2019;2757;M;212544;NUM_PEN_PERS;1406.0;A
2019;2757;F;212544;NUM_PEN_PERS;484.0;A
2019;2758;_T;212544;NUM_PEN_PERS;24.0;A
2019;2758;M;212544;NUM_PEN_PERS;15.0;A
2019;2758;F;212544;NUM_PEN_PERS;9.0;A
2019;2759;_T;212544;NUM_PEN_PERS;264.0;A
2019;2759;M;212544;NUM_PEN_PERS;149.0;A
2019;2759;F;212544;NUM_PEN_PERS;115.0;A
2019;2760;_T;212544;NUM_PEN_PERS;312.0;A
2019;2760;M;212544;NUM_PEN_PERS;179.0;A
2019;2760;F;212544;NUM_PEN_PERS;133.0;A
2019;2761;_T;212544;NUM_PEN_PERS;51.0;A
2019;2761;M;212544;NUM_PEN_PERS;32.0;A
2019;2761;F;212544;NUM_PEN_PERS;19.0;A
2019;2762;_T;212544;NUM_PEN_PERS;455.0;A
2019;2762;M;212544;NUM_PEN_PERS;365.0;A
2019;2762;F;212544;NUM_PEN_PERS;90.0;A
2019;2763;_T;212544;NUM_PEN_PERS;1548.0;A
2019;2763;M;212544;NUM_PEN_PERS;1091.0;A
2019;2763;F;212544;NUM_PEN_PERS;457.0;A
2019;2764;_T;212544;NUM_PEN_PERS;27.0;A
2019;2764;M;212544;NUM_PEN_PERS;23.0;A
2019;2765;_T;212544;NUM_PEN_PERS;540.0;A
2019;2765;M;212544;NUM_PEN_PERS;459.0;A
2019;2765;F;212544;NUM_PEN_PERS;81.0;A
2019;2766;_T;212544;NUM_PEN_PERS;399.0;A
2019;2766;M;212544;NUM_PEN_PERS;309.0;A
2019;2766;F;212544;NUM_PEN_PERS;90.0;A
2019;2767;_T;212544;NUM_PEN_PERS;963.0;A
2019;2767;M;212544;NUM_PEN_PERS;723.0;A
2019;2767;F;212544;NUM_PEN_PERS;240.0;A
2019;2768;_T;212544;NUM_PEN_PERS;815.0;A
2019;2768;M;212544;NUM_PEN_PERS;560.0;A
2019;2768;F;212544;NUM_PEN_PERS;255.0;A
2019;2769;_T;212544;NUM_PEN_PERS;592.0;A
2019;2769;M;212544;NUM_PEN_PERS;330.0;A
2019;2769;F;212544;NUM_PEN_PERS;262.0;A
2019;2770;_T;212544;NUM_PEN_PERS;156.0;A
2019;2770;M;212544;NUM_PEN_PERS;103.0;A
2019;2770;F;212544;NUM_PEN_PERS;53.0;A
2019;2771;_T;212544;NUM_PEN_PERS;365.0;A
2019;2771;M;212544;NUM_PEN_PERS;273.0;A
2019;2771;F;212544;NUM_PEN_PERS;92.0;A
2019;2772;_T;212544;NUM_PEN_PERS;16.0;A
2019;2772;M;212544;NUM_PEN_PERS;12.0;A
2019;2773;_T;212544;NUM_PEN_PERS;1472.0;A
2019;2773;M;212544;NUM_PEN_PERS;1203.0;A
2019;2773;F;212544;NUM_PEN_PERS;269.0;A
2019;2775;_T;212544;NUM_PEN_PERS;823.0;A
2019;2775;M;212544;NUM_PEN_PERS;519.0;A
2019;2775;F;212544;NUM_PEN_PERS;304.0;A
2019;2776;_T;212544;NUM_PEN_PERS;210.0;A
2019;2776;M;212544;NUM_PEN_PERS;147.0;A
2019;2776;F;212544;NUM_PEN_PERS;63.0;A
2019;2777;_T;212544;NUM_PEN_PERS;411.0;A
2019;2777;M;212544;NUM_PEN_PERS;286.0;A
2019;2777;F;212544;NUM_PEN_PERS;125.0;A
2019;2778;_T;212544;NUM_PEN_PERS;654.0;A
2019;2778;M;212544;NUM_PEN_PERS;513.0;A
2019;2778;F;212544;NUM_PEN_PERS;141.0;A
2019;2780;_T;212544;NUM_PEN_PERS;94.0;A
2019;2780;M;212544;NUM_PEN_PERS;70.0;A
2019;2780;F;212544;NUM_PEN_PERS;24.0;A
2019;2779;_T;212544;NUM_PEN_PERS;38.0;A
2019;2779;M;212544;NUM_PEN_PERS;24.0;A
2019;2779;F;212544;NUM_PEN_PERS;14.0;A
2019;2781;_T;212544;NUM_PEN_PERS;49.0;A
2019;2781;M;212544;NUM_PEN_PERS;36.0;A
2019;2781;F;212544;NUM_PEN_PERS;13.0;A
2019;2782;_T;212544;NUM_PEN_PERS;170.0;A
2019;2782;M;212544;NUM_PEN_PERS;115.0;A
2019;2782;F;212544;NUM_PEN_PERS;55.0;A
2019;2783;_T;212544;NUM_PEN_PERS;219.0;A
2019;2783;M;212544;NUM_PEN_PERS;165.0;A
2019;2783;F;212544;NUM_PEN_PERS;54.0;A
2019;2784;_T;212544;NUM_PEN_PERS;783.0;A
2019;2784;M;212544;NUM_PEN_PERS;577.0;A
2019;2784;F;212544;NUM_PEN_PERS;206.0;A
2019;2785;_T;212544;NUM_PEN_PERS;32.0;A
2019;2785;M;212544;NUM_PEN_PERS;24.0;A
2019;2785;F;212544;NUM_PEN_PERS;8.0;A
2019;2786;_T;212544;NUM_PEN_PERS;1462.0;A
2019;2786;M;212544;NUM_PEN_PERS;1087.0;A
2019;2786;F;212544;NUM_PEN_PERS;375.0;A
2019;2787;_T;212544;NUM_PEN_PERS;249.0;A
2019;2787;M;212544;NUM_PEN_PERS;173.0;A
2019;2787;F;212544;NUM_PEN_PERS;76.0;A
2019;2788;_T;212544;NUM_PEN_PERS;394.0;A
2019;2788;M;212544;NUM_PEN_PERS;277.0;A
2019;2788;F;212544;NUM_PEN_PERS;117.0;A
2019;2789;_T;212544;NUM_PEN_PERS;68.0;A
2019;2789;M;212544;NUM_PEN_PERS;50.0;A
2019;2789;F;212544;NUM_PEN_PERS;18.0;A
2019;2790;_T;212544;NUM_PEN_PERS;273.0;A
2019;2790;M;212544;NUM_PEN_PERS;191.0;A
2019;2790;F;212544;NUM_PEN_PERS;82.0;A
2019;2791;_T;212544;NUM_PEN_PERS;285.0;A
2019;2791;M;212544;NUM_PEN_PERS;203.0;A
2019;2791;F;212544;NUM_PEN_PERS;82.0;A
2019;2792;_T;212544;NUM_PEN_PERS;364.0;A
2019;2792;M;212544;NUM_PEN_PERS;297.0;A
2019;2792;F;212544;NUM_PEN_PERS;67.0;A
2019;2793;_T;212544;NUM_PEN_PERS;118.0;A
2019;2793;M;212544;NUM_PEN_PERS;78.0;A
2019;2793;F;212544;NUM_PEN_PERS;40.0;A
2019;ES616;_T;212544;NUM_PEN_PERS;67091.0;A
2019;ES616;M;212544;NUM_PEN_PERS;48075.0;A
2019;ES616;F;212544;NUM_PEN_PERS;19016.0;A
2019;2798;_T;212544;NUM_PEN_PERS;179.0;A
2019;2798;M;212544;NUM_PEN_PERS;128.0;A
2019;2798;F;212544;NUM_PEN_PERS;51.0;A
2019;2800;_T;212544;NUM_PEN_PERS;2872.0;A
2019;2800;M;212544;NUM_PEN_PERS;1900.0;A
2019;2800;F;212544;NUM_PEN_PERS;972.0;A
2019;2801;_T;212544;NUM_PEN_PERS;1359.0;A
2019;2801;M;212544;NUM_PEN_PERS;911.0;A
2019;2801;F;212544;NUM_PEN_PERS;448.0;A
2019;2802;_T;212544;NUM_PEN_PERS;60.0;A
2019;2802;M;212544;NUM_PEN_PERS;53.0;A
2019;2802;F;212544;NUM_PEN_PERS;7.0;A
2019;2803;_T;212544;NUM_PEN_PERS;3724.0;A
2019;2803;M;212544;NUM_PEN_PERS;2785.0;A
2019;2803;F;212544;NUM_PEN_PERS;939.0;A
2019;2804;_T;212544;NUM_PEN_PERS;678.0;A
2019;2804;M;212544;NUM_PEN_PERS;451.0;A
2019;2804;F;212544;NUM_PEN_PERS;227.0;A
2019;2805;_T;212544;NUM_PEN_PERS;450.0;A
2019;2805;M;212544;NUM_PEN_PERS;295.0;A
2019;2805;F;212544;NUM_PEN_PERS;155.0;A
2019;2806;_T;212544;NUM_PEN_PERS;195.0;A
2019;2806;M;212544;NUM_PEN_PERS;142.0;A
2019;2806;F;212544;NUM_PEN_PERS;53.0;A
2019;2907;_T;212544;NUM_PEN_PERS;272.0;A
2019;2907;M;212544;NUM_PEN_PERS;181.0;A
2019;2907;F;212544;NUM_PEN_PERS;91.0;A
2019;2807;_T;212544;NUM_PEN_PERS;1361.0;A
2019;2807;M;212544;NUM_PEN_PERS;1067.0;A
2019;2807;F;212544;NUM_PEN_PERS;294.0;A
2019;2808;_T;212544;NUM_PEN_PERS;1429.0;A
2019;2808;M;212544;NUM_PEN_PERS;1221.0;A
2019;2808;F;212544;NUM_PEN_PERS;208.0;A
2019;2809;_T;212544;NUM_PEN_PERS;278.0;A
2019;2809;M;212544;NUM_PEN_PERS;241.0;A
2019;2809;F;212544;NUM_PEN_PERS;37.0;A
2019;2810;_T;212544;NUM_PEN_PERS;586.0;A
2019;2810;M;212544;NUM_PEN_PERS;427.0;A
2019;2810;F;212544;NUM_PEN_PERS;159.0;A
2019;2904;_T;212544;NUM_PEN_PERS;344.0;A
2019;2904;M;212544;NUM_PEN_PERS;223.0;A
2019;2904;F;212544;NUM_PEN_PERS;121.0;A
2019;2812;_T;212544;NUM_PEN_PERS;304.0;A
2019;2812;M;212544;NUM_PEN_PERS;215.0;A
2019;2812;F;212544;NUM_PEN_PERS;89.0;A
2019;2813;_T;212544;NUM_PEN_PERS;233.0;A
2019;2813;M;212544;NUM_PEN_PERS;152.0;A
2019;2813;F;212544;NUM_PEN_PERS;81.0;A
2019;2814;_T;212544;NUM_PEN_PERS;81.0;A
2019;2814;M;212544;NUM_PEN_PERS;55.0;A
2019;2814;F;212544;NUM_PEN_PERS;26.0;A
2019;2815;_T;212544;NUM_PEN_PERS;226.0;A
2019;2815;M;212544;NUM_PEN_PERS;163.0;A
2019;2815;F;212544;NUM_PEN_PERS;63.0;A
2019;2816;_T;212544;NUM_PEN_PERS;372.0;A
2019;2816;M;212544;NUM_PEN_PERS;259.0;A
2019;2816;F;212544;NUM_PEN_PERS;113.0;A
2019;2817;_T;212544;NUM_PEN_PERS;237.0;A
2019;2817;M;212544;NUM_PEN_PERS;149.0;A
2019;2817;F;212544;NUM_PEN_PERS;88.0;A
2019;2818;_T;212544;NUM_PEN_PERS;217.0;A
2019;2818;M;212544;NUM_PEN_PERS;176.0;A
2019;2818;F;212544;NUM_PEN_PERS;41.0;A
2019;2819;_T;212544;NUM_PEN_PERS;71.0;A
2019;2819;M;212544;NUM_PEN_PERS;54.0;A
2019;2819;F;212544;NUM_PEN_PERS;17.0;A
2019;2903;_T;212544;NUM_PEN_PERS;174.0;A
2019;2903;M;212544;NUM_PEN_PERS;129.0;A
2019;2903;F;212544;NUM_PEN_PERS;45.0;A
2019;2822;_T;212544;NUM_PEN_PERS;1508.0;A
2019;2822;M;212544;NUM_PEN_PERS;1164.0;A
2019;2822;F;212544;NUM_PEN_PERS;344.0;A
2019;2823;_T;212544;NUM_PEN_PERS;310.0;A
2019;2823;M;212544;NUM_PEN_PERS;214.0;A
2019;2823;F;212544;NUM_PEN_PERS;96.0;A
2019;2825;_T;212544;NUM_PEN_PERS;765.0;A
2019;2825;M;212544;NUM_PEN_PERS;469.0;A
2019;2825;F;212544;NUM_PEN_PERS;296.0;A
2019;2826;_T;212544;NUM_PEN_PERS;120.0;A
2019;2826;M;212544;NUM_PEN_PERS;92.0;A
2019;2826;F;212544;NUM_PEN_PERS;28.0;A
2019;2827;_T;212544;NUM_PEN_PERS;895.0;A
2019;2827;M;212544;NUM_PEN_PERS;634.0;A
2019;2827;F;212544;NUM_PEN_PERS;261.0;A
2019;2828;_T;212544;NUM_PEN_PERS;142.0;A
2019;2828;M;212544;NUM_PEN_PERS;102.0;A
2019;2828;F;212544;NUM_PEN_PERS;40.0;A
2019;2829;_T;212544;NUM_PEN_PERS;198.0;A
2019;2829;M;212544;NUM_PEN_PERS;129.0;A
2019;2829;F;212544;NUM_PEN_PERS;69.0;A
2019;2830;_T;212544;NUM_PEN_PERS;115.0;A
2019;2830;M;212544;NUM_PEN_PERS;75.0;A
2019;2830;F;212544;NUM_PEN_PERS;40.0;A
2019;2831;_T;212544;NUM_PEN_PERS;74.0;A
2019;2831;M;212544;NUM_PEN_PERS;47.0;A
2019;2831;F;212544;NUM_PEN_PERS;27.0;A
2019;2832;_T;212544;NUM_PEN_PERS;297.0;A
2019;2832;M;212544;NUM_PEN_PERS;181.0;A
2019;2832;F;212544;NUM_PEN_PERS;116.0;A
2019;2833;_T;212544;NUM_PEN_PERS;423.0;A
2019;2833;M;212544;NUM_PEN_PERS;255.0;A
2019;2833;F;212544;NUM_PEN_PERS;168.0;A
2019;2834;_T;212544;NUM_PEN_PERS;134.0;A
2019;2834;M;212544;NUM_PEN_PERS;100.0;A
2019;2834;F;212544;NUM_PEN_PERS;34.0;A
2019;2836;_T;212544;NUM_PEN_PERS;108.0;A
2019;2836;M;212544;NUM_PEN_PERS;79.0;A
2019;2836;F;212544;NUM_PEN_PERS;29.0;A
2019;2837;_T;212544;NUM_PEN_PERS;321.0;A
2019;2837;M;212544;NUM_PEN_PERS;217.0;A
2019;2837;F;212544;NUM_PEN_PERS;104.0;A
2019;2838;_T;212544;NUM_PEN_PERS;229.0;A
2019;2838;M;212544;NUM_PEN_PERS;196.0;A
2019;2838;F;212544;NUM_PEN_PERS;33.0;A
2019;2841;_T;212544;NUM_PEN_PERS;89.0;A
2019;2841;M;212544;NUM_PEN_PERS;59.0;A
2019;2841;F;212544;NUM_PEN_PERS;30.0;A
2019;2842;_T;212544;NUM_PEN_PERS;62.0;A
2019;2842;M;212544;NUM_PEN_PERS;48.0;A
2019;2842;F;212544;NUM_PEN_PERS;14.0;A
2019;2843;_T;212544;NUM_PEN_PERS;75.0;A
2019;2843;M;212544;NUM_PEN_PERS;48.0;A
2019;2843;F;212544;NUM_PEN_PERS;27.0;A
2019;2844;_T;212544;NUM_PEN_PERS;678.0;A
2019;2844;M;212544;NUM_PEN_PERS;520.0;A
2019;2844;F;212544;NUM_PEN_PERS;158.0;A
2019;2845;_T;212544;NUM_PEN_PERS;288.0;A
2019;2845;M;212544;NUM_PEN_PERS;185.0;A
2019;2845;F;212544;NUM_PEN_PERS;103.0;A
2019;2846;_T;212544;NUM_PEN_PERS;307.0;A
2019;2846;M;212544;NUM_PEN_PERS;229.0;A
2019;2846;F;212544;NUM_PEN_PERS;78.0;A
2019;2847;_T;212544;NUM_PEN_PERS;213.0;A
2019;2847;M;212544;NUM_PEN_PERS;159.0;A
2019;2847;F;212544;NUM_PEN_PERS;54.0;A
2019;2848;_T;212544;NUM_PEN_PERS;134.0;A
2019;2848;M;212544;NUM_PEN_PERS;95.0;A
2019;2848;F;212544;NUM_PEN_PERS;39.0;A
2019;2849;_T;212544;NUM_PEN_PERS;281.0;A
2019;2849;M;212544;NUM_PEN_PERS;181.0;A
2019;2849;F;212544;NUM_PEN_PERS;100.0;A
2019;2850;_T;212544;NUM_PEN_PERS;10669.0;A
2019;2850;M;212544;NUM_PEN_PERS;7260.0;A
2019;2850;F;212544;NUM_PEN_PERS;3409.0;A
2019;2851;_T;212544;NUM_PEN_PERS;326.0;A
2019;2851;M;212544;NUM_PEN_PERS;215.0;A
2019;2851;F;212544;NUM_PEN_PERS;111.0;A
2019;2852;_T;212544;NUM_PEN_PERS;148.0;A
2019;2852;M;212544;NUM_PEN_PERS;116.0;A
2019;2852;F;212544;NUM_PEN_PERS;32.0;A
2019;2853;_T;212544;NUM_PEN_PERS;1029.0;A
2019;2853;M;212544;NUM_PEN_PERS;693.0;A
2019;2853;F;212544;NUM_PEN_PERS;336.0;A
2019;2839;_T;212544;NUM_PEN_PERS;263.0;A
2019;2839;M;212544;NUM_PEN_PERS;170.0;A
2019;2839;F;212544;NUM_PEN_PERS;93.0;A
2019;2854;_T;212544;NUM_PEN_PERS;72.0;A
2019;2854;M;212544;NUM_PEN_PERS;43.0;A
2019;2854;F;212544;NUM_PEN_PERS;29.0;A
2019;2855;_T;212544;NUM_PEN_PERS;5630.0;A
2019;2855;M;212544;NUM_PEN_PERS;4417.0;A
2019;2855;F;212544;NUM_PEN_PERS;1213.0;A
2019;2856;_T;212544;NUM_PEN_PERS;479.0;A
2019;2856;M;212544;NUM_PEN_PERS;283.0;A
2019;2856;F;212544;NUM_PEN_PERS;196.0;A
2019;2857;_T;212544;NUM_PEN_PERS;135.0;A
2019;2857;M;212544;NUM_PEN_PERS;87.0;A
2019;2857;F;212544;NUM_PEN_PERS;48.0;A
2019;2858;_T;212544;NUM_PEN_PERS;994.0;A
2019;2858;M;212544;NUM_PEN_PERS;716.0;A
2019;2858;F;212544;NUM_PEN_PERS;278.0;A
2019;2859;_T;212544;NUM_PEN_PERS;908.0;A
2019;2859;M;212544;NUM_PEN_PERS;584.0;A
2019;2859;F;212544;NUM_PEN_PERS;324.0;A
2019;2860;_T;212544;NUM_PEN_PERS;2344.0;A
2019;2860;M;212544;NUM_PEN_PERS;1693.0;A
2019;2860;F;212544;NUM_PEN_PERS;651.0;A
2019;2861;_T;212544;NUM_PEN_PERS;718.0;A
2019;2861;M;212544;NUM_PEN_PERS;579.0;A
2019;2861;F;212544;NUM_PEN_PERS;139.0;A
2019;2862;_T;212544;NUM_PEN_PERS;223.0;A
2019;2862;M;212544;NUM_PEN_PERS;153.0;A
2019;2862;F;212544;NUM_PEN_PERS;70.0;A
2019;2863;_T;212544;NUM_PEN_PERS;471.0;A
2019;2863;M;212544;NUM_PEN_PERS;322.0;A
2019;2863;F;212544;NUM_PEN_PERS;149.0;A
2019;2864;_T;212544;NUM_PEN_PERS;277.0;A
2019;2864;M;212544;NUM_PEN_PERS;174.0;A
2019;2864;F;212544;NUM_PEN_PERS;103.0;A
2019;2865;_T;212544;NUM_PEN_PERS;231.0;A
2019;2865;M;212544;NUM_PEN_PERS;164.0;A
2019;2865;F;212544;NUM_PEN_PERS;67.0;A
2019;2866;_T;212544;NUM_PEN_PERS;684.0;A
2019;2866;M;212544;NUM_PEN_PERS;459.0;A
2019;2866;F;212544;NUM_PEN_PERS;225.0;A
2019;2867;_T;212544;NUM_PEN_PERS;319.0;A
2019;2867;M;212544;NUM_PEN_PERS;252.0;A
2019;2867;F;212544;NUM_PEN_PERS;67.0;A
2019;2869;_T;212544;NUM_PEN_PERS;890.0;A
2019;2869;M;212544;NUM_PEN_PERS;597.0;A
2019;2869;F;212544;NUM_PEN_PERS;293.0;A
2019;2870;_T;212544;NUM_PEN_PERS;603.0;A
2019;2870;M;212544;NUM_PEN_PERS;444.0;A
2019;2870;F;212544;NUM_PEN_PERS;159.0;A
2019;2871;_T;212544;NUM_PEN_PERS;245.0;A
2019;2871;M;212544;NUM_PEN_PERS;186.0;A
2019;2871;F;212544;NUM_PEN_PERS;59.0;A
2019;2872;_T;212544;NUM_PEN_PERS;276.0;A
2019;2872;M;212544;NUM_PEN_PERS;211.0;A
2019;2872;F;212544;NUM_PEN_PERS;65.0;A
2019;2873;_T;212544;NUM_PEN_PERS;712.0;A
2019;2873;M;212544;NUM_PEN_PERS;501.0;A
2019;2873;F;212544;NUM_PEN_PERS;211.0;A
2019;2874;_T;212544;NUM_PEN_PERS;363.0;A
2019;2874;M;212544;NUM_PEN_PERS;293.0;A
2019;2874;F;212544;NUM_PEN_PERS;70.0;A
2019;2875;_T;212544;NUM_PEN_PERS;437.0;A
2019;2875;M;212544;NUM_PEN_PERS;373.0;A
2019;2875;F;212544;NUM_PEN_PERS;64.0;A
2019;2876;_T;212544;NUM_PEN_PERS;91.0;A
2019;2876;M;212544;NUM_PEN_PERS;77.0;A
2019;2876;F;212544;NUM_PEN_PERS;14.0;A
2019;2877;_T;212544;NUM_PEN_PERS;126.0;A
2019;2877;M;212544;NUM_PEN_PERS;76.0;A
2019;2877;F;212544;NUM_PEN_PERS;50.0;A
2019;2906;_T;212544;NUM_PEN_PERS;497.0;A
2019;2906;M;212544;NUM_PEN_PERS;313.0;A
2019;2906;F;212544;NUM_PEN_PERS;184.0;A
2019;2879;_T;212544;NUM_PEN_PERS;421.0;A
2019;2879;M;212544;NUM_PEN_PERS;309.0;A
2019;2879;F;212544;NUM_PEN_PERS;112.0;A
2019;2880;_T;212544;NUM_PEN_PERS;306.0;A
2019;2880;M;212544;NUM_PEN_PERS;216.0;A
2019;2880;F;212544;NUM_PEN_PERS;90.0;A
2019;2881;_T;212544;NUM_PEN_PERS;246.0;A
2019;2881;M;212544;NUM_PEN_PERS;161.0;A
2019;2881;F;212544;NUM_PEN_PERS;85.0;A
2019;2882;_T;212544;NUM_PEN_PERS;315.0;A
2019;2882;M;212544;NUM_PEN_PERS;226.0;A
2019;2882;F;212544;NUM_PEN_PERS;89.0;A
2019;2884;_T;212544;NUM_PEN_PERS;116.0;A
2019;2884;M;212544;NUM_PEN_PERS;75.0;A
2019;2884;F;212544;NUM_PEN_PERS;41.0;A
2019;2885;_T;212544;NUM_PEN_PERS;363.0;A
2019;2885;M;212544;NUM_PEN_PERS;234.0;A
2019;2885;F;212544;NUM_PEN_PERS;129.0;A
2019;2887;_T;212544;NUM_PEN_PERS;1408.0;A
2019;2887;M;212544;NUM_PEN_PERS;982.0;A
2019;2887;F;212544;NUM_PEN_PERS;426.0;A
2019;2888;_T;212544;NUM_PEN_PERS;1436.0;A
2019;2888;M;212544;NUM_PEN_PERS;1082.0;A
2019;2888;F;212544;NUM_PEN_PERS;354.0;A
2019;2889;_T;212544;NUM_PEN_PERS;798.0;A
2019;2889;M;212544;NUM_PEN_PERS;649.0;A
2019;2889;F;212544;NUM_PEN_PERS;149.0;A
2019;2891;_T;212544;NUM_PEN_PERS;179.0;A
2019;2891;M;212544;NUM_PEN_PERS;148.0;A
2019;2891;F;212544;NUM_PEN_PERS;31.0;A
2019;2892;_T;212544;NUM_PEN_PERS;83.0;A
2019;2892;M;212544;NUM_PEN_PERS;58.0;A
2019;2892;F;212544;NUM_PEN_PERS;25.0;A
2019;2893;_T;212544;NUM_PEN_PERS;3162.0;A
2019;2893;M;212544;NUM_PEN_PERS;2414.0;A
2019;2893;F;212544;NUM_PEN_PERS;748.0;A
2019;2894;_T;212544;NUM_PEN_PERS;517.0;A
2019;2894;M;212544;NUM_PEN_PERS;344.0;A
2019;2894;F;212544;NUM_PEN_PERS;173.0;A
2019;2895;_T;212544;NUM_PEN_PERS;503.0;A
2019;2895;M;212544;NUM_PEN_PERS;416.0;A
2019;2895;F;212544;NUM_PEN_PERS;87.0;A
2019;2896;_T;212544;NUM_PEN_PERS;1118.0;A
2019;2896;M;212544;NUM_PEN_PERS;755.0;A
2019;2896;F;212544;NUM_PEN_PERS;363.0;A
2019;2897;_T;212544;NUM_PEN_PERS;301.0;A
2019;2897;M;212544;NUM_PEN_PERS;220.0;A
2019;2897;F;212544;NUM_PEN_PERS;81.0;A
2019;2898;_T;212544;NUM_PEN_PERS;833.0;A
2019;2898;M;212544;NUM_PEN_PERS;569.0;A
2019;2898;F;212544;NUM_PEN_PERS;264.0;A
2019;2899;_T;212544;NUM_PEN_PERS;147.0;A
2019;2899;M;212544;NUM_PEN_PERS;104.0;A
2019;2899;F;212544;NUM_PEN_PERS;43.0;A
2019;2900;_T;212544;NUM_PEN_PERS;646.0;A
2019;2900;M;212544;NUM_PEN_PERS;429.0;A
2019;2900;F;212544;NUM_PEN_PERS;217.0;A
2019;2902;_T;212544;NUM_PEN_PERS;83.0;A
2019;2902;M;212544;NUM_PEN_PERS;59.0;A
2019;2902;F;212544;NUM_PEN_PERS;24.0;A
2019;2905;_T;212544;NUM_PEN_PERS;482.0;A
2019;2905;M;212544;NUM_PEN_PERS;319.0;A
2019;2905;F;212544;NUM_PEN_PERS;163.0;A
2019;ES617;_T;212544;NUM_PEN_PERS;137889.0;A
2019;ES617;M;212544;NUM_PEN_PERS;95575.0;A
2019;ES617;F;212544;NUM_PEN_PERS;42314.0;A
2019;2912;_T;212544;NUM_PEN_PERS;566.0;A
2019;2912;M;212544;NUM_PEN_PERS;338.0;A
2019;2912;F;212544;NUM_PEN_PERS;228.0;A
2019;2913;_T;212544;NUM_PEN_PERS;226.0;A
2019;2913;M;212544;NUM_PEN_PERS;150.0;A
2019;2913;F;212544;NUM_PEN_PERS;76.0;A
2019;2914;_T;212544;NUM_PEN_PERS;186.0;A
2019;2914;M;212544;NUM_PEN_PERS;120.0;A
2019;2914;F;212544;NUM_PEN_PERS;66.0;A
2019;2915;_T;212544;NUM_PEN_PERS;54.0;A
2019;2915;M;212544;NUM_PEN_PERS;38.0;A
2019;2915;F;212544;NUM_PEN_PERS;16.0;A
2019;2916;_T;212544;NUM_PEN_PERS;651.0;A
2019;2916;M;212544;NUM_PEN_PERS;432.0;A
2019;2916;F;212544;NUM_PEN_PERS;219.0;A
2019;2917;_T;212544;NUM_PEN_PERS;109.0;A
2019;2917;M;212544;NUM_PEN_PERS;91.0;A
2019;2917;F;212544;NUM_PEN_PERS;18.0;A
2019;2918;_T;212544;NUM_PEN_PERS;2797.0;A
2019;2918;M;212544;NUM_PEN_PERS;2091.0;A
2019;2918;F;212544;NUM_PEN_PERS;706.0;A
2019;2919;_T;212544;NUM_PEN_PERS;1537.0;A
2019;2919;M;212544;NUM_PEN_PERS;1214.0;A
2019;2919;F;212544;NUM_PEN_PERS;323.0;A
2019;2920;_T;212544;NUM_PEN_PERS;274.0;A
2019;2920;M;212544;NUM_PEN_PERS;166.0;A
2019;2920;F;212544;NUM_PEN_PERS;108.0;A
2019;2921;_T;212544;NUM_PEN_PERS;266.0;A
