TEMPORAL;TERRITORIO;CLASEDEPENSION;INDICATOR;OBS_VALUE;FREQ
2019;2708;5691;NUM_PEN;34.0;A
2019;2708;5692;NUM_PEN;175.0;A
2019;2708;5693;NUM_PEN;62.0;A
2019;2682;5691;NUM_PEN;445.0;A
2019;2682;5692;NUM_PEN;1799.0;A
2019;2682;5693;NUM_PEN;648.0;A
2019;2682;275092;NUM_PEN;156.0;A
2019;2683;5691;NUM_PEN;83.0;A
2019;2683;5692;NUM_PEN;445.0;A
2019;2683;5693;NUM_PEN;196.0;A
2019;2683;275092;NUM_PEN;23.0;A
2019;ES615;5691;NUM_PEN;11450.0;A
2019;ES615;5692;NUM_PEN;56691.0;A
2019;ES615;5693;NUM_PEN;25065.0;A
2019;ES615;275092;NUM_PEN;5011.0;A
2019;2714;5691;NUM_PEN;13.0;A
2019;2714;5692;NUM_PEN;90.0;A
2019;2714;5693;NUM_PEN;46.0;A
2019;2714;275092;NUM_PEN;8.0;A
2019;2715;5691;NUM_PEN;385.0;A
2019;2715;5692;NUM_PEN;1535.0;A
2019;2715;5693;NUM_PEN;575.0;A
2019;2715;275092;NUM_PEN;140.0;A
2019;2716;5691;NUM_PEN;19.0;A
2019;2716;5692;NUM_PEN;134.0;A
2019;2716;5693;NUM_PEN;55.0;A
2019;2716;275092;NUM_PEN;9.0;A
2019;2717;5691;NUM_PEN;37.0;A
2019;2717;5692;NUM_PEN;261.0;A
2019;2717;5693;NUM_PEN;124.0;A
2019;2717;275092;NUM_PEN;13.0;A
2019;2718;5691;NUM_PEN;694.0;A
2019;2718;5692;NUM_PEN;2256.0;A
2019;2718;5693;NUM_PEN;914.0;A
2019;2718;275092;NUM_PEN;214.0;A
2019;2719;5691;NUM_PEN;109.0;A
2019;2719;5692;NUM_PEN;565.0;A
2019;2719;5693;NUM_PEN;333.0;A
2019;2719;275092;NUM_PEN;55.0;A
2019;2720;5691;NUM_PEN;156.0;A
2019;2720;5692;NUM_PEN;871.0;A
2019;2720;5693;NUM_PEN;402.0;A
2019;2720;275092;NUM_PEN;70.0;A
2019;2721;5691;NUM_PEN;71.0;A
2019;2721;5692;NUM_PEN;448.0;A
2019;2721;5693;NUM_PEN;242.0;A
2019;2721;275092;NUM_PEN;41.0;A
2019;2722;5691;NUM_PEN;16.0;A
2019;2722;5692;NUM_PEN;141.0;A
2019;2722;5693;NUM_PEN;69.0;A
2019;2722;275092;NUM_PEN;8.0;A
2019;2723;5691;NUM_PEN;428.0;A
2019;2723;5692;NUM_PEN;2025.0;A
2019;2723;5693;NUM_PEN;929.0;A
2019;2723;275092;NUM_PEN;194.0;A
2019;2724;5691;NUM_PEN;153.0;A
2019;2724;5692;NUM_PEN;803.0;A
2019;2724;5693;NUM_PEN;270.0;A
2019;2724;275092;NUM_PEN;56.0;A
2019;2725;5692;NUM_PEN;53.0;A
2019;2725;5693;NUM_PEN;29.0;A
2019;2726;5691;NUM_PEN;363.0;A
2019;2726;5692;NUM_PEN;1975.0;A
2019;2726;5693;NUM_PEN;709.0;A
2019;2726;275092;NUM_PEN;103.0;A
2019;2727;5691;NUM_PEN;109.0;A
2019;2727;5692;NUM_PEN;644.0;A
2019;2727;5693;NUM_PEN;301.0;A
2019;2727;275092;NUM_PEN;58.0;A
2019;2728;5691;NUM_PEN;35.0;A
2019;2728;5692;NUM_PEN;109.0;A
2019;2728;5693;NUM_PEN;59.0;A
2019;2728;275092;NUM_PEN;9.0;A
2019;2729;5691;NUM_PEN;29.0;A
2019;2729;5692;NUM_PEN;148.0;A
2019;2729;5693;NUM_PEN;100.0;A
2019;2729;275092;NUM_PEN;7.0;A
2019;2730;5691;NUM_PEN;104.0;A
2019;2730;5692;NUM_PEN;543.0;A
2019;2730;5693;NUM_PEN;322.0;A
2019;2730;275092;NUM_PEN;39.0;A
2019;2731;5691;NUM_PEN;57.0;A
2019;2731;5692;NUM_PEN;257.0;A
2019;2731;5693;NUM_PEN;160.0;A
2019;2731;275092;NUM_PEN;34.0;A
2019;2732;5691;NUM_PEN;15.0;A
2019;2732;5692;NUM_PEN;107.0;A
2019;2732;5693;NUM_PEN;45.0;A
2019;2732;275092;NUM_PEN;11.0;A
2019;2733;5691;NUM_PEN;12.0;A
2019;2733;5692;NUM_PEN;77.0;A
2019;2733;5693;NUM_PEN;35.0;A
2019;2733;275092;NUM_PEN;14.0;A
2019;2734;5691;NUM_PEN;370.0;A
2019;2734;5692;NUM_PEN;1647.0;A
2019;2734;5693;NUM_PEN;653.0;A
2019;2734;275092;NUM_PEN;142.0;A
2019;2735;5691;NUM_PEN;8.0;A
2019;2735;5692;NUM_PEN;24.0;A
2019;2735;5693;NUM_PEN;11.0;A
2019;2736;5691;NUM_PEN;60.0;A
2019;2736;5692;NUM_PEN;333.0;A
2019;2736;5693;NUM_PEN;172.0;A
2019;2736;275092;NUM_PEN;33.0;A
2019;2743;5691;NUM_PEN;84.0;A
2019;2743;5692;NUM_PEN;326.0;A
2019;2743;5693;NUM_PEN;131.0;A
2019;2743;275092;NUM_PEN;41.0;A
2019;2737;5691;NUM_PEN;20.0;A
2019;2737;5692;NUM_PEN;83.0;A
2019;2737;5693;NUM_PEN;47.0;A
2019;2737;275092;NUM_PEN;5.0;A
2019;2738;5691;NUM_PEN;114.0;A
2019;2738;5692;NUM_PEN;574.0;A
2019;2738;5693;NUM_PEN;299.0;A
2019;2738;275092;NUM_PEN;59.0;A
2019;2739;5691;NUM_PEN;6.0;A
2019;2739;5692;NUM_PEN;35.0;A
2019;2739;5693;NUM_PEN;27.0;A
2019;2739;275092;NUM_PEN;5.0;A
2019;2740;5691;NUM_PEN;5.0;A
2019;2740;5692;NUM_PEN;9.0;A
2019;2741;5691;NUM_PEN;8.0;A
2019;2741;5692;NUM_PEN;65.0;A
2019;2741;5693;NUM_PEN;48.0;A
2019;2741;275092;NUM_PEN;9.0;A
2019;2742;5691;NUM_PEN;58.0;A
2019;2742;5692;NUM_PEN;233.0;A
2019;2742;5693;NUM_PEN;133.0;A
2019;2742;275092;NUM_PEN;19.0;A
2019;2744;5691;NUM_PEN;28.0;A
2019;2744;5692;NUM_PEN;203.0;A
2019;2744;5693;NUM_PEN;120.0;A
2019;2744;275092;NUM_PEN;23.0;A
2019;2745;5691;NUM_PEN;73.0;A
2019;2745;5692;NUM_PEN;347.0;A
2019;2745;5693;NUM_PEN;137.0;A
2019;2745;275092;NUM_PEN;28.0;A
2019;2746;5691;NUM_PEN;13.0;A
2019;2746;5692;NUM_PEN;88.0;A
2019;2746;5693;NUM_PEN;33.0;A
2019;2746;275092;NUM_PEN;9.0;A
2019;2747;5691;NUM_PEN;28.0;A
2019;2747;5692;NUM_PEN;181.0;A
2019;2747;5693;NUM_PEN;98.0;A
2019;2747;275092;NUM_PEN;19.0;A
2019;2748;5691;NUM_PEN;304.0;A
2019;2748;5692;NUM_PEN;1186.0;A
2019;2748;5693;NUM_PEN;565.0;A
2019;2748;275092;NUM_PEN;143.0;A
2019;2749;5691;NUM_PEN;12.0;A
2019;2749;5692;NUM_PEN;31.0;A
2019;2749;5693;NUM_PEN;16.0;A
2019;2750;5691;NUM_PEN;18.0;A
2019;2750;5692;NUM_PEN;96.0;A
2019;2750;5693;NUM_PEN;36.0;A
2019;2750;275092;NUM_PEN;9.0;A
2019;2751;5691;NUM_PEN;37.0;A
2019;2751;5692;NUM_PEN;170.0;A
2019;2751;5693;NUM_PEN;79.0;A
2019;2751;275092;NUM_PEN;13.0;A
2019;2752;5691;NUM_PEN;13.0;A
2019;2752;5692;NUM_PEN;68.0;A
2019;2752;5693;NUM_PEN;26.0;A
2019;2753;5691;NUM_PEN;149.0;A
2019;2753;5692;NUM_PEN;609.0;A
2019;2753;5693;NUM_PEN;215.0;A
2019;2753;275092;NUM_PEN;32.0;A
2019;2754;5691;NUM_PEN;2478.0;A
2019;2754;5692;NUM_PEN;15551.0;A
2019;2754;5693;NUM_PEN;7176.0;A
2019;2754;275092;NUM_PEN;1471.0;A
2019;2755;5691;NUM_PEN;566.0;A
2019;2755;5692;NUM_PEN;2043.0;A
2019;2755;5693;NUM_PEN;897.0;A
2019;2755;275092;NUM_PEN;195.0;A
2019;2756;5691;NUM_PEN;55.0;A
2019;2756;5692;NUM_PEN;295.0;A
2019;2756;5693;NUM_PEN;126.0;A
2019;2756;275092;NUM_PEN;27.0;A
2019;2757;5691;NUM_PEN;554.0;A
2019;2757;5692;NUM_PEN;2253.0;A
2019;2757;5693;NUM_PEN;973.0;A
2019;2757;275092;NUM_PEN;204.0;A
2019;2758;5692;NUM_PEN;33.0;A
2019;2758;5693;NUM_PEN;19.0;A
2019;2759;5691;NUM_PEN;94.0;A
2019;2759;5692;NUM_PEN;357.0;A
2019;2759;5693;NUM_PEN;131.0;A
2019;2759;275092;NUM_PEN;24.0;A
2019;2760;5691;NUM_PEN;113.0;A
2019;2760;5692;NUM_PEN;428.0;A
2019;2760;5693;NUM_PEN;158.0;A
2019;2760;275092;NUM_PEN;25.0;A
2019;2761;5691;NUM_PEN;19.0;A
2019;2761;5692;NUM_PEN;61.0;A
2019;2761;5693;NUM_PEN;20.0;A
2019;2762;5691;NUM_PEN;109.0;A
2019;2762;5692;NUM_PEN;501.0;A
2019;2762;5693;NUM_PEN;265.0;A
2019;2762;275092;NUM_PEN;30.0;A
2019;2763;5691;NUM_PEN;448.0;A
2019;2763;5692;NUM_PEN;1819.0;A
2019;2763;5693;NUM_PEN;699.0;A
2019;2763;275092;NUM_PEN;170.0;A
2019;2764;5691;NUM_PEN;6.0;A
2019;2764;5692;NUM_PEN;31.0;A
2019;2764;5693;NUM_PEN;24.0;A
2019;2764;275092;NUM_PEN;7.0;A
2019;2765;5691;NUM_PEN;182.0;A
2019;2765;5692;NUM_PEN;619.0;A
2019;2765;5693;NUM_PEN;433.0;A
2019;2765;275092;NUM_PEN;98.0;A
2019;2766;5691;NUM_PEN;112.0;A
2019;2766;5692;NUM_PEN;436.0;A
2019;2766;5693;NUM_PEN;195.0;A
2019;2766;275092;NUM_PEN;47.0;A
2019;2767;5691;NUM_PEN;190.0;A
2019;2767;5692;NUM_PEN;1097.0;A
2019;2767;5693;NUM_PEN;514.0;A
2019;2767;275092;NUM_PEN;129.0;A
2019;2768;5691;NUM_PEN;209.0;A
2019;2768;5692;NUM_PEN;974.0;A
2019;2768;5693;NUM_PEN;359.0;A
2019;2768;275092;NUM_PEN;83.0;A
2019;2769;5691;NUM_PEN;129.0;A
2019;2769;5692;NUM_PEN;734.0;A
2019;2769;5693;NUM_PEN;223.0;A
2019;2769;275092;NUM_PEN;30.0;A
2019;2770;5691;NUM_PEN;34.0;A
2019;2770;5692;NUM_PEN;191.0;A
2019;2770;5693;NUM_PEN;73.0;A
2019;2770;275092;NUM_PEN;16.0;A
2019;2771;5691;NUM_PEN;76.0;A
2019;2771;5692;NUM_PEN;422.0;A
2019;2771;5693;NUM_PEN;208.0;A
2019;2771;275092;NUM_PEN;23.0;A
2019;2772;5691;NUM_PEN;9.0;A
2019;2772;5692;NUM_PEN;19.0;A
2019;2772;5693;NUM_PEN;19.0;A
2019;2772;275092;NUM_PEN;7.0;A
2019;2773;5691;NUM_PEN;294.0;A
2019;2773;5692;NUM_PEN;1590.0;A
2019;2773;5693;NUM_PEN;631.0;A
2019;2773;275092;NUM_PEN;131.0;A
2019;2775;5691;NUM_PEN;221.0;A
2019;2775;5692;NUM_PEN;1022.0;A
2019;2775;5693;NUM_PEN;355.0;A
2019;2775;275092;NUM_PEN;67.0;A
2019;2776;5691;NUM_PEN;47.0;A
2019;2776;5692;NUM_PEN;254.0;A
2019;2776;5693;NUM_PEN;117.0;A
2019;2776;275092;NUM_PEN;22.0;A
2019;2777;5691;NUM_PEN;87.0;A
2019;2777;5692;NUM_PEN;491.0;A
2019;2777;5693;NUM_PEN;170.0;A
2019;2777;275092;NUM_PEN;31.0;A
2019;2778;5691;NUM_PEN;229.0;A
2019;2778;5692;NUM_PEN;753.0;A
2019;2778;5693;NUM_PEN;351.0;A
2019;2778;275092;NUM_PEN;89.0;A
2019;2780;5691;NUM_PEN;13.0;A
2019;2780;5692;NUM_PEN;107.0;A
2019;2780;5693;NUM_PEN;38.0;A
2019;2780;275092;NUM_PEN;10.0;A
2019;2779;5691;NUM_PEN;7.0;A
2019;2779;5692;NUM_PEN;46.0;A
2019;2779;5693;NUM_PEN;23.0;A
2019;2781;5691;NUM_PEN;10.0;A
2019;2781;5692;NUM_PEN;67.0;A
2019;2781;5693;NUM_PEN;38.0;A
2019;2781;275092;NUM_PEN;8.0;A
2019;2782;5691;NUM_PEN;30.0;A
2019;2782;5692;NUM_PEN;203.0;A
2019;2782;5693;NUM_PEN;82.0;A
2019;2782;275092;NUM_PEN;18.0;A
2019;2783;5691;NUM_PEN;52.0;A
2019;2783;5692;NUM_PEN;245.0;A
2019;2783;5693;NUM_PEN;125.0;A
2019;2783;275092;NUM_PEN;16.0;A
2019;2784;5691;NUM_PEN;217.0;A
2019;2784;5692;NUM_PEN;947.0;A
2019;2784;5693;NUM_PEN;435.0;A
2019;2784;275092;NUM_PEN;70.0;A
2019;2785;5691;NUM_PEN;14.0;A
2019;2785;5692;NUM_PEN;35.0;A
2019;2785;5693;NUM_PEN;17.0;A
2019;2786;5691;NUM_PEN;269.0;A
2019;2786;5692;NUM_PEN;1665.0;A
2019;2786;5693;NUM_PEN;679.0;A
2019;2786;275092;NUM_PEN;124.0;A
2019;2787;5691;NUM_PEN;59.0;A
2019;2787;5692;NUM_PEN;296.0;A
2019;2787;5693;NUM_PEN;129.0;A
2019;2787;275092;NUM_PEN;21.0;A
2019;2788;5691;NUM_PEN;65.0;A
2019;2788;5692;NUM_PEN;462.0;A
2019;2788;5693;NUM_PEN;193.0;A
2019;2788;275092;NUM_PEN;51.0;A
2019;2789;5691;NUM_PEN;15.0;A
2019;2789;5692;NUM_PEN;77.0;A
2019;2789;5693;NUM_PEN;30.0;A
2019;2790;5691;NUM_PEN;56.0;A
2019;2790;5692;NUM_PEN;336.0;A
2019;2790;5693;NUM_PEN;168.0;A
2019;2790;275092;NUM_PEN;15.0;A
2019;2791;5691;NUM_PEN;64.0;A
2019;2791;5692;NUM_PEN;328.0;A
2019;2791;5693;NUM_PEN;117.0;A
2019;2791;275092;NUM_PEN;17.0;A
2019;2792;5691;NUM_PEN;86.0;A
2019;2792;5692;NUM_PEN;395.0;A
2019;2792;5693;NUM_PEN;227.0;A
2019;2792;275092;NUM_PEN;34.0;A
2019;2793;5691;NUM_PEN;12.0;A
2019;2793;5692;NUM_PEN;158.0;A
2019;2793;5693;NUM_PEN;59.0;A
2019;2793;275092;NUM_PEN;7.0;A
2019;ES616;5691;NUM_PEN;21061.0;A
2019;ES616;5692;NUM_PEN;77488.0;A
2019;ES616;5693;NUM_PEN;36684.0;A
2019;ES616;275092;NUM_PEN;6523.0;A
2019;2798;5691;NUM_PEN;32.0;A
2019;2798;5692;NUM_PEN;220.0;A
2019;2798;5693;NUM_PEN;108.0;A
2019;2798;275092;NUM_PEN;16.0;A
2019;2800;5691;NUM_PEN;742.0;A
2019;2800;5692;NUM_PEN;3388.0;A
2019;2800;5693;NUM_PEN;1399.0;A
2019;2800;275092;NUM_PEN;220.0;A
2019;2801;5691;NUM_PEN;454.0;A
2019;2801;5692;NUM_PEN;1599.0;A
2019;2801;5693;NUM_PEN;723.0;A
2019;2801;275092;NUM_PEN;158.0;A
2019;2802;5691;NUM_PEN;7.0;A
2019;2802;5692;NUM_PEN;63.0;A
2019;2802;5693;NUM_PEN;28.0;A
2019;2802;275092;NUM_PEN;6.0;A
2019;2803;5691;NUM_PEN;1232.0;A
2019;2803;5692;NUM_PEN;4186.0;A
2019;2803;5693;NUM_PEN;2145.0;A
2019;2803;275092;NUM_PEN;436.0;A
2019;2804;5691;NUM_PEN;236.0;A
2019;2804;5692;NUM_PEN;812.0;A
2019;2804;5693;NUM_PEN;335.0;A
2019;2804;275092;NUM_PEN;61.0;A
2019;2805;5691;NUM_PEN;138.0;A
2019;2805;5692;NUM_PEN;518.0;A
2019;2805;5693;NUM_PEN;192.0;A
2019;2805;275092;NUM_PEN;28.0;A
2019;2806;5691;NUM_PEN;78.0;A
2019;2806;5692;NUM_PEN;224.0;A
2019;2806;5693;NUM_PEN;90.0;A
2019;2806;275092;NUM_PEN;5.0;A
2019;2907;5691;NUM_PEN;72.0;A
2019;2907;5692;NUM_PEN;324.0;A
2019;2907;5693;NUM_PEN;155.0;A
2019;2907;275092;NUM_PEN;29.0;A
2019;2807;5691;NUM_PEN;392.0;A
2019;2807;5692;NUM_PEN;1505.0;A
2019;2807;5693;NUM_PEN;713.0;A
2019;2807;275092;NUM_PEN;123.0;A
2019;2808;5691;NUM_PEN;556.0;A
2019;2808;5692;NUM_PEN;1562.0;A
2019;2808;5693;NUM_PEN;901.0;A
2019;2808;275092;NUM_PEN;169.0;A
2019;2809;5691;NUM_PEN;124.0;A
2019;2809;5692;NUM_PEN;301.0;A
2019;2809;5693;NUM_PEN;156.0;A
2019;2809;275092;NUM_PEN;17.0;A
2019;2810;5691;NUM_PEN;164.0;A
2019;2810;5692;NUM_PEN;695.0;A
2019;2810;5693;NUM_PEN;326.0;A
2019;2810;275092;NUM_PEN;51.0;A
2019;2904;5691;NUM_PEN;89.0;A
2019;2904;5692;NUM_PEN;435.0;A
2019;2904;5693;NUM_PEN;205.0;A
2019;2904;275092;NUM_PEN;38.0;A
2019;2812;5691;NUM_PEN;144.0;A
2019;2812;5692;NUM_PEN;356.0;A
2019;2812;5693;NUM_PEN;193.0;A
2019;2812;275092;NUM_PEN;22.0;A
2019;2813;5691;NUM_PEN;85.0;A
2019;2813;5692;NUM_PEN;283.0;A
2019;2813;5693;NUM_PEN;121.0;A
2019;2813;275092;NUM_PEN;19.0;A
2019;2814;5691;NUM_PEN;18.0;A
2019;2814;5692;NUM_PEN;94.0;A
2019;2814;5693;NUM_PEN;38.0;A
2019;2814;275092;NUM_PEN;10.0;A
2019;2815;5691;NUM_PEN;76.0;A
2019;2815;5692;NUM_PEN;268.0;A
2019;2815;5693;NUM_PEN;132.0;A
2019;2815;275092;NUM_PEN;24.0;A
2019;2816;5691;NUM_PEN;110.0;A
2019;2816;5692;NUM_PEN;429.0;A
2019;2816;5693;NUM_PEN;180.0;A
2019;2816;275092;NUM_PEN;41.0;A
2019;2817;5691;NUM_PEN;101.0;A
2019;2817;5692;NUM_PEN;296.0;A
2019;2817;5693;NUM_PEN;125.0;A
2019;2817;275092;NUM_PEN;24.0;A
2019;2818;5691;NUM_PEN;46.0;A
2019;2818;5692;NUM_PEN;226.0;A
2019;2818;5693;NUM_PEN;97.0;A
2019;2818;275092;NUM_PEN;24.0;A
2019;2819;5691;NUM_PEN;33.0;A
2019;2819;5692;NUM_PEN;77.0;A
2019;2819;5693;NUM_PEN;43.0;A
2019;2903;5691;NUM_PEN;41.0;A
2019;2903;5692;NUM_PEN;208.0;A
2019;2903;5693;NUM_PEN;92.0;A
2019;2903;275092;NUM_PEN;16.0;A
2019;2822;5691;NUM_PEN;714.0;A
2019;2822;5692;NUM_PEN;1673.0;A
2019;2822;5693;NUM_PEN;865.0;A
2019;2822;275092;NUM_PEN;152.0;A
2019;2823;5691;NUM_PEN;153.0;A
2019;2823;5692;NUM_PEN;383.0;A
2019;2823;5693;NUM_PEN;206.0;A
2019;2823;275092;NUM_PEN;38.0;A
2019;2825;5691;NUM_PEN;221.0;A
2019;2825;5692;NUM_PEN;963.0;A
2019;2825;5693;NUM_PEN;338.0;A
2019;2825;275092;NUM_PEN;60.0;A
2019;2826;5691;NUM_PEN;40.0;A
2019;2826;5692;NUM_PEN;133.0;A
2019;2826;5693;NUM_PEN;73.0;A
2019;2826;275092;NUM_PEN;18.0;A
2019;2827;5691;NUM_PEN;212.0;A
2019;2827;5692;NUM_PEN;1004.0;A
2019;2827;5693;NUM_PEN;500.0;A
2019;2827;275092;NUM_PEN;74.0;A
2019;2828;5691;NUM_PEN;33.0;A
2019;2828;5692;NUM_PEN;166.0;A
2019;2828;5693;NUM_PEN;79.0;A
2019;2828;275092;NUM_PEN;8.0;A
2019;2829;5691;NUM_PEN;41.0;A
2019;2829;5692;NUM_PEN;257.0;A
2019;2829;5693;NUM_PEN;127.0;A
2019;2829;275092;NUM_PEN;16.0;A
2019;2830;5691;NUM_PEN;29.0;A
2019;2830;5692;NUM_PEN;139.0;A
2019;2830;5693;NUM_PEN;52.0;A
2019;2830;275092;NUM_PEN;14.0;A
2019;2831;5691;NUM_PEN;26.0;A
2019;2831;5692;NUM_PEN;83.0;A
2019;2831;5693;NUM_PEN;54.0;A
2019;2831;275092;NUM_PEN;8.0;A
2019;2832;5691;NUM_PEN;59.0;A
2019;2832;5692;NUM_PEN;352.0;A
2019;2832;5693;NUM_PEN;131.0;A
2019;2832;275092;NUM_PEN;9.0;A
2019;2833;5691;NUM_PEN;108.0;A
2019;2833;5692;NUM_PEN;511.0;A
2019;2833;5693;NUM_PEN;190.0;A
2019;2833;275092;NUM_PEN;18.0;A
2019;2834;5691;NUM_PEN;45.0;A
2019;2834;5692;NUM_PEN;165.0;A
2019;2834;5693;NUM_PEN;95.0;A
2019;2834;275092;NUM_PEN;14.0;A
2019;2836;5691;NUM_PEN;31.0;A
2019;2836;5692;NUM_PEN;113.0;A
2019;2836;5693;NUM_PEN;31.0;A
2019;2836;275092;NUM_PEN;7.0;A
2019;2837;5691;NUM_PEN;106.0;A
2019;2837;5692;NUM_PEN;366.0;A
2019;2837;5693;NUM_PEN;152.0;A
2019;2837;275092;NUM_PEN;35.0;A
2019;2838;5691;NUM_PEN;108.0;A
2019;2838;5692;NUM_PEN;258.0;A
2019;2838;5693;NUM_PEN;162.0;A
2019;2838;275092;NUM_PEN;20.0;A
2019;2841;5691;NUM_PEN;20.0;A
2019;2841;5692;NUM_PEN;112.0;A
2019;2841;5693;NUM_PEN;35.0;A
2019;2842;5691;NUM_PEN;11.0;A
2019;2842;5692;NUM_PEN;68.0;A
2019;2842;5693;NUM_PEN;34.0;A
2019;2843;5691;NUM_PEN;41.0;A
2019;2843;5692;NUM_PEN;92.0;A
2019;2843;5693;NUM_PEN;40.0;A
2019;2843;275092;NUM_PEN;6.0;A
2019;2844;5691;NUM_PEN;218.0;A
2019;2844;5692;NUM_PEN;761.0;A
2019;2844;5693;NUM_PEN;353.0;A
2019;2844;275092;NUM_PEN;51.0;A
2019;2845;5691;NUM_PEN;97.0;A
2019;2845;5692;NUM_PEN;346.0;A
2019;2845;5693;NUM_PEN;139.0;A
2019;2845;275092;NUM_PEN;9.0;A
2019;2846;5691;NUM_PEN;88.0;A
2019;2846;5692;NUM_PEN;340.0;A
2019;2846;5693;NUM_PEN;191.0;A
2019;2846;275092;NUM_PEN;40.0;A
2019;2847;5691;NUM_PEN;71.0;A
2019;2847;5692;NUM_PEN;246.0;A
2019;2847;5693;NUM_PEN;123.0;A
2019;2847;275092;NUM_PEN;20.0;A
2019;2848;5691;NUM_PEN;33.0;A
2019;2848;5692;NUM_PEN;154.0;A
2019;2848;5693;NUM_PEN;70.0;A
2019;2848;275092;NUM_PEN;6.0;A
2019;2849;5691;NUM_PEN;95.0;A
2019;2849;5692;NUM_PEN;348.0;A
2019;2849;5693;NUM_PEN;140.0;A
2019;2849;275092;NUM_PEN;36.0;A
2019;2850;5691;NUM_PEN;2646.0;A
2019;2850;5692;NUM_PEN;12288.0;A
2019;2850;5693;NUM_PEN;5532.0;A
2019;2850;275092;NUM_PEN;1017.0;A
2019;2851;5691;NUM_PEN;146.0;A
2019;2851;5692;NUM_PEN;402.0;A
2019;2851;5693;NUM_PEN;171.0;A
2019;2851;275092;NUM_PEN;29.0;A
2019;2852;5691;NUM_PEN;35.0;A
2019;2852;5692;NUM_PEN;172.0;A
2019;2852;5693;NUM_PEN;114.0;A
2019;2852;275092;NUM_PEN;21.0;A
2019;2853;5691;NUM_PEN;550.0;A
2019;2853;5692;NUM_PEN;1251.0;A
2019;2853;5693;NUM_PEN;702.0;A
2019;2853;275092;NUM_PEN;132.0;A
2019;2839;5691;NUM_PEN;69.0;A
2019;2839;5692;NUM_PEN;316.0;A
2019;2839;5693;NUM_PEN;121.0;A
2019;2839;275092;NUM_PEN;18.0;A
2019;2854;5691;NUM_PEN;13.0;A
2019;2854;5692;NUM_PEN;82.0;A
2019;2854;5693;NUM_PEN;19.0;A
2019;2854;275092;NUM_PEN;6.0;A
2019;2855;5691;NUM_PEN;2177.0;A
2019;2855;5692;NUM_PEN;6250.0;A
2019;2855;5693;NUM_PEN;3280.0;A
2019;2855;275092;NUM_PEN;651.0;A
2019;2856;5691;NUM_PEN;143.0;A
2019;2856;5692;NUM_PEN;636.0;A
2019;2856;5693;NUM_PEN;225.0;A
2019;2856;275092;NUM_PEN;43.0;A
2019;2857;5691;NUM_PEN;30.0;A
2019;2857;5692;NUM_PEN;155.0;A
2019;2857;5693;NUM_PEN;65.0;A
2019;2857;275092;NUM_PEN;14.0;A
2019;2858;5691;NUM_PEN;297.0;A
2019;2858;5692;NUM_PEN;1168.0;A
2019;2858;5693;NUM_PEN;523.0;A
2019;2858;275092;NUM_PEN;89.0;A
2019;2859;5691;NUM_PEN;240.0;A
2019;2859;5692;NUM_PEN;1092.0;A
2019;2859;5693;NUM_PEN;427.0;A
2019;2859;275092;NUM_PEN;69.0;A
2019;2860;5691;NUM_PEN;833.0;A
2019;2860;5692;NUM_PEN;2707.0;A
2019;2860;5693;NUM_PEN;1308.0;A
2019;2860;275092;NUM_PEN;213.0;A
2019;2861;5691;NUM_PEN;318.0;A
2019;2861;5692;NUM_PEN;803.0;A
2019;2861;5693;NUM_PEN;434.0;A
2019;2861;275092;NUM_PEN;101.0;A
2019;2862;5691;NUM_PEN;84.0;A
2019;2862;5692;NUM_PEN;268.0;A
2019;2862;5693;NUM_PEN;121.0;A
2019;2862;275092;NUM_PEN;15.0;A
2019;2863;5691;NUM_PEN;176.0;A
2019;2863;5692;NUM_PEN;581.0;A
2019;2863;5693;NUM_PEN;336.0;A
2019;2863;275092;NUM_PEN;52.0;A
2019;2864;5691;NUM_PEN;60.0;A
2019;2864;5692;NUM_PEN;377.0;A
2019;2864;5693;NUM_PEN;165.0;A
2019;2864;275092;NUM_PEN;15.0;A
2019;2865;5691;NUM_PEN;83.0;A
2019;2865;5692;NUM_PEN;280.0;A
2019;2865;5693;NUM_PEN;128.0;A
2019;2865;275092;NUM_PEN;33.0;A
2019;2866;5691;NUM_PEN;205.0;A
2019;2866;5692;NUM_PEN;796.0;A
2019;2866;5693;NUM_PEN;325.0;A
2019;2866;275092;NUM_PEN;53.0;A
2019;2867;5691;NUM_PEN;98.0;A
2019;2867;5692;NUM_PEN;372.0;A
2019;2867;5693;NUM_PEN;198.0;A
2019;2867;275092;NUM_PEN;23.0;A
2019;2869;5691;NUM_PEN;165.0;A
2019;2869;5692;NUM_PEN;1061.0;A
2019;2869;5693;NUM_PEN;414.0;A
2019;2869;275092;NUM_PEN;55.0;A
2019;2870;5691;NUM_PEN;214.0;A
2019;2870;5692;NUM_PEN;696.0;A
2019;2870;5693;NUM_PEN;335.0;A
2019;2870;275092;NUM_PEN;46.0;A
2019;2871;5691;NUM_PEN;61.0;A
2019;2871;5692;NUM_PEN;288.0;A
2019;2871;5693;NUM_PEN;132.0;A
2019;2871;275092;NUM_PEN;33.0;A
2019;2872;5691;NUM_PEN;79.0;A
2019;2872;5692;NUM_PEN;334.0;A
2019;2872;5693;NUM_PEN;167.0;A
2019;2872;275092;NUM_PEN;27.0;A
2019;2873;5691;NUM_PEN;197.0;A
2019;2873;5692;NUM_PEN;852.0;A
2019;2873;5693;NUM_PEN;394.0;A
2019;2873;275092;NUM_PEN;52.0;A
2019;2874;5691;NUM_PEN;146.0;A
