TEMPORAL;TERRITORIO;CLASEDEPENSION;INDICATOR;OBS_VALUE;FREQ
2019;2266;5693;NUM_PEN;5.0;A
2019;2267;5692;NUM_PEN;54.0;A
2019;2267;5693;NUM_PEN;23.0;A
2019;2267;275092;NUM_PEN;6.0;A
2019;2268;5691;NUM_PEN;5.0;A
2019;2268;5692;NUM_PEN;66.0;A
2019;2268;5693;NUM_PEN;16.0;A
2019;2269;5691;NUM_PEN;212.0;A
2019;2269;5692;NUM_PEN;1122.0;A
2019;2269;5693;NUM_PEN;605.0;A
2019;2269;275092;NUM_PEN;121.0;A
2019;2270;5691;NUM_PEN;24.0;A
2019;2270;5692;NUM_PEN;313.0;A
2019;2270;5693;NUM_PEN;129.0;A
2019;2270;275092;NUM_PEN;19.0;A
2019;2271;5691;NUM_PEN;42.0;A
2019;2271;5692;NUM_PEN;456.0;A
2019;2271;5693;NUM_PEN;174.0;A
2019;2271;275092;NUM_PEN;36.0;A
2019;2272;5691;NUM_PEN;201.0;A
2019;2272;5692;NUM_PEN;800.0;A
2019;2272;5693;NUM_PEN;338.0;A
2019;2272;275092;NUM_PEN;61.0;A
2019;2273;5692;NUM_PEN;34.0;A
2019;2273;5693;NUM_PEN;13.0;A
2019;2277;5692;NUM_PEN;58.0;A
2019;2277;5693;NUM_PEN;18.0;A
2019;2277;275092;NUM_PEN;9.0;A
2019;2278;5691;NUM_PEN;32.0;A
2019;2278;5692;NUM_PEN;344.0;A
2019;2278;5693;NUM_PEN;150.0;A
2019;2278;275092;NUM_PEN;21.0;A
2019;2274;5692;NUM_PEN;46.0;A
2019;2274;5693;NUM_PEN;10.0;A
2019;2276;5691;NUM_PEN;208.0;A
2019;2276;5692;NUM_PEN;1316.0;A
2019;2276;5693;NUM_PEN;603.0;A
2019;2276;275092;NUM_PEN;95.0;A
2019;2279;5691;NUM_PEN;60.0;A
2019;2279;5692;NUM_PEN;525.0;A
2019;2279;5693;NUM_PEN;239.0;A
2019;2279;275092;NUM_PEN;43.0;A
2019;2347;5691;NUM_PEN;1054.0;A
2019;2347;5692;NUM_PEN;5742.0;A
2019;2347;5693;NUM_PEN;2528.0;A
2019;2347;275092;NUM_PEN;523.0;A
2019;2282;5691;NUM_PEN;9.0;A
2019;2282;5692;NUM_PEN;65.0;A
2019;2282;5693;NUM_PEN;16.0;A
2019;2282;275092;NUM_PEN;6.0;A
2019;2284;5691;NUM_PEN;17.0;A
2019;2284;5692;NUM_PEN;92.0;A
2019;2284;5693;NUM_PEN;34.0;A
2019;2284;275092;NUM_PEN;7.0;A
2019;2285;5691;NUM_PEN;37.0;A
2019;2285;5692;NUM_PEN;195.0;A
2019;2285;5693;NUM_PEN;115.0;A
2019;2285;275092;NUM_PEN;23.0;A
2019;2286;5691;NUM_PEN;46.0;A
2019;2286;5692;NUM_PEN;381.0;A
2019;2286;5693;NUM_PEN;143.0;A
2019;2286;275092;NUM_PEN;32.0;A
2019;2287;5691;NUM_PEN;20.0;A
2019;2287;5692;NUM_PEN;146.0;A
2019;2287;5693;NUM_PEN;78.0;A
2019;2287;275092;NUM_PEN;9.0;A
2019;2288;5691;NUM_PEN;53.0;A
2019;2288;5692;NUM_PEN;337.0;A
2019;2288;5693;NUM_PEN;157.0;A
2019;2288;275092;NUM_PEN;22.0;A
2019;2289;5691;NUM_PEN;40.0;A
2019;2289;5692;NUM_PEN;290.0;A
2019;2289;5693;NUM_PEN;117.0;A
2019;2289;275092;NUM_PEN;16.0;A
2019;2290;5691;NUM_PEN;112.0;A
2019;2290;5692;NUM_PEN;686.0;A
2019;2290;5693;NUM_PEN;283.0;A
2019;2290;275092;NUM_PEN;46.0;A
2019;2291;5691;NUM_PEN;22.0;A
2019;2291;5692;NUM_PEN;185.0;A
2019;2291;5693;NUM_PEN;81.0;A
2019;2291;275092;NUM_PEN;6.0;A
2019;2292;5691;NUM_PEN;6.0;A
2019;2292;5692;NUM_PEN;63.0;A
2019;2292;5693;NUM_PEN;31.0;A
2019;2292;275092;NUM_PEN;5.0;A
2019;2293;5691;NUM_PEN;248.0;A
2019;2293;5692;NUM_PEN;787.0;A
2019;2293;5693;NUM_PEN;377.0;A
2019;2293;275092;NUM_PEN;124.0;A
2019;2294;5691;NUM_PEN;235.0;A
2019;2294;5692;NUM_PEN;2003.0;A
2019;2294;5693;NUM_PEN;887.0;A
2019;2294;275092;NUM_PEN;128.0;A
2019;2295;5691;NUM_PEN;11.0;A
2019;2295;5692;NUM_PEN;64.0;A
2019;2295;5693;NUM_PEN;18.0;A
2019;2295;275092;NUM_PEN;10.0;A
2019;2296;5691;NUM_PEN;10.0;A
2019;2296;5692;NUM_PEN;79.0;A
2019;2296;5693;NUM_PEN;45.0;A
2019;2297;5691;NUM_PEN;7.0;A
2019;2297;5692;NUM_PEN;30.0;A
2019;2297;5693;NUM_PEN;7.0;A
2019;2298;5691;NUM_PEN;16.0;A
2019;2298;5692;NUM_PEN;236.0;A
2019;2298;5693;NUM_PEN;113.0;A
2019;2298;275092;NUM_PEN;13.0;A
2019;2299;5691;NUM_PEN;11.0;A
2019;2299;5692;NUM_PEN;77.0;A
2019;2299;5693;NUM_PEN;30.0;A
2019;2300;5691;NUM_PEN;21.0;A
2019;2300;5692;NUM_PEN;368.0;A
2019;2300;5693;NUM_PEN;134.0;A
2019;2300;275092;NUM_PEN;24.0;A
2019;2301;5692;NUM_PEN;100.0;A
2019;2301;5693;NUM_PEN;41.0;A
2019;2301;275092;NUM_PEN;5.0;A
2019;2302;5691;NUM_PEN;20.0;A
2019;2302;5692;NUM_PEN;131.0;A
2019;2302;5693;NUM_PEN;53.0;A
2019;2302;275092;NUM_PEN;9.0;A
2019;2303;5691;NUM_PEN;110.0;A
2019;2303;5692;NUM_PEN;556.0;A
2019;2303;5693;NUM_PEN;278.0;A
2019;2303;275092;NUM_PEN;44.0;A
2019;2304;5691;NUM_PEN;18.0;A
2019;2304;5692;NUM_PEN;312.0;A
2019;2304;5693;NUM_PEN;104.0;A
2019;2304;275092;NUM_PEN;10.0;A
2019;2305;5691;NUM_PEN;60.0;A
2019;2305;5692;NUM_PEN;509.0;A
2019;2305;5693;NUM_PEN;158.0;A
2019;2305;275092;NUM_PEN;23.0;A
2019;2348;5691;NUM_PEN;104.0;A
2019;2348;5692;NUM_PEN;605.0;A
2019;2348;5693;NUM_PEN;273.0;A
2019;2348;275092;NUM_PEN;57.0;A
2019;2306;5691;NUM_PEN;9.0;A
2019;2306;5692;NUM_PEN;101.0;A
2019;2306;5693;NUM_PEN;34.0;A
2019;2307;5691;NUM_PEN;310.0;A
2019;2307;5692;NUM_PEN;2019.0;A
2019;2307;5693;NUM_PEN;885.0;A
2019;2307;275092;NUM_PEN;192.0;A
2019;2308;5691;NUM_PEN;7.0;A
2019;2308;5692;NUM_PEN;152.0;A
2019;2308;5693;NUM_PEN;66.0;A
2019;2308;275092;NUM_PEN;9.0;A
2019;2309;5692;NUM_PEN;56.0;A
2019;2309;5693;NUM_PEN;11.0;A
2019;2310;5691;NUM_PEN;100.0;A
2019;2310;5692;NUM_PEN;617.0;A
2019;2310;5693;NUM_PEN;293.0;A
2019;2310;275092;NUM_PEN;54.0;A
2019;2311;5691;NUM_PEN;38.0;A
2019;2311;5692;NUM_PEN;340.0;A
2019;2311;5693;NUM_PEN;140.0;A
2019;2311;275092;NUM_PEN;29.0;A
2019;2312;5691;NUM_PEN;10.0;A
2019;2312;5692;NUM_PEN;117.0;A
2019;2312;5693;NUM_PEN;61.0;A
2019;2313;5692;NUM_PEN;87.0;A
2019;2313;5693;NUM_PEN;35.0;A
2019;2313;275092;NUM_PEN;9.0;A
2019;2314;5691;NUM_PEN;11.0;A
2019;2314;5692;NUM_PEN;70.0;A
2019;2314;5693;NUM_PEN;32.0;A
2019;2315;5691;NUM_PEN;90.0;A
2019;2315;5692;NUM_PEN;332.0;A
2019;2315;5693;NUM_PEN;135.0;A
2019;2315;275092;NUM_PEN;31.0;A
2019;2316;5691;NUM_PEN;151.0;A
2019;2316;5692;NUM_PEN;607.0;A
2019;2316;5693;NUM_PEN;256.0;A
2019;2316;275092;NUM_PEN;67.0;A
2019;2317;5691;NUM_PEN;27.0;A
2019;2317;5692;NUM_PEN;200.0;A
2019;2317;5693;NUM_PEN;95.0;A
2019;2317;275092;NUM_PEN;31.0;A
2019;2318;5691;NUM_PEN;7.0;A
2019;2318;5692;NUM_PEN;90.0;A
2019;2318;5693;NUM_PEN;28.0;A
2019;2319;5691;NUM_PEN;29.0;A
2019;2319;5692;NUM_PEN;129.0;A
2019;2319;5693;NUM_PEN;81.0;A
2019;2319;275092;NUM_PEN;10.0;A
2019;2320;5691;NUM_PEN;1279.0;A
2019;2320;5692;NUM_PEN;5645.0;A
2019;2320;5693;NUM_PEN;2360.0;A
2019;2320;275092;NUM_PEN;558.0;A
2019;2321;5692;NUM_PEN;46.0;A
2019;2321;5693;NUM_PEN;17.0;A
2019;2322;5691;NUM_PEN;10.0;A
2019;2322;5692;NUM_PEN;70.0;A
2019;2322;5693;NUM_PEN;36.0;A
2019;2322;275092;NUM_PEN;8.0;A
2019;2323;5692;NUM_PEN;67.0;A
2019;2323;5693;NUM_PEN;28.0;A
2019;2324;5691;NUM_PEN;39.0;A
2019;2324;5692;NUM_PEN;358.0;A
2019;2324;5693;NUM_PEN;168.0;A
2019;2324;275092;NUM_PEN;34.0;A
2019;2325;5692;NUM_PEN;70.0;A
2019;2325;5693;NUM_PEN;31.0;A
2019;2326;5691;NUM_PEN;6.0;A
2019;2326;5692;NUM_PEN;68.0;A
2019;2326;5693;NUM_PEN;25.0;A
2019;2327;5691;NUM_PEN;36.0;A
2019;2327;5692;NUM_PEN;439.0;A
2019;2327;5693;NUM_PEN;157.0;A
2019;2327;275092;NUM_PEN;30.0;A
2019;2328;5691;NUM_PEN;9.0;A
2019;2328;5692;NUM_PEN;22.0;A
2019;2328;5693;NUM_PEN;17.0;A
2019;2329;5691;NUM_PEN;68.0;A
2019;2329;5692;NUM_PEN;531.0;A
2019;2329;5693;NUM_PEN;216.0;A
2019;2329;275092;NUM_PEN;39.0;A
2019;2330;5691;NUM_PEN;15.0;A
2019;2330;5692;NUM_PEN;165.0;A
2019;2330;5693;NUM_PEN;74.0;A
2019;2330;275092;NUM_PEN;5.0;A
2019;2331;5692;NUM_PEN;79.0;A
2019;2331;5693;NUM_PEN;25.0;A
2019;2332;5691;NUM_PEN;7.0;A
2019;2332;5692;NUM_PEN;69.0;A
2019;2332;5693;NUM_PEN;29.0;A
2019;2332;275092;NUM_PEN;9.0;A
2019;2333;5691;NUM_PEN;59.0;A
2019;2333;5692;NUM_PEN;481.0;A
2019;2333;5693;NUM_PEN;234.0;A
2019;2333;275092;NUM_PEN;47.0;A
2019;2346;5691;NUM_PEN;20.0;A
2019;2346;5692;NUM_PEN;130.0;A
2019;2346;5693;NUM_PEN;46.0;A
2019;2346;275092;NUM_PEN;9.0;A
2019;2334;5691;NUM_PEN;40.0;A
2019;2334;5692;NUM_PEN;353.0;A
2019;2334;5693;NUM_PEN;139.0;A
2019;2334;275092;NUM_PEN;35.0;A
2019;2335;5692;NUM_PEN;52.0;A
2019;2335;5693;NUM_PEN;24.0;A
2019;2336;5691;NUM_PEN;13.0;A
2019;2336;5692;NUM_PEN;166.0;A
2019;2336;5693;NUM_PEN;79.0;A
2019;2336;275092;NUM_PEN;12.0;A
2019;2337;5691;NUM_PEN;9.0;A
2019;2337;5692;NUM_PEN;62.0;A
2019;2337;5693;NUM_PEN;20.0;A
2019;2338;5692;NUM_PEN;76.0;A
2019;2338;5693;NUM_PEN;21.0;A
2019;2338;275092;NUM_PEN;6.0;A
2019;2339;5691;NUM_PEN;24.0;A
2019;2339;5692;NUM_PEN;320.0;A
2019;2339;5693;NUM_PEN;150.0;A
2019;2339;275092;NUM_PEN;32.0;A
2019;2340;5691;NUM_PEN;104.0;A
2019;2340;5692;NUM_PEN;985.0;A
2019;2340;5693;NUM_PEN;427.0;A
2019;2340;275092;NUM_PEN;77.0;A
2019;2341;5691;NUM_PEN;183.0;A
2019;2341;5692;NUM_PEN;983.0;A
2019;2341;5693;NUM_PEN;395.0;A
2019;2341;275092;NUM_PEN;116.0;A
2019;2342;5691;NUM_PEN;94.0;A
2019;2342;5692;NUM_PEN;372.0;A
2019;2342;5693;NUM_PEN;201.0;A
2019;2342;275092;NUM_PEN;64.0;A
2019;2343;5691;NUM_PEN;401.0;A
2019;2343;5692;NUM_PEN;1610.0;A
2019;2343;5693;NUM_PEN;713.0;A
2019;2343;275092;NUM_PEN;175.0;A
2019;2344;5691;NUM_PEN;34.0;A
2019;2344;5692;NUM_PEN;305.0;A
2019;2344;5693;NUM_PEN;124.0;A
2019;2344;275092;NUM_PEN;22.0;A
2019;ES612;5691;NUM_PEN;38584.0;A
2019;ES612;5692;NUM_PEN;114661.0;A
2019;ES612;5693;NUM_PEN;56099.0;A
2019;ES612;275092;NUM_PEN;12981.0;A
2019;2353;5691;NUM_PEN;185.0;A
2019;2353;5692;NUM_PEN;466.0;A
2019;2353;5693;NUM_PEN;285.0;A
2019;2353;275092;NUM_PEN;52.0;A
2019;2354;5691;NUM_PEN;275.0;A
2019;2354;5692;NUM_PEN;885.0;A
2019;2354;5693;NUM_PEN;314.0;A
2019;2354;275092;NUM_PEN;28.0;A
2019;2355;5691;NUM_PEN;64.0;A
2019;2355;5692;NUM_PEN;181.0;A
2019;2355;5693;NUM_PEN;104.0;A
2019;2355;275092;NUM_PEN;28.0;A
2019;2356;5691;NUM_PEN;3023.0;A
2019;2356;5692;NUM_PEN;10058.0;A
2019;2356;5693;NUM_PEN;5062.0;A
2019;2356;275092;NUM_PEN;1059.0;A
2019;2357;5691;NUM_PEN;334.0;A
2019;2357;5692;NUM_PEN;846.0;A
2019;2357;5693;NUM_PEN;395.0;A
2019;2357;275092;NUM_PEN;70.0;A
2019;2358;5691;NUM_PEN;1156.0;A
2019;2358;5692;NUM_PEN;3131.0;A
2019;2358;5693;NUM_PEN;1474.0;A
2019;2358;275092;NUM_PEN;344.0;A
2019;2359;5691;NUM_PEN;751.0;A
2019;2359;5692;NUM_PEN;1962.0;A
2019;2359;5693;NUM_PEN;1210.0;A
2019;2359;275092;NUM_PEN;298.0;A
2019;2361;5691;NUM_PEN;674.0;A
2019;2361;5692;NUM_PEN;1661.0;A
2019;2361;5693;NUM_PEN;858.0;A
2019;2361;275092;NUM_PEN;177.0;A
2019;2397;5691;NUM_PEN;257.0;A
2019;2397;5692;NUM_PEN;609.0;A
2019;2397;5693;NUM_PEN;323.0;A
2019;2397;275092;NUM_PEN;62.0;A
2019;2362;5691;NUM_PEN;19.0;A
2019;2362;5692;NUM_PEN;73.0;A
2019;2362;5693;NUM_PEN;33.0;A
2019;2362;275092;NUM_PEN;12.0;A
2019;2363;5691;NUM_PEN;411.0;A
2019;2363;5692;NUM_PEN;1106.0;A
2019;2363;5693;NUM_PEN;441.0;A
2019;2363;275092;NUM_PEN;96.0;A
2019;2364;5691;NUM_PEN;117.0;A
2019;2364;5692;NUM_PEN;229.0;A
2019;2364;5693;NUM_PEN;108.0;A
2019;2364;275092;NUM_PEN;24.0;A
2019;2365;5691;NUM_PEN;3488.0;A
2019;2365;5692;NUM_PEN;14997.0;A
2019;2365;5693;NUM_PEN;7579.0;A
2019;2365;275092;NUM_PEN;1559.0;A
2019;2366;5691;NUM_PEN;107.0;A
2019;2366;5692;NUM_PEN;210.0;A
2019;2366;5693;NUM_PEN;125.0;A
2019;2366;275092;NUM_PEN;24.0;A
2019;2368;5691;NUM_PEN;2560.0;A
2019;2368;5692;NUM_PEN;5852.0;A
2019;2368;5693;NUM_PEN;2827.0;A
2019;2368;275092;NUM_PEN;784.0;A
2019;2369;5691;NUM_PEN;674.0;A
2019;2369;5692;NUM_PEN;1653.0;A
2019;2369;5693;NUM_PEN;788.0;A
2019;2369;275092;NUM_PEN;206.0;A
2019;2367;5691;NUM_PEN;546.0;A
2019;2367;5692;NUM_PEN;1743.0;A
2019;2367;5693;NUM_PEN;941.0;A
2019;2367;275092;NUM_PEN;218.0;A
2019;2370;5691;NUM_PEN;176.0;A
2019;2370;5692;NUM_PEN;647.0;A
2019;2370;5693;NUM_PEN;239.0;A
2019;2370;275092;NUM_PEN;60.0;A
2019;2371;5691;NUM_PEN;77.0;A
2019;2371;5692;NUM_PEN;321.0;A
2019;2371;5693;NUM_PEN;121.0;A
2019;2371;275092;NUM_PEN;16.0;A
2019;2372;5691;NUM_PEN;72.0;A
2019;2372;5692;NUM_PEN;269.0;A
2019;2372;5693;NUM_PEN;127.0;A
2019;2372;275092;NUM_PEN;20.0;A
2019;2373;5691;NUM_PEN;6521.0;A
2019;2373;5692;NUM_PEN;19793.0;A
2019;2373;5693;NUM_PEN;9435.0;A
2019;2373;275092;NUM_PEN;2287.0;A
2019;2374;5691;NUM_PEN;250.0;A
2019;2374;5692;NUM_PEN;867.0;A
2019;2374;5693;NUM_PEN;438.0;A
2019;2374;275092;NUM_PEN;111.0;A
2019;2375;5691;NUM_PEN;1740.0;A
2019;2375;5692;NUM_PEN;5371.0;A
2019;2375;5693;NUM_PEN;2875.0;A
2019;2375;275092;NUM_PEN;673.0;A
2019;2376;5691;NUM_PEN;398.0;A
2019;2376;5692;NUM_PEN;1043.0;A
2019;2376;5693;NUM_PEN;499.0;A
2019;2376;275092;NUM_PEN;124.0;A
2019;2377;5691;NUM_PEN;339.0;A
2019;2377;5692;NUM_PEN;1331.0;A
2019;2377;5693;NUM_PEN;583.0;A
2019;2377;275092;NUM_PEN;80.0;A
2019;2378;5691;NUM_PEN;269.0;A
2019;2378;5692;NUM_PEN;510.0;A
2019;2378;5693;NUM_PEN;229.0;A
2019;2378;275092;NUM_PEN;61.0;A
2019;2379;5691;NUM_PEN;207.0;A
2019;2379;5692;NUM_PEN;748.0;A
2019;2379;5693;NUM_PEN;345.0;A
2019;2379;275092;NUM_PEN;74.0;A
2019;2380;5691;NUM_PEN;2317.0;A
2019;2380;5692;NUM_PEN;7484.0;A
2019;2380;5693;NUM_PEN;3530.0;A
2019;2380;275092;NUM_PEN;938.0;A
2019;2381;5691;NUM_PEN;1523.0;A
2019;2381;5692;NUM_PEN;3344.0;A
2019;2381;5693;NUM_PEN;1706.0;A
2019;2381;275092;NUM_PEN;453.0;A
2019;2382;5691;NUM_PEN;618.0;A
2019;2382;5692;NUM_PEN;836.0;A
2019;2382;5693;NUM_PEN;354.0;A
2019;2382;275092;NUM_PEN;100.0;A
2019;2383;5691;NUM_PEN;669.0;A
2019;2383;5692;NUM_PEN;2361.0;A
2019;2383;5693;NUM_PEN;1037.0;A
2019;2383;275092;NUM_PEN;231.0;A
2019;2384;5691;NUM_PEN;2731.0;A
2019;2384;5692;NUM_PEN;7071.0;A
2019;2384;5693;NUM_PEN;3579.0;A
2019;2384;275092;NUM_PEN;951.0;A
2019;2398;5691;NUM_PEN;188.0;A
2019;2398;5692;NUM_PEN;534.0;A
2019;2398;5693;NUM_PEN;257.0;A
2019;2398;275092;NUM_PEN;60.0;A
2019;2386;5691;NUM_PEN;794.0;A
2019;2386;5692;NUM_PEN;2320.0;A
2019;2386;5693;NUM_PEN;1187.0;A
2019;2386;275092;NUM_PEN;256.0;A
2019;2385;5691;NUM_PEN;2538.0;A
2019;2385;5692;NUM_PEN;6117.0;A
2019;2385;5693;NUM_PEN;2869.0;A
2019;2385;275092;NUM_PEN;741.0;A
2019;2387;5691;NUM_PEN;136.0;A
2019;2387;5692;NUM_PEN;489.0;A
2019;2387;5693;NUM_PEN;173.0;A
2019;2387;275092;NUM_PEN;24.0;A
2019;2388;5691;NUM_PEN;524.0;A
2019;2388;5692;NUM_PEN;1592.0;A
2019;2388;5693;NUM_PEN;835.0;A
2019;2388;275092;NUM_PEN;148.0;A
2019;2389;5691;NUM_PEN;24.0;A
2019;2389;5692;NUM_PEN;174.0;A
2019;2389;5693;NUM_PEN;53.0;A
2019;2390;5691;NUM_PEN;336.0;A
2019;2390;5692;NUM_PEN;917.0;A
2019;2390;5693;NUM_PEN;366.0;A
2019;2390;275092;NUM_PEN;63.0;A
2019;2391;5691;NUM_PEN;499.0;A
2019;2391;5692;NUM_PEN;1871.0;A
2019;2391;5693;NUM_PEN;948.0;A
2019;2391;275092;NUM_PEN;172.0;A
2019;2392;5691;NUM_PEN;351.0;A
2019;2392;5692;NUM_PEN;1118.0;A
2019;2392;5693;NUM_PEN;624.0;A
2019;2392;275092;NUM_PEN;134.0;A
2019;2393;5691;NUM_PEN;14.0;A
2019;2393;5692;NUM_PEN;73.0;A
2019;2393;5693;NUM_PEN;19.0;A
2019;2394;5691;NUM_PEN;583.0;A
2019;2394;5692;NUM_PEN;1523.0;A
2019;2394;5693;NUM_PEN;706.0;A
2019;2394;275092;NUM_PEN;144.0;A
2019;2395;5691;NUM_PEN;49.0;A
2019;2395;5692;NUM_PEN;275.0;A
2019;2395;5693;NUM_PEN;98.0;A
2019;2395;275092;NUM_PEN;13.0;A
2019;ES613;5691;NUM_PEN;15243.0;A
2019;ES613;5692;NUM_PEN;104521.0;A
2019;ES613;5693;NUM_PEN;43364.0;A
2019;ES613;275092;NUM_PEN;8314.0;A
2019;2403;5691;NUM_PEN;119.0;A
2019;2403;5692;NUM_PEN;829.0;A
2019;2403;5693;NUM_PEN;279.0;A
2019;2403;275092;NUM_PEN;28.0;A
2019;2404;5691;NUM_PEN;430.0;A
2019;2404;5692;NUM_PEN;2141.0;A
2019;2404;5693;NUM_PEN;778.0;A
2019;2404;275092;NUM_PEN;159.0;A
2019;2405;5691;NUM_PEN;32.0;A
2019;2405;5692;NUM_PEN;247.0;A
2019;2405;5693;NUM_PEN;115.0;A
2019;2405;275092;NUM_PEN;27.0;A
2019;2406;5691;NUM_PEN;58.0;A
2019;2406;5692;NUM_PEN;466.0;A
2019;2406;5693;NUM_PEN;174.0;A
2019;2406;275092;NUM_PEN;26.0;A
2019;2407;5691;NUM_PEN;186.0;A
2019;2407;5692;NUM_PEN;1133.0;A
2019;2407;5693;NUM_PEN;475.0;A
2019;2407;275092;NUM_PEN;91.0;A
2019;2408;5691;NUM_PEN;23.0;A
2019;2408;5692;NUM_PEN;230.0;A
2019;2408;5693;NUM_PEN;99.0;A
2019;2408;275092;NUM_PEN;9.0;A
2019;2409;5691;NUM_PEN;535.0;A
2019;2409;5692;NUM_PEN;2441.0;A
2019;2409;5693;NUM_PEN;1026.0;A
2019;2409;275092;NUM_PEN;246.0;A
2019;2410;5691;NUM_PEN;41.0;A
2019;2410;5692;NUM_PEN;521.0;A
2019;2410;5693;NUM_PEN;273.0;A
2019;2410;275092;NUM_PEN;57.0;A
2019;2411;5691;NUM_PEN;53.0;A
2019;2411;5692;NUM_PEN;436.0;A
2019;2411;5693;NUM_PEN;255.0;A
2019;2411;275092;NUM_PEN;51.0;A
2019;2412;5691;NUM_PEN;122.0;A
2019;2412;5692;NUM_PEN;749.0;A
2019;2412;5693;NUM_PEN;303.0;A
2019;2412;275092;NUM_PEN;60.0;A
2019;2413;5691;NUM_PEN;20.0;A
2019;2413;5692;NUM_PEN;87.0;A
2019;2413;5693;NUM_PEN;41.0;A
2019;2413;275092;NUM_PEN;12.0;A
2019;2414;5691;NUM_PEN;130.0;A
2019;2414;5692;NUM_PEN;1324.0;A
