D_TERRITORIO_0;D_SECC_CNAE09_0;D_ESTADO_DATO_0;D_TEMPORAL_0;D_MACROMAG_CPA_0;INDICATOR;OBS_VALUE;FREQ
2482;273801;40124;2019;273773;Valor;2588.0;A
2482;273801;40124;2020;273762;Valor;;A
2482;273801;40124;2020;273763;Valor;;A
2482;273801;40124;2020;273764;Valor;;A
2482;273801;40124;2020;273765;Valor;;A
2482;273801;40124;2020;273766;Valor;;A
2482;273801;40124;2020;273767;Valor;;A
2482;273801;40124;2020;273768;Valor;;A
2482;273801;40124;2020;273769;Valor;;A
2482;273801;40124;2020;273770;Valor;;A
2482;273801;40124;2020;273771;Valor;;A
2482;273801;40124;2020;273772;Valor;;A
2482;273801;40124;2020;273773;Valor;;A
2482;273802;40123;2008;273760;Valor;1261105.0;A
2482;273802;40123;2008;273761;Valor;296055.0;A
2482;273802;40123;2008;273762;Valor;965050.0;A
2482;273802;40123;2008;273763;Valor;;A
2482;273802;40123;2008;273764;Valor;;A
2482;273802;40123;2008;273765;Valor;90.030036177;A
2482;273802;40123;2008;273766;Valor;;A
2482;273802;40123;2008;273767;Valor;;A
2482;273802;40123;2008;273768;Valor;769988.0;A
2482;273802;40123;2008;273769;Valor;-600.0;A
2482;273802;40123;2008;273770;Valor;195662.0;A
2482;273802;40123;2008;273771;Valor;26104.0;A
2482;273802;40123;2008;273772;Valor;26104.0;A
2482;273802;40123;2008;273773;Valor;0.0;A
2482;273802;40123;2009;273760;Valor;1291413.0;A
2482;273802;40123;2009;273761;Valor;295025.0;A
2482;273802;40123;2009;273762;Valor;996388.0;A
2482;273802;40123;2009;273763;Valor;;A
2482;273802;40123;2009;273764;Valor;;A
2482;273802;40123;2009;273765;Valor;90.800891492;A
2482;273802;40123;2009;273766;Valor;;A
2482;273802;40123;2009;273767;Valor;;A
2482;273802;40123;2009;273768;Valor;806753.0;A
2482;273802;40123;2009;273769;Valor;1308.0;A
2482;273802;40123;2009;273770;Valor;188327.0;A
2482;273802;40123;2009;273771;Valor;27021.0;A
2482;273802;40123;2009;273772;Valor;27021.0;A
2482;273802;40123;2009;273773;Valor;0.0;A
2482;273802;40123;2010;273760;Valor;1337046.0;A
2482;273802;40123;2010;273761;Valor;295336.0;A
2482;273802;40123;2010;273762;Valor;1041710.0;A
2482;273802;40123;2010;273763;Valor;;A
2482;273802;40123;2010;273764;Valor;;A
2482;273802;40123;2010;273765;Valor;96.445127044;A
2482;273802;40123;2010;273766;Valor;;A
2482;273802;40123;2010;273767;Valor;;A
2482;273802;40123;2010;273768;Valor;847461.0;A
2482;273802;40123;2010;273769;Valor;3639.0;A
2482;273802;40123;2010;273770;Valor;190610.0;A
2482;273802;40123;2010;273771;Valor;28531.0;A
2482;273802;40123;2010;273772;Valor;28531.0;A
2482;273802;40123;2010;273773;Valor;0.0;A
2482;273802;40123;2011;273760;Valor;1340833.0;A
2482;273802;40123;2011;273761;Valor;306472.0;A
2482;273802;40123;2011;273762;Valor;1034361.0;A
2482;273802;40123;2011;273763;Valor;;A
2482;273802;40123;2011;273764;Valor;;A
2482;273802;40123;2011;273765;Valor;97.469194748;A
2482;273802;40123;2011;273766;Valor;;A
2482;273802;40123;2011;273767;Valor;;A
2482;273802;40123;2011;273768;Valor;836725.0;A
2482;273802;40123;2011;273769;Valor;3677.0;A
2482;273802;40123;2011;273770;Valor;193959.0;A
2482;273802;40123;2011;273771;Valor;28043.0;A
2482;273802;40123;2011;273772;Valor;28043.0;A
2482;273802;40123;2011;273773;Valor;0.0;A
2482;273802;40123;2012;273760;Valor;1314625.0;A
2482;273802;40123;2012;273761;Valor;313161.0;A
2482;273802;40123;2012;273762;Valor;1001464.0;A
2482;273802;40123;2012;273763;Valor;;A
2482;273802;40123;2012;273764;Valor;;A
2482;273802;40123;2012;273765;Valor;97.649439737;A
2482;273802;40123;2012;273766;Valor;;A
2482;273802;40123;2012;273767;Valor;;A
2482;273802;40123;2012;273768;Valor;788349.0;A
2482;273802;40123;2012;273769;Valor;2426.0;A
2482;273802;40123;2012;273770;Valor;210689.0;A
2482;273802;40123;2012;273771;Valor;26204.0;A
2482;273802;40123;2012;273772;Valor;26204.0;A
2482;273802;40123;2012;273773;Valor;0.0;A
2482;273802;40123;2013;273760;Valor;1300963.0;A
2482;273802;40123;2013;273761;Valor;303246.0;A
2482;273802;40123;2013;273762;Valor;997717.0;A
2482;273802;40123;2013;273763;Valor;;A
2482;273802;40123;2013;273764;Valor;;A
2482;273802;40123;2013;273765;Valor;97.594863327;A
2482;273802;40123;2013;273766;Valor;;A
2482;273802;40123;2013;273767;Valor;;A
2482;273802;40123;2013;273768;Valor;786834.0;A
2482;273802;40123;2013;273769;Valor;2903.0;A
2482;273802;40123;2013;273770;Valor;207980.0;A
2482;273802;40123;2013;273771;Valor;25591.0;A
2482;273802;40123;2013;273772;Valor;25591.0;A
2482;273802;40123;2013;273773;Valor;0.0;A
2482;273802;40123;2014;273760;Valor;1316987.0;A
2482;273802;40123;2014;273761;Valor;307218.0;A
2482;273802;40123;2014;273762;Valor;1009769.0;A
2482;273802;40123;2014;273763;Valor;;A
2482;273802;40123;2014;273764;Valor;;A
2482;273802;40123;2014;273765;Valor;98.917639359;A
2482;273802;40123;2014;273766;Valor;;A
2482;273802;40123;2014;273767;Valor;;A
2482;273802;40123;2014;273768;Valor;799472.0;A
2482;273802;40123;2014;273769;Valor;3998.0;A
2482;273802;40123;2014;273770;Valor;206299.0;A
2482;273802;40123;2014;273771;Valor;26011.0;A
2482;273802;40123;2014;273772;Valor;26011.0;A
2482;273802;40123;2014;273773;Valor;0.0;A
2482;273802;40123;2015;273760;Valor;1333825.0;A
2482;273802;40123;2015;273761;Valor;296588.0;A
2482;273802;40123;2015;273762;Valor;1037237.0;A
2482;273802;40123;2015;273763;Valor;;A
2482;273802;40123;2015;273764;Valor;;A
2482;273802;40123;2015;273765;Valor;100.0;A
2482;273802;40123;2015;273766;Valor;;A
2482;273802;40123;2015;273767;Valor;;A
2482;273802;40123;2015;273768;Valor;818967.0;A
2482;273802;40123;2015;273769;Valor;3448.0;A
2482;273802;40123;2015;273770;Valor;214822.0;A
2482;273802;40123;2015;273771;Valor;26386.0;A
2482;273802;40123;2015;273772;Valor;26386.0;A
2482;273802;40123;2015;273773;Valor;0.0;A
2482;273802;40123;2016;273760;Valor;1332950.0;A
2482;273802;40123;2016;273761;Valor;290260.0;A
2482;273802;40123;2016;273762;Valor;1042690.0;A
2482;273802;40123;2016;273763;Valor;;A
2482;273802;40123;2016;273764;Valor;;A
2482;273802;40123;2016;273765;Valor;99.773103888;A
2482;273802;40123;2016;273766;Valor;;A
2482;273802;40123;2016;273767;Valor;;A
2482;273802;40123;2016;273768;Valor;814036.0;A
2482;273802;40123;2016;273769;Valor;4018.0;A
2482;273802;40123;2016;273770;Valor;224636.0;A
2482;273802;40123;2016;273771;Valor;26423.0;A
2482;273802;40123;2016;273772;Valor;26423.0;A
2482;273802;40123;2016;273773;Valor;0.0;A
2482;273802;40123;2017;273760;Valor;1391708.0;A
2482;273802;40123;2017;273761;Valor;319137.0;A
2482;273802;40123;2017;273762;Valor;1072571.0;A
2482;273802;40123;2017;273763;Valor;;A
2482;273802;40123;2017;273764;Valor;;A
2482;273802;40123;2017;273765;Valor;102.293922667;A
2482;273802;40123;2017;273766;Valor;;A
2482;273802;40123;2017;273767;Valor;;A
2482;273802;40123;2017;273768;Valor;841287.0;A
2482;273802;40123;2017;273769;Valor;4650.0;A
2482;273802;40123;2017;273770;Valor;226634.0;A
2482;273802;40123;2017;273771;Valor;27256.0;A
2482;273802;40123;2017;273772;Valor;27256.0;A
2482;273802;40123;2017;273773;Valor;0.0;A
2482;273802;40123;2018;273760;Valor;1448127.0;A
2482;273802;40123;2018;273761;Valor;357427.0;A
2482;273802;40123;2018;273762;Valor;1090700.0;A
2482;273802;40123;2018;273763;Valor;;A
2482;273802;40123;2018;273764;Valor;;A
2482;273802;40123;2018;273765;Valor;103.15173409;A
2482;273802;40123;2018;273766;Valor;;A
2482;273802;40123;2018;273767;Valor;;A
2482;273802;40123;2018;273768;Valor;851561.0;A
2482;273802;40123;2018;273769;Valor;4752.0;A
2482;273802;40123;2018;273770;Valor;234387.0;A
2482;273802;40123;2018;273771;Valor;28115.0;A
2482;273802;40123;2018;273772;Valor;28115.0;A
2482;273802;40123;2018;273773;Valor;0.0;A
2482;273802;40123;2019;273760;Valor;;A
2482;273802;40123;2019;273761;Valor;;A
2482;273802;40123;2019;273762;Valor;;A
2482;273802;40123;2019;273763;Valor;;A
2482;273802;40123;2019;273764;Valor;;A
2482;273802;40123;2019;273765;Valor;;A
2482;273802;40123;2019;273766;Valor;;A
2482;273802;40123;2019;273767;Valor;;A
2482;273802;40123;2019;273768;Valor;;A
2482;273802;40123;2019;273769;Valor;;A
2482;273802;40123;2019;273770;Valor;;A
2482;273802;40123;2019;273771;Valor;;A
2482;273802;40123;2019;273772;Valor;;A
2482;273802;40123;2019;273773;Valor;;A
2482;273802;40123;2020;273762;Valor;;A
2482;273802;40123;2020;273763;Valor;;A
2482;273802;40123;2020;273764;Valor;;A
2482;273802;40123;2020;273765;Valor;;A
2482;273802;40123;2020;273766;Valor;;A
2482;273802;40123;2020;273767;Valor;;A
2482;273802;40123;2020;273768;Valor;;A
2482;273802;40123;2020;273769;Valor;;A
2482;273802;40123;2020;273770;Valor;;A
2482;273802;40123;2020;273771;Valor;;A
2482;273802;40123;2020;273772;Valor;;A
2482;273802;40123;2020;273773;Valor;;A
2482;273802;40124;2008;273760;Valor;;A
2482;273802;40124;2008;273761;Valor;;A
2482;273802;40124;2008;273762;Valor;;A
2482;273802;40124;2008;273763;Valor;;A
2482;273802;40124;2008;273764;Valor;;A
2482;273802;40124;2008;273765;Valor;;A
2482;273802;40124;2008;273766;Valor;;A
2482;273802;40124;2008;273767;Valor;;A
2482;273802;40124;2008;273768;Valor;;A
2482;273802;40124;2008;273769;Valor;;A
2482;273802;40124;2008;273770;Valor;;A
2482;273802;40124;2008;273771;Valor;;A
2482;273802;40124;2008;273772;Valor;;A
2482;273802;40124;2008;273773;Valor;;A
2482;273802;40124;2009;273760;Valor;;A
2482;273802;40124;2009;273761;Valor;;A
2482;273802;40124;2009;273762;Valor;;A
2482;273802;40124;2009;273763;Valor;;A
2482;273802;40124;2009;273764;Valor;;A
2482;273802;40124;2009;273765;Valor;;A
2482;273802;40124;2009;273766;Valor;;A
2482;273802;40124;2009;273767;Valor;;A
2482;273802;40124;2009;273768;Valor;;A
2482;273802;40124;2009;273769;Valor;;A
2482;273802;40124;2009;273770;Valor;;A
2482;273802;40124;2009;273771;Valor;;A
2482;273802;40124;2009;273772;Valor;;A
2482;273802;40124;2009;273773;Valor;;A
2482;273802;40124;2010;273760;Valor;;A
2482;273802;40124;2010;273761;Valor;;A
2482;273802;40124;2010;273762;Valor;;A
2482;273802;40124;2010;273763;Valor;;A
2482;273802;40124;2010;273764;Valor;;A
2482;273802;40124;2010;273765;Valor;;A
2482;273802;40124;2010;273766;Valor;;A
2482;273802;40124;2010;273767;Valor;;A
2482;273802;40124;2010;273768;Valor;;A
2482;273802;40124;2010;273769;Valor;;A
2482;273802;40124;2010;273770;Valor;;A
2482;273802;40124;2010;273771;Valor;;A
2482;273802;40124;2010;273772;Valor;;A
2482;273802;40124;2010;273773;Valor;;A
2482;273802;40124;2011;273760;Valor;;A
2482;273802;40124;2011;273761;Valor;;A
2482;273802;40124;2011;273762;Valor;;A
2482;273802;40124;2011;273763;Valor;;A
2482;273802;40124;2011;273764;Valor;;A
2482;273802;40124;2011;273765;Valor;;A
2482;273802;40124;2011;273766;Valor;;A
2482;273802;40124;2011;273767;Valor;;A
2482;273802;40124;2011;273768;Valor;;A
2482;273802;40124;2011;273769;Valor;;A
2482;273802;40124;2011;273770;Valor;;A
2482;273802;40124;2011;273771;Valor;;A
2482;273802;40124;2011;273772;Valor;;A
2482;273802;40124;2011;273773;Valor;;A
2482;273802;40124;2012;273760;Valor;;A
2482;273802;40124;2012;273761;Valor;;A
2482;273802;40124;2012;273762;Valor;;A
2482;273802;40124;2012;273763;Valor;;A
2482;273802;40124;2012;273764;Valor;;A
2482;273802;40124;2012;273765;Valor;;A
2482;273802;40124;2012;273766;Valor;;A
2482;273802;40124;2012;273767;Valor;;A
2482;273802;40124;2012;273768;Valor;;A
2482;273802;40124;2012;273769;Valor;;A
2482;273802;40124;2012;273770;Valor;;A
2482;273802;40124;2012;273771;Valor;;A
2482;273802;40124;2012;273772;Valor;;A
2482;273802;40124;2012;273773;Valor;;A
2482;273802;40124;2013;273760;Valor;;A
2482;273802;40124;2013;273761;Valor;;A
2482;273802;40124;2013;273762;Valor;;A
2482;273802;40124;2013;273763;Valor;;A
2482;273802;40124;2013;273764;Valor;;A
2482;273802;40124;2013;273765;Valor;;A
2482;273802;40124;2013;273766;Valor;;A
2482;273802;40124;2013;273767;Valor;;A
2482;273802;40124;2013;273768;Valor;;A
2482;273802;40124;2013;273769;Valor;;A
2482;273802;40124;2013;273770;Valor;;A
2482;273802;40124;2013;273771;Valor;;A
2482;273802;40124;2013;273772;Valor;;A
2482;273802;40124;2013;273773;Valor;;A
2482;273802;40124;2014;273760;Valor;;A
2482;273802;40124;2014;273761;Valor;;A
2482;273802;40124;2014;273762;Valor;;A
2482;273802;40124;2014;273763;Valor;;A
2482;273802;40124;2014;273764;Valor;;A
2482;273802;40124;2014;273765;Valor;;A
2482;273802;40124;2014;273766;Valor;;A
2482;273802;40124;2014;273767;Valor;;A
2482;273802;40124;2014;273768;Valor;;A
2482;273802;40124;2014;273769;Valor;;A
2482;273802;40124;2014;273770;Valor;;A
2482;273802;40124;2014;273771;Valor;;A
2482;273802;40124;2014;273772;Valor;;A
2482;273802;40124;2014;273773;Valor;;A
2482;273802;40124;2015;273760;Valor;;A
2482;273802;40124;2015;273761;Valor;;A
2482;273802;40124;2015;273762;Valor;;A
2482;273802;40124;2015;273763;Valor;;A
2482;273802;40124;2015;273764;Valor;;A
2482;273802;40124;2015;273765;Valor;;A
2482;273802;40124;2015;273766;Valor;;A
2482;273802;40124;2015;273767;Valor;;A
2482;273802;40124;2015;273768;Valor;;A
2482;273802;40124;2015;273769;Valor;;A
2482;273802;40124;2015;273770;Valor;;A
2482;273802;40124;2015;273771;Valor;;A
2482;273802;40124;2015;273772;Valor;;A
2482;273802;40124;2015;273773;Valor;;A
2482;273802;40124;2016;273760;Valor;;A
2482;273802;40124;2016;273761;Valor;;A
2482;273802;40124;2016;273762;Valor;;A
2482;273802;40124;2016;273763;Valor;;A
2482;273802;40124;2016;273764;Valor;;A
2482;273802;40124;2016;273765;Valor;;A
2482;273802;40124;2016;273766;Valor;;A
2482;273802;40124;2016;273767;Valor;;A
2482;273802;40124;2016;273768;Valor;;A
2482;273802;40124;2016;273769;Valor;;A
2482;273802;40124;2016;273770;Valor;;A
2482;273802;40124;2016;273771;Valor;;A
2482;273802;40124;2016;273772;Valor;;A
2482;273802;40124;2016;273773;Valor;;A
2482;273802;40124;2017;273760;Valor;;A
2482;273802;40124;2017;273761;Valor;;A
2482;273802;40124;2017;273762;Valor;;A
2482;273802;40124;2017;273763;Valor;;A
2482;273802;40124;2017;273764;Valor;;A
2482;273802;40124;2017;273765;Valor;;A
2482;273802;40124;2017;273766;Valor;;A
2482;273802;40124;2017;273767;Valor;;A
2482;273802;40124;2017;273768;Valor;;A
2482;273802;40124;2017;273769;Valor;;A
2482;273802;40124;2017;273770;Valor;;A
2482;273802;40124;2017;273771;Valor;;A
2482;273802;40124;2017;273772;Valor;;A
2482;273802;40124;2017;273773;Valor;;A
2482;273802;40124;2018;273760;Valor;;A
2482;273802;40124;2018;273761;Valor;;A
2482;273802;40124;2018;273762;Valor;;A
2482;273802;40124;2018;273763;Valor;;A
2482;273802;40124;2018;273764;Valor;;A
2482;273802;40124;2018;273765;Valor;;A
2482;273802;40124;2018;273766;Valor;;A
2482;273802;40124;2018;273767;Valor;;A
2482;273802;40124;2018;273768;Valor;;A
2482;273802;40124;2018;273769;Valor;;A
2482;273802;40124;2018;273770;Valor;;A
2482;273802;40124;2018;273771;Valor;;A
2482;273802;40124;2018;273772;Valor;;A
2482;273802;40124;2018;273773;Valor;;A
2482;273802;40124;2019;273760;Valor;1427401.0;A
2482;273802;40124;2019;273761;Valor;322791.0;A
2482;273802;40124;2019;273762;Valor;1104610.0;A
2482;273802;40124;2019;273763;Valor;;A
2482;273802;40124;2019;273764;Valor;;A
2482;273802;40124;2019;273765;Valor;101.758520564;A
2482;273802;40124;2019;273766;Valor;;A
2482;273802;40124;2019;273767;Valor;;A
2482;273802;40124;2019;273768;Valor;886249.0;A
2482;273802;40124;2019;273769;Valor;4324.0;A
2482;273802;40124;2019;273770;Valor;214037.0;A
2482;273802;40124;2019;273771;Valor;27583.0;A
2482;273802;40124;2019;273772;Valor;27583.0;A
2482;273802;40124;2019;273773;Valor;0.0;A
2482;273802;40124;2020;273762;Valor;;A
2482;273802;40124;2020;273763;Valor;;A
2482;273802;40124;2020;273764;Valor;;A
2482;273802;40124;2020;273765;Valor;;A
2482;273802;40124;2020;273766;Valor;;A
2482;273802;40124;2020;273767;Valor;;A
2482;273802;40124;2020;273768;Valor;;A
2482;273802;40124;2020;273769;Valor;;A
2482;273802;40124;2020;273770;Valor;;A
2482;273802;40124;2020;273771;Valor;;A
2482;273802;40124;2020;273772;Valor;;A
2482;273802;40124;2020;273773;Valor;;A
2482;273803;40123;2008;273760;Valor;963276.0;A
2482;273803;40123;2008;273761;Valor;136126.0;A
2482;273803;40123;2008;273762;Valor;827150.0;A
2482;273803;40123;2008;273763;Valor;;A
2482;273803;40123;2008;273764;Valor;;A
2482;273803;40123;2008;273765;Valor;105.884788257;A
2482;273803;40123;2008;273766;Valor;;A
2482;273803;40123;2008;273767;Valor;;A
2482;273803;40123;2008;273768;Valor;722441.0;A
2482;273803;40123;2008;273769;Valor;-422.0;A
2482;273803;40123;2008;273770;Valor;105131.0;A
2482;273803;40123;2008;273771;Valor;20478.0;A
2482;273803;40123;2008;273772;Valor;19559.0;A
2482;273803;40123;2008;273773;Valor;919.0;A
2482;273803;40123;2009;273760;Valor;1027165.0;A
2482;273803;40123;2009;273761;Valor;161313.0;A
2482;273803;40123;2009;273762;Valor;865852.0;A
2482;273803;40123;2009;273763;Valor;;A
2482;273803;40123;2009;273764;Valor;;A
2482;273803;40123;2009;273765;Valor;106.938568441;A
2482;273803;40123;2009;273766;Valor;;A
2482;273803;40123;2009;273767;Valor;;A
2482;273803;40123;2009;273768;Valor;749981.0;A
2482;273803;40123;2009;273769;Valor;2004.0;A
2482;273803;40123;2009;273770;Valor;113867.0;A
2482;273803;40123;2009;273771;Valor;21020.0;A
2482;273803;40123;2009;273772;Valor;20084.0;A
2482;273803;40123;2009;273773;Valor;936.0;A
2482;273803;40123;2010;273760;Valor;1025791.0;A
2482;273803;40123;2010;273761;Valor;156417.0;A
2482;273803;40123;2010;273762;Valor;869374.0;A
2482;273803;40123;2010;273763;Valor;;A
2482;273803;40123;2010;273764;Valor;;A
2482;273803;40123;2010;273765;Valor;108.858437968;A
2482;273803;40123;2010;273766;Valor;;A
2482;273803;40123;2010;273767;Valor;;A
2482;273803;40123;2010;273768;Valor;749004.0;A
2482;273803;40123;2010;273769;Valor;2344.0;A
2482;273803;40123;2010;273770;Valor;118026.0;A
2482;273803;40123;2010;273771;Valor;20884.0;A
2482;273803;40123;2010;273772;Valor;20107.0;A
2482;273803;40123;2010;273773;Valor;777.0;A
2482;273803;40123;2011;273760;Valor;1109448.0;A
2482;273803;40123;2011;273761;Valor;192006.0;A
2482;273803;40123;2011;273762;Valor;917442.0;A
2482;273803;40123;2011;273763;Valor;;A
2482;273803;40123;2011;273764;Valor;;A
2482;273803;40123;2011;273765;Valor;116.857230567;A
2482;273803;40123;2011;273766;Valor;;A
2482;273803;40123;2011;273767;Valor;;A
2482;273803;40123;2011;273768;Valor;750295.0;A
2482;273803;40123;2011;273769;Valor;2450.0;A
2482;273803;40123;2011;273770;Valor;164697.0;A
2482;273803;40123;2011;273771;Valor;20905.0;A
2482;273803;40123;2011;273772;Valor;20210.0;A
2482;273803;40123;2011;273773;Valor;695.0;A
2482;273803;40123;2012;273760;Valor;940544.0;A
2482;273803;40123;2012;273761;Valor;148291.0;A
2482;273803;40123;2012;273762;Valor;792253.0;A
2482;273803;40123;2012;273763;Valor;;A
2482;273803;40123;2012;273764;Valor;;A
2482;273803;40123;2012;273765;Valor;102.904654639;A
2482;273803;40123;2012;273766;Valor;;A
2482;273803;40123;2012;273767;Valor;;A
2482;273803;40123;2012;273768;Valor;647505.0;A
2482;273803;40123;2012;273769;Valor;2904.0;A
2482;273803;40123;2012;273770;Valor;141844.0;A
2482;273803;40123;2012;273771;Valor;19241.0;A
2482;273803;40123;2012;273772;Valor;18414.0;A
2482;273803;40123;2012;273773;Valor;827.0;A
2482;273803;40123;2013;273760;Valor;939181.0;A
2482;273803;40123;2013;273761;Valor;146328.0;A
2482;273803;40123;2013;273762;Valor;792853.0;A
2482;273803;40123;2013;273763;Valor;;A
2482;273803;40123;2013;273764;Valor;;A
2482;273803;40123;2013;273765;Valor;102.51034289;A
2482;273803;40123;2013;273766;Valor;;A
2482;273803;40123;2013;273767;Valor;;A
2482;273803;40123;2013;273768;Valor;644900.0;A
2482;273803;40123;2013;273769;Valor;4046.0;A
2482;273803;40123;2013;273770;Valor;143907.0;A
2482;273803;40123;2013;273771;Valor;19022.0;A
2482;273803;40123;2013;273772;Valor;18122.0;A
2482;273803;40123;2013;273773;Valor;900.0;A
2482;273803;40123;2014;273760;Valor;887799.0;A
2482;273803;40123;2014;273761;Valor;112320.0;A
2482;273803;40123;2014;273762;Valor;775479.0;A
2482;273803;40123;2014;273763;Valor;;A
2482;273803;40123;2014;273764;Valor;;A
2482;273803;40123;2014;273765;Valor;99.501270152;A
2482;273803;40123;2014;273766;Valor;;A
2482;273803;40123;2014;273767;Valor;;A
2482;273803;40123;2014;273768;Valor;645612.0;A
2482;273803;40123;2014;273769;Valor;4408.0;A
2482;273803;40123;2014;273770;Valor;125459.0;A
2482;273803;40123;2014;273771;Valor;19618.0;A
2482;273803;40123;2014;273772;Valor;18657.0;A
2482;273803;40123;2014;273773;Valor;961.0;A
2482;273803;40123;2015;273760;Valor;950936.0;A
2482;273803;40123;2015;273761;Valor;152233.0;A
2482;273803;40123;2015;273762;Valor;798703.0;A
2482;273803;40123;2015;273763;Valor;;A
2482;273803;40123;2015;273764;Valor;;A
2482;273803;40123;2015;273765;Valor;100.0;A
2482;273803;40123;2015;273766;Valor;;A
2482;273803;40123;2015;273767;Valor;;A
2482;273803;40123;2015;273768;Valor;700059.0;A
2482;273803;40123;2015;273769;Valor;2286.0;A
2482;273803;40123;2015;273770;Valor;96358.0;A
2482;273803;40123;2015;273771;Valor;20038.0;A
2482;273803;40123;2015;273772;Valor;19101.0;A
2482;273803;40123;2015;273773;Valor;937.0;A
2482;273803;40123;2016;273760;Valor;983271.0;A
2482;273803;40123;2016;273761;Valor;157321.0;A
2482;273803;40123;2016;273762;Valor;825950.0;A
2482;273803;40123;2016;273763;Valor;;A
2482;273803;40123;2016;273764;Valor;;A
2482;273803;40123;2016;273765;Valor;102.149647762;A
2482;273803;40123;2016;273766;Valor;;A
2482;273803;40123;2016;273767;Valor;;A
2482;273803;40123;2016;273768;Valor;702440.0;A
2482;273803;40123;2016;273769;Valor;3607.0;A
2482;273803;40123;2016;273770;Valor;119903.0;A
2482;273803;40123;2016;273771;Valor;20595.0;A
2482;273803;40123;2016;273772;Valor;19495.0;A
2482;273803;40123;2016;273773;Valor;1100.0;A
2482;273803;40123;2017;273760;Valor;998107.0;A
2482;273803;40123;2017;273761;Valor;162193.0;A
2482;273803;40123;2017;273762;Valor;835914.0;A
2482;273803;40123;2017;273763;Valor;;A
2482;273803;40123;2017;273764;Valor;;A
2482;273803;40123;2017;273765;Valor;103.148588585;A
2482;273803;40123;2017;273766;Valor;;A
2482;273803;40123;2017;273767;Valor;;A
2482;273803;40123;2017;273768;Valor;711735.0;A
2482;273803;40123;2017;273769;Valor;4524.0;A
2482;273803;40123;2017;273770;Valor;119655.0;A
2482;273803;40123;2017;273771;Valor;20914.0;A
2482;273803;40123;2017;273772;Valor;19738.0;A
2482;273803;40123;2017;273773;Valor;1176.0;A
2482;273803;40123;2018;273760;Valor;1006659.0;A
2482;273803;40123;2018;273761;Valor;131436.0;A
2482;273803;40123;2018;273762;Valor;875223.0;A
2482;273803;40123;2018;273763;Valor;;A
2482;273803;40123;2018;273764;Valor;;A
2482;273803;40123;2018;273765;Valor;106.534085035;A
2482;273803;40123;2018;273766;Valor;;A
2482;273803;40123;2018;273767;Valor;;A
2482;273803;40123;2018;273768;Valor;733155.0;A
2482;273803;40123;2018;273769;Valor;4953.0;A
2482;273803;40123;2018;273770;Valor;137115.0;A
2482;273803;40123;2018;273771;Valor;20712.0;A
2482;273803;40123;2018;273772;Valor;19508.0;A
2482;273803;40123;2018;273773;Valor;1204.0;A
2482;273803;40123;2019;273760;Valor;;A
2482;273803;40123;2019;273761;Valor;;A
2482;273803;40123;2019;273762;Valor;;A
2482;273803;40123;2019;273763;Valor;;A
2482;273803;40123;2019;273764;Valor;;A
2482;273803;40123;2019;273765;Valor;;A
2482;273803;40123;2019;273766;Valor;;A
2482;273803;40123;2019;273767;Valor;;A
2482;273803;40123;2019;273768;Valor;;A
2482;273803;40123;2019;273769;Valor;;A
2482;273803;40123;2019;273770;Valor;;A
2482;273803;40123;2019;273771;Valor;;A
2482;273803;40123;2019;273772;Valor;;A
2482;273803;40123;2019;273773;Valor;;A
2482;273803;40123;2020;273762;Valor;;A
2482;273803;40123;2020;273763;Valor;;A
2482;273803;40123;2020;273764;Valor;;A
2482;273803;40123;2020;273765;Valor;;A
2482;273803;40123;2020;273766;Valor;;A
2482;273803;40123;2020;273767;Valor;;A
2482;273803;40123;2020;273768;Valor;;A
2482;273803;40123;2020;273769;Valor;;A
2482;273803;40123;2020;273770;Valor;;A
2482;273803;40123;2020;273771;Valor;;A
2482;273803;40123;2020;273772;Valor;;A
2482;273803;40123;2020;273773;Valor;;A
2482;273803;40124;2008;273760;Valor;;A
2482;273803;40124;2008;273761;Valor;;A
2482;273803;40124;2008;273762;Valor;;A
2482;273803;40124;2008;273763;Valor;;A
2482;273803;40124;2008;273764;Valor;;A
2482;273803;40124;2008;273765;Valor;;A
2482;273803;40124;2008;273766;Valor;;A
2482;273803;40124;2008;273767;Valor;;A
2482;273803;40124;2008;273768;Valor;;A
2482;273803;40124;2008;273769;Valor;;A
2482;273803;40124;2008;273770;Valor;;A
2482;273803;40124;2008;273771;Valor;;A
2482;273803;40124;2008;273772;Valor;;A
2482;273803;40124;2008;273773;Valor;;A
2482;273803;40124;2009;273760;Valor;;A
2482;273803;40124;2009;273761;Valor;;A
2482;273803;40124;2009;273762;Valor;;A
2482;273803;40124;2009;273763;Valor;;A
2482;273803;40124;2009;273764;Valor;;A
2482;273803;40124;2009;273765;Valor;;A
2482;273803;40124;2009;273766;Valor;;A
2482;273803;40124;2009;273767;Valor;;A
2482;273803;40124;2009;273768;Valor;;A
2482;273803;40124;2009;273769;Valor;;A
2482;273803;40124;2009;273770;Valor;;A
2482;273803;40124;2009;273771;Valor;;A
2482;273803;40124;2009;273772;Valor;;A
2482;273803;40124;2009;273773;Valor;;A
2482;273803;40124;2010;273760;Valor;;A
2482;273803;40124;2010;273761;Valor;;A
2482;273803;40124;2010;273762;Valor;;A
2482;273803;40124;2010;273763;Valor;;A
2482;273803;40124;2010;273764;Valor;;A
2482;273803;40124;2010;273765;Valor;;A
2482;273803;40124;2010;273766;Valor;;A
2482;273803;40124;2010;273767;Valor;;A
