ESTADO_DATO;TERRITORIO;CAT_HOTELES;TEMPORAL;RESITUR;INDICATOR;OBS_VALUE;FREQ;PARQUES_TURISMO
A;ES615;62148;2015;55565;ESTANCIA_MEDIA;1.966965668331899;A;
A;ES615;62148;2015;55697;ESTANCIA_MEDIA;1.8772522765971404;A;
A;ES615;62148;2014;55698;ESTANCIA_MEDIA;2.01384993381986;A;
A;ES615;62148;2014;55565;ESTANCIA_MEDIA;2.021718165097257;A;
A;ES615;62148;2014;55697;ESTANCIA_MEDIA;1.9600451816550748;A;
A;ES615;62148;2013;55698;ESTANCIA_MEDIA;2.123742871028906;A;
A;ES615;62148;2013;55565;ESTANCIA_MEDIA;2.1462638942746404;A;
A;ES615;62148;2013;55697;ESTANCIA_MEDIA;1.982236095841828;A;
A;ES615;62148;2012;55698;ESTANCIA_MEDIA;2.2411089304248004;A;
A;ES615;62148;2012;55565;ESTANCIA_MEDIA;2.2581866920916136;A;
A;ES615;62148;2012;55697;ESTANCIA_MEDIA;2.1344377065033444;A;
A;ES615;62148;2011;55698;ESTANCIA_MEDIA;2.1217396182238573;A;
A;ES615;62148;2011;55565;ESTANCIA_MEDIA;2.1432317839466695;A;
A;ES615;62148;2011;55697;ESTANCIA_MEDIA;1.9992615582104165;A;
A;ES615;62148;2010;55698;ESTANCIA_MEDIA;2.096821890153424;A;
A;ES615;62148;2010;55565;ESTANCIA_MEDIA;2.1036032679818426;A;
A;ES615;62148;2010;55697;ESTANCIA_MEDIA;2.061493255701116;A;
A;ES615;62148;2009;55698;ESTANCIA_MEDIA;2.1505204356623655;A;
A;ES615;62148;2009;55565;ESTANCIA_MEDIA;2.168392692323206;A;
A;ES615;62148;2009;55697;ESTANCIA_MEDIA;2.0444221682794717;A;
A;ES615;62148;2008;55698;ESTANCIA_MEDIA;2.2202244582074435;A;
A;ES615;62148;2008;55565;ESTANCIA_MEDIA;2.2377569806742175;A;
A;ES615;62148;2008;55697;ESTANCIA_MEDIA;2.1006806951586547;A;
A;ES615;62145;2020;55698;ESTANCIA_MEDIA;2.126908761384848;A;
A;ES615;62145;2020;55565;ESTANCIA_MEDIA;2.0640286291704255;A;
A;ES615;62145;2020;55697;ESTANCIA_MEDIA;5.293585804005872;A;
A;ES615;62145;2019;55698;ESTANCIA_MEDIA;2.142068826121055;A;
A;ES615;62145;2019;55565;ESTANCIA_MEDIA;2.0395742778828367;A;
A;ES615;62145;2019;55697;ESTANCIA_MEDIA;3.5537898663533993;A;
A;ES615;62145;2018;55698;ESTANCIA_MEDIA;2.024551366589394;A;
A;ES615;62145;2018;55565;ESTANCIA_MEDIA;1.953143437813838;A;
A;ES615;62145;2018;55697;ESTANCIA_MEDIA;2.9970059736510337;A;
A;ES615;62145;2017;55698;ESTANCIA_MEDIA;1.881046171349044;A;
A;ES615;62145;2017;55565;ESTANCIA_MEDIA;1.8501795336606468;A;
A;ES615;62145;2017;55697;ESTANCIA_MEDIA;2.4316048056690054;A;
A;ES615;62145;2016;55698;ESTANCIA_MEDIA;1.8509863426410165;A;
A;ES615;62145;2016;55565;ESTANCIA_MEDIA;1.8201248144446622;A;
A;ES615;62145;2016;55697;ESTANCIA_MEDIA;2.3237163338268023;A;
A;ES615;62145;2015;55698;ESTANCIA_MEDIA;1.8861491465112468;A;
A;ES615;62145;2015;55565;ESTANCIA_MEDIA;1.8731414942108402;A;
A;ES615;62145;2015;55697;ESTANCIA_MEDIA;2.0793273489731323;A;
A;ES615;62145;2014;55698;ESTANCIA_MEDIA;2.0200875335995088;A;
A;ES615;62145;2014;55565;ESTANCIA_MEDIA;1.9849347212870325;A;
A;ES615;62145;2014;55697;ESTANCIA_MEDIA;2.730575176604187;A;
A;ES615;62145;2013;55698;ESTANCIA_MEDIA;2.0965472302919967;A;
A;ES615;62145;2013;55565;ESTANCIA_MEDIA;2.04108610217935;A;
A;ES615;62145;2013;55697;ESTANCIA_MEDIA;3.0640976315424986;A;
A;ES615;62145;2012;55698;ESTANCIA_MEDIA;2.135496335395222;A;
A;ES615;62145;2012;55565;ESTANCIA_MEDIA;2.0857771910793605;A;
A;ES615;62145;2012;55697;ESTANCIA_MEDIA;3.3034954211273053;A;
A;ES615;62145;2011;55698;ESTANCIA_MEDIA;2.1844476873855685;A;
A;ES615;62145;2011;55565;ESTANCIA_MEDIA;2.1026503001986545;A;
A;ES615;62145;2011;55697;ESTANCIA_MEDIA;2.821560108188985;A;
A;ES615;62145;2010;55698;ESTANCIA_MEDIA;2.1237090003885015;A;
A;ES615;62145;2010;55565;ESTANCIA_MEDIA;2.1200850869672934;A;
A;ES615;62145;2010;55697;ESTANCIA_MEDIA;2.1587821812066066;A;
A;ES615;62145;2009;55698;ESTANCIA_MEDIA;2.222985869454382;A;
A;ES615;62145;2009;55565;ESTANCIA_MEDIA;2.2633260543131746;A;
A;ES615;62145;2009;55697;ESTANCIA_MEDIA;1.8172346980910334;A;
A;ES615;62145;2008;55698;ESTANCIA_MEDIA;2.2327854847419815;A;
A;ES615;62145;2008;55565;ESTANCIA_MEDIA;2.236126953621118;A;
A;ES615;62145;2008;55697;ESTANCIA_MEDIA;2.192398482303192;A;
A;ES615;264450;2020;55698;ESTANCIA_MEDIA;1.9761444937386086;A;
A;ES615;264450;2020;55565;ESTANCIA_MEDIA;1.9828045439018405;A;
A;ES615;264450;2020;55697;ESTANCIA_MEDIA;1.886353945606413;A;
A;ES615;264450;2019;55698;ESTANCIA_MEDIA;2.047721530345773;A;
A;ES615;264450;2019;55565;ESTANCIA_MEDIA;2.0259422455746323;A;
A;ES615;264450;2019;55697;ESTANCIA_MEDIA;2.1915001562810796;A;
A;ES615;264450;2018;55698;ESTANCIA_MEDIA;1.9564188601415957;A;
A;ES615;264450;2018;55565;ESTANCIA_MEDIA;1.9804340530998685;A;
A;ES615;264450;2018;55697;ESTANCIA_MEDIA;1.7701406975307776;A;
A;ES615;264450;2017;55698;ESTANCIA_MEDIA;1.9412847538497133;A;
A;ES615;264450;2017;55565;ESTANCIA_MEDIA;1.9591604012800665;A;
A;ES615;264450;2017;55697;ESTANCIA_MEDIA;1.8097707876140352;A;
A;ES615;264450;2016;55698;ESTANCIA_MEDIA;1.924238923108131;A;
A;ES615;264450;2016;55565;ESTANCIA_MEDIA;1.9498342966963698;A;
A;ES615;264450;2016;55697;ESTANCIA_MEDIA;1.6963238042677844;A;
A;ES615;264450;2015;55698;ESTANCIA_MEDIA;1.9619509695104986;A;
A;ES615;264450;2015;55565;ESTANCIA_MEDIA;1.969825730138495;A;
A;ES615;264450;2015;55697;ESTANCIA_MEDIA;1.8849508521009615;A;
A;ES615;264450;2014;55698;ESTANCIA_MEDIA;1.8461741130014238;A;
A;ES615;264450;2014;55565;ESTANCIA_MEDIA;1.8420897286314444;A;
A;ES615;264450;2014;55697;ESTANCIA_MEDIA;1.8810305069409656;A;
A;ES615;264450;2013;55698;ESTANCIA_MEDIA;1.920179952604145;A;
A;ES615;264450;2013;55565;ESTANCIA_MEDIA;1.8975938197878783;A;
A;ES615;264450;2013;55697;ESTANCIA_MEDIA;2.113867376573088;A;
A;ES615;264450;2012;55698;ESTANCIA_MEDIA;2.0105955564809626;A;
A;ES615;264450;2012;55565;ESTANCIA_MEDIA;1.9935625149967109;A;
A;ES615;264450;2012;55697;ESTANCIA_MEDIA;2.1858346201939782;A;
A;ES615;264450;2011;55698;ESTANCIA_MEDIA;2.0856567637568437;A;
A;ES615;264450;2011;55565;ESTANCIA_MEDIA;2.067705053258258;A;
A;ES615;264450;2011;55697;ESTANCIA_MEDIA;2.274582553294281;A;
A;ES615;264450;2010;55698;ESTANCIA_MEDIA;2.0491301244269358;A;
A;ES615;264450;2010;55565;ESTANCIA_MEDIA;2.0613899406001357;A;
A;ES615;264450;2010;55697;ESTANCIA_MEDIA;1.882630777552942;A;
A;ES615;264450;2009;55698;ESTANCIA_MEDIA;2.1164860351313433;A;
A;ES615;264450;2009;55565;ESTANCIA_MEDIA;2.1247563477340594;A;
A;ES615;264450;2009;55697;ESTANCIA_MEDIA;2.0190179600860563;A;
A;ES615;264450;2008;55698;ESTANCIA_MEDIA;2.1526223853621445;A;
A;ES615;264450;2008;55565;ESTANCIA_MEDIA;2.179082072084453;A;
A;ES615;264450;2008;55697;ESTANCIA_MEDIA;1.8655413717676148;A;
A;ES615;264449;2020;55698;ESTANCIA_MEDIA;2.071271956365317;A;
A;ES615;264449;2020;55565;ESTANCIA_MEDIA;2.0588647752082325;A;
A;ES615;264449;2020;55697;ESTANCIA_MEDIA;2.271067891381095;A;
A;ES615;264449;2019;55698;ESTANCIA_MEDIA;2.329736139055893;A;
A;ES615;264449;2019;55565;ESTANCIA_MEDIA;2.2906196770994254;A;
A;ES615;264449;2019;55697;ESTANCIA_MEDIA;2.5473768728869306;A;
A;ES615;264449;2018;55698;ESTANCIA_MEDIA;2.814984493201575;A;
A;ES615;264449;2018;55565;ESTANCIA_MEDIA;2.774616645696647;A;
A;ES615;264449;2018;55697;ESTANCIA_MEDIA;3.027954851397002;A;
A;ES615;264449;2017;55698;ESTANCIA_MEDIA;2.2620844471352406;A;
A;ES615;264449;2017;55565;ESTANCIA_MEDIA;2.2237664962486257;A;
A;ES615;264449;2017;55697;ESTANCIA_MEDIA;2.4312313239214927;A;
A;ES615;264449;2016;55698;ESTANCIA_MEDIA;2.8799154035978014;A;
A;ES615;264449;2016;55565;ESTANCIA_MEDIA;2.4385060523314963;A;
A;ES615;264449;2016;55697;ESTANCIA_MEDIA;5.29606133363369;A;
A;ES615;264449;2015;55698;ESTANCIA_MEDIA;2.6865731689119268;A;
A;ES615;264449;2015;55565;ESTANCIA_MEDIA;2.5166380716276064;A;
A;ES615;264449;2015;55697;ESTANCIA_MEDIA;3.8257689183380976;A;
A;ES615;264449;2014;55698;ESTANCIA_MEDIA;1.8495462260372773;A;
A;ES615;264449;2014;55565;ESTANCIA_MEDIA;1.8513449702655185;A;
A;ES615;264449;2014;55697;ESTANCIA_MEDIA;1.8334762929550579;A;
A;ES615;264449;2013;55698;ESTANCIA_MEDIA;1.7613734254348006;A;
A;ES615;264449;2013;55565;ESTANCIA_MEDIA;1.7149609774841192;A;
A;ES615;264449;2013;55697;ESTANCIA_MEDIA;2.4426696292958447;A;
A;ES615;264449;2012;55698;ESTANCIA_MEDIA;1.6321390469470645;A;
A;ES615;264449;2012;55565;ESTANCIA_MEDIA;1.5617206936584567;A;
A;ES615;264449;2012;55697;ESTANCIA_MEDIA;2.2951590309648706;A;
A;ES615;264449;2011;55698;ESTANCIA_MEDIA;1.725134909464671;A;
A;ES615;264449;2011;55565;ESTANCIA_MEDIA;1.7056119768645335;A;
A;ES615;264449;2011;55697;ESTANCIA_MEDIA;1.914268373283077;A;
A;ES615;264449;2010;55698;ESTANCIA_MEDIA;2.217890494973278;A;
A;ES615;264449;2010;55565;ESTANCIA_MEDIA;2.304700941538863;A;
A;ES615;264449;2010;55697;ESTANCIA_MEDIA;1.697992096616094;A;
A;ES615;264449;2009;55698;ESTANCIA_MEDIA;2.533574119158317;A;
A;ES615;264449;2009;55565;ESTANCIA_MEDIA;2.5498846827925923;A;
A;ES615;264449;2009;55697;ESTANCIA_MEDIA;2.400235717813889;A;
A;ES615;264449;2008;55698;ESTANCIA_MEDIA;2.4748923734234713;A;
A;ES615;264449;2008;55565;ESTANCIA_MEDIA;2.493368543327818;A;
A;ES615;264449;2008;55697;ESTANCIA_MEDIA;2.353049951287799;A;
A;ES615;62150;2020;55698;ESTANCIA_MEDIA;3.3795180722891565;A;
A;ES615;62150;2020;55565;ESTANCIA_MEDIA;3.208955223880597;A;
A;ES615;62150;2020;55697;ESTANCIA_MEDIA;4.09375;A;
A;ES615;62149;2020;55698;ESTANCIA_MEDIA;3.357430277178397;A;
A;ES615;62149;2020;55565;ESTANCIA_MEDIA;3.2754698666488555;A;
A;ES615;62149;2020;55697;ESTANCIA_MEDIA;4.212220542585665;A;
A;ES615;62149;2019;55698;ESTANCIA_MEDIA;3.866411742863494;A;
A;ES615;62149;2019;55565;ESTANCIA_MEDIA;3.4847458335311345;A;
A;ES615;62149;2019;55697;ESTANCIA_MEDIA;5.115551699425964;A;
A;ES615;62149;2018;55698;ESTANCIA_MEDIA;4.1137370176558035;A;
A;ES615;62149;2018;55565;ESTANCIA_MEDIA;3.6330459894593075;A;
A;ES615;62149;2018;55697;ESTANCIA_MEDIA;5.734144882119468;A;
A;ES615;62149;2017;55698;ESTANCIA_MEDIA;3.903175821177376;A;
A;ES615;62149;2017;55565;ESTANCIA_MEDIA;3.3532814657801477;A;
A;ES615;62149;2017;55697;ESTANCIA_MEDIA;5.461965877640816;A;
A;ES615;62149;2016;55698;ESTANCIA_MEDIA;3.881397282296877;A;
A;ES615;62149;2016;55565;ESTANCIA_MEDIA;3.393074836773157;A;
A;ES615;62149;2016;55697;ESTANCIA_MEDIA;5.4877644897435065;A;
A;ES615;62149;2015;55698;ESTANCIA_MEDIA;3.8082227572768836;A;
A;ES615;62149;2015;55565;ESTANCIA_MEDIA;3.4694117777619415;A;
A;ES615;62149;2015;55697;ESTANCIA_MEDIA;5.13013101010788;A;
A;ES615;62149;2014;55698;ESTANCIA_MEDIA;3.72358313077578;A;
A;ES615;62149;2014;55565;ESTANCIA_MEDIA;3.363209248713249;A;
A;ES615;62149;2014;55697;ESTANCIA_MEDIA;5.4734861801259544;A;
A;ES615;62149;2013;55698;ESTANCIA_MEDIA;3.540571701824292;A;
A;ES615;62149;2013;55565;ESTANCIA_MEDIA;3.2245457279762335;A;
A;ES615;62149;2013;55697;ESTANCIA_MEDIA;4.995292460715808;A;
A;ES615;62149;2012;55698;ESTANCIA_MEDIA;3.5230378307583603;A;
A;ES615;62149;2012;55565;ESTANCIA_MEDIA;3.1590636943401864;A;
A;ES615;62149;2012;55697;ESTANCIA_MEDIA;4.953642247196173;A;
A;ES615;62149;2011;55698;ESTANCIA_MEDIA;3.571713918215663;A;
A;ES615;62149;2011;55565;ESTANCIA_MEDIA;3.2334849327184343;A;
A;ES615;62149;2011;55697;ESTANCIA_MEDIA;5.157641277636007;A;
A;ES615;62149;2010;55698;ESTANCIA_MEDIA;3.5589352385664124;A;
A;ES615;62149;2010;55565;ESTANCIA_MEDIA;3.2378433694184277;A;
A;ES615;62149;2010;55697;ESTANCIA_MEDIA;4.897306939155859;A;
A;ES615;62149;2009;55698;ESTANCIA_MEDIA;3.419563649017663;A;
A;ES615;62149;2009;55565;ESTANCIA_MEDIA;3.123762975506461;A;
A;ES615;62149;2009;55697;ESTANCIA_MEDIA;4.711420728571166;A;
A;ES615;62149;2008;55698;ESTANCIA_MEDIA;3.326518706601735;A;
A;ES615;62149;2008;55565;ESTANCIA_MEDIA;2.903535195391875;A;
A;ES615;62149;2008;55697;ESTANCIA_MEDIA;5.0962551281714115;A;
A;ES616;264447;2020;55698;ESTANCIA_MEDIA;1.7336203150793386;A;
A;ES616;264447;2020;55565;ESTANCIA_MEDIA;1.7339601933016382;A;
A;ES616;264447;2020;55697;ESTANCIA_MEDIA;1.7300595463677402;A;
A;ES616;264447;2019;55698;ESTANCIA_MEDIA;1.6901259554979027;A;
A;ES616;264447;2019;55565;ESTANCIA_MEDIA;1.7115448185326936;A;
A;ES616;264447;2019;55697;ESTANCIA_MEDIA;1.5939742605024478;A;
A;ES616;264447;2018;55698;ESTANCIA_MEDIA;1.7406560460757552;A;
A;ES616;264447;2018;55565;ESTANCIA_MEDIA;1.756099026752099;A;
A;ES616;264447;2018;55697;ESTANCIA_MEDIA;1.666746733633166;A;
A;ES616;264447;2017;55698;ESTANCIA_MEDIA;1.6952451881064217;A;
A;ES616;264447;2017;55565;ESTANCIA_MEDIA;1.7162533341050528;A;
A;ES616;264447;2017;55697;ESTANCIA_MEDIA;1.6060667975551115;A;
A;ES616;264447;2016;55698;ESTANCIA_MEDIA;1.6752593436118208;A;
A;ES616;264447;2016;55565;ESTANCIA_MEDIA;1.6905662139704267;A;
A;ES616;264447;2016;55697;ESTANCIA_MEDIA;1.6065120440969967;A;
A;ES616;264447;2015;55698;ESTANCIA_MEDIA;1.592665184663066;A;
A;ES616;264447;2015;55565;ESTANCIA_MEDIA;1.6431997894651513;A;
A;ES616;264447;2015;55697;ESTANCIA_MEDIA;1.3806853835819208;A;
A;ES616;264447;2014;55698;ESTANCIA_MEDIA;1.6106131025051686;A;
A;ES616;264447;2014;55565;ESTANCIA_MEDIA;1.66662348595028;A;
A;ES616;264447;2014;55697;ESTANCIA_MEDIA;1.3667664504300392;A;
A;ES616;264447;2013;55698;ESTANCIA_MEDIA;1.6059586624768643;A;
A;ES616;264447;2013;55565;ESTANCIA_MEDIA;1.6390844993904008;A;
A;ES616;264447;2013;55697;ESTANCIA_MEDIA;1.4334388088499526;A;
A;ES616;264447;2012;55698;ESTANCIA_MEDIA;1.5695970820857506;A;
A;ES616;264447;2012;55565;ESTANCIA_MEDIA;1.6082775659732855;A;
A;ES616;264447;2012;55697;ESTANCIA_MEDIA;1.3700644771742176;A;
A;ES616;264447;2011;55698;ESTANCIA_MEDIA;1.5551572874557609;A;
A;ES616;264447;2011;55565;ESTANCIA_MEDIA;1.5818836350431984;A;
A;ES616;264447;2011;55697;ESTANCIA_MEDIA;1.425249747618546;A;
A;ES616;264447;2010;55698;ESTANCIA_MEDIA;1.5635036346797067;A;
A;ES616;264447;2010;55565;ESTANCIA_MEDIA;1.5938789817745103;A;
A;ES616;264447;2010;55697;ESTANCIA_MEDIA;1.3913552896900798;A;
A;ES616;264447;2009;55698;ESTANCIA_MEDIA;1.5454909833318595;A;
A;ES616;264447;2009;55565;ESTANCIA_MEDIA;1.5571080829592607;A;
A;ES616;264447;2009;55697;ESTANCIA_MEDIA;1.4702009270524068;A;
A;ES616;264447;2008;55698;ESTANCIA_MEDIA;1.5641912657916994;A;
A;ES616;264447;2008;55565;ESTANCIA_MEDIA;1.5827580221107562;A;
A;ES616;264447;2008;55697;ESTANCIA_MEDIA;1.4568025564139784;A;
A;ES616;264446;2020;55698;ESTANCIA_MEDIA;1.870181732924188;A;
A;ES616;264446;2020;55565;ESTANCIA_MEDIA;1.87996981863774;A;
A;ES616;264446;2020;55697;ESTANCIA_MEDIA;1.6433084940780858;A;
A;ES616;264446;2019;55698;ESTANCIA_MEDIA;1.8448460738025645;A;
A;ES616;264446;2019;55565;ESTANCIA_MEDIA;1.8700901082654915;A;
A;ES616;264446;2019;55697;ESTANCIA_MEDIA;1.5965970382378993;A;
A;ES616;264446;2018;55698;ESTANCIA_MEDIA;1.8528911473340364;A;
A;ES616;264446;2018;55565;ESTANCIA_MEDIA;1.8820944046534773;A;
A;ES616;264446;2018;55697;ESTANCIA_MEDIA;1.5887777008306043;A;
A;ES616;264446;2017;55698;ESTANCIA_MEDIA;1.8255574088301039;A;
A;ES616;264446;2017;55565;ESTANCIA_MEDIA;1.8677352954293558;A;
A;ES616;264446;2017;55697;ESTANCIA_MEDIA;1.5356498855779368;A;
A;ES616;264446;2016;55698;ESTANCIA_MEDIA;1.8074296194537987;A;
A;ES616;264446;2016;55565;ESTANCIA_MEDIA;1.8678316017841792;A;
A;ES616;264446;2016;55697;ESTANCIA_MEDIA;1.3967756203116357;A;
A;ES616;264446;2015;55698;ESTANCIA_MEDIA;1.793117128018192;A;
A;ES616;264446;2015;55565;ESTANCIA_MEDIA;1.826786450505734;A;
A;ES616;264446;2015;55697;ESTANCIA_MEDIA;1.5565541331035415;A;
A;ES616;264446;2014;55698;ESTANCIA_MEDIA;1.794166568632265;A;
A;ES616;264446;2014;55565;ESTANCIA_MEDIA;1.8303309366029947;A;
A;ES616;264446;2014;55697;ESTANCIA_MEDIA;1.5370147688844091;A;
A;ES616;264446;2013;55698;ESTANCIA_MEDIA;1.8209649051617869;A;
A;ES616;264446;2013;55565;ESTANCIA_MEDIA;1.8793822090477619;A;
A;ES616;264446;2013;55697;ESTANCIA_MEDIA;1.508013749703465;A;
A;ES616;264446;2012;55698;ESTANCIA_MEDIA;1.7626964048676828;A;
A;ES616;264446;2012;55565;ESTANCIA_MEDIA;1.806384698555905;A;
A;ES616;264446;2012;55697;ESTANCIA_MEDIA;1.506785373408291;A;
A;ES616;264446;2011;55698;ESTANCIA_MEDIA;1.8073142914842966;A;
A;ES616;264446;2011;55565;ESTANCIA_MEDIA;1.8509857961226992;A;
A;ES616;264446;2011;55697;ESTANCIA_MEDIA;1.524525224236317;A;
A;ES616;264446;2010;55698;ESTANCIA_MEDIA;1.7938652068557341;A;
A;ES616;264446;2010;55565;ESTANCIA_MEDIA;1.8367939105736923;A;
A;ES616;264446;2010;55697;ESTANCIA_MEDIA;1.5053926562057287;A;
A;ES616;264446;2009;55698;ESTANCIA_MEDIA;1.7954501173876707;A;
A;ES616;264446;2009;55565;ESTANCIA_MEDIA;1.820351149542927;A;
A;ES616;264446;2009;55697;ESTANCIA_MEDIA;1.6151664065820175;A;
A;ES616;264446;2008;55698;ESTANCIA_MEDIA;1.8326537781108327;A;
A;ES616;264446;2008;55565;ESTANCIA_MEDIA;1.8746307446762847;A;
A;ES616;264446;2008;55697;ESTANCIA_MEDIA;1.5313203091341374;A;
A;ES616;62148;2020;55698;ESTANCIA_MEDIA;1.7228603272140746;A;
A;ES616;62148;2020;55565;ESTANCIA_MEDIA;1.7494174970089986;A;
A;ES616;62148;2020;55697;ESTANCIA_MEDIA;1.3111979784400365;A;
A;ES616;62148;2019;55698;ESTANCIA_MEDIA;1.71623490338149;A;
A;ES616;62148;2019;55565;ESTANCIA_MEDIA;1.762710600335144;A;
A;ES616;62148;2019;55697;ESTANCIA_MEDIA;1.4525229727547635;A;
A;ES616;62148;2018;55698;ESTANCIA_MEDIA;1.6894108730206427;A;
A;ES616;62148;2018;55565;ESTANCIA_MEDIA;1.7579483327057934;A;
A;ES616;62148;2018;55697;ESTANCIA_MEDIA;1.341147239920023;A;
A;ES616;62148;2017;55698;ESTANCIA_MEDIA;1.6403539666760005;A;
A;ES616;62148;2017;55565;ESTANCIA_MEDIA;1.7409079228394595;A;
A;ES616;62148;2017;55697;ESTANCIA_MEDIA;1.2339037236700876;A;
A;ES616;62148;2016;55698;ESTANCIA_MEDIA;1.6503710936897094;A;
A;ES616;62148;2016;55565;ESTANCIA_MEDIA;1.7270605002240715;A;
A;ES616;62148;2016;55697;ESTANCIA_MEDIA;1.3368718278612817;A;
A;ES616;62148;2015;55698;ESTANCIA_MEDIA;1.6330329728746091;A;
A;ES616;62148;2015;55565;ESTANCIA_MEDIA;1.704001024620068;A;
A;ES616;62148;2015;55697;ESTANCIA_MEDIA;1.3430229150825956;A;
A;ES616;62148;2014;55698;ESTANCIA_MEDIA;1.743701556618104;A;
A;ES616;62148;2014;55565;ESTANCIA_MEDIA;1.7921159554360038;A;
A;ES616;62148;2014;55697;ESTANCIA_MEDIA;1.466662834836826;A;
A;ES616;62148;2013;55698;ESTANCIA_MEDIA;1.6430516169549083;A;
A;ES616;62148;2013;55565;ESTANCIA_MEDIA;1.6910381499042852;A;
A;ES616;62148;2013;55697;ESTANCIA_MEDIA;1.3540623282485713;A;
A;ES616;62148;2012;55698;ESTANCIA_MEDIA;1.610477582630044;A;
A;ES616;62148;2012;55565;ESTANCIA_MEDIA;1.6563485763384085;A;
A;ES616;62148;2012;55697;ESTANCIA_MEDIA;1.3469600379167967;A;
A;ES616;62148;2011;55698;ESTANCIA_MEDIA;1.5997802496125832;A;
A;ES616;62148;2011;55565;ESTANCIA_MEDIA;1.629615516950421;A;
A;ES616;62148;2011;55697;ESTANCIA_MEDIA;1.4130581627512082;A;
A;ES616;62148;2010;55698;ESTANCIA_MEDIA;1.6340691443984214;A;
A;ES616;62148;2010;55565;ESTANCIA_MEDIA;1.691838918100629;A;
A;ES616;62148;2010;55697;ESTANCIA_MEDIA;1.292072134874505;A;
A;ES616;62148;2009;55698;ESTANCIA_MEDIA;1.5589792050087843;A;
A;ES616;62148;2009;55565;ESTANCIA_MEDIA;1.6014439118225787;A;
A;ES616;62148;2009;55697;ESTANCIA_MEDIA;1.306169973325623;A;
A;ES616;62148;2008;55698;ESTANCIA_MEDIA;1.4806689299078408;A;
A;ES616;62148;2008;55565;ESTANCIA_MEDIA;1.5232957641481997;A;
A;ES616;62148;2008;55697;ESTANCIA_MEDIA;1.1982594781202804;A;
A;ES616;62145;2020;55698;ESTANCIA_MEDIA;1.8181491673223171;A;
A;ES616;62145;2020;55565;ESTANCIA_MEDIA;1.7533194959731477;A;
A;ES616;62145;2020;55697;ESTANCIA_MEDIA;3.6277681957108627;A;
A;ES616;62145;2019;55698;ESTANCIA_MEDIA;1.8020919106828381;A;
A;ES616;62145;2019;55565;ESTANCIA_MEDIA;1.8416174512469217;A;
A;ES616;62145;2019;55697;ESTANCIA_MEDIA;1.5181435517732378;A;
A;ES616;62145;2018;55698;ESTANCIA_MEDIA;1.8271624837278053;A;
A;ES616;62145;2018;55565;ESTANCIA_MEDIA;1.8260797889472808;A;
A;ES616;62145;2018;55697;ESTANCIA_MEDIA;1.833966434144303;A;
A;ES616;62145;2017;55698;ESTANCIA_MEDIA;1.8128931540779287;A;
A;ES616;62145;2017;55565;ESTANCIA_MEDIA;1.77822348537469;A;
A;ES616;62145;2017;55697;ESTANCIA_MEDIA;2.1683349666425435;A;
A;ES616;62145;2016;55698;ESTANCIA_MEDIA;1.737401925549503;A;
A;ES616;62145;2016;55565;ESTANCIA_MEDIA;1.7155932786777832;A;
A;ES616;62145;2016;55697;ESTANCIA_MEDIA;2.0551470588212375;A;
A;ES616;62145;2015;55698;ESTANCIA_MEDIA;1.936442471230175;A;
A;ES616;62145;2015;55565;ESTANCIA_MEDIA;1.8948562760003067;A;
A;ES616;62145;2015;55697;ESTANCIA_MEDIA;2.4123012272117417;A;
A;ES616;62145;2014;55698;ESTANCIA_MEDIA;1.9339822879306547;A;
A;ES616;62145;2014;55565;ESTANCIA_MEDIA;1.8643152463065904;A;
A;ES616;62145;2014;55697;ESTANCIA_MEDIA;2.6692034500215978;A;
A;ES616;62145;2013;55698;ESTANCIA_MEDIA;1.853704595208409;A;
A;ES616;62145;2013;55565;ESTANCIA_MEDIA;1.8331483563523088;A;
A;ES616;62145;2013;55697;ESTANCIA_MEDIA;2.04453573104287;A;
A;ES616;62145;2012;55698;ESTANCIA_MEDIA;1.7586671950398156;A;
A;ES616;62145;2012;55565;ESTANCIA_MEDIA;1.75664120704014;A;
A;ES616;62145;2012;55697;ESTANCIA_MEDIA;1.789296603932289;A;
A;ES616;62145;2011;55698;ESTANCIA_MEDIA;1.8786781345705954;A;
A;ES616;62145;2011;55565;ESTANCIA_MEDIA;1.8226438797931808;A;
A;ES616;62145;2011;55697;ESTANCIA_MEDIA;2.557405590504223;A;
A;ES616;62145;2010;55698;ESTANCIA_MEDIA;1.97992914909239;A;
A;ES616;62145;2010;55565;ESTANCIA_MEDIA;1.9851803537083612;A;
A;ES616;62145;2010;55697;ESTANCIA_MEDIA;1.8948829600958437;A;
A;ES616;62145;2009;55698;ESTANCIA_MEDIA;1.837487682465447;A;
A;ES616;62145;2009;55565;ESTANCIA_MEDIA;1.8580182002578052;A;
A;ES616;62145;2009;55697;ESTANCIA_MEDIA;1.569530437278043;A;
A;ES616;62145;2008;55698;ESTANCIA_MEDIA;1.7160210300954728;A;
A;ES616;62145;2008;55565;ESTANCIA_MEDIA;1.7389067706499064;A;
A;ES616;62145;2008;55697;ESTANCIA_MEDIA;1.3964404355176203;A;
A;ES616;264450;2020;55698;ESTANCIA_MEDIA;1.6855293479982894;A;
A;ES616;264450;2020;55565;ESTANCIA_MEDIA;1.6930149795591978;A;
A;ES616;264450;2020;55697;ESTANCIA_MEDIA;1.6000159001182888;A;
A;ES616;264450;2019;55698;ESTANCIA_MEDIA;1.6388823557082348;A;
