TEMPORAL;CIE10;TERRITORIO;SEXO;INDICATOR;OBS_VALUE;FREQ
2017;56093;ES613;F;DEATHS;71.0;A
2017;56093;ES614;_T;DEATHS;150.0;A
2017;56093;ES614;M;DEATHS;80.0;A
2017;56093;ES614;F;DEATHS;70.0;A
2017;56093;ES615;_T;DEATHS;95.0;A
2017;56093;ES615;M;DEATHS;43.0;A
2017;56093;ES615;F;DEATHS;52.0;A
2017;56093;ES616;_T;DEATHS;113.0;A
2017;56093;ES616;M;DEATHS;45.0;A
2017;56093;ES616;F;DEATHS;68.0;A
2017;56093;ES617;_T;DEATHS;215.0;A
2017;56093;ES617;M;DEATHS;108.0;A
2017;56093;ES617;F;DEATHS;107.0;A
2017;56093;ES618;_T;DEATHS;235.0;A
2017;56093;ES618;M;DEATHS;125.0;A
2017;56093;ES618;F;DEATHS;110.0;A
2017;56232;ES61;_T;DEATHS;18132.0;A
2017;56232;ES61;M;DEATHS;11203.0;A
2017;56232;ES61;F;DEATHS;6929.0;A
2017;56232;ES611;_T;DEATHS;1367.0;A
2017;56232;ES611;M;DEATHS;843.0;A
2017;56232;ES611;F;DEATHS;524.0;A
2017;56232;ES612;_T;DEATHS;2829.0;A
2017;56232;ES612;M;DEATHS;1721.0;A
2017;56232;ES612;F;DEATHS;1108.0;A
2017;56232;ES613;_T;DEATHS;1849.0;A
2017;56232;ES613;M;DEATHS;1181.0;A
2017;56232;ES613;F;DEATHS;668.0;A
2017;56232;ES614;_T;DEATHS;1971.0;A
2017;56232;ES614;M;DEATHS;1199.0;A
2017;56232;ES614;F;DEATHS;772.0;A
2017;56232;ES615;_T;DEATHS;1146.0;A
2017;56232;ES615;M;DEATHS;727.0;A
2017;56232;ES615;F;DEATHS;419.0;A
2017;56232;ES616;_T;DEATHS;1444.0;A
2017;56232;ES616;M;DEATHS;913.0;A
2017;56232;ES616;F;DEATHS;531.0;A
2017;56232;ES617;_T;DEATHS;3262.0;A
2017;56232;ES617;M;DEATHS;1992.0;A
2017;56232;ES617;F;DEATHS;1270.0;A
2017;56232;ES618;_T;DEATHS;4264.0;A
2017;56232;ES618;M;DEATHS;2627.0;A
2017;56232;ES618;F;DEATHS;1637.0;A
2017;56266;ES61;_T;DEATHS;323.0;A
2017;56266;ES61;M;DEATHS;151.0;A
2017;56266;ES61;F;DEATHS;172.0;A
2017;56266;ES611;_T;DEATHS;20.0;A
2017;56266;ES611;M;DEATHS;14.0;A
2017;56266;ES611;F;DEATHS;6.0;A
2017;56266;ES612;_T;DEATHS;44.0;A
2017;56266;ES612;M;DEATHS;19.0;A
2017;56266;ES612;F;DEATHS;25.0;A
2017;56266;ES613;_T;DEATHS;42.0;A
2017;56266;ES613;M;DEATHS;13.0;A
2017;56266;ES613;F;DEATHS;29.0;A
2017;56266;ES614;_T;DEATHS;35.0;A
2017;56266;ES614;M;DEATHS;17.0;A
2017;56266;ES614;F;DEATHS;18.0;A
2017;56266;ES615;_T;DEATHS;28.0;A
2017;56266;ES615;M;DEATHS;15.0;A
2017;56266;ES615;F;DEATHS;13.0;A
2017;56266;ES616;_T;DEATHS;48.0;A
2017;56266;ES616;M;DEATHS;25.0;A
2017;56266;ES616;F;DEATHS;23.0;A
2017;56266;ES617;_T;DEATHS;52.0;A
2017;56266;ES617;M;DEATHS;26.0;A
2017;56266;ES617;F;DEATHS;26.0;A
2017;56266;ES618;_T;DEATHS;54.0;A
2017;56266;ES618;M;DEATHS;22.0;A
2017;56266;ES618;F;DEATHS;32.0;A
2017;56338;ES61;_T;DEATHS;2220.0;A
2017;56338;ES61;M;DEATHS;920.0;A
2017;56338;ES61;F;DEATHS;1300.0;A
2017;56338;ES611;_T;DEATHS;197.0;A
2017;56338;ES611;M;DEATHS;74.0;A
2017;56338;ES611;F;DEATHS;123.0;A
2017;56338;ES612;_T;DEATHS;354.0;A
2017;56338;ES612;M;DEATHS;133.0;A
2017;56338;ES612;F;DEATHS;221.0;A
2017;56338;ES613;_T;DEATHS;322.0;A
2017;56338;ES613;M;DEATHS;129.0;A
2017;56338;ES613;F;DEATHS;193.0;A
2017;56338;ES614;_T;DEATHS;265.0;A
2017;56338;ES614;M;DEATHS;111.0;A
2017;56338;ES614;F;DEATHS;154.0;A
2017;56338;ES615;_T;DEATHS;152.0;A
2017;56338;ES615;M;DEATHS;56.0;A
2017;56338;ES615;F;DEATHS;96.0;A
2017;56338;ES616;_T;DEATHS;251.0;A
2017;56338;ES616;M;DEATHS;116.0;A
2017;56338;ES616;F;DEATHS;135.0;A
2017;56338;ES617;_T;DEATHS;329.0;A
2017;56338;ES617;M;DEATHS;141.0;A
2017;56338;ES617;F;DEATHS;188.0;A
2017;56338;ES618;_T;DEATHS;350.0;A
2017;56338;ES618;M;DEATHS;160.0;A
2017;56338;ES618;F;DEATHS;190.0;A
2017;56416;ES61;_T;DEATHS;2325.0;A
2017;56416;ES61;M;DEATHS;791.0;A
2017;56416;ES61;F;DEATHS;1534.0;A
2017;56416;ES611;_T;DEATHS;204.0;A
2017;56416;ES611;M;DEATHS;68.0;A
2017;56416;ES611;F;DEATHS;136.0;A
2017;56416;ES612;_T;DEATHS;352.0;A
2017;56416;ES612;M;DEATHS;136.0;A
2017;56416;ES612;F;DEATHS;216.0;A
2017;56416;ES613;_T;DEATHS;362.0;A
2017;56416;ES613;M;DEATHS;114.0;A
2017;56416;ES613;F;DEATHS;248.0;A
2017;56416;ES614;_T;DEATHS;245.0;A
2017;56416;ES614;M;DEATHS;88.0;A
2017;56416;ES614;F;DEATHS;157.0;A
2017;56416;ES615;_T;DEATHS;80.0;A
2017;56416;ES615;M;DEATHS;24.0;A
2017;56416;ES615;F;DEATHS;56.0;A
2017;56416;ES616;_T;DEATHS;248.0;A
2017;56416;ES616;M;DEATHS;83.0;A
2017;56416;ES616;F;DEATHS;165.0;A
2017;56416;ES617;_T;DEATHS;446.0;A
2017;56416;ES617;M;DEATHS;148.0;A
2017;56416;ES617;F;DEATHS;298.0;A
2017;56416;ES618;_T;DEATHS;388.0;A
2017;56416;ES618;M;DEATHS;130.0;A
2017;56416;ES618;F;DEATHS;258.0;A
2017;56536;ES61;_T;DEATHS;3992.0;A
2017;56536;ES61;M;DEATHS;1584.0;A
2017;56536;ES61;F;DEATHS;2408.0;A
2017;56536;ES611;_T;DEATHS;299.0;A
2017;56536;ES611;M;DEATHS;118.0;A
2017;56536;ES611;F;DEATHS;181.0;A
2017;56536;ES612;_T;DEATHS;538.0;A
2017;56536;ES612;M;DEATHS;206.0;A
2017;56536;ES612;F;DEATHS;332.0;A
2017;56536;ES613;_T;DEATHS;334.0;A
2017;56536;ES613;M;DEATHS;136.0;A
2017;56536;ES613;F;DEATHS;198.0;A
2017;56536;ES614;_T;DEATHS;522.0;A
2017;56536;ES614;M;DEATHS;200.0;A
2017;56536;ES614;F;DEATHS;322.0;A
2017;56536;ES615;_T;DEATHS;263.0;A
2017;56536;ES615;M;DEATHS;101.0;A
2017;56536;ES615;F;DEATHS;162.0;A
2017;56536;ES616;_T;DEATHS;355.0;A
2017;56536;ES616;M;DEATHS;150.0;A
2017;56536;ES616;F;DEATHS;205.0;A
2017;56536;ES617;_T;DEATHS;767.0;A
2017;56536;ES617;M;DEATHS;308.0;A
2017;56536;ES617;F;DEATHS;459.0;A
2017;56536;ES618;_T;DEATHS;914.0;A
2017;56536;ES618;M;DEATHS;365.0;A
2017;56536;ES618;F;DEATHS;549.0;A
2017;56604;ES61;_T;DEATHS;22908.0;A
2017;56604;ES61;M;DEATHS;10405.0;A
2017;56604;ES61;F;DEATHS;12503.0;A
2017;56604;ES611;_T;DEATHS;1330.0;A
2017;56604;ES611;M;DEATHS;679.0;A
2017;56604;ES611;F;DEATHS;651.0;A
2017;56604;ES612;_T;DEATHS;3011.0;A
2017;56604;ES612;M;DEATHS;1422.0;A
2017;56604;ES612;F;DEATHS;1589.0;A
2017;56604;ES613;_T;DEATHS;2491.0;A
2017;56604;ES613;M;DEATHS;1118.0;A
2017;56604;ES613;F;DEATHS;1373.0;A
2017;56604;ES614;_T;DEATHS;2489.0;A
2017;56604;ES614;M;DEATHS;1144.0;A
2017;56604;ES614;F;DEATHS;1345.0;A
2017;56604;ES615;_T;DEATHS;1446.0;A
2017;56604;ES615;M;DEATHS;624.0;A
2017;56604;ES615;F;DEATHS;822.0;A
2017;56604;ES616;_T;DEATHS;1936.0;A
2017;56604;ES616;M;DEATHS;885.0;A
2017;56604;ES616;F;DEATHS;1051.0;A
2017;56604;ES617;_T;DEATHS;4107.0;A
2017;56604;ES617;M;DEATHS;1950.0;A
2017;56604;ES617;F;DEATHS;2157.0;A
2017;56604;ES618;_T;DEATHS;6098.0;A
2017;56604;ES618;M;DEATHS;2583.0;A
2017;56604;ES618;F;DEATHS;3515.0;A
2017;56669;ES61;_T;DEATHS;7851.0;A
2017;56669;ES61;M;DEATHS;4540.0;A
2017;56669;ES61;F;DEATHS;3311.0;A
2017;56669;ES611;_T;DEATHS;613.0;A
2017;56669;ES611;M;DEATHS;357.0;A
2017;56669;ES611;F;DEATHS;256.0;A
2017;56669;ES612;_T;DEATHS;921.0;A
2017;56669;ES612;M;DEATHS;555.0;A
2017;56669;ES612;F;DEATHS;366.0;A
2017;56669;ES613;_T;DEATHS;1036.0;A
2017;56669;ES613;M;DEATHS;596.0;A
2017;56669;ES613;F;DEATHS;440.0;A
2017;56669;ES614;_T;DEATHS;932.0;A
2017;56669;ES614;M;DEATHS;543.0;A
2017;56669;ES614;F;DEATHS;389.0;A
2017;56669;ES615;_T;DEATHS;442.0;A
2017;56669;ES615;M;DEATHS;237.0;A
2017;56669;ES615;F;DEATHS;205.0;A
2017;56669;ES616;_T;DEATHS;879.0;A
2017;56669;ES616;M;DEATHS;492.0;A
2017;56669;ES616;F;DEATHS;387.0;A
2017;56669;ES617;_T;DEATHS;1348.0;A
2017;56669;ES617;M;DEATHS;799.0;A
2017;56669;ES617;F;DEATHS;549.0;A
2017;56669;ES618;_T;DEATHS;1680.0;A
2017;56669;ES618;M;DEATHS;961.0;A
2017;56669;ES618;F;DEATHS;719.0;A
2017;56737;ES61;_T;DEATHS;3857.0;A
2017;56737;ES61;M;DEATHS;2052.0;A
2017;56737;ES61;F;DEATHS;1805.0;A
2017;56737;ES611;_T;DEATHS;268.0;A
2017;56737;ES611;M;DEATHS;149.0;A
2017;56737;ES611;F;DEATHS;119.0;A
2017;56737;ES612;_T;DEATHS;505.0;A
2017;56737;ES612;M;DEATHS;277.0;A
2017;56737;ES612;F;DEATHS;228.0;A
2017;56737;ES613;_T;DEATHS;445.0;A
2017;56737;ES613;M;DEATHS;231.0;A
2017;56737;ES613;F;DEATHS;214.0;A
2017;56737;ES614;_T;DEATHS;424.0;A
2017;56737;ES614;M;DEATHS;234.0;A
2017;56737;ES614;F;DEATHS;190.0;A
2017;56737;ES615;_T;DEATHS;237.0;A
2017;56737;ES615;M;DEATHS;123.0;A
2017;56737;ES615;F;DEATHS;114.0;A
2017;56737;ES616;_T;DEATHS;454.0;A
2017;56737;ES616;M;DEATHS;251.0;A
2017;56737;ES616;F;DEATHS;203.0;A
2017;56737;ES617;_T;DEATHS;679.0;A
2017;56737;ES617;M;DEATHS;347.0;A
2017;56737;ES617;F;DEATHS;332.0;A
2017;56737;ES618;_T;DEATHS;845.0;A
2017;56737;ES618;M;DEATHS;440.0;A
2017;56737;ES618;F;DEATHS;405.0;A
2017;56805;ES61;_T;DEATHS;264.0;A
2017;56805;ES61;M;DEATHS;92.0;A
2017;56805;ES61;F;DEATHS;172.0;A
2017;56805;ES611;_T;DEATHS;12.0;A
2017;56805;ES611;M;DEATHS;9.0;A
2017;56805;ES611;F;DEATHS;3.0;A
2017;56805;ES612;_T;DEATHS;56.0;A
2017;56805;ES612;M;DEATHS;23.0;A
2017;56805;ES612;F;DEATHS;33.0;A
2017;56805;ES613;_T;DEATHS;25.0;A
2017;56805;ES613;M;DEATHS;4.0;A
2017;56805;ES613;F;DEATHS;21.0;A
2017;56805;ES614;_T;DEATHS;37.0;A
2017;56805;ES614;M;DEATHS;9.0;A
2017;56805;ES614;F;DEATHS;28.0;A
2017;56805;ES615;_T;DEATHS;19.0;A
2017;56805;ES615;M;DEATHS;4.0;A
2017;56805;ES615;F;DEATHS;15.0;A
2017;56805;ES616;_T;DEATHS;15.0;A
2017;56805;ES616;M;DEATHS;4.0;A
2017;56805;ES616;F;DEATHS;11.0;A
2017;56805;ES617;_T;DEATHS;46.0;A
2017;56805;ES617;M;DEATHS;17.0;A
2017;56805;ES617;F;DEATHS;29.0;A
2017;56805;ES618;_T;DEATHS;54.0;A
2017;56805;ES618;M;DEATHS;22.0;A
2017;56805;ES618;F;DEATHS;32.0;A
2017;56873;ES61;_T;DEATHS;872.0;A
2017;56873;ES61;M;DEATHS;306.0;A
2017;56873;ES61;F;DEATHS;566.0;A
2017;56873;ES611;_T;DEATHS;72.0;A
2017;56873;ES611;M;DEATHS;20.0;A
2017;56873;ES611;F;DEATHS;52.0;A
2017;56873;ES612;_T;DEATHS;106.0;A
2017;56873;ES612;M;DEATHS;31.0;A
2017;56873;ES612;F;DEATHS;75.0;A
2017;56873;ES613;_T;DEATHS;98.0;A
2017;56873;ES613;M;DEATHS;38.0;A
2017;56873;ES613;F;DEATHS;60.0;A
2017;56873;ES614;_T;DEATHS;114.0;A
2017;56873;ES614;M;DEATHS;38.0;A
2017;56873;ES614;F;DEATHS;76.0;A
2017;56873;ES615;_T;DEATHS;65.0;A
2017;56873;ES615;M;DEATHS;24.0;A
2017;56873;ES615;F;DEATHS;41.0;A
2017;56873;ES616;_T;DEATHS;118.0;A
2017;56873;ES616;M;DEATHS;49.0;A
2017;56873;ES616;F;DEATHS;69.0;A
2017;56873;ES617;_T;DEATHS;115.0;A
2017;56873;ES617;M;DEATHS;40.0;A
2017;56873;ES617;F;DEATHS;75.0;A
2017;56873;ES618;_T;DEATHS;184.0;A
2017;56873;ES618;M;DEATHS;66.0;A
2017;56873;ES618;F;DEATHS;118.0;A
2017;56947;ES61;_T;DEATHS;2233.0;A
2017;56947;ES61;M;DEATHS;988.0;A
2017;56947;ES61;F;DEATHS;1245.0;A
2017;56947;ES611;_T;DEATHS;172.0;A
2017;56947;ES611;M;DEATHS;67.0;A
2017;56947;ES611;F;DEATHS;105.0;A
2017;56947;ES612;_T;DEATHS;372.0;A
2017;56947;ES612;M;DEATHS;154.0;A
2017;56947;ES612;F;DEATHS;218.0;A
2017;56947;ES613;_T;DEATHS;226.0;A
2017;56947;ES613;M;DEATHS;102.0;A
2017;56947;ES613;F;DEATHS;124.0;A
2017;56947;ES614;_T;DEATHS;314.0;A
2017;56947;ES614;M;DEATHS;145.0;A
2017;56947;ES614;F;DEATHS;169.0;A
2017;56947;ES615;_T;DEATHS;135.0;A
2017;56947;ES615;M;DEATHS;57.0;A
2017;56947;ES615;F;DEATHS;78.0;A
2017;56947;ES616;_T;DEATHS;186.0;A
2017;56947;ES616;M;DEATHS;95.0;A
2017;56947;ES616;F;DEATHS;91.0;A
2017;56947;ES617;_T;DEATHS;368.0;A
2017;56947;ES617;M;DEATHS;171.0;A
2017;56947;ES617;F;DEATHS;197.0;A
2017;56947;ES618;_T;DEATHS;460.0;A
2017;56947;ES618;M;DEATHS;197.0;A
2017;56947;ES618;F;DEATHS;263.0;A
2017;57078;ES61;_T;DEATHS;132.0;A
2017;57078;ES61;M;DEATHS;78.0;A
2017;57078;ES61;F;DEATHS;54.0;A
2017;57078;ES611;_T;DEATHS;11.0;A
2017;57078;ES611;M;DEATHS;5.0;A
2017;57078;ES611;F;DEATHS;6.0;A
2017;57078;ES612;_T;DEATHS;25.0;A
2017;57078;ES612;M;DEATHS;15.0;A
2017;57078;ES612;F;DEATHS;10.0;A
2017;57078;ES613;_T;DEATHS;13.0;A
2017;57078;ES613;M;DEATHS;7.0;A
2017;57078;ES613;F;DEATHS;6.0;A
2017;57078;ES614;_T;DEATHS;15.0;A
2017;57078;ES614;M;DEATHS;9.0;A
2017;57078;ES614;F;DEATHS;6.0;A
2017;57078;ES615;_T;DEATHS;3.0;A
2017;57078;ES615;M;DEATHS;2.0;A
2017;57078;ES615;F;DEATHS;1.0;A
2017;57078;ES616;_T;DEATHS;2.0;A
2017;57078;ES616;M;DEATHS;2.0;A
2017;57078;ES617;_T;DEATHS;27.0;A
2017;57078;ES617;M;DEATHS;15.0;A
2017;57078;ES617;F;DEATHS;12.0;A
2017;57078;ES618;_T;DEATHS;36.0;A
2017;57078;ES618;M;DEATHS;23.0;A
2017;57078;ES618;F;DEATHS;13.0;A
2017;57167;ES61;_T;DEATHS;162.0;A
2017;57167;ES61;M;DEATHS;86.0;A
2017;57167;ES61;F;DEATHS;76.0;A
2017;57167;ES611;_T;DEATHS;21.0;A
2017;57167;ES611;M;DEATHS;12.0;A
2017;57167;ES611;F;DEATHS;9.0;A
2017;57167;ES612;_T;DEATHS;27.0;A
2017;57167;ES612;M;DEATHS;13.0;A
2017;57167;ES612;F;DEATHS;14.0;A
2017;57167;ES613;_T;DEATHS;15.0;A
2017;57167;ES613;M;DEATHS;9.0;A
2017;57167;ES613;F;DEATHS;6.0;A
2017;57167;ES614;_T;DEATHS;13.0;A
2017;57167;ES614;M;DEATHS;7.0;A
2017;57167;ES614;F;DEATHS;6.0;A
2017;57167;ES615;_T;DEATHS;9.0;A
2017;57167;ES615;M;DEATHS;5.0;A
2017;57167;ES615;F;DEATHS;4.0;A
2017;57167;ES616;_T;DEATHS;12.0;A
2017;57167;ES616;M;DEATHS;6.0;A
2017;57167;ES616;F;DEATHS;6.0;A
2017;57167;ES617;_T;DEATHS;25.0;A
2017;57167;ES617;M;DEATHS;13.0;A
2017;57167;ES617;F;DEATHS;12.0;A
2017;57167;ES618;_T;DEATHS;40.0;A
2017;57167;ES618;M;DEATHS;21.0;A
2017;57167;ES618;F;DEATHS;19.0;A
2017;57258;ES61;_T;DEATHS;2266.0;A
2017;57258;ES61;M;DEATHS;909.0;A
2017;57258;ES61;F;DEATHS;1357.0;A
2017;57258;ES611;_T;DEATHS;304.0;A
2017;57258;ES611;M;DEATHS;132.0;A
2017;57258;ES611;F;DEATHS;172.0;A
2017;57258;ES612;_T;DEATHS;301.0;A
2017;57258;ES612;M;DEATHS;118.0;A
2017;57258;ES612;F;DEATHS;183.0;A
2017;57258;ES613;_T;DEATHS;195.0;A
2017;57258;ES613;M;DEATHS;73.0;A
2017;57258;ES613;F;DEATHS;122.0;A
2017;57258;ES614;_T;DEATHS;369.0;A
2017;57258;ES614;M;DEATHS;132.0;A
2017;57258;ES614;F;DEATHS;237.0;A
2017;57258;ES615;_T;DEATHS;177.0;A
2017;57258;ES615;M;DEATHS;69.0;A
2017;57258;ES615;F;DEATHS;108.0;A
2017;57258;ES616;_T;DEATHS;320.0;A
2017;57258;ES616;M;DEATHS;139.0;A
2017;57258;ES616;F;DEATHS;181.0;A
2017;57258;ES617;_T;DEATHS;444.0;A
2017;57258;ES617;M;DEATHS;183.0;A
2017;57258;ES617;F;DEATHS;261.0;A
2017;57258;ES618;_T;DEATHS;156.0;A
2017;57258;ES618;M;DEATHS;63.0;A
2017;57258;ES618;F;DEATHS;93.0;A
2017;57627;ES61;_T;DEATHS;2452.0;A
2017;57627;ES61;M;DEATHS;1626.0;A
2017;57627;ES61;F;DEATHS;826.0;A
2017;57627;ES611;_T;DEATHS;223.0;A
2017;57627;ES611;M;DEATHS;141.0;A
2017;57627;ES611;F;DEATHS;82.0;A
2017;57627;ES612;_T;DEATHS;347.0;A
2017;57627;ES612;M;DEATHS;238.0;A
2017;57627;ES612;F;DEATHS;109.0;A
2017;57627;ES613;_T;DEATHS;295.0;A
2017;57627;ES613;M;DEATHS;181.0;A
2017;57627;ES613;F;DEATHS;114.0;A
2017;57627;ES614;_T;DEATHS;289.0;A
2017;57627;ES614;M;DEATHS;195.0;A
2017;57627;ES614;F;DEATHS;94.0;A
2017;57627;ES615;_T;DEATHS;127.0;A
2017;57627;ES615;M;DEATHS;87.0;A
2017;57627;ES615;F;DEATHS;40.0;A
2017;57627;ES616;_T;DEATHS;224.0;A
2017;57627;ES616;M;DEATHS;153.0;A
2017;57627;ES616;F;DEATHS;71.0;A
2017;57627;ES617;_T;DEATHS;478.0;A
2017;57627;ES617;M;DEATHS;310.0;A
2017;57627;ES617;F;DEATHS;168.0;A
2017;57627;ES618;_T;DEATHS;469.0;A
2017;57627;ES618;M;DEATHS;321.0;A
2017;57627;ES618;F;DEATHS;148.0;A
2016;57628;ES61;_T;DEATHS;69231.0;A
2016;57628;ES61;M;DEATHS;35627.0;A
2016;57628;ES61;F;DEATHS;33604.0;A
2016;57628;ES611;_T;DEATHS;4969.0;A
2016;57628;ES611;M;DEATHS;2631.0;A
2016;57628;ES611;F;DEATHS;2338.0;A
2016;57628;ES612;_T;DEATHS;9902.0;A
2016;57628;ES612;M;DEATHS;5174.0;A
2016;57628;ES612;F;DEATHS;4728.0;A
2016;57628;ES613;_T;DEATHS;7499.0;A
2016;57628;ES613;M;DEATHS;3835.0;A
2016;57628;ES613;F;DEATHS;3664.0;A
2016;57628;ES614;_T;DEATHS;8014.0;A
2016;57628;ES614;M;DEATHS;4092.0;A
2016;57628;ES614;F;DEATHS;3922.0;A
2016;57628;ES615;_T;DEATHS;4480.0;A
2016;57628;ES615;M;DEATHS;2246.0;A
2016;57628;ES615;F;DEATHS;2234.0;A
2016;57628;ES616;_T;DEATHS;6479.0;A
2016;57628;ES616;M;DEATHS;3387.0;A
2016;57628;ES616;F;DEATHS;3092.0;A
2016;57628;ES617;_T;DEATHS;12547.0;A
2016;57628;ES617;M;DEATHS;6542.0;A
2016;57628;ES617;F;DEATHS;6005.0;A
2016;57628;ES618;_T;DEATHS;15341.0;A
2016;57628;ES618;M;DEATHS;7720.0;A
2016;57628;ES618;F;DEATHS;7621.0;A
2016;56093;ES61;_T;DEATHS;1288.0;A
2016;56093;ES61;M;DEATHS;638.0;A
2016;56093;ES61;F;DEATHS;650.0;A
2016;56093;ES611;_T;DEATHS;102.0;A
2016;56093;ES611;M;DEATHS;57.0;A
2016;56093;ES611;F;DEATHS;45.0;A
2016;56093;ES612;_T;DEATHS;209.0;A
2016;56093;ES612;M;DEATHS;102.0;A
2016;56093;ES612;F;DEATHS;107.0;A
2016;56093;ES613;_T;DEATHS;119.0;A
2016;56093;ES613;M;DEATHS;63.0;A
2016;56093;ES613;F;DEATHS;56.0;A
2016;56093;ES614;_T;DEATHS;153.0;A
2016;56093;ES614;M;DEATHS;72.0;A
2016;56093;ES614;F;DEATHS;81.0;A
2016;56093;ES615;_T;DEATHS;83.0;A
2016;56093;ES615;M;DEATHS;36.0;A
2016;56093;ES615;F;DEATHS;47.0;A
2016;56093;ES616;_T;DEATHS;114.0;A
2016;56093;ES616;M;DEATHS;54.0;A
2016;56093;ES616;F;DEATHS;60.0;A
2016;56093;ES617;_T;DEATHS;210.0;A
2016;56093;ES617;M;DEATHS;97.0;A
2016;56093;ES617;F;DEATHS;113.0;A
2016;56093;ES618;_T;DEATHS;298.0;A
2016;56093;ES618;M;DEATHS;157.0;A
2016;56093;ES618;F;DEATHS;141.0;A
2016;56232;ES61;_T;DEATHS;17636.0;A
2016;56232;ES61;M;DEATHS;10891.0;A
2016;56232;ES61;F;DEATHS;6745.0;A
2016;56232;ES611;_T;DEATHS;1284.0;A
2016;56232;ES611;M;DEATHS;788.0;A
2016;56232;ES611;F;DEATHS;496.0;A
2016;56232;ES612;_T;DEATHS;2746.0;A
2016;56232;ES612;M;DEATHS;1719.0;A
2016;56232;ES612;F;DEATHS;1027.0;A
2016;56232;ES613;_T;DEATHS;1797.0;A
2016;56232;ES613;M;DEATHS;1150.0;A
2016;56232;ES613;F;DEATHS;647.0;A
2016;56232;ES614;_T;DEATHS;1915.0;A
2016;56232;ES614;M;DEATHS;1163.0;A
2016;56232;ES614;F;DEATHS;752.0;A
2016;56232;ES615;_T;DEATHS;1182.0;A
2016;56232;ES615;M;DEATHS;739.0;A
2016;56232;ES615;F;DEATHS;443.0;A
2016;56232;ES616;_T;DEATHS;1411.0;A
2016;56232;ES616;M;DEATHS;907.0;A
2016;56232;ES616;F;DEATHS;504.0;A
2016;56232;ES617;_T;DEATHS;3344.0;A
2016;56232;ES617;M;DEATHS;2029.0;A
2016;56232;ES617;F;DEATHS;1315.0;A
2016;56232;ES618;_T;DEATHS;3957.0;A
2016;56232;ES618;M;DEATHS;2396.0;A
2016;56232;ES618;F;DEATHS;1561.0;A
2016;56266;ES61;_T;DEATHS;321.0;A
2016;56266;ES61;M;DEATHS;144.0;A
2016;56266;ES61;F;DEATHS;177.0;A
2016;56266;ES611;_T;DEATHS;20.0;A
2016;56266;ES611;M;DEATHS;10.0;A
2016;56266;ES611;F;DEATHS;10.0;A
2016;56266;ES612;_T;DEATHS;34.0;A
2016;56266;ES612;M;DEATHS;13.0;A
2016;56266;ES612;F;DEATHS;21.0;A
2016;56266;ES613;_T;DEATHS;50.0;A
2016;56266;ES613;M;DEATHS;18.0;A
2016;56266;ES613;F;DEATHS;32.0;A
2016;56266;ES614;_T;DEATHS;33.0;A
2016;56266;ES614;M;DEATHS;13.0;A
2016;56266;ES614;F;DEATHS;20.0;A
2016;56266;ES615;_T;DEATHS;28.0;A
2016;56266;ES615;M;DEATHS;14.0;A
2016;56266;ES615;F;DEATHS;14.0;A
2016;56266;ES616;_T;DEATHS;42.0;A
2016;56266;ES616;M;DEATHS;16.0;A
2016;56266;ES616;F;DEATHS;26.0;A
2016;56266;ES617;_T;DEATHS;59.0;A
2016;56266;ES617;M;DEATHS;33.0;A
2016;56266;ES617;F;DEATHS;26.0;A
2016;56266;ES618;_T;DEATHS;55.0;A
2016;56266;ES618;M;DEATHS;27.0;A
2016;56266;ES618;F;DEATHS;28.0;A
2016;56338;ES61;_T;DEATHS;2157.0;A
2016;56338;ES61;M;DEATHS;917.0;A
2016;56338;ES61;F;DEATHS;1240.0;A
2016;56338;ES611;_T;DEATHS;190.0;A
2016;56338;ES611;M;DEATHS;85.0;A
2016;56338;ES611;F;DEATHS;105.0;A
2016;56338;ES612;_T;DEATHS;307.0;A
2016;56338;ES612;M;DEATHS;122.0;A
2016;56338;ES612;F;DEATHS;185.0;A
2016;56338;ES613;_T;DEATHS;336.0;A
2016;56338;ES613;M;DEATHS;140.0;A
2016;56338;ES613;F;DEATHS;196.0;A
2016;56338;ES614;_T;DEATHS;283.0;A
2016;56338;ES614;M;DEATHS;115.0;A
2016;56338;ES614;F;DEATHS;168.0;A
2016;56338;ES615;_T;DEATHS;173.0;A
2016;56338;ES615;M;DEATHS;70.0;A
2016;56338;ES615;F;DEATHS;103.0;A
2016;56338;ES616;_T;DEATHS;262.0;A
2016;56338;ES616;M;DEATHS;116.0;A
2016;56338;ES616;F;DEATHS;146.0;A
2016;56338;ES617;_T;DEATHS;288.0;A
2016;56338;ES617;M;DEATHS;132.0;A
2016;56338;ES617;F;DEATHS;156.0;A
2016;56338;ES618;_T;DEATHS;318.0;A
2016;56338;ES618;M;DEATHS;137.0;A
2016;56338;ES618;F;DEATHS;181.0;A
2016;56416;ES61;_T;DEATHS;2542.0;A
2016;56416;ES61;M;DEATHS;901.0;A
2016;56416;ES61;F;DEATHS;1641.0;A
2016;56416;ES611;_T;DEATHS;223.0;A
2016;56416;ES611;M;DEATHS;82.0;A
2016;56416;ES611;F;DEATHS;141.0;A
2016;56416;ES612;_T;DEATHS;410.0;A
2016;56416;ES612;M;DEATHS;146.0;A
2016;56416;ES612;F;DEATHS;264.0;A
2016;56416;ES613;_T;DEATHS;423.0;A
2016;56416;ES613;M;DEATHS;148.0;A
2016;56416;ES613;F;DEATHS;275.0;A
2016;56416;ES614;_T;DEATHS;288.0;A
