OBS_STATUS;PARQUES_TURISMO;RESITUR;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;55125;55549;2008;VIAJEROS;236.43299439;A
A;55125;55549;2007;VIAJEROS;208.67612522;A
A;55125;55550;2020;VIAJEROS;222.283851393;A
A;55125;55550;2019;VIAJEROS;267.73701223;A
A;55125;55550;2018;VIAJEROS;297.918328351;A
A;55125;55550;2017;VIAJEROS;177.241459246;A
A;55125;55550;2016;VIAJEROS;196.827653;A
A;55125;55550;2015;VIAJEROS;198.57025392;A
A;55125;55550;2014;VIAJEROS;176.488531095;A
A;55125;55550;2012;VIAJEROS;118.958240129;A
A;55125;55550;2011;VIAJEROS;295.449944111;A
A;55125;55550;2010;VIAJEROS;263.577152521;A
A;55125;55550;2009;VIAJEROS;165.325171568;A
A;55125;55550;2008;VIAJEROS;386.409464978;A
A;55125;55550;2007;VIAJEROS;192.922442845;A
A;55125;55551;2020;VIAJEROS;509.271220551;A
A;55125;55551;2019;VIAJEROS;800.329188465;A
A;55125;55551;2018;VIAJEROS;603.985705408;A
A;55125;55551;2017;VIAJEROS;881.01398484;A
A;55125;55551;2016;VIAJEROS;423.05997466;A
A;55125;55551;2015;VIAJEROS;471.96004346;A
A;55125;55551;2014;VIAJEROS;462.56348042;A
A;55125;55551;2013;VIAJEROS;581.74503289;A
A;55125;55551;2012;VIAJEROS;397.7132264;A
A;55125;55551;2011;VIAJEROS;813.26911226;A
A;55125;55551;2010;VIAJEROS;890.757483568;A
A;55125;55551;2009;VIAJEROS;858.020715557;A
A;55125;55551;2008;VIAJEROS;675.462216148;A
A;55125;55551;2007;VIAJEROS;1061.220541003;A
A;55125;55552;2020;VIAJEROS;709.816601126;A
A;55125;55552;2019;VIAJEROS;1297.873302041;A
A;55125;55552;2018;VIAJEROS;1047.13917142;A
A;55125;55552;2017;VIAJEROS;1354.4201454;A
A;55125;55552;2016;VIAJEROS;1182.6462247;A
A;55125;55552;2015;VIAJEROS;724.646289054;A
A;55125;55552;2014;VIAJEROS;882.15196828;A
A;55125;55552;2013;VIAJEROS;909.78025247;A
A;55125;55552;2012;VIAJEROS;1228.57515066;A
A;55125;55552;2011;VIAJEROS;1108.04153637;A
A;55125;55552;2010;VIAJEROS;837.29941159;A
A;55125;55552;2009;VIAJEROS;1241.67895426;A
A;55125;55552;2008;VIAJEROS;1677.581959968;A
A;55125;55552;2007;VIAJEROS;1300.910226586;A
A;55125;55553;2019;VIAJEROS;185.557976013;A
A;55125;55553;2017;VIAJEROS;178.58186948;A
A;55125;55553;2016;VIAJEROS;111.841647606;A
A;55125;55553;2015;VIAJEROS;104.064127843;A
A;55125;55553;2014;VIAJEROS;133.385099877;A
A;55125;55553;2012;VIAJEROS;108.542240624;A
A;55125;55553;2011;VIAJEROS;197.749765131;A
A;55125;55553;2010;VIAJEROS;121.14371644;A
A;55125;55553;2009;VIAJEROS;109.087577503;A
A;55125;55553;2007;VIAJEROS;106.457982652;A
A;55125;55554;2019;VIAJEROS;205.684164542;A
A;55125;55554;2018;VIAJEROS;128.224340969;A
A;55125;55554;2015;VIAJEROS;100.049005238;A
A;55125;55554;2014;VIAJEROS;167.40309743;A
A;55125;55554;2013;VIAJEROS;130.066686516;A
A;55125;55554;2009;VIAJEROS;112.329495291;A
A;55125;55554;2008;VIAJEROS;171.540281482;A
A;55125;55555;2020;VIAJEROS;575.246530961;A
A;55125;55555;2019;VIAJEROS;1213.582281849;A
A;55125;55555;2018;VIAJEROS;1035.496513626;A
A;55125;55555;2017;VIAJEROS;989.06373694;A
A;55125;55555;2016;VIAJEROS;665.97448823;A
A;55125;55555;2015;VIAJEROS;1138.14983543;A
A;55125;55555;2014;VIAJEROS;625.13005426;A
A;55125;55555;2013;VIAJEROS;821.089483747;A
A;55125;55555;2012;VIAJEROS;719.16084843;A
A;55125;55555;2011;VIAJEROS;1184.036857253;A
A;55125;55555;2010;VIAJEROS;994.44490006;A
A;55125;55555;2009;VIAJEROS;776.65511949;A
A;55125;55555;2008;VIAJEROS;1195.711738966;A
A;55125;55555;2007;VIAJEROS;974.735922809;A
A;55125;55556;2020;VIAJEROS;510.819901642;A
A;55125;55556;2019;VIAJEROS;899.464078225;A
A;55125;55556;2018;VIAJEROS;565.095054923;A
A;55125;55556;2017;VIAJEROS;1031.25862931;A
A;55125;55556;2016;VIAJEROS;738.46084906;A
A;55125;55556;2015;VIAJEROS;572.190799532;A
A;55125;55556;2014;VIAJEROS;650.5759298;A
A;55125;55556;2013;VIAJEROS;478.13899004;A
A;55125;55556;2012;VIAJEROS;684.41680262;A
A;55125;55556;2011;VIAJEROS;945.05958044;A
A;55125;55556;2010;VIAJEROS;772.36274901;A
A;55125;55556;2009;VIAJEROS;854.528172289;A
A;55125;55556;2008;VIAJEROS;1011.39890366;A
A;55125;55556;2007;VIAJEROS;1094.40341894;A
A;55125;55557;2011;VIAJEROS;142.368489863;A
A;55125;55557;2009;VIAJEROS;133.433041946;A
A;55125;55557;2007;VIAJEROS;128.767267604;A
A;55125;55558;2020;VIAJEROS;229.59879738;A
A;55125;55558;2019;VIAJEROS;419.590410035;A
A;55125;55558;2018;VIAJEROS;298.063344444;A
A;55125;55558;2017;VIAJEROS;488.95375935;A
A;55125;55558;2016;VIAJEROS;341.56130006;A
A;55125;55558;2015;VIAJEROS;322.513166159;A
A;55125;55558;2014;VIAJEROS;321.4654516;A
A;55125;55558;2013;VIAJEROS;518.06399395;A
A;55125;55558;2012;VIAJEROS;419.18896086;A
A;55125;55558;2011;VIAJEROS;523.48321954;A
A;55125;55558;2010;VIAJEROS;890.15304155;A
A;55125;55558;2009;VIAJEROS;550.025537743;A
A;55125;55558;2008;VIAJEROS;526.22850926;A
A;55125;55558;2007;VIAJEROS;347.267302048;A
A;55125;55544;2019;VIAJEROS;111.907202358;A
A;55125;55544;2017;VIAJEROS;133.919015672;A
A;55125;55544;2014;VIAJEROS;177.622076672;A
A;55126;55564;2020;VIAJEROS;6737.58174487;A
A;55126;55564;2019;VIAJEROS;15989.214700186;A
A;55126;55564;2018;VIAJEROS;16968.215718195;A
A;55126;55564;2017;VIAJEROS;16054.070691679;A
A;55126;55564;2016;VIAJEROS;13963.967760686;A
A;55126;55564;2015;VIAJEROS;12620.46542997;A
A;55126;55564;2010;VIAJEROS;16503.213126032;A
A;55126;55543;2020;VIAJEROS;5105.553067604;A
A;55126;55543;2019;VIAJEROS;11107.53250362;A
A;55126;55543;2018;VIAJEROS;12052.312207;A
A;55126;55543;2017;VIAJEROS;11285.0923715;A
A;55126;55543;2016;VIAJEROS;10286.5378583;A
A;55126;55543;2015;VIAJEROS;9883.3515287;A
A;55126;55543;2010;VIAJEROS;10880.94297323;A
A;55126;55563;2020;VIAJEROS;1632.028677266;A
A;55126;55563;2019;VIAJEROS;4881.682196566;A
A;55126;55563;2018;VIAJEROS;4915.903511195;A
A;55126;55563;2017;VIAJEROS;4768.978320179;A
A;55126;55563;2016;VIAJEROS;3677.429902386;A
A;55126;55563;2015;VIAJEROS;2737.11390127;A
A;55126;55563;2010;VIAJEROS;5622.270152802;A
A;55126;55547;2018;VIAJEROS;155.766781051;A
A;55126;55547;2017;VIAJEROS;173.597590081;A
A;55126;55548;2018;VIAJEROS;249.821690572;A
A;55126;55548;2010;VIAJEROS;166.519713313;A
A;55126;55549;2019;VIAJEROS;586.291191771;A
A;55126;55549;2018;VIAJEROS;233.37718622;A
A;55126;55549;2017;VIAJEROS;110.45663222;A
A;55126;55549;2016;VIAJEROS;255.7530528;A
A;55126;55549;2015;VIAJEROS;249.25817557;A
A;55126;55549;2010;VIAJEROS;188.349372655;A
A;55126;55550;2019;VIAJEROS;368.843222017;A
A;55126;55550;2018;VIAJEROS;474.07127224;A
A;55126;55550;2017;VIAJEROS;443.064501233;A
A;55126;55550;2016;VIAJEROS;192.39213145;A
A;55126;55550;2015;VIAJEROS;112.85527394;A
A;55126;55550;2010;VIAJEROS;225.048818651;A
A;55126;55551;2020;VIAJEROS;500.6215598;A
A;55126;55551;2019;VIAJEROS;620.847854228;A
A;55126;55551;2018;VIAJEROS;449.522317636;A
A;55126;55551;2017;VIAJEROS;693.589194485;A
A;55126;55551;2016;VIAJEROS;657.545790805;A
A;55126;55551;2015;VIAJEROS;348.538451165;A
A;55126;55551;2010;VIAJEROS;379.635624042;A
A;55126;55552;2020;VIAJEROS;214.891121963;A
A;55126;55552;2019;VIAJEROS;401.056524858;A
A;55126;55552;2018;VIAJEROS;586.663816249;A
A;55126;55552;2017;VIAJEROS;448.9291987;A
A;55126;55552;2016;VIAJEROS;133.88871727;A
A;55126;55552;2015;VIAJEROS;231.68545835;A
A;55126;55552;2010;VIAJEROS;242.755186986;A
A;55126;55553;2020;VIAJEROS;243.902590273;A
A;55126;55553;2019;VIAJEROS;854.977583652;A
A;55126;55553;2018;VIAJEROS;899.445196814;A
A;55126;55553;2017;VIAJEROS;1106.62015534;A
A;55126;55553;2016;VIAJEROS;1014.0085561;A
A;55126;55553;2015;VIAJEROS;772.9137122;A
A;55126;55553;2010;VIAJEROS;2319.02671544;A
A;55126;55554;2019;VIAJEROS;165.77347402;A
A;55126;55554;2018;VIAJEROS;219.82062306;A
A;55126;55554;2017;VIAJEROS;212.22638894;A
A;55126;55554;2016;VIAJEROS;124.831437107;A
A;55126;55555;2020;VIAJEROS;185.571242922;A
A;55126;55555;2019;VIAJEROS;796.15586631;A
A;55126;55555;2018;VIAJEROS;844.739109054;A
A;55126;55555;2017;VIAJEROS;936.061994312;A
A;55126;55555;2016;VIAJEROS;666.93385383;A
A;55126;55555;2015;VIAJEROS;342.5674159;A
A;55126;55555;2010;VIAJEROS;952.38403018;A
A;55126;55556;2019;VIAJEROS;270.050041759;A
A;55126;55556;2018;VIAJEROS;186.24376407;A
A;55126;55556;2017;VIAJEROS;167.860841924;A
A;55126;55556;2015;VIAJEROS;158.68300256;A
A;55126;55556;2010;VIAJEROS;260.024795241;A
A;55126;55557;2019;VIAJEROS;203.936904466;A
A;55126;55557;2017;VIAJEROS;107.991381299;A
A;55126;55557;2010;VIAJEROS;245.133285631;A
A;55126;55558;2020;VIAJEROS;105.919237755;A
A;55126;55558;2019;VIAJEROS;202.744139702;A
A;55126;55558;2018;VIAJEROS;315.792981038;A
A;55126;55558;2017;VIAJEROS;229.556189588;A
A;55126;55558;2016;VIAJEROS;244.63158408;A
A;55126;55558;2015;VIAJEROS;185.493534275;A
A;55126;55558;2010;VIAJEROS;261.90285714;A
A;55128;55564;2020;VIAJEROS;4548.945276309;A
A;55128;55564;2019;VIAJEROS;6391.567759698;A
A;55128;55564;2018;VIAJEROS;5417.238400367;A
A;55128;55564;2017;VIAJEROS;6504.475387916;A
A;55128;55564;2016;VIAJEROS;5036.308823571;A
A;55128;55564;2015;VIAJEROS;4513.803781438;A
A;55128;55564;2014;VIAJEROS;2889.788282691;A
A;55128;55564;2013;VIAJEROS;3472.073101159;A
A;55128;55564;2012;VIAJEROS;3838.994648441;A
A;55128;55564;2011;VIAJEROS;6102.230823624;A
A;55128;55564;2010;VIAJEROS;6072.219815186;A
A;55128;55564;2009;VIAJEROS;7239.818715269;A
A;55128;55564;2008;VIAJEROS;6335.449766624;A
A;55128;55564;2007;VIAJEROS;7204.679482981;A
A;55128;55543;2020;VIAJEROS;3416.872542984;A
A;55128;55543;2019;VIAJEROS;4672.680947811;A
A;55128;55543;2018;VIAJEROS;4331.1804022;A
A;55128;55543;2017;VIAJEROS;4312.3169729;A
A;55128;55543;2016;VIAJEROS;3417.69951726;A
A;55128;55543;2015;VIAJEROS;3724.1147454;A
A;55128;55543;2014;VIAJEROS;2812.2220293;A
A;55128;55543;2013;VIAJEROS;3339.1244977;A
A;55128;55543;2012;VIAJEROS;3692.54478865;A
A;55128;55543;2011;VIAJEROS;5872.0668509;A
A;55128;55543;2010;VIAJEROS;5822.777219;A
A;55128;55543;2009;VIAJEROS;6830.4291128;A
A;55128;55543;2008;VIAJEROS;6115.1352044;A
A;55128;55543;2007;VIAJEROS;6520.4137277;A
A;55128;55563;2020;VIAJEROS;1132.072733325;A
A;55128;55563;2019;VIAJEROS;1718.886811887;A
A;55128;55563;2018;VIAJEROS;1086.057998167;A
A;55128;55563;2017;VIAJEROS;2192.158415016;A
A;55128;55563;2016;VIAJEROS;1618.609306311;A
A;55128;55563;2015;VIAJEROS;789.689036038;A
A;55128;55563;2013;VIAJEROS;132.948603459;A
A;55128;55563;2012;VIAJEROS;146.449859791;A
A;55128;55563;2011;VIAJEROS;230.163972724;A
A;55128;55563;2010;VIAJEROS;249.442596186;A
A;55128;55563;2009;VIAJEROS;409.389602469;A
A;55128;55563;2008;VIAJEROS;220.314562224;A
A;55128;55563;2007;VIAJEROS;684.265755281;A
A;55128;55549;2019;VIAJEROS;105.764251025;A
A;55128;55549;2018;VIAJEROS;100.064246748;A
A;55128;55549;2017;VIAJEROS;151.94193164;A
A;55128;55549;2016;VIAJEROS;112.17213211;A
A;55128;55550;2017;VIAJEROS;163.58317661;A
A;55128;55551;2020;VIAJEROS;237.148332549;A
A;55128;55551;2019;VIAJEROS;380.392412534;A
A;55128;55551;2018;VIAJEROS;236.845236428;A
A;55128;55551;2017;VIAJEROS;248.56724175;A
A;55128;55551;2016;VIAJEROS;362.780051446;A
A;55128;55551;2015;VIAJEROS;252.44206625;A
A;55128;55551;2007;VIAJEROS;150.402710714;A
A;55128;55552;2020;VIAJEROS;153.126052899;A
A;55128;55552;2019;VIAJEROS;308.924232606;A
A;55128;55552;2017;VIAJEROS;258.148288069;A
A;55128;55552;2016;VIAJEROS;145.08224072;A
A;55128;55553;2017;VIAJEROS;111.34139392;A
A;55128;55555;2020;VIAJEROS;194.274635936;A
A;55128;55555;2019;VIAJEROS;351.226028105;A
A;55128;55555;2018;VIAJEROS;247.656331936;A
A;55128;55555;2017;VIAJEROS;622.95263157;A
A;55128;55555;2016;VIAJEROS;362.153031783;A
A;55128;55555;2015;VIAJEROS;134.051011772;A
A;55128;55555;2010;VIAJEROS;123.26086957;A
A;55128;55555;2009;VIAJEROS;123.26666667;A
A;55128;55555;2008;VIAJEROS;106.605319492;A
A;55128;55555;2007;VIAJEROS;323.015611634;A
A;55128;55556;2017;VIAJEROS;156.807064026;A
A;55128;55556;2016;VIAJEROS;144.671108002;A
A;55128;55557;2017;VIAJEROS;142.92473058;A
A;55128;55558;2020;VIAJEROS;126.729512735;A
A;55128;55558;2017;VIAJEROS;126.97352607;A
A;55128;55559;2011;VIAJEROS;179.76767677;A
A;55132;55564;2020;VIAJEROS;37044.679704159;A
A;55132;55564;2019;VIAJEROS;50031.199246595;A
A;55132;55564;2018;VIAJEROS;40395.488204209;A
A;55132;55564;2017;VIAJEROS;46321.813930591;A
A;55132;55564;2016;VIAJEROS;42176.716991469;A
A;55132;55564;2015;VIAJEROS;37743.087835847;A
A;55132;55564;2014;VIAJEROS;34691.836454661;A
A;55132;55564;2013;VIAJEROS;30698.782177782;A
A;55132;55564;2012;VIAJEROS;40892.898957;A
A;55132;55564;2011;VIAJEROS;44444.260531417;A
A;55132;55564;2010;VIAJEROS;36618.397527131;A
A;55132;55564;2009;VIAJEROS;45623.348264909;A
A;55132;55564;2007;VIAJEROS;40397.690439333;A
A;55132;55543;2020;VIAJEROS;29092.101898077;A
A;55132;55543;2019;VIAJEROS;36846.696521053;A
A;55132;55543;2018;VIAJEROS;30307.884716;A
A;55132;55543;2017;VIAJEROS;34683.645871;A
A;55132;55543;2016;VIAJEROS;30450.044661;A
A;55132;55543;2015;VIAJEROS;28071.023783;A
A;55132;55543;2014;VIAJEROS;26488.165806;A
A;55132;55543;2013;VIAJEROS;22317.685013;A
A;55132;55543;2012;VIAJEROS;32326.794817;A
A;55132;55543;2011;VIAJEROS;31108.486093;A
A;55132;55543;2010;VIAJEROS;25385.078932;A
A;55132;55543;2009;VIAJEROS;30788.017128;A
A;55132;55543;2007;VIAJEROS;28719.2953551;A
A;55132;55563;2020;VIAJEROS;7952.577806082;A
A;55132;55563;2019;VIAJEROS;13184.502725542;A
A;55132;55563;2018;VIAJEROS;10087.603488209;A
A;55132;55563;2017;VIAJEROS;11638.168059591;A
A;55132;55563;2016;VIAJEROS;11726.672330469;A
A;55132;55563;2015;VIAJEROS;9672.064052847;A
A;55132;55563;2014;VIAJEROS;8203.670648661;A
A;55132;55563;2013;VIAJEROS;8381.097164782;A
A;55132;55563;2012;VIAJEROS;8566.10414;A
A;55132;55563;2011;VIAJEROS;13335.774438417;A
A;55132;55563;2010;VIAJEROS;11233.318595131;A
A;55132;55563;2009;VIAJEROS;14835.331136909;A
A;55132;55563;2007;VIAJEROS;11678.395084233;A
A;55132;55545;2020;VIAJEROS;132.244041082;A
A;55132;55545;2019;VIAJEROS;226.331024236;A
A;55132;55545;2018;VIAJEROS;518.131675333;A
A;55132;55545;2017;VIAJEROS;275.174972289;A
A;55132;55545;2016;VIAJEROS;355.50578919;A
A;55132;55545;2015;VIAJEROS;292.876698244;A
A;55132;55545;2014;VIAJEROS;249.506727148;A
A;55132;55545;2013;VIAJEROS;284.624550503;A
A;55132;55545;2012;VIAJEROS;207.784792992;A
A;55132;55545;2011;VIAJEROS;241.147178191;A
A;55132;55545;2010;VIAJEROS;177.994826326;A
A;55132;55545;2009;VIAJEROS;501.94215885;A
A;55132;55545;2007;VIAJEROS;255.773655893;A
A;55132;55546;2007;VIAJEROS;160.260183346;A
A;55132;55547;2020;VIAJEROS;122.047044803;A
A;55132;55547;2019;VIAJEROS;170.794802179;A
A;55132;55547;2017;VIAJEROS;101.338207735;A
A;55132;55547;2016;VIAJEROS;126.60649913;A
A;55132;55547;2015;VIAJEROS;278.5384885;A
A;55132;55547;2014;VIAJEROS;122.829978435;A
A;55132;55547;2013;VIAJEROS;125.90179719;A
A;55132;55547;2011;VIAJEROS;154.815529518;A
A;55132;55547;2010;VIAJEROS;157.34208902;A
A;55132;55547;2009;VIAJEROS;236.099051202;A
A;55132;55547;2007;VIAJEROS;100.620852811;A
A;55132;55548;2019;VIAJEROS;247.535089849;A
A;55132;55548;2018;VIAJEROS;249.27220021;A
A;55132;55548;2017;VIAJEROS;219.680324927;A
A;55132;55548;2016;VIAJEROS;209.28277116;A
A;55132;55548;2015;VIAJEROS;213.775241015;A
A;55132;55548;2014;VIAJEROS;155.365465472;A
A;55132;55548;2013;VIAJEROS;216.639145455;A
A;55132;55548;2012;VIAJEROS;216.556984583;A
A;55132;55548;2011;VIAJEROS;310.729502703;A
A;55132;55548;2010;VIAJEROS;166.538723318;A
A;55132;55548;2009;VIAJEROS;253.12120984;A
A;55132;55548;2007;VIAJEROS;153.682843037;A
A;55132;55549;2020;VIAJEROS;814.018978218;A
A;55132;55549;2019;VIAJEROS;721.412753128;A
A;55132;55549;2018;VIAJEROS;991.85987468;A
A;55132;55549;2017;VIAJEROS;1227.78251077;A
A;55132;55549;2016;VIAJEROS;958.86748391;A
A;55132;55549;2015;VIAJEROS;595.5323937;A
A;55132;55549;2014;VIAJEROS;508.45045176;A
A;55132;55549;2013;VIAJEROS;671.4163682;A
A;55132;55549;2012;VIAJEROS;844.57251463;A
A;55132;55549;2011;VIAJEROS;1024.62145657;A
A;55132;55549;2010;VIAJEROS;793.71807073;A
A;55132;55549;2009;VIAJEROS;766.47496809;A
A;55132;55549;2007;VIAJEROS;879.73710754;A
A;55132;55550;2020;VIAJEROS;406.33765674;A
A;55132;55550;2019;VIAJEROS;635.088195704;A
A;55132;55550;2018;VIAJEROS;724.96312017;A
A;55132;55550;2017;VIAJEROS;816.30394746;A
A;55132;55550;2016;VIAJEROS;672.03393743;A
A;55132;55550;2015;VIAJEROS;630.13050847;A
A;55132;55550;2014;VIAJEROS;460.50050441;A
A;55132;55550;2013;VIAJEROS;419.30741417;A
A;55132;55550;2012;VIAJEROS;368.59692344;A
A;55132;55550;2011;VIAJEROS;1012.04675185;A
A;55132;55550;2010;VIAJEROS;643.55785239;A
A;55132;55550;2009;VIAJEROS;1246.99920082;A
A;55132;55550;2007;VIAJEROS;625.0039473;A
A;55132;55551;2020;VIAJEROS;961.772685144;A
A;55132;55551;2019;VIAJEROS;878.260461066;A
A;55132;55551;2018;VIAJEROS;1200.92083259;A
A;55132;55551;2017;VIAJEROS;1326.59993482;A
A;55132;55551;2016;VIAJEROS;1173.42276465;A
A;55132;55551;2015;VIAJEROS;1194.82697796;A
A;55132;55551;2014;VIAJEROS;838.62777574;A
A;55132;55551;2013;VIAJEROS;961.40535125;A
A;55132;55551;2012;VIAJEROS;994.61811146;A
A;55132;55551;2011;VIAJEROS;1611.84929431;A
A;55132;55551;2010;VIAJEROS;1264.3101729;A
A;55132;55551;2009;VIAJEROS;1783.27707031;A
A;55132;55551;2007;VIAJEROS;1317.32531689;A
A;55132;55552;2020;VIAJEROS;444.010986879;A
A;55132;55552;2019;VIAJEROS;353.909843043;A
A;55132;55552;2018;VIAJEROS;518.28566912;A
A;55132;55552;2017;VIAJEROS;515.29984721;A
A;55132;55552;2016;VIAJEROS;838.52664141;A
A;55132;55552;2015;VIAJEROS;435.01910854;A
A;55132;55552;2014;VIAJEROS;400.05072289;A
A;55132;55552;2013;VIAJEROS;352.1574117;A
A;55132;55552;2012;VIAJEROS;378.66467245;A
A;55132;55552;2011;VIAJEROS;784.05246089;A
A;55132;55552;2010;VIAJEROS;674.5229931;A
A;55132;55552;2009;VIAJEROS;516.0956491;A
A;55132;55552;2007;VIAJEROS;418.2835662;A
A;55132;55553;2020;VIAJEROS;943.615295033;A
A;55132;55553;2019;VIAJEROS;1733.871178852;A
A;55132;55553;2018;VIAJEROS;1533.44779312;A
A;55132;55553;2017;VIAJEROS;1403.66041572;A
A;55132;55553;2016;VIAJEROS;1575.22265135;A
A;55132;55553;2015;VIAJEROS;1132.54722477;A
A;55132;55553;2014;VIAJEROS;995.00941449;A
A;55132;55553;2013;VIAJEROS;1017.91238824;A
A;55132;55553;2012;VIAJEROS;872.86734182;A
A;55132;55553;2011;VIAJEROS;1423.09344501;A
A;55132;55553;2010;VIAJEROS;1301.39401427;A
A;55132;55553;2009;VIAJEROS;1543.13479646;A
A;55132;55553;2007;VIAJEROS;1228.72716939;A
A;55132;55554;2020;VIAJEROS;183.722014182;A
A;55132;55554;2019;VIAJEROS;271.971370045;A
A;55132;55554;2018;VIAJEROS;161.860367786;A
A;55132;55554;2017;VIAJEROS;190.028843416;A
A;55132;55554;2016;VIAJEROS;310.71458259;A
A;55132;55554;2015;VIAJEROS;156.736696146;A
A;55132;55554;2014;VIAJEROS;238.134148361;A
A;55132;55554;2013;VIAJEROS;288.392732395;A
A;55132;55554;2012;VIAJEROS;321.93388691;A
A;55132;55554;2011;VIAJEROS;276.815130725;A
A;55132;55554;2010;VIAJEROS;173.826573434;A
A;55132;55554;2009;VIAJEROS;327.85689175;A
A;55132;55554;2007;VIAJEROS;268.668701698;A
A;55132;55555;2020;VIAJEROS;1802.209789934;A
A;55132;55555;2019;VIAJEROS;4313.057623805;A
A;55132;55555;2018;VIAJEROS;2328.8352366;A
A;55132;55555;2017;VIAJEROS;3049.2844103;A
A;55132;55555;2016;VIAJEROS;3197.9106682;A
A;55132;55555;2015;VIAJEROS;2664.9310287;A
A;55132;55555;2014;VIAJEROS;2079.3729488;A
A;55132;55555;2013;VIAJEROS;1944.88979628;A
A;55132;55555;2012;VIAJEROS;2111.0620637;A
A;55132;55555;2011;VIAJEROS;3512.02681;A
A;55132;55555;2010;VIAJEROS;2861.6871337;A
A;55132;55555;2009;VIAJEROS;4573.0369041;A
A;55132;55555;2007;VIAJEROS;3948.2921986;A
A;55132;55556;2020;VIAJEROS;117.084176141;A
A;55132;55556;2019;VIAJEROS;213.392338069;A
A;55132;55556;2018;VIAJEROS;129.696085779;A
A;55132;55556;2017;VIAJEROS;140.681730638;A
A;55132;55556;2016;VIAJEROS;216.063317656;A
A;55132;55556;2015;VIAJEROS;188.049312884;A
A;55132;55556;2014;VIAJEROS;179.501925349;A
A;55132;55556;2011;VIAJEROS;364.58325885;A
A;55132;55556;2010;VIAJEROS;331.08995881;A
A;55132;55556;2009;VIAJEROS;303.997296145;A
A;55132;55556;2007;VIAJEROS;209.342705606;A
A;55132;55557;2020;VIAJEROS;240.008642857;A
A;55132;55557;2019;VIAJEROS;395.73409912;A
