OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES618;2019;PERS_MEDI_EMPL;47.553353672;A
A;ES618;2018;PERS_MEDI_EMPL;39.054035956;A
A;ES618;2017;PERS_MEDI_EMPL;45.753997248000005;A
A;ES618;2016;PERS_MEDI_EMPL;42.884630673000004;A
A;ES618;2015;PERS_MEDI_EMPL;43.961258165;A
A;ES618;2014;PERS_MEDI_EMPL;31.453712080000003;A
A;ES618;2013;PERS_MEDI_EMPL;29.870334388;A
A;ES618;2012;PERS_MEDI_EMPL;35.70872124;A
A;ES618;2011;PERS_MEDI_EMPL;29.606568993000003;A
A;ES618;2010;PERS_MEDI_EMPL;37.748951767;A
A;ES618;2009;PERS_MEDI_EMPL;36.597006236;A
A;ES618;2008;PERS_MEDI_EMPL;60.600081508;A
A;ES618;2007;PERS_MEDI_EMPL;58.773508242999995;A
A;ES61;2020;PERS_MEDI_EMPL;716.744989094;A
A;ES61;2019;PERS_MEDI_EMPL;987.51967023;A
A;ES61;2018;PERS_MEDI_EMPL;927.6481618980001;A
A;ES61;2017;PERS_MEDI_EMPL;891.931546069;A
A;ES61;2016;PERS_MEDI_EMPL;870.920958669;A
A;ES61;2015;PERS_MEDI_EMPL;844.890648662;A
A;ES61;2014;PERS_MEDI_EMPL;803.4852188259999;A
A;ES61;2013;PERS_MEDI_EMPL;801.813905872;A
A;ES61;2012;PERS_MEDI_EMPL;796.7270529580001;A
A;ES61;2011;PERS_MEDI_EMPL;791.897498175;A
A;ES61;2010;PERS_MEDI_EMPL;787.547619879;A
A;ES61;2009;PERS_MEDI_EMPL;827.519304899;A
A;ES61;2008;PERS_MEDI_EMPL;891.5821122929999;A
A;ES61;2007;PERS_MEDI_EMPL;921.185884096;A
P;ES611;2021;PERS_MEDI_EMPL;129.715708444;A
P;ES612;2021;PERS_MEDI_EMPL;247.411136219;A
P;ES613;2021;PERS_MEDI_EMPL;36.441154523;A
P;ES614;2021;PERS_MEDI_EMPL;88.70766969299999;A
P;ES615;2021;PERS_MEDI_EMPL;115.959374863;A
P;ES616;2021;PERS_MEDI_EMPL;44.260750134;A
P;ES617;2021;PERS_MEDI_EMPL;213.659703955;A
P;ES618;2021;PERS_MEDI_EMPL;51.92173863400001;A
P;ES61;2021;PERS_MEDI_EMPL;928.077236465;A
A;ES611;2020;ESTA_MEDI_ABIE_ESTI;18.741809925;A
A;ES611;2019;ESTA_MEDI_ABIE_ESTI;19.702310548;A
A;ES611;2018;ESTA_MEDI_ABIE_ESTI;17.654851511;A
A;ES611;2017;ESTA_MEDI_ABIE_ESTI;16.41702509;A
A;ES611;2016;ESTA_MEDI_ABIE_ESTI;16.51762452;A
A;ES611;2015;ESTA_MEDI_ABIE_ESTI;16.90188172;A
A;ES611;2014;ESTA_MEDI_ABIE_ESTI;18.008333334;A
A;ES611;2013;ESTA_MEDI_ABIE_ESTI;18.733333333;A
A;ES611;2012;ESTA_MEDI_ABIE_ESTI;18.5;A
A;ES611;2011;ESTA_MEDI_ABIE_ESTI;18.125;A
A;ES611;2010;ESTA_MEDI_ABIE_ESTI;17.497311828;A
A;ES611;2009;ESTA_MEDI_ABIE_ESTI;17.577777777;A
A;ES611;2008;ESTA_MEDI_ABIE_ESTI;17.42016129;A
A;ES611;2007;ESTA_MEDI_ABIE_ESTI;18.178225805;A
A;ES612;2020;ESTA_MEDI_ABIE_ESTI;14.562974096;A
A;ES612;2019;ESTA_MEDI_ABIE_ESTI;19.740738791;A
A;ES612;2018;ESTA_MEDI_ABIE_ESTI;19.621482174;A
A;ES612;2017;ESTA_MEDI_ABIE_ESTI;20.137903225;A
A;ES612;2016;ESTA_MEDI_ABIE_ESTI;21.214782094;A
A;ES612;2015;ESTA_MEDI_ABIE_ESTI;20.618237168;A
A;ES612;2014;ESTA_MEDI_ABIE_ESTI;20.725610254;A
A;ES612;2013;ESTA_MEDI_ABIE_ESTI;21.164964157;A
A;ES612;2012;ESTA_MEDI_ABIE_ESTI;22.393263309;A
A;ES612;2011;ESTA_MEDI_ABIE_ESTI;20.490945418;A
A;ES612;2010;ESTA_MEDI_ABIE_ESTI;20.910536557;A
A;ES612;2009;ESTA_MEDI_ABIE_ESTI;21.71644812;A
A;ES612;2008;ESTA_MEDI_ABIE_ESTI;21.792799678;A
A;ES612;2007;ESTA_MEDI_ABIE_ESTI;23.317286159;A
A;ES613;2020;ESTA_MEDI_ABIE_ESTI;5.29423265;A
A;ES613;2019;ESTA_MEDI_ABIE_ESTI;6.887634409;A
A;ES613;2018;ESTA_MEDI_ABIE_ESTI;6.858333333;A
A;ES613;2017;ESTA_MEDI_ABIE_ESTI;6.939516129;A
A;ES613;2016;ESTA_MEDI_ABIE_ESTI;6.850925926;A
A;ES613;2015;ESTA_MEDI_ABIE_ESTI;6.652598567;A
A;ES613;2014;ESTA_MEDI_ABIE_ESTI;6.669354839;A
A;ES613;2013;ESTA_MEDI_ABIE_ESTI;6.896505376;A
A;ES613;2012;ESTA_MEDI_ABIE_ESTI;6.833333334;A
A;ES613;2011;ESTA_MEDI_ABIE_ESTI;7.247311828;A
A;ES613;2010;ESTA_MEDI_ABIE_ESTI;7.331989247;A
A;ES613;2009;ESTA_MEDI_ABIE_ESTI;7.975806451;A
A;ES613;2008;ESTA_MEDI_ABIE_ESTI;7.623655914;A
A;ES613;2007;ESTA_MEDI_ABIE_ESTI;7.454883513;A
