D_TEMPORAL_0;D_TERRITORIO_0;D_NUMHIJOSMENORED_0;INDICATOR;OBS_VALUE;FREQ
2009;ES612;000;DIV;2773.590000972;A
2009;ES612;0;DIV;1093.429997348;A
2009;ES612;1;DIV;855.462367554;A
2009;ES612;2;DIV;677.050289865;A
2009;ES612;3;DIV;134.155363482;A
2009;ES612;4;DIV;11.439459358;A
2009;ES612;05mas;DIV;2.052523365;A
2009;ES613;000;DIV;1537.74000012;A
2009;ES613;0;DIV;615.243080616;A
2009;ES613;1;DIV;501.057156437;A
2009;ES613;2;DIV;364.214502398;A
2009;ES613;3;DIV;43.048862563;A
2009;ES613;4;DIV;12.480331755;A
2009;ES613;05mas;DIV;1.696066351;A
2009;ES614;000;DIV;1967.070000359;A
2009;ES614;0;DIV;839.845352239;A
2009;ES614;1;DIV;599.679329655;A
2009;ES614;2;DIV;449.50807857;A
2009;ES614;3;DIV;65.872741165;A
2009;ES614;4;DIV;9.96278683;A
2009;ES614;05mas;DIV;2.2017119;A
2009;ES615;000;DIV;1012.380000091;A
2009;ES615;0;DIV;412.989034729;A
2009;ES615;1;DIV;362.026130413;A
2009;ES615;2;DIV;212.712945661;A
2009;ES615;3;DIV;24.651889288;A
2009;ES616;000;DIV;1122.459999905;A
2009;ES616;0;DIV;446.674941824;A
2009;ES616;1;DIV;351.158982528;A
2009;ES616;2;DIV;280.162726721;A
2009;ES616;3;DIV;44.463348832;A
2009;ES617;000;DIV;3607.690000055;A
2009;ES617;0;DIV;1605.336062765;A
2009;ES617;1;DIV;1113.386260257;A
2009;ES617;2;DIV;783.271417692;A
2009;ES617;3;DIV;86.55806244;A
2009;ES617;4;DIV;14.214606873;A
2009;ES617;05mas;DIV;4.923590028;A
2009;ES618;000;DIV;4196.949999645;A
2009;ES618;0;DIV;1804.588498075;A
2009;ES618;1;DIV;1319.554339975;A
2009;ES618;2;DIV;931.261127565;A
2009;ES618;3;DIV;128.883978865;A
2009;ES618;4;DIV;12.662055165;A
2008;ES61;000;DIV;19784.701197956;A
2008;ES61;0;DIV;8103.188624682;A
2008;ES61;1;DIV;6355.905095753;A
2008;ES61;2;DIV;4444.27677642;A
2008;ES61;3;DIV;772.892093966;A
2008;ES61;4;DIV;78.265547275;A
2008;ES61;05mas;DIV;30.17305986;A
2008;ES611;000;DIV;1459.899390218;A
2008;ES611;0;DIV;653.907917411;A
2008;ES611;1;DIV;461.515033195;A
2008;ES611;2;DIV;276.858285841;A
2008;ES611;3;DIV;56.31026775;A
2008;ES611;4;DIV;7.073157822;A
2008;ES611;05mas;DIV;4.234728199;A
2008;ES612;000;DIV;3029.88628849;A
2008;ES612;0;DIV;1138.362894625;A
2008;ES612;1;DIV;1040.263783822;A
2008;ES612;2;DIV;701.11409692;A
2008;ES612;3;DIV;124.83595297;A
2008;ES612;4;DIV;16.765567315;A
2008;ES612;05mas;DIV;8.543992838;A
2008;ES613;000;DIV;1595.530376772;A
2008;ES613;0;DIV;618.687382398;A
2008;ES613;1;DIV;524.206859958;A
2008;ES613;2;DIV;382.073191764;A
2008;ES613;3;DIV;62.14778022;A
2008;ES613;4;DIV;5.610108288;A
2008;ES613;05mas;DIV;2.805054144;A
2008;ES614;000;DIV;2172.357568834;A
2008;ES614;0;DIV;883.302283714;A
2008;ES614;1;DIV;657.604541729;A
2008;ES614;2;DIV;533.789154224;A
2008;ES614;3;DIV;89.381332709;A
2008;ES614;4;DIV;8.280256458;A
2008;ES615;000;DIV;1165.944181717;A
2008;ES615;0;DIV;446.223359771;A
2008;ES615;1;DIV;395.408269821;A
2008;ES615;2;DIV;265.339802842;A
2008;ES615;3;DIV;53.037579906;A
2008;ES615;4;DIV;4.739714513;A
2008;ES615;05mas;DIV;1.195454864;A
2008;ES616;000;DIV;1297.204501345;A
2008;ES616;0;DIV;486.759187946;A
2008;ES616;1;DIV;427.859535971;A
2008;ES616;2;DIV;316.126193846;A
2008;ES616;3;DIV;57.279188614;A
2008;ES616;4;DIV;6.120263312;A
2008;ES616;05mas;DIV;3.060131656;A
2008;ES617;000;DIV;4187.089941605;A
2008;ES617;0;DIV;1892.061196537;A
2008;ES617;1;DIV;1224.411584981;A
2008;ES617;2;DIV;908.064020032;A
2008;ES617;3;DIV;143.568736121;A
2008;ES617;4;DIV;14.579650821;A
2008;ES617;05mas;DIV;4.404753113;A
2008;ES618;000;DIV;4876.788948975;A
2008;ES618;0;DIV;1983.88440228;A
2008;ES618;1;DIV;1624.635486276;A
2008;ES618;2;DIV;1060.912030951;A
2008;ES618;3;DIV;186.331255676;A
2008;ES618;4;DIV;15.096828746;A
2008;ES618;05mas;DIV;5.928945046;A
2007;ES61;000;DIV;21609.099999161;A
2007;ES61;0;DIV;9235.18263709;A
2007;ES61;1;DIV;6525.329655391;A
2007;ES61;2;DIV;4934.439281881;A
2007;ES61;3;DIV;783.028277506;A
2007;ES61;4;DIV;100.887294317;A
2007;ES61;05mas;DIV;30.232852976;A
2007;ES611;000;DIV;1642.139999901;A
2007;ES611;0;DIV;736.159068449;A
2007;ES611;1;DIV;447.781315037;A
2007;ES611;2;DIV;403.270520527;A
2007;ES611;3;DIV;46.627890409;A
2007;ES611;4;DIV;4.305205479;A
2007;ES611;05mas;DIV;3.996;A
2007;ES612;000;DIV;3287.229999146;A
2007;ES612;0;DIV;1338.020561096;A
2007;ES612;1;DIV;1067.731862316;A
2007;ES612;2;DIV;736.208342806;A
2007;ES612;3;DIV;122.349926317;A
2007;ES612;4;DIV;18.592434365;A
2007;ES612;05mas;DIV;4.326872246;A
2007;ES613;000;DIV;1853.999999925;A
2007;ES613;0;DIV;795.645714253;A
2007;ES613;1;DIV;541.148571406;A
2007;ES613;2;DIV;436.171428555;A
2007;ES613;3;DIV;71.245714283;A
2007;ES613;4;DIV;8.091428571;A
2007;ES613;05mas;DIV;1.697142857;A
2007;ES614;000;DIV;2389.41000052;A
2007;ES614;0;DIV;985.989161519;A
2007;ES614;1;DIV;739.053636439;A
2007;ES614;2;DIV;554.398979947;A
2007;ES614;3;DIV;90.650123231;A
2007;ES614;4;DIV;15.541010916;A
2007;ES614;05mas;DIV;3.777088468;A
2007;ES615;000;DIV;1393.309999774;A
2007;ES615;0;DIV;508.429450436;A
2007;ES615;1;DIV;498.411853017;A
2007;ES615;2;DIV;322.914016395;A
2007;ES615;3;DIV;53.393280993;A
2007;ES615;4;DIV;5.07670498;A
2007;ES615;05mas;DIV;5.084693953;A
2007;ES616;000;DIV;1422.190000204;A
2007;ES616;0;DIV;622.67164801;A
2007;ES616;1;DIV;411.298666543;A
2007;ES616;2;DIV;335.169812323;A
2007;ES616;3;DIV;44.32054999;A
2007;ES616;4;DIV;6.631234166;A
2007;ES616;05mas;DIV;2.098089172;A
2007;ES617;000;DIV;4555.859999734;A
2007;ES617;0;DIV;2099.157279382;A
2007;ES617;1;DIV;1279.07431143;A
2007;ES617;2;DIV;996.945946468;A
2007;ES617;3;DIV;146.700528726;A
2007;ES617;4;DIV;27.252755466;A
2007;ES617;05mas;DIV;6.729178262;A
2007;ES618;000;DIV;5064.959999957;A
2007;ES618;0;DIV;2149.109753945;A
2007;ES618;1;DIV;1540.829439203;A
2007;ES618;2;DIV;1149.36023486;A
2007;ES618;3;DIV;207.740263557;A
2007;ES618;4;DIV;15.396520374;A
2007;ES618;05mas;DIV;2.523788018;A
2006;ES61;000;DIV;21218.50087;A
2006;ES61;NC;DIV;21218.50087;A
2006;ES611;000;DIV;1595.879802;A
2006;ES611;NC;DIV;1595.879802;A
2006;ES612;000;DIV;3145.260002;A
2006;ES612;NC;DIV;3145.260002;A
2006;ES613;000;DIV;1834.890112;A
2006;ES613;NC;DIV;1834.890112;A
2006;ES614;000;DIV;2080.80049;A
2006;ES614;NC;DIV;2080.80049;A
2006;ES615;000;DIV;1332.84986;A
2006;ES615;NC;DIV;1332.84986;A
2006;ES616;000;DIV;1309.440144;A
2006;ES616;NC;DIV;1309.440144;A
2006;ES617;000;DIV;4712.309813;A
2006;ES617;NC;DIV;4712.309813;A
2006;ES618;000;DIV;5207.070647;A
2006;ES618;NC;DIV;5207.070647;A
2005;ES61;000;DIV;10748.000406;A
2005;ES61;NC;DIV;10748.000406;A
2005;ES611;000;DIV;833.000224;A
2005;ES611;NC;DIV;833.000224;A
2005;ES612;000;DIV;1642.999986;A
2005;ES612;NC;DIV;1642.999986;A
2005;ES613;000;DIV;939.000159;A
2005;ES613;NC;DIV;939.000159;A
2005;ES614;000;DIV;959.000189;A
2005;ES614;NC;DIV;959.000189;A
2005;ES615;000;DIV;726.999975;A
2005;ES615;NC;DIV;726.999975;A
2005;ES616;000;DIV;636.999935;A
2005;ES616;NC;DIV;636.999935;A
2005;ES617;000;DIV;2312.000002;A
2005;ES617;NC;DIV;2312.000002;A
2005;ES618;000;DIV;2697.999936;A
2005;ES618;NC;DIV;2697.999936;A
2004;ES61;000;DIV;7744.999297;A
2004;ES61;NC;DIV;7744.999297;A
2004;ES611;000;DIV;623.000146;A
2004;ES611;NC;DIV;623.000146;A
2004;ES612;000;DIV;1177.000044;A
2004;ES612;NC;DIV;1177.000044;A
2004;ES613;000;DIV;607.00024;A
2004;ES613;NC;DIV;607.00024;A
2004;ES614;000;DIV;873.000025;A
2004;ES614;NC;DIV;873.000025;A
2004;ES615;000;DIV;473.000077;A
2004;ES615;NC;DIV;473.000077;A
2004;ES616;000;DIV;411.9999;A
2004;ES616;NC;DIV;411.9999;A
2004;ES617;000;DIV;1704.999483;A
2004;ES617;NC;DIV;1704.999483;A
2004;ES618;000;DIV;1874.999382;A
2004;ES618;NC;DIV;1874.999382;A
2003;ES61;000;DIV;6791.000174;A
2003;ES61;NC;DIV;6791.000174;A
2003;ES611;000;DIV;513.000075;A
2003;ES611;NC;DIV;513.000075;A
2003;ES612;000;DIV;1006.00038;A
2003;ES612;NC;DIV;1006.00038;A
2003;ES613;000;DIV;567.99999;A
2003;ES613;NC;DIV;567.99999;A
2003;ES614;000;DIV;787.999854;A
2003;ES614;NC;DIV;787.999854;A
2003;ES615;000;DIV;439.999954;A
2003;ES615;NC;DIV;439.999954;A
2003;ES616;000;DIV;408.000085;A
2003;ES616;NC;DIV;408.000085;A
2003;ES617;000;DIV;1500.999744;A
2003;ES617;NC;DIV;1500.999744;A
2003;ES618;000;DIV;1567.000092;A
2003;ES618;NC;DIV;1567.000092;A
2002;ES61;000;DIV;6363.999709;A
2002;ES61;NC;DIV;6363.999709;A
2002;ES611;000;DIV;462.9999;A
2002;ES611;NC;DIV;462.9999;A
2002;ES612;000;DIV;957.999859;A
2002;ES612;NC;DIV;957.999859;A
2002;ES613;000;DIV;493.999804;A
2002;ES613;NC;DIV;493.999804;A
2002;ES614;000;DIV;746.999952;A
2002;ES614;NC;DIV;746.999952;A
2002;ES615;000;DIV;333.0;A
2002;ES615;NC;DIV;333.0;A
2002;ES616;000;DIV;356.999936;A
2002;ES616;NC;DIV;356.999936;A
2002;ES617;000;DIV;1505.000544;A
2002;ES617;NC;DIV;1505.000544;A
2002;ES618;000;DIV;1506.999714;A
2002;ES618;NC;DIV;1506.999714;A
2001;ES61;000;DIV;5750.999337;A
2001;ES61;NC;DIV;5750.999337;A
2001;ES611;000;DIV;423.999939;A
2001;ES611;NC;DIV;423.999939;A
2001;ES612;000;DIV;862.99983;A
2001;ES612;NC;DIV;862.99983;A
2001;ES613;000;DIV;500.000085;A
2001;ES613;NC;DIV;500.000085;A
2001;ES614;000;DIV;630.000204;A
2001;ES614;NC;DIV;630.000204;A
2001;ES615;000;DIV;327.999998;A
2001;ES615;NC;DIV;327.999998;A
2001;ES616;000;DIV;297.999919;A
2001;ES616;NC;DIV;297.999919;A
2001;ES617;000;DIV;1340.999712;A
2001;ES617;NC;DIV;1340.999712;A
2001;ES618;000;DIV;1366.99965;A
2001;ES618;NC;DIV;1366.99965;A
2000;ES61;000;DIV;5740.00032;A
2000;ES61;NC;DIV;5740.00032;A
2000;ES611;000;DIV;411.0;A
2000;ES611;NC;DIV;411.0;A
2000;ES612;000;DIV;936.000311;A
2000;ES612;NC;DIV;936.000311;A
2000;ES613;000;DIV;464.000102;A
2000;ES613;NC;DIV;464.000102;A
2000;ES614;000;DIV;665.999884;A
2000;ES614;NC;DIV;665.999884;A
2000;ES615;000;DIV;376.999989;A
2000;ES615;NC;DIV;376.999989;A
2000;ES616;000;DIV;255.999936;A
2000;ES616;NC;DIV;255.999936;A
2000;ES617;000;DIV;1409.0005;A
2000;ES617;NC;DIV;1409.0005;A
2000;ES618;000;DIV;1220.999598;A
2000;ES618;NC;DIV;1220.999598;A
1999;ES61;000;DIV;5117.000106;A
1999;ES61;NC;DIV;5117.000106;A
1999;ES611;000;DIV;386.000076;A
1999;ES611;NC;DIV;386.000076;A
1999;ES612;000;DIV;839.999809;A
1999;ES612;NC;DIV;839.999809;A
1999;ES613;000;DIV;382.999968;A
1999;ES613;NC;DIV;382.999968;A
1999;ES614;000;DIV;575.999946;A
1999;ES614;NC;DIV;575.999946;A
1999;ES615;000;DIV;300.00003;A
1999;ES615;NC;DIV;300.00003;A
1999;ES616;000;DIV;301.999996;A
1999;ES616;NC;DIV;301.999996;A
1999;ES617;000;DIV;1150.000369;A
1999;ES617;NC;DIV;1150.000369;A
1999;ES618;000;DIV;1179.999912;A
1999;ES618;NC;DIV;1179.999912;A
1998;ES61;000;DIV;5076.99993;A
1998;ES61;NC;DIV;5076.99993;A
1998;ES611;000;DIV;367.000102;A
1998;ES611;NC;DIV;367.000102;A
1998;ES612;000;DIV;769.999972;A
1998;ES612;NC;DIV;769.999972;A
1998;ES613;000;DIV;430.999854;A
1998;ES613;NC;DIV;430.999854;A
1998;ES614;000;DIV;552.0;A
1998;ES614;NC;DIV;552.0;A
1998;ES615;000;DIV;309.0;A
1998;ES615;NC;DIV;309.0;A
1998;ES616;000;DIV;301.999984;A
1998;ES616;NC;DIV;301.999984;A
1998;ES617;000;DIV;1159.999858;A
1998;ES617;NC;DIV;1159.999858;A
1998;ES618;000;DIV;1186.00016;A
1998;ES618;NC;DIV;1186.00016;A
2020;ES61;000;SEP;569.10667;A
2020;ES61;0;SEP;330.38059;A
2020;ES61;1;SEP;91.64736;A
2020;ES61;2;SEP;130.30308;A
2020;ES61;3;SEP;15.05883;A
2020;ES61;4;SEP;1.71681;A
2020;ES61;05mas;SEP;;A
2020;ES611;000;SEP;32.35418;A
2020;ES611;0;SEP;17.41016;A
2020;ES611;1;SEP;8.53944;A
2020;ES611;2;SEP;4.26972;A
2020;ES611;3;SEP;2.13486;A
2020;ES611;4;SEP;;A
2020;ES612;000;SEP;91.37225;A
2020;ES612;0;SEP;34.52537;A
2020;ES612;1;SEP;14.73808;A
2020;ES612;2;SEP;37.89792;A
2020;ES612;3;SEP;4.21088;A
2020;ES612;4;SEP;;A
2020;ES613;000;SEP;55.28281;A
2020;ES613;0;SEP;40.94163;A
2020;ES613;1;SEP;6.14622;A
2020;ES613;2;SEP;6.14622;A
2020;ES613;3;SEP;2.04874;A
2020;ES613;4;SEP;;A
2020;ES614;000;SEP;68.52691;A
2020;ES614;0;SEP;29.58106;A
2020;ES614;1;SEP;12.98195;A
2020;ES614;2;SEP;23.36751;A
2020;ES614;3;SEP;2.59639;A
2020;ES615;000;SEP;18.33693;A
2020;ES615;0;SEP;11.34942;A
2020;ES615;1;SEP;2.32917;A
2020;ES615;2;SEP;4.65834;A
2020;ES615;3;SEP;;A
2020;ES616;000;SEP;35.30201;A
2020;ES616;0;SEP;26.53433;A
2020;ES616;1;SEP;;A
2020;ES616;2;SEP;8.76768;A
2020;ES616;3;SEP;;A
2020;ES616;05mas;SEP;;A
2020;ES617;000;SEP;142.65563;A
2020;ES617;0;SEP;97.98378;A
2020;ES617;1;SEP;21.16035;A
2020;ES617;2;SEP;21.16035;A
2020;ES617;3;SEP;2.35115;A
2020;ES617;4;SEP;;A
2020;ES617;05mas;SEP;;A
2020;ES618;000;SEP;125.27595;A
2020;ES618;0;SEP;72.05484;A
2020;ES618;1;SEP;25.75215;A
2020;ES618;2;SEP;24.03534;A
2020;ES618;3;SEP;1.71681;A
2020;ES618;4;SEP;1.71681;A
2019;ES61;000;SEP;731.04555;A
2019;ES61;0;SEP;404.91975;A
2019;ES61;1;SEP;146.9998;A
2019;ES61;2;SEP;155.48507;A
2019;ES61;3;SEP;19.56951;A
2019;ES61;4;SEP;4.07142;A
2019;ES61;05mas;SEP;;A
2019;ES611;000;SEP;36.5805;A
2019;ES611;0;SEP;24.39828;A
2019;ES611;1;SEP;6.09111;A
2019;ES611;2;SEP;6.09111;A
2019;ES611;3;SEP;;A
2019;ES611;4;SEP;;A
2019;ES611;05mas;SEP;;A
2019;ES612;000;SEP;117.39034;A
2019;ES612;0;SEP;51.98614;A
2019;ES612;1;SEP;32.7021;A
2019;ES612;2;SEP;26.16168;A
2019;ES612;3;SEP;6.54042;A
2019;ES612;4;SEP;;A
2019;ES612;05mas;SEP;;A
2019;ES613;000;SEP;71.72973;A
2019;ES613;0;SEP;35.17148;A
2019;ES613;1;SEP;13.16097;A
2019;ES613;2;SEP;23.39728;A
2019;ES613;3;SEP;;A
2019;ES613;4;SEP;;A
2019;ES614;000;SEP;60.09424;A
2019;ES614;0;SEP;33.72416;A
2019;ES614;1;SEP;11.9864;A
2019;ES614;2;SEP;9.58912;A
2019;ES614;3;SEP;4.79456;A
2019;ES614;4;SEP;;A
2019;ES614;05mas;SEP;;A
2019;ES615;000;SEP;28.45104;A
2019;ES615;0;SEP;13.16659;A
2019;ES615;1;SEP;6.11378;A
2019;ES615;2;SEP;6.11378;A
2019;ES615;3;SEP;3.05689;A
2019;ES615;4;SEP;;A
2019;ES616;000;SEP;53.24972;A
2019;ES616;0;SEP;41.08884;A
2019;ES616;1;SEP;3.04022;A
2019;ES616;2;SEP;9.12066;A
2019;ES616;3;SEP;;A
2019;ES616;4;SEP;;A
2019;ES617;000;SEP;201.02437;A
2019;ES617;0;SEP;111.89385;A
2019;ES617;1;SEP;44.56526;A
2019;ES617;2;SEP;42.21972;A
2019;ES617;3;SEP;;A
2019;ES617;4;SEP;2.34554;A
2019;ES617;05mas;SEP;;A
2019;ES618;000;SEP;162.52561;A
2019;ES618;0;SEP;93.49041;A
2019;ES618;1;SEP;29.33996;A
2019;ES618;2;SEP;32.79172;A
2019;ES618;3;SEP;5.17764;A
2019;ES618;4;SEP;1.72588;A
2018;ES61;000;SEP;820.8281;A
2018;ES61;0;SEP;472.1153;A
2018;ES61;1;SEP;169.4282;A
2018;ES61;2;SEP;140.414;A
2018;ES61;3;SEP;32.1024;A
2018;ES61;4;SEP;5.4562;A
2018;ES61;05mas;SEP;1.312;A
2018;ES611;000;SEP;26.8855;A
2018;ES611;0;SEP;13.8639;A
2018;ES611;1;SEP;8.1385;A
2018;ES611;2;SEP;3.2554;A
2018;ES611;3;SEP;1.6277;A
2018;ES611;4;SEP;;A
2018;ES612;000;SEP;131.8558;A
2018;ES612;0;SEP;75.2252;A
2018;ES612;1;SEP;32.6715;A
2018;ES612;2;SEP;19.6029;A
2018;ES612;3;SEP;2.1781;A
2018;ES612;4;SEP;2.1781;A
2018;ES613;000;SEP;94.772;A
2018;ES613;0;SEP;47.54;A
2018;ES613;1;SEP;27.552;A
2018;ES613;2;SEP;15.744;A
2018;ES613;3;SEP;1.312;A
2018;ES613;4;SEP;1.312;A
2018;ES613;05mas;SEP;1.312;A
2018;ES614;000;SEP;120.6111;A
2018;ES614;0;SEP;76.1967;A
2018;ES614;1;SEP;25.7136;A
2018;ES614;2;SEP;18.7008;A
2018;ES614;3;SEP;;A
2018;ES614;4;SEP;;A
2018;ES615;000;SEP;27.635;A
2018;ES615;0;SEP;18.461;A
2018;ES615;1;SEP;6.116;A
2018;ES615;2;SEP;3.058;A
2018;ES615;3;SEP;;A
2018;ES615;4;SEP;;A
2018;ES616;000;SEP;86.754;A
2018;ES616;0;SEP;65.9703;A
2018;ES616;1;SEP;6.9279;A
2018;ES616;2;SEP;13.8558;A
2018;ES616;3;SEP;;A
2018;ES616;4;SEP;;A
2018;ES617;000;SEP;134.7646;A
2018;ES617;0;SEP;63.985;A
2018;ES617;1;SEP;31.4576;A
2018;ES617;2;SEP;23.5932;A
2018;ES617;3;SEP;13.7627;A
2018;ES617;4;SEP;1.9661;A
2018;ES617;05mas;SEP;;A
2018;ES618;000;SEP;197.5501;A
2018;ES618;0;SEP;110.8732;A
2018;ES618;1;SEP;30.8511;A
2018;ES618;2;SEP;42.6039;A
2018;ES618;3;SEP;13.2219;A
2018;ES618;4;SEP;;A
2018;ES618;05mas;SEP;;A
2017;ES61;000;SEP;839.597;A
2017;ES61;0;SEP;443.836;A
2017;ES61;1;SEP;213.1119;A
2017;ES61;2;SEP;157.4487;A
2017;ES61;3;SEP;20.8356;A
2017;ES61;4;SEP;4.3648;A
2017;ES61;05mas;SEP;;A
2017;ES611;000;SEP;35.0423;A
2017;ES611;0;SEP;15.2667;A
2017;ES611;1;SEP;7.606;A
2017;ES611;2;SEP;10.6484;A
2017;ES611;3;SEP;1.5212;A
2017;ES611;4;SEP;;A
2017;ES611;05mas;SEP;;A
2017;ES612;000;SEP;163.034;A
2017;ES612;0;SEP;95.362;A
2017;ES612;1;SEP;40.6032;A
2017;ES612;2;SEP;23.6852;A
2017;ES612;3;SEP;3.3836;A
2017;ES612;4;SEP;;A
2017;ES612;05mas;SEP;;A
2017;ES613;000;SEP;92.572;A
2017;ES613;0;SEP;56.02;A
2017;ES613;1;SEP;22.845;A
2017;ES613;2;SEP;12.184;A
2017;ES613;3;SEP;1.523;A
2017;ES613;4;SEP;;A
2017;ES614;000;SEP;91.1584;A
2017;ES614;0;SEP;42.7936;A
2017;ES614;1;SEP;36.2736;A
2017;ES614;2;SEP;10.076;A
2017;ES614;3;SEP;2.0152;A
2017;ES614;4;SEP;;A
2017;ES614;05mas;SEP;;A
2017;ES615;000;SEP;32.839;A
2017;ES615;0;SEP;9.0694;A
2017;ES615;1;SEP;9.904;A
2017;ES615;2;SEP;13.8656;A
2017;ES615;3;SEP;;A
2017;ES615;4;SEP;;A
2017;ES616;000;SEP;76.0582;A
2017;ES616;0;SEP;39.2086;A
2017;ES616;1;SEP;20.472;A
2017;ES616;2;SEP;14.3304;A
2017;ES616;3;SEP;2.0472;A
2017;ES616;4;SEP;;A
2017;ES617;000;SEP;159.5805;A
2017;ES617;0;SEP;82.0221;A
2017;ES617;1;SEP;35.5476;A
2017;ES617;2;SEP;35.5476;A
2017;ES617;3;SEP;4.8474;A
2017;ES617;4;SEP;1.6158;A
2017;ES618;000;SEP;189.3126;A
2017;ES618;0;SEP;104.0936;A
2017;ES618;1;SEP;39.8605;A
2017;ES618;2;SEP;37.1115;A
2017;ES618;3;SEP;5.498;A
2017;ES618;4;SEP;2.749;A
2017;ES618;05mas;SEP;;A
2016;ES61;000;SEP;902.9587;A
2016;ES61;0;SEP;477.4809;A
2016;ES61;1;SEP;222.0151;A
2016;ES61;2;SEP;168.2046;A
2016;ES61;3;SEP;33.9658;A
2016;ES61;4;SEP;1.2923;A
2016;ES61;05mas;SEP;;A
2016;ES611;000;SEP;42.5671;A
2016;ES611;0;SEP;19.9588;A
2016;ES611;1;SEP;14.6289;A
2016;ES611;2;SEP;6.6495;A
2016;ES611;3;SEP;1.3299;A
2016;ES611;4;SEP;;A
2016;ES612;000;SEP;139.4344;A
2016;ES612;0;SEP;68.4874;A
2016;ES612;1;SEP;40.9916;A
2016;ES612;2;SEP;28.3788;A
2016;ES612;3;SEP;1.5766;A
2016;ES612;4;SEP;;A
2016;ES613;000;SEP;115.2214;A
2016;ES613;0;SEP;52.5862;A
2016;ES613;1;SEP;32.6225;A
2016;ES613;2;SEP;23.4882;A
2016;ES613;3;SEP;6.5245;A
2016;ES613;4;SEP;;A
2016;ES613;05mas;SEP;;A
2016;ES614;000;SEP;106.728;A
2016;ES614;0;SEP;56.5928;A
2016;ES614;1;SEP;25.932;A
2016;ES614;2;SEP;17.288;A
2016;ES614;3;SEP;6.9152;A
2016;ES614;4;SEP;;A
2016;ES615;000;SEP;50.6884;A
2016;ES615;0;SEP;33.3964;A
2016;ES615;1;SEP;8.646;A
2016;ES615;2;SEP;5.1876;A
2016;ES615;3;SEP;3.4584;A
2016;ES615;4;SEP;;A
2016;ES615;05mas;SEP;;A
2016;ES616;000;SEP;72.7504;A
2016;ES616;0;SEP;45.844;A
2016;ES616;1;SEP;14.948;A
2016;ES616;2;SEP;8.9688;A
2016;ES616;3;SEP;2.9896;A
2016;ES616;4;SEP;;A
2016;ES616;05mas;SEP;;A
2016;ES617;000;SEP;172.0624;A
2016;ES617;0;SEP;94.0312;A
2016;ES617;1;SEP;39.0156;A
2016;ES617;2;SEP;33.0132;A
2016;ES617;3;SEP;6.0024;A
2016;ES617;4;SEP;;A
2016;ES617;05mas;SEP;;A
2016;ES618;000;SEP;203.5066;A
2016;ES618;0;SEP;106.5841;A
2016;ES618;1;SEP;45.2305;A
2016;ES618;2;SEP;45.2305;A
2016;ES618;3;SEP;5.1692;A
2016;ES618;4;SEP;1.2923;A
2016;ES618;05mas;SEP;;A
2015;ES61;000;SEP;899.1127;A
2015;ES61;0;SEP;454.8428;A
2015;ES61;1;SEP;206.4049;A
2015;ES61;2;SEP;174.8718;A
2015;ES61;3;SEP;53.8521;A
2015;ES61;4;SEP;7.7813;A
2015;ES61;05mas;SEP;1.3598;A
2015;ES611;000;SEP;56.0604;A
2015;ES611;0;SEP;30.8028;A
2015;ES611;1;SEP;12.6288;A
2015;ES611;2;SEP;11.0502;A
2015;ES611;3;SEP;1.5786;A
2015;ES611;4;SEP;;A
2015;ES611;05mas;SEP;;A
2015;ES612;000;SEP;133.4995;A
2015;ES612;0;SEP;61.7785;A
2015;ES612;1;SEP;39.845;A
2015;ES612;2;SEP;22.3132;A
2015;ES612;3;SEP;7.969;A
2015;ES612;4;SEP;1.5938;A
2015;ES613;000;SEP;117.3954;A
2015;ES613;0;SEP;44.4099;A
2015;ES613;1;SEP;25.3215;A
2015;ES613;2;SEP;40.2165;A
2015;ES613;3;SEP;2.979;A
2015;ES613;4;SEP;4.4685;A
2015;ES614;000;SEP;108.1972;A
2015;ES614;0;SEP;60.0652;A
2015;ES614;1;SEP;22.347;A
2015;ES614;2;SEP;15.471;A
2015;ES614;3;SEP;8.595;A
2015;ES614;4;SEP;1.719;A
2015;ES614;05mas;SEP;;A
2015;ES615;000;SEP;40.5241;A
2015;ES615;0;SEP;19.7215;A
2015;ES615;1;SEP;14.859;A
2015;ES615;2;SEP;5.9436;A
2015;ES615;3;SEP;;A
2015;ES615;4;SEP;;A
2015;ES616;000;SEP;81.3217;A
2015;ES616;0;SEP;38.7869;A
2015;ES616;1;SEP;18.2292;A
2015;ES616;2;SEP;13.6719;A
2015;ES616;3;SEP;10.6337;A
2015;ES616;4;SEP;;A
2015;ES617;000;SEP;173.1336;A
2015;ES617;0;SEP;94.6048;A
2015;ES617;1;SEP;36.4598;A
2015;ES617;2;SEP;30.8506;A
2015;ES617;3;SEP;11.2184;A
2015;ES617;4;SEP;;A
2015;ES617;05mas;SEP;;A
2015;ES618;000;SEP;188.9808;A
2015;ES618;0;SEP;104.6732;A
2015;ES618;1;SEP;36.7146;A
2015;ES618;2;SEP;35.3548;A
2015;ES618;3;SEP;10.8784;A
2015;ES618;4;SEP;;A
2015;ES618;05mas;SEP;1.3598;A
2014;ES61;000;SEP;1033.68097;A
2014;ES61;0;SEP;501.1155;A
2014;ES61;1;SEP;258.1684;A
2014;ES61;2;SEP;236.11905;A
2014;ES61;3;SEP;33.84314;A
2014;ES61;4;SEP;4.43488;A
2014;ES61;05mas;SEP;;A
2014;ES611;000;SEP;57.933;A
2014;ES611;0;SEP;21.195;A
2014;ES611;1;SEP;18.369;A
