OBS_STATUS;TERRITORIO;TEMPORAL;RESITUR;INDICATOR;OBS_VALUE;FREQ
A;ES61;2014;55698;PERNOCTACIONES;717351.921282331;A
A;ES61;2014;55565;PERNOCTACIONES;398737.946525426;A
A;ES61;2014;55697;PERNOCTACIONES;318613.974756905;A
A;ES61;2013;55698;PERNOCTACIONES;640442.386210835;A
A;ES61;2013;55565;PERNOCTACIONES;352393.180852517;A
A;ES61;2013;55697;PERNOCTACIONES;288049.205358318;A
P;ES611;2021;55698;PERNOCTACIONES;56612.628939876;A
P;ES611;2021;55565;PERNOCTACIONES;44047.071493148;A
P;ES611;2021;55697;PERNOCTACIONES;12565.557446728;A
P;ES612;2021;55698;PERNOCTACIONES;56929.272349673;A
P;ES612;2021;55565;PERNOCTACIONES;46448.877117221;A
P;ES612;2021;55697;PERNOCTACIONES;10480.395232452;A
P;ES613;2021;55698;PERNOCTACIONES;90933.200468404;A
P;ES613;2021;55565;PERNOCTACIONES;79534.072342914;A
P;ES613;2021;55697;PERNOCTACIONES;11399.12812549;A
P;ES614;2021;55698;PERNOCTACIONES;82063.681988348;A
P;ES614;2021;55565;PERNOCTACIONES;56980.729603813;A
P;ES614;2021;55697;PERNOCTACIONES;25082.952384535;A
P;ES615;2021;55698;PERNOCTACIONES;70516.957042319;A
P;ES615;2021;55565;PERNOCTACIONES;66526.197929355;A
P;ES615;2021;55697;PERNOCTACIONES;3990.759112964;A
P;ES616;2021;55698;PERNOCTACIONES;74333.900531381;A
P;ES616;2021;55565;PERNOCTACIONES;71427.888497708;A
P;ES616;2021;55697;PERNOCTACIONES;2906.012033673;A
P;ES617;2021;55698;PERNOCTACIONES;494000.690091846;A
P;ES617;2021;55565;PERNOCTACIONES;284833.049958817;A
P;ES617;2021;55697;PERNOCTACIONES;209167.640133029;A
P;ES618;2021;55698;PERNOCTACIONES;66388.500048231;A
P;ES618;2021;55565;PERNOCTACIONES;58194.570279235;A
P;ES618;2021;55697;PERNOCTACIONES;8193.929768996;A
P;ES61;2021;55698;PERNOCTACIONES;991778.831460078;A
P;ES61;2021;55565;PERNOCTACIONES;707992.457222211;A
P;ES61;2021;55697;PERNOCTACIONES;283786.374237867;A
A;ES611;2020;55698;ESTANCIA_MEDIA;3.033479334107751;A
A;ES611;2020;55565;ESTANCIA_MEDIA;2.9552689990331045;A
A;ES611;2020;55697;ESTANCIA_MEDIA;3.527689002685581;A
A;ES611;2019;55698;ESTANCIA_MEDIA;2.8474191719940296;A
A;ES611;2019;55565;ESTANCIA_MEDIA;2.633192380203837;A
A;ES611;2019;55697;ESTANCIA_MEDIA;3.287749199462596;A
A;ES611;2018;55698;ESTANCIA_MEDIA;2.865833660000656;A
A;ES611;2018;55565;ESTANCIA_MEDIA;2.5658231049429077;A
A;ES611;2018;55697;ESTANCIA_MEDIA;3.410023137952269;A
A;ES611;2017;55698;ESTANCIA_MEDIA;2.8647227117950154;A
A;ES611;2017;55565;ESTANCIA_MEDIA;2.598203128624438;A
A;ES611;2017;55697;ESTANCIA_MEDIA;3.387825831341827;A
A;ES611;2016;55698;ESTANCIA_MEDIA;3.2735259801999432;A
A;ES611;2016;55565;ESTANCIA_MEDIA;2.822298946376079;A
A;ES611;2016;55697;ESTANCIA_MEDIA;4.347374199139418;A
A;ES611;2015;55698;ESTANCIA_MEDIA;3.3220926714348793;A
A;ES611;2015;55565;ESTANCIA_MEDIA;2.8995049204310788;A
A;ES611;2015;55697;ESTANCIA_MEDIA;5.289471377962306;A
A;ES611;2014;55698;ESTANCIA_MEDIA;3.4596436001867326;A
A;ES611;2014;55565;ESTANCIA_MEDIA;2.9986471425477443;A
A;ES611;2014;55697;ESTANCIA_MEDIA;5.709033147197563;A
A;ES611;2013;55698;ESTANCIA_MEDIA;3.302625891218356;A
A;ES611;2013;55565;ESTANCIA_MEDIA;3.148905977951952;A
A;ES611;2013;55697;ESTANCIA_MEDIA;4.195025309746498;A
A;ES612;2020;55698;ESTANCIA_MEDIA;2.535190536065583;A
A;ES612;2020;55565;ESTANCIA_MEDIA;2.5455972379987117;A
A;ES612;2020;55697;ESTANCIA_MEDIA;2.4008641769881542;A
A;ES612;2019;55698;ESTANCIA_MEDIA;2.6568030323794014;A
A;ES612;2019;55565;ESTANCIA_MEDIA;2.3556098336376396;A
A;ES612;2019;55697;ESTANCIA_MEDIA;3.214475397984717;A
A;ES612;2018;55698;ESTANCIA_MEDIA;2.5018802813134;A
A;ES612;2018;55565;ESTANCIA_MEDIA;2.3286980919586293;A
A;ES612;2018;55697;ESTANCIA_MEDIA;2.9200137564062265;A
A;ES612;2017;55698;ESTANCIA_MEDIA;2.780846419595689;A
A;ES612;2017;55565;ESTANCIA_MEDIA;2.3247735583871942;A
A;ES612;2017;55697;ESTANCIA_MEDIA;3.503609462736807;A
A;ES612;2016;55698;ESTANCIA_MEDIA;2.974405529488687;A
A;ES612;2016;55565;ESTANCIA_MEDIA;2.2124083619806645;A
A;ES612;2016;55697;ESTANCIA_MEDIA;4.634748396111532;A
A;ES612;2015;55698;ESTANCIA_MEDIA;2.690738167311584;A
A;ES612;2015;55565;ESTANCIA_MEDIA;2.1467571788585094;A
A;ES612;2015;55697;ESTANCIA_MEDIA;3.993095525739558;A
A;ES612;2014;55698;ESTANCIA_MEDIA;2.7667182810455757;A
A;ES612;2014;55565;ESTANCIA_MEDIA;2.255018161565128;A
A;ES612;2014;55697;ESTANCIA_MEDIA;4.007824507779732;A
A;ES612;2013;55698;ESTANCIA_MEDIA;2.6347200238405835;A
A;ES612;2013;55565;ESTANCIA_MEDIA;2.3694121525288026;A
A;ES612;2013;55697;ESTANCIA_MEDIA;3.3336694869578225;A
A;ES613;2020;55698;ESTANCIA_MEDIA;3.047201174573634;A
A;ES613;2020;55565;ESTANCIA_MEDIA;3.0517460877366753;A
A;ES613;2020;55697;ESTANCIA_MEDIA;2.9969007951820297;A
A;ES613;2019;55698;ESTANCIA_MEDIA;2.649011392457435;A
A;ES613;2019;55565;ESTANCIA_MEDIA;2.3309316036739993;A
A;ES613;2019;55697;ESTANCIA_MEDIA;3.425326266565156;A
A;ES613;2018;55698;ESTANCIA_MEDIA;2.5386372946441833;A
A;ES613;2018;55565;ESTANCIA_MEDIA;2.3296732180878355;A
A;ES613;2018;55697;ESTANCIA_MEDIA;3.2557030310329758;A
A;ES613;2017;55698;ESTANCIA_MEDIA;3.1682211381641725;A
A;ES613;2017;55565;ESTANCIA_MEDIA;2.7384619745845167;A
A;ES613;2017;55697;ESTANCIA_MEDIA;4.6331471198006025;A
A;ES613;2016;55698;ESTANCIA_MEDIA;3.380884718518658;A
A;ES613;2016;55565;ESTANCIA_MEDIA;2.667612348306739;A
A;ES613;2016;55697;ESTANCIA_MEDIA;6.168513323676448;A
A;ES613;2015;55698;ESTANCIA_MEDIA;3.414813319252406;A
A;ES613;2015;55565;ESTANCIA_MEDIA;2.856892872945625;A
A;ES613;2015;55697;ESTANCIA_MEDIA;7.257856886223109;A
A;ES613;2014;55698;ESTANCIA_MEDIA;3.3298391525429127;A
A;ES613;2014;55565;ESTANCIA_MEDIA;2.784804326146743;A
A;ES613;2014;55697;ESTANCIA_MEDIA;5.943593460184086;A
A;ES613;2013;55698;ESTANCIA_MEDIA;3.429804274217498;A
A;ES613;2013;55565;ESTANCIA_MEDIA;2.708111712487208;A
A;ES613;2013;55697;ESTANCIA_MEDIA;6.232062448820205;A
A;ES614;2020;55698;ESTANCIA_MEDIA;3.002733819959486;A
A;ES614;2020;55565;ESTANCIA_MEDIA;2.8613888658897704;A
A;ES614;2020;55697;ESTANCIA_MEDIA;4.266334835051911;A
A;ES614;2019;55698;ESTANCIA_MEDIA;2.904424823236089;A
A;ES614;2019;55565;ESTANCIA_MEDIA;2.586671306277249;A
A;ES614;2019;55697;ESTANCIA_MEDIA;3.5717805755080905;A
A;ES614;2018;55698;ESTANCIA_MEDIA;2.8320383868428958;A
A;ES614;2018;55565;ESTANCIA_MEDIA;2.3994391746701704;A
A;ES614;2018;55697;ESTANCIA_MEDIA;3.5466292047084513;A
A;ES614;2017;55698;ESTANCIA_MEDIA;2.7454938885021085;A
A;ES614;2017;55565;ESTANCIA_MEDIA;2.476870758803606;A
A;ES614;2017;55697;ESTANCIA_MEDIA;3.1972100518990962;A
A;ES614;2016;55698;ESTANCIA_MEDIA;2.7361807840470913;A
A;ES614;2016;55565;ESTANCIA_MEDIA;2.375442049946757;A
A;ES614;2016;55697;ESTANCIA_MEDIA;3.3100848937141536;A
A;ES614;2015;55698;ESTANCIA_MEDIA;2.833146425757127;A
A;ES614;2015;55565;ESTANCIA_MEDIA;2.3063187109194088;A
A;ES614;2015;55697;ESTANCIA_MEDIA;3.9382248283394996;A
A;ES614;2014;55698;ESTANCIA_MEDIA;2.5474215946427576;A
A;ES614;2014;55565;ESTANCIA_MEDIA;2.1966337163475673;A
A;ES614;2014;55697;ESTANCIA_MEDIA;3.356482613003941;A
A;ES614;2013;55698;ESTANCIA_MEDIA;2.718515486026381;A
A;ES614;2013;55565;ESTANCIA_MEDIA;2.2840671784685713;A
A;ES614;2013;55697;ESTANCIA_MEDIA;3.676368543677818;A
A;ES615;2020;55698;ESTANCIA_MEDIA;2.2173723570778465;A
A;ES615;2020;55565;ESTANCIA_MEDIA;2.1740121917121717;A
A;ES615;2020;55697;ESTANCIA_MEDIA;3.0287285214186728;A
A;ES615;2019;55698;ESTANCIA_MEDIA;2.1023087519990975;A
A;ES615;2019;55565;ESTANCIA_MEDIA;2.058546396907986;A
A;ES615;2019;55697;ESTANCIA_MEDIA;2.4166559324905315;A
A;ES615;2018;55698;ESTANCIA_MEDIA;2.2247292113346404;A
A;ES615;2018;55565;ESTANCIA_MEDIA;2.1121109701897938;A
A;ES615;2018;55697;ESTANCIA_MEDIA;3.4011795281021033;A
A;ES615;2017;55698;ESTANCIA_MEDIA;2.352349860431724;A
A;ES615;2017;55565;ESTANCIA_MEDIA;2.229057138848191;A
A;ES615;2017;55697;ESTANCIA_MEDIA;3.355904295724257;A
A;ES615;2016;55698;ESTANCIA_MEDIA;2.299099824708032;A
A;ES615;2016;55565;ESTANCIA_MEDIA;2.1476551179788914;A
A;ES615;2016;55697;ESTANCIA_MEDIA;3.188796675835089;A
A;ES615;2015;55698;ESTANCIA_MEDIA;2.2287492081336255;A
A;ES615;2015;55565;ESTANCIA_MEDIA;2.143363326372744;A
A;ES615;2015;55697;ESTANCIA_MEDIA;2.741503487671808;A
A;ES615;2014;55698;ESTANCIA_MEDIA;2.300752901039844;A
A;ES615;2014;55565;ESTANCIA_MEDIA;2.101269012032315;A
A;ES615;2014;55697;ESTANCIA_MEDIA;3.4544325014465245;A
A;ES615;2013;55698;ESTANCIA_MEDIA;2.5175972922264234;A
A;ES615;2013;55565;ESTANCIA_MEDIA;2.370778788633398;A
A;ES615;2013;55697;ESTANCIA_MEDIA;3.6634103846315855;A
A;ES616;2020;55698;ESTANCIA_MEDIA;2.914900651004038;A
A;ES616;2020;55565;ESTANCIA_MEDIA;2.8563097578355854;A
A;ES616;2020;55697;ESTANCIA_MEDIA;4.417440307311966;A
A;ES616;2019;55698;ESTANCIA_MEDIA;2.2536096377230197;A
A;ES616;2019;55565;ESTANCIA_MEDIA;2.257372600216835;A
A;ES616;2019;55697;ESTANCIA_MEDIA;2.2246367173868484;A
A;ES616;2018;55698;ESTANCIA_MEDIA;2.382460233949627;A
A;ES616;2018;55565;ESTANCIA_MEDIA;2.3696859159047934;A
A;ES616;2018;55697;ESTANCIA_MEDIA;2.5190361171340006;A
A;ES616;2017;55698;ESTANCIA_MEDIA;2.57345421926883;A
A;ES616;2017;55565;ESTANCIA_MEDIA;2.4968143204644035;A
A;ES616;2017;55697;ESTANCIA_MEDIA;3.6377443842148858;A
A;ES616;2016;55698;ESTANCIA_MEDIA;2.6009095818075827;A
A;ES616;2016;55565;ESTANCIA_MEDIA;2.584836291753578;A
A;ES616;2016;55697;ESTANCIA_MEDIA;2.949907503634215;A
A;ES616;2015;55698;ESTANCIA_MEDIA;2.6925981935894105;A
A;ES616;2015;55565;ESTANCIA_MEDIA;2.651207871149899;A
A;ES616;2015;55697;ESTANCIA_MEDIA;3.661826946922601;A
A;ES616;2014;55698;ESTANCIA_MEDIA;2.7644160482450877;A
A;ES616;2014;55565;ESTANCIA_MEDIA;2.735970408721697;A
A;ES616;2014;55697;ESTANCIA_MEDIA;3.7295033498203622;A
A;ES616;2013;55698;ESTANCIA_MEDIA;3.0357028095946417;A
A;ES616;2013;55565;ESTANCIA_MEDIA;3.0283756901821475;A
A;ES616;2013;55697;ESTANCIA_MEDIA;3.147379267505449;A
A;ES617;2020;55698;ESTANCIA_MEDIA;4.696356690428653;A
A;ES617;2020;55565;ESTANCIA_MEDIA;4.024183426606999;A
A;ES617;2020;55697;ESTANCIA_MEDIA;7.859621604078773;A
A;ES617;2019;55698;ESTANCIA_MEDIA;5.299933732637987;A
A;ES617;2019;55565;ESTANCIA_MEDIA;3.2032121711562658;A
A;ES617;2019;55697;ESTANCIA_MEDIA;6.865337852052329;A
A;ES617;2018;55698;ESTANCIA_MEDIA;5.534432304139561;A
A;ES617;2018;55565;ESTANCIA_MEDIA;3.17574039810999;A
A;ES617;2018;55697;ESTANCIA_MEDIA;6.770792416516336;A
A;ES617;2017;55698;ESTANCIA_MEDIA;5.068502376756094;A
A;ES617;2017;55565;ESTANCIA_MEDIA;2.788505621852095;A
A;ES617;2017;55697;ESTANCIA_MEDIA;6.599694019806988;A
A;ES617;2016;55698;ESTANCIA_MEDIA;4.807802112573441;A
A;ES617;2016;55565;ESTANCIA_MEDIA;2.672599468409366;A
A;ES617;2016;55697;ESTANCIA_MEDIA;6.690970778710436;A
A;ES617;2015;55698;ESTANCIA_MEDIA;5.368612463410744;A
A;ES617;2015;55565;ESTANCIA_MEDIA;3.587978448048841;A
A;ES617;2015;55697;ESTANCIA_MEDIA;7.2331185269782585;A
A;ES617;2014;55698;ESTANCIA_MEDIA;6.191275429313324;A
A;ES617;2014;55565;ESTANCIA_MEDIA;4.1961359904140325;A
A;ES617;2014;55697;ESTANCIA_MEDIA;8.154754130263493;A
A;ES617;2013;55698;ESTANCIA_MEDIA;5.3513741629958105;A
A;ES617;2013;55565;ESTANCIA_MEDIA;3.154219892373765;A
A;ES617;2013;55697;ESTANCIA_MEDIA;7.229540712387638;A
A;ES618;2020;55698;ESTANCIA_MEDIA;3.287591492323883;A
A;ES618;2020;55565;ESTANCIA_MEDIA;3.213932825628401;A
A;ES618;2020;55697;ESTANCIA_MEDIA;4.477216809671682;A
A;ES618;2019;55698;ESTANCIA_MEDIA;2.340147402204522;A
A;ES618;2019;55565;ESTANCIA_MEDIA;2.1540277048350007;A
A;ES618;2019;55697;ESTANCIA_MEDIA;3.0610010753395445;A
A;ES618;2018;55698;ESTANCIA_MEDIA;2.2538744545131877;A
A;ES618;2018;55565;ESTANCIA_MEDIA;2.111335234505946;A
A;ES618;2018;55697;ESTANCIA_MEDIA;2.6816011836812796;A
A;ES618;2017;55698;ESTANCIA_MEDIA;2.307363701103281;A
A;ES618;2017;55565;ESTANCIA_MEDIA;2.1541523607718176;A
A;ES618;2017;55697;ESTANCIA_MEDIA;3.0113894515305986;A
A;ES618;2016;55698;ESTANCIA_MEDIA;2.501069436146224;A
A;ES618;2016;55565;ESTANCIA_MEDIA;2.4411297161527394;A
A;ES618;2016;55697;ESTANCIA_MEDIA;2.746664108530249;A
A;ES618;2015;55698;ESTANCIA_MEDIA;2.4886089154647726;A
A;ES618;2015;55565;ESTANCIA_MEDIA;2.383579890045851;A
A;ES618;2015;55697;ESTANCIA_MEDIA;2.8257918334011305;A
A;ES618;2014;55698;ESTANCIA_MEDIA;2.6442864426059116;A
A;ES618;2014;55565;ESTANCIA_MEDIA;2.5008044987741864;A
A;ES618;2014;55697;ESTANCIA_MEDIA;3.040776674744836;A
A;ES618;2013;55698;ESTANCIA_MEDIA;2.3268686278371495;A
A;ES618;2013;55565;ESTANCIA_MEDIA;2.2163060880084884;A
A;ES618;2013;55697;ESTANCIA_MEDIA;2.8388153432414387;A
A;ES61;2020;55698;ESTANCIA_MEDIA;3.471895843770254;A
A;ES61;2020;55565;ESTANCIA_MEDIA;3.173205750077857;A
A;ES61;2020;55697;ESTANCIA_MEDIA;5.9670189964507285;A
A;ES61;2019;55698;ESTANCIA_MEDIA;3.463394111999354;A
A;ES61;2019;55565;ESTANCIA_MEDIA;2.4955098220640872;A
A;ES61;2019;55697;ESTANCIA_MEDIA;5.254633954031854;A
A;ES61;2018;55698;ESTANCIA_MEDIA;3.5410246585679785;A
A;ES61;2018;55565;ESTANCIA_MEDIA;2.4556976959138743;A
A;ES61;2018;55697;ESTANCIA_MEDIA;5.37392635651309;A
A;ES61;2017;55698;ESTANCIA_MEDIA;3.580695196213477;A
A;ES61;2017;55565;ESTANCIA_MEDIA;2.516183635897187;A
A;ES61;2017;55697;ESTANCIA_MEDIA;5.383825244868512;A
A;ES61;2016;55698;ESTANCIA_MEDIA;3.4626453379401108;A
A;ES61;2016;55565;ESTANCIA_MEDIA;2.4920092566804604;A
A;ES61;2016;55697;ESTANCIA_MEDIA;5.4998485413453935;A
A;ES61;2015;55698;ESTANCIA_MEDIA;3.362451725591111;A
A;ES61;2015;55565;ESTANCIA_MEDIA;2.6223063296105766;A
A;ES61;2015;55697;ESTANCIA_MEDIA;5.421822158815582;A
A;ES61;2014;55698;ESTANCIA_MEDIA;3.5593840788701714;A
A;ES61;2014;55565;ESTANCIA_MEDIA;2.7351851758747903;A
A;ES61;2014;55697;ESTANCIA_MEDIA;5.714305996434454;A
A;ES61;2013;55698;ESTANCIA_MEDIA;3.449805935900172;A
A;ES61;2013;55565;ESTANCIA_MEDIA;2.6380476162875715;A
A;ES61;2013;55697;ESTANCIA_MEDIA;5.532506735684675;A
P;ES611;2021;55698;ESTANCIA_MEDIA;3.0424778927673075;A
P;ES611;2021;55565;ESTANCIA_MEDIA;2.962880075921855;A
P;ES611;2021;55697;ESTANCIA_MEDIA;3.3587814756900247;A
P;ES612;2021;55698;ESTANCIA_MEDIA;2.2610813738065607;A
P;ES612;2021;55565;ESTANCIA_MEDIA;2.217589070383158;A
P;ES612;2021;55697;ESTANCIA_MEDIA;2.476328385777017;A
P;ES613;2021;55698;ESTANCIA_MEDIA;2.6322659137564526;A
P;ES613;2021;55565;ESTANCIA_MEDIA;2.6004655583821727;A
P;ES613;2021;55697;ESTANCIA_MEDIA;2.8778069653004414;A
P;ES614;2021;55698;ESTANCIA_MEDIA;3.1467579084959203;A
P;ES614;2021;55565;ESTANCIA_MEDIA;2.77551679234946;A
P;ES614;2021;55697;ESTANCIA_MEDIA;4.52024025227502;A
P;ES615;2021;55698;ESTANCIA_MEDIA;3.097315719962107;A
P;ES615;2021;55565;ESTANCIA_MEDIA;3.0630761078200535;A
P;ES615;2021;55697;ESTANCIA_MEDIA;3.806650476537689;A
P;ES616;2021;55698;ESTANCIA_MEDIA;2.924452182627646;A
P;ES616;2021;55565;ESTANCIA_MEDIA;2.9123676918328245;A
P;ES616;2021;55697;ESTANCIA_MEDIA;3.256587710681555;A
P;ES617;2021;55698;ESTANCIA_MEDIA;4.3846803468;A
P;ES617;2021;55565;ESTANCIA_MEDIA;3.474073722055997;A
P;ES617;2021;55697;ESTANCIA_MEDIA;6.818396384859287;A
P;ES618;2021;55698;ESTANCIA_MEDIA;3.0088618912027862;A
P;ES618;2021;55565;ESTANCIA_MEDIA;2.960332508690972;A
P;ES618;2021;55697;ESTANCIA_MEDIA;3.405335625403248;A
P;ES61;2021;55698;ESTANCIA_MEDIA;3.451774221342879;A
P;ES61;2021;55565;ESTANCIA_MEDIA;3.0150807966943094;A
P;ES61;2021;55697;ESTANCIA_MEDIA;5.404704533786777;A
