OBS_STATUS;TERRITORIO;TEMPORAL;RESITUR;INDICATOR;OBS_VALUE;FREQ
A;ES618;2014;55698;VIAJEROS;24053.296404539;A
A;ES618;2014;55565;VIAJEROS;17661.830552655;A
A;ES618;2014;55697;VIAJEROS;6391.465851884;A
A;ES618;2013;55698;VIAJEROS;23233.409127763;A
A;ES618;2013;55565;VIAJEROS;19106.972933521;A
A;ES618;2013;55697;VIAJEROS;4126.436194242;A
A;ES61;2020;55698;VIAJEROS;196086.635423435;A
A;ES61;2020;55565;VIAJEROS;175122.766209023;A
A;ES61;2020;55697;VIAJEROS;20963.869214412;A
A;ES61;2019;55698;VIAJEROS;393052.344724261;A
A;ES61;2019;55565;VIAJEROS;255171.926379503;A
A;ES61;2019;55697;VIAJEROS;137880.418344758;A
A;ES61;2018;55698;VIAJEROS;369423.140838003;A
A;ES61;2018;55565;VIAJEROS;232029.89924825;A
A;ES61;2018;55697;VIAJEROS;137393.241589753;A
A;ES61;2017;55698;VIAJEROS;339401.251475233;A
A;ES61;2017;55565;VIAJEROS;213410.418223652;A
A;ES61;2017;55697;VIAJEROS;125990.833251581;A
A;ES61;2016;55698;VIAJEROS;270041.257310455;A
A;ES61;2016;55565;VIAJEROS;182898.374008614;A
A;ES61;2016;55697;VIAJEROS;87142.883301841;A
A;ES61;2015;55698;VIAJEROS;229183.596502911;A
A;ES61;2015;55565;VIAJEROS;168591.267637937;A
A;ES61;2015;55697;VIAJEROS;60592.328864974;A
A;ES61;2014;55698;VIAJEROS;201538.217114809;A
A;ES61;2014;55565;VIAJEROS;145780.969435789;A
A;ES61;2014;55697;VIAJEROS;55757.24767902;A
A;ES61;2013;55698;VIAJEROS;185645.916932925;A
A;ES61;2013;55565;VIAJEROS;133581.053911539;A
A;ES61;2013;55697;VIAJEROS;52064.863021386;A
P;ES611;2021;55698;VIAJEROS;18607.408479272;A
P;ES611;2021;55565;VIAJEROS;14866.302504479;A
P;ES611;2021;55697;VIAJEROS;3741.105974793;A
P;ES612;2021;55698;VIAJEROS;25177.896297395;A
P;ES612;2021;55565;VIAJEROS;20945.664702972;A
P;ES612;2021;55697;VIAJEROS;4232.231594423;A
P;ES613;2021;55698;VIAJEROS;34545.598145377;A
P;ES613;2021;55565;VIAJEROS;30584.551326415;A
P;ES613;2021;55697;VIAJEROS;3961.046818962;A
P;ES614;2021;55698;VIAJEROS;26078.803763958;A
P;ES614;2021;55565;VIAJEROS;20529.772963679;A
P;ES614;2021;55697;VIAJEROS;5549.030800279;A
P;ES615;2021;55698;VIAJEROS;22767.11947311;A
P;ES615;2021;55565;VIAJEROS;21718.754476754;A
P;ES615;2021;55697;VIAJEROS;1048.364996356;A
P;ES616;2021;55698;VIAJEROS;25418.059824316;A
P;ES616;2021;55565;VIAJEROS;24525.711055652;A
P;ES616;2021;55697;VIAJEROS;892.348768664;A
P;ES617;2021;55698;VIAJEROS;112665.154816217;A
P;ES617;2021;55565;VIAJEROS;81988.199660383;A
P;ES617;2021;55697;VIAJEROS;30676.955155834;A
P;ES618;2021;55698;VIAJEROS;22064.322806685;A
P;ES618;2021;55565;VIAJEROS;19658.119521502;A
P;ES618;2021;55697;VIAJEROS;2406.203285183;A
P;ES61;2021;55698;VIAJEROS;287324.36360633;A
P;ES61;2021;55565;VIAJEROS;234817.076211836;A
P;ES61;2021;55697;VIAJEROS;52507.287394494;A
A;ES611;2020;55698;PERNOCTACIONES;29053.93436229;A
A;ES611;2020;55565;PERNOCTACIONES;24437.533153535;A
A;ES611;2020;55697;PERNOCTACIONES;4616.401208755;A
A;ES611;2019;55698;PERNOCTACIONES;58418.093921075;A
A;ES611;2019;55565;PERNOCTACIONES;36342.058072531;A
A;ES611;2019;55697;PERNOCTACIONES;22076.035848544;A
A;ES611;2018;55698;PERNOCTACIONES;55414.078679603;A
A;ES611;2018;55565;PERNOCTACIONES;31981.632230153;A
A;ES611;2018;55697;PERNOCTACIONES;23432.44644945;A
A;ES611;2017;55698;PERNOCTACIONES;68010.387130651;A
A;ES611;2017;55565;PERNOCTACIONES;40863.300438691;A
A;ES611;2017;55697;PERNOCTACIONES;27147.08669196;A
A;ES611;2016;55698;PERNOCTACIONES;57391.302583387;A
A;ES611;2016;55565;PERNOCTACIONES;34840.544261257;A
A;ES611;2016;55697;PERNOCTACIONES;22550.75832213;A
A;ES611;2015;55698;PERNOCTACIONES;37405.998577821;A
A;ES611;2015;55565;PERNOCTACIONES;26875.064840962;A
A;ES611;2015;55697;PERNOCTACIONES;10530.933736859;A
A;ES611;2014;55698;PERNOCTACIONES;33920.626063916;A
A;ES611;2014;55565;PERNOCTACIONES;24400.087767935;A
A;ES611;2014;55697;PERNOCTACIONES;9520.538295981;A
A;ES611;2013;55698;PERNOCTACIONES;31460.259531745;A
A;ES611;2013;55565;PERNOCTACIONES;25588.254647254;A
A;ES611;2013;55697;PERNOCTACIONES;5872.004884491;A
A;ES612;2020;55698;PERNOCTACIONES;41286.57961384;A
A;ES612;2020;55565;PERNOCTACIONES;38475.253281785;A
A;ES612;2020;55697;PERNOCTACIONES;2811.326332055;A
A;ES612;2019;55698;PERNOCTACIONES;79462.823541156;A
A;ES612;2019;55565;PERNOCTACIONES;45746.927105867;A
A;ES612;2019;55697;PERNOCTACIONES;33715.896435289;A
A;ES612;2018;55698;PERNOCTACIONES;76201.519769144;A
A;ES612;2018;55565;PERNOCTACIONES;50154.031690324;A
A;ES612;2018;55697;PERNOCTACIONES;26047.48807882;A
A;ES612;2017;55698;PERNOCTACIONES;92573.89824237;A
A;ES612;2017;55565;PERNOCTACIONES;47449.843896;A
A;ES612;2017;55697;PERNOCTACIONES;45124.05434637;A
A;ES612;2016;55698;PERNOCTACIONES;76440.65595737;A
A;ES612;2016;55565;PERNOCTACIONES;38971.95482393;A
A;ES612;2016;55697;PERNOCTACIONES;37468.70113344;A
A;ES612;2015;55698;PERNOCTACIONES;77651.771579268;A
A;ES612;2015;55565;PERNOCTACIONES;43700.029644118;A
A;ES612;2015;55697;PERNOCTACIONES;33951.74193515;A
A;ES612;2014;55698;PERNOCTACIONES;73037.280002996;A
A;ES612;2014;55565;PERNOCTACIONES;42150.692392406;A
A;ES612;2014;55697;PERNOCTACIONES;30886.58761059;A
A;ES612;2013;55698;PERNOCTACIONES;63402.90926379;A
A;ES612;2013;55565;PERNOCTACIONES;41330.261232;A
A;ES612;2013;55697;PERNOCTACIONES;22072.64803179;A
A;ES613;2020;55698;PERNOCTACIONES;77811.239833689;A
A;ES613;2020;55565;PERNOCTACIONES;71469.625779437;A
A;ES613;2020;55697;PERNOCTACIONES;6341.614054252;A
A;ES613;2019;55698;PERNOCTACIONES;127449.084179469;A
A;ES613;2019;55565;PERNOCTACIONES;79551.132027419;A
A;ES613;2019;55697;PERNOCTACIONES;47897.95215205;A
A;ES613;2018;55698;PERNOCTACIONES;123510.00094745;A
A;ES613;2018;55565;PERNOCTACIONES;87766.84332387;A
A;ES613;2018;55697;PERNOCTACIONES;35743.15762358;A
A;ES613;2017;55698;PERNOCTACIONES;115287.726974809;A
A;ES613;2017;55565;PERNOCTACIONES;77046.503724108;A
A;ES613;2017;55697;PERNOCTACIONES;38241.223250701;A
A;ES613;2016;55698;PERNOCTACIONES;97670.967854449;A
A;ES613;2016;55565;PERNOCTACIONES;61363.897186929;A
A;ES613;2016;55697;PERNOCTACIONES;36307.07066752;A
A;ES613;2015;55698;PERNOCTACIONES;76373.091376692;A
A;ES613;2015;55565;PERNOCTACIONES;55794.944448526;A
A;ES613;2015;55697;PERNOCTACIONES;20578.146928166;A
A;ES613;2014;55698;PERNOCTACIONES;88582.214248016;A
A;ES613;2014;55565;PERNOCTACIONES;61300.227681161;A
A;ES613;2014;55697;PERNOCTACIONES;27281.986566855;A
A;ES613;2013;55698;PERNOCTACIONES;87539.216280475;A
A;ES613;2013;55565;PERNOCTACIONES;54963.98452464;A
A;ES613;2013;55697;PERNOCTACIONES;32575.231755835;A
A;ES614;2020;55698;PERNOCTACIONES;46841.075029498;A
A;ES614;2020;55565;PERNOCTACIONES;40145.53452;A
A;ES614;2020;55697;PERNOCTACIONES;6695.540509498;A
A;ES614;2019;55698;PERNOCTACIONES;102133.021003601;A
A;ES614;2019;55565;PERNOCTACIONES;61619.80029646;A
A;ES614;2019;55697;PERNOCTACIONES;40513.220707141;A
A;ES614;2018;55698;PERNOCTACIONES;92221.171030707;A
A;ES614;2018;55565;PERNOCTACIONES;48670.220015617;A
A;ES614;2018;55697;PERNOCTACIONES;43550.95101509;A
A;ES614;2017;55698;PERNOCTACIONES;81221.446852249;A
A;ES614;2017;55565;PERNOCTACIONES;45949.639858129;A
A;ES614;2017;55697;PERNOCTACIONES;35271.80699412;A
A;ES614;2016;55698;PERNOCTACIONES;71116.611959825;A
A;ES614;2016;55565;PERNOCTACIONES;37910.923120568;A
A;ES614;2016;55697;PERNOCTACIONES;33205.688839257;A
A;ES614;2015;55698;PERNOCTACIONES;67636.343358707;A
A;ES614;2015;55565;PERNOCTACIONES;37284.501648191;A
A;ES614;2015;55697;PERNOCTACIONES;30351.841710516;A
A;ES614;2014;55698;PERNOCTACIONES;64816.562803575;A
A;ES614;2014;55565;PERNOCTACIONES;38987.25685263;A
A;ES614;2014;55697;PERNOCTACIONES;25829.305950945;A
A;ES614;2013;55698;PERNOCTACIONES;55675.556750654;A
A;ES614;2013;55565;PERNOCTACIONES;32181.573243744;A
A;ES614;2013;55697;PERNOCTACIONES;23493.98350691;A
A;ES615;2020;55698;PERNOCTACIONES;53012.017952905;A
A;ES615;2020;55565;PERNOCTACIONES;49338.645346257;A
A;ES615;2020;55697;PERNOCTACIONES;3673.372606648;A
A;ES615;2019;55698;PERNOCTACIONES;108704.580571321;A
A;ES615;2019;55565;PERNOCTACIONES;93434.161013122;A
A;ES615;2019;55697;PERNOCTACIONES;15270.419558199;A
A;ES615;2018;55698;PERNOCTACIONES;99640.212074908;A
A;ES615;2018;55565;PERNOCTACIONES;86331.998341826;A
A;ES615;2018;55697;PERNOCTACIONES;13308.213733082;A
A;ES615;2017;55698;PERNOCTACIONES;85726.147737004;A
A;ES615;2017;55565;PERNOCTACIONES;72344.999326159;A
A;ES615;2017;55697;PERNOCTACIONES;13381.148410845;A
A;ES615;2016;55698;PERNOCTACIONES;81737.011549211;A
A;ES615;2016;55565;PERNOCTACIONES;65246.578070589;A
A;ES615;2016;55697;PERNOCTACIONES;16490.433478622;A
A;ES615;2015;55698;PERNOCTACIONES;90600.908623859;A
A;ES615;2015;55565;PERNOCTACIONES;74691.894838492;A
A;ES615;2015;55697;PERNOCTACIONES;15909.013785367;A
A;ES615;2014;55698;PERNOCTACIONES;60313.122967453;A
A;ES615;2014;55565;PERNOCTACIONES;46963.281623433;A
A;ES615;2014;55697;PERNOCTACIONES;13349.84134402;A
A;ES615;2013;55698;PERNOCTACIONES;51015.196591448;A
A;ES615;2013;55565;PERNOCTACIONES;42583.695510308;A
A;ES615;2013;55697;PERNOCTACIONES;8431.50108114;A
A;ES616;2020;55698;PERNOCTACIONES;66387.07454681;A
A;ES616;2020;55565;PERNOCTACIONES;62611.166933917;A
A;ES616;2020;55697;PERNOCTACIONES;3775.907612893;A
A;ES616;2019;55698;PERNOCTACIONES;88521.746680784;A
A;ES616;2019;55565;PERNOCTACIONES;78477.064120339;A
A;ES616;2019;55697;PERNOCTACIONES;10044.682560445;A
A;ES616;2018;55698;PERNOCTACIONES;86545.242141214;A
A;ES616;2018;55565;PERNOCTACIONES;78718.449215981;A
A;ES616;2018;55697;PERNOCTACIONES;7826.792925233;A
A;ES616;2017;55698;PERNOCTACIONES;78163.155479234;A
A;ES616;2017;55565;PERNOCTACIONES;70741.279131204;A
A;ES616;2017;55697;PERNOCTACIONES;7421.87634803;A
A;ES616;2016;55698;PERNOCTACIONES;69128.907484029;A
A;ES616;2016;55565;PERNOCTACIONES;65676.913487585;A
A;ES616;2016;55697;PERNOCTACIONES;3451.993996444;A
A;ES616;2015;55698;PERNOCTACIONES;63310.889296507;A
A;ES616;2015;55565;PERNOCTACIONES;59784.615757044;A
A;ES616;2015;55697;PERNOCTACIONES;3526.273539463;A
A;ES616;2014;55698;PERNOCTACIONES;46062.128082221;A
A;ES616;2014;55565;PERNOCTACIONES;44282.927033554;A
A;ES616;2014;55697;PERNOCTACIONES;1779.201048667;A
A;ES616;2013;55698;PERNOCTACIONES;49121.365901179;A
A;ES616;2013;55565;PERNOCTACIONES;45985.673060838;A
A;ES616;2013;55697;PERNOCTACIONES;3135.692840341;A
A;ES617;2020;55698;PERNOCTACIONES;318308.974470519;A
A;ES617;2020;55565;PERNOCTACIONES;224950.081344343;A
A;ES617;2020;55697;PERNOCTACIONES;93358.893126176;A
A;ES617;2019;55698;PERNOCTACIONES;720934.528912496;A
A;ES617;2019;55565;PERNOCTACIONES;186253.447620747;A
A;ES617;2019;55697;PERNOCTACIONES;534681.081291749;A
A;ES617;2018;55698;PERNOCTACIONES;708673.95509789;A
A;ES617;2018;55565;PERNOCTACIONES;139848.62240519;A
A;ES617;2018;55697;PERNOCTACIONES;568825.3326927;A
A;ES617;2017;55698;PERNOCTACIONES;640952.031993282;A
A;ES617;2017;55565;PERNOCTACIONES;141672.817526362;A
A;ES617;2017;55697;PERNOCTACIONES;499279.21446692;A
A;ES617;2016;55698;PERNOCTACIONES;431349.19887807;A
A;ES617;2016;55565;PERNOCTACIONES;112371.31016271;A
A;ES617;2016;55697;PERNOCTACIONES;318977.88871536;A
A;ES617;2015;55698;PERNOCTACIONES;301759.54454803;A
A;ES617;2015;55565;PERNOCTACIONES;103156.91925251;A
A;ES617;2015;55697;PERNOCTACIONES;198602.62529552;A
A;ES617;2014;55698;PERNOCTACIONES;287016.18153165;A
A;ES617;2014;55565;PERNOCTACIONES;96484.68787164;A
A;ES617;2014;55697;PERNOCTACIONES;190531.49366001;A
A;ES617;2013;55698;PERNOCTACIONES;248166.791074447;A
A;ES617;2013;55565;PERNOCTACIONES;67412.838197757;A
A;ES617;2013;55697;PERNOCTACIONES;180753.95287669;A
A;ES618;2020;55698;PERNOCTACIONES;48091.478735966;A
A;ES618;2020;55565;PERNOCTACIONES;44272.728344738;A
A;ES618;2020;55697;PERNOCTACIONES;3818.750391228;A
A;ES618;2019;55698;PERNOCTACIONES;75671.297615644;A
A;ES618;2019;55565;PERNOCTACIONES;55359.458338579;A
A;ES618;2019;55697;PERNOCTACIONES;20311.839277065;A
A;ES618;2018;55698;PERNOCTACIONES;65930.271412084;A
A;ES618;2018;55565;PERNOCTACIONES;46323.491744095;A
A;ES618;2018;55697;PERNOCTACIONES;19606.779667989;A
A;ES618;2017;55698;PERNOCTACIONES;53357.63633661;A
A;ES618;2017;55565;PERNOCTACIONES;40911.418163675;A
A;ES618;2017;55697;PERNOCTACIONES;12446.218172935;A
A;ES618;2016;55698;PERNOCTACIONES;50222.444411192;A
A;ES618;2016;55565;PERNOCTACIONES;39402.319947703;A
A;ES618;2016;55697;PERNOCTACIONES;10820.124463489;A
A;ES618;2015;55698;PERNOCTACIONES;55880.232177506;A
A;ES618;2015;55565;PERNOCTACIONES;40809.97781419;A
A;ES618;2015;55697;PERNOCTACIONES;15070.254363316;A
A;ES618;2014;55698;PERNOCTACIONES;63603.805582504;A
A;ES618;2014;55565;PERNOCTACIONES;44168.785302667;A
A;ES618;2014;55697;PERNOCTACIONES;19435.020279837;A
A;ES618;2013;55698;PERNOCTACIONES;54061.090817097;A
A;ES618;2013;55565;PERNOCTACIONES;42346.900435976;A
A;ES618;2013;55697;PERNOCTACIONES;11714.190381121;A
A;ES61;2020;55698;PERNOCTACIONES;680792.374545517;A
A;ES61;2020;55565;PERNOCTACIONES;555700.568704012;A
A;ES61;2020;55697;PERNOCTACIONES;125091.805841505;A
A;ES61;2019;55698;PERNOCTACIONES;1361295.176425546;A
A;ES61;2019;55565;PERNOCTACIONES;636784.048595064;A
A;ES61;2019;55697;PERNOCTACIONES;724511.127830482;A
A;ES61;2018;55698;PERNOCTACIONES;1308136.451153;A
A;ES61;2018;55565;PERNOCTACIONES;569795.288967056;A
A;ES61;2018;55697;PERNOCTACIONES;738341.162185944;A
A;ES61;2017;55698;PERNOCTACIONES;1215292.430746209;A
A;ES61;2017;55565;PERNOCTACIONES;536979.802064328;A
A;ES61;2017;55697;PERNOCTACIONES;678312.628681881;A
A;ES61;2016;55698;PERNOCTACIONES;935057.100677533;A
A;ES61;2016;55565;PERNOCTACIONES;455784.441061271;A
A;ES61;2016;55697;PERNOCTACIONES;479272.659616262;A
A;ES61;2015;55698;PERNOCTACIONES;770618.77953839;A
A;ES61;2015;55565;PERNOCTACIONES;442097.948244033;A
A;ES61;2015;55697;PERNOCTACIONES;328520.831294357;A
