OBS_STATUS;RESITUR;TEMPORAL;TERRITORIO;INDICATOR;OBS_VALUE;FREQ
A;55698;2013;ES61;PCT_PERN;100.0;A
A;55565;2020;ES61;PCT_PERN;81.62555714214429;A
A;55565;2019;ES61;PCT_PERN;46.77780834184069;A
A;55565;2018;ES61;PCT_PERN;43.557786992697494;A
A;55565;2017;ES61;PCT_PERN;44.18523381525661;A
A;55565;2016;ES61;PCT_PERN;48.74402223468643;A
A;55565;2015;ES61;PCT_PERN;57.369215490550985;A
A;55565;2014;ES61;PCT_PERN;55.584704619267775;A
A;55565;2013;ES61;PCT_PERN;55.023400767935506;A
A;55697;2020;ES61;PCT_PERN;18.3744428578557;A
A;55697;2019;ES61;PCT_PERN;53.22219165815931;A
A;55697;2018;ES61;PCT_PERN;56.44221300730252;A
A;55697;2017;ES61;PCT_PERN;55.814766184743384;A
A;55697;2016;ES61;PCT_PERN;51.25597776531357;A
A;55697;2015;ES61;PCT_PERN;42.630784509449015;A
A;55697;2014;ES61;PCT_PERN;44.415295380732225;A
A;55697;2013;ES61;PCT_PERN;44.97659923206451;A
A;55577;2020;ES61;PCT_PERN;2.7449669193218282;A
A;55577;2019;ES61;PCT_PERN;6.536177002711538;A
A;55577;2018;ES61;PCT_PERN;8.045693571760282;A
A;55577;2017;ES61;PCT_PERN;6.160056760161264;A
A;55577;2016;ES61;PCT_PERN;6.654294932396637;A
A;55577;2015;ES61;PCT_PERN;5.0171706018713635;A
A;55577;2014;ES61;PCT_PERN;9.973363196135097;A
A;55577;2013;ES61;PCT_PERN;9.645966127893498;A
A;516706;2020;ES61;PCT_PERN;1.705217042026054;A
A;516706;2019;ES61;PCT_PERN;3.2970806315996533;A
A;516706;2018;ES61;PCT_PERN;4.289434843840092;A
A;516706;2017;ES61;PCT_PERN;2.957620043771685;A
A;516706;2016;ES61;PCT_PERN;2.56499656239296;A
A;516706;2015;ES61;PCT_PERN;2.407186661473759;A
A;516706;2014;ES61;PCT_PERN;3.609300864170938;A
A;516706;2013;ES61;PCT_PERN;2.642098664298826;A
A;55568;2020;ES61;PCT_PERN;3.1302545051600315;A
A;55568;2019;ES61;PCT_PERN;7.152096690429288;A
A;55568;2018;ES61;PCT_PERN;4.55788622563247;A
A;55568;2017;ES61;PCT_PERN;6.185575785231598;A
A;55568;2016;ES61;PCT_PERN;6.269900395608927;A
A;55568;2015;ES61;PCT_PERN;6.174388814025736;A
A;55568;2014;ES61;PCT_PERN;5.102834389620757;A
A;55568;2013;ES61;PCT_PERN;5.420275264687457;A
A;516711;2020;ES61;PCT_PERN;0.19704973126418424;A
A;516711;2019;ES61;PCT_PERN;0.7095552454347723;A
A;516711;2018;ES61;PCT_PERN;0.5280925765757153;A
A;516711;2017;ES61;PCT_PERN;0.3792993416241089;A
A;516711;2016;ES61;PCT_PERN;0.5683293997802253;A
A;516711;2015;ES61;PCT_PERN;0.25921016120857315;A
A;516711;2014;ES61;PCT_PERN;0.37324788232834544;A
A;516711;2013;ES61;PCT_PERN;0.4122903329174325;A
A;55571;2020;ES61;PCT_PERN;1.7618697809713861;A
A;55571;2019;ES61;PCT_PERN;8.384134046086979;A
A;55571;2018;ES61;PCT_PERN;10.780172854943734;A
A;55571;2017;ES61;PCT_PERN;11.178949554768613;A
A;55571;2016;ES61;PCT_PERN;11.302287434491785;A
A;55571;2015;ES61;PCT_PERN;8.811484355357742;A
A;55571;2014;ES61;PCT_PERN;5.295775362550174;A
A;55571;2013;ES61;PCT_PERN;6.356614438109352;A
A;516715;2020;ES61;PCT_PERN;0.21623939085712748;A
A;516715;2019;ES61;PCT_PERN;0.39699663885149894;A
A;516715;2018;ES61;PCT_PERN;0.3705401735512891;A
A;516715;2017;ES61;PCT_PERN;0.1931762119850859;A
A;516715;2016;ES61;PCT_PERN;0.17388076988120837;A
A;516715;2015;ES61;PCT_PERN;0.18186782870766788;A
A;516715;2014;ES61;PCT_PERN;0.2485808057716457;A
A;516715;2013;ES61;PCT_PERN;0.2314896598973602;A
A;55574;2020;ES61;PCT_PERN;4.696438669882358;A
A;55574;2019;ES61;PCT_PERN;17.087109444415418;A
A;55574;2018;ES61;PCT_PERN;17.93212474742544;A
A;55574;2017;ES61;PCT_PERN;18.5683280818956;A
A;55574;2016;ES61;PCT_PERN;15.842787617646014;A
A;55574;2015;ES61;PCT_PERN;12.075495694030671;A
A;55574;2014;ES61;PCT_PERN;13.077456475837371;A
A;55574;2013;ES61;PCT_PERN;13.422263653225972;A
A;516718;2020;ES61;PCT_PERN;1.425452960502303;A
A;516718;2019;ES61;PCT_PERN;4.02040708411607;A
A;516718;2018;ES61;PCT_PERN;4.197791205301211;A
A;516718;2017;ES61;PCT_PERN;4.84585480962716;A
A;516718;2016;ES61;PCT_PERN;3.6204590048334158;A
A;516718;2015;ES61;PCT_PERN;3.5006915574013835;A
A;516718;2014;ES61;PCT_PERN;2.6866008024093513;A
A;516718;2013;ES61;PCT_PERN;3.36221564183937;A
A;516720;2020;ES61;PCT_PERN;0.03082955724630657;A
A;516720;2019;ES61;PCT_PERN;0.1681834841025178;A
A;516720;2018;ES61;PCT_PERN;0.21314342320416627;A
A;516720;2017;ES61;PCT_PERN;0.33277796465594545;A
A;516720;2016;ES61;PCT_PERN;0.12283267872387346;A
A;516720;2015;ES61;PCT_PERN;0.35029143716429806;A
A;516720;2014;ES61;PCT_PERN;0.21641363622151608;A
A;516721;2020;ES61;PCT_PERN;0.10751525925854245;A
A;516721;2019;ES61;PCT_PERN;0.5939090793112929;A
A;516721;2018;ES61;PCT_PERN;0.5829351684389468;A
A;516721;2017;ES61;PCT_PERN;0.8413954250868189;A
A;516721;2016;ES61;PCT_PERN;0.8324873578739335;A
A;516721;2015;ES61;PCT_PERN;0.5016606779851271;A
A;516721;2014;ES61;PCT_PERN;0.448164062207996;A
A;516721;2013;ES61;PCT_PERN;0.5909317361498164;A
A;516722;2020;ES61;PCT_PERN;1.312900511638502;A
A;516722;2019;ES61;PCT_PERN;1.6912530008753912;A
A;516722;2018;ES61;PCT_PERN;1.3620705210273996;A
A;516722;2017;ES61;PCT_PERN;1.28122488808059;A
A;516722;2016;ES61;PCT_PERN;0.784125304165948;A
A;516722;2015;ES61;PCT_PERN;0.8742866231676569;A
A;516722;2014;ES61;PCT_PERN;1.035358187116343;A
A;516722;2013;ES61;PCT_PERN;0.8401232826566426;A
A;516724;2020;ES61;PCT_PERN;0.26473776796856574;A
A;516724;2019;ES61;PCT_PERN;1.168125398449887;A
A;516724;2018;ES61;PCT_PERN;1.1721203902009958;A
A;516724;2017;ES61;PCT_PERN;1.2367859072879268;A
A;516724;2016;ES61;PCT_PERN;0.9223084284428251;A
A;516724;2015;ES61;PCT_PERN;1.0950800890675152;A
A;516724;2014;ES61;PCT_PERN;1.0161995825619254;A
A;516724;2013;ES61;PCT_PERN;0.846696336514315;A
A;516727;2020;ES61;PCT_PERN;0.780970761758514;A
A;516727;2019;ES61;PCT_PERN;2.017163911775005;A
A;516727;2018;ES61;PCT_PERN;2.4102073054007715;A
A;516727;2017;ES61;PCT_PERN;1.6537214105669842;A
A;516727;2016;ES61;PCT_PERN;1.5972878790758176;A
A;516727;2015;ES61;PCT_PERN;1.3819700079875177;A
A;516727;2014;ES61;PCT_PERN;1.3320001338007639;A
A;516727;2013;ES61;PCT_PERN;1.2056340938744647;A
P;55698;2021;ES61;PCT_PERN;100.0;A
P;55565;2021;ES61;PCT_PERN;71.38612307140271;A
P;55697;2021;ES61;PCT_PERN;28.613876928597286;A
P;55577;2021;ES61;PCT_PERN;5.082663648568315;A
P;516706;2021;ES61;PCT_PERN;3.365229313839864;A
P;55568;2021;ES61;PCT_PERN;5.891099581919121;A
P;516711;2021;ES61;PCT_PERN;0.27546573848082495;A
P;55571;2021;ES61;PCT_PERN;4.21165637679749;A
P;516715;2021;ES61;PCT_PERN;0.27813620397846106;A
P;55574;2021;ES61;PCT_PERN;3.9573444021641078;A
P;516718;2021;ES61;PCT_PERN;2.819451580739408;A
P;516720;2021;ES61;PCT_PERN;0.031031970848067917;A
P;516721;2021;ES61;PCT_PERN;0.64739979420255;A
P;516722;2021;ES61;PCT_PERN;0.6521922691840966;A
P;516724;2021;ES61;PCT_PERN;0.3185418149560665;A
P;516727;2021;ES61;PCT_PERN;1.0836642329189117;A
A;55698;2020;ES61;ESTANCIA_MEDIA;3.471895843770254;A
A;55698;2019;ES61;ESTANCIA_MEDIA;3.463394111999354;A
A;55698;2018;ES61;ESTANCIA_MEDIA;3.5410246585679785;A
A;55698;2017;ES61;ESTANCIA_MEDIA;3.580695196213477;A
A;55698;2016;ES61;ESTANCIA_MEDIA;3.4626453379401108;A
A;55698;2015;ES61;ESTANCIA_MEDIA;3.362451725591111;A
A;55698;2014;ES61;ESTANCIA_MEDIA;3.5593840788701714;A
A;55698;2013;ES61;ESTANCIA_MEDIA;3.449805935900172;A
A;55565;2020;ES61;ESTANCIA_MEDIA;3.173205750077857;A
A;55565;2019;ES61;ESTANCIA_MEDIA;2.4955098220640872;A
A;55565;2018;ES61;ESTANCIA_MEDIA;2.4556976959138743;A
A;55565;2017;ES61;ESTANCIA_MEDIA;2.516183635897187;A
A;55565;2016;ES61;ESTANCIA_MEDIA;2.4920092566804604;A
A;55565;2015;ES61;ESTANCIA_MEDIA;2.6223063296105766;A
A;55565;2014;ES61;ESTANCIA_MEDIA;2.7351851758747903;A
A;55565;2013;ES61;ESTANCIA_MEDIA;2.6380476162875715;A
A;55697;2020;ES61;ESTANCIA_MEDIA;5.9670189964507285;A
A;55697;2019;ES61;ESTANCIA_MEDIA;5.254633954031854;A
A;55697;2018;ES61;ESTANCIA_MEDIA;5.37392635651309;A
A;55697;2017;ES61;ESTANCIA_MEDIA;5.383825244868512;A
A;55697;2016;ES61;ESTANCIA_MEDIA;5.4998485413453935;A
A;55697;2015;ES61;ESTANCIA_MEDIA;5.421822158815582;A
A;55697;2014;ES61;ESTANCIA_MEDIA;5.714305996434454;A
A;55697;2013;ES61;ESTANCIA_MEDIA;5.532506735684675;A
A;55577;2020;ES61;ESTANCIA_MEDIA;7.662821752293171;A
A;55577;2019;ES61;ESTANCIA_MEDIA;5.900192064634323;A
A;55577;2018;ES61;ESTANCIA_MEDIA;6.284229991970124;A
A;55577;2017;ES61;ESTANCIA_MEDIA;6.000716428898993;A
A;55577;2016;ES61;ESTANCIA_MEDIA;6.381488825471069;A
A;55577;2015;ES61;ESTANCIA_MEDIA;5.579558634873541;A
A;55577;2014;ES61;ESTANCIA_MEDIA;11.09519056643347;A
A;55577;2013;ES61;ESTANCIA_MEDIA;9.819735586517305;A
A;516706;2020;ES61;ESTANCIA_MEDIA;6.697429074879235;A
A;516706;2019;ES61;ESTANCIA_MEDIA;6.036970978069878;A
A;516706;2018;ES61;ESTANCIA_MEDIA;6.467228728858637;A
A;516706;2017;ES61;ESTANCIA_MEDIA;3.9819301701353647;A
A;516706;2016;ES61;ESTANCIA_MEDIA;4.286120181366386;A
A;516706;2015;ES61;ESTANCIA_MEDIA;4.863695647606279;A
A;516706;2014;ES61;ESTANCIA_MEDIA;5.421635027203453;A
A;516706;2013;ES61;ESTANCIA_MEDIA;4.314322450311278;A
A;55568;2020;ES61;ESTANCIA_MEDIA;5.735155993610629;A
A;55568;2019;ES61;ESTANCIA_MEDIA;5.913190518401283;A
A;55568;2018;ES61;ESTANCIA_MEDIA;4.910355679260418;A
A;55568;2017;ES61;ESTANCIA_MEDIA;6.150261477766005;A
A;55568;2016;ES61;ESTANCIA_MEDIA;6.133328620859455;A
A;55568;2015;ES61;ESTANCIA_MEDIA;5.563912825132776;A
A;55568;2014;ES61;ESTANCIA_MEDIA;4.7320365297347315;A
A;55568;2013;ES61;ESTANCIA_MEDIA;4.876538321003887;A
A;516711;2020;ES61;ESTANCIA_MEDIA;2.330432355195618;A
A;516711;2019;ES61;ESTANCIA_MEDIA;3.2628435656214885;A
A;516711;2018;ES61;ESTANCIA_MEDIA;3.303647161521049;A
A;516711;2017;ES61;ESTANCIA_MEDIA;2.2924871645757197;A
A;516711;2016;ES61;ESTANCIA_MEDIA;3.7351805262325515;A
A;516711;2015;ES61;ESTANCIA_MEDIA;2.2121420685545745;A
A;516711;2014;ES61;ESTANCIA_MEDIA;2.93833363768303;A
A;516711;2013;ES61;ESTANCIA_MEDIA;2.792911249532788;A
A;55571;2020;ES61;ESTANCIA_MEDIA;6.352848670808097;A
A;55571;2019;ES61;ESTANCIA_MEDIA;5.719119512509251;A
A;55571;2018;ES61;ESTANCIA_MEDIA;5.681779143329456;A
A;55571;2017;ES61;ESTANCIA_MEDIA;5.411779496452109;A
A;55571;2016;ES61;ESTANCIA_MEDIA;5.3205004051815195;A
A;55571;2015;ES61;ESTANCIA_MEDIA;5.511188992792975;A
A;55571;2014;ES61;ESTANCIA_MEDIA;4.733250283611775;A
A;55571;2013;ES61;ESTANCIA_MEDIA;5.021627084178571;A
A;516715;2020;ES61;ESTANCIA_MEDIA;3.184391921026691;A
A;516715;2019;ES61;ESTANCIA_MEDIA;2.2584190205905195;A
A;516715;2018;ES61;ESTANCIA_MEDIA;3.1997578340270962;A
A;516715;2017;ES61;ESTANCIA_MEDIA;2.43808266755352;A
A;516715;2016;ES61;ESTANCIA_MEDIA;3.341654435822075;A
A;516715;2015;ES61;ESTANCIA_MEDIA;2.1398567471264966;A
A;516715;2014;ES61;ESTANCIA_MEDIA;3.698476024557203;A
A;516715;2013;ES61;ESTANCIA_MEDIA;2.493343616036839;A
A;55574;2020;ES61;ESTANCIA_MEDIA;7.443232895853532;A
A;55574;2019;ES61;ESTANCIA_MEDIA;5.920842240220748;A
A;55574;2018;ES61;ESTANCIA_MEDIA;5.944510535951732;A
A;55574;2017;ES61;ESTANCIA_MEDIA;5.8980380430337265;A
A;55574;2016;ES61;ESTANCIA_MEDIA;5.825802061014793;A
A;55574;2015;ES61;ESTANCIA_MEDIA;6.05461202855796;A
A;55574;2014;ES61;ESTANCIA_MEDIA;5.54716013641475;A
A;55574;2013;ES61;ESTANCIA_MEDIA;5.230926528532422;A
A;516718;2020;ES61;ESTANCIA_MEDIA;4.944083042828547;A
A;516718;2019;ES61;ESTANCIA_MEDIA;4.604512472933565;A
A;516718;2018;ES61;ESTANCIA_MEDIA;5.496841749026179;A
A;516718;2017;ES61;ESTANCIA_MEDIA;5.249028261742415;A
A;516718;2016;ES61;ESTANCIA_MEDIA;6.252306510141032;A
A;516718;2015;ES61;ESTANCIA_MEDIA;6.181729082040738;A
A;516718;2014;ES61;ESTANCIA_MEDIA;5.97889312168787;A
A;516718;2013;ES61;ESTANCIA_MEDIA;7.495020829334719;A
A;516720;2020;ES61;ESTANCIA_MEDIA;2.2765585414973177;A
A;516720;2019;ES61;ESTANCIA_MEDIA;3.759460762721441;A
A;516720;2018;ES61;ESTANCIA_MEDIA;2.9031995346995685;A
A;516720;2017;ES61;ESTANCIA_MEDIA;4.347368243933332;A
A;516720;2016;ES61;ESTANCIA_MEDIA;2.9089548507065985;A
A;516720;2015;ES61;ESTANCIA_MEDIA;5.54460431631557;A
A;516720;2014;ES61;ESTANCIA_MEDIA;2.803542596810675;A
A;516721;2020;ES61;ESTANCIA_MEDIA;2.78184361694323;A
A;516721;2019;ES61;ESTANCIA_MEDIA;4.104982612757697;A
A;516721;2018;ES61;ESTANCIA_MEDIA;4.133052396066592;A
A;516721;2017;ES61;ESTANCIA_MEDIA;4.93852316757624;A
A;516721;2016;ES61;ESTANCIA_MEDIA;4.510981810425539;A
A;516721;2015;ES61;ESTANCIA_MEDIA;4.427460929972917;A
A;516721;2014;ES61;ESTANCIA_MEDIA;3.1153467345053305;A
A;516721;2013;ES61;ESTANCIA_MEDIA;3.4709482044054987;A
A;516722;2020;ES61;ESTANCIA_MEDIA;8.872450906902412;A
A;516722;2019;ES61;ESTANCIA_MEDIA;5.270394107468416;A
A;516722;2018;ES61;ESTANCIA_MEDIA;5.656089221879727;A
A;516722;2017;ES61;ESTANCIA_MEDIA;5.352960317619374;A
A;516722;2016;ES61;ESTANCIA_MEDIA;4.577351204909165;A
A;516722;2015;ES61;ESTANCIA_MEDIA;4.70823801404462;A
A;516722;2014;ES61;ESTANCIA_MEDIA;5.040612535955319;A
A;516722;2013;ES61;ESTANCIA_MEDIA;6.155482284231951;A
A;516724;2020;ES61;ESTANCIA_MEDIA;4.97473310731683;A
A;516724;2019;ES61;ESTANCIA_MEDIA;3.90711970933774;A
A;516724;2018;ES61;ESTANCIA_MEDIA;3.576671151941264;A
A;516724;2017;ES61;ESTANCIA_MEDIA;3.9778887931550986;A
A;516724;2016;ES61;ESTANCIA_MEDIA;3.7171537953362166;A
A;516724;2015;ES61;ESTANCIA_MEDIA;4.457011968655631;A
A;516724;2014;ES61;ESTANCIA_MEDIA;4.290519823222206;A
A;516724;2013;ES61;ESTANCIA_MEDIA;3.780783149140753;A
A;516727;2020;ES61;ESTANCIA_MEDIA;2.4539950802260964;A
A;516727;2019;ES61;ESTANCIA_MEDIA;2.40833842041014;A
A;516727;2018;ES61;ESTANCIA_MEDIA;2.693039074862064;A
A;516727;2017;ES61;ESTANCIA_MEDIA;4.0030814534441355;A
A;516727;2016;ES61;ESTANCIA_MEDIA;4.171464044213446;A
A;516727;2015;ES61;ESTANCIA_MEDIA;3.549370923894314;A
A;516727;2014;ES61;ESTANCIA_MEDIA;3.844817566149484;A
A;516727;2013;ES61;ESTANCIA_MEDIA;3.242876634966078;A
P;55698;2021;ES61;ESTANCIA_MEDIA;3.451774221342879;A
P;55565;2021;ES61;ESTANCIA_MEDIA;3.0150807966943094;A
P;55697;2021;ES61;ESTANCIA_MEDIA;5.404704533786777;A
P;55577;2021;ES61;ESTANCIA_MEDIA;6.965611300330346;A
P;516706;2021;ES61;ESTANCIA_MEDIA;5.952669635546335;A
P;55568;2021;ES61;ESTANCIA_MEDIA;6.3688174004603475;A
P;516711;2021;ES61;ESTANCIA_MEDIA;2.8023563687866235;A
P;55571;2021;ES61;ESTANCIA_MEDIA;5.746169207570103;A
P;516715;2021;ES61;ESTANCIA_MEDIA;2.8549069683104062;A
P;55574;2021;ES61;ESTANCIA_MEDIA;5.141238454151878;A
P;516718;2021;ES61;ESTANCIA_MEDIA;6.0382343272805565;A
P;516720;2021;ES61;ESTANCIA_MEDIA;2.533366834956539;A
P;516721;2021;ES61;ESTANCIA_MEDIA;5.348328880015612;A
P;516722;2021;ES61;ESTANCIA_MEDIA;3.505214830410669;A
P;516724;2021;ES61;ESTANCIA_MEDIA;2.3046002007131934;A
P;516727;2021;ES61;ESTANCIA_MEDIA;2.400987638220452;A
