OBS_STATUS;RESITUR;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;55557;2019;PERNOCTACIONES;801.564191749;A
A;55557;2018;PERNOCTACIONES;1421.297893544;A
A;55557;2017;PERNOCTACIONES;1597.205452981;A
A;55557;2016;PERNOCTACIONES;1555.232385125;A
A;55557;2015;PERNOCTACIONES;1782.464219011;A
A;55557;2014;PERNOCTACIONES;857.405758356;A
A;55557;2013;PERNOCTACIONES;1361.830546821;A
A;55558;2020;PERNOCTACIONES;9269.819389191;A
A;55558;2019;PERNOCTACIONES;9754.610383882;A
A;55558;2018;PERNOCTACIONES;5802.58420416;A
A;55558;2017;PERNOCTACIONES;6204.08270136;A
A;55558;2016;PERNOCTACIONES;6690.80800115;A
A;55558;2015;PERNOCTACIONES;4818.24345067;A
A;55558;2014;PERNOCTACIONES;4032.50423388;A
A;55558;2013;PERNOCTACIONES;4642.26056498;A
A;55559;2020;PERNOCTACIONES;62.940187994;A
A;55559;2019;PERNOCTACIONES;356.644582088;A
A;55559;2018;PERNOCTACIONES;551.895998668;A
A;55559;2017;PERNOCTACIONES;216.277106764;A
A;55559;2016;PERNOCTACIONES;529.389977825;A
A;55559;2015;PERNOCTACIONES;198.743368208;A
A;55559;2014;PERNOCTACIONES;200.039779292;A
A;55559;2013;PERNOCTACIONES;363.497758171;A
A;55544;2020;PERNOCTACIONES;523.062789286;A
A;55544;2019;PERNOCTACIONES;3657.233690675;A
A;55544;2018;PERNOCTACIONES;2101.583146563;A
A;55544;2017;PERNOCTACIONES;2108.625573639;A
A;55544;2016;PERNOCTACIONES;1985.060612306;A
A;55544;2015;PERNOCTACIONES;1412.893026188;A
A;55544;2014;PERNOCTACIONES;2674.96911731;A
A;55544;2013;PERNOCTACIONES;2192.21149556;A
A;55561;2020;PERNOCTACIONES;1981.471692029;A
A;55561;2019;PERNOCTACIONES;1091.878358356;A
A;55561;2018;PERNOCTACIONES;670.39990578;A
A;55561;2017;PERNOCTACIONES;997.257437864;A
A;55561;2016;PERNOCTACIONES;1455.330863619;A
A;55561;2015;PERNOCTACIONES;968.795193693;A
A;55561;2014;PERNOCTACIONES;567.175667511;A
A;55561;2013;PERNOCTACIONES;248.29983431;A
A;55562;2020;PERNOCTACIONES;2654.262476786;A
A;55562;2019;PERNOCTACIONES;291.405717359;A
A;55562;2018;PERNOCTACIONES;827.958919694;A
A;55562;2017;PERNOCTACIONES;879.549045753;A
A;55562;2016;PERNOCTACIONES;1145.689852258;A
A;55562;2015;PERNOCTACIONES;302.201552499;A
A;55562;2014;PERNOCTACIONES;1163.66066602;A
A;55562;2013;PERNOCTACIONES;234.038867569;A
P;55564;2021;PERNOCTACIONES;707992.457222211;A
P;55543;2021;PERNOCTACIONES;510973.240088054;A
P;55563;2021;PERNOCTACIONES;197019.217134157;A
P;55545;2021;PERNOCTACIONES;2260.146020841;A
P;55546;2021;PERNOCTACIONES;1589.812940096;A
P;55547;2021;PERNOCTACIONES;1885.705088405;A
P;55548;2021;PERNOCTACIONES;2193.986241657;A
P;55549;2021;PERNOCTACIONES;8555.529871816;A
P;55550;2021;PERNOCTACIONES;8129.961294353;A
P;55551;2021;PERNOCTACIONES;22111.782004615;A
P;55552;2021;PERNOCTACIONES;15374.08066317;A
P;55553;2021;PERNOCTACIONES;6764.264440882;A
P;55554;2021;PERNOCTACIONES;5505.480836561;A
P;55555;2021;PERNOCTACIONES;92579.639906542;A
P;55556;2021;PERNOCTACIONES;13832.097410223;A
P;55557;2021;PERNOCTACIONES;986.390276105;A
P;55558;2021;PERNOCTACIONES;8786.969135577;A
P;55559;2021;PERNOCTACIONES;744.602850437;A
P;55544;2021;PERNOCTACIONES;2289.124620256;A
P;55561;2021;PERNOCTACIONES;2096.036360481;A
P;55562;2021;PERNOCTACIONES;1333.60717214;A
A;55564;2020;PCT_PERN;100.0;A
A;55564;2019;PCT_PERN;100.0;A
A;55564;2018;PCT_PERN;100.0;A
A;55564;2017;PCT_PERN;100.0;A
A;55564;2016;PCT_PERN;100.0;A
A;55564;2015;PCT_PERN;100.0;A
A;55564;2014;PCT_PERN;100.0;A
A;55564;2013;PCT_PERN;100.0;A
A;55543;2020;PCT_PERN;74.8907157194607;A
A;55543;2019;PCT_PERN;68.2252509543873;A
A;55543;2018;PCT_PERN;69.65723489703123;A
A;55543;2017;PCT_PERN;69.07888321403995;A
A;55543;2016;PCT_PERN;69.0183093502553;A
A;55543;2015;PCT_PERN;70.74580520522048;A
A;55543;2014;PCT_PERN;71.03236889818795;A
A;55543;2013;PCT_PERN;66.56122787522567;A
A;55563;2020;PCT_PERN;25.109284280539306;A
A;55563;2019;PCT_PERN;31.774749045612698;A
A;55563;2018;PCT_PERN;30.342765102968784;A
A;55563;2017;PCT_PERN;30.921116785960056;A
A;55563;2016;PCT_PERN;30.981690649744714;A
A;55563;2015;PCT_PERN;29.25419479477953;A
A;55563;2014;PCT_PERN;28.967631101812053;A
A;55563;2013;PCT_PERN;33.43877212477432;A
A;55545;2020;PCT_PERN;0.1747009048805012;A
A;55545;2019;PCT_PERN;0.5206641997747901;A
A;55545;2018;PCT_PERN;0.5226996478067052;A
A;55545;2017;PCT_PERN;0.466025262059152;A
A;55545;2016;PCT_PERN;0.33517765542936406;A
A;55545;2015;PCT_PERN;0.49947902175517594;A
A;55545;2014;PCT_PERN;0.23472131830129683;A
A;55545;2013;PCT_PERN;0.3338576387854063;A
A;55546;2020;PCT_PERN;0.11675237710123221;A
A;55546;2019;PCT_PERN;0.24212989698073786;A
A;55546;2018;PCT_PERN;0.19954356206369717;A
A;55546;2017;PCT_PERN;0.2727661369992339;A
A;55546;2016;PCT_PERN;0.1594555168436081;A
A;55546;2015;PCT_PERN;0.2967271035700188;A
A;55546;2014;PCT_PERN;0.28581490821599764;A
A;55546;2013;PCT_PERN;0.36834174244996;A
A;55547;2020;PCT_PERN;0.15806659952688626;A
A;55547;2019;PCT_PERN;0.7262462131855053;A
A;55547;2018;PCT_PERN;0.20274244835179595;A
A;55547;2017;PCT_PERN;0.2045344490430996;A
A;55547;2016;PCT_PERN;0.4236236952949084;A
A;55547;2015;PCT_PERN;0.3435177256033551;A
A;55547;2014;PCT_PERN;0.9067658129483911;A
A;55547;2013;PCT_PERN;1.1561750401365347;A
A;55548;2020;PCT_PERN;0.13015937221710067;A
A;55548;2019;PCT_PERN;0.145595823415258;A
A;55548;2018;PCT_PERN;0.2201942811014608;A
A;55548;2017;PCT_PERN;0.1630269117936261;A
A;55548;2016;PCT_PERN;0.18898677713379994;A
A;55548;2015;PCT_PERN;0.17474883529940186;A
A;55548;2014;PCT_PERN;0.09587494390795907;A
A;55548;2013;PCT_PERN;0.12448807895110738;A
A;55549;2020;PCT_PERN;0.6294391427385897;A
A;55549;2019;PCT_PERN;0.8521963847627487;A
A;55549;2018;PCT_PERN;0.8537392020015905;A
A;55549;2017;PCT_PERN;1.3241861720803005;A
A;55549;2016;PCT_PERN;0.6187700671381351;A
A;55549;2015;PCT_PERN;1.10163773031845;A
A;55549;2014;PCT_PERN;0.8482346696502154;A
A;55549;2013;PCT_PERN;0.7426375029502241;A
A;55550;2020;PCT_PERN;1.0044870699956332;A
A;55550;2019;PCT_PERN;1.9152847233748278;A
A;55550;2018;PCT_PERN;1.4649937758809075;A
A;55550;2017;PCT_PERN;1.9393684722879845;A
A;55550;2016;PCT_PERN;1.5489517446671552;A
A;55550;2015;PCT_PERN;1.654360188254666;A
A;55550;2014;PCT_PERN;1.4279966735463232;A
A;55550;2013;PCT_PERN;1.5294631939162573;A
A;55551;2020;PCT_PERN;2.657763085092443;A
A;55551;2019;PCT_PERN;4.319121611400113;A
A;55551;2018;PCT_PERN;4.244582397205172;A
A;55551;2017;PCT_PERN;4.975923450766793;A
A;55551;2016;PCT_PERN;4.236073036925917;A
A;55551;2015;PCT_PERN;3.7846540742741013;A
A;55551;2014;PCT_PERN;4.732823062476356;A
A;55551;2013;PCT_PERN;4.609099870081662;A
A;55552;2020;PCT_PERN;2.20970760858398;A
A;55552;2019;PCT_PERN;3.603885108193002;A
A;55552;2018;PCT_PERN;4.4815570415845265;A
A;55552;2017;PCT_PERN;3.414900927898078;A
A;55552;2016;PCT_PERN;4.191008731759697;A
A;55552;2015;PCT_PERN;3.8998197087861524;A
A;55552;2014;PCT_PERN;3.4181718934595797;A
A;55552;2013;PCT_PERN;4.396935144396205;A
A;55553;2020;PCT_PERN;0.7772880881841745;A
A;55553;2019;PCT_PERN;1.1903240090885272;A
A;55553;2018;PCT_PERN;0.9893539383841645;A
A;55553;2017;PCT_PERN;0.7696221489014065;A
A;55553;2016;PCT_PERN;1.5625250335378662;A
A;55553;2015;PCT_PERN;1.2840763814778962;A
A;55553;2014;PCT_PERN;0.9046114256120827;A
A;55553;2013;PCT_PERN;1.5123698742103322;A
A;55554;2020;PCT_PERN;1.1738587983467554;A
A;55554;2019;PCT_PERN;1.1483773828519994;A
A;55554;2018;PCT_PERN;0.7624796662180181;A
A;55554;2017;PCT_PERN;0.417242079801094;A
A;55554;2016;PCT_PERN;0.30498635450965994;A
A;55554;2015;PCT_PERN;0.7430570407485121;A
A;55554;2014;PCT_PERN;0.4684167598194471;A
A;55554;2013;PCT_PERN;0.23899089002901872;A
A;55555;2020;PCT_PERN;11.690030329145316;A
A;55555;2019;PCT_PERN;12.12995695767319;A
A;55555;2018;PCT_PERN;11.607141820985442;A
A;55555;2017;PCT_PERN;12.106195309169623;A
A;55555;2016;PCT_PERN;11.443048796325352;A
A;55555;2015;PCT_PERN;10.575271069996655;A
A;55555;2014;PCT_PERN;10.640539793444148;A
A;55555;2013;PCT_PERN;13.639029721410884;A
A;55556;2020;PCT_PERN;1.6291184319946226;A
A;55556;2019;PCT_PERN;2.475668909172358;A
A;55556;2018;PCT_PERN;2.797279946486454;A
A;55556;2017;PCT_PERN;2.6320463592756993;A
A;55556;2016;PCT_PERN;3.0375413777208924;A
A;55556;2015;PCT_PERN;2.751769049277464;A
A;55556;2014;PCT_PERN;2.6222072334952142;A
A;55556;2013;PCT_PERN;2.2214600331571894;A
A;55557;2020;PCT_PERN;0.15011299376397014;A
A;55557;2019;PCT_PERN;0.1258769269609517;A
A;55557;2018;PCT_PERN;0.24944009209352655;A
A;55557;2017;PCT_PERN;0.29744237061446516;A
A;55557;2016;PCT_PERN;0.3412210345539045;A
A;55557;2015;PCT_PERN;0.40318310141242736;A
A;55557;2014;PCT_PERN;0.21502988763105507;A
A;55557;2013;PCT_PERN;0.3864520146293498;A
A;55558;2020;PCT_PERN;1.6681320681045535;A
A;55558;2019;PCT_PERN;1.5318553291973296;A
A;55558;2018;PCT_PERN;1.0183629658783455;A
A;55558;2017;PCT_PERN;1.1553661194535536;A
A;55558;2016;PCT_PERN;1.4679763937467438;A
A;55558;2015;PCT_PERN;1.0898588129186215;A
A;55558;2014;PCT_PERN;1.011316898484068;A
A;55558;2013;PCT_PERN;1.317352553119599;A
A;55559;2020;PCT_PERN;0.011326277412453832;A
A;55559;2019;PCT_PERN;0.0560071476154066;A
A;55559;2018;PCT_PERN;0.09685864543887253;A
A;55559;2017;PCT_PERN;0.04027658134115273;A
A;55559;2016;PCT_PERN;0.11614919908023674;A
A;55559;2015;PCT_PERN;0.04495460089724188;A
A;55559;2014;PCT_PERN;0.050168232302727225;A
A;55559;2013;PCT_PERN;0.10315118961485535;A
A;55544;2020;PCT_PERN;0.09412673276650971;A
A;55544;2019;PCT_PERN;0.5743287223893173;A
A;55544;2018;PCT_PERN;0.36883126049933135;A
A;55544;2017;PCT_PERN;0.3926824743747801;A
A;55544;2016;PCT_PERN;0.43552619033767076;A
A;55544;2015;PCT_PERN;0.3195882341910574;A
A;55544;2014;PCT_PERN;0.6708589289330223;A
A;55544;2013;PCT_PERN;0.6220924849500651;A
A;55561;2020;PCT_PERN;0.35657183087829625;A
A;55561;2019;PCT_PERN;0.17146760518970444;A
A;55561;2018;PCT_PERN;0.11765627388659593;A
A;55561;2017;PCT_PERN;0.18571600533767055;A
A;55561;2016;PCT_PERN;0.3193024448641414;A
A;55561;2015;PCT_PERN;0.219135871935383;A
A;55561;2014;PCT_PERN;0.14224271164892338;A
A;55561;2013;PCT_PERN;0.07046102132547168;A
A;55562;2020;PCT_PERN;0.4776425698062881;A
A;55562;2019;PCT_PERN;0.04576209438693198;A
A;55562;2018;PCT_PERN;0.14530813710217783;A
A;55562;2017;PCT_PERN;0.16379555476234348;A
A;55562;2016;PCT_PERN;0.25136659987566035;A
A;55562;2015;PCT_PERN;0.06835624406295328;A
A;55562;2014;PCT_PERN;0.29183594793524315;A
A;55562;2013;PCT_PERN;0.06641413066019275;A
P;55564;2021;PCT_PERN;100.0;A
P;55543;2021;PCT_PERN;72.17213049032239;A
P;55563;2021;PCT_PERN;27.827869509677615;A
P;55545;2021;PCT_PERN;0.319233064955045;A
P;55546;2021;PCT_PERN;0.22455224259501116;A
P;55547;2021;PCT_PERN;0.2663453641587528;A
P;55548;2021;PCT_PERN;0.3098883638202934;A
P;55549;2021;PCT_PERN;1.2084210480692672;A
P;55550;2021;PCT_PERN;1.1483118515486284;A
P;55551;2021;PCT_PERN;3.123166324591928;A
P;55552;2021;PCT_PERN;2.17150345407489;A
P;55553;2021;PCT_PERN;0.955414760691294;A
P;55554;2021;PCT_PERN;0.7776185721189183;A
P;55555;2021;PCT_PERN;13.076359636623206;A
P;55556;2021;PCT_PERN;1.953706888981961;A
P;55557;2021;PCT_PERN;0.1393221447549138;A
P;55558;2021;PCT_PERN;1.241110557879731;A
P;55559;2021;PCT_PERN;0.10517101458374697;A
P;55544;2021;PCT_PERN;0.3233261310773448;A
P;55561;2021;PCT_PERN;0.296053487448827;A
P;55562;2021;PCT_PERN;0.18836460170386157;A
A;55564;2020;ESTANCIA_MEDIA;3.173205750077857;A
A;55564;2019;ESTANCIA_MEDIA;2.4955098220640872;A
A;55564;2018;ESTANCIA_MEDIA;2.4556976959138743;A
A;55564;2017;ESTANCIA_MEDIA;2.516183635897187;A
A;55564;2016;ESTANCIA_MEDIA;2.4920092566804604;A
A;55564;2015;ESTANCIA_MEDIA;2.6223063296105766;A
A;55564;2014;ESTANCIA_MEDIA;2.7351851758747903;A
A;55564;2013;ESTANCIA_MEDIA;2.6380476162875715;A
A;55543;2020;ESTANCIA_MEDIA;2.9605581787538178;A
A;55543;2019;ESTANCIA_MEDIA;2.3456706631160076;A
A;55543;2018;ESTANCIA_MEDIA;2.353473815854794;A
A;55543;2017;ESTANCIA_MEDIA;2.3357703898241398;A
A;55543;2016;ESTANCIA_MEDIA;2.3284546611854924;A
A;55543;2015;ESTANCIA_MEDIA;2.5292678657048278;A
A;55543;2014;ESTANCIA_MEDIA;2.604085963509903;A
A;55543;2013;ESTANCIA_MEDIA;2.46834659369558;A
A;55563;2020;ESTANCIA_MEDIA;4.038339618243192;A
A;55563;2019;ESTANCIA_MEDIA;2.8921980705282033;A
A;55563;2018;ESTANCIA_MEDIA;2.7276847559903605;A
A;55563;2017;ESTANCIA_MEDIA;3.040908671551035;A
A;55563;2016;ESTANCIA_MEDIA;2.954291880710757;A
A;55563;2015;ESTANCIA_MEDIA;2.8783563470205427;A
A;55563;2014;ESTANCIA_MEDIA;3.120395305508813;A
A;55563;2013;ESTANCIA_MEDIA;3.056307674129749;A
A;55545;2020;ESTANCIA_MEDIA;4.199140245800452;A
A;55545;2019;ESTANCIA_MEDIA;3.0143105967250956;A
A;55545;2018;ESTANCIA_MEDIA;3.92431794795087;A
A;55545;2017;ESTANCIA_MEDIA;3.8544375314250927;A
A;55545;2016;ESTANCIA_MEDIA;3.1100933645437;A
A;55545;2015;ESTANCIA_MEDIA;3.3443135090071894;A
A;55545;2014;ESTANCIA_MEDIA;3.360854894231215;A
A;55545;2013;ESTANCIA_MEDIA;2.9511273135064804;A
A;55546;2020;ESTANCIA_MEDIA;4.615386236975225;A
A;55546;2019;ESTANCIA_MEDIA;2.579254125776979;A
A;55546;2018;ESTANCIA_MEDIA;2.5845674547176025;A
A;55546;2017;ESTANCIA_MEDIA;3.053165814778093;A
A;55546;2016;ESTANCIA_MEDIA;2.9733815107145105;A
A;55546;2015;ESTANCIA_MEDIA;3.626213916328795;A
A;55546;2014;ESTANCIA_MEDIA;2.6826047321341027;A
A;55546;2013;ESTANCIA_MEDIA;3.318023857978039;A
A;55547;2020;ESTANCIA_MEDIA;3.963105768911353;A
A;55547;2019;ESTANCIA_MEDIA;3.101503946800208;A
A;55547;2018;ESTANCIA_MEDIA;2.079275588083025;A
A;55547;2017;ESTANCIA_MEDIA;2.246233679268978;A
A;55547;2016;ESTANCIA_MEDIA;3.4346310623922167;A
A;55547;2015;ESTANCIA_MEDIA;2.6561761874931404;A
A;55547;2014;ESTANCIA_MEDIA;31.79203125413465;A
A;55547;2013;ESTANCIA_MEDIA;12.581909441983525;A
A;55548;2020;ESTANCIA_MEDIA;3.5700106290324913;A
A;55548;2019;ESTANCIA_MEDIA;1.880101172855455;A
A;55548;2018;ESTANCIA_MEDIA;2.2636525034062007;A
A;55548;2017;ESTANCIA_MEDIA;2.987597621674662;A
A;55548;2016;ESTANCIA_MEDIA;3.463623095895457;A
A;55548;2015;ESTANCIA_MEDIA;3.0407776720527733;A
A;55548;2014;ESTANCIA_MEDIA;2.6436950673957673;A
A;55548;2013;ESTANCIA_MEDIA;3.328811831070078;A
A;55549;2020;ESTANCIA_MEDIA;3.816483385457704;A
A;55549;2019;ESTANCIA_MEDIA;2.3449504327671216;A
A;55549;2018;ESTANCIA_MEDIA;2.3911765198723627;A
A;55549;2017;ESTANCIA_MEDIA;4.1680472770591095;A
A;55549;2016;ESTANCIA_MEDIA;2.868035638454494;A
A;55549;2015;ESTANCIA_MEDIA;2.9971273165921537;A
A;55549;2014;ESTANCIA_MEDIA;3.247237126886009;A
A;55549;2013;ESTANCIA_MEDIA;2.204345477889869;A
A;55550;2020;ESTANCIA_MEDIA;2.840197463951407;A
A;55550;2019;ESTANCIA_MEDIA;2.623829909005812;A
A;55550;2018;ESTANCIA_MEDIA;2.3160959419873337;A
A;55550;2017;ESTANCIA_MEDIA;2.9227816965544298;A
A;55550;2016;ESTANCIA_MEDIA;2.224465136700032;A
A;55550;2015;ESTANCIA_MEDIA;2.632073052582752;A
A;55550;2014;ESTANCIA_MEDIA;2.626232285142438;A
A;55550;2013;ESTANCIA_MEDIA;2.2690574305391147;A
A;55551;2020;ESTANCIA_MEDIA;4.176759947506208;A
A;55551;2019;ESTANCIA_MEDIA;3.676580186080757;A
A;55551;2018;ESTANCIA_MEDIA;3.078978005497253;A
A;55551;2017;ESTANCIA_MEDIA;3.926293979543753;A
A;55551;2016;ESTANCIA_MEDIA;3.576799187279894;A
A;55551;2015;ESTANCIA_MEDIA;3.496985411168236;A
A;55551;2014;ESTANCIA_MEDIA;4.40962430487028;A
A;55551;2013;ESTANCIA_MEDIA;3.908490253935769;A
A;55552;2020;ESTANCIA_MEDIA;3.2621209570949437;A
A;55552;2019;ESTANCIA_MEDIA;2.860764067561817;A
A;55552;2018;ESTANCIA_MEDIA;2.7221774511367345;A
A;55552;2017;ESTANCIA_MEDIA;2.637745279904267;A
A;55552;2016;ESTANCIA_MEDIA;3.0099539100065567;A
A;55552;2015;ESTANCIA_MEDIA;2.7094022714235937;A
A;55552;2014;ESTANCIA_MEDIA;2.820547648765296;A
A;55552;2013;ESTANCIA_MEDIA;3.028085459394767;A
A;55553;2020;ESTANCIA_MEDIA;3.2964673466962826;A
A;55553;2019;ESTANCIA_MEDIA;1.8296586205936207;A
A;55553;2018;ESTANCIA_MEDIA;2.181489172811007;A
A;55553;2017;ESTANCIA_MEDIA;2.5928444607025405;A
A;55553;2016;ESTANCIA_MEDIA;2.4316579616131277;A
A;55553;2015;ESTANCIA_MEDIA;2.2318865084267276;A
A;55553;2014;ESTANCIA_MEDIA;2.0228594501099875;A
A;55553;2013;ESTANCIA_MEDIA;2.77408451824545;A
A;55554;2020;ESTANCIA_MEDIA;8.760264037262152;A
A;55554;2019;ESTANCIA_MEDIA;6.2016145320543465;A
A;55554;2018;ESTANCIA_MEDIA;4.094146668230801;A
A;55554;2017;ESTANCIA_MEDIA;2.9502525155288333;A
A;55554;2016;ESTANCIA_MEDIA;2.8884070264332835;A
A;55554;2015;ESTANCIA_MEDIA;3.657768297251234;A
A;55554;2014;ESTANCIA_MEDIA;3.523525551942357;A
A;55554;2013;ESTANCIA_MEDIA;2.3496988864824897;A
A;55555;2020;ESTANCIA_MEDIA;4.392943092308625;A
A;55555;2019;ESTANCIA_MEDIA;2.9140972655556143;A
A;55555;2018;ESTANCIA_MEDIA;2.8416425457807932;A
A;55555;2017;ESTANCIA_MEDIA;3.0490563378328432;A
A;55555;2016;ESTANCIA_MEDIA;2.9905716990485134;A
A;55555;2015;ESTANCIA_MEDIA;2.977381690304507;A
A;55555;2014;ESTANCIA_MEDIA;2.829584524735356;A
A;55555;2013;ESTANCIA_MEDIA;2.9836166694160626;A
A;55556;2020;ESTANCIA_MEDIA;2.376942466577697;A
A;55556;2019;ESTANCIA_MEDIA;2.29225911403117;A
A;55556;2018;ESTANCIA_MEDIA;2.2853199001244118;A
A;55556;2017;ESTANCIA_MEDIA;2.32191216528703;A
A;55556;2016;ESTANCIA_MEDIA;2.441080443003575;A
A;55556;2015;ESTANCIA_MEDIA;2.364704064010006;A
A;55556;2014;ESTANCIA_MEDIA;2.7119377768770683;A
A;55556;2013;ESTANCIA_MEDIA;2.3970325869638747;A
A;55557;2020;ESTANCIA_MEDIA;8.22605633419088;A
A;55557;2019;ESTANCIA_MEDIA;2.3905720517034306;A
A;55557;2018;ESTANCIA_MEDIA;2.354783801943086;A
A;55557;2017;ESTANCIA_MEDIA;3.833813724241468;A
A;55557;2016;ESTANCIA_MEDIA;4.6364476484565245;A
A;55557;2015;ESTANCIA_MEDIA;4.035038419396743;A
A;55557;2014;ESTANCIA_MEDIA;3.6856595268000105;A
A;55557;2013;ESTANCIA_MEDIA;3.7340448765874905;A
A;55558;2020;ESTANCIA_MEDIA;5.828100098367987;A
A;55558;2019;ESTANCIA_MEDIA;3.5203095102840716;A
A;55558;2018;ESTANCIA_MEDIA;2.959099040024015;A
A;55558;2017;ESTANCIA_MEDIA;3.151686951117315;A
A;55558;2016;ESTANCIA_MEDIA;3.3987689365132323;A
A;55558;2015;ESTANCIA_MEDIA;3.338708279773034;A
A;55558;2014;ESTANCIA_MEDIA;3.2684779747473107;A
A;55558;2013;ESTANCIA_MEDIA;3.461160092821003;A
A;55559;2020;ESTANCIA_MEDIA;4.198978412471737;A
A;55559;2019;ESTANCIA_MEDIA;1.9335069337553854;A
A;55559;2018;ESTANCIA_MEDIA;1.4389233061537618;A
A;55559;2017;ESTANCIA_MEDIA;2.3904832940448424;A
A;55559;2016;ESTANCIA_MEDIA;4.1516268916961465;A
A;55559;2015;ESTANCIA_MEDIA;2.301143917252078;A
A;55559;2014;ESTANCIA_MEDIA;2.101560928473635;A
A;55559;2013;ESTANCIA_MEDIA;2.4703185901203515;A
A;55544;2020;ESTANCIA_MEDIA;2.656628038032474;A
A;55544;2019;ESTANCIA_MEDIA;2.5609381074175945;A
A;55544;2018;ESTANCIA_MEDIA;2.6838341364813494;A
A;55544;2017;ESTANCIA_MEDIA;2.6841705400658062;A
A;55544;2016;ESTANCIA_MEDIA;3.556324451019273;A
A;55544;2015;ESTANCIA_MEDIA;1.9322138197065162;A
A;55544;2014;ESTANCIA_MEDIA;5.530192684425859;A
A;55544;2013;ESTANCIA_MEDIA;2.990033454006502;A
A;55561;2020;ESTANCIA_MEDIA;3.6705685922869753;A
A;55561;2019;ESTANCIA_MEDIA;4.5536308698219585;A
A;55561;2018;ESTANCIA_MEDIA;2.286636410074509;A
A;55561;2017;ESTANCIA_MEDIA;2.89509344627915;A
A;55561;2016;ESTANCIA_MEDIA;3.2892416759948118;A
A;55561;2015;ESTANCIA_MEDIA;2.5082096460787455;A
A;55561;2014;ESTANCIA_MEDIA;2.231899079937194;A
A;55561;2013;ESTANCIA_MEDIA;1.8297240988198347;A
A;55562;2020;ESTANCIA_MEDIA;5.5430972232418885;A
A;55562;2019;ESTANCIA_MEDIA;1.9641982017387691;A
A;55562;2018;ESTANCIA_MEDIA;2.9258459120779694;A
A;55562;2017;ESTANCIA_MEDIA;2.9481685802422324;A
A;55562;2016;ESTANCIA_MEDIA;2.8884504265626005;A
A;55562;2015;ESTANCIA_MEDIA;1.9467032360985548;A
A;55562;2014;ESTANCIA_MEDIA;4.302060172625665;A
A;55562;2013;ESTANCIA_MEDIA;2.385143570904947;A
P;55564;2021;ESTANCIA_MEDIA;3.0150807966943094;A
P;55543;2021;ESTANCIA_MEDIA;2.844518610786107;A
P;55563;2021;ESTANCIA_MEDIA;3.5703057110422485;A
P;55545;2021;ESTANCIA_MEDIA;3.9303593239779153;A
P;55546;2021;ESTANCIA_MEDIA;7.827447854167455;A
P;55547;2021;ESTANCIA_MEDIA;2.5274496372654327;A
P;55548;2021;ESTANCIA_MEDIA;3.6766204164884444;A
P;55549;2021;ESTANCIA_MEDIA;4.369632756992559;A
P;55550;2021;ESTANCIA_MEDIA;3.324973747132444;A
P;55551;2021;ESTANCIA_MEDIA;3.2230253482755336;A
P;55552;2021;ESTANCIA_MEDIA;3.0358733959792294;A
P;55553;2021;ESTANCIA_MEDIA;2.3192884342882913;A
P;55554;2021;ESTANCIA_MEDIA;6.059396473926556;A
P;55555;2021;ESTANCIA_MEDIA;4.035963344343878;A
P;55556;2021;ESTANCIA_MEDIA;2.799634932707493;A
P;55557;2021;ESTANCIA_MEDIA;2.867089720256045;A
P;55558;2021;ESTANCIA_MEDIA;3.5960601522576665;A
P;55559;2021;ESTANCIA_MEDIA;1.759142341159255;A
P;55544;2021;ESTANCIA_MEDIA;2.800348371214187;A
P;55561;2021;ESTANCIA_MEDIA;3.166089791758276;A
P;55562;2021;ESTANCIA_MEDIA;3.931373626352562;A
