OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES616;2018;ESTA_MEDI_ESTI;187.05819331;A
A;ES616;2017;ESTA_MEDI_ESTI;183.70667665;A
A;ES616;2016;ESTA_MEDI_ESTI;177.10052288;A
A;ES616;2015;ESTA_MEDI_ESTI;183.93172312;A
A;ES616;2014;ESTA_MEDI_ESTI;160.54240463;A
A;ES616;2013;ESTA_MEDI_ESTI;170.01925826;A
A;ES617;2020;ESTA_MEDI_ESTI;1130.547579822;A
A;ES617;2019;ESTA_MEDI_ESTI;1423.710551788;A
A;ES617;2018;ESTA_MEDI_ESTI;1210.3775025;A
A;ES617;2017;ESTA_MEDI_ESTI;1050.5056859;A
A;ES617;2016;ESTA_MEDI_ESTI;711.37380102;A
A;ES617;2015;ESTA_MEDI_ESTI;559.89922796;A
A;ES617;2014;ESTA_MEDI_ESTI;625.49090027;A
A;ES617;2013;ESTA_MEDI_ESTI;587.31891903;A
A;ES618;2020;ESTA_MEDI_ESTI;113.473974598;A
A;ES618;2019;ESTA_MEDI_ESTI;134.55925176;A
A;ES618;2018;ESTA_MEDI_ESTI;134.12720383;A
A;ES618;2017;ESTA_MEDI_ESTI;118.98966822;A
A;ES618;2016;ESTA_MEDI_ESTI;102.42134758;A
A;ES618;2015;ESTA_MEDI_ESTI;102.60353795;A
A;ES618;2014;ESTA_MEDI_ESTI;105.70370661;A
A;ES618;2013;ESTA_MEDI_ESTI;93.836628077;A
A;ES61;2020;ESTA_MEDI_ESTI;1947.109337351;A
A;ES61;2019;ESTA_MEDI_ESTI;2473.208440904;A
A;ES61;2018;ESTA_MEDI_ESTI;2220.570799157;A
A;ES61;2017;ESTA_MEDI_ESTI;2044.406336291;A
A;ES61;2016;ESTA_MEDI_ESTI;1638.848261359;A
A;ES61;2015;ESTA_MEDI_ESTI;1510.365128958;A
A;ES61;2014;ESTA_MEDI_ESTI;1542.473359425;A
A;ES61;2013;ESTA_MEDI_ESTI;1458.154093899;A
P;ES611;2021;ESTA_MEDI_ESTI;118.197392323;A
P;ES612;2021;ESTA_MEDI_ESTI;62.449503757;A
P;ES613;2021;ESTA_MEDI_ESTI;189.598934599;A
P;ES614;2021;ESTA_MEDI_ESTI;136.606581471;A
P;ES615;2021;ESTA_MEDI_ESTI;119.244768855;A
P;ES616;2021;ESTA_MEDI_ESTI;162.999065933;A
P;ES617;2021;ESTA_MEDI_ESTI;1287.591421888;A
P;ES618;2021;ESTA_MEDI_ESTI;145.48882784;A
P;ES61;2021;ESTA_MEDI_ESTI;2222.176496666;A
A;ES611;2020;PLAZ_MEDI_ESTI;802.422642968;A
A;ES611;2019;PLAZ_MEDI_ESTI;1024.536636911;A
A;ES611;2018;PLAZ_MEDI_ESTI;929.44607061;A
A;ES611;2017;PLAZ_MEDI_ESTI;881.42359793;A
A;ES611;2016;PLAZ_MEDI_ESTI;782.02232614;A
A;ES611;2015;PLAZ_MEDI_ESTI;678.82790781;A
A;ES611;2014;PLAZ_MEDI_ESTI;644.58515767;A
A;ES611;2013;PLAZ_MEDI_ESTI;698.82849534;A
A;ES612;2020;PLAZ_MEDI_ESTI;725.137576248;A
A;ES612;2019;PLAZ_MEDI_ESTI;1102.757442815;A
A;ES612;2018;PLAZ_MEDI_ESTI;1055.4681387;A
A;ES612;2017;PLAZ_MEDI_ESTI;969.4228635;A
A;ES612;2016;PLAZ_MEDI_ESTI;929.71030076;A
A;ES612;2015;PLAZ_MEDI_ESTI;1016.2653108;A
A;ES612;2014;PLAZ_MEDI_ESTI;1070.512738;A
A;ES612;2013;PLAZ_MEDI_ESTI;1092.3395951;A
A;ES613;2020;PLAZ_MEDI_ESTI;2046.306167318;A
A;ES613;2019;PLAZ_MEDI_ESTI;2433.044257981;A
A;ES613;2018;PLAZ_MEDI_ESTI;2309.5257312;A
A;ES613;2017;PLAZ_MEDI_ESTI;2256.9349442;A
A;ES613;2016;PLAZ_MEDI_ESTI;2040.2230996;A
A;ES613;2015;PLAZ_MEDI_ESTI;2223.2327711;A
A;ES613;2014;PLAZ_MEDI_ESTI;2230.3314562;A
A;ES613;2013;PLAZ_MEDI_ESTI;2013.1899933;A
A;ES614;2020;PLAZ_MEDI_ESTI;1037.34505767;A
A;ES614;2019;PLAZ_MEDI_ESTI;1522.274425603;A
A;ES614;2018;PLAZ_MEDI_ESTI;1384.9745841;A
A;ES614;2017;PLAZ_MEDI_ESTI;1422.6092302;A
A;ES614;2016;PLAZ_MEDI_ESTI;1370.0871198;A
A;ES614;2015;PLAZ_MEDI_ESTI;1365.0620541;A
A;ES614;2014;PLAZ_MEDI_ESTI;1319.3453154;A
A;ES614;2013;PLAZ_MEDI_ESTI;1118.1792999;A
A;ES615;2020;PLAZ_MEDI_ESTI;810.438630305;A
A;ES615;2019;PLAZ_MEDI_ESTI;1261.873760234;A
A;ES615;2018;PLAZ_MEDI_ESTI;1256.7347528;A
A;ES615;2017;PLAZ_MEDI_ESTI;1191.7701701;A
A;ES615;2016;PLAZ_MEDI_ESTI;1155.7008286;A
A;ES615;2015;PLAZ_MEDI_ESTI;1203.5822689;A
A;ES615;2014;PLAZ_MEDI_ESTI;1173.2519589;A
A;ES615;2013;PLAZ_MEDI_ESTI;1157.2711064;A
A;ES616;2020;PLAZ_MEDI_ESTI;1697.452394377;A
A;ES616;2019;PLAZ_MEDI_ESTI;2060.980528622;A
A;ES616;2018;PLAZ_MEDI_ESTI;1974.0181609;A
A;ES616;2017;PLAZ_MEDI_ESTI;1994.5601678;A
A;ES616;2016;PLAZ_MEDI_ESTI;1903.7091542;A
A;ES616;2015;PLAZ_MEDI_ESTI;1863.0364921;A
A;ES616;2014;PLAZ_MEDI_ESTI;1471.9659143;A
A;ES616;2013;PLAZ_MEDI_ESTI;1481.5144063;A
A;ES617;2020;PLAZ_MEDI_ESTI;7562.769308271;A
A;ES617;2019;PLAZ_MEDI_ESTI;9655.434912573;A
A;ES617;2018;PLAZ_MEDI_ESTI;8204.4017173;A
A;ES617;2017;PLAZ_MEDI_ESTI;6928.9828875;A
A;ES617;2016;PLAZ_MEDI_ESTI;4835.4806926;A
A;ES617;2015;PLAZ_MEDI_ESTI;3687.1587521;A
A;ES617;2014;PLAZ_MEDI_ESTI;4058.318526;A
A;ES617;2013;PLAZ_MEDI_ESTI;3941.7857543;A
A;ES618;2020;PLAZ_MEDI_ESTI;1219.227117979;A
A;ES618;2019;PLAZ_MEDI_ESTI;1492.411357767;A
A;ES618;2018;PLAZ_MEDI_ESTI;1470.7331105;A
A;ES618;2017;PLAZ_MEDI_ESTI;1278.2270661;A
