D_TEMPORAL_0;D_NACIONALIDAD_0;D_TERRITORIO_0;D_SEXO_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2021;4780;ES61;_T;4306;HAB;711916.0;A
2021;4780;ES61;_T;4159;HAB;32750.0;A
2021;4780;ES61;_T;4165;HAB;33127.0;A
2021;4780;ES61;_T;4171;HAB;29335.0;A
2021;4780;ES61;_T;4178;HAB;30026.0;A
2021;4780;ES61;_T;4184;HAB;43496.0;A
2021;4780;ES61;_T;4190;HAB;57444.0;A
2021;4780;ES61;_T;4197;HAB;69768.0;A
2021;4780;ES61;_T;4203;HAB;77305.0;A
2021;4780;ES61;_T;4209;HAB;76011.0;A
2021;4780;ES61;_T;4216;HAB;60986.0;A
2021;4780;ES61;_T;4222;HAB;49666.0;A
2021;4780;ES61;_T;4228;HAB;39050.0;A
2021;4780;ES61;_T;4234;HAB;32421.0;A
2021;4780;ES61;_T;4241;HAB;27681.0;A
2021;4780;ES61;_T;4247;HAB;23952.0;A
2021;4780;ES61;_T;4253;HAB;15654.0;A
2021;4780;ES61;_T;4259;HAB;8503.0;A
2021;4780;ES61;_T;4265;HAB;3290.0;A
2021;4780;ES61;_T;4271;HAB;1150.0;A
2021;4780;ES61;_T;4277;HAB;273.0;A
2021;4780;ES61;_T;4304;HAB;28.0;A
2021;4780;ES61;M;4306;HAB;359035.0;A
2021;4780;ES61;M;4159;HAB;16791.0;A
2021;4780;ES61;M;4165;HAB;17055.0;A
2021;4780;ES61;M;4171;HAB;15003.0;A
2021;4780;ES61;M;4178;HAB;16544.0;A
2021;4780;ES61;M;4184;HAB;23298.0;A
2021;4780;ES61;M;4190;HAB;29210.0;A
2021;4780;ES61;M;4197;HAB;33775.0;A
2021;4780;ES61;M;4203;HAB;37724.0;A
2021;4780;ES61;M;4209;HAB;38946.0;A
2021;4780;ES61;M;4216;HAB;31187.0;A
2021;4780;ES61;M;4222;HAB;24726.0;A
2021;4780;ES61;M;4228;HAB;19119.0;A
