D_TEMPORAL_0;D_NACIONALIDAD_0;D_TERRITORIO_0;D_SEXO_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2006;4780;ES61;_T;4306;HAB;488928.0;A
2006;4780;ES61;_T;4159;HAB;18242.0;A
2006;4780;ES61;_T;4165;HAB;22050.0;A
2006;4780;ES61;_T;4171;HAB;22755.0;A
2006;4780;ES61;_T;4178;HAB;23394.0;A
2006;4780;ES61;_T;4184;HAB;43889.0;A
2006;4780;ES61;_T;4190;HAB;67937.0;A
2006;4780;ES61;_T;4197;HAB;63133.0;A
2006;4780;ES61;_T;4203;HAB;53491.0;A
2006;4780;ES61;_T;4209;HAB;40784.0;A
2006;4780;ES61;_T;4216;HAB;30943.0;A
2006;4780;ES61;_T;4222;HAB;23231.0;A
2006;4780;ES61;_T;4228;HAB;21041.0;A
2006;4780;ES61;_T;4234;HAB;18443.0;A
2006;4780;ES61;_T;4241;HAB;15846.0;A
2006;4780;ES61;_T;4247;HAB;10396.0;A
2006;4780;ES61;_T;4253;HAB;6532.0;A
2006;4780;ES61;_T;4259;HAB;4053.0;A
2006;4780;ES61;_T;4265;HAB;1766.0;A
2006;4780;ES61;_T;4271;HAB;752.0;A
2006;4780;ES61;_T;4277;HAB;204.0;A
2006;4780;ES61;_T;4304;HAB;46.0;A
2006;4780;ES61;M;4306;HAB;266149.0;A
2006;4780;ES61;M;4159;HAB;9572.0;A
2006;4780;ES61;M;4165;HAB;11514.0;A
2006;4780;ES61;M;4171;HAB;11841.0;A
2006;4780;ES61;M;4178;HAB;12564.0;A
2006;4780;ES61;M;4184;HAB;24157.0;A
2006;4780;ES61;M;4190;HAB;39224.0;A
2006;4780;ES61;M;4197;HAB;36559.0;A
2006;4780;ES61;M;4203;HAB;30376.0;A
2006;4780;ES61;M;4209;HAB;22146.0;A
2006;4780;ES61;M;4216;HAB;16159.0;A
2006;4780;ES61;M;4222;HAB;11573.0;A
2006;4780;ES61;M;4228;HAB;10291.0;A
2006;4780;ES61;M;4234;HAB;9364.0;A
2006;4780;ES61;M;4241;HAB;8392.0;A
2006;4780;ES61;M;4247;HAB;5643.0;A
2006;4780;ES61;M;4253;HAB;3460.0;A
2006;4780;ES61;M;4259;HAB;2016.0;A
2006;4780;ES61;M;4265;HAB;852.0;A
2006;4780;ES61;M;4271;HAB;339.0;A
2006;4780;ES61;M;4277;HAB;85.0;A
2006;4780;ES61;M;4304;HAB;22.0;A
2006;4780;ES61;F;4306;HAB;222779.0;A
2006;4780;ES61;F;4159;HAB;8670.0;A
2006;4780;ES61;F;4165;HAB;10536.0;A
2006;4780;ES61;F;4171;HAB;10914.0;A
2006;4780;ES61;F;4178;HAB;10830.0;A
2006;4780;ES61;F;4184;HAB;19732.0;A
2006;4780;ES61;F;4190;HAB;28713.0;A
2006;4780;ES61;F;4197;HAB;26574.0;A
2006;4780;ES61;F;4203;HAB;23115.0;A
2006;4780;ES61;F;4209;HAB;18638.0;A
2006;4780;ES61;F;4216;HAB;14784.0;A
2006;4780;ES61;F;4222;HAB;11658.0;A
2006;4780;ES61;F;4228;HAB;10750.0;A
2006;4780;ES61;F;4234;HAB;9079.0;A
2006;4780;ES61;F;4241;HAB;7454.0;A
2006;4780;ES61;F;4247;HAB;4753.0;A
2006;4780;ES61;F;4253;HAB;3072.0;A
2006;4780;ES61;F;4259;HAB;2037.0;A
2006;4780;ES61;F;4265;HAB;914.0;A
2006;4780;ES61;F;4271;HAB;413.0;A
2006;4780;ES61;F;4277;HAB;119.0;A
2006;4780;ES61;F;4304;HAB;24.0;A
2006;4780;ES611;_T;4306;HAB;110656.0;A
2006;4780;ES611;_T;4159;HAB;5190.0;A
2006;4780;ES611;_T;4165;HAB;5266.0;A
2006;4780;ES611;_T;4171;HAB;5300.0;A
2006;4780;ES611;_T;4178;HAB;5616.0;A
2006;4780;ES611;_T;4184;HAB;12322.0;A
2006;4780;ES611;_T;4190;HAB;19192.0;A
2006;4780;ES611;_T;4197;HAB;16406.0;A
2006;4780;ES611;_T;4203;HAB;12337.0;A
2006;4780;ES611;_T;4209;HAB;8301.0;A
2006;4780;ES611;_T;4216;HAB;5894.0;A
2006;4780;ES611;_T;4222;HAB;3993.0;A
2006;4780;ES611;_T;4228;HAB;3495.0;A
2006;4780;ES611;_T;4234;HAB;2875.0;A
2006;4780;ES611;_T;4241;HAB;2251.0;A
2006;4780;ES611;_T;4247;HAB;1185.0;A
2006;4780;ES611;_T;4253;HAB;593.0;A
2006;4780;ES611;_T;4259;HAB;293.0;A
2006;4780;ES611;_T;4265;HAB;94.0;A
2006;4780;ES611;_T;4271;HAB;41.0;A
2006;4780;ES611;_T;4277;HAB;10.0;A
2006;4780;ES611;_T;4304;HAB;2.0;A
2006;4780;ES611;M;4306;HAB;68824.0;A
2006;4780;ES611;M;4159;HAB;2680.0;A
2006;4780;ES611;M;4165;HAB;2779.0;A
2006;4780;ES611;M;4171;HAB;2764.0;A
2006;4780;ES611;M;4178;HAB;3133.0;A
2006;4780;ES611;M;4184;HAB;8047.0;A
2006;4780;ES611;M;4190;HAB;13164.0;A
2006;4780;ES611;M;4197;HAB;11167.0;A
2006;4780;ES611;M;4203;HAB;8274.0;A
2006;4780;ES611;M;4209;HAB;5327.0;A
2006;4780;ES611;M;4216;HAB;3590.0;A
2006;4780;ES611;M;4222;HAB;2224.0;A
2006;4780;ES611;M;4228;HAB;1727.0;A
2006;4780;ES611;M;4234;HAB;1474.0;A
2006;4780;ES611;M;4241;HAB;1270.0;A
2006;4780;ES611;M;4247;HAB;655.0;A
2006;4780;ES611;M;4253;HAB;315.0;A
2006;4780;ES611;M;4259;HAB;167.0;A
2006;4780;ES611;M;4265;HAB;47.0;A
2006;4780;ES611;M;4271;HAB;18.0;A
2006;4780;ES611;M;4277;HAB;1.0;A
2006;4780;ES611;M;4304;HAB;1.0;A
2006;4780;ES611;F;4306;HAB;41832.0;A
2006;4780;ES611;F;4159;HAB;2510.0;A
2006;4780;ES611;F;4165;HAB;2487.0;A
2006;4780;ES611;F;4171;HAB;2536.0;A
2006;4780;ES611;F;4178;HAB;2483.0;A
2006;4780;ES611;F;4184;HAB;4275.0;A
2006;4780;ES611;F;4190;HAB;6028.0;A
2006;4780;ES611;F;4197;HAB;5239.0;A
2006;4780;ES611;F;4203;HAB;4063.0;A
2006;4780;ES611;F;4209;HAB;2974.0;A
2006;4780;ES611;F;4216;HAB;2304.0;A
2006;4780;ES611;F;4222;HAB;1769.0;A
2006;4780;ES611;F;4228;HAB;1768.0;A
2006;4780;ES611;F;4234;HAB;1401.0;A
2006;4780;ES611;F;4241;HAB;981.0;A
2006;4780;ES611;F;4247;HAB;530.0;A
2006;4780;ES611;F;4253;HAB;278.0;A
2006;4780;ES611;F;4259;HAB;126.0;A
2006;4780;ES611;F;4265;HAB;47.0;A
2006;4780;ES611;F;4271;HAB;23.0;A
2006;4780;ES611;F;4277;HAB;9.0;A
2006;4780;ES611;F;4304;HAB;1.0;A
2006;4780;ES612;_T;4306;HAB;31869.0;A
2006;4780;ES612;_T;4159;HAB;1345.0;A
2006;4780;ES612;_T;4165;HAB;1651.0;A
2006;4780;ES612;_T;4171;HAB;1703.0;A
2006;4780;ES612;_T;4178;HAB;1502.0;A
2006;4780;ES612;_T;4184;HAB;2522.0;A
2006;4780;ES612;_T;4190;HAB;3823.0;A
2006;4780;ES612;_T;4197;HAB;4045.0;A
2006;4780;ES612;_T;4203;HAB;3899.0;A
2006;4780;ES612;_T;4209;HAB;3034.0;A
2006;4780;ES612;_T;4216;HAB;2292.0;A
2006;4780;ES612;_T;4222;HAB;1675.0;A
2006;4780;ES612;_T;4228;HAB;1381.0;A
2006;4780;ES612;_T;4234;HAB;1131.0;A
2006;4780;ES612;_T;4241;HAB;798.0;A
2006;4780;ES612;_T;4247;HAB;491.0;A
2006;4780;ES612;_T;4253;HAB;283.0;A
2006;4780;ES612;_T;4259;HAB;182.0;A
2006;4780;ES612;_T;4265;HAB;71.0;A
2006;4780;ES612;_T;4271;HAB;30.0;A
2006;4780;ES612;_T;4277;HAB;7.0;A
2006;4780;ES612;_T;4304;HAB;4.0;A
2006;4780;ES612;M;4306;HAB;16224.0;A
2006;4780;ES612;M;4159;HAB;676.0;A
