D_TEMPORAL_0;D_NACIONALIDAD_0;D_TERRITORIO_0;D_SEXO_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2016;4780;ES61;_T;4306;HAB;620006.0;A
2016;4780;ES61;_T;4159;HAB;31456.0;A
2016;4780;ES61;_T;4165;HAB;28540.0;A
2016;4780;ES61;_T;4171;HAB;24724.0;A
2016;4780;ES61;_T;4178;HAB;28386.0;A
2016;4780;ES61;_T;4184;HAB;35723.0;A
2016;4780;ES61;_T;4190;HAB;52292.0;A
2016;4780;ES61;_T;4197;HAB;70595.0;A
2016;4780;ES61;_T;4203;HAB;76814.0;A
2016;4780;ES61;_T;4209;HAB;62691.0;A
2016;4780;ES61;_T;4216;HAB;50140.0;A
2016;4780;ES61;_T;4222;HAB;37257.0;A
2016;4780;ES61;_T;4228;HAB;29437.0;A
2016;4780;ES61;_T;4234;HAB;24505.0;A
2016;4780;ES61;_T;4241;HAB;25686.0;A
2016;4780;ES61;_T;4247;HAB;19707.0;A
2016;4780;ES61;_T;4253;HAB;12349.0;A
2016;4780;ES61;_T;4259;HAB;5809.0;A
2016;4780;ES61;_T;4265;HAB;2549.0;A
2016;4780;ES61;_T;4271;HAB;1032.0;A
2016;4780;ES61;_T;4277;HAB;260.0;A
2016;4780;ES61;_T;4304;HAB;54.0;A
2016;4780;ES61;M;4306;HAB;316798.0;A
2016;4780;ES61;M;4159;HAB;16192.0;A
2016;4780;ES61;M;4165;HAB;14629.0;A
2016;4780;ES61;M;4171;HAB;12732.0;A
2016;4780;ES61;M;4178;HAB;15051.0;A
2016;4780;ES61;M;4184;HAB;18117.0;A
2016;4780;ES61;M;4190;HAB;24574.0;A
2016;4780;ES61;M;4197;HAB;35026.0;A
2016;4780;ES61;M;4203;HAB;41107.0;A
2016;4780;ES61;M;4209;HAB;33706.0;A
2016;4780;ES61;M;4216;HAB;26199.0;A
2016;4780;ES61;M;4222;HAB;18921.0;A
2016;4780;ES61;M;4228;HAB;14187.0;A
2016;4780;ES61;M;4234;HAB;11749.0;A
2016;4780;ES61;M;4241;HAB;12646.0;A
2016;4780;ES61;M;4247;HAB;10394.0;A
2016;4780;ES61;M;4253;HAB;6677.0;A
2016;4780;ES61;M;4259;HAB;3086.0;A
2016;4780;ES61;M;4265;HAB;1214.0;A
2016;4780;ES61;M;4271;HAB;457.0;A
2016;4780;ES61;M;4277;HAB;110.0;A
2016;4780;ES61;M;4304;HAB;24.0;A
2016;4780;ES61;F;4306;HAB;303208.0;A
2016;4780;ES61;F;4159;HAB;15264.0;A
2016;4780;ES61;F;4165;HAB;13911.0;A
2016;4780;ES61;F;4171;HAB;11992.0;A
2016;4780;ES61;F;4178;HAB;13335.0;A
2016;4780;ES61;F;4184;HAB;17606.0;A
2016;4780;ES61;F;4190;HAB;27718.0;A
2016;4780;ES61;F;4197;HAB;35569.0;A
2016;4780;ES61;F;4203;HAB;35707.0;A
2016;4780;ES61;F;4209;HAB;28985.0;A
2016;4780;ES61;F;4216;HAB;23941.0;A
2016;4780;ES61;F;4222;HAB;18336.0;A
2016;4780;ES61;F;4228;HAB;15250.0;A
2016;4780;ES61;F;4234;HAB;12756.0;A
2016;4780;ES61;F;4241;HAB;13040.0;A
2016;4780;ES61;F;4247;HAB;9313.0;A
2016;4780;ES61;F;4253;HAB;5672.0;A
2016;4780;ES61;F;4259;HAB;2723.0;A
2016;4780;ES61;F;4265;HAB;1335.0;A
2016;4780;ES61;F;4271;HAB;575.0;A
2016;4780;ES61;F;4277;HAB;150.0;A
2016;4780;ES61;F;4304;HAB;30.0;A
2016;4780;ES611;_T;4306;HAB;138340.0;A
2016;4780;ES611;_T;4159;HAB;9529.0;A
2016;4780;ES611;_T;4165;HAB;8081.0;A
2016;4780;ES611;_T;4171;HAB;5751.0;A
2016;4780;ES611;_T;4178;HAB;6542.0;A
2016;4780;ES611;_T;4184;HAB;8609.0;A
2016;4780;ES611;_T;4190;HAB;12651.0;A
2016;4780;ES611;_T;4197;HAB;16637.0;A
2016;4780;ES611;_T;4203;HAB;18455.0;A
2016;4780;ES611;_T;4209;HAB;14087.0;A
2016;4780;ES611;_T;4216;HAB;10230.0;A
2016;4780;ES611;_T;4222;HAB;7030.0;A
2016;4780;ES611;_T;4228;HAB;5451.0;A
2016;4780;ES611;_T;4234;HAB;4439.0;A
2016;4780;ES611;_T;4241;HAB;4615.0;A
2016;4780;ES611;_T;4247;HAB;3403.0;A
2016;4780;ES611;_T;4253;HAB;1840.0;A
2016;4780;ES611;_T;4259;HAB;660.0;A
2016;4780;ES611;_T;4265;HAB;238.0;A
2016;4780;ES611;_T;4271;HAB;72.0;A
2016;4780;ES611;_T;4277;HAB;16.0;A
2016;4780;ES611;_T;4304;HAB;4.0;A
2016;4780;ES611;M;4306;HAB;76998.0;A
2016;4780;ES611;M;4159;HAB;4882.0;A
2016;4780;ES611;M;4165;HAB;4138.0;A
2016;4780;ES611;M;4171;HAB;2963.0;A
2016;4780;ES611;M;4178;HAB;3523.0;A
2016;4780;ES611;M;4184;HAB;4506.0;A
2016;4780;ES611;M;4190;HAB;6596.0;A
2016;4780;ES611;M;4197;HAB;9586.0;A
2016;4780;ES611;M;4203;HAB;11201.0;A
2016;4780;ES611;M;4209;HAB;8601.0;A
2016;4780;ES611;M;4216;HAB;6076.0;A
2016;4780;ES611;M;4222;HAB;4037.0;A
2016;4780;ES611;M;4228;HAB;2919.0;A
2016;4780;ES611;M;4234;HAB;2297.0;A
2016;4780;ES611;M;4241;HAB;2301.0;A
2016;4780;ES611;M;4247;HAB;1817.0;A
2016;4780;ES611;M;4253;HAB;1053.0;A
2016;4780;ES611;M;4259;HAB;353.0;A
2016;4780;ES611;M;4265;HAB;103.0;A
2016;4780;ES611;M;4271;HAB;35.0;A
2016;4780;ES611;M;4277;HAB;9.0;A
2016;4780;ES611;M;4304;HAB;2.0;A
2016;4780;ES611;F;4306;HAB;61342.0;A
2016;4780;ES611;F;4159;HAB;4647.0;A
2016;4780;ES611;F;4165;HAB;3943.0;A
2016;4780;ES611;F;4171;HAB;2788.0;A
2016;4780;ES611;F;4178;HAB;3019.0;A
2016;4780;ES611;F;4184;HAB;4103.0;A
2016;4780;ES611;F;4190;HAB;6055.0;A
2016;4780;ES611;F;4197;HAB;7051.0;A
2016;4780;ES611;F;4203;HAB;7254.0;A
2016;4780;ES611;F;4209;HAB;5486.0;A
2016;4780;ES611;F;4216;HAB;4154.0;A
2016;4780;ES611;F;4222;HAB;2993.0;A
