TEMPORAL;CNAE09;TERRITORIO;EPD_TAMANOEMPRESA;INDICATOR;OBS_VALUE;FREQ
2017;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LOS_PROB_QUE_PUED_CONL_LA_MIGR_A;6.786773563926829;A
2013;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_INER_DEL_MERC_A;13.106138832980928;A
2014;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_INER_DEL_MERC_A;31.36333843128687;A
2015;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_INER_DEL_MERC_A;29.943110025555704;A
2016;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_INER_DEL_MERC_A;6.85556470538807;A
2017;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_INER_DEL_MERC_A;7.114856999307237;A
2013;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_PERC_FALT_CALI_ESTE_TIPO_SOLU_A;9.934860291516705;A
2014;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_PERC_FALT_CALI_ESTE_TIPO_SOLU_A;23.77165329754362;A
2015;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_PERC_FALT_CALI_ESTE_TIPO_SOLU_A;31.83973721105845;A
2016;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_PERC_FALT_CALI_ESTE_TIPO_SOLU_A;5.9628712783619235;A
2017;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_LA_PERC_FALT_CALI_ESTE_TIPO_SOLU_A;6.234832327510608;A
2013;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_FALT_APOY_O_DESC_DEL_MISM_PART_ORGA_PUBL_LAS_EMPR_LA_ADOP_SOFT_LIBR_A;16.46139102432634;A
2014;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_FALT_APOY_O_DESC_DEL_MISM_PART_ORGA_PUBL_LAS_EMPR_LA_ADOP_SOFT_LIBR_A;48.80114860014358;A
2015;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_FALT_APOY_O_DESC_DEL_MISM_PART_ORGA_PUBL_LAS_EMPR_LA_ADOP_SOFT_LIBR_A;47.66021476382209;A
2016;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_FALT_APOY_O_DESC_DEL_MISM_PART_ORGA_PUBL_LAS_EMPR_LA_ADOP_SOFT_LIBR_A;9.059541530595208;A
2017;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_FALT_APOY_O_DESC_DEL_MISM_PART_ORGA_PUBL_LAS_EMPR_LA_ADOP_SOFT_LIBR_A;6.844430996659412;A
2013;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_OTRO_MOTI_A;10.416902770657092;A
2014;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_OTRO_MOTI_A;12.027841068697525;A
2015;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_OTRO_MOTI_A;8.299903380627693;A
2016;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_OTRO_MOTI_A;7.285697494058363;A
2017;6949;ES61;38434;PCT_EMPR_QUE_NO_USAN_SOFT_CODI_ABIE_OTRO_MOTI_A;8.600060977978803;A
