TEMPORAL;CNAE09;ESTRATO_ASALARIADOS;TERRITORIO;EPD_TAMANOEMPRESA;INDICATOR;OBS_VALUE;FREQ
2015;6949;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.80659270445678;A
2015;7058;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.26964807046097;A
2015;7605;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.52689340446274;A
2015;838683;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;93.36545652127558;A
2015;838684;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;838685;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;7627;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;7714;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;96.96880450147384;A
2015;7716;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.34263870737921;A
2015;7859;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;7958;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;7888;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;8031;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;8094;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;8165;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2015;8255;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;96.09772228124078;A
2016;6949;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.06607459825304;A
2016;7058;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.27764574174059;A
2016;7605;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;96.05863220444786;A
2016;838683;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;838684;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;838685;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;7627;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;7714;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;7716;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.08335641134465;A
2016;7859;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.915106559732;A
2016;7958;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;95.20711724196258;A
2016;7888;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;8031;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;8094;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;8165;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2016;8255;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.56907985771367;A
2017;6949;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.67886812741062;A
2017;7058;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.70899031111865;A
2017;7605;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;838683;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;838684;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;838685;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.71109954824449;A
2017;7627;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;7714;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;7716;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.58076498401375;A
2017;7859;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.90333241116556;A
2017;7958;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.35845043593099;A
2017;7888;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;8031;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;8094;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;8165;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2017;8255;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;6949;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.593235532772;A
2018;7058;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;94.86806320315083;A
2018;7605;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;94.01045538544732;A
2018;838683;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;838684;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;96.16736787466755;A
2018;838685;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;91.45879486599785;A
2018;7627;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;7714;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;7716;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.50649130267493;A
2018;7859;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.92564056633118;A
2018;7958;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;7888;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;8031;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;8094;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;8165;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2018;8255;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;6949;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.44672795030307;A
2019;7058;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.33669099533135;A
2019;7605;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;96.96526442344934;A
2019;838683;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;838684;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;838685;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;94.34295557931485;A
2019;7627;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;7714;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;7716;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;7859;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;7958;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;7888;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;8031;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;8094;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;8165;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2019;8255;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;6949;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.23296349770607;A
2020;7058;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.27264885438329;A
2020;7605;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.09551730650284;A
2020;838683;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;838684;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;838685;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.61898842033845;A
2020;7627;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;7714;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.48149769453721;A
2020;7716;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.78353222701166;A
2020;7859;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.85016627400329;A
2020;7958;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;7888;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;8031;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;8094;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;8165;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2020;8255;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.05991480469785;A
2021;6949;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.10452890617626;A
2021;7058;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.96359688409025;A
2021;7605;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;95.4201770109111;A
2021;838683;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;838684;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;838685;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;7627;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;7714;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.09267421398116;A
2021;7716;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.51316516716581;A
2021;7859;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.2781573200453;A
2021;7958;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;7888;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;8031;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;8094;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;8165;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2021;8255;38282;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.96664409732614;A
2009;6949;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.7476005481421;A
2009;7058;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.538578358042;A
2009;7605;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.81284882587596;A
2009;838683;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2009;838684;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2009;838685;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2009;7627;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2009;7714;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.73856625814888;A
2009;7716;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;96.88334726478043;A
2009;7859;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.42401273783076;A
2009;7958;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;81.33029390446295;A
2009;7888;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2009;8031;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2009;8094;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2009;8165;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2009;8255;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.91499590771;A
2010;6949;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.55580102676959;A
2010;7058;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;7605;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;838683;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;838684;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;838685;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;7627;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;7714;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;94.34504755001241;A
2010;7716;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.49564462843283;A
2010;7859;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;7958;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;95.30437698498687;A
2010;7888;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;8031;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;8094;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;8165;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2010;8255;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;94.37745192760718;A
2011;6949;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.59393323556152;A
2011;7058;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.33834069126192;A
2011;7605;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;93.49151710276993;A
2011;838683;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2011;838684;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2011;838685;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2011;7627;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2011;7714;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.98768061340049;A
2011;7716;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.48637799597026;A
2011;7859;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.45869156340105;A
2011;7958;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.42766003166845;A
2011;7888;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2011;8031;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2011;8094;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2011;8165;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2011;8255;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;89.3653602323596;A
2012;6949;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.08348106020233;A
2012;7058;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.66638955136379;A
2012;7605;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;96.71492978931404;A
2012;838683;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2012;838684;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2012;838685;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2012;7627;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2012;7714;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.06181491781618;A
2012;7716;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.85301039908396;A
2012;7859;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.45227391296005;A
2012;7958;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.68222244805804;A
2012;7888;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2012;8031;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2012;8094;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2012;8165;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2012;8255;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;94.66875778647672;A
2013;6949;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.35502114402388;A
2013;7058;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.06289610702265;A
2013;7605;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.47489796170822;A
2013;838683;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;838684;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;94.5046508476688;A
2013;838685;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;7627;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;7714;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;7716;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.65282254110593;A
2013;7859;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.85401127760034;A
2013;7958;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;7888;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;8031;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;8094;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;8165;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2013;8255;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.16421172603654;A
2014;6949;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.1773090328113;A
2014;7058;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;99.52418744241449;A
2014;7605;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2014;838683;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2014;838684;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2014;838685;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;97.90723419083118;A
2014;7627;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2014;7714;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;95.33230668490206;A
2014;7716;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;98.32732401841264;A
2014;7859;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2014;7958;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2014;7888;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
2014;8031;24142;ES61;38435;PCT_EMPR_QUE_DISP_ORDE;100.0;A
