TEMPORAL;CNAE09;ESTRATO_ASALARIADOS;TERRITORIO;EPD_TAMANOEMPRESA;INDICATOR;OBS_VALUE;FREQ
2011;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;13.331644199823273;A
2012;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;14.264581833641074;A
2013;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;16.358010967625855;A
2014;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;16.383926986254348;A
2015;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;18.25591304763071;A
2016;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;18.589624685764324;A
2017;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;15.342138062270468;A
2018;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;15.416999816800011;A
2019;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;23.017146992346763;A
2020;6949;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;24.391864395021315;A
2008;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;7.467299387574526;A
2009;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;17.201248211810928;A
2010;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;13.882562105884638;A
2011;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;12.066392040374355;A
2012;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;12.957110005978043;A
2013;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;12.75830699475068;A
2014;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;11.726229682282717;A
2015;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;19.909343087294857;A
2016;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;15.122210707927477;A
2017;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;7.063653462658347;A
2018;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;13.621541524281245;A
2019;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;19.316605271553396;A
2020;7058;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;19.530985089180305;A
2008;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;3.2931830798552664;A
2009;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;5.089917419296141;A
2010;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;2.287059743899223;A
2011;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;9.31840018288677;A
2012;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;0.12980325592976427;A
2013;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;0.389845537119778;A
2014;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;0.5265418148035951;A
2015;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;6.47097058919706;A
2016;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;2.5081071366443335;A
2017;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;3.956473799308312;A
2018;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;0.6798826823326961;A
2019;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;6.968001840526752;A
2020;7663;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;5.942657081728569;A
2008;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;12.884212308742201;A
2009;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;16.473698493391286;A
2010;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;13.52450162096844;A
2011;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;15.504866643272747;A
2012;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;19.349388776361103;A
2013;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;21.335971179783794;A
2014;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;21.016374255240688;A
2015;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;20.67503167375186;A
2016;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;24.20250330546083;A
2017;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;21.246043490159764;A
2018;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;20.19600814714915;A
2019;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;29.444338442832358;A
2020;7716;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;31.911643218790882;A
2008;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;6.992596289441896;A
2009;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;11.861504554590011;A
2010;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;12.286930515328207;A
2011;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;14.029905949156168;A
2012;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;20.27358032682746;A
2013;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;21.3334934357479;A
2014;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;22.411538281355906;A
2015;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;26.81688769977629;A
2016;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;25.101470327258564;A
2017;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;23.02997920897251;A
2018;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;17.9992644341904;A
2019;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;31.673654772245502;A
2020;7859;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;33.303817176369556;A
2008;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;18.279893293939907;A
2009;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;20.68336403129195;A
2010;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;14.627343166841184;A
2011;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;16.842304228930065;A
2012;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;18.466357087138338;A
2013;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;21.33815720751526;A
2014;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;19.756289630620273;A
2015;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;15.170957176205317;A
2016;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;23.430823064580427;A
2017;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;19.730356692128503;A
2018;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;22.062133976732653;A
2019;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;27.67764213266659;A
2020;7888;38282;ES61;38435;PCT_EMPR_QUE_HAN_REAL_VENT_COME_ELEC;30.876785589275933;A
2008;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;7.004740684382642;A
2009;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;11.045202315273963;A
2010;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;9.226865319802487;A
2011;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;10.920648429414454;A
2012;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;10.297455482248626;A
2013;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;13.63505773464061;A
2014;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;14.43642031154018;A
2015;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;15.496996536684573;A
2016;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;16.134272685290867;A
2017;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;13.919543998480389;A
2018;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;13.678923652596298;A
2019;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;20.137309958910215;A
2020;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;19.349137569089567;A
2008;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;6.591131243863924;A
2009;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;14.299388925615636;A
2010;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;11.619685199096033;A
2011;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;9.945556873840033;A
2012;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;7.557669128186867;A
2013;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;11.674795522978666;A
2014;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;10.317087230705472;A
2015;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;17.52395569669888;A
2016;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;12.434580079189335;A
2017;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;4.876736658133664;A
2018;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;11.090336851155902;A
2019;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;15.617473128191541;A
2020;7058;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;14.88133873041022;A
2008;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;3.2931830798552664;A
2009;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;5.089917419296141;A
2010;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;1.3497975178242954;A
2011;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;6.175402049342024;A
2012;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;0.12980325592976427;A
2013;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;0.389845537119778;A
2014;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;0.15580434397149787;A
2015;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;3.5622636481363052;A
2016;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;2.5081071366443335;A
2017;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;3.956473799308312;A
2018;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;0.6798826823326961;A
2019;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;6.968001840526752;A
2020;7663;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;5.035331295709723;A
2008;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;10.627747085305748;A
2009;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;13.24664888391661;A
2010;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;12.20667848734084;A
2011;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;13.277643466463005;A
2012;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;14.684209567909381;A
2013;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;17.371855577758605;A
2014;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;18.586384751981008;A
2015;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;17.83479706721739;A
2016;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;21.162384951419654;A
2017;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;19.708087415040698;A
2018;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;18.232435540927618;A
2019;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;25.915673426053516;A
2020;7716;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;25.43053479787016;A
2008;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;5.131057930116002;A
2009;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;5.9586502327555015;A
2010;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;10.302590370518026;A
2011;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;10.569573168613317;A
2012;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;14.780780966801357;A
2013;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;13.913077047236799;A
2014;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;17.88998893332724;A
2015;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;21.75120525374748;A
2016;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;20.02936542869947;A
2017;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;21.201043373417395;A
2018;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;15.578039033050606;A
2019;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;26.14386589925016;A
2020;7859;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;24.09545720290573;A
2008;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;15.661744728574096;A
2009;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;19.89858875659969;A
2010;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;13.903475926020894;A
2011;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;15.733217377953363;A
2012;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;14.591939079771773;A
2013;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;20.423416059873826;A
2014;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;19.21535571690688;A
2015;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;14.325075847748185;A
2016;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;22.134977668409917;A
2017;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;18.439625994435442;A
2018;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;20.48733576259884;A
2019;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;25.734834666167778;A
2020;7888;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_1PCT_VENT_TOTA;26.422950456575894;A
2008;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;6.528878038808392;A
2009;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;10.019208692597859;A
2010;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;8.71714483836852;A
2011;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;9.315514175534624;A
2012;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;8.892695994448003;A
2013;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;12.469701247879978;A
2014;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;13.379360365443391;A
2015;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;13.923280129749033;A
2016;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;15.080882600216963;A
2017;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;13.344150869256982;A
2018;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;12.340305132338694;A
2019;6949;38282;ES61;38435;PCT_EMPR_CUYA_VENT_COME_ELEC_SON_GE_2PCT_VENT_TOTA;19.042494207084935;A
