D_TEMPORAL_0;D_SEXO_0;D_MCVL_TIPOHOGAR_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2006;3691;273749;3023;Población;298050.0;A
2006;3691;273749;3142;Población;424425.0;A
2006;3691;273749;3143;Población;1739275.0;A
2006;3691;273750;2352;Población;186350.0;A
2006;3691;273750;2402;Población;311300.0;A
2006;3691;273750;2482;Población;225975.0;A
2006;3691;273750;2713;Población;225900.0;A
2006;3691;273750;2797;Población;145825.0;A
2006;3691;273750;2911;Población;167475.0;A
2006;3691;273750;3023;Población;391900.0;A
2006;3691;273750;3142;Población;539800.0;A
2006;3691;273750;3143;Población;2194525.0;A
2006;3691;273861;2352;Población;25100.0;A
2006;3691;273861;2402;Población;20675.0;A
2006;3691;273861;2482;Población;18175.0;A
2006;3691;273861;2713;Población;33550.0;A
2006;3691;273861;2797;Población;41075.0;A
2006;3691;273861;2911;Población;13750.0;A
2006;3691;273861;3023;Población;58050.0;A
2006;3691;273861;3142;Población;34500.0;A
2006;3691;273861;3143;Población;244875.0;A
2006;3691;273747;2352;Población;390725.0;A
2006;3691;273747;2402;Población;673600.0;A
2006;3691;273747;2482;Población;499300.0;A
2006;3691;273747;2713;Población;556500.0;A
2006;3691;273747;2797;Población;340675.0;A
2006;3691;273747;2911;Población;411450.0;A
2006;3691;273747;3023;Población;892775.0;A
2006;3691;273747;3142;Población;1148100.0;A
2006;3691;273747;3143;Población;4913125.0;A
2007;3689;273748;2352;Población;29300.0;A
2007;3689;273748;2402;Población;51575.0;A
2007;3689;273748;2482;Población;28075.0;A
2007;3689;273748;2713;Población;52350.0;A
2007;3689;273748;2797;Población;23350.0;A
2007;3689;273748;2911;Población;36175.0;A
2007;3689;273748;3023;Población;72600.0;A
2007;3689;273748;3142;Población;69775.0;A
2007;3689;273748;3143;Población;363200.0;A
2007;3689;273749;2352;Población;70400.0;A
2007;3689;273749;2402;Población;150375.0;A
2007;3689;273749;2482;Población;106775.0;A
2007;3689;273749;2713;Población;112625.0;A
2007;3689;273749;2797;Población;61675.0;A
2007;3689;273749;2911;Población;96925.0;A
2007;3689;273749;3023;Población;176075.0;A
2007;3689;273749;3142;Población;243975.0;A
2007;3689;273749;3143;Población;1018825.0;A
2007;3689;273750;2352;Población;112825.0;A
2007;3689;273750;2402;Población;193050.0;A
2007;3689;273750;2482;Población;133950.0;A
2007;3689;273750;2713;Población;130225.0;A
2007;3689;273750;2797;Población;88450.0;A
2007;3689;273750;2911;Población;98800.0;A
2007;3689;273750;3023;Población;230525.0;A
2007;3689;273750;3142;Población;317625.0;A
2007;3689;273750;3143;Población;1305450.0;A
2007;3689;273861;2352;Población;18125.0;A
2007;3689;273861;2402;Población;13300.0;A
2007;3689;273861;2482;Población;13350.0;A
2007;3689;273861;2713;Población;18725.0;A
2007;3689;273861;2797;Población;11675.0;A
2007;3689;273861;2911;Población;8575.0;A
2007;3689;273861;3023;Población;32650.0;A
2007;3689;273861;3142;Población;19200.0;A
2007;3689;273861;3143;Población;135600.0;A
2007;3689;273747;2352;Población;230650.0;A
2007;3689;273747;2402;Población;408300.0;A
2007;3689;273747;2482;Población;282150.0;A
2007;3689;273747;2713;Población;313925.0;A
2007;3689;273747;2797;Población;185150.0;A
2007;3689;273747;2911;Población;240475.0;A
2007;3689;273747;3023;Población;511850.0;A
2007;3689;273747;3142;Población;650575.0;A
2007;3689;273747;3143;Población;2823075.0;A
2007;3690;273748;2352;Población;30375.0;A
2007;3690;273748;2402;Población;54950.0;A
2007;3690;273748;2482;Población;38525.0;A
2007;3690;273748;2713;Población;56900.0;A
2007;3690;273748;2797;Población;27100.0;A
2007;3690;273748;2911;Población;40600.0;A
2007;3690;273748;3023;Población;79775.0;A
2007;3690;273748;3142;Población;87825.0;A
2007;3690;273748;3143;Población;416050.0;A
2007;3690;273749;2352;Población;55700.0;A
2007;3690;273749;2402;Población;106750.0;A
2007;3690;273749;2482;Población;87900.0;A
2007;3690;273749;2713;Población;90100.0;A
2007;3690;273749;2797;Población;48300.0;A
2007;3690;273749;2911;Población;70550.0;A
2007;3690;273749;3023;Población;137850.0;A
2007;3690;273749;3142;Población;198425.0;A
2007;3690;273749;3143;Población;795575.0;A
2007;3690;273750;2352;Población;77950.0;A
2007;3690;273750;2402;Población;122075.0;A
2007;3690;273750;2482;Población;97075.0;A
2007;3690;273750;2713;Población;97050.0;A
2007;3690;273750;2797;Población;59625.0;A
2007;3690;273750;2911;Población;64450.0;A
2007;3690;273750;3023;Población;165525.0;A
2007;3690;273750;3142;Población;234475.0;A
2007;3690;273750;3143;Población;918225.0;A
2007;3690;273861;2352;Población;9450.0;A
2007;3690;273861;2402;Población;8875.0;A
2007;3690;273861;2482;Población;6900.0;A
2007;3690;273861;2713;Población;15075.0;A
2007;3690;273861;2797;Población;28775.0;A
2007;3690;273861;2911;Población;6500.0;A
2007;3690;273861;3023;Población;24175.0;A
2007;3690;273861;3142;Población;14950.0;A
2007;3690;273861;3143;Población;114700.0;A
2007;3690;273747;2352;Población;173475.0;A
2007;3690;273747;2402;Población;292650.0;A
2007;3690;273747;2482;Población;230400.0;A
2007;3690;273747;2713;Población;259125.0;A
2007;3690;273747;2797;Población;163800.0;A
2007;3690;273747;2911;Población;182100.0;A
2007;3690;273747;3023;Población;407325.0;A
2007;3690;273747;3142;Población;535675.0;A
2007;3690;273747;3143;Población;2244550.0;A
2007;3691;273748;2352;Población;59675.0;A
2007;3691;273748;2402;Población;106525.0;A
2007;3691;273748;2482;Población;66600.0;A
2007;3691;273748;2713;Población;109250.0;A
2007;3691;273748;2797;Población;50450.0;A
2007;3691;273748;2911;Población;76775.0;A
2007;3691;273748;3023;Población;152375.0;A
2007;3691;273748;3142;Población;157600.0;A
2007;3691;273748;3143;Población;779250.0;A
2007;3691;273749;2352;Población;126100.0;A
2007;3691;273749;2402;Población;257125.0;A
2007;3691;273749;2482;Población;194675.0;A
2007;3691;273749;2713;Población;202725.0;A
2007;3691;273749;2797;Población;109975.0;A
2007;3691;273749;2911;Población;167475.0;A
2007;3691;273749;3023;Población;313925.0;A
2007;3691;273749;3142;Población;442400.0;A
2007;3691;273749;3143;Población;1814400.0;A
2007;3691;273750;2352;Población;190775.0;A
2007;3691;273750;2402;Población;315125.0;A
2007;3691;273750;2482;Población;231025.0;A
2007;3691;273750;2713;Población;227275.0;A
2007;3691;273750;2797;Población;148075.0;A
2007;3691;273750;2911;Población;163250.0;A
2007;3691;273750;3023;Población;396050.0;A
2007;3691;273750;3142;Población;552100.0;A
2007;3691;273750;3143;Población;2223675.0;A
2007;3691;273861;2352;Población;27575.0;A
2007;3691;273861;2402;Población;22175.0;A
2007;3691;273861;2482;Población;20250.0;A
2007;3691;273861;2713;Población;33800.0;A
2007;3691;273861;2797;Población;40450.0;A
2007;3691;273861;2911;Población;15075.0;A
2007;3691;273861;3023;Población;56825.0;A
2007;3691;273861;3142;Población;34150.0;A
2007;3691;273861;3143;Población;250300.0;A
2007;3691;273747;2352;Población;404125.0;A
2007;3691;273747;2402;Población;700950.0;A
2007;3691;273747;2482;Población;512550.0;A
2007;3691;273747;2713;Población;573050.0;A
2007;3691;273747;2797;Población;348950.0;A
2007;3691;273747;2911;Población;422575.0;A
2007;3691;273747;3023;Población;919175.0;A
2007;3691;273747;3142;Población;1186250.0;A
2007;3691;273747;3143;Población;5067625.0;A
2008;3689;273748;2352;Población;29425.0;A
2008;3689;273748;2402;Población;60925.0;A
2008;3689;273748;2482;Población;29075.0;A
2008;3689;273748;2713;Población;55075.0;A
2008;3689;273748;2797;Población;27075.0;A
2008;3689;273748;2911;Población;44850.0;A
2008;3689;273748;3023;Población;86250.0;A
2008;3689;273748;3142;Población;75275.0;A
2008;3689;273748;3143;Población;407950.0;A
2008;3689;273749;2352;Población;73250.0;A
2008;3689;273749;2402;Población;146600.0;A
2008;3689;273749;2482;Población;107975.0;A
2008;3689;273749;2713;Población;113725.0;A
2008;3689;273749;2797;Población;65050.0;A
2008;3689;273749;2911;Población;100725.0;A
2008;3689;273749;3023;Población;181025.0;A
2008;3689;273749;3142;Población;246575.0;A
2008;3689;273749;3143;Población;1034925.0;A
2008;3689;273750;2352;Población;109300.0;A
2008;3689;273750;2402;Población;186375.0;A
2008;3689;273750;2482;Población;134475.0;A
2008;3689;273750;2713;Población;125675.0;A
2008;3689;273750;2797;Población;82050.0;A
2008;3689;273750;2911;Población;87350.0;A
2008;3689;273750;3023;Población;213875.0;A
2008;3689;273750;3142;Población;312100.0;A
2008;3689;273750;3143;Población;1251200.0;A
2008;3689;273861;2352;Población;17725.0;A
2008;3689;273861;2402;Población;10675.0;A
2008;3689;273861;2482;Población;10775.0;A
2008;3689;273861;2713;Población;16700.0;A
2008;3689;273861;2797;Población;10650.0;A
2008;3689;273861;2911;Población;7100.0;A
2008;3689;273861;3023;Población;25825.0;A
2008;3689;273861;3142;Población;17500.0;A
2008;3689;273861;3143;Población;116950.0;A
2008;3689;273747;2352;Población;229700.0;A
2008;3689;273747;2402;Población;404575.0;A
2008;3689;273747;2482;Población;282300.0;A
2008;3689;273747;2713;Población;311175.0;A
2008;3689;273747;2797;Población;184825.0;A
2008;3689;273747;2911;Población;240025.0;A
2008;3689;273747;3023;Población;506975.0;A
2008;3689;273747;3142;Población;651450.0;A
2008;3689;273747;3143;Población;2811025.0;A
2008;3690;273748;2352;Población;31575.0;A
2008;3690;273748;2402;Población;63325.0;A
2008;3690;273748;2482;Población;39100.0;A
2008;3690;273748;2713;Población;59525.0;A
2008;3690;273748;2797;Población;30975.0;A
2008;3690;273748;2911;Población;47950.0;A
2008;3690;273748;3023;Población;91050.0;A
2008;3690;273748;3142;Población;93300.0;A
2008;3690;273748;3143;Población;456800.0;A
2008;3690;273749;2352;Población;59050.0;A
2008;3690;273749;2402;Población;110150.0;A
2008;3690;273749;2482;Población;89575.0;A
2008;3690;273749;2713;Población;93175.0;A
2008;3690;273749;2797;Población;50850.0;A
2008;3690;273749;2911;Población;74225.0;A
2008;3690;273749;3023;Población;145150.0;A
2008;3690;273749;3142;Población;205575.0;A
2008;3690;273749;3143;Población;827750.0;A
2008;3690;273750;2352;Población;79975.0;A
2008;3690;273750;2402;Población;124850.0;A
2008;3690;273750;2482;Población;101350.0;A
2008;3690;273750;2713;Población;95975.0;A
2008;3690;273750;2797;Población;57550.0;A
2008;3690;273750;2911;Población;58575.0;A
2008;3690;273750;3023;Población;158675.0;A
2008;3690;273750;3142;Población;237100.0;A
2008;3690;273750;3143;Población;914050.0;A
2008;3690;273861;2352;Población;9625.0;A
2008;3690;273861;2402;Población;7300.0;A
2008;3690;273861;2482;Población;5700.0;A
2008;3690;273861;2713;Población;13450.0;A
2008;3690;273861;2797;Población;34025.0;A
2008;3690;273861;2911;Población;5650.0;A
2008;3690;273861;3023;Población;20525.0;A
2008;3690;273861;3142;Población;14650.0;A
2008;3690;273861;3143;Población;110925.0;A
2008;3690;273747;2352;Población;180225.0;A
2008;3690;273747;2402;Población;305625.0;A
2008;3690;273747;2482;Población;235725.0;A
2008;3690;273747;2713;Población;262125.0;A
2008;3690;273747;2797;Población;173400.0;A
2008;3690;273747;2911;Población;186400.0;A
2008;3690;273747;3023;Población;415400.0;A
2008;3690;273747;3142;Población;550625.0;A
2008;3690;273747;3143;Población;2309525.0;A
2008;3691;273748;2352;Población;61000.0;A
2008;3691;273748;2402;Población;124250.0;A
2008;3691;273748;2482;Población;68175.0;A
2008;3691;273748;2713;Población;114600.0;A
2008;3691;273748;2797;Población;58050.0;A
2008;3691;273748;2911;Población;92800.0;A
2008;3691;273748;3023;Población;177300.0;A
2008;3691;273748;3142;Población;168575.0;A
2008;3691;273748;3143;Población;864750.0;A
2008;3691;273749;2352;Población;132300.0;A
2008;3691;273749;2402;Población;256750.0;A
2008;3691;273749;2482;Población;197550.0;A
2008;3691;273749;2713;Población;206900.0;A
2008;3691;273749;2797;Población;115900.0;A
2008;3691;273749;2911;Población;174950.0;A
2008;3691;273749;3023;Población;326175.0;A
2008;3691;273749;3142;Población;452150.0;A
2008;3691;273749;3143;Población;1862675.0;A
2008;3691;273750;2352;Población;189275.0;A
2008;3691;273750;2402;Población;311225.0;A
2008;3691;273750;2482;Población;235825.0;A
2008;3691;273750;2713;Población;221650.0;A
2008;3691;273750;2797;Población;139600.0;A
2008;3691;273750;2911;Población;145925.0;A
2008;3691;273750;3023;Población;372550.0;A
2008;3691;273750;3142;Población;549200.0;A
2008;3691;273750;3143;Población;2165250.0;A
2008;3691;273861;2352;Población;27350.0;A
2008;3691;273861;2402;Población;17975.0;A
2008;3691;273861;2482;Población;16475.0;A
2008;3691;273861;2713;Población;30150.0;A
2008;3691;273861;2797;Población;44675.0;A
2008;3691;273861;2911;Población;12750.0;A
2008;3691;273861;3023;Población;46350.0;A
2008;3691;273861;3142;Población;32150.0;A
2008;3691;273861;3143;Población;227875.0;A
2008;3691;273747;2352;Población;409925.0;A
2008;3691;273747;2402;Población;710200.0;A
2008;3691;273747;2482;Población;518025.0;A
2008;3691;273747;2713;Población;573300.0;A
2008;3691;273747;2797;Población;358225.0;A
2008;3691;273747;2911;Población;426425.0;A
2008;3691;273747;3023;Población;922375.0;A
2008;3691;273747;3142;Población;1202075.0;A
2008;3691;273747;3143;Población;5120550.0;A
2009;3689;273748;2352;Población;31325.0;A
2009;3689;273748;2402;Población;61575.0;A
2009;3689;273748;2482;Población;29675.0;A
2009;3689;273748;2713;Población;57500.0;A
2009;3689;273748;2797;Población;27950.0;A
2009;3689;273748;2911;Población;46550.0;A
2009;3689;273748;3023;Población;95025.0;A
2009;3689;273748;3142;Población;77550.0;A
2009;3689;273748;3143;Población;427150.0;A
2009;3689;273749;2352;Población;72925.0;A
2009;3689;273749;2402;Población;148900.0;A
2009;3689;273749;2482;Población;107250.0;A
2009;3689;273749;2713;Población;112975.0;A
2009;3689;273749;2797;Población;66175.0;A
2009;3689;273749;2911;Población;98775.0;A
2009;3689;273749;3023;Población;183725.0;A
2009;3689;273749;3142;Población;251000.0;A
2009;3689;273749;3143;Población;1041725.0;A
2009;3689;273750;2352;Población;104975.0;A
2009;3689;273750;2402;Población;175150.0;A
2009;3689;273750;2482;Población;129300.0;A
2009;3689;273750;2713;Población;117525.0;A
2009;3689;273750;2797;Población;78225.0;A
2009;3689;273750;2911;Población;84200.0;A
2009;3689;273750;3023;Población;195775.0;A
2009;3689;273750;3142;Población;297250.0;A
2009;3689;273750;3143;Población;1182400.0;A
2009;3689;273861;2352;Población;18650.0;A
2009;3689;273861;2402;Población;10875.0;A
2009;3689;273861;2482;Población;10275.0;A
2009;3689;273861;2713;Población;17525.0;A
2009;3689;273861;2797;Población;11850.0;A
2009;3689;273861;2911;Población;8300.0;A
2009;3689;273861;3023;Población;24950.0;A
2009;3689;273861;3142;Población;18575.0;A
2009;3689;273861;3143;Población;121000.0;A
2009;3689;273747;2352;Población;227875.0;A
2009;3689;273747;2402;Población;396500.0;A
2009;3689;273747;2482;Población;276500.0;A
2009;3689;273747;2713;Población;305525.0;A
2009;3689;273747;2797;Población;184200.0;A
2009;3689;273747;2911;Población;237825.0;A
2009;3689;273747;3023;Población;499475.0;A
2009;3689;273747;3142;Población;644375.0;A
2009;3689;273747;3143;Población;2772275.0;A
2009;3690;273748;2352;Población;33000.0;A
2009;3690;273748;2402;Población;65875.0;A
2009;3690;273748;2482;Población;39425.0;A
2009;3690;273748;2713;Población;61650.0;A
2009;3690;273748;2797;Población;32675.0;A
2009;3690;273748;2911;Población;50450.0;A
2009;3690;273748;3023;Población;101350.0;A
2009;3690;273748;3142;Población;96925.0;A
2009;3690;273748;3143;Población;481350.0;A
2009;3690;273749;2352;Población;60675.0;A
2009;3690;273749;2402;Población;114925.0;A
2009;3690;273749;2482;Población;89900.0;A
2009;3690;273749;2713;Población;95600.0;A
2009;3690;273749;2797;Población;52075.0;A
2009;3690;273749;2911;Población;74250.0;A
2009;3690;273749;3023;Población;149950.0;A
2009;3690;273749;3142;Población;210750.0;A
2009;3690;273749;3143;Población;848125.0;A
2009;3690;273750;2352;Población;80225.0;A
2009;3690;273750;2402;Población;122825.0;A
2009;3690;273750;2482;Población;100525.0;A
2009;3690;273750;2713;Población;93175.0;A
2009;3690;273750;2797;Población;56450.0;A
2009;3690;273750;2911;Población;60150.0;A
2009;3690;273750;3023;Población;149625.0;A
2009;3690;273750;3142;Población;230425.0;A
2009;3690;273750;3143;Población;893400.0;A
2009;3690;273861;2352;Población;9325.0;A
2009;3690;273861;2402;Población;7100.0;A
2009;3690;273861;2482;Población;6325.0;A
2009;3690;273861;2713;Población;13350.0;A
2009;3690;273861;2797;Población;33150.0;A
2009;3690;273861;2911;Población;4825.0;A
2009;3690;273861;3023;Población;18750.0;A
2009;3690;273861;3142;Población;15650.0;A
2009;3690;273861;3143;Población;108475.0;A
2009;3690;273747;2352;Población;183225.0;A
2009;3690;273747;2402;Población;310725.0;A
2009;3690;273747;2482;Población;236175.0;A
2009;3690;273747;2713;Población;263775.0;A
2009;3690;273747;2797;Población;174350.0;A
2009;3690;273747;2911;Población;189675.0;A
2009;3690;273747;3023;Población;419675.0;A
2009;3690;273747;3142;Población;553750.0;A
2009;3690;273747;3143;Población;2331350.0;A
2009;3691;273748;2352;Población;64325.0;A
2009;3691;273748;2402;Población;127450.0;A
2009;3691;273748;2482;Población;69100.0;A
2009;3691;273748;2713;Población;119150.0;A
2009;3691;273748;2797;Población;60625.0;A
2009;3691;273748;2911;Población;97000.0;A
2009;3691;273748;3023;Población;196375.0;A
2009;3691;273748;3142;Población;174475.0;A
2009;3691;273748;3143;Población;908500.0;A
2009;3691;273749;2352;Población;133600.0;A
2009;3691;273749;2402;Población;263825.0;A
2009;3691;273749;2482;Población;197150.0;A
2009;3691;273749;2713;Población;208575.0;A
2009;3691;273749;2797;Población;118250.0;A
2009;3691;273749;2911;Población;173025.0;A
2009;3691;273749;3023;Población;333675.0;A
2009;3691;273749;3142;Población;461750.0;A
2009;3691;273749;3143;Población;1889850.0;A
2009;3691;273750;2352;Población;185200.0;A
2009;3691;273750;2402;Población;297975.0;A
2009;3691;273750;2482;Población;229825.0;A
2009;3691;273750;2713;Población;210700.0;A
2009;3691;273750;2797;Población;134675.0;A
2009;3691;273750;2911;Población;144350.0;A
2009;3691;273750;3023;Población;345400.0;A
2009;3691;273750;3142;Población;527675.0;A
2009;3691;273750;3143;Población;2075800.0;A
2009;3691;273861;2352;Población;27975.0;A
2009;3691;273861;2402;Población;17975.0;A
2009;3691;273861;2482;Población;16600.0;A
2009;3691;273861;2713;Población;30875.0;A
2009;3691;273861;2797;Población;45000.0;A
2009;3691;273861;2911;Población;13125.0;A
2009;3691;273861;3023;Población;43700.0;A
2009;3691;273861;3142;Población;34225.0;A
2009;3691;273861;3143;Población;229475.0;A
2009;3691;273747;2352;Población;411100.0;A
2009;3691;273747;2402;Población;707225.0;A
2009;3691;273747;2482;Población;512675.0;A
2009;3691;273747;2713;Población;569300.0;A
2009;3691;273747;2797;Población;358550.0;A
2009;3691;273747;2911;Población;427500.0;A
2009;3691;273747;3023;Población;919150.0;A
2009;3691;273747;3142;Población;1198125.0;A
2009;3691;273747;3143;Población;5103625.0;A
2010;3689;273748;2352;Población;31100.0;A
2010;3689;273748;2402;Población;62775.0;A
2010;3689;273748;2482;Población;30850.0;A
2010;3689;273748;2713;Población;58625.0;A
2010;3689;273748;2797;Población;31475.0;A
2010;3689;273748;2911;Población;49875.0;A
2010;3689;273748;3023;Población;96225.0;A
2010;3689;273748;3142;Población;81175.0;A
2010;3689;273748;3143;Población;442100.0;A
2010;3689;273749;2352;Población;74425.0;A
2010;3689;273749;2402;Población;153725.0;A
2010;3689;273749;2482;Población;105025.0;A
2010;3689;273749;2713;Población;118075.0;A
2010;3689;273749;2797;Población;68750.0;A
2010;3689;273749;2911;Población;97875.0;A
2010;3689;273749;3023;Población;189025.0;A
2010;3689;273749;3142;Población;254825.0;A
2010;3689;273749;3143;Población;1061725.0;A
2010;3689;273750;2352;Población;103300.0;A
2010;3689;273750;2402;Población;168675.0;A
2010;3689;273750;2482;Población;130000.0;A
2010;3689;273750;2713;Población;113375.0;A
2010;3689;273750;2797;Población;72825.0;A
2010;3689;273750;2911;Población;82075.0;A
2010;3689;273750;3023;Población;188075.0;A
2010;3689;273750;3142;Población;287175.0;A
2010;3689;273750;3143;Población;1145500.0;A
2010;3689;273861;2352;Población;19100.0;A
2010;3689;273861;2402;Población;10500.0;A
2010;3689;273861;2482;Población;10375.0;A
2010;3689;273861;2713;Población;14700.0;A
2010;3689;273861;2797;Población;10675.0;A
2010;3689;273861;2911;Población;9225.0;A
2010;3689;273861;3023;Población;23775.0;A
2010;3689;273861;3142;Población;19475.0;A
2010;3689;273861;3143;Población;117825.0;A
2010;3689;273747;2352;Población;227925.0;A
2010;3689;273747;2402;Población;395675.0;A
2010;3689;273747;2482;Población;276250.0;A
2010;3689;273747;2713;Población;304775.0;A
2010;3689;273747;2797;Población;183725.0;A
2010;3689;273747;2911;Población;239050.0;A
2010;3689;273747;3023;Población;497100.0;A
2010;3689;273747;3142;Población;642650.0;A
2010;3689;273747;3143;Población;2767150.0;A
2010;3690;273748;2352;Población;33850.0;A
2010;3690;273748;2402;Población;67975.0;A
2010;3690;273748;2482;Población;40825.0;A
2010;3690;273748;2713;Población;64550.0;A
2010;3690;273748;2797;Población;36125.0;A
2010;3690;273748;2911;Población;50550.0;A
2010;3690;273748;3023;Población;106900.0;A
2010;3690;273748;3142;Población;100475.0;A
2010;3690;273748;3143;Población;501250.0;A
2010;3690;273749;2352;Población;61600.0;A
2010;3690;273749;2402;Población;118350.0;A
2010;3690;273749;2482;Población;90375.0;A
2010;3690;273749;2713;Población;99175.0;A
2010;3690;273749;2797;Población;53825.0;A
2010;3690;273749;2911;Población;76450.0;A
2010;3690;273749;3023;Población;157950.0;A
2010;3690;273749;3142;Población;215575.0;A
2010;3690;273749;3143;Población;873300.0;A
2010;3690;273750;2352;Población;79100.0;A
2010;3690;273750;2402;Población;121975.0;A
2010;3690;273750;2482;Población;101625.0;A
2010;3690;273750;2713;Población;90400.0;A
2010;3690;273750;2797;Población;54850.0;A
2010;3690;273750;2911;Población;60125.0;A
2010;3690;273750;3023;Población;146950.0;A
2010;3690;273750;3142;Población;229825.0;A
2010;3690;273750;3143;Población;884850.0;A
2010;3690;273861;2352;Población;9975.0;A
2010;3690;273861;2402;Población;7275.0;A
2010;3690;273861;2482;Población;5850.0;A
2010;3690;273861;2713;Población;11275.0;A
2010;3690;273861;2797;Población;28500.0;A
2010;3690;273861;2911;Población;4925.0;A
2010;3690;273861;3023;Población;19700.0;A
2010;3690;273861;3142;Población;13150.0;A
2010;3690;273861;3143;Población;100650.0;A
2010;3690;273747;2352;Población;184525.0;A
2010;3690;273747;2402;Población;315575.0;A
2010;3690;273747;2482;Población;238675.0;A
2010;3690;273747;2713;Población;265400.0;A
2010;3690;273747;2797;Población;173300.0;A
2010;3690;273747;2911;Población;192050.0;A
2010;3690;273747;3023;Población;431500.0;A
