D_TEMPORAL_0;D_SEXO_0;D_MCVL_DIASCOTIZANO_0;D_TERRITORIO_0;D_MCVL_COTIZANTE_0;INDICATOR;OBS_VALUE;FREQ
2006;3689;53689;2713;53591;Población;233150.0;A
2006;3689;53689;2797;53591;Población;141425.0;A
2006;3689;53689;2911;53591;Población;173125.0;A
2006;3689;53689;3023;53591;Población;401850.0;A
2006;3689;53689;3142;53591;Población;503950.0;A
2006;3689;53689;3143;53591;Población;2165650.0;A
2006;3690;53685;2352;53591;Población;3700.0;A
2006;3690;53685;2402;53591;Población;10375.0;A
2006;3690;53685;2482;53591;Población;5125.0;A
2006;3690;53685;2713;53591;Población;5200.0;A
2006;3690;53685;2797;53591;Población;4625.0;A
2006;3690;53685;2911;53591;Población;5125.0;A
2006;3690;53685;3023;53591;Población;10650.0;A
2006;3690;53685;3142;53591;Población;13575.0;A
2006;3690;53685;3143;53591;Población;58375.0;A
2006;3690;53686;2352;53591;Población;7100.0;A
2006;3690;53686;2402;53591;Población;13875.0;A
2006;3690;53686;2482;53591;Población;7125.0;A
2006;3690;53686;2713;53591;Población;9100.0;A
2006;3690;53686;2797;53591;Población;17225.0;A
2006;3690;53686;2911;53591;Población;7925.0;A
2006;3690;53686;3023;53591;Población;16300.0;A
2006;3690;53686;3142;53591;Población;19650.0;A
2006;3690;53686;3143;53591;Población;98300.0;A
2006;3690;53687;2352;53591;Población;37200.0;A
2006;3690;53687;2402;53591;Población;63400.0;A
2006;3690;53687;2482;53591;Población;36075.0;A
2006;3690;53687;2713;53591;Población;45350.0;A
2006;3690;53687;2797;53591;Población;39550.0;A
2006;3690;53687;2911;53591;Población;28475.0;A
2006;3690;53687;3023;53591;Población;92150.0;A
2006;3690;53687;3142;53591;Población;95425.0;A
2006;3690;53687;3143;53591;Población;437625.0;A
2006;3690;53688;2352;53591;Población;81125.0;A
2006;3690;53688;2402;53591;Población;118900.0;A
2006;3690;53688;2482;53591;Población;107275.0;A
2006;3690;53688;2713;53591;Población;119425.0;A
2006;3690;53688;2797;53591;Población;64025.0;A
2006;3690;53688;2911;53591;Población;83075.0;A
2006;3690;53688;3023;53591;Población;182975.0;A
2006;3690;53688;3142;53591;Población;244075.0;A
2006;3690;53688;3143;53591;Población;1000875.0;A
2006;3690;53689;2352;53591;Población;129125.0;A
2006;3690;53689;2402;53591;Población;206550.0;A
2006;3690;53689;2482;53591;Población;155600.0;A
2006;3690;53689;2713;53591;Población;179075.0;A
2006;3690;53689;2797;53591;Población;125425.0;A
2006;3690;53689;2911;53591;Población;124600.0;A
2006;3690;53689;3023;53591;Población;302075.0;A
2006;3690;53689;3142;53591;Población;372725.0;A
2006;3690;53689;3143;53591;Población;1595175.0;A
2006;3691;53685;2352;53591;Población;6850.0;A
2006;3691;53685;2402;53591;Población;17175.0;A
2006;3691;53685;2482;53591;Población;8875.0;A
2006;3691;53685;2713;53591;Población;9675.0;A
2006;3691;53685;2797;53591;Población;7350.0;A
2006;3691;53685;2911;53591;Población;9225.0;A
2006;3691;53685;3023;53591;Población;18425.0;A
2006;3691;53685;3142;53591;Población;24500.0;A
2006;3691;53685;3143;53591;Población;102075.0;A
2006;3691;53686;2352;53591;Población;14750.0;A
2006;3691;53686;2402;53591;Población;26225.0;A
2006;3691;53686;2482;53591;Población;15550.0;A
2006;3691;53686;2713;53591;Población;17525.0;A
2006;3691;53686;2797;53591;Población;22300.0;A
2006;3691;53686;2911;53591;Población;14350.0;A
2006;3691;53686;3023;53591;Población;30950.0;A
2006;3691;53686;3142;53591;Población;36525.0;A
2006;3691;53686;3143;53591;Población;178175.0;A
2006;3691;53687;2352;53591;Población;84100.0;A
2006;3691;53687;2402;53591;Población;158950.0;A
2006;3691;53687;2482;53591;Población;86125.0;A
2006;3691;53687;2713;53591;Población;105175.0;A
2006;3691;53687;2797;53591;Población;81475.0;A
2006;3691;53687;2911;53591;Población;69175.0;A
2006;3691;53687;3023;53591;Población;204325.0;A
2006;3691;53687;3142;53591;Población;228200.0;A
2006;3691;53687;3143;53591;Población;1017525.0;A
2006;3691;53688;2352;53591;Población;209875.0;A
2006;3691;53688;2402;53591;Población;318800.0;A
2006;3691;53688;2482;53591;Población;256150.0;A
2006;3691;53688;2713;53591;Población;279850.0;A
2006;3691;53688;2797;53591;Población;155725.0;A
2006;3691;53688;2911;53591;Población;204975.0;A
2006;3691;53688;3023;53591;Población;450225.0;A
2006;3691;53688;3142;53591;Población;587450.0;A
2006;3691;53688;3143;53591;Población;2463050.0;A
2006;3691;53689;2352;53591;Población;315575.0;A
2006;3691;53689;2402;53591;Población;521150.0;A
2006;3691;53689;2482;53591;Población;366700.0;A
2006;3691;53689;2713;53591;Población;412225.0;A
2006;3691;53689;2797;53591;Población;266850.0;A
2006;3691;53689;2911;53591;Población;297725.0;A
2006;3691;53689;3023;53591;Población;703925.0;A
2006;3691;53689;3142;53591;Población;876675.0;A
2006;3691;53689;3143;53591;Población;3760825.0;A
2007;3689;53685;2352;53591;Población;3400.0;A
2007;3689;53685;2402;53591;Población;6900.0;A
2007;3689;53685;2482;53591;Población;4825.0;A
2007;3689;53685;2713;53591;Población;4875.0;A
2007;3689;53685;2797;53591;Población;3475.0;A
2007;3689;53685;2911;53591;Población;4350.0;A
2007;3689;53685;3023;53591;Población;8375.0;A
2007;3689;53685;3142;53591;Población;10500.0;A
2007;3689;53685;3143;53591;Población;46700.0;A
2007;3689;53686;2352;53591;Población;7750.0;A
2007;3689;53686;2402;53591;Población;13425.0;A
2007;3689;53686;2482;53591;Población;8100.0;A
2007;3689;53686;2713;53591;Población;8975.0;A
2007;3689;53686;2797;53591;Población;5950.0;A
2007;3689;53686;2911;53591;Población;5975.0;A
2007;3689;53686;3023;53591;Población;15025.0;A
2007;3689;53686;3142;53591;Población;17000.0;A
2007;3689;53686;3143;53591;Población;82200.0;A
2007;3689;53687;2352;53591;Población;49300.0;A
2007;3689;53687;2402;53591;Población;95250.0;A
2007;3689;53687;2482;53591;Población;50650.0;A
2007;3689;53687;2713;53591;Población;60700.0;A
2007;3689;53687;2797;53591;Población;42350.0;A
2007;3689;53687;2911;53591;Población;40225.0;A
2007;3689;53687;3023;53591;Población;111575.0;A
2007;3689;53687;3142;53591;Población;129725.0;A
2007;3689;53687;3143;53591;Población;579775.0;A
2007;3689;53688;2352;53591;Población;130750.0;A
2007;3689;53688;2402;53591;Población;205750.0;A
2007;3689;53688;2482;53591;Población;153225.0;A
2007;3689;53688;2713;53591;Población;164725.0;A
2007;3689;53688;2797;53591;Población;93925.0;A
2007;3689;53688;2911;53591;Población;126075.0;A
2007;3689;53688;3023;53591;Población;275750.0;A
2007;3689;53688;3142;53591;Población;356700.0;A
2007;3689;53688;3143;53591;Población;1506900.0;A
2007;3689;53689;2352;53591;Población;191200.0;A
2007;3689;53689;2402;53591;Población;321325.0;A
2007;3689;53689;2482;53591;Población;216800.0;A
2007;3689;53689;2713;53591;Población;239275.0;A
2007;3689;53689;2797;53591;Población;145700.0;A
2007;3689;53689;2911;53591;Población;176625.0;A
2007;3689;53689;3023;53591;Población;410725.0;A
2007;3689;53689;3142;53591;Población;513925.0;A
2007;3689;53689;3143;53591;Población;2215575.0;A
2007;3690;53685;2352;53591;Población;3900.0;A
2007;3690;53685;2402;53591;Población;10850.0;A
2007;3690;53685;2482;53591;Población;5250.0;A
2007;3690;53685;2713;53591;Población;5600.0;A
2007;3690;53685;2797;53591;Población;4625.0;A
2007;3690;53685;2911;53591;Población;5500.0;A
2007;3690;53685;3023;53591;Población;10725.0;A
2007;3690;53685;3142;53591;Población;14000.0;A
2007;3690;53685;3143;53591;Población;60450.0;A
2007;3690;53686;2352;53591;Población;8675.0;A
2007;3690;53686;2402;53591;Población;14925.0;A
2007;3690;53686;2482;53591;Población;7700.0;A
2007;3690;53686;2713;53591;Población;9675.0;A
2007;3690;53686;2797;53591;Población;12825.0;A
2007;3690;53686;2911;53591;Población;9175.0;A
2007;3690;53686;3023;53591;Población;17000.0;A
2007;3690;53686;3142;53591;Población;21275.0;A
2007;3690;53686;3143;53591;Población;101250.0;A
2007;3690;53687;2352;53591;Población;39475.0;A
2007;3690;53687;2402;53591;Población;70125.0;A
2007;3690;53687;2482;53591;Población;37275.0;A
2007;3690;53687;2713;53591;Población;49400.0;A
2007;3690;53687;2797;53591;Población;43475.0;A
2007;3690;53687;2911;53591;Población;31550.0;A
2007;3690;53687;3023;53591;Población;93850.0;A
2007;3690;53687;3142;53591;Población;104700.0;A
2007;3690;53687;3143;53591;Población;469850.0;A
2007;3690;53688;2352;53591;Población;85500.0;A
2007;3690;53688;2402;53591;Población;128625.0;A
2007;3690;53688;2482;53591;Población;113175.0;A
2007;3690;53688;2713;53591;Población;124925.0;A
2007;3690;53688;2797;53591;Población;68250.0;A
2007;3690;53688;2911;53591;Población;86325.0;A
2007;3690;53688;3023;53591;Población;194975.0;A
2007;3690;53688;3142;53591;Población;258075.0;A
2007;3690;53688;3143;53591;Población;1059850.0;A
2007;3690;53689;2352;53591;Población;137550.0;A
2007;3690;53689;2402;53591;Población;224525.0;A
2007;3690;53689;2482;53591;Población;163400.0;A
2007;3690;53689;2713;53591;Población;189600.0;A
2007;3690;53689;2797;53591;Población;129175.0;A
2007;3690;53689;2911;53591;Población;132550.0;A
2007;3690;53689;3023;53591;Población;316550.0;A
2007;3690;53689;3142;53591;Población;398050.0;A
2007;3690;53689;3143;53591;Población;1691400.0;A
2007;3691;53685;2352;53591;Población;7300.0;A
2007;3691;53685;2402;53591;Población;17750.0;A
2007;3691;53685;2482;53591;Población;10075.0;A
2007;3691;53685;2713;53591;Población;10475.0;A
2007;3691;53685;2797;53591;Población;8100.0;A
2007;3691;53685;2911;53591;Población;9850.0;A
2007;3691;53685;3023;53591;Población;19100.0;A
2007;3691;53685;3142;53591;Población;24500.0;A
2007;3691;53685;3143;53591;Población;107150.0;A
2007;3691;53686;2352;53591;Población;16425.0;A
2007;3691;53686;2402;53591;Población;28350.0;A
2007;3691;53686;2482;53591;Población;15800.0;A
2007;3691;53686;2713;53591;Población;18650.0;A
2007;3691;53686;2797;53591;Población;18775.0;A
2007;3691;53686;2911;53591;Población;15150.0;A
2007;3691;53686;3023;53591;Población;32025.0;A
2007;3691;53686;3142;53591;Población;38275.0;A
2007;3691;53686;3143;53591;Población;183450.0;A
2007;3691;53687;2352;53591;Población;88775.0;A
2007;3691;53687;2402;53591;Población;165375.0;A
2007;3691;53687;2482;53591;Población;87925.0;A
2007;3691;53687;2713;53591;Población;110100.0;A
2007;3691;53687;2797;53591;Población;85825.0;A
2007;3691;53687;2911;53591;Población;71775.0;A
2007;3691;53687;3023;53591;Población;205425.0;A
2007;3691;53687;3142;53591;Población;234425.0;A
2007;3691;53687;3143;53591;Población;1049625.0;A
2007;3691;53688;2352;53591;Población;216250.0;A
2007;3691;53688;2402;53591;Población;334375.0;A
2007;3691;53688;2482;53591;Población;266400.0;A
2007;3691;53688;2713;53591;Población;289650.0;A
2007;3691;53688;2797;53591;Población;162175.0;A
2007;3691;53688;2911;53591;Población;212400.0;A
2007;3691;53688;3023;53591;Población;470725.0;A
2007;3691;53688;3142;53591;Población;614775.0;A
2007;3691;53688;3143;53591;Población;2566750.0;A
2007;3691;53689;2352;53591;Población;328750.0;A
2007;3691;53689;2402;53591;Población;545850.0;A
2007;3691;53689;2482;53591;Población;380200.0;A
2007;3691;53689;2713;53591;Población;428875.0;A
2007;3691;53689;2797;53591;Población;274875.0;A
2007;3691;53689;2911;53591;Población;309175.0;A
2007;3691;53689;3023;53591;Población;727275.0;A
2007;3691;53689;3142;53591;Población;911975.0;A
2007;3691;53689;3143;53591;Población;3906975.0;A
2008;3689;53685;2352;53591;Población;3000.0;A
2008;3689;53685;2402;53591;Población;7625.0;A
2008;3689;53685;2482;53591;Población;4175.0;A
2008;3689;53685;2713;53591;Población;4175.0;A
2008;3689;53685;2797;53591;Población;2450.0;A
2008;3689;53685;2911;53591;Población;3950.0;A
2008;3689;53685;3023;53591;Población;8450.0;A
2008;3689;53685;3142;53591;Población;10800.0;A
2008;3689;53685;3143;53591;Población;44625.0;A
2008;3689;53686;2352;53591;Población;6600.0;A
2008;3689;53686;2402;53591;Población;11850.0;A
2008;3689;53686;2482;53591;Población;8400.0;A
2008;3689;53686;2713;53591;Población;7800.0;A
2008;3689;53686;2797;53591;Población;5450.0;A
2008;3689;53686;2911;53591;Población;6525.0;A
2008;3689;53686;3023;53591;Población;13375.0;A
2008;3689;53686;3142;53591;Población;15200.0;A
2008;3689;53686;3143;53591;Población;75200.0;A
2008;3689;53687;2352;53591;Población;45875.0;A
2008;3689;53687;2402;53591;Población;91425.0;A
2008;3689;53687;2482;53591;Población;48100.0;A
2008;3689;53687;2713;53591;Población;59775.0;A
2008;3689;53687;2797;53591;Población;41575.0;A
2008;3689;53687;2911;53591;Población;38300.0;A
2008;3689;53687;3023;53591;Población;106200.0;A
2008;3689;53687;3142;53591;Población;126575.0;A
2008;3689;53687;3143;53591;Población;557825.0;A
2008;3689;53688;2352;53591;Población;134050.0;A
2008;3689;53688;2402;53591;Población;206550.0;A
2008;3689;53688;2482;53591;Población;156625.0;A
2008;3689;53688;2713;53591;Población;165350.0;A
2008;3689;53688;2797;53591;Población;95775.0;A
2008;3689;53688;2911;53591;Población;128125.0;A
2008;3689;53688;3023;53591;Población;277000.0;A
2008;3689;53688;3142;53591;Población;361475.0;A
2008;3689;53688;3143;53591;Población;1524950.0;A
2008;3689;53689;2352;53591;Población;189525.0;A
2008;3689;53689;2402;53591;Población;317450.0;A
2008;3689;53689;2482;53591;Población;217300.0;A
2008;3689;53689;2713;53591;Población;237100.0;A
2008;3689;53689;2797;53591;Población;145250.0;A
2008;3689;53689;2911;53591;Población;176900.0;A
2008;3689;53689;3023;53591;Población;405025.0;A
2008;3689;53689;3142;53591;Población;514050.0;A
2008;3689;53689;3143;53591;Población;2202600.0;A
2008;3690;53685;2352;53591;Población;3925.0;A
2008;3690;53685;2402;53591;Población;10050.0;A
2008;3690;53685;2482;53591;Población;4975.0;A
2008;3690;53685;2713;53591;Población;4875.0;A
2008;3690;53685;2797;53591;Población;5900.0;A
2008;3690;53685;2911;53591;Población;4575.0;A
2008;3690;53685;3023;53591;Población;10175.0;A
2008;3690;53685;3142;53591;Población;13000.0;A
2008;3690;53685;3143;53591;Población;57475.0;A
2008;3690;53686;2352;53591;Población;6975.0;A
2008;3690;53686;2402;53591;Población;15075.0;A
2008;3690;53686;2482;53591;Población;7050.0;A
2008;3690;53686;2713;53591;Población;8625.0;A
2008;3690;53686;2797;53591;Población;15500.0;A
2008;3690;53686;2911;53591;Población;7875.0;A
2008;3690;53686;3023;53591;Población;15775.0;A
2008;3690;53686;3142;53591;Población;18450.0;A
2008;3690;53686;3143;53591;Población;95325.0;A
2008;3690;53687;2352;53591;Población;40950.0;A
2008;3690;53687;2402;53591;Población;70300.0;A
2008;3690;53687;2482;53591;Población;39125.0;A
2008;3690;53687;2713;53591;Población;48050.0;A
2008;3690;53687;2797;53591;Población;45025.0;A
2008;3690;53687;2911;53591;Población;31500.0;A
2008;3690;53687;3023;53591;Población;90875.0;A
2008;3690;53687;3142;53591;Población;105050.0;A
2008;3690;53687;3143;53591;Población;470875.0;A
2008;3690;53688;2352;53591;Población;92400.0;A
2008;3690;53688;2402;53591;Población;140525.0;A
2008;3690;53688;2482;53591;Población;117900.0;A
2008;3690;53688;2713;53591;Población;131150.0;A
2008;3690;53688;2797;53591;Población;72200.0;A
2008;3690;53688;2911;53591;Población;92750.0;A
2008;3690;53688;3023;53591;Población;206275.0;A
2008;3690;53688;3142;53591;Población;273500.0;A
2008;3690;53688;3143;53591;Población;1126700.0;A
2008;3690;53689;2352;53591;Población;144250.0;A
2008;3690;53689;2402;53591;Población;235950.0;A
2008;3690;53689;2482;53591;Población;169050.0;A
2008;3690;53689;2713;53591;Población;192700.0;A
2008;3690;53689;2797;53591;Población;138625.0;A
2008;3690;53689;2911;53591;Población;136700.0;A
2008;3690;53689;3023;53591;Población;323100.0;A
2008;3690;53689;3142;53591;Población;410000.0;A
2008;3690;53689;3143;53591;Población;1750375.0;A
2008;3691;53685;2352;53591;Población;6925.0;A
2008;3691;53685;2402;53591;Población;17675.0;A
2008;3691;53685;2482;53591;Población;9150.0;A
2008;3691;53685;2713;53591;Población;9050.0;A
2008;3691;53685;2797;53591;Población;8350.0;A
2008;3691;53685;2911;53591;Población;8525.0;A
2008;3691;53685;3023;53591;Población;18625.0;A
2008;3691;53685;3142;53591;Población;23800.0;A
2008;3691;53685;3143;53591;Población;102100.0;A
2008;3691;53686;2352;53591;Población;13575.0;A
2008;3691;53686;2402;53591;Población;26925.0;A
2008;3691;53686;2482;53591;Población;15450.0;A
2008;3691;53686;2713;53591;Población;16425.0;A
2008;3691;53686;2797;53591;Población;20950.0;A
2008;3691;53686;2911;53591;Población;14400.0;A
2008;3691;53686;3023;53591;Población;29150.0;A
2008;3691;53686;3142;53591;Población;33650.0;A
2008;3691;53686;3143;53591;Población;170525.0;A
2008;3691;53687;2352;53591;Población;86825.0;A
2008;3691;53687;2402;53591;Población;161725.0;A
2008;3691;53687;2482;53591;Población;87225.0;A
2008;3691;53687;2713;53591;Población;107825.0;A
2008;3691;53687;2797;53591;Población;86600.0;A
2008;3691;53687;2911;53591;Población;69800.0;A
2008;3691;53687;3023;53591;Población;197075.0;A
2008;3691;53687;3142;53591;Población;231625.0;A
2008;3691;53687;3143;53591;Población;1028700.0;A
2008;3691;53688;2352;53591;Población;226450.0;A
2008;3691;53688;2402;53591;Población;347075.0;A
2008;3691;53688;2482;53591;Población;274525.0;A
2008;3691;53688;2713;53591;Población;296500.0;A
2008;3691;53688;2797;53591;Población;167975.0;A
2008;3691;53688;2911;53591;Población;220875.0;A
2008;3691;53688;3023;53591;Población;483275.0;A
2008;3691;53688;3142;53591;Población;634975.0;A
2008;3691;53688;3143;53591;Población;2651650.0;A
2008;3691;53689;2352;53591;Población;333775.0;A
2008;3691;53689;2402;53591;Población;553400.0;A
2008;3691;53689;2482;53591;Población;386350.0;A
2008;3691;53689;2713;53591;Población;429800.0;A
2008;3691;53689;2797;53591;Población;283875.0;A
2008;3691;53689;2911;53591;Población;313600.0;A
2008;3691;53689;3023;53591;Población;728125.0;A
2008;3691;53689;3142;53591;Población;924050.0;A
2008;3691;53689;3143;53591;Población;3952975.0;A
2009;3689;53685;2352;53591;Población;2975.0;A
2009;3689;53685;2402;53591;Población;7225.0;A
2009;3689;53685;2482;53591;Población;3925.0;A
2009;3689;53685;2713;53591;Población;4250.0;A
2009;3689;53685;2797;53591;Población;2775.0;A
2009;3689;53685;2911;53591;Población;3575.0;A
2009;3689;53685;3023;53591;Población;7650.0;A
2009;3689;53685;3142;53591;Población;10525.0;A
2009;3689;53685;3143;53591;Población;42900.0;A
2009;3689;53686;2352;53591;Población;7250.0;A
2009;3689;53686;2402;53591;Población;11525.0;A
2009;3689;53686;2482;53591;Población;7625.0;A
2009;3689;53686;2713;53591;Población;8850.0;A
2009;3689;53686;2797;53591;Población;5650.0;A
2009;3689;53686;2911;53591;Población;7625.0;A
2009;3689;53686;3023;53591;Población;16025.0;A
2009;3689;53686;3142;53591;Población;16650.0;A
2009;3689;53686;3143;53591;Población;81200.0;A
2009;3689;53687;2352;53591;Población;42050.0;A
2009;3689;53687;2402;53591;Población;78750.0;A
2009;3689;53687;2482;53591;Población;43450.0;A
2009;3689;53687;2713;53591;Población;52425.0;A
2009;3689;53687;2797;53591;Población;36975.0;A
2009;3689;53687;2911;53591;Población;35550.0;A
2009;3689;53687;3023;53591;Población;95875.0;A
2009;3689;53687;3142;53591;Población;116075.0;A
2009;3689;53687;3143;53591;Población;501150.0;A
2009;3689;53688;2352;53591;Población;134725.0;A
2009;3689;53688;2402;53591;Población;209450.0;A
2009;3689;53688;2482;53591;Población;156325.0;A
2009;3689;53688;2713;53591;Población;164050.0;A
2009;3689;53688;2797;53591;Población;98875.0;A
2009;3689;53688;2911;53591;Población;127425.0;A
2009;3689;53688;3023;53591;Población;274825.0;A
2009;3689;53688;3142;53591;Población;361050.0;A
2009;3689;53688;3143;53591;Población;1526725.0;A
2009;3689;53689;2352;53591;Población;187000.0;A
2009;3689;53689;2402;53591;Población;306950.0;A
2009;3689;53689;2482;53591;Población;211325.0;A
2009;3689;53689;2713;53591;Población;229575.0;A
2009;3689;53689;2797;53591;Población;144275.0;A
2009;3689;53689;2911;53591;Población;174175.0;A
2009;3689;53689;3023;53591;Población;394375.0;A
2009;3689;53689;3142;53591;Población;504300.0;A
2009;3689;53689;3143;53591;Población;2151975.0;A
2009;3690;53685;2352;53591;Población;3400.0;A
2009;3690;53685;2402;53591;Población;9425.0;A
2009;3690;53685;2482;53591;Población;4375.0;A
2009;3690;53685;2713;53591;Población;4575.0;A
2009;3690;53685;2797;53591;Población;3700.0;A
2009;3690;53685;2911;53591;Población;3900.0;A
2009;3690;53685;3023;53591;Población;9200.0;A
2009;3690;53685;3142;53591;Población;12375.0;A
2009;3690;53685;3143;53591;Población;50950.0;A
2009;3690;53686;2352;53591;Población;7025.0;A
2009;3690;53686;2402;53591;Población;13425.0;A
2009;3690;53686;2482;53591;Población;6900.0;A
2009;3690;53686;2713;53591;Población;8900.0;A
2009;3690;53686;2797;53591;Población;9300.0;A
2009;3690;53686;2911;53591;Población;7275.0;A
2009;3690;53686;3023;53591;Población;16125.0;A
2009;3690;53686;3142;53591;Población;18475.0;A
2009;3690;53686;3143;53591;Población;87425.0;A
2009;3690;53687;2352;53591;Población;37975.0;A
2009;3690;53687;2402;53591;Población;70650.0;A
2009;3690;53687;2482;53591;Población;36275.0;A
2009;3690;53687;2713;53591;Población;45900.0;A
2009;3690;53687;2797;53591;Población;46325.0;A
2009;3690;53687;2911;53591;Población;31300.0;A
2009;3690;53687;3023;53591;Población;84975.0;A
2009;3690;53687;3142;53591;Población;94650.0;A
2009;3690;53687;3143;53591;Población;448050.0;A
2009;3690;53688;2352;53591;Población;98325.0;A
2009;3690;53688;2402;53591;Población;146625.0;A
2009;3690;53688;2482;53591;Población;121550.0;A
2009;3690;53688;2713;53591;Población;133300.0;A
2009;3690;53688;2797;53591;Población;79550.0;A
2009;3690;53688;2911;53591;Población;96600.0;A
2009;3690;53688;3023;53591;Población;214925.0;A
2009;3690;53688;3142;53591;Población;285375.0;A
2009;3690;53688;3143;53591;Población;1176250.0;A
2009;3690;53689;2352;53591;Población;146725.0;A
2009;3690;53689;2402;53591;Población;240125.0;A
2009;3690;53689;2482;53591;Población;169100.0;A
2009;3690;53689;2713;53591;Población;192675.0;A
2009;3690;53689;2797;53591;Población;138875.0;A
2009;3690;53689;2911;53591;Población;139075.0;A
2009;3690;53689;3023;53591;Población;325225.0;A
2009;3690;53689;3142;53591;Población;410875.0;A
2009;3690;53689;3143;53591;Población;1762675.0;A
2009;3691;53685;2352;53591;Población;6375.0;A
2009;3691;53685;2402;53591;Población;16650.0;A
2009;3691;53685;2482;53591;Población;8300.0;A
2009;3691;53685;2713;53591;Población;8825.0;A
2009;3691;53685;2797;53591;Población;6475.0;A
2009;3691;53685;2911;53591;Población;7475.0;A
2009;3691;53685;3023;53591;Población;16850.0;A
2009;3691;53685;3142;53591;Población;22900.0;A
2009;3691;53685;3143;53591;Población;93850.0;A
2009;3691;53686;2352;53591;Población;14275.0;A
2009;3691;53686;2402;53591;Población;24950.0;A
2009;3691;53686;2482;53591;Población;14525.0;A
2009;3691;53686;2713;53591;Población;17750.0;A
2009;3691;53686;2797;53591;Población;14950.0;A
2009;3691;53686;2911;53591;Población;14900.0;A
2009;3691;53686;3023;53591;Población;32150.0;A
2009;3691;53686;3142;53591;Población;35125.0;A
2009;3691;53686;3143;53591;Población;168625.0;A
2009;3691;53687;2352;53591;Población;80025.0;A
2009;3691;53687;2402;53591;Población;149400.0;A
2009;3691;53687;2482;53591;Población;79725.0;A
2009;3691;53687;2713;53591;Población;98325.0;A
2009;3691;53687;2797;53591;Población;83300.0;A
2009;3691;53687;2911;53591;Población;66850.0;A
2009;3691;53687;3023;53591;Población;180850.0;A
2009;3691;53687;3142;53591;Población;210725.0;A
2009;3691;53687;3143;53591;Población;949200.0;A
2009;3691;53688;2352;53591;Población;233050.0;A
2009;3691;53688;2402;53591;Población;356075.0;A
2009;3691;53688;2482;53591;Población;277875.0;A
2009;3691;53688;2713;53591;Población;297350.0;A
2009;3691;53688;2797;53591;Población;178425.0;A
2009;3691;53688;2911;53591;Población;224025.0;A
2009;3691;53688;3023;53591;Población;489750.0;A
2009;3691;53688;3142;53591;Población;646425.0;A
2009;3691;53688;3143;53591;Población;2702975.0;A
2009;3691;53689;2352;53591;Población;333725.0;A
2009;3691;53689;2402;53591;Población;547075.0;A
2009;3691;53689;2482;53591;Población;380425.0;A
2009;3691;53689;2713;53591;Población;422250.0;A
2009;3691;53689;2797;53591;Población;283150.0;A
2009;3691;53689;2911;53591;Población;313250.0;A
2009;3691;53689;3023;53591;Población;719600.0;A
2009;3691;53689;3142;53591;Población;915175.0;A
2009;3691;53689;3143;53591;Población;3914650.0;A
2010;3689;53685;2352;53591;Población;2950.0;A
2010;3689;53685;2402;53591;Población;7650.0;A
2010;3689;53685;2482;53591;Población;3350.0;A
2010;3689;53685;2713;53591;Población;4850.0;A
2010;3689;53685;2797;53591;Población;2475.0;A
2010;3689;53685;2911;53591;Población;3550.0;A
2010;3689;53685;3023;53591;Población;8425.0;A
2010;3689;53685;3142;53591;Población;10700.0;A
2010;3689;53685;3143;53591;Población;43950.0;A
2010;3689;53686;2352;53591;Población;7000.0;A
2010;3689;53686;2402;53591;Población;11175.0;A
