D_TEMPORAL_0;D_SEXO_0;D_MCVL_DIASCOTIZANO_0;D_TERRITORIO_0;D_MCVL_COTIZANTE_0;INDICATOR;OBS_VALUE;FREQ
2010;3689;53686;2482;53591;Población;7050.0;A
2010;3689;53686;2713;53591;Población;7750.0;A
2010;3689;53686;2797;53591;Población;6125.0;A
2010;3689;53686;2911;53591;Población;6475.0;A
2010;3689;53686;3023;53591;Población;14350.0;A
2010;3689;53686;3142;53591;Población;16300.0;A
2010;3689;53686;3143;53591;Población;76225.0;A
2010;3689;53687;2352;53591;Población;42025.0;A
2010;3689;53687;2402;53591;Población;76650.0;A
2010;3689;53687;2482;53591;Población;43775.0;A
2010;3689;53687;2713;53591;Población;52625.0;A
2010;3689;53687;2797;53591;Población;35650.0;A
2010;3689;53687;2911;53591;Población;34675.0;A
2010;3689;53687;3023;53591;Población;95925.0;A
2010;3689;53687;3142;53591;Población;112025.0;A
2010;3689;53687;3143;53591;Población;493350.0;A
2010;3689;53688;2352;53591;Población;134400.0;A
2010;3689;53688;2402;53591;Población;208950.0;A
2010;3689;53688;2482;53591;Población;156275.0;A
2010;3689;53688;2713;53591;Población;163000.0;A
2010;3689;53688;2797;53591;Población;98775.0;A
2010;3689;53688;2911;53591;Población;130000.0;A
2010;3689;53688;3023;53591;Población;272400.0;A
2010;3689;53688;3142;53591;Población;360300.0;A
2010;3689;53688;3143;53591;Población;1524100.0;A
2010;3689;53689;2352;53591;Población;186375.0;A
2010;3689;53689;2402;53591;Población;304425.0;A
2010;3689;53689;2482;53591;Población;210450.0;A
2010;3689;53689;2713;53591;Población;228225.0;A
2010;3689;53689;2797;53591;Población;143025.0;A
2010;3689;53689;2911;53591;Población;174700.0;A
2010;3689;53689;3023;53591;Población;391100.0;A
2010;3689;53689;3142;53591;Población;499325.0;A
2010;3689;53689;3143;53591;Población;2137625.0;A
2010;3690;53685;2352;53591;Población;3400.0;A
2010;3690;53685;2402;53591;Población;9050.0;A
2010;3690;53685;2482;53591;Población;4725.0;A
2010;3690;53685;2713;53591;Población;4350.0;A
2010;3690;53685;2797;53591;Población;4100.0;A
2010;3690;53685;2911;53591;Población;3275.0;A
2010;3690;53685;3023;53591;Población;9850.0;A
2010;3690;53685;3142;53591;Población;11300.0;A
2010;3690;53685;3143;53591;Población;50050.0;A
2010;3690;53686;2352;53591;Población;5975.0;A
2010;3690;53686;2402;53591;Población;13875.0;A
2010;3690;53686;2482;53591;Población;6175.0;A
2010;3690;53686;2713;53591;Población;7650.0;A
2010;3690;53686;2797;53591;Población;8175.0;A
2010;3690;53686;2911;53591;Población;6600.0;A
2010;3690;53686;3023;53591;Población;15375.0;A
2010;3690;53686;3142;53591;Población;16325.0;A
2010;3690;53686;3143;53591;Población;80150.0;A
2010;3690;53687;2352;53591;Población;37650.0;A
2010;3690;53687;2402;53591;Población;68475.0;A
2010;3690;53687;2482;53591;Población;35650.0;A
2010;3690;53687;2713;53591;Población;45150.0;A
2010;3690;53687;2797;53591;Población;41525.0;A
2010;3690;53687;2911;53591;Población;29650.0;A
2010;3690;53687;3023;53591;Población;87000.0;A
2010;3690;53687;3142;53591;Población;98950.0;A
2010;3690;53687;3143;53591;Población;444050.0;A
2010;3690;53688;2352;53591;Población;100625.0;A
2010;3690;53688;2402;53591;Población;151625.0;A
2010;3690;53688;2482;53591;Población;124500.0;A
2010;3690;53688;2713;53591;Población;136575.0;A
2010;3690;53688;2797;53591;Población;82850.0;A
2010;3690;53688;2911;53591;Población;100750.0;A
2010;3690;53688;3023;53591;Población;222250.0;A
2010;3690;53688;3142;53591;Población;288975.0;A
2010;3690;53688;3143;53591;Población;1208150.0;A
2010;3690;53689;2352;53591;Población;147650.0;A
2010;3690;53689;2402;53591;Población;243025.0;A
2010;3690;53689;2482;53591;Población;171050.0;A
2010;3690;53689;2713;53591;Población;193725.0;A
2010;3690;53689;2797;53591;Población;136650.0;A
2010;3690;53689;2911;53591;Población;140275.0;A
2010;3690;53689;3023;53591;Población;334475.0;A
2010;3690;53689;3142;53591;Población;415550.0;A
2010;3690;53689;3143;53591;Población;1782400.0;A
2010;3691;53685;2352;53591;Población;6350.0;A
2010;3691;53685;2402;53591;Población;16700.0;A
2010;3691;53685;2482;53591;Población;8075.0;A
2010;3691;53685;2713;53591;Población;9200.0;A
2010;3691;53685;2797;53591;Población;6575.0;A
2010;3691;53685;2911;53591;Población;6825.0;A
2010;3691;53685;3023;53591;Población;18275.0;A
2010;3691;53685;3142;53591;Población;22000.0;A
2010;3691;53685;3143;53591;Población;94000.0;A
2010;3691;53686;2352;53591;Población;12975.0;A
2010;3691;53686;2402;53591;Población;25050.0;A
2010;3691;53686;2482;53591;Población;13225.0;A
2010;3691;53686;2713;53591;Población;15400.0;A
2010;3691;53686;2797;53591;Población;14300.0;A
2010;3691;53686;2911;53591;Población;13075.0;A
2010;3691;53686;3023;53591;Población;29725.0;A
2010;3691;53686;3142;53591;Población;32625.0;A
2010;3691;53686;3143;53591;Población;156375.0;A
2010;3691;53687;2352;53591;Población;79675.0;A
2010;3691;53687;2402;53591;Población;145125.0;A
2010;3691;53687;2482;53591;Población;79425.0;A
2010;3691;53687;2713;53591;Población;97775.0;A
2010;3691;53687;2797;53591;Población;77175.0;A
2010;3691;53687;2911;53591;Población;64325.0;A
2010;3691;53687;3023;53591;Población;182925.0;A
2010;3691;53687;3142;53591;Población;210975.0;A
2010;3691;53687;3143;53591;Población;937400.0;A
2010;3691;53688;2352;53591;Población;235025.0;A
2010;3691;53688;2402;53591;Población;360575.0;A
2010;3691;53688;2482;53591;Población;280775.0;A
2010;3691;53688;2713;53591;Población;299575.0;A
2010;3691;53688;2797;53591;Población;181625.0;A
2010;3691;53688;2911;53591;Población;230750.0;A
2010;3691;53688;3023;53591;Población;494650.0;A
2010;3691;53688;3142;53591;Población;649275.0;A
2010;3691;53688;3143;53591;Población;2732250.0;A
2010;3691;53689;2352;53591;Población;334025.0;A
2010;3691;53689;2402;53591;Población;547450.0;A
2010;3691;53689;2482;53591;Población;381500.0;A
2010;3691;53689;2713;53591;Población;421950.0;A
2010;3691;53689;2797;53591;Población;279675.0;A
2010;3691;53689;2911;53591;Población;314975.0;A
2010;3691;53689;3023;53591;Población;725575.0;A
2010;3691;53689;3142;53591;Población;914875.0;A
2010;3691;53689;3143;53591;Población;3920025.0;A
2011;3689;53685;2352;53591;Población;4025.0;A
2011;3689;53685;2402;53591;Población;8925.0;A
2011;3689;53685;2482;53591;Población;3925.0;A
2011;3689;53685;2713;53591;Población;5225.0;A
2011;3689;53685;2797;53591;Población;3075.0;A
2011;3689;53685;2911;53591;Población;3675.0;A
2011;3689;53685;3023;53591;Población;9025.0;A
2011;3689;53685;3142;53591;Población;12825.0;A
2011;3689;53685;3143;53591;Población;50700.0;A
2011;3689;53686;2352;53591;Población;7025.0;A
2011;3689;53686;2402;53591;Población;12350.0;A
2011;3689;53686;2482;53591;Población;8150.0;A
2011;3689;53686;2713;53591;Población;10750.0;A
2011;3689;53686;2797;53591;Población;5900.0;A
2011;3689;53686;2911;53591;Población;7250.0;A
2011;3689;53686;3023;53591;Población;17550.0;A
2011;3689;53686;3142;53591;Población;18775.0;A
2011;3689;53686;3143;53591;Población;87750.0;A
2011;3689;53687;2352;53591;Población;43900.0;A
2011;3689;53687;2402;53591;Población;79925.0;A
2011;3689;53687;2482;53591;Población;43375.0;A
2011;3689;53687;2713;53591;Población;55300.0;A
2011;3689;53687;2797;53591;Población;36550.0;A
2011;3689;53687;2911;53591;Población;35625.0;A
2011;3689;53687;3023;53591;Población;99975.0;A
2011;3689;53687;3142;53591;Población;115225.0;A
2011;3689;53687;3143;53591;Población;509875.0;A
2011;3689;53688;2352;53591;Población;127525.0;A
2011;3689;53688;2402;53591;Población;195425.0;A
2011;3689;53688;2482;53591;Población;151625.0;A
2011;3689;53688;2713;53591;Población;153775.0;A
2011;3689;53688;2797;53591;Población;94775.0;A
2011;3689;53688;2911;53591;Población;127375.0;A
2011;3689;53688;3023;53591;Población;256500.0;A
2011;3689;53688;3142;53591;Población;344425.0;A
2011;3689;53688;3143;53591;Población;1451425.0;A
2011;3689;53689;2352;53591;Población;182475.0;A
2011;3689;53689;2402;53591;Población;296625.0;A
2011;3689;53689;2482;53591;Población;207075.0;A
2011;3689;53689;2713;53591;Población;225050.0;A
2011;3689;53689;2797;53591;Población;140300.0;A
2011;3689;53689;2911;53591;Población;173925.0;A
2011;3689;53689;3023;53591;Población;383050.0;A
2011;3689;53689;3142;53591;Población;491250.0;A
2011;3689;53689;3143;53591;Población;2099750.0;A
2011;3690;53685;2352;53591;Población;3500.0;A
2011;3690;53685;2402;53591;Población;9175.0;A
2011;3690;53685;2482;53591;Población;4150.0;A
2011;3690;53685;2713;53591;Población;5675.0;A
2011;3690;53685;2797;53591;Población;3400.0;A
2011;3690;53685;2911;53591;Población;3875.0;A
2011;3690;53685;3023;53591;Población;10450.0;A
2011;3690;53685;3142;53591;Población;12375.0;A
2011;3690;53685;3143;53591;Población;52600.0;A
2011;3690;53686;2352;53591;Población;7525.0;A
2011;3690;53686;2402;53591;Población;14150.0;A
2011;3690;53686;2482;53591;Población;7850.0;A
2011;3690;53686;2713;53591;Población;9400.0;A
2011;3690;53686;2797;53591;Población;8025.0;A
2011;3690;53686;2911;53591;Población;6300.0;A
2011;3690;53686;3023;53591;Población;16650.0;A
2011;3690;53686;3142;53591;Población;19350.0;A
2011;3690;53686;3143;53591;Población;89250.0;A
2011;3690;53687;2352;53591;Población;38325.0;A
2011;3690;53687;2402;53591;Población;69900.0;A
2011;3690;53687;2482;53591;Población;37200.0;A
2011;3690;53687;2713;53591;Población;45400.0;A
2011;3690;53687;2797;53591;Población;43300.0;A
2011;3690;53687;2911;53591;Población;30450.0;A
2011;3690;53687;3023;53591;Población;92750.0;A
2011;3690;53687;3142;53591;Población;99975.0;A
2011;3690;53687;3143;53591;Población;457300.0;A
2011;3690;53688;2352;53591;Población;97525.0;A
2011;3690;53688;2402;53591;Población;147700.0;A
2011;3690;53688;2482;53591;Población;122775.0;A
2011;3690;53688;2713;53591;Población;134725.0;A
2011;3690;53688;2797;53591;Población;82775.0;A
2011;3690;53688;2911;53591;Población;98850.0;A
2011;3690;53688;3023;53591;Población;215575.0;A
2011;3690;53688;3142;53591;Población;284050.0;A
2011;3690;53688;3143;53591;Población;1183975.0;A
2011;3690;53689;2352;53591;Población;146875.0;A
2011;3690;53689;2402;53591;Población;240925.0;A
2011;3690;53689;2482;53591;Población;171975.0;A
2011;3690;53689;2713;53591;Población;195200.0;A
2011;3690;53689;2797;53591;Población;137500.0;A
2011;3690;53689;2911;53591;Población;139475.0;A
2011;3690;53689;3023;53591;Población;335425.0;A
2011;3690;53689;3142;53591;Población;415750.0;A
2011;3690;53689;3143;53591;Población;1783125.0;A
2011;3691;53685;2352;53591;Población;7525.0;A
2011;3691;53685;2402;53591;Población;18100.0;A
2011;3691;53685;2482;53591;Población;8075.0;A
2011;3691;53685;2713;53591;Población;10900.0;A
2011;3691;53685;2797;53591;Población;6475.0;A
2011;3691;53685;2911;53591;Población;7550.0;A
2011;3691;53685;3023;53591;Población;19475.0;A
2011;3691;53685;3142;53591;Población;25200.0;A
2011;3691;53685;3143;53591;Población;103300.0;A
2011;3691;53686;2352;53591;Población;14550.0;A
2011;3691;53686;2402;53591;Población;26500.0;A
2011;3691;53686;2482;53591;Población;16000.0;A
2011;3691;53686;2713;53591;Población;20150.0;A
2011;3691;53686;2797;53591;Población;13925.0;A
2011;3691;53686;2911;53591;Población;13550.0;A
2011;3691;53686;3023;53591;Población;34200.0;A
2011;3691;53686;3142;53591;Población;38125.0;A
2011;3691;53686;3143;53591;Población;177000.0;A
2011;3691;53687;2352;53591;Población;82225.0;A
2011;3691;53687;2402;53591;Población;149825.0;A
2011;3691;53687;2482;53591;Población;80575.0;A
2011;3691;53687;2713;53591;Población;100700.0;A
2011;3691;53687;2797;53591;Población;79850.0;A
2011;3691;53687;2911;53591;Población;66075.0;A
2011;3691;53687;3023;53591;Población;192725.0;A
2011;3691;53687;3142;53591;Población;215200.0;A
2011;3691;53687;3143;53591;Población;967175.0;A
2011;3691;53688;2352;53591;Población;225050.0;A
2011;3691;53688;2402;53591;Población;343125.0;A
2011;3691;53688;2482;53591;Población;274400.0;A
2011;3691;53688;2713;53591;Población;288500.0;A
2011;3691;53688;2797;53591;Población;177550.0;A
2011;3691;53688;2911;53591;Población;226225.0;A
2011;3691;53688;3023;53591;Población;472075.0;A
2011;3691;53688;3142;53591;Población;628475.0;A
2011;3691;53688;3143;53591;Población;2635400.0;A
2011;3691;53689;2352;53591;Población;329350.0;A
2011;3691;53689;2402;53591;Población;537550.0;A
2011;3691;53689;2482;53591;Población;379050.0;A
2011;3691;53689;2713;53591;Población;420250.0;A
2011;3691;53689;2797;53591;Población;277800.0;A
2011;3691;53689;2911;53591;Población;313400.0;A
2011;3691;53689;3023;53591;Población;718475.0;A
2011;3691;53689;3142;53591;Población;907000.0;A
2011;3691;53689;3143;53591;Población;3882875.0;A
2012;3689;53685;2352;53591;Población;4125.0;A
2012;3689;53685;2402;53591;Población;10400.0;A
2012;3689;53685;2482;53591;Población;5200.0;A
2012;3689;53685;2713;53591;Población;7025.0;A
2012;3689;53685;2797;53591;Población;3800.0;A
2012;3689;53685;2911;53591;Población;4700.0;A
2012;3689;53685;3023;53591;Población;10350.0;A
2012;3689;53685;3142;53591;Población;13250.0;A
2012;3689;53685;3143;53591;Población;58850.0;A
2012;3689;53686;2352;53591;Población;7225.0;A
2012;3689;53686;2402;53591;Población;12275.0;A
2012;3689;53686;2482;53591;Población;6550.0;A
2012;3689;53686;2713;53591;Población;9750.0;A
2012;3689;53686;2797;53591;Población;5800.0;A
2012;3689;53686;2911;53591;Población;7325.0;A
2012;3689;53686;3023;53591;Población;17525.0;A
2012;3689;53686;3142;53591;Población;18225.0;A
2012;3689;53686;3143;53591;Población;84675.0;A
2012;3689;53687;2352;53591;Población;43125.0;A
2012;3689;53687;2402;53591;Población;75200.0;A
2012;3689;53687;2482;53591;Población;42575.0;A
2012;3689;53687;2713;53591;Población;53000.0;A
2012;3689;53687;2797;53591;Población;32975.0;A
2012;3689;53687;2911;53591;Población;31825.0;A
2012;3689;53687;3023;53591;Población;98125.0;A
2012;3689;53687;3142;53591;Población;111375.0;A
2012;3689;53687;3143;53591;Población;488200.0;A
2012;3689;53688;2352;53591;Población;124050.0;A
2012;3689;53688;2402;53591;Población;189200.0;A
2012;3689;53688;2482;53591;Población;148400.0;A
2012;3689;53688;2713;53591;Población;149200.0;A
2012;3689;53688;2797;53591;Población;94700.0;A
2012;3689;53688;2911;53591;Población;123950.0;A
2012;3689;53688;3023;53591;Población;247975.0;A
2012;3689;53688;3142;53591;Población;333375.0;A
2012;3689;53688;3143;53591;Población;1410850.0;A
2012;3689;53689;2352;53591;Población;178525.0;A
2012;3689;53689;2402;53591;Población;287075.0;A
2012;3689;53689;2482;53591;Población;202725.0;A
2012;3689;53689;2713;53591;Población;218975.0;A
2012;3689;53689;2797;53591;Población;137275.0;A
2012;3689;53689;2911;53591;Población;167800.0;A
2012;3689;53689;3023;53591;Población;373975.0;A
2012;3689;53689;3142;53591;Población;476225.0;A
2012;3689;53689;3143;53591;Población;2042575.0;A
2012;3690;53685;2352;53591;Población;4150.0;A
2012;3690;53685;2402;53591;Población;9400.0;A
2012;3690;53685;2482;53591;Población;5125.0;A
2012;3690;53685;2713;53591;Población;5500.0;A
2012;3690;53685;2797;53591;Población;5400.0;A
2012;3690;53685;2911;53591;Población;4550.0;A
2012;3690;53685;3023;53591;Población;9625.0;A
2012;3690;53685;3142;53591;Población;12550.0;A
2012;3690;53685;3143;53591;Población;56300.0;A
2012;3690;53686;2352;53591;Población;7075.0;A
2012;3690;53686;2402;53591;Población;12450.0;A
2012;3690;53686;2482;53591;Población;6100.0;A
2012;3690;53686;2713;53591;Población;8475.0;A
2012;3690;53686;2797;53591;Población;6825.0;A
2012;3690;53686;2911;53591;Población;6125.0;A
2012;3690;53686;3023;53591;Población;15375.0;A
2012;3690;53686;3142;53591;Población;17375.0;A
2012;3690;53686;3143;53591;Población;79800.0;A
2012;3690;53687;2352;53591;Población;42125.0;A
2012;3690;53687;2402;53591;Población;75225.0;A
2012;3690;53687;2482;53591;Población;37450.0;A
2012;3690;53687;2713;53591;Población;47350.0;A
2012;3690;53687;2797;53591;Población;39575.0;A
2012;3690;53687;2911;53591;Población;32075.0;A
2012;3690;53687;3023;53591;Población;97200.0;A
2012;3690;53687;3142;53591;Población;101225.0;A
2012;3690;53687;3143;53591;Población;472225.0;A
2012;3690;53688;2352;53591;Población;91675.0;A
2012;3690;53688;2402;53591;Población;138525.0;A
2012;3690;53688;2482;53591;Población;121275.0;A
2012;3690;53688;2713;53591;Población;130700.0;A
2012;3690;53688;2797;53591;Población;79425.0;A
2012;3690;53688;2911;53591;Población;92875.0;A
2012;3690;53688;3023;53591;Población;211025.0;A
2012;3690;53688;3142;53591;Población;277225.0;A
2012;3690;53688;3143;53591;Población;1142725.0;A
2012;3690;53689;2352;53591;Población;145025.0;A
2012;3690;53689;2402;53591;Población;235600.0;A
2012;3690;53689;2482;53591;Población;169950.0;A
2012;3690;53689;2713;53591;Población;192025.0;A
2012;3690;53689;2797;53591;Población;131225.0;A
2012;3690;53689;2911;53591;Población;135625.0;A
2012;3690;53689;3023;53591;Población;333225.0;A
2012;3690;53689;3142;53591;Población;408375.0;A
2012;3690;53689;3143;53591;Población;1751050.0;A
2012;3691;53685;2352;53591;Población;8275.0;A
2012;3691;53685;2402;53591;Población;19800.0;A
2012;3691;53685;2482;53591;Población;10325.0;A
2012;3691;53685;2713;53591;Población;12525.0;A
2012;3691;53685;2797;53591;Población;9200.0;A
2012;3691;53685;2911;53591;Población;9250.0;A
2012;3691;53685;3023;53591;Población;19975.0;A
2012;3691;53685;3142;53591;Población;25800.0;A
2012;3691;53685;3143;53591;Población;115150.0;A
2012;3691;53686;2352;53591;Población;14300.0;A
2012;3691;53686;2402;53591;Población;24725.0;A
2012;3691;53686;2482;53591;Población;12650.0;A
2012;3691;53686;2713;53591;Población;18225.0;A
2012;3691;53686;2797;53591;Población;12625.0;A
2012;3691;53686;2911;53591;Población;13450.0;A
2012;3691;53686;3023;53591;Población;32900.0;A
2012;3691;53686;3142;53591;Población;35600.0;A
2012;3691;53686;3143;53591;Población;164475.0;A
2012;3691;53687;2352;53591;Población;85250.0;A
2012;3691;53687;2402;53591;Población;150425.0;A
2012;3691;53687;2482;53591;Población;80025.0;A
2012;3691;53687;2713;53591;Población;100350.0;A
2012;3691;53687;2797;53591;Población;72550.0;A
2012;3691;53687;2911;53591;Población;63900.0;A
2012;3691;53687;3023;53591;Población;195325.0;A
2012;3691;53687;3142;53591;Población;212600.0;A
2012;3691;53687;3143;53591;Población;960425.0;A
2012;3691;53688;2352;53591;Población;215725.0;A
2012;3691;53688;2402;53591;Población;327725.0;A
2012;3691;53688;2482;53591;Población;269675.0;A
2012;3691;53688;2713;53591;Población;279900.0;A
2012;3691;53688;2797;53591;Población;174125.0;A
2012;3691;53688;2911;53591;Población;216825.0;A
2012;3691;53688;3023;53591;Población;459000.0;A
2012;3691;53688;3142;53591;Población;610600.0;A
2012;3691;53688;3143;53591;Población;2553575.0;A
2012;3691;53689;2352;53591;Población;323550.0;A
2012;3691;53689;2402;53591;Población;522675.0;A
2012;3691;53689;2482;53591;Población;372675.0;A
2012;3691;53689;2713;53591;Población;411000.0;A
2012;3691;53689;2797;53591;Población;268500.0;A
2012;3691;53689;2911;53591;Población;303425.0;A
2012;3691;53689;3023;53591;Población;707200.0;A
2012;3691;53689;3142;53591;Población;884600.0;A
2012;3691;53689;3143;53591;Población;3793625.0;A
2013;3689;53685;2352;53591;Población;5175.0;A
2013;3689;53685;2402;53591;Población;11675.0;A
2013;3689;53685;2482;53591;Población;6350.0;A
2013;3689;53685;2713;53591;Población;8475.0;A
2013;3689;53685;2797;53591;Población;4475.0;A
2013;3689;53685;2911;53591;Población;8275.0;A
2013;3689;53685;3023;53591;Población;11225.0;A
2013;3689;53685;3142;53591;Población;17450.0;A
2013;3689;53685;3143;53591;Población;73100.0;A
2013;3689;53686;2352;53591;Población;8750.0;A
2013;3689;53686;2402;53591;Población;13600.0;A
2013;3689;53686;2482;53591;Población;9475.0;A
2013;3689;53686;2713;53591;Población;11775.0;A
2013;3689;53686;2797;53591;Población;7975.0;A
2013;3689;53686;2911;53591;Población;10725.0;A
2013;3689;53686;3023;53591;Población;18975.0;A
2013;3689;53686;3142;53591;Población;20825.0;A
2013;3689;53686;3143;53591;Población;102100.0;A
2013;3689;53687;2352;53591;Población;47550.0;A
2013;3689;53687;2402;53591;Población;75050.0;A
2013;3689;53687;2482;53591;Población;45500.0;A
2013;3689;53687;2713;53591;Población;54800.0;A
2013;3689;53687;2797;53591;Población;38125.0;A
2013;3689;53687;2911;53591;Población;35850.0;A
2013;3689;53687;3023;53591;Población;99975.0;A
2013;3689;53687;3142;53591;Población;114125.0;A
2013;3689;53687;3143;53591;Población;510975.0;A
2013;3689;53688;2352;53591;Población;117625.0;A
2013;3689;53688;2402;53591;Población;180325.0;A
2013;3689;53688;2482;53591;Población;138275.0;A
2013;3689;53688;2713;53591;Población;143225.0;A
2013;3689;53688;2797;53591;Población;86650.0;A
2013;3689;53688;2911;53591;Población;112400.0;A
2013;3689;53688;3023;53591;Población;238200.0;A
2013;3689;53688;3142;53591;Población;316600.0;A
2013;3689;53688;3143;53591;Población;1333300.0;A
2013;3689;53689;2352;53591;Población;179100.0;A
2013;3689;53689;2402;53591;Población;280650.0;A
2013;3689;53689;2482;53591;Población;199600.0;A
2013;3689;53689;2713;53591;Población;218275.0;A
2013;3689;53689;2797;53591;Población;137225.0;A
2013;3689;53689;2911;53591;Población;167250.0;A
2013;3689;53689;3023;53591;Población;368375.0;A
2013;3689;53689;3142;53591;Población;469000.0;A
2013;3689;53689;3143;53591;Población;2019475.0;A
2013;3690;53685;2352;53591;Población;4025.0;A
2013;3690;53685;2402;53591;Población;11050.0;A
2013;3690;53685;2482;53591;Población;4900.0;A
2013;3690;53685;2713;53591;Población;6400.0;A
2013;3690;53685;2797;53591;Población;5825.0;A
2013;3690;53685;2911;53591;Población;7250.0;A
2013;3690;53685;3023;53591;Población;10750.0;A
2013;3690;53685;3142;53591;Población;14200.0;A
2013;3690;53685;3143;53591;Población;64400.0;A
2013;3690;53686;2352;53591;Población;8550.0;A
2013;3690;53686;2402;53591;Población;13875.0;A
2013;3690;53686;2482;53591;Población;8200.0;A
2013;3690;53686;2713;53591;Población;9525.0;A
2013;3690;53686;2797;53591;Población;11550.0;A
2013;3690;53686;2911;53591;Población;7575.0;A
2013;3690;53686;3023;53591;Población;17275.0;A
2013;3690;53686;3142;53591;Población;19525.0;A
2013;3690;53686;3143;53591;Población;96075.0;A
2013;3690;53687;2352;53591;Población;40250.0;A
2013;3690;53687;2402;53591;Población;61600.0;A
2013;3690;53687;2482;53591;Población;34625.0;A
2013;3690;53687;2713;53591;Población;44750.0;A
2013;3690;53687;2797;53591;Población;38800.0;A
2013;3690;53687;2911;53591;Población;26800.0;A
2013;3690;53687;3023;53591;Población;88950.0;A
2013;3690;53687;3142;53591;Población;92900.0;A
2013;3690;53687;3143;53591;Población;428675.0;A
2013;3690;53688;2352;53591;Población;89675.0;A
2013;3690;53688;2402;53591;Población;133600.0;A
2013;3690;53688;2482;53591;Población;117675.0;A
2013;3690;53688;2713;53591;Población;127300.0;A
2013;3690;53688;2797;53591;Población;71500.0;A
2013;3690;53688;2911;53591;Población;90350.0;A
2013;3690;53688;3023;53591;Población;207550.0;A
2013;3690;53688;3142;53591;Población;269700.0;A
2013;3690;53688;3143;53591;Población;1107350.0;A
2013;3690;53689;2352;53591;Población;142500.0;A
2013;3690;53689;2402;53591;Población;220125.0;A
2013;3690;53689;2482;53591;Población;165400.0;A
2013;3690;53689;2713;53591;Población;187975.0;A
2013;3690;53689;2797;53591;Población;127675.0;A
2013;3690;53689;2911;53591;Población;131975.0;A
2013;3690;53689;3023;53591;Población;324525.0;A
2013;3690;53689;3142;53591;Población;396325.0;A
2013;3690;53689;3143;53591;Población;1696500.0;A
2013;3691;53685;2352;53591;Población;9200.0;A
2013;3691;53685;2402;53591;Población;22725.0;A
2013;3691;53685;2482;53591;Población;11250.0;A
2013;3691;53685;2713;53591;Población;14875.0;A
2013;3691;53685;2797;53591;Población;10300.0;A
2013;3691;53685;2911;53591;Población;15525.0;A
2013;3691;53685;3023;53591;Población;21975.0;A
2013;3691;53685;3142;53591;Población;31650.0;A
2013;3691;53685;3143;53591;Población;137500.0;A
2013;3691;53686;2352;53591;Población;17300.0;A
2013;3691;53686;2402;53591;Población;27475.0;A
2013;3691;53686;2482;53591;Población;17675.0;A
2013;3691;53686;2713;53591;Población;21300.0;A
2013;3691;53686;2797;53591;Población;19525.0;A
2013;3691;53686;2911;53591;Población;18300.0;A
2013;3691;53686;3023;53591;Población;36250.0;A
2013;3691;53686;3142;53591;Población;40350.0;A
2013;3691;53686;3143;53591;Población;198175.0;A
2013;3691;53687;2352;53591;Población;87800.0;A
2013;3691;53687;2402;53591;Población;136650.0;A
2013;3691;53687;2482;53591;Población;80125.0;A
2013;3691;53687;2713;53591;Población;99550.0;A
2013;3691;53687;2797;53591;Población;76925.0;A
2013;3691;53687;2911;53591;Población;62650.0;A
2013;3691;53687;3023;53591;Población;188925.0;A
2013;3691;53687;3142;53591;Población;207025.0;A
2013;3691;53687;3143;53591;Población;939650.0;A
2013;3691;53688;2352;53591;Población;207300.0;A
2013;3691;53688;2402;53591;Población;313925.0;A
2013;3691;53688;2482;53591;Población;255950.0;A
2013;3691;53688;2713;53591;Población;270525.0;A
2013;3691;53688;2797;53591;Población;158150.0;A
2013;3691;53688;2911;53591;Población;202750.0;A
2013;3691;53688;3023;53591;Población;445750.0;A
2013;3691;53688;3142;53591;Población;586300.0;A
2013;3691;53688;3143;53591;Población;2440650.0;A
2013;3691;53689;2352;53591;Población;321600.0;A
2013;3691;53689;2402;53591;Población;500775.0;A
2013;3691;53689;2482;53591;Población;365000.0;A
2013;3691;53689;2713;53591;Población;406250.0;A
2013;3691;53689;2797;53591;Población;264900.0;A
2013;3691;53689;2911;53591;Población;299225.0;A
2013;3691;53689;3023;53591;Población;692900.0;A
2013;3691;53689;3142;53591;Población;865325.0;A
2013;3691;53689;3143;53591;Población;3715975.0;A
2014;3689;53685;2352;53591;Población;4750.0;A
2014;3689;53685;2402;53591;Población;12375.0;A
2014;3689;53685;2482;53591;Población;6800.0;A
2014;3689;53685;2713;53591;Población;8175.0;A
2014;3689;53685;2797;53591;Población;5100.0;A
2014;3689;53685;2911;53591;Población;5600.0;A
2014;3689;53685;3023;53591;Población;13200.0;A
2014;3689;53685;3142;53591;Población;18400.0;A
2014;3689;53685;3143;53591;Población;74400.0;A
2014;3689;53686;2352;53591;Población;10800.0;A
2014;3689;53686;2402;53591;Población;16000.0;A
2014;3689;53686;2482;53591;Población;10275.0;A
2014;3689;53686;2713;53591;Población;13075.0;A
2014;3689;53686;2797;53591;Población;8800.0;A
2014;3689;53686;2911;53591;Población;10175.0;A
2014;3689;53686;3023;53591;Población;22050.0;A
2014;3689;53686;3142;53591;Población;25375.0;A
2014;3689;53686;3143;53591;Población;116550.0;A
2014;3689;53687;2352;53591;Población;50825.0;A
2014;3689;53687;2402;53591;Población;77225.0;A
2014;3689;53687;2482;53591;Población;44725.0;A
2014;3689;53687;2713;53591;Población;55950.0;A
2014;3689;53687;2797;53591;Población;39325.0;A
2014;3689;53687;2911;53591;Población;38625.0;A
2014;3689;53687;3023;53591;Población;103725.0;A
2014;3689;53687;3142;53591;Población;113325.0;A
