D_TEMPORAL_0;D_SEXO_0;D_MCVL_TIPRELACIONSS_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2019;3689;55183;2713;Población;79775.0;A
2019;3689;55183;2797;Población;44150.0;A
2019;3689;55183;2911;Población;62050.0;A
2019;3689;55183;3023;Población;119625.0;A
2019;3689;55183;3142;Población;159725.0;A
2019;3689;55183;3143;Población;688125.0;A
2019;3689;55184;2352;Población;5325.0;A
2019;3689;55184;2402;Población;14350.0;A
2019;3689;55184;2482;Población;8200.0;A
2019;3689;55184;2713;Población;8525.0;A
2019;3689;55184;2797;Población;5525.0;A
2019;3689;55184;2911;Población;8825.0;A
2019;3689;55184;3023;Población;13525.0;A
2019;3689;55184;3142;Población;22875.0;A
2019;3689;55184;3143;Población;87150.0;A
2019;3690;55181;2352;Población;208000.0;A
2019;3690;55181;2402;Población;335350.0;A
2019;3690;55181;2482;Población;250900.0;A
2019;3690;55181;2713;Población;285325.0;A
2019;3690;55181;2797;Población;188275.0;A
2019;3690;55181;2911;Población;198125.0;A
2019;3690;55181;3023;Población;487625.0;A
2019;3690;55181;3142;Población;602525.0;A
2019;3690;55181;3143;Población;2556125.0;A
2019;3690;55182;2352;Población;159250.0;A
2019;3690;55182;2402;Población;238500.0;A
2019;3690;55182;2482;Población;171775.0;A
2019;3690;55182;2713;Población;198500.0;A
2019;3690;55182;2797;Población;144000.0;A
2019;3690;55182;2911;Población;134450.0;A
2019;3690;55182;3023;Población;362375.0;A
2019;3690;55182;3142;Población;422650.0;A
2019;3690;55182;3143;Población;1831500.0;A
2019;3690;55183;2352;Población;43525.0;A
2019;3690;55183;2402;Población;88450.0;A
2019;3690;55183;2482;Población;72025.0;A
2019;3690;55183;2713;Población;78500.0;A
2019;3690;55183;2797;Población;40425.0;A
2019;3690;55183;2911;Población;57700.0;A
2019;3690;55183;3023;Población;114200.0;A
2019;3690;55183;3142;Población;163025.0;A
2019;3690;55183;3143;Población;657850.0;A
2019;3690;55184;2352;Población;5225.0;A
2019;3690;55184;2402;Población;8400.0;A
2019;3690;55184;2482;Población;7100.0;A
2019;3690;55184;2713;Población;8325.0;A
2019;3690;55184;2797;Población;3850.0;A
2019;3690;55184;2911;Población;5975.0;A
2019;3690;55184;3023;Población;11050.0;A
2019;3690;55184;3142;Población;16850.0;A
2019;3690;55184;3143;Población;66775.0;A
2019;3691;55181;2352;Población;457825.0;A
2019;3691;55181;2402;Población;740125.0;A
2019;3691;55181;2482;Población;523350.0;A
2019;3691;55181;2713;Población;598050.0;A
2019;3691;55181;2797;Población;381700.0;A
2019;3691;55181;2911;Población;429600.0;A
2019;3691;55181;3023;Población;1024825.0;A
2019;3691;55181;3142;Población;1256550.0;A
2019;3691;55181;3143;Población;5412025.0;A
2019;3691;55182;2352;Población;355850.0;A
2019;3691;55182;2402;Población;521925.0;A
2019;3691;55182;2482;Población;368125.0;A
2019;3691;55182;2713;Población;422925.0;A
2019;3691;55182;2797;Población;287750.0;A
2019;3691;55182;2911;Población;295050.0;A
2019;3691;55182;3023;Población;766425.0;A
2019;3691;55182;3142;Población;894075.0;A
2019;3691;55182;3143;Población;3912125.0;A
2019;3691;55183;2352;Población;91425.0;A
2019;3691;55183;2402;Población;195450.0;A
2019;3691;55183;2482;Población;139925.0;A
2019;3691;55183;2713;Población;158275.0;A
2019;3691;55183;2797;Población;84575.0;A
2019;3691;55183;2911;Población;119750.0;A
2019;3691;55183;3023;Población;233825.0;A
2019;3691;55183;3142;Población;322750.0;A
2019;3691;55183;3143;Población;1345975.0;A
2019;3691;55184;2352;Población;10550.0;A
2019;3691;55184;2402;Población;22750.0;A
2019;3691;55184;2482;Población;15300.0;A
2019;3691;55184;2713;Población;16850.0;A
2019;3691;55184;2797;Población;9375.0;A
2019;3691;55184;2911;Población;14800.0;A
2019;3691;55184;3023;Población;24575.0;A
2019;3691;55184;3142;Población;39725.0;A
2019;3691;55184;3143;Población;153925.0;A
2020;3689;55181;2352;Población;251125.0;A
2020;3689;55181;2402;Población;400350.0;A
2020;3689;55181;2482;Población;269375.0;A
2020;3689;55181;2713;Población;311175.0;A
2020;3689;55181;2797;Población;191525.0;A
2020;3689;55181;2911;Población;229575.0;A
2020;3689;55181;3023;Población;531175.0;A
2020;3689;55181;3142;Población;648675.0;A
2020;3689;55181;3143;Población;2832975.0;A
2020;3689;55182;2352;Población;197025.0;A
2020;3689;55182;2402;Población;278725.0;A
2020;3689;55182;2482;Población;192950.0;A
2020;3689;55182;2713;Población;221925.0;A
2020;3689;55182;2797;Población;141700.0;A
2020;3689;55182;2911;Población;158525.0;A
2020;3689;55182;3023;Población;398400.0;A
2020;3689;55182;3142;Población;466025.0;A
2020;3689;55182;3143;Población;2055275.0;A
2020;3689;55183;2352;Población;48275.0;A
2020;3689;55183;2402;Población;108325.0;A
2020;3689;55183;2482;Población;68600.0;A
2020;3689;55183;2713;Población;81300.0;A
2020;3689;55183;2797;Población;44300.0;A
2020;3689;55183;2911;Población;62775.0;A
2020;3689;55183;3023;Población;120125.0;A
2020;3689;55183;3142;Población;160925.0;A
2020;3689;55183;3143;Población;694625.0;A
2020;3689;55184;2352;Población;5825.0;A
2020;3689;55184;2402;Población;13300.0;A
2020;3689;55184;2482;Población;7825.0;A
2020;3689;55184;2713;Población;7950.0;A
2020;3689;55184;2797;Población;5525.0;A
2020;3689;55184;2911;Población;8275.0;A
2020;3689;55184;3023;Población;12650.0;A
2020;3689;55184;3142;Población;21725.0;A
2020;3689;55184;3143;Población;83075.0;A
2020;3690;55181;2352;Población;209525.0;A
2020;3690;55181;2402;Población;332875.0;A
2020;3690;55181;2482;Población;247725.0;A
2020;3690;55181;2713;Población;284025.0;A
2020;3690;55181;2797;Población;178625.0;A
2020;3690;55181;2911;Población;196775.0;A
2020;3690;55181;3023;Población;481125.0;A
2020;3690;55181;3142;Población;599600.0;A
2020;3690;55181;3143;Población;2530275.0;A
2020;3690;55182;2352;Población;159625.0;A
2020;3690;55182;2402;Población;234450.0;A
2020;3690;55182;2482;Población;168350.0;A
2020;3690;55182;2713;Población;195800.0;A
2020;3690;55182;2797;Población;133875.0;A
2020;3690;55182;2911;Población;132250.0;A
2020;3690;55182;3023;Población;354175.0;A
2020;3690;55182;3142;Población;417000.0;A
2020;3690;55182;3143;Población;1795525.0;A
2020;3690;55183;2352;Población;44600.0;A
2020;3690;55183;2402;Población;90925.0;A
2020;3690;55183;2482;Población;72525.0;A
2020;3690;55183;2713;Población;80525.0;A
2020;3690;55183;2797;Población;40950.0;A
2020;3690;55183;2911;Población;58550.0;A
2020;3690;55183;3023;Población;116875.0;A
2020;3690;55183;3142;Población;167250.0;A
2020;3690;55183;3143;Población;672200.0;A
2020;3690;55184;2352;Población;5300.0;A
2020;3690;55184;2402;Población;7500.0;A
2020;3690;55184;2482;Población;6850.0;A
2020;3690;55184;2713;Población;7700.0;A
2020;3690;55184;2797;Población;3800.0;A
2020;3690;55184;2911;Población;5975.0;A
2020;3690;55184;3023;Población;10075.0;A
2020;3690;55184;3142;Población;15350.0;A
2020;3690;55184;3143;Población;62550.0;A
2020;3691;55181;2352;Población;460650.0;A
2020;3691;55181;2402;Población;733225.0;A
2020;3691;55181;2482;Población;517100.0;A
2020;3691;55181;2713;Población;595200.0;A
2020;3691;55181;2797;Población;370150.0;A
2020;3691;55181;2911;Población;426350.0;A
2020;3691;55181;3023;Población;1012300.0;A
2020;3691;55181;3142;Población;1248275.0;A
2020;3691;55181;3143;Población;5363250.0;A
2020;3691;55182;2352;Población;356650.0;A
2020;3691;55182;2402;Población;513175.0;A
2020;3691;55182;2482;Población;361300.0;A
2020;3691;55182;2713;Población;417725.0;A
2020;3691;55182;2797;Población;275575.0;A
2020;3691;55182;2911;Población;290775.0;A
2020;3691;55182;3023;Población;752575.0;A
2020;3691;55182;3142;Población;883025.0;A
2020;3691;55182;3143;Población;3850800.0;A
2020;3691;55183;2352;Población;92875.0;A
2020;3691;55183;2402;Población;199250.0;A
2020;3691;55183;2482;Población;141125.0;A
2020;3691;55183;2713;Población;161825.0;A
2020;3691;55183;2797;Población;85250.0;A
2020;3691;55183;2911;Población;121325.0;A
2020;3691;55183;3023;Población;237000.0;A
2020;3691;55183;3142;Población;328175.0;A
2020;3691;55183;3143;Población;1366825.0;A
2020;3691;55184;2352;Población;11125.0;A
2020;3691;55184;2402;Población;20800.0;A
2020;3691;55184;2482;Población;14675.0;A
2020;3691;55184;2713;Población;15650.0;A
2020;3691;55184;2797;Población;9325.0;A
2020;3691;55184;2911;Población;14250.0;A
2020;3691;55184;3023;Población;22725.0;A
2020;3691;55184;3142;Población;37075.0;A
2020;3691;55184;3143;Población;145625.0;A
