D_TEMPORAL_0;D_SEXO_0;D_MCVL_INTERVINGRESOS_0;D_TERRITORIO_0;D_MCVL_PENSIONISTA_0;INDICATOR;OBS_VALUE;FREQ
2012;3691;55207;2402;55179;Población;191800.0;A
2012;3691;55207;2482;55179;Población;147100.0;A
2012;3691;55207;2713;55179;Población;164475.0;A
2012;3691;55207;2797;55179;Población;89250.0;A
2012;3691;55207;2911;55179;Población;130425.0;A
2012;3691;55207;3023;55179;Población;231225.0;A
2012;3691;55207;3142;55179;Población;325900.0;A
2012;3691;55207;3143;55179;Población;1369025.0;A
2013;3689;55203;2352;55179;Población;20750.0;A
2013;3689;55203;2402;55179;Población;32825.0;A
2013;3689;55203;2482;55179;Población;27300.0;A
2013;3689;55203;2713;55179;Población;31550.0;A
2013;3689;55203;2797;55179;Población;16125.0;A
2013;3689;55203;2911;55179;Población;22600.0;A
2013;3689;55203;3023;55179;Población;44575.0;A
2013;3689;55203;3142;55179;Población;57650.0;A
2013;3689;55203;3143;55179;Población;253375.0;A
2013;3689;55204;2352;55179;Población;18650.0;A
2013;3689;55204;2402;55179;Población;44800.0;A
2013;3689;55204;2482;55179;Población;30250.0;A
2013;3689;55204;2713;55179;Población;34725.0;A
2013;3689;55204;2797;55179;Población;19150.0;A
2013;3689;55204;2911;55179;Población;34350.0;A
2013;3689;55204;3023;55179;Población;49450.0;A
2013;3689;55204;3142;55179;Población;65550.0;A
2013;3689;55204;3143;55179;Población;296925.0;A
2013;3689;55205;2352;55179;Población;4350.0;A
2013;3689;55205;2402;55179;Población;18350.0;A
2013;3689;55205;2482;55179;Población;8575.0;A
2013;3689;55205;2713;55179;Población;10300.0;A
2013;3689;55205;2797;55179;Población;6900.0;A
2013;3689;55205;2911;55179;Población;7975.0;A
2013;3689;55205;3023;55179;Población;15550.0;A
2013;3689;55205;3142;55179;Población;23600.0;A
2013;3689;55205;3143;55179;Población;95600.0;A
2013;3689;55206;2352;55179;Población;3275.0;A
2013;3689;55206;2402;55179;Población;13125.0;A
2013;3689;55206;2482;55179;Población;6100.0;A
2013;3689;55206;2713;55179;Población;7400.0;A
2013;3689;55206;2797;55179;Población;5375.0;A
2013;3689;55206;2911;55179;Población;5075.0;A
2013;3689;55206;3023;55179;Población;11200.0;A
2013;3689;55206;3142;55179;Población;19050.0;A
2013;3689;55206;3143;55179;Población;70600.0;A
2013;3689;55208;2352;55179;Población;1000.0;A
2013;3689;55208;2402;55179;Población;1400.0;A
2013;3689;55208;2482;55179;Población;1025.0;A
2013;3689;55208;2713;55179;Población;1025.0;A
2013;3689;55208;2797;55179;Población;500.0;A
2013;3689;55208;2911;55179;Población;650.0;A
2013;3689;55208;3023;55179;Población;1925.0;A
2013;3689;55208;3142;55179;Población;2050.0;A
2013;3689;55208;3143;55179;Población;9575.0;A
2013;3689;55207;2352;55179;Población;48025.0;A
2013;3689;55207;2402;55179;Población;110500.0;A
2013;3689;55207;2482;55179;Población;73250.0;A
2013;3689;55207;2713;55179;Población;85000.0;A
2013;3689;55207;2797;55179;Población;48050.0;A
2013;3689;55207;2911;55179;Población;70650.0;A
2013;3689;55207;3023;55179;Población;122700.0;A
2013;3689;55207;3142;55179;Población;167900.0;A
2013;3689;55207;3143;55179;Población;726075.0;A
2013;3690;55203;2352;55179;Población;28950.0;A
2013;3690;55203;2402;55179;Población;51825.0;A
2013;3690;55203;2482;55179;Población;48325.0;A
2013;3690;55203;2713;55179;Población;52350.0;A
2013;3690;55203;2797;55179;Población;26775.0;A
2013;3690;55203;2911;55179;Población;40125.0;A
2013;3690;55203;3023;55179;Población;68950.0;A
2013;3690;55203;3142;55179;Población;101375.0;A
2013;3690;55203;3143;55179;Población;418675.0;A
2013;3690;55204;2352;55179;Población;9525.0;A
2013;3690;55204;2402;55179;Población;24250.0;A
2013;3690;55204;2482;55179;Población;19075.0;A
2013;3690;55204;2713;55179;Población;19550.0;A
2013;3690;55204;2797;55179;Población;11150.0;A
2013;3690;55204;2911;55179;Población;14025.0;A
2013;3690;55204;3023;55179;Población;28425.0;A
2013;3690;55204;3142;55179;Población;43050.0;A
2013;3690;55204;3143;55179;Población;169050.0;A
2013;3690;55205;2352;55179;Población;2125.0;A
2013;3690;55205;2402;55179;Población;4850.0;A
2013;3690;55205;2482;55179;Población;3600.0;A
2013;3690;55205;2713;55179;Población;4100.0;A
2013;3690;55205;2797;55179;Población;1725.0;A
2013;3690;55205;2911;55179;Población;2950.0;A
2013;3690;55205;3023;55179;Población;6725.0;A
2013;3690;55205;3142;55179;Población;9325.0;A
2013;3690;55205;3143;55179;Población;35400.0;A
2013;3690;55206;2352;55179;Población;1150.0;A
2013;3690;55206;2402;55179;Población;3025.0;A
2013;3690;55206;2482;55179;Población;2250.0;A
2013;3690;55206;2713;55179;Población;2750.0;A
2013;3690;55206;2797;55179;Población;1350.0;A
2013;3690;55206;2911;55179;Población;2025.0;A
2013;3690;55206;3023;55179;Población;4650.0;A
2013;3690;55206;3142;55179;Población;6625.0;A
2013;3690;55206;3143;55179;Población;23825.0;A
2013;3690;55208;2352;55179;Población;750.0;A
2013;3690;55208;2402;55179;Población;825.0;A
2013;3690;55208;2482;55179;Población;975.0;A
2013;3690;55208;2713;55179;Población;925.0;A
2013;3690;55208;2797;55179;Población;675.0;A
2013;3690;55208;2911;55179;Población;*;A
2013;3690;55208;3023;55179;Población;2125.0;A
2013;3690;55208;3142;55179;Población;1850.0;A
2013;3690;55208;3143;55179;Población;8475.0;A
2013;3690;55207;2352;55179;Población;42500.0;A
2013;3690;55207;2402;55179;Población;84775.0;A
2013;3690;55207;2482;55179;Población;74225.0;A
2013;3690;55207;2713;55179;Población;79675.0;A
2013;3690;55207;2797;55179;Población;41675.0;A
2013;3690;55207;2911;55179;Población;59475.0;A
2013;3690;55207;3023;55179;Población;110875.0;A
2013;3690;55207;3142;55179;Población;162225.0;A
2013;3690;55207;3143;55179;Población;655425.0;A
2013;3691;55203;2352;55179;Población;49700.0;A
2013;3691;55203;2402;55179;Población;84650.0;A
2013;3691;55203;2482;55179;Población;75625.0;A
2013;3691;55203;2713;55179;Población;83900.0;A
2013;3691;55203;2797;55179;Población;42900.0;A
2013;3691;55203;2911;55179;Población;62725.0;A
2013;3691;55203;3023;55179;Población;113525.0;A
2013;3691;55203;3142;55179;Población;159025.0;A
2013;3691;55203;3143;55179;Población;672050.0;A
2013;3691;55204;2352;55179;Población;28175.0;A
2013;3691;55204;2402;55179;Población;69050.0;A
2013;3691;55204;2482;55179;Población;49325.0;A
2013;3691;55204;2713;55179;Población;54275.0;A
2013;3691;55204;2797;55179;Población;30300.0;A
2013;3691;55204;2911;55179;Población;48375.0;A
2013;3691;55204;3023;55179;Población;77875.0;A
2013;3691;55204;3142;55179;Población;108600.0;A
2013;3691;55204;3143;55179;Población;465975.0;A
2013;3691;55205;2352;55179;Población;6475.0;A
2013;3691;55205;2402;55179;Población;23200.0;A
2013;3691;55205;2482;55179;Población;12175.0;A
2013;3691;55205;2713;55179;Población;14400.0;A
2013;3691;55205;2797;55179;Población;8625.0;A
2013;3691;55205;2911;55179;Población;10925.0;A
2013;3691;55205;3023;55179;Población;22275.0;A
2013;3691;55205;3142;55179;Población;32925.0;A
2013;3691;55205;3143;55179;Población;131000.0;A
2013;3691;55206;2352;55179;Población;4425.0;A
2013;3691;55206;2402;55179;Población;16150.0;A
2013;3691;55206;2482;55179;Población;8350.0;A
2013;3691;55206;2713;55179;Población;10150.0;A
2013;3691;55206;2797;55179;Población;6725.0;A
2013;3691;55206;2911;55179;Población;7100.0;A
2013;3691;55206;3023;55179;Población;15850.0;A
2013;3691;55206;3142;55179;Población;25675.0;A
2013;3691;55206;3143;55179;Población;94425.0;A
2013;3691;55208;2352;55179;Población;1750.0;A
2013;3691;55208;2402;55179;Población;2225.0;A
2013;3691;55208;2482;55179;Población;2000.0;A
2013;3691;55208;2713;55179;Población;1950.0;A
2013;3691;55208;2797;55179;Población;1175.0;A
2013;3691;55208;2911;55179;Población;1000.0;A
2013;3691;55208;3023;55179;Población;4050.0;A
2013;3691;55208;3142;55179;Población;3900.0;A
2013;3691;55208;3143;55179;Población;18050.0;A
2013;3691;55207;2352;55179;Población;90525.0;A
2013;3691;55207;2402;55179;Población;195275.0;A
2013;3691;55207;2482;55179;Población;147475.0;A
2013;3691;55207;2713;55179;Población;164675.0;A
2013;3691;55207;2797;55179;Población;89725.0;A
2013;3691;55207;2911;55179;Población;130125.0;A
2013;3691;55207;3023;55179;Población;233575.0;A
2013;3691;55207;3142;55179;Población;330125.0;A
2013;3691;55207;3143;55179;Población;1381500.0;A
2014;3689;55203;2352;55179;Población;20275.0;A
2014;3689;55203;2402;55179;Población;33750.0;A
2014;3689;55203;2482;55179;Población;25675.0;A
2014;3689;55203;2713;55179;Población;29225.0;A
2014;3689;55203;2797;55179;Población;15550.0;A
2014;3689;55203;2911;55179;Población;20950.0;A
2014;3689;55203;3023;55179;Población;44575.0;A
2014;3689;55203;3142;55179;Población;57575.0;A
2014;3689;55203;3143;55179;Población;247575.0;A
2014;3689;55204;2352;55179;Población;19550.0;A
2014;3689;55204;2402;55179;Población;45750.0;A
2014;3689;55204;2482;55179;Población;30975.0;A
2014;3689;55204;2713;55179;Población;35800.0;A
2014;3689;55204;2797;55179;Población;19900.0;A
2014;3689;55204;2911;55179;Población;33225.0;A
2014;3689;55204;3023;55179;Población;50825.0;A
2014;3689;55204;3142;55179;Población;66850.0;A
2014;3689;55204;3143;55179;Población;302875.0;A
2014;3689;55205;2352;55179;Población;4725.0;A
2014;3689;55205;2402;55179;Población;18950.0;A
2014;3689;55205;2482;55179;Población;9275.0;A
2014;3689;55205;2713;55179;Población;10725.0;A
2014;3689;55205;2797;55179;Población;6975.0;A
2014;3689;55205;2911;55179;Población;9325.0;A
2014;3689;55205;3023;55179;Población;15575.0;A
2014;3689;55205;3142;55179;Población;24075.0;A
2014;3689;55205;3143;55179;Población;99625.0;A
2014;3689;55206;2352;55179;Población;3725.0;A
2014;3689;55206;2402;55179;Población;13425.0;A
2014;3689;55206;2482;55179;Población;6950.0;A
2014;3689;55206;2713;55179;Población;8550.0;A
2014;3689;55206;2797;55179;Población;5575.0;A
2014;3689;55206;2911;55179;Población;6675.0;A
2014;3689;55206;3023;55179;Población;12350.0;A
2014;3689;55206;3142;55179;Población;20400.0;A
2014;3689;55206;3143;55179;Población;77650.0;A
2014;3689;55208;2352;55179;Población;950.0;A
2014;3689;55208;2402;55179;Población;1300.0;A
2014;3689;55208;2482;55179;Población;1025.0;A
2014;3689;55208;2713;55179;Población;1200.0;A
2014;3689;55208;2797;55179;Población;*;A
2014;3689;55208;2911;55179;Población;500.0;A
2014;3689;55208;3023;55179;Población;2050.0;A
2014;3689;55208;3142;55179;Población;1850.0;A
2014;3689;55208;3143;55179;Población;9250.0;A
2014;3689;55207;2352;55179;Población;49225.0;A
2014;3689;55207;2402;55179;Población;113175.0;A
2014;3689;55207;2482;55179;Población;73900.0;A
2014;3689;55207;2713;55179;Población;85500.0;A
2014;3689;55207;2797;55179;Población;48375.0;A
2014;3689;55207;2911;55179;Población;70675.0;A
2014;3689;55207;3023;55179;Población;125375.0;A
2014;3689;55207;3142;55179;Población;170750.0;A
2014;3689;55207;3143;55179;Población;736975.0;A
2014;3690;55203;2352;55179;Población;29600.0;A
2014;3690;55203;2402;55179;Población;52975.0;A
2014;3690;55203;2482;55179;Población;47250.0;A
2014;3690;55203;2713;55179;Población;52700.0;A
2014;3690;55203;2797;55179;Población;27100.0;A
2014;3690;55203;2911;55179;Población;37500.0;A
2014;3690;55203;3023;55179;Población;69075.0;A
2014;3690;55203;3142;55179;Población;100750.0;A
2014;3690;55203;3143;55179;Población;416950.0;A
2014;3690;55204;2352;55179;Población;10375.0;A
2014;3690;55204;2402;55179;Población;25025.0;A
2014;3690;55204;2482;55179;Población;19950.0;A
2014;3690;55204;2713;55179;Población;20200.0;A
2014;3690;55204;2797;55179;Población;11575.0;A
2014;3690;55204;2911;55179;Población;16625.0;A
2014;3690;55204;3023;55179;Población;29825.0;A
2014;3690;55204;3142;55179;Población;44200.0;A
2014;3690;55204;3143;55179;Población;177775.0;A
2014;3690;55205;2352;55179;Población;2050.0;A
2014;3690;55205;2402;55179;Población;4975.0;A
2014;3690;55205;2482;55179;Población;3975.0;A
2014;3690;55205;2713;55179;Población;4675.0;A
2014;3690;55205;2797;55179;Población;1850.0;A
2014;3690;55205;2911;55179;Población;3350.0;A
2014;3690;55205;3023;55179;Población;7175.0;A
2014;3690;55205;3142;55179;Población;9975.0;A
2014;3690;55205;3143;55179;Población;38025.0;A
2014;3690;55206;2352;55179;Población;1175.0;A
2014;3690;55206;2402;55179;Población;3575.0;A
2014;3690;55206;2482;55179;Población;2850.0;A
2014;3690;55206;2713;55179;Población;2875.0;A
2014;3690;55206;2797;55179;Población;1300.0;A
2014;3690;55206;2911;55179;Población;2400.0;A
2014;3690;55206;3023;55179;Población;4775.0;A
2014;3690;55206;3142;55179;Población;7125.0;A
2014;3690;55206;3143;55179;Población;26075.0;A
2014;3690;55208;2352;55179;Población;825.0;A
2014;3690;55208;2402;55179;Población;850.0;A
2014;3690;55208;2482;55179;Población;1075.0;A
2014;3690;55208;2713;55179;Población;1000.0;A
2014;3690;55208;2797;55179;Población;650.0;A
2014;3690;55208;2911;55179;Población;*;A
2014;3690;55208;3023;55179;Población;2175.0;A
2014;3690;55208;3142;55179;Población;1750.0;A
2014;3690;55208;3143;55179;Población;8750.0;A
2014;3690;55207;2352;55179;Población;44025.0;A
2014;3690;55207;2402;55179;Población;87400.0;A
2014;3690;55207;2482;55179;Población;75100.0;A
2014;3690;55207;2713;55179;Población;81450.0;A
2014;3690;55207;2797;55179;Población;42475.0;A
2014;3690;55207;2911;55179;Población;60300.0;A
2014;3690;55207;3023;55179;Población;113025.0;A
2014;3690;55207;3142;55179;Población;163800.0;A
2014;3690;55207;3143;55179;Población;667575.0;A
2014;3691;55203;2352;55179;Población;49875.0;A
2014;3691;55203;2402;55179;Población;86725.0;A
2014;3691;55203;2482;55179;Población;72925.0;A
2014;3691;55203;2713;55179;Población;81925.0;A
2014;3691;55203;2797;55179;Población;42650.0;A
2014;3691;55203;2911;55179;Población;58450.0;A
2014;3691;55203;3023;55179;Población;113650.0;A
2014;3691;55203;3142;55179;Población;158325.0;A
2014;3691;55203;3143;55179;Población;664525.0;A
2014;3691;55204;2352;55179;Población;29925.0;A
2014;3691;55204;2402;55179;Población;70775.0;A
2014;3691;55204;2482;55179;Población;50925.0;A
2014;3691;55204;2713;55179;Población;56000.0;A
2014;3691;55204;2797;55179;Población;31475.0;A
2014;3691;55204;2911;55179;Población;49850.0;A
2014;3691;55204;3023;55179;Población;80650.0;A
2014;3691;55204;3142;55179;Población;111050.0;A
2014;3691;55204;3143;55179;Población;480650.0;A
2014;3691;55205;2352;55179;Población;6775.0;A
2014;3691;55205;2402;55179;Población;23925.0;A
2014;3691;55205;2482;55179;Población;13250.0;A
2014;3691;55205;2713;55179;Población;15400.0;A
2014;3691;55205;2797;55179;Población;8825.0;A
2014;3691;55205;2911;55179;Población;12675.0;A
2014;3691;55205;3023;55179;Población;22750.0;A
2014;3691;55205;3142;55179;Población;34050.0;A
2014;3691;55205;3143;55179;Población;137650.0;A
2014;3691;55206;2352;55179;Población;4900.0;A
2014;3691;55206;2402;55179;Población;17000.0;A
2014;3691;55206;2482;55179;Población;9800.0;A
2014;3691;55206;2713;55179;Población;11425.0;A
2014;3691;55206;2797;55179;Población;6875.0;A
2014;3691;55206;2911;55179;Población;9075.0;A
2014;3691;55206;3023;55179;Población;17125.0;A
2014;3691;55206;3142;55179;Población;27525.0;A
2014;3691;55206;3143;55179;Población;103725.0;A
2014;3691;55208;2352;55179;Población;1775.0;A
2014;3691;55208;2402;55179;Población;2150.0;A
2014;3691;55208;2482;55179;Población;2100.0;A
2014;3691;55208;2713;55179;Población;2200.0;A
2014;3691;55208;2797;55179;Población;1025.0;A
2014;3691;55208;2911;55179;Población;925.0;A
2014;3691;55208;3023;55179;Población;4225.0;A
2014;3691;55208;3142;55179;Población;3600.0;A
2014;3691;55208;3143;55179;Población;18000.0;A
2014;3691;55207;2352;55179;Población;93250.0;A
2014;3691;55207;2402;55179;Población;200575.0;A
2014;3691;55207;2482;55179;Población;149000.0;A
2014;3691;55207;2713;55179;Población;166950.0;A
2014;3691;55207;2797;55179;Población;90850.0;A
2014;3691;55207;2911;55179;Población;130975.0;A
2014;3691;55207;3023;55179;Población;238400.0;A
2014;3691;55207;3142;55179;Población;334550.0;A
2014;3691;55207;3143;55179;Población;1404550.0;A
2015;3689;55203;2352;55179;Población;20300.0;A
2015;3689;55203;2402;55179;Población;34350.0;A
2015;3689;55203;2482;55179;Población;26325.0;A
2015;3689;55203;2713;55179;Población;28925.0;A
2015;3689;55203;2797;55179;Población;15125.0;A
2015;3689;55203;2911;55179;Población;22100.0;A
2015;3689;55203;3023;55179;Población;44400.0;A
2015;3689;55203;3142;55179;Población;58100.0;A
2015;3689;55203;3143;55179;Población;249625.0;A
2015;3689;55204;2352;55179;Población;20050.0;A
2015;3689;55204;2402;55179;Población;46900.0;A
2015;3689;55204;2482;55179;Población;31350.0;A
2015;3689;55204;2713;55179;Población;36075.0;A
2015;3689;55204;2797;55179;Población;20150.0;A
2015;3689;55204;2911;55179;Población;34600.0;A
2015;3689;55204;3023;55179;Población;52800.0;A
2015;3689;55204;3142;55179;Población;67500.0;A
2015;3689;55204;3143;55179;Población;309425.0;A
2015;3689;55205;2352;55179;Población;4800.0;A
2015;3689;55205;2402;55179;Población;18725.0;A
2015;3689;55205;2482;55179;Población;9175.0;A
2015;3689;55205;2713;55179;Población;10700.0;A
2015;3689;55205;2797;55179;Población;7400.0;A
2015;3689;55205;2911;55179;Población;8150.0;A
2015;3689;55205;3023;55179;Población;16125.0;A
2015;3689;55205;3142;55179;Población;24675.0;A
2015;3689;55205;3143;55179;Población;99750.0;A
2015;3689;55206;2352;55179;Población;4300.0;A
2015;3689;55206;2402;55179;Población;14525.0;A
2015;3689;55206;2482;55179;Población;6675.0;A
2015;3689;55206;2713;55179;Población;9150.0;A
2015;3689;55206;2797;55179;Población;5700.0;A
2015;3689;55206;2911;55179;Población;6000.0;A
2015;3689;55206;3023;55179;Población;13525.0;A
2015;3689;55206;3142;55179;Población;21600.0;A
2015;3689;55206;3143;55179;Población;81475.0;A
2015;3689;55208;2352;55179;Población;875.0;A
2015;3689;55208;2402;55179;Población;1425.0;A
2015;3689;55208;2482;55179;Población;1000.0;A
2015;3689;55208;2713;55179;Población;1200.0;A
2015;3689;55208;2797;55179;Población;*;A
2015;3689;55208;2911;55179;Población;500.0;A
2015;3689;55208;3023;55179;Población;2050.0;A
2015;3689;55208;3142;55179;Población;1725.0;A
2015;3689;55208;3143;55179;Población;9150.0;A
2015;3689;55207;2352;55179;Población;50325.0;A
2015;3689;55207;2402;55179;Población;115925.0;A
2015;3689;55207;2482;55179;Población;74525.0;A
2015;3689;55207;2713;55179;Población;86050.0;A
2015;3689;55207;2797;55179;Población;48750.0;A
2015;3689;55207;2911;55179;Población;71350.0;A
2015;3689;55207;3023;55179;Población;128900.0;A
2015;3689;55207;3142;55179;Población;173600.0;A
2015;3689;55207;3143;55179;Población;749425.0;A
2015;3690;55203;2352;55179;Población;30325.0;A
2015;3690;55203;2402;55179;Población;54175.0;A
2015;3690;55203;2482;55179;Población;47050.0;A
2015;3690;55203;2713;55179;Población;53900.0;A
2015;3690;55203;2797;55179;Población;26125.0;A
2015;3690;55203;2911;55179;Población;38850.0;A
2015;3690;55203;3023;55179;Población;70175.0;A
2015;3690;55203;3142;55179;Población;101850.0;A
2015;3690;55203;3143;55179;Población;422450.0;A
2015;3690;55204;2352;55179;Población;10825.0;A
2015;3690;55204;2402;55179;Población;26250.0;A
2015;3690;55204;2482;55179;Población;20825.0;A
2015;3690;55204;2713;55179;Población;21100.0;A
2015;3690;55204;2797;55179;Población;12100.0;A
2015;3690;55204;2911;55179;Población;16300.0;A
2015;3690;55204;3023;55179;Población;31575.0;A
2015;3690;55204;3142;55179;Población;46125.0;A
2015;3690;55204;3143;55179;Población;185100.0;A
2015;3690;55205;2352;55179;Población;2325.0;A
2015;3690;55205;2402;55179;Población;5300.0;A
2015;3690;55205;2482;55179;Población;4300.0;A
2015;3690;55205;2713;55179;Población;4850.0;A
2015;3690;55205;2797;55179;Población;2150.0;A
2015;3690;55205;2911;55179;Población;3200.0;A
2015;3690;55205;3023;55179;Población;7325.0;A
2015;3690;55205;3142;55179;Población;11025.0;A
2015;3690;55205;3143;55179;Población;40475.0;A
2015;3690;55206;2352;55179;Población;1225.0;A
2015;3690;55206;2402;55179;Población;3800.0;A
2015;3690;55206;2482;55179;Población;2550.0;A
2015;3690;55206;2713;55179;Población;3225.0;A
2015;3690;55206;2797;55179;Población;1425.0;A
2015;3690;55206;2911;55179;Población;2250.0;A
2015;3690;55206;3023;55179;Población;5325.0;A
2015;3690;55206;3142;55179;Población;7650.0;A
2015;3690;55206;3143;55179;Población;27450.0;A
2015;3690;55208;2352;55179;Población;850.0;A
2015;3690;55208;2402;55179;Población;900.0;A
2015;3690;55208;2482;55179;Población;1000.0;A
2015;3690;55208;2713;55179;Población;950.0;A
2015;3690;55208;2797;55179;Población;550.0;A
2015;3690;55208;2911;55179;Población;*;A
2015;3690;55208;3023;55179;Población;2050.0;A
2015;3690;55208;3142;55179;Población;1775.0;A
2015;3690;55208;3143;55179;Población;8500.0;A
2015;3690;55207;2352;55179;Población;45550.0;A
2015;3690;55207;2402;55179;Población;90425.0;A
2015;3690;55207;2482;55179;Población;75725.0;A
2015;3690;55207;2713;55179;Población;84025.0;A
2015;3690;55207;2797;55179;Población;42350.0;A
2015;3690;55207;2911;55179;Población;61025.0;A
2015;3690;55207;3023;55179;Población;116450.0;A
2015;3690;55207;3142;55179;Población;168425.0;A
2015;3690;55207;3143;55179;Población;683975.0;A
2015;3691;55203;2352;55179;Población;50625.0;A
2015;3691;55203;2402;55179;Población;88525.0;A
2015;3691;55203;2482;55179;Población;73375.0;A
2015;3691;55203;2713;55179;Población;82825.0;A
2015;3691;55203;2797;55179;Población;41250.0;A
2015;3691;55203;2911;55179;Población;60950.0;A
2015;3691;55203;3023;55179;Población;114575.0;A
2015;3691;55203;3142;55179;Población;159950.0;A
2015;3691;55203;3143;55179;Población;672075.0;A
2015;3691;55204;2352;55179;Población;30875.0;A
2015;3691;55204;2402;55179;Población;73150.0;A
2015;3691;55204;2482;55179;Población;52175.0;A
2015;3691;55204;2713;55179;Población;57175.0;A
2015;3691;55204;2797;55179;Población;32250.0;A
2015;3691;55204;2911;55179;Población;50900.0;A
2015;3691;55204;3023;55179;Población;84375.0;A
2015;3691;55204;3142;55179;Población;113625.0;A
2015;3691;55204;3143;55179;Población;494525.0;A
2015;3691;55205;2352;55179;Población;7125.0;A
2015;3691;55205;2402;55179;Población;24025.0;A
2015;3691;55205;2482;55179;Población;13475.0;A
2015;3691;55205;2713;55179;Población;15550.0;A
2015;3691;55205;2797;55179;Población;9550.0;A
2015;3691;55205;2911;55179;Población;11350.0;A
2015;3691;55205;3023;55179;Población;23450.0;A
2015;3691;55205;3142;55179;Población;35700.0;A
2015;3691;55205;3143;55179;Población;140225.0;A
2015;3691;55206;2352;55179;Población;5525.0;A
2015;3691;55206;2402;55179;Población;18325.0;A
2015;3691;55206;2482;55179;Población;9225.0;A
2015;3691;55206;2713;55179;Población;12375.0;A
2015;3691;55206;2797;55179;Población;7125.0;A
2015;3691;55206;2911;55179;Población;8250.0;A
2015;3691;55206;3023;55179;Población;18850.0;A
2015;3691;55206;3142;55179;Población;29250.0;A
2015;3691;55206;3143;55179;Población;108925.0;A
2015;3691;55208;2352;55179;Población;1725.0;A
2015;3691;55208;2402;55179;Población;2325.0;A
2015;3691;55208;2482;55179;Población;2000.0;A
2015;3691;55208;2713;55179;Población;2150.0;A
2015;3691;55208;2797;55179;Población;925.0;A
2015;3691;55208;2911;55179;Población;925.0;A
2015;3691;55208;3023;55179;Población;4100.0;A
2015;3691;55208;3142;55179;Población;3500.0;A
2015;3691;55208;3143;55179;Población;17650.0;A
2015;3691;55207;2352;55179;Población;95875.0;A
2015;3691;55207;2402;55179;Población;206350.0;A
2015;3691;55207;2482;55179;Población;150250.0;A
2015;3691;55207;2713;55179;Población;170075.0;A
2015;3691;55207;2797;55179;Población;91100.0;A
2015;3691;55207;2911;55179;Población;132375.0;A
2015;3691;55207;3023;55179;Población;245350.0;A
2015;3691;55207;3142;55179;Población;342025.0;A
2015;3691;55207;3143;55179;Población;1433400.0;A
2016;3689;55203;2352;55179;Población;19825.0;A
2016;3689;55203;2402;55179;Población;33550.0;A
2016;3689;55203;2482;55179;Población;25900.0;A
2016;3689;55203;2713;55179;Población;28100.0;A
2016;3689;55203;2797;55179;Población;14775.0;A
2016;3689;55203;2911;55179;Población;20300.0;A
2016;3689;55203;3023;55179;Población;43025.0;A
2016;3689;55203;3142;55179;Población;56150.0;A
2016;3689;55203;3143;55179;Población;241625.0;A
2016;3689;55204;2352;55179;Población;20675.0;A
2016;3689;55204;2402;55179;Población;48750.0;A
2016;3689;55204;2482;55179;Población;31350.0;A
2016;3689;55204;2713;55179;Población;35950.0;A
2016;3689;55204;2797;55179;Población;20475.0;A
2016;3689;55204;2911;55179;Población;33150.0;A
2016;3689;55204;3023;55179;Población;53725.0;A
2016;3689;55204;3142;55179;Población;69600.0;A
2016;3689;55204;3143;55179;Población;313675.0;A
2016;3689;55205;2352;55179;Población;5125.0;A
2016;3689;55205;2402;55179;Población;19275.0;A
2016;3689;55205;2482;55179;Población;9200.0;A
2016;3689;55205;2713;55179;Población;11600.0;A
2016;3689;55205;2797;55179;Población;7450.0;A
2016;3689;55205;2911;55179;Población;9500.0;A
2016;3689;55205;3023;55179;Población;16025.0;A
2016;3689;55205;3142;55179;Población;25175.0;A
2016;3689;55205;3143;55179;Población;103350.0;A
2016;3689;55206;2352;55179;Población;4550.0;A
2016;3689;55206;2402;55179;Población;15225.0;A
2016;3689;55206;2482;55179;Población;8125.0;A
2016;3689;55206;2713;55179;Población;9425.0;A
2016;3689;55206;2797;55179;Población;6250.0;A
2016;3689;55206;2911;55179;Población;7450.0;A
2016;3689;55206;3023;55179;Población;14825.0;A
2016;3689;55206;3142;55179;Población;22675.0;A
2016;3689;55206;3143;55179;Población;88525.0;A
2016;3689;55208;2352;55179;Población;825.0;A
2016;3689;55208;2402;55179;Población;1450.0;A
2016;3689;55208;2482;55179;Población;900.0;A
2016;3689;55208;2713;55179;Población;850.0;A
2016;3689;55208;2797;55179;Población;*;A
2016;3689;55208;2911;55179;Población;*;A
2016;3689;55208;3023;55179;Población;1800.0;A
2016;3689;55208;3142;55179;Población;1500.0;A
2016;3689;55208;3143;55179;Población;8075.0;A
2016;3689;55207;2352;55179;Población;51000.0;A
2016;3689;55207;2402;55179;Población;118250.0;A
2016;3689;55207;2482;55179;Población;75475.0;A
2016;3689;55207;2713;55179;Población;85925.0;A
2016;3689;55207;2797;55179;Población;49350.0;A
2016;3689;55207;2911;55179;Población;70750.0;A
2016;3689;55207;3023;55179;Población;129400.0;A
2016;3689;55207;3142;55179;Población;175100.0;A
2016;3689;55207;3143;55179;Población;755250.0;A
2016;3690;55203;2352;55179;Población;30175.0;A
2016;3690;55203;2402;55179;Población;53400.0;A
2016;3690;55203;2482;55179;Población;46050.0;A
2016;3690;55203;2713;55179;Población;52825.0;A
2016;3690;55203;2797;55179;Población;26075.0;A
2016;3690;55203;2911;55179;Población;36875.0;A
2016;3690;55203;3023;55179;Población;69375.0;A
2016;3690;55203;3142;55179;Población;100275.0;A
2016;3690;55203;3143;55179;Población;415050.0;A
