D_TEMPORAL_0;D_SEXO_0;D_MCVL_TIPOPENSION_0;D_TERRITORIO_0;D_MCVL_PENSIONISTA_0;INDICATOR;OBS_VALUE;FREQ
2006;3691;55192;2482;55179;Población;15600.0;A
2006;3691;55192;2713;55179;Población;14850.0;A
2006;3691;55192;2797;55179;Población;4750.0;A
2006;3691;55192;2911;55179;Población;7575.0;A
2006;3691;55192;3023;55179;Población;13275.0;A
2006;3691;55192;3142;55179;Población;22725.0;A
2006;3691;55192;3143;55179;Población;96325.0;A
2006;3691;55190;2352;55179;Población;8575.0;A
2006;3691;55190;2402;55179;Población;7600.0;A
2006;3691;55190;2482;55179;Población;14800.0;A
2006;3691;55190;2713;55179;Población;13525.0;A
2006;3691;55190;2797;55179;Población;4150.0;A
2006;3691;55190;2911;55179;Población;7050.0;A
2006;3691;55190;3023;55179;Población;12075.0;A
2006;3691;55190;3142;55179;Población;19125.0;A
2006;3691;55190;3143;55179;Población;86900.0;A
2006;3691;55191;2352;55179;Población;*;A
2006;3691;55191;2402;55179;Población;1100.0;A
2006;3691;55191;2482;55179;Población;800.0;A
2006;3691;55191;2713;55179;Población;1325.0;A
2006;3691;55191;2797;55179;Población;600.0;A
2006;3691;55191;2911;55179;Población;525.0;A
2006;3691;55191;3023;55179;Población;1200.0;A
2006;3691;55191;3142;55179;Población;3600.0;A
2006;3691;55191;3143;55179;Población;9425.0;A
2006;3691;55193;2352;55179;Población;82425.0;A
2006;3691;55193;2402;55179;Población;168825.0;A
2006;3691;55193;2482;55179;Población;143625.0;A
2006;3691;55193;2713;55179;Población;156350.0;A
2006;3691;55193;2797;55179;Población;81925.0;A
2006;3691;55193;2911;55179;Población;123625.0;A
2006;3691;55193;3023;55179;Población;205925.0;A
2006;3691;55193;3142;55179;Población;299125.0;A
2006;3691;55193;3143;55179;Población;1261825.0;A
2007;3689;55189;2352;55179;Población;42275.0;A
2007;3689;55189;2402;55179;Población;95875.0;A
2007;3689;55189;2482;55179;Población;68700.0;A
2007;3689;55189;2713;55179;Población;78525.0;A
2007;3689;55189;2797;55179;Población;43850.0;A
2007;3689;55189;2911;55179;Población;68275.0;A
2007;3689;55189;3023;55179;Población;109375.0;A
2007;3689;55189;3142;55179;Población;150750.0;A
2007;3689;55189;3143;55179;Población;657625.0;A
2007;3689;55185;2352;55179;Población;6125.0;A
2007;3689;55185;2402;55179;Población;22000.0;A
2007;3689;55185;2482;55179;Población;9900.0;A
2007;3689;55185;2713;55179;Población;16675.0;A
2007;3689;55185;2797;55179;Población;9250.0;A
2007;3689;55185;2911;55179;Población;12300.0;A
2007;3689;55185;3023;55179;Población;24050.0;A
2007;3689;55185;3142;55179;Población;36800.0;A
2007;3689;55185;3143;55179;Población;137100.0;A
2007;3689;55186;2352;55179;Población;33625.0;A
2007;3689;55186;2402;55179;Población;68175.0;A
2007;3689;55186;2482;55179;Población;54650.0;A
2007;3689;55186;2713;55179;Población;57200.0;A
2007;3689;55186;2797;55179;Población;31900.0;A
2007;3689;55186;2911;55179;Población;52700.0;A
2007;3689;55186;3023;55179;Población;78375.0;A
2007;3689;55186;3142;55179;Población;103725.0;A
2007;3689;55186;3143;55179;Población;480350.0;A
2007;3689;55187;2352;55179;Población;600.0;A
2007;3689;55187;2402;55179;Población;575.0;A
2007;3689;55187;2482;55179;Población;925.0;A
2007;3689;55187;2713;55179;Población;1075.0;A
2007;3689;55187;2797;55179;Población;625.0;A
2007;3689;55187;2911;55179;Población;825.0;A
2007;3689;55187;3023;55179;Población;1850.0;A
2007;3689;55187;3142;55179;Población;2575.0;A
2007;3689;55187;3143;55179;Población;9050.0;A
2007;3689;55188;2352;55179;Población;1925.0;A
2007;3689;55188;2402;55179;Población;5125.0;A
2007;3689;55188;2482;55179;Población;3225.0;A
2007;3689;55188;2713;55179;Población;3575.0;A
2007;3689;55188;2797;55179;Población;2075.0;A
2007;3689;55188;2911;55179;Población;2450.0;A
2007;3689;55188;3023;55179;Población;5100.0;A
2007;3689;55188;3142;55179;Población;7650.0;A
2007;3689;55188;3143;55179;Población;31125.0;A
2007;3689;55192;2352;55179;Población;1300.0;A
2007;3689;55192;2402;55179;Población;1375.0;A
2007;3689;55192;2482;55179;Población;2550.0;A
2007;3689;55192;2713;55179;Población;2975.0;A
2007;3689;55192;2797;55179;Población;775.0;A
2007;3689;55192;2911;55179;Población;1225.0;A
2007;3689;55192;3023;55179;Población;2475.0;A
2007;3689;55192;3142;55179;Población;3250.0;A
2007;3689;55192;3143;55179;Población;15925.0;A
2007;3689;55190;2352;55179;Población;1250.0;A
2007;3689;55190;2402;55179;Población;975.0;A
2007;3689;55190;2482;55179;Población;2350.0;A
2007;3689;55190;2713;55179;Población;2750.0;A
2007;3689;55190;2797;55179;Población;700.0;A
2007;3689;55190;2911;55179;Población;1125.0;A
2007;3689;55190;3023;55179;Población;2350.0;A
2007;3689;55190;3142;55179;Población;2900.0;A
2007;3689;55190;3143;55179;Población;14400.0;A
2007;3689;55191;2352;55179;Población;*;A
2007;3689;55191;2402;55179;Población;*;A
2007;3689;55191;2482;55179;Población;*;A
2007;3689;55191;2713;55179;Población;*;A
2007;3689;55191;2797;55179;Población;*;A
2007;3689;55191;2911;55179;Población;*;A
2007;3689;55191;3023;55179;Población;*;A
2007;3689;55191;3142;55179;Población;*;A
2007;3689;55191;3143;55179;Población;1525.0;A
2007;3689;55193;2352;55179;Población;43575.0;A
2007;3689;55193;2402;55179;Población;97250.0;A
2007;3689;55193;2482;55179;Población;71250.0;A
2007;3689;55193;2713;55179;Población;81500.0;A
2007;3689;55193;2797;55179;Población;44625.0;A
2007;3689;55193;2911;55179;Población;69500.0;A
2007;3689;55193;3023;55179;Población;111850.0;A
2007;3689;55193;3142;55179;Población;154000.0;A
2007;3689;55193;3143;55179;Población;673550.0;A
2007;3690;55189;2352;55179;Población;31700.0;A
2007;3690;55189;2402;55179;Población;67375.0;A
2007;3690;55189;2482;55179;Población;59400.0;A
2007;3690;55189;2713;55179;Población;63425.0;A
2007;3690;55189;2797;55179;Población;34200.0;A
2007;3690;55189;2911;55179;Población;48125.0;A
2007;3690;55189;3023;55179;Población;86775.0;A
2007;3690;55189;3142;55179;Población;130800.0;A
2007;3690;55189;3143;55179;Población;521800.0;A
2007;3690;55185;2352;55179;Población;1800.0;A
2007;3690;55185;2402;55179;Población;6925.0;A
2007;3690;55185;2482;55179;Población;4625.0;A
2007;3690;55185;2713;55179;Población;8100.0;A
2007;3690;55185;2797;55179;Población;3475.0;A
2007;3690;55185;2911;55179;Población;4525.0;A
2007;3690;55185;3023;55179;Población;11525.0;A
2007;3690;55185;3142;55179;Población;20900.0;A
2007;3690;55185;3143;55179;Población;61875.0;A
2007;3690;55186;2352;55179;Población;11000.0;A
2007;3690;55186;2402;55179;Población;13325.0;A
2007;3690;55186;2482;55179;Población;23550.0;A
2007;3690;55186;2713;55179;Población;23575.0;A
2007;3690;55186;2797;55179;Población;8175.0;A
2007;3690;55186;2911;55179;Población;12925.0;A
2007;3690;55186;3023;55179;Población;26575.0;A
2007;3690;55186;3142;55179;Población;40150.0;A
2007;3690;55186;3143;55179;Población;159275.0;A
2007;3690;55187;2352;55179;Población;16775.0;A
2007;3690;55187;2402;55179;Población;41900.0;A
2007;3690;55187;2482;55179;Población;27375.0;A
2007;3690;55187;2713;55179;Población;28325.0;A
2007;3690;55187;2797;55179;Población;20150.0;A
2007;3690;55187;2911;55179;Población;27750.0;A
2007;3690;55187;3023;55179;Población;43750.0;A
2007;3690;55187;3142;55179;Población;60975.0;A
2007;3690;55187;3143;55179;Población;267000.0;A
2007;3690;55188;2352;55179;Población;2125.0;A
2007;3690;55188;2402;55179;Población;5225.0;A
2007;3690;55188;2482;55179;Población;3850.0;A
2007;3690;55188;2713;55179;Población;3425.0;A
2007;3690;55188;2797;55179;Población;2400.0;A
2007;3690;55188;2911;55179;Población;2925.0;A
2007;3690;55188;3023;55179;Población;4925.0;A
2007;3690;55188;3142;55179;Población;8775.0;A
2007;3690;55188;3143;55179;Población;33650.0;A
2007;3690;55192;2352;55179;Población;7925.0;A
2007;3690;55192;2402;55179;Población;7400.0;A
2007;3690;55192;2482;55179;Población;13675.0;A
2007;3690;55192;2713;55179;Población;12325.0;A
2007;3690;55192;2797;55179;Población;4000.0;A
2007;3690;55192;2911;55179;Población;6350.0;A
2007;3690;55192;3023;55179;Población;11550.0;A
2007;3690;55192;3142;55179;Población;20025.0;A
2007;3690;55192;3143;55179;Población;83250.0;A
2007;3690;55190;2352;55179;Población;7700.0;A
2007;3690;55190;2402;55179;Población;6950.0;A
2007;3690;55190;2482;55179;Población;13150.0;A
2007;3690;55190;2713;55179;Población;11350.0;A
2007;3690;55190;2797;55179;Población;3550.0;A
2007;3690;55190;2911;55179;Población;6025.0;A
2007;3690;55190;3023;55179;Población;10625.0;A
2007;3690;55190;3142;55179;Población;17075.0;A
2007;3690;55190;3143;55179;Población;76425.0;A
2007;3690;55191;2352;55179;Población;*;A
2007;3690;55191;2402;55179;Población;*;A
2007;3690;55191;2482;55179;Población;525.0;A
2007;3690;55191;2713;55179;Población;975.0;A
2007;3690;55191;2797;55179;Población;*;A
2007;3690;55191;2911;55179;Población;*;A
2007;3690;55191;3023;55179;Población;925.0;A
2007;3690;55191;3142;55179;Población;2950.0;A
2007;3690;55191;3143;55179;Población;6825.0;A
2007;3690;55193;2352;55179;Población;39625.0;A
2007;3690;55193;2402;55179;Población;74775.0;A
2007;3690;55193;2482;55179;Población;73075.0;A
2007;3690;55193;2713;55179;Población;75750.0;A
2007;3690;55193;2797;55179;Población;38200.0;A
2007;3690;55193;2911;55179;Población;54475.0;A
2007;3690;55193;3023;55179;Población;98325.0;A
2007;3690;55193;3142;55179;Población;150825.0;A
2007;3690;55193;3143;55179;Población;605050.0;A
2007;3691;55189;2352;55179;Población;73975.0;A
2007;3691;55189;2402;55179;Población;163250.0;A
2007;3691;55189;2482;55179;Población;128100.0;A
2007;3691;55189;2713;55179;Población;141950.0;A
2007;3691;55189;2797;55179;Población;78050.0;A
2007;3691;55189;2911;55179;Población;116400.0;A
2007;3691;55189;3023;55179;Población;196150.0;A
2007;3691;55189;3142;55179;Población;281550.0;A
2007;3691;55189;3143;55179;Población;1179425.0;A
2007;3691;55185;2352;55179;Población;7925.0;A
2007;3691;55185;2402;55179;Población;28925.0;A
2007;3691;55185;2482;55179;Población;14525.0;A
2007;3691;55185;2713;55179;Población;24775.0;A
2007;3691;55185;2797;55179;Población;12725.0;A
2007;3691;55185;2911;55179;Población;16825.0;A
2007;3691;55185;3023;55179;Población;35575.0;A
2007;3691;55185;3142;55179;Población;57700.0;A
2007;3691;55185;3143;55179;Población;198975.0;A
2007;3691;55186;2352;55179;Población;44625.0;A
2007;3691;55186;2402;55179;Población;81500.0;A
2007;3691;55186;2482;55179;Población;78200.0;A
2007;3691;55186;2713;55179;Población;80775.0;A
2007;3691;55186;2797;55179;Población;40075.0;A
2007;3691;55186;2911;55179;Población;65625.0;A
2007;3691;55186;3023;55179;Población;104950.0;A
2007;3691;55186;3142;55179;Población;143875.0;A
2007;3691;55186;3143;55179;Población;639625.0;A
2007;3691;55187;2352;55179;Población;17375.0;A
2007;3691;55187;2402;55179;Población;42475.0;A
2007;3691;55187;2482;55179;Población;28300.0;A
2007;3691;55187;2713;55179;Población;29400.0;A
2007;3691;55187;2797;55179;Población;20775.0;A
2007;3691;55187;2911;55179;Población;28575.0;A
2007;3691;55187;3023;55179;Población;45600.0;A
2007;3691;55187;3142;55179;Población;63550.0;A
2007;3691;55187;3143;55179;Población;276050.0;A
2007;3691;55188;2352;55179;Población;4050.0;A
2007;3691;55188;2402;55179;Población;10350.0;A
2007;3691;55188;2482;55179;Población;7075.0;A
2007;3691;55188;2713;55179;Población;7000.0;A
2007;3691;55188;2797;55179;Población;4475.0;A
2007;3691;55188;2911;55179;Población;5375.0;A
2007;3691;55188;3023;55179;Población;10025.0;A
2007;3691;55188;3142;55179;Población;16425.0;A
2007;3691;55188;3143;55179;Población;64775.0;A
2007;3691;55192;2352;55179;Población;9225.0;A
2007;3691;55192;2402;55179;Población;8775.0;A
2007;3691;55192;2482;55179;Población;16225.0;A
2007;3691;55192;2713;55179;Población;15300.0;A
2007;3691;55192;2797;55179;Población;4775.0;A
2007;3691;55192;2911;55179;Población;7575.0;A
2007;3691;55192;3023;55179;Población;14025.0;A
2007;3691;55192;3142;55179;Población;23275.0;A
2007;3691;55192;3143;55179;Población;99175.0;A
2007;3691;55190;2352;55179;Población;8950.0;A
2007;3691;55190;2402;55179;Población;7925.0;A
2007;3691;55190;2482;55179;Población;15500.0;A
2007;3691;55190;2713;55179;Población;14100.0;A
2007;3691;55190;2797;55179;Población;4250.0;A
2007;3691;55190;2911;55179;Población;7150.0;A
2007;3691;55190;3023;55179;Población;12975.0;A
2007;3691;55190;3142;55179;Población;19975.0;A
2007;3691;55190;3143;55179;Población;90825.0;A
2007;3691;55191;2352;55179;Población;*;A
2007;3691;55191;2402;55179;Población;850.0;A
2007;3691;55191;2482;55179;Población;725.0;A
2007;3691;55191;2713;55179;Población;1200.0;A
2007;3691;55191;2797;55179;Población;525.0;A
2007;3691;55191;2911;55179;Población;*;A
2007;3691;55191;3023;55179;Población;1050.0;A
2007;3691;55191;3142;55179;Población;3300.0;A
2007;3691;55191;3143;55179;Población;8350.0;A
2007;3691;55193;2352;55179;Población;83200.0;A
2007;3691;55193;2402;55179;Población;172025.0;A
2007;3691;55193;2482;55179;Población;144325.0;A
2007;3691;55193;2713;55179;Población;157250.0;A
2007;3691;55193;2797;55179;Población;82825.0;A
2007;3691;55193;2911;55179;Población;123975.0;A
2007;3691;55193;3023;55179;Población;210175.0;A
2007;3691;55193;3142;55179;Población;304825.0;A
2007;3691;55193;3143;55179;Población;1278600.0;A
2008;3689;55189;2352;55179;Población;42850.0;A
2008;3689;55189;2402;55179;Población;97025.0;A
2008;3689;55189;2482;55179;Población;69075.0;A
2008;3689;55189;2713;55179;Población;78550.0;A
2008;3689;55189;2797;55179;Población;44375.0;A
2008;3689;55189;2911;55179;Población;68025.0;A
2008;3689;55189;3023;55179;Población;111300.0;A
2008;3689;55189;3142;55179;Población;153275.0;A
2008;3689;55189;3143;55179;Población;664475.0;A
2008;3689;55185;2352;55179;Población;6750.0;A
2008;3689;55185;2402;55179;Población;24075.0;A
2008;3689;55185;2482;55179;Población;10625.0;A
2008;3689;55185;2713;55179;Población;17500.0;A
2008;3689;55185;2797;55179;Población;9425.0;A
2008;3689;55185;2911;55179;Población;13125.0;A
2008;3689;55185;3023;55179;Población;25925.0;A
2008;3689;55185;3142;55179;Población;39075.0;A
2008;3689;55185;3143;55179;Población;146500.0;A
2008;3689;55186;2352;55179;Población;33375.0;A
2008;3689;55186;2402;55179;Población;67375.0;A
2008;3689;55186;2482;55179;Población;54250.0;A
2008;3689;55186;2713;55179;Población;56550.0;A
2008;3689;55186;2797;55179;Población;32125.0;A
2008;3689;55186;2911;55179;Población;51550.0;A
2008;3689;55186;3023;55179;Población;78675.0;A
2008;3689;55186;3142;55179;Población;103600.0;A
2008;3689;55186;3143;55179;Población;477500.0;A
2008;3689;55187;2352;55179;Población;625.0;A
2008;3689;55187;2402;55179;Población;550.0;A
2008;3689;55187;2482;55179;Población;1075.0;A
2008;3689;55187;2713;55179;Población;975.0;A
2008;3689;55187;2797;55179;Población;650.0;A
2008;3689;55187;2911;55179;Población;825.0;A
2008;3689;55187;3023;55179;Población;1725.0;A
2008;3689;55187;3142;55179;Población;2650.0;A
2008;3689;55187;3143;55179;Población;9075.0;A
2008;3689;55188;2352;55179;Población;2100.0;A
2008;3689;55188;2402;55179;Población;5025.0;A
2008;3689;55188;2482;55179;Población;3125.0;A
2008;3689;55188;2713;55179;Población;3525.0;A
2008;3689;55188;2797;55179;Población;2175.0;A
2008;3689;55188;2911;55179;Población;2525.0;A
2008;3689;55188;3023;55179;Población;4975.0;A
2008;3689;55188;3142;55179;Población;7950.0;A
2008;3689;55188;3143;55179;Población;31400.0;A
2008;3689;55192;2352;55179;Población;1475.0;A
2008;3689;55192;2402;55179;Población;1450.0;A
2008;3689;55192;2482;55179;Población;2750.0;A
2008;3689;55192;2713;55179;Población;2925.0;A
2008;3689;55192;2797;55179;Población;900.0;A
2008;3689;55192;2911;55179;Población;1300.0;A
2008;3689;55192;3023;55179;Población;2550.0;A
2008;3689;55192;3142;55179;Población;3750.0;A
2008;3689;55192;3143;55179;Población;17100.0;A
2008;3689;55190;2352;55179;Población;1425.0;A
2008;3689;55190;2402;55179;Población;1050.0;A
2008;3689;55190;2482;55179;Población;2475.0;A
2008;3689;55190;2713;55179;Población;2675.0;A
2008;3689;55190;2797;55179;Población;725.0;A
2008;3689;55190;2911;55179;Población;1150.0;A
2008;3689;55190;3023;55179;Población;2275.0;A
2008;3689;55190;3142;55179;Población;3150.0;A
2008;3689;55190;3143;55179;Población;14925.0;A
2008;3689;55191;2352;55179;Población;*;A
2008;3689;55191;2402;55179;Población;*;A
2008;3689;55191;2482;55179;Población;*;A
2008;3689;55191;2713;55179;Población;*;A
2008;3689;55191;2797;55179;Población;*;A
2008;3689;55191;2911;55179;Población;*;A
2008;3689;55191;3023;55179;Población;*;A
2008;3689;55191;3142;55179;Población;600.0;A
