D_TEMPORAL_0;D_SEXO_0;D_MCVL_CNAESECTOR_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2018;3689;273734;2352;Población;46325.0;A
2018;3689;273734;2402;Población;91925.0;A
2018;3689;273734;2482;Población;48600.0;A
2018;3689;273734;2713;Población;64500.0;A
2018;3689;273734;2797;Población;34975.0;A
2018;3689;273734;2911;Población;32625.0;A
2018;3689;273734;3023;Población;145650.0;A
2018;3689;273734;3142;Población;164450.0;A
2018;3689;273734;3143;Población;629050.0;A
2018;3689;;2352;Población;6500.0;A
2018;3689;;2402;Población;13150.0;A
2018;3689;;2482;Población;10400.0;A
2018;3689;;2713;Población;14625.0;A
2018;3689;;2797;Población;5825.0;A
2018;3689;;2911;Población;9550.0;A
2018;3689;;3023;Población;18700.0;A
2018;3689;;3142;Población;23200.0;A
2018;3689;;3143;Población;101950.0;A
2018;3689;273721;2352;Población;244775.0;A
2018;3689;273721;2402;Población;400025.0;A
2018;3689;273721;2482;Población;271775.0;A
2018;3689;273721;2713;Población;311550.0;A
2018;3689;273721;2797;Población;189575.0;A
2018;3689;273721;2911;Población;231850.0;A
2018;3689;273721;3023;Población;527800.0;A
2018;3689;273721;3142;Población;647200.0;A
2018;3689;273721;3143;Población;2824550.0;A
2018;3690;273728;2352;Población;34450.0;A
2018;3690;273728;2402;Población;17650.0;A
2018;3690;273728;2482;Población;42375.0;A
2018;3690;273728;2713;Población;40575.0;A
2018;3690;273728;2797;Población;62375.0;A
2018;3690;273728;2911;Población;41100.0;A
2018;3690;273728;3023;Población;18925.0;A
2018;3690;273728;3142;Población;65350.0;A
2018;3690;273728;3143;Población;322800.0;A
2018;3690;273729;2352;Población;5025.0;A
2018;3690;273729;2402;Población;13225.0;A
2018;3690;273729;2482;Población;12150.0;A
2018;3690;273729;2713;Población;8100.0;A
2018;3690;273729;2797;Población;5675.0;A
2018;3690;273729;2911;Población;9800.0;A
2018;3690;273729;3023;Población;15925.0;A
2018;3690;273729;3142;Población;26775.0;A
2018;3690;273729;3143;Población;96675.0;A
2018;3690;273730;2352;Población;2425.0;A
2018;3690;273730;2402;Población;6050.0;A
2018;3690;273730;2482;Población;12475.0;A
2018;3690;273730;2713;Población;11225.0;A
2018;3690;273730;2797;Población;3000.0;A
2018;3690;273730;2911;Población;3600.0;A
2018;3690;273730;3023;Población;16125.0;A
2018;3690;273730;3142;Población;18175.0;A
2018;3690;273730;3143;Población;73075.0;A
2018;3690;273733;2352;Población;69625.0;A
2018;3690;273733;2402;Población;93875.0;A
2018;3690;273733;2482;Población;45900.0;A
2018;3690;273733;2713;Población;61925.0;A
2018;3690;273733;2797;Población;33150.0;A
2018;3690;273733;2911;Población;34450.0;A
2018;3690;273733;3023;Población;144975.0;A
2018;3690;273733;3142;Población;119225.0;A
2018;3690;273733;3143;Población;603125.0;A
2018;3690;273732;2352;Población;38875.0;A
2018;3690;273732;2402;Población;81825.0;A
2018;3690;273732;2482;Población;59450.0;A
2018;3690;273732;2713;Población;69400.0;A
2018;3690;273732;2797;Población;36575.0;A
2018;3690;273732;2911;Población;50725.0;A
2018;3690;273732;3023;Población;103150.0;A
2018;3690;273732;3142;Población;147300.0;A
2018;3690;273732;3143;Población;587300.0;A
2018;3690;273734;2352;Población;35225.0;A
2018;3690;273734;2402;Población;70850.0;A
2018;3690;273734;2482;Población;42275.0;A
2018;3690;273734;2713;Población;58900.0;A
2018;3690;273734;2797;Población;26600.0;A
2018;3690;273734;2911;Población;30025.0;A
2018;3690;273734;3023;Población;130525.0;A
2018;3690;273734;3142;Población;146175.0;A
2018;3690;273734;3143;Población;540575.0;A
2018;3690;;2352;Población;16975.0;A
2018;3690;;2402;Población;43525.0;A
2018;3690;;2482;Población;31850.0;A
2018;3690;;2713;Población;30300.0;A
2018;3690;;2797;Población;19525.0;A
2018;3690;;2911;Población;26050.0;A
2018;3690;;3023;Población;45175.0;A
2018;3690;;3142;Población;65500.0;A
2018;3690;;3143;Población;278900.0;A
2018;3690;273721;2352;Población;202600.0;A
2018;3690;273721;2402;Población;327000.0;A
2018;3690;273721;2482;Población;246475.0;A
2018;3690;273721;2713;Población;280425.0;A
2018;3690;273721;2797;Población;186900.0;A
2018;3690;273721;2911;Población;195750.0;A
2018;3690;273721;3023;Población;474800.0;A
2018;3690;273721;3142;Población;588500.0;A
2018;3690;273721;3143;Población;2502450.0;A
2018;3691;273728;2352;Población;100875.0;A
2018;3691;273728;2402;Población;48175.0;A
2018;3691;273728;2482;Población;95700.0;A
2018;3691;273728;2713;Población;87675.0;A
2018;3691;273728;2797;Población;105575.0;A
2018;3691;273728;2911;Población;106450.0;A
2018;3691;273728;3023;Población;47175.0;A
2018;3691;273728;3142;Población;136900.0;A
2018;3691;273728;3143;Población;728525.0;A
2018;3691;273729;2352;Población;25100.0;A
2018;3691;273729;2402;Población;70700.0;A
2018;3691;273729;2482;Población;52550.0;A
2018;3691;273729;2713;Población;37650.0;A
2018;3691;273729;2797;Población;30400.0;A
2018;3691;273729;2911;Población;46000.0;A
2018;3691;273729;3023;Población;55150.0;A
2018;3691;273729;3142;Población;111400.0;A
2018;3691;273729;3143;Población;428950.0;A
2018;3691;273730;2352;Población;28200.0;A
2018;3691;273730;2402;Población;62175.0;A
2018;3691;273730;2482;Población;46375.0;A
2018;3691;273730;2713;Población;52825.0;A
2018;3691;273730;2797;Población;24475.0;A
2018;3691;273730;2911;Población;25975.0;A
2018;3691;273730;3023;Población;99925.0;A
2018;3691;273730;3142;Población;98075.0;A
2018;3691;273730;3143;Población;438025.0;A
2018;3691;273733;2352;Población;124275.0;A
2018;3691;273733;2402;Población;188125.0;A
2018;3691;273733;2482;Población;95100.0;A
2018;3691;273733;2713;Población;130050.0;A
2018;3691;273733;2797;Población;67150.0;A
2018;3691;273733;2911;Población;68050.0;A
2018;3691;273733;3023;Población;291700.0;A
2018;3691;273733;3142;Población;256925.0;A
2018;3691;273733;3143;Población;1221375.0;A
2018;3691;273732;2352;Población;63900.0;A
2018;3691;273732;2402;Población;138400.0;A
2018;3691;273732;2482;Población;95400.0;A
2018;3691;273732;2713;Población;115450.0;A
2018;3691;273732;2797;Población;61950.0;A
2018;3691;273732;2911;Población;82875.0;A
2018;3691;273732;3023;Población;168600.0;A
2018;3691;273732;3142;Población;233075.0;A
2018;3691;273732;3143;Población;959650.0;A
2018;3691;273734;2352;Población;81550.0;A
2018;3691;273734;2402;Población;162775.0;A
2018;3691;273734;2482;Población;90875.0;A
2018;3691;273734;2713;Población;123400.0;A
2018;3691;273734;2797;Población;61575.0;A
2018;3691;273734;2911;Población;62650.0;A
2018;3691;273734;3023;Población;276175.0;A
2018;3691;273734;3142;Población;310625.0;A
2018;3691;273734;3143;Población;1169625.0;A
2018;3691;;2352;Población;23475.0;A
2018;3691;;2402;Población;56675.0;A
2018;3691;;2482;Población;42250.0;A
2018;3691;;2713;Población;44925.0;A
2018;3691;;2797;Población;25350.0;A
2018;3691;;2911;Población;35600.0;A
2018;3691;;3023;Población;63875.0;A
2018;3691;;3142;Población;88700.0;A
2018;3691;;3143;Población;380850.0;A
2018;3691;273721;2352;Población;447375.0;A
2018;3691;273721;2402;Población;727025.0;A
2018;3691;273721;2482;Población;518250.0;A
2018;3691;273721;2713;Población;591975.0;A
2018;3691;273721;2797;Población;376475.0;A
2018;3691;273721;2911;Población;427600.0;A
2018;3691;273721;3023;Población;1002600.0;A
2018;3691;273721;3142;Población;1235700.0;A
2018;3691;273721;3143;Población;5327000.0;A
2019;3689;273728;2352;Población;67750.0;A
2019;3689;273728;2402;Población;30125.0;A
2019;3689;273728;2482;Población;51100.0;A
2019;3689;273728;2713;Población;45750.0;A
2019;3689;273728;2797;Población;43750.0;A
2019;3689;273728;2911;Población;62700.0;A
2019;3689;273728;3023;Población;27500.0;A
2019;3689;273728;3142;Población;68100.0;A
2019;3689;273728;3143;Población;396775.0;A
2019;3689;273729;2352;Población;20200.0;A
2019;3689;273729;2402;Población;57325.0;A
2019;3689;273729;2482;Población;40875.0;A
2019;3689;273729;2713;Población;29875.0;A
2019;3689;273729;2797;Población;24975.0;A
2019;3689;273729;2911;Población;36425.0;A
2019;3689;273729;3023;Población;40125.0;A
2019;3689;273729;3142;Población;84675.0;A
2019;3689;273729;3143;Población;334475.0;A
2019;3689;273730;2352;Población;26350.0;A
2019;3689;273730;2402;Población;57300.0;A
2019;3689;273730;2482;Población;34350.0;A
2019;3689;273730;2713;Población;42075.0;A
2019;3689;273730;2797;Población;22125.0;A
2019;3689;273730;2911;Población;21950.0;A
2019;3689;273730;3023;Población;86450.0;A
2019;3689;273730;3142;Población;81175.0;A
2019;3689;273730;3143;Población;371775.0;A
2019;3689;273733;2352;Población;56575.0;A
2019;3689;273733;2402;Población;95400.0;A
2019;3689;273733;2482;Población;49825.0;A
2019;3689;273733;2713;Población;69100.0;A
2019;3689;273733;2797;Población;35550.0;A
2019;3689;273733;2911;Población;34750.0;A
2019;3689;273733;3023;Población;149150.0;A
2019;3689;273733;3142;Población;140675.0;A
2019;3689;273733;3143;Población;631025.0;A
2019;3689;273732;2352;Población;25050.0;A
2019;3689;273732;2402;Población;57725.0;A
2019;3689;273732;2482;Población;36925.0;A
2019;3689;273732;2713;Población;45900.0;A
2019;3689;273732;2797;Población;26025.0;A
2019;3689;273732;2911;Población;32650.0;A
2019;3689;273732;3023;Población;65000.0;A
2019;3689;273732;3142;Población;87600.0;A
2019;3689;273732;3143;Población;376875.0;A
2019;3689;273734;2352;Población;47825.0;A
2019;3689;273734;2402;Población;94425.0;A
2019;3689;273734;2482;Población;49575.0;A
2019;3689;273734;2713;Población;66350.0;A
2019;3689;273734;2797;Población;35750.0;A
2019;3689;273734;2911;Población;34450.0;A
2019;3689;273734;3023;Población;151550.0;A
2019;3689;273734;3142;Población;170225.0;A
2019;3689;273734;3143;Población;650150.0;A
2019;3689;;2352;Población;6075.0;A
2019;3689;;2402;Población;12475.0;A
2019;3689;;2482;Población;9800.0;A
2019;3689;;2713;Población;13675.0;A
2019;3689;;2797;Población;5250.0;A
2019;3689;;2911;Población;8550.0;A
2019;3689;;3023;Población;17425.0;A
2019;3689;;3142;Población;21575.0;A
2019;3689;;3143;Población;94825.0;A
2019;3689;273721;2352;Población;249825.0;A
2019;3689;273721;2402;Población;404775.0;A
2019;3689;273721;2482;Población;272450.0;A
2019;3689;273721;2713;Población;312725.0;A
2019;3689;273721;2797;Población;193425.0;A
2019;3689;273721;2911;Población;231475.0;A
2019;3689;273721;3023;Población;537200.0;A
2019;3689;273721;3142;Población;654025.0;A
2019;3689;273721;3143;Población;2855900.0;A
2019;3690;273728;2352;Población;35225.0;A
2019;3690;273728;2402;Población;17625.0;A
2019;3690;273728;2482;Población;42200.0;A
2019;3690;273728;2713;Población;39825.0;A
2019;3690;273728;2797;Población;61050.0;A
2019;3690;273728;2911;Población;40775.0;A
2019;3690;273728;3023;Población;19900.0;A
2019;3690;273728;3142;Población;63525.0;A
2019;3690;273728;3143;Población;320125.0;A
2019;3690;273729;2352;Población;5325.0;A
2019;3690;273729;2402;Población;13325.0;A
2019;3690;273729;2482;Población;13000.0;A
2019;3690;273729;2713;Población;8575.0;A
2019;3690;273729;2797;Población;5850.0;A
2019;3690;273729;2911;Población;10575.0;A
2019;3690;273729;3023;Población;16625.0;A
2019;3690;273729;3142;Población;27875.0;A
2019;3690;273729;3143;Población;101150.0;A
2019;3690;273730;2352;Población;2800.0;A
2019;3690;273730;2402;Población;6125.0;A
2019;3690;273730;2482;Población;13000.0;A
2019;3690;273730;2713;Población;11450.0;A
2019;3690;273730;2797;Población;3100.0;A
2019;3690;273730;2911;Población;4175.0;A
2019;3690;273730;3023;Población;16075.0;A
2019;3690;273730;3142;Población;18375.0;A
2019;3690;273730;3143;Población;75100.0;A
2019;3690;273733;2352;Población;72025.0;A
2019;3690;273733;2402;Población;97350.0;A
2019;3690;273733;2482;Población;47250.0;A
2019;3690;273733;2713;Población;63600.0;A
2019;3690;273733;2797;Población;34800.0;A
2019;3690;273733;2911;Población;35625.0;A
2019;3690;273733;3023;Población;149325.0;A
2019;3690;273733;3142;Población;126000.0;A
2019;3690;273733;3143;Población;625975.0;A
2019;3690;273732;2352;Población;41250.0;A
2019;3690;273732;2402;Población;84925.0;A
2019;3690;273732;2482;Población;61650.0;A
2019;3690;273732;2713;Población;73275.0;A
2019;3690;273732;2797;Población;38425.0;A
2019;3690;273732;2911;Población;51800.0;A
2019;3690;273732;3023;Población;107400.0;A
2019;3690;273732;3142;Población;153400.0;A
2019;3690;273732;3143;Población;612125.0;A
2019;3690;273734;2352;Población;35300.0;A
2019;3690;273734;2402;Población;73375.0;A
2019;3690;273734;2482;Población;43125.0;A
2019;3690;273734;2713;Población;59525.0;A
2019;3690;273734;2797;Población;26350.0;A
2019;3690;273734;2911;Población;30500.0;A
2019;3690;273734;3023;Población;134400.0;A
2019;3690;273734;3142;Población;150050.0;A
2019;3690;273734;3143;Población;552625.0;A
2019;3690;;2352;Población;16075.0;A
2019;3690;;2402;Población;42625.0;A
2019;3690;;2482;Población;30675.0;A
2019;3690;;2713;Población;29075.0;A
2019;3690;;2797;Población;18700.0;A
2019;3690;;2911;Población;24675.0;A
2019;3690;;3023;Población;43900.0;A
2019;3690;;3142;Población;63300.0;A
2019;3690;;3143;Población;269025.0;A
2019;3690;273721;2352;Población;208000.0;A
2019;3690;273721;2402;Población;335350.0;A
2019;3690;273721;2482;Población;250900.0;A
2019;3690;273721;2713;Población;285325.0;A
2019;3690;273721;2797;Población;188275.0;A
2019;3690;273721;2911;Población;198125.0;A
2019;3690;273721;3023;Población;487625.0;A
2019;3690;273721;3142;Población;602525.0;A
2019;3690;273721;3143;Población;2556125.0;A
2019;3691;273728;2352;Población;102975.0;A
2019;3691;273728;2402;Población;47750.0;A
2019;3691;273728;2482;Población;93300.0;A
2019;3691;273728;2713;Población;85575.0;A
2019;3691;273728;2797;Población;104800.0;A
2019;3691;273728;2911;Población;103475.0;A
2019;3691;273728;3023;Población;47400.0;A
2019;3691;273728;3142;Población;131625.0;A
2019;3691;273728;3143;Población;716900.0;A
2019;3691;273729;2352;Población;25525.0;A
2019;3691;273729;2402;Población;70650.0;A
2019;3691;273729;2482;Población;53875.0;A
2019;3691;273729;2713;Población;38450.0;A
2019;3691;273729;2797;Población;30825.0;A
2019;3691;273729;2911;Población;47000.0;A
2019;3691;273729;3023;Población;56750.0;A
2019;3691;273729;3142;Población;112550.0;A
2019;3691;273729;3143;Población;435625.0;A
2019;3691;273730;2352;Población;29150.0;A
2019;3691;273730;2402;Población;63425.0;A
2019;3691;273730;2482;Población;47350.0;A
2019;3691;273730;2713;Población;53525.0;A
2019;3691;273730;2797;Población;25225.0;A
2019;3691;273730;2911;Población;26125.0;A
2019;3691;273730;3023;Población;102525.0;A
2019;3691;273730;3142;Población;99550.0;A
2019;3691;273730;3143;Población;446875.0;A
2019;3691;273733;2352;Población;128600.0;A
2019;3691;273733;2402;Población;192750.0;A
2019;3691;273733;2482;Población;97075.0;A
2019;3691;273733;2713;Población;132700.0;A
2019;3691;273733;2797;Población;70350.0;A
2019;3691;273733;2911;Población;70375.0;A
2019;3691;273733;3023;Población;298475.0;A
2019;3691;273733;3142;Población;266675.0;A
2019;3691;273733;3143;Población;1257000.0;A
2019;3691;273732;2352;Población;66300.0;A
2019;3691;273732;2402;Población;142650.0;A
2019;3691;273732;2482;Población;98575.0;A
2019;3691;273732;2713;Población;119175.0;A
2019;3691;273732;2797;Población;64450.0;A
2019;3691;273732;2911;Población;84450.0;A
2019;3691;273732;3023;Población;172400.0;A
2019;3691;273732;3142;Población;241000.0;A
2019;3691;273732;3143;Población;989000.0;A
2019;3691;273734;2352;Población;83125.0;A
2019;3691;273734;2402;Población;167800.0;A
2019;3691;273734;2482;Población;92700.0;A
2019;3691;273734;2713;Población;125875.0;A
2019;3691;273734;2797;Población;62100.0;A
2019;3691;273734;2911;Población;64950.0;A
2019;3691;273734;3023;Población;285950.0;A
2019;3691;273734;3142;Población;320275.0;A
2019;3691;273734;3143;Población;1202775.0;A
2019;3691;;2352;Población;22150.0;A
2019;3691;;2402;Población;55100.0;A
2019;3691;;2482;Población;40475.0;A
2019;3691;;2713;Población;42750.0;A
2019;3691;;2797;Población;23950.0;A
2019;3691;;2911;Población;33225.0;A
2019;3691;;3023;Población;61325.0;A
2019;3691;;3142;Población;84875.0;A
2019;3691;;3143;Población;363850.0;A
2019;3691;273721;2352;Población;457825.0;A
2019;3691;273721;2402;Población;740125.0;A
2019;3691;273721;2482;Población;523350.0;A
2019;3691;273721;2713;Población;598050.0;A
2019;3691;273721;2797;Población;381700.0;A
2019;3691;273721;2911;Población;429600.0;A
2019;3691;273721;3023;Población;1024825.0;A
2019;3691;273721;3142;Población;1256550.0;A
2019;3691;273721;3143;Población;5412025.0;A
2020;3689;273728;2352;Población;69175.0;A
2020;3689;273728;2402;Población;30750.0;A
2020;3689;273728;2482;Población;53375.0;A
2020;3689;273728;2713;Población;46225.0;A
2020;3689;273728;2797;Población;45100.0;A
2020;3689;273728;2911;Población;62300.0;A
2020;3689;273728;3023;Población;28725.0;A
2020;3689;273728;3142;Población;70150.0;A
2020;3689;273728;3143;Población;405800.0;A
2020;3689;273729;2352;Población;19600.0;A
2020;3689;273729;2402;Población;56400.0;A
2020;3689;273729;2482;Población;40300.0;A
2020;3689;273729;2713;Población;29000.0;A
2020;3689;273729;2797;Población;24925.0;A
2020;3689;273729;2911;Población;37400.0;A
2020;3689;273729;3023;Población;39775.0;A
2020;3689;273729;3142;Población;83400.0;A
2020;3689;273729;3143;Población;330800.0;A
2020;3689;273730;2352;Población;26750.0;A
2020;3689;273730;2402;Población;57825.0;A
2020;3689;273730;2482;Población;34100.0;A
2020;3689;273730;2713;Población;42475.0;A
2020;3689;273730;2797;Población;22100.0;A
2020;3689;273730;2911;Población;22100.0;A
2020;3689;273730;3023;Población;87575.0;A
2020;3689;273730;3142;Población;80925.0;A
2020;3689;273730;3143;Población;373850.0;A
2020;3689;273733;2352;Población;55000.0;A
2020;3689;273733;2402;Población;92650.0;A
2020;3689;273733;2482;Población;47100.0;A
2020;3689;273733;2713;Población;67325.0;A
2020;3689;273733;2797;Población;33075.0;A
2020;3689;273733;2911;Población;32300.0;A
2020;3689;273733;3023;Población;142000.0;A
2020;3689;273733;3142;Población;134450.0;A
2020;3689;273733;3143;Población;603900.0;A
2020;3689;273732;2352;Población;26525.0;A
2020;3689;273732;2402;Población;58950.0;A
2020;3689;273732;2482;Población;37150.0;A
2020;3689;273732;2713;Población;47425.0;A
2020;3689;273732;2797;Población;26225.0;A
2020;3689;273732;2911;Población;32975.0;A
2020;3689;273732;3023;Población;66775.0;A
2020;3689;273732;3142;Población;89250.0;A
2020;3689;273732;3143;Población;385275.0;A
2020;3689;273734;2352;Población;48325.0;A
2020;3689;273734;2402;Población;92575.0;A
2020;3689;273734;2482;Población;48100.0;A
2020;3689;273734;2713;Población;65825.0;A
2020;3689;273734;2797;Población;35275.0;A
2020;3689;273734;2911;Población;34550.0;A
2020;3689;273734;3023;Población;149875.0;A
2020;3689;273734;3142;Población;170325.0;A
2020;3689;273734;3143;Población;644850.0;A
2020;3689;;2352;Población;5750.0;A
2020;3689;;2402;Población;11200.0;A
2020;3689;;2482;Población;9250.0;A
2020;3689;;2713;Población;12900.0;A
2020;3689;;2797;Población;4825.0;A
2020;3689;;2911;Población;7950.0;A
2020;3689;;3023;Población;16450.0;A
2020;3689;;3142;Población;20175.0;A
2020;3689;;3143;Población;88500.0;A
2020;3689;273721;2352;Población;251125.0;A
2020;3689;273721;2402;Población;400350.0;A
2020;3689;273721;2482;Población;269375.0;A
2020;3689;273721;2713;Población;311175.0;A
2020;3689;273721;2797;Población;191525.0;A
2020;3689;273721;2911;Población;229575.0;A
2020;3689;273721;3023;Población;531175.0;A
2020;3689;273721;3142;Población;648675.0;A
2020;3689;273721;3143;Población;2832975.0;A
2020;3690;273728;2352;Población;35950.0;A
2020;3690;273728;2402;Población;16825.0;A
2020;3690;273728;2482;Población;42475.0;A
2020;3690;273728;2713;Población;39300.0;A
2020;3690;273728;2797;Población;54675.0;A
2020;3690;273728;2911;Población;40475.0;A
2020;3690;273728;3023;Población;20025.0;A
2020;3690;273728;3142;Población;64275.0;A
2020;3690;273728;3143;Población;314000.0;A
2020;3690;273729;2352;Población;5125.0;A
2020;3690;273729;2402;Población;13625.0;A
2020;3690;273729;2482;Población;13250.0;A
2020;3690;273729;2713;Población;8950.0;A
2020;3690;273729;2797;Población;5925.0;A
2020;3690;273729;2911;Población;10475.0;A
2020;3690;273729;3023;Población;16600.0;A
2020;3690;273729;3142;Población;27625.0;A
2020;3690;273729;3143;Población;101575.0;A
2020;3690;273730;2352;Población;2850.0;A
2020;3690;273730;2402;Población;6075.0;A
2020;3690;273730;2482;Población;13150.0;A
2020;3690;273730;2713;Población;12350.0;A
2020;3690;273730;2797;Población;2475.0;A
2020;3690;273730;2911;Población;4100.0;A
2020;3690;273730;3023;Población;16325.0;A
2020;3690;273730;3142;Población;19300.0;A
2020;3690;273730;3143;Población;76625.0;A
2020;3690;273733;2352;Población;71375.0;A
2020;3690;273733;2402;Población;92775.0;A
2020;3690;273733;2482;Población;43825.0;A
2020;3690;273733;2713;Población;61525.0;A
2020;3690;273733;2797;Población;31825.0;A
2020;3690;273733;2911;Población;34050.0;A
2020;3690;273733;3023;Población;141675.0;A
2020;3690;273733;3142;Población;117400.0;A
2020;3690;273733;3143;Población;594450.0;A
2020;3690;273732;2352;Población;43450.0;A
2020;3690;273732;2402;Población;88675.0;A
2020;3690;273732;2482;Población;64175.0;A
2020;3690;273732;2713;Población;76700.0;A
2020;3690;273732;2797;Población;38500.0;A
2020;3690;273732;2911;Población;53675.0;A
2020;3690;273732;3023;Población;110850.0;A
2020;3690;273732;3142;Población;158750.0;A
2020;3690;273732;3143;Población;634775.0;A
2020;3690;273734;2352;Población;35125.0;A
2020;3690;273734;2402;Población;72950.0;A
2020;3690;273734;2482;Población;41650.0;A
2020;3690;273734;2713;Población;57525.0;A
2020;3690;273734;2797;Población;26875.0;A
2020;3690;273734;2911;Población;29975.0;A
2020;3690;273734;3023;Población;133325.0;A
2020;3690;273734;3142;Población;150600.0;A
2020;3690;273734;3143;Población;548025.0;A
2020;3690;;2352;Población;15650.0;A
2020;3690;;2402;Población;41950.0;A
2020;3690;;2482;Población;29200.0;A
2020;3690;;2713;Población;27675.0;A
2020;3690;;2797;Población;18350.0;A
2020;3690;;2911;Población;24025.0;A
2020;3690;;3023;Población;42325.0;A
2020;3690;;3142;Población;61650.0;A
2020;3690;;3143;Población;260825.0;A
2020;3690;273721;2352;Población;209525.0;A
2020;3690;273721;2402;Población;332875.0;A
2020;3690;273721;2482;Población;247725.0;A
2020;3690;273721;2713;Población;284025.0;A
2020;3690;273721;2797;Población;178625.0;A
2020;3690;273721;2911;Población;196775.0;A
2020;3690;273721;3023;Población;481125.0;A
2020;3690;273721;3142;Población;599600.0;A
2020;3690;273721;3143;Población;2530275.0;A
2020;3691;273728;2352;Población;105125.0;A
2020;3691;273728;2402;Población;47575.0;A
2020;3691;273728;2482;Población;95850.0;A
2020;3691;273728;2713;Población;85525.0;A
2020;3691;273728;2797;Población;99775.0;A
2020;3691;273728;2911;Población;102775.0;A
2020;3691;273728;3023;Población;48750.0;A
2020;3691;273728;3142;Población;134425.0;A
2020;3691;273728;3143;Población;719800.0;A
2020;3691;273729;2352;Población;24725.0;A
2020;3691;273729;2402;Población;70025.0;A
2020;3691;273729;2482;Población;53550.0;A
2020;3691;273729;2713;Población;37950.0;A
2020;3691;273729;2797;Población;30850.0;A
2020;3691;273729;2911;Población;47875.0;A
2020;3691;273729;3023;Población;56375.0;A
2020;3691;273729;3142;Población;111025.0;A
2020;3691;273729;3143;Población;432375.0;A
2020;3691;273730;2352;Población;29600.0;A
2020;3691;273730;2402;Población;63900.0;A
2020;3691;273730;2482;Población;47250.0;A
2020;3691;273730;2713;Población;54825.0;A
2020;3691;273730;2797;Población;24575.0;A
2020;3691;273730;2911;Población;26200.0;A
2020;3691;273730;3023;Población;103900.0;A
2020;3691;273730;3142;Población;100225.0;A
2020;3691;273730;3143;Población;450475.0;A
2020;3691;273733;2352;Población;126375.0;A
2020;3691;273733;2402;Población;185425.0;A
2020;3691;273733;2482;Población;90925.0;A
2020;3691;273733;2713;Población;128850.0;A
2020;3691;273733;2797;Población;64900.0;A
2020;3691;273733;2911;Población;66350.0;A
2020;3691;273733;3023;Población;283675.0;A
2020;3691;273733;3142;Población;251850.0;A
2020;3691;273733;3143;Población;1198350.0;A
2020;3691;273732;2352;Población;69975.0;A
2020;3691;273732;2402;Población;147625.0;A
2020;3691;273732;2482;Población;101325.0;A
2020;3691;273732;2713;Población;124125.0;A
2020;3691;273732;2797;Población;64725.0;A
2020;3691;273732;2911;Población;86650.0;A
2020;3691;273732;3023;Población;177625.0;A
2020;3691;273732;3142;Población;248000.0;A
2020;3691;273732;3143;Población;1020050.0;A
2020;3691;273734;2352;Población;83450.0;A
2020;3691;273734;2402;Población;165525.0;A
2020;3691;273734;2482;Población;89750.0;A
2020;3691;273734;2713;Población;123350.0;A
2020;3691;273734;2797;Población;62150.0;A
2020;3691;273734;2911;Población;64525.0;A
2020;3691;273734;3023;Población;283200.0;A
2020;3691;273734;3142;Población;320925.0;A
2020;3691;273734;3143;Población;1192875.0;A
2020;3691;;2352;Población;21400.0;A
2020;3691;;2402;Población;53150.0;A
2020;3691;;2482;Población;38450.0;A
2020;3691;;2713;Población;40575.0;A
2020;3691;;2797;Población;23175.0;A
2020;3691;;2911;Población;31975.0;A
2020;3691;;3023;Población;58775.0;A
2020;3691;;3142;Población;81825.0;A
2020;3691;;3143;Población;349325.0;A
2020;3691;273721;2352;Población;460650.0;A
2020;3691;273721;2402;Población;733225.0;A
2020;3691;273721;2482;Población;517100.0;A
2020;3691;273721;2713;Población;595200.0;A
2020;3691;273721;2797;Población;370150.0;A
2020;3691;273721;2911;Población;426350.0;A
2020;3691;273721;3023;Población;1012300.0;A
2020;3691;273721;3142;Población;1248275.0;A
2020;3691;273721;3143;Población;5363250.0;A
