D_TEMPORAL_0;D_SEXO_0;D_MCVL_TIPOCOTIZACION_0;D_TERRITORIO_0;D_MCVL_COTIZANTE_0;INDICATOR;OBS_VALUE;FREQ
2006;3690;53597;2911;53591;Población;46275.0;A
2006;3690;53597;3023;53591;Población;61600.0;A
2006;3690;53597;3142;53591;Población;113625.0;A
2006;3690;53597;3143;53591;Población;470175.0;A
2006;3690;53593;2352;53591;Población;129125.0;A
2006;3690;53593;2402;53591;Población;206550.0;A
2006;3690;53593;2482;53591;Población;155600.0;A
2006;3690;53593;2713;53591;Población;179075.0;A
2006;3690;53593;2797;53591;Población;125425.0;A
2006;3690;53593;2911;53591;Población;124600.0;A
2006;3690;53593;3023;53591;Población;302075.0;A
2006;3690;53593;3142;53591;Población;372725.0;A
2006;3690;53593;3143;53591;Población;1595175.0;A
2006;3691;53594;2352;53591;Población;219450.0;A
2006;3691;53594;2402;53591;Población;379750.0;A
2006;3691;53594;2482;53591;Población;238950.0;A
2006;3691;53594;2713;53591;Población;290025.0;A
2006;3691;53594;2797;53591;Población;173625.0;A
2006;3691;53594;2911;53591;Población;190700.0;A
2006;3691;53594;3023;53591;Población;551725.0;A
2006;3691;53594;3142;53591;Población;621900.0;A
2006;3691;53594;3143;53591;Población;2666125.0;A
2006;3691;53595;2352;53591;Población;6825.0;A
2006;3691;53595;2402;53591;Población;18425.0;A
2006;3691;53595;2482;53591;Población;9050.0;A
2006;3691;53595;2713;53591;Población;9975.0;A
2006;3691;53595;2797;53591;Población;5000.0;A
2006;3691;53595;2911;53591;Población;5425.0;A
2006;3691;53595;3023;53591;Población;17925.0;A
2006;3691;53595;3142;53591;Población;24650.0;A
2006;3691;53595;3143;53591;Población;97275.0;A
2006;3691;53596;2352;53591;Población;2950.0;A
2006;3691;53596;2402;53591;Población;2525.0;A
2006;3691;53596;2482;53591;Población;4225.0;A
2006;3691;53596;2713;53591;Población;6600.0;A
2006;3691;53596;2797;53591;Población;2200.0;A
2006;3691;53596;2911;53591;Población;3650.0;A
2006;3691;53596;3023;53591;Población;5700.0;A
2006;3691;53596;3142;53591;Población;7375.0;A
2006;3691;53596;3143;53591;Población;35225.0;A
2006;3691;53597;2352;53591;Población;86350.0;A
2006;3691;53597;2402;53591;Población;120450.0;A
2006;3691;53597;2482;53591;Población;114475.0;A
2006;3691;53597;2713;53591;Población;105625.0;A
2006;3691;53597;2797;53591;Población;86025.0;A
2006;3691;53597;2911;53591;Población;97950.0;A
2006;3691;53597;3023;53591;Población;128575.0;A
2006;3691;53597;3142;53591;Población;222750.0;A
2006;3691;53597;3143;53591;Población;962200.0;A
2006;3691;53593;2352;53591;Población;315575.0;A
2006;3691;53593;2402;53591;Población;521150.0;A
2006;3691;53593;2482;53591;Población;366700.0;A
2006;3691;53593;2713;53591;Población;412225.0;A
2006;3691;53593;2797;53591;Población;266850.0;A
2006;3691;53593;2911;53591;Población;297725.0;A
2006;3691;53593;3023;53591;Población;703925.0;A
2006;3691;53593;3142;53591;Población;876675.0;A
2006;3691;53593;3143;53591;Población;3760825.0;A
2007;3689;53594;2352;53591;Población;139475.0;A
2007;3689;53594;2402;53591;Población;234000.0;A
2007;3689;53594;2482;53591;Población;153475.0;A
2007;3689;53594;2713;53591;Población;179075.0;A
2007;3689;53594;2797;53591;Población;99200.0;A
2007;3689;53594;2911;53591;Población;121025.0;A
2007;3689;53594;3023;53591;Población;324700.0;A
2007;3689;53594;3142;53591;Población;387200.0;A
2007;3689;53594;3143;53591;Población;1638150.0;A
2007;3689;53595;2352;53591;Población;2975.0;A
2007;3689;53595;2402;53591;Población;10325.0;A
2007;3689;53595;2482;53591;Población;4825.0;A
2007;3689;53595;2713;53591;Población;4800.0;A
2007;3689;53595;2797;53591;Población;3300.0;A
2007;3689;53595;2911;53591;Población;2575.0;A
2007;3689;53595;3023;53591;Población;10675.0;A
2007;3689;53595;3142;53591;Población;12425.0;A
2007;3689;53595;3143;53591;Población;51900.0;A
2007;3689;53596;2352;53591;Población;1225.0;A
2007;3689;53596;2402;53591;Población;1425.0;A
2007;3689;53596;2482;53591;Población;2075.0;A
2007;3689;53596;2713;53591;Población;2475.0;A
2007;3689;53596;2797;53591;Población;1125.0;A
2007;3689;53596;2911;53591;Población;1125.0;A
2007;3689;53596;3023;53591;Población;3050.0;A
2007;3689;53596;3142;53591;Población;3000.0;A
2007;3689;53596;3143;53591;Población;15500.0;A
2007;3689;53597;2352;53591;Población;47525.0;A
2007;3689;53597;2402;53591;Población;75575.0;A
2007;3689;53597;2482;53591;Población;56425.0;A
2007;3689;53597;2713;53591;Población;52925.0;A
2007;3689;53597;2797;53591;Población;42075.0;A
2007;3689;53597;2911;53591;Población;51900.0;A
2007;3689;53597;3023;53591;Población;72300.0;A
2007;3689;53597;3142;53591;Población;111300.0;A
2007;3689;53597;3143;53591;Población;510025.0;A
2007;3689;53593;2352;53591;Población;191200.0;A
2007;3689;53593;2402;53591;Población;321325.0;A
2007;3689;53593;2482;53591;Población;216800.0;A
2007;3689;53593;2713;53591;Población;239275.0;A
2007;3689;53593;2797;53591;Población;145700.0;A
2007;3689;53593;2911;53591;Población;176625.0;A
2007;3689;53593;3023;53591;Población;410725.0;A
2007;3689;53593;3142;53591;Población;513925.0;A
2007;3689;53593;3143;53591;Población;2215575.0;A
2007;3690;53594;2352;53591;Población;89250.0;A
2007;3690;53594;2402;53591;Población;154450.0;A
2007;3690;53594;2482;53591;Población;93225.0;A
2007;3690;53594;2713;53591;Población;118625.0;A
2007;3690;53594;2797;53591;Población;75150.0;A
2007;3690;53594;2911;53591;Población;78075.0;A
2007;3690;53594;3023;53591;Población;232975.0;A
2007;3690;53594;3142;53591;Población;257525.0;A
2007;3690;53594;3143;53591;Población;1099275.0;A
2007;3690;53595;2352;53591;Población;4325.0;A
2007;3690;53595;2402;53591;Población;15275.0;A
2007;3690;53595;2482;53591;Población;7200.0;A
2007;3690;53595;2713;53591;Población;6025.0;A
2007;3690;53595;2797;53591;Población;3475.0;A
2007;3690;53595;2911;53591;Población;4625.0;A
2007;3690;53595;3023;53591;Población;13650.0;A
2007;3690;53595;3142;53591;Población;17525.0;A
2007;3690;53595;3143;53591;Población;72100.0;A
2007;3690;53596;2352;53591;Población;2225.0;A
2007;3690;53596;2402;53591;Población;1400.0;A
2007;3690;53596;2482;53591;Población;2650.0;A
2007;3690;53596;2713;53591;Población;4075.0;A
2007;3690;53596;2797;53591;Población;1475.0;A
2007;3690;53596;2911;53591;Población;2125.0;A
2007;3690;53596;3023;53591;Población;3600.0;A
2007;3690;53596;3142;53591;Población;4225.0;A
2007;3690;53596;3143;53591;Población;21775.0;A
2007;3690;53597;2352;53591;Población;41750.0;A
2007;3690;53597;2402;53591;Población;53400.0;A
2007;3690;53597;2482;53591;Población;60325.0;A
2007;3690;53597;2713;53591;Población;60875.0;A
2007;3690;53597;2797;53591;Población;49075.0;A
2007;3690;53597;2911;53591;Población;47725.0;A
2007;3690;53597;3023;53591;Población;66325.0;A
2007;3690;53597;3142;53591;Población;118775.0;A
2007;3690;53597;3143;53591;Población;498250.0;A
2007;3690;53593;2352;53591;Población;137550.0;A
2007;3690;53593;2402;53591;Población;224525.0;A
2007;3690;53593;2482;53591;Población;163400.0;A
2007;3690;53593;2713;53591;Población;189600.0;A
2007;3690;53593;2797;53591;Población;129175.0;A
2007;3690;53593;2911;53591;Población;132550.0;A
2007;3690;53593;3023;53591;Población;316550.0;A
2007;3690;53593;3142;53591;Población;398050.0;A
2007;3690;53593;3143;53591;Población;1691400.0;A
2007;3691;53594;2352;53591;Población;228725.0;A
2007;3691;53594;2402;53591;Población;388450.0;A
2007;3691;53594;2482;53591;Población;246700.0;A
2007;3691;53594;2713;53591;Población;297700.0;A
2007;3691;53594;2797;53591;Población;174350.0;A
2007;3691;53594;2911;53591;Población;199100.0;A
2007;3691;53594;3023;53591;Población;557675.0;A
2007;3691;53594;3142;53591;Población;644725.0;A
2007;3691;53594;3143;53591;Población;2737425.0;A
2007;3691;53595;2352;53591;Población;7300.0;A
2007;3691;53595;2402;53591;Población;25600.0;A
2007;3691;53595;2482;53591;Población;12025.0;A
2007;3691;53595;2713;53591;Población;10825.0;A
2007;3691;53595;2797;53591;Población;6775.0;A
2007;3691;53595;2911;53591;Población;7200.0;A
2007;3691;53595;3023;53591;Población;24325.0;A
2007;3691;53595;3142;53591;Población;29950.0;A
2007;3691;53595;3143;53591;Población;124000.0;A
2007;3691;53596;2352;53591;Población;3450.0;A
2007;3691;53596;2402;53591;Población;2825.0;A
2007;3691;53596;2482;53591;Población;4725.0;A
2007;3691;53596;2713;53591;Población;6550.0;A
2007;3691;53596;2797;53591;Población;2600.0;A
2007;3691;53596;2911;53591;Población;3250.0;A
2007;3691;53596;3023;53591;Población;6650.0;A
2007;3691;53596;3142;53591;Población;7225.0;A
2007;3691;53596;3143;53591;Población;37275.0;A
2007;3691;53597;2352;53591;Población;89275.0;A
2007;3691;53597;2402;53591;Población;128975.0;A
2007;3691;53597;2482;53591;Población;116750.0;A
2007;3691;53597;2713;53591;Población;113800.0;A
2007;3691;53597;2797;53591;Población;91150.0;A
2007;3691;53597;2911;53591;Población;99625.0;A
2007;3691;53597;3023;53591;Población;138625.0;A
2007;3691;53597;3142;53591;Población;230075.0;A
2007;3691;53597;3143;53591;Población;1008275.0;A
2007;3691;53593;2352;53591;Población;328750.0;A
2007;3691;53593;2402;53591;Población;545850.0;A
2007;3691;53593;2482;53591;Población;380200.0;A
2007;3691;53593;2713;53591;Población;428875.0;A
2007;3691;53593;2797;53591;Población;274875.0;A
2007;3691;53593;2911;53591;Población;309175.0;A
2007;3691;53593;3023;53591;Población;727275.0;A
2007;3691;53593;3142;53591;Población;911975.0;A
2007;3691;53593;3143;53591;Población;3906975.0;A
2008;3689;53594;2352;53591;Población;122950.0;A
2008;3689;53594;2402;53591;Población;207300.0;A
2008;3689;53594;2482;53591;Población;141125.0;A
2008;3689;53594;2713;53591;Población;160575.0;A
2008;3689;53594;2797;53591;Población;89600.0;A
2008;3689;53594;2911;53591;Población;111425.0;A
2008;3689;53594;3023;53591;Población;289025.0;A
2008;3689;53594;3142;53591;Población;350375.0;A
2008;3689;53594;3143;53591;Población;1472375.0;A
2008;3689;53595;2352;53591;Población;5975.0;A
2008;3689;53595;2402;53591;Población;15525.0;A
2008;3689;53595;2482;53591;Población;6425.0;A
2008;3689;53595;2713;53591;Población;7800.0;A
2008;3689;53595;2797;53591;Población;3825.0;A
2008;3689;53595;2911;53591;Población;3400.0;A
2008;3689;53595;3023;53591;Población;14725.0;A
2008;3689;53595;3142;53591;Población;17500.0;A
2008;3689;53595;3143;53591;Población;75175.0;A
2008;3689;53596;2352;53591;Población;1175.0;A
2008;3689;53596;2402;53591;Población;1850.0;A
2008;3689;53596;2482;53591;Población;2025.0;A
2008;3689;53596;2713;53591;Población;2350.0;A
2008;3689;53596;2797;53591;Población;1125.0;A
2008;3689;53596;2911;53591;Población;1350.0;A
2008;3689;53596;3023;53591;Población;2625.0;A
2008;3689;53596;3142;53591;Población;2800.0;A
2008;3689;53596;3143;53591;Población;15300.0;A
2008;3689;53597;2352;53591;Población;59425.0;A
2008;3689;53597;2402;53591;Población;92775.0;A
2008;3689;53597;2482;53591;Población;67725.0;A
2008;3689;53597;2713;53591;Población;66375.0;A
2008;3689;53597;2797;53591;Población;50700.0;A
2008;3689;53597;2911;53591;Población;60725.0;A
2008;3689;53597;3023;53591;Población;98650.0;A
2008;3689;53597;3142;53591;Población;143375.0;A
2008;3689;53597;3143;53591;Población;639750.0;A
2008;3689;53593;2352;53591;Población;189525.0;A
2008;3689;53593;2402;53591;Población;317450.0;A
2008;3689;53593;2482;53591;Población;217300.0;A
2008;3689;53593;2713;53591;Población;237100.0;A
2008;3689;53593;2797;53591;Población;145250.0;A
2008;3689;53593;2911;53591;Población;176900.0;A
2008;3689;53593;3023;53591;Población;405025.0;A
2008;3689;53593;3142;53591;Población;514050.0;A
2008;3689;53593;3143;53591;Población;2202600.0;A
2008;3690;53594;2352;53591;Población;87675.0;A
2008;3690;53594;2402;53591;Población;150775.0;A
2008;3690;53594;2482;53591;Población;93300.0;A
2008;3690;53594;2713;53591;Población;114025.0;A
2008;3690;53594;2797;53591;Población;80575.0;A
2008;3690;53594;2911;53591;Población;76750.0;A
2008;3690;53594;3023;53591;Población;224650.0;A
2008;3690;53594;3142;53591;Población;253975.0;A
2008;3690;53594;3143;53591;Población;1081725.0;A
2008;3690;53595;2352;53591;Población;5050.0;A
2008;3690;53595;2402;53591;Población;21575.0;A
2008;3690;53595;2482;53591;Población;9350.0;A
2008;3690;53595;2713;53591;Población;7400.0;A
2008;3690;53595;2797;53591;Población;4650.0;A
2008;3690;53595;2911;53591;Población;6050.0;A
2008;3690;53595;3023;53591;Población;17575.0;A
2008;3690;53595;3142;53591;Población;23450.0;A
2008;3690;53595;3143;53591;Población;95100.0;A
2008;3690;53596;2352;53591;Población;4025.0;A
2008;3690;53596;2402;53591;Población;5325.0;A
2008;3690;53596;2482;53591;Población;4050.0;A
2008;3690;53596;2713;53591;Población;4925.0;A
2008;3690;53596;2797;53591;Población;2625.0;A
2008;3690;53596;2911;53591;Población;4575.0;A
2008;3690;53596;3023;53591;Población;6650.0;A
2008;3690;53596;3142;53591;Población;6650.0;A
2008;3690;53596;3143;53591;Población;38825.0;A
2008;3690;53597;2352;53591;Población;47500.0;A
2008;3690;53597;2402;53591;Población;58275.0;A
2008;3690;53597;2482;53591;Población;62350.0;A
2008;3690;53597;2713;53591;Población;66350.0;A
2008;3690;53597;2797;53591;Población;50775.0;A
2008;3690;53597;2911;53591;Población;49325.0;A
2008;3690;53597;3023;53591;Población;74225.0;A
2008;3690;53597;3142;53591;Población;125925.0;A
2008;3690;53597;3143;53591;Población;534725.0;A
2008;3690;53593;2352;53591;Población;144250.0;A
2008;3690;53593;2402;53591;Población;235950.0;A
2008;3690;53593;2482;53591;Población;169050.0;A
2008;3690;53593;2713;53591;Población;192700.0;A
2008;3690;53593;2797;53591;Población;138625.0;A
2008;3690;53593;2911;53591;Población;136700.0;A
2008;3690;53593;3023;53591;Población;323100.0;A
2008;3690;53593;3142;53591;Población;410000.0;A
2008;3690;53593;3143;53591;Población;1750375.0;A
2008;3691;53594;2352;53591;Población;210625.0;A
2008;3691;53594;2402;53591;Población;358075.0;A
2008;3691;53594;2482;53591;Población;234425.0;A
2008;3691;53594;2713;53591;Población;274600.0;A
2008;3691;53594;2797;53591;Población;170175.0;A
2008;3691;53594;2911;53591;Población;188175.0;A
2008;3691;53594;3023;53591;Población;513675.0;A
2008;3691;53594;3142;53591;Población;604350.0;A
2008;3691;53594;3143;53591;Población;2554100.0;A
2008;3691;53595;2352;53591;Población;11025.0;A
2008;3691;53595;2402;53591;Población;37100.0;A
2008;3691;53595;2482;53591;Población;15775.0;A
2008;3691;53595;2713;53591;Población;15200.0;A
2008;3691;53595;2797;53591;Población;8475.0;A
2008;3691;53595;2911;53591;Población;9450.0;A
2008;3691;53595;3023;53591;Población;32300.0;A
2008;3691;53595;3142;53591;Población;40950.0;A
2008;3691;53595;3143;53591;Población;170275.0;A
2008;3691;53596;2352;53591;Población;5200.0;A
2008;3691;53596;2402;53591;Población;7175.0;A
2008;3691;53596;2482;53591;Población;6075.0;A
2008;3691;53596;2713;53591;Población;7275.0;A
2008;3691;53596;2797;53591;Población;3750.0;A
2008;3691;53596;2911;53591;Población;5925.0;A
2008;3691;53596;3023;53591;Población;9275.0;A
2008;3691;53596;3142;53591;Población;9450.0;A
2008;3691;53596;3143;53591;Población;54125.0;A
2008;3691;53597;2352;53591;Población;106925.0;A
2008;3691;53597;2402;53591;Población;151050.0;A
2008;3691;53597;2482;53591;Población;130075.0;A
2008;3691;53597;2713;53591;Población;132725.0;A
2008;3691;53597;2797;53591;Población;101475.0;A
2008;3691;53597;2911;53591;Población;110050.0;A
2008;3691;53597;3023;53591;Población;172875.0;A
2008;3691;53597;3142;53591;Población;269300.0;A
2008;3691;53597;3143;53591;Población;1174475.0;A
2008;3691;53593;2352;53591;Población;333775.0;A
2008;3691;53593;2402;53591;Población;553400.0;A
2008;3691;53593;2482;53591;Población;386350.0;A
2008;3691;53593;2713;53591;Población;429800.0;A
2008;3691;53593;2797;53591;Población;283875.0;A
2008;3691;53593;2911;53591;Población;313600.0;A
2008;3691;53593;3023;53591;Población;728125.0;A
2008;3691;53593;3142;53591;Población;924050.0;A
2008;3691;53593;3143;53591;Población;3952975.0;A
2009;3689;53594;2352;53591;Población;106825.0;A
2009;3689;53594;2402;53591;Población;183750.0;A
2009;3689;53594;2482;53591;Población;121950.0;A
2009;3689;53594;2713;53591;Población;139750.0;A
2009;3689;53594;2797;53591;Población;77925.0;A
2009;3689;53594;2911;53591;Población;91400.0;A
2009;3689;53594;3023;53591;Población;258050.0;A
2009;3689;53594;3142;53591;Población;314000.0;A
2009;3689;53594;3143;53591;Población;1293650.0;A
2009;3689;53595;2352;53591;Población;12950.0;A
2009;3689;53595;2402;53591;Población;22800.0;A
2009;3689;53595;2482;53591;Población;10825.0;A
2009;3689;53595;2713;53591;Población;14100.0;A
2009;3689;53595;2797;53591;Población;6400.0;A
2009;3689;53595;2911;53591;Población;5100.0;A
2009;3689;53595;3023;53591;Población;29850.0;A
2009;3689;53595;3142;53591;Población;31875.0;A
2009;3689;53595;3143;53591;Población;133900.0;A
2009;3689;53596;2352;53591;Población;1300.0;A
2009;3689;53596;2402;53591;Población;2400.0;A
2009;3689;53596;2482;53591;Población;1900.0;A
2009;3689;53596;2713;53591;Población;2550.0;A
2009;3689;53596;2797;53591;Población;1150.0;A
2009;3689;53596;2911;53591;Población;1500.0;A
2009;3689;53596;3023;53591;Población;2825.0;A
2009;3689;53596;3142;53591;Población;3000.0;A
2009;3689;53596;3143;53591;Población;16625.0;A
2009;3689;53597;2352;53591;Población;65925.0;A
2009;3689;53597;2402;53591;Población;98000.0;A
2009;3689;53597;2482;53591;Población;76650.0;A
2009;3689;53597;2713;53591;Población;73175.0;A
2009;3689;53597;2797;53591;Población;58800.0;A
2009;3689;53597;2911;53591;Población;76175.0;A
2009;3689;53597;3023;53591;Población;103650.0;A
2009;3689;53597;3142;53591;Población;155425.0;A
2009;3689;53597;3143;53591;Población;707800.0;A
2009;3689;53593;2352;53591;Población;187000.0;A
2009;3689;53593;2402;53591;Población;306950.0;A
2009;3689;53593;2482;53591;Población;211325.0;A
2009;3689;53593;2713;53591;Población;229575.0;A
2009;3689;53593;2797;53591;Población;144275.0;A
2009;3689;53593;2911;53591;Población;174175.0;A
2009;3689;53593;3023;53591;Población;394375.0;A
2009;3689;53593;3142;53591;Población;504300.0;A
2009;3689;53593;3143;53591;Población;2151975.0;A
2009;3690;53594;2352;53591;Población;81725.0;A
2009;3690;53594;2402;53591;Población;138925.0;A
2009;3690;53594;2482;53591;Población;87825.0;A
2009;3690;53594;2713;53591;Población;108225.0;A
2009;3690;53594;2797;53591;Población;53125.0;A
2009;3690;53594;2911;53591;Población;68275.0;A
2009;3690;53594;3023;53591;Población;211225.0;A
2009;3690;53594;3142;53591;Población;242125.0;A
2009;3690;53594;3143;53591;Población;991450.0;A
2009;3690;53595;2352;53591;Población;8600.0;A
2009;3690;53595;2402;53591;Población;27725.0;A
2009;3690;53595;2482;53591;Población;11325.0;A
2009;3690;53595;2713;53591;Población;11475.0;A
2009;3690;53595;2797;53591;Población;5700.0;A
2009;3690;53595;2911;53591;Población;7875.0;A
2009;3690;53595;3023;53591;Población;24900.0;A
2009;3690;53595;3142;53591;Población;31950.0;A
2009;3690;53595;3143;53591;Población;129550.0;A
2009;3690;53596;2352;53591;Población;6175.0;A
2009;3690;53596;2402;53591;Población;8450.0;A
2009;3690;53596;2482;53591;Población;5900.0;A
2009;3690;53596;2713;53591;Población;6550.0;A
2009;3690;53596;2797;53591;Población;4425.0;A
2009;3690;53596;2911;53591;Población;7450.0;A
2009;3690;53596;3023;53591;Población;9225.0;A
2009;3690;53596;3142;53591;Población;9200.0;A
2009;3690;53596;3143;53591;Población;57375.0;A
2009;3690;53597;2352;53591;Población;50225.0;A
2009;3690;53597;2402;53591;Población;65025.0;A
2009;3690;53597;2482;53591;Población;64050.0;A
2009;3690;53597;2713;53591;Población;66425.0;A
2009;3690;53597;2797;53591;Población;75625.0;A
2009;3690;53597;2911;53591;Población;55475.0;A
2009;3690;53597;3023;53591;Población;79875.0;A
2009;3690;53597;3142;53591;Población;127600.0;A
2009;3690;53597;3143;53591;Población;584300.0;A
2009;3690;53593;2352;53591;Población;146725.0;A
2009;3690;53593;2402;53591;Población;240125.0;A
2009;3690;53593;2482;53591;Población;169100.0;A
2009;3690;53593;2713;53591;Población;192675.0;A
2009;3690;53593;2797;53591;Población;138875.0;A
2009;3690;53593;2911;53591;Población;139075.0;A
2009;3690;53593;3023;53591;Población;325225.0;A
2009;3690;53593;3142;53591;Población;410875.0;A
2009;3690;53593;3143;53591;Población;1762675.0;A
2009;3691;53594;2352;53591;Población;188550.0;A
2009;3691;53594;2402;53591;Población;322675.0;A
2009;3691;53594;2482;53591;Población;209775.0;A
2009;3691;53594;2713;53591;Población;247975.0;A
2009;3691;53594;2797;53591;Población;131050.0;A
2009;3691;53594;2911;53591;Población;159675.0;A
2009;3691;53594;3023;53591;Población;469275.0;A
2009;3691;53594;3142;53591;Población;556125.0;A
2009;3691;53594;3143;53591;Población;2285100.0;A
2009;3691;53595;2352;53591;Población;21550.0;A
2009;3691;53595;2402;53591;Población;50525.0;A
2009;3691;53595;2482;53591;Población;22150.0;A
2009;3691;53595;2713;53591;Población;25575.0;A
2009;3691;53595;2797;53591;Población;12100.0;A
2009;3691;53595;2911;53591;Población;12975.0;A
2009;3691;53595;3023;53591;Población;54750.0;A
2009;3691;53595;3142;53591;Población;63825.0;A
2009;3691;53595;3143;53591;Población;263450.0;A
2009;3691;53596;2352;53591;Población;7475.0;A
2009;3691;53596;2402;53591;Población;10850.0;A
2009;3691;53596;2482;53591;Población;7800.0;A
2009;3691;53596;2713;53591;Población;9100.0;A
2009;3691;53596;2797;53591;Población;5575.0;A
2009;3691;53596;2911;53591;Población;8950.0;A
2009;3691;53596;3023;53591;Población;12050.0;A
2009;3691;53596;3142;53591;Población;12200.0;A
2009;3691;53596;3143;53591;Población;74000.0;A
2009;3691;53597;2352;53591;Población;116150.0;A
2009;3691;53597;2402;53591;Población;163025.0;A
2009;3691;53597;2482;53591;Población;140700.0;A
2009;3691;53597;2713;53591;Población;139600.0;A
2009;3691;53597;2797;53591;Población;134425.0;A
2009;3691;53597;2911;53591;Población;131650.0;A
2009;3691;53597;3023;53591;Población;183525.0;A
2009;3691;53597;3142;53591;Población;283025.0;A
2009;3691;53597;3143;53591;Población;1292100.0;A
2009;3691;53593;2352;53591;Población;333725.0;A
2009;3691;53593;2402;53591;Población;547075.0;A
2009;3691;53593;2482;53591;Población;380425.0;A
2009;3691;53593;2713;53591;Población;422250.0;A
2009;3691;53593;2797;53591;Población;283150.0;A
2009;3691;53593;2911;53591;Población;313250.0;A
2009;3691;53593;3023;53591;Población;719600.0;A
2009;3691;53593;3142;53591;Población;915175.0;A
2009;3691;53593;3143;53591;Población;3914650.0;A
2010;3689;53594;2352;53591;Población;99800.0;A
2010;3689;53594;2402;53591;Población;178225.0;A
2010;3689;53594;2482;53591;Población;117325.0;A
2010;3689;53594;2713;53591;Población;133725.0;A
2010;3689;53594;2797;53591;Población;73125.0;A
2010;3689;53594;2911;53591;Población;87200.0;A
2010;3689;53594;3023;53591;Población;245275.0;A
2010;3689;53594;3142;53591;Población;302375.0;A
2010;3689;53594;3143;53591;Población;1237050.0;A
2010;3689;53595;2352;53591;Población;18075.0;A
2010;3689;53595;2402;53591;Población;30275.0;A
