D_TEMPORAL_0;D_SEXO_0;D_MCVL_TIPOCOTIZACION_0;D_TERRITORIO_0;D_MCVL_COTIZANTE_0;INDICATOR;OBS_VALUE;FREQ
2010;3689;53595;2482;53591;Población;13875.0;A
2010;3689;53595;2713;53591;Población;18950.0;A
2010;3689;53595;2797;53591;Población;8975.0;A
2010;3689;53595;2911;53591;Población;5875.0;A
2010;3689;53595;3023;53591;Población;39825.0;A
2010;3689;53595;3142;53591;Población;39025.0;A
2010;3689;53595;3143;53591;Población;174875.0;A
2010;3689;53596;2352;53591;Población;1275.0;A
2010;3689;53596;2402;53591;Población;2825.0;A
2010;3689;53596;2482;53591;Población;2075.0;A
2010;3689;53596;2713;53591;Población;2450.0;A
2010;3689;53596;2797;53591;Población;1050.0;A
2010;3689;53596;2911;53591;Población;1225.0;A
2010;3689;53596;3023;53591;Población;2725.0;A
2010;3689;53596;3142;53591;Población;2725.0;A
2010;3689;53596;3143;53591;Población;16350.0;A
2010;3689;53597;2352;53591;Población;67225.0;A
2010;3689;53597;2402;53591;Población;93100.0;A
2010;3689;53597;2482;53591;Población;77175.0;A
2010;3689;53597;2713;53591;Población;73100.0;A
2010;3689;53597;2797;53591;Población;59875.0;A
2010;3689;53597;2911;53591;Población;80400.0;A
2010;3689;53597;3023;53591;Población;103275.0;A
2010;3689;53597;3142;53591;Población;155200.0;A
2010;3689;53597;3143;53591;Población;709350.0;A
2010;3689;53593;2352;53591;Población;186375.0;A
2010;3689;53593;2402;53591;Población;304425.0;A
2010;3689;53593;2482;53591;Población;210450.0;A
2010;3689;53593;2713;53591;Población;228225.0;A
2010;3689;53593;2797;53591;Población;143025.0;A
2010;3689;53593;2911;53591;Población;174700.0;A
2010;3689;53593;3023;53591;Población;391100.0;A
2010;3689;53593;3142;53591;Población;499325.0;A
2010;3689;53593;3143;53591;Población;2137625.0;A
2010;3690;53594;2352;53591;Población;78900.0;A
2010;3690;53594;2402;53591;Población;132775.0;A
2010;3690;53594;2482;53591;Población;87400.0;A
2010;3690;53594;2713;53591;Población;104375.0;A
2010;3690;53594;2797;53591;Población;51050.0;A
2010;3690;53594;2911;53591;Población;67075.0;A
2010;3690;53594;3023;53591;Población;208700.0;A
2010;3690;53594;3142;53591;Población;237075.0;A
2010;3690;53594;3143;53591;Población;967350.0;A
2010;3690;53595;2352;53591;Población;11700.0;A
2010;3690;53595;2402;53591;Población;34475.0;A
2010;3690;53595;2482;53591;Población;13225.0;A
2010;3690;53595;2713;53591;Población;15300.0;A
2010;3690;53595;2797;53591;Población;8125.0;A
2010;3690;53595;2911;53591;Población;9000.0;A
2010;3690;53595;3023;53591;Población;33075.0;A
2010;3690;53595;3142;53591;Población;38175.0;A
2010;3690;53595;3143;53591;Población;163075.0;A
2010;3690;53596;2352;53591;Población;5750.0;A
2010;3690;53596;2402;53591;Población;9875.0;A
2010;3690;53596;2482;53591;Población;6550.0;A
2010;3690;53596;2713;53591;Población;7750.0;A
2010;3690;53596;2797;53591;Población;4575.0;A
2010;3690;53596;2911;53591;Población;7850.0;A
2010;3690;53596;3023;53591;Población;11175.0;A
2010;3690;53596;3142;53591;Población;11125.0;A
2010;3690;53596;3143;53591;Población;64650.0;A
2010;3690;53597;2352;53591;Población;51300.0;A
2010;3690;53597;2402;53591;Población;65900.0;A
2010;3690;53597;2482;53591;Población;63875.0;A
2010;3690;53597;2713;53591;Población;66300.0;A
2010;3690;53597;2797;53591;Población;72900.0;A
2010;3690;53597;2911;53591;Población;56350.0;A
2010;3690;53597;3023;53591;Población;81525.0;A
2010;3690;53597;3142;53591;Población;129175.0;A
2010;3690;53597;3143;53591;Población;587325.0;A
2010;3690;53593;2352;53591;Población;147650.0;A
2010;3690;53593;2402;53591;Población;243025.0;A
2010;3690;53593;2482;53591;Población;171050.0;A
2010;3690;53593;2713;53591;Población;193725.0;A
2010;3690;53593;2797;53591;Población;136650.0;A
2010;3690;53593;2911;53591;Población;140275.0;A
2010;3690;53593;3023;53591;Población;334475.0;A
2010;3690;53593;3142;53591;Población;415550.0;A
2010;3690;53593;3143;53591;Población;1782400.0;A
2010;3691;53594;2352;53591;Población;178700.0;A
2010;3691;53594;2402;53591;Población;311000.0;A
2010;3691;53594;2482;53591;Población;204725.0;A
2010;3691;53594;2713;53591;Población;238100.0;A
2010;3691;53594;2797;53591;Población;124175.0;A
2010;3691;53594;2911;53591;Población;154275.0;A
2010;3691;53594;3023;53591;Población;453975.0;A
2010;3691;53594;3142;53591;Población;539450.0;A
2010;3691;53594;3143;53591;Población;2204400.0;A
2010;3691;53595;2352;53591;Población;29775.0;A
2010;3691;53595;2402;53591;Población;64750.0;A
2010;3691;53595;2482;53591;Población;27100.0;A
2010;3691;53595;2713;53591;Población;34250.0;A
2010;3691;53595;2797;53591;Población;17100.0;A
2010;3691;53595;2911;53591;Población;14875.0;A
2010;3691;53595;3023;53591;Población;72900.0;A
2010;3691;53595;3142;53591;Población;77200.0;A
2010;3691;53595;3143;53591;Población;337950.0;A
2010;3691;53596;2352;53591;Población;7025.0;A
2010;3691;53596;2402;53591;Población;12700.0;A
2010;3691;53596;2482;53591;Población;8625.0;A
2010;3691;53596;2713;53591;Población;10200.0;A
2010;3691;53596;2797;53591;Población;5625.0;A
2010;3691;53596;2911;53591;Población;9075.0;A
2010;3691;53596;3023;53591;Población;13900.0;A
2010;3691;53596;3142;53591;Población;13850.0;A
2010;3691;53596;3143;53591;Población;81000.0;A
2010;3691;53597;2352;53591;Población;118525.0;A
2010;3691;53597;2402;53591;Población;159000.0;A
2010;3691;53597;2482;53591;Población;141050.0;A
2010;3691;53597;2713;53591;Población;139400.0;A
2010;3691;53597;2797;53591;Población;132775.0;A
2010;3691;53597;2911;53591;Población;136750.0;A
2010;3691;53597;3023;53591;Población;184800.0;A
2010;3691;53597;3142;53591;Población;284375.0;A
2010;3691;53597;3143;53591;Población;1296675.0;A
2010;3691;53593;2352;53591;Población;334025.0;A
2010;3691;53593;2402;53591;Población;547450.0;A
2010;3691;53593;2482;53591;Población;381500.0;A
2010;3691;53593;2713;53591;Población;421950.0;A
2010;3691;53593;2797;53591;Población;279675.0;A
2010;3691;53593;2911;53591;Población;314975.0;A
2010;3691;53593;3023;53591;Población;725575.0;A
2010;3691;53593;3142;53591;Población;914875.0;A
2010;3691;53593;3143;53591;Población;3920025.0;A
2011;3689;53594;2352;53591;Población;97700.0;A
2011;3689;53594;2402;53591;Población;173850.0;A
2011;3689;53594;2482;53591;Población;115025.0;A
2011;3689;53594;2713;53591;Población;132775.0;A
2011;3689;53594;2797;53591;Población;71825.0;A
2011;3689;53594;2911;53591;Población;85475.0;A
2011;3689;53594;3023;53591;Población;244750.0;A
2011;3689;53594;3142;53591;Población;299550.0;A
2011;3689;53594;3143;53591;Población;1220950.0;A
2011;3689;53595;2352;53591;Población;17075.0;A
2011;3689;53595;2402;53591;Población;29150.0;A
2011;3689;53595;2482;53591;Población;13075.0;A
2011;3689;53595;2713;53591;Población;19275.0;A
2011;3689;53595;2797;53591;Población;9850.0;A
2011;3689;53595;2911;53591;Población;6750.0;A
2011;3689;53595;3023;53591;Población;36875.0;A
2011;3689;53595;3142;53591;Población;38900.0;A
2011;3689;53595;3143;53591;Población;170950.0;A
2011;3689;53596;2352;53591;Población;1350.0;A
2011;3689;53596;2402;53591;Población;3450.0;A
2011;3689;53596;2482;53591;Población;1925.0;A
2011;3689;53596;2713;53591;Población;2050.0;A
2011;3689;53596;2797;53591;Población;1025.0;A
2011;3689;53596;2911;53591;Población;1375.0;A
2011;3689;53596;3023;53591;Población;2850.0;A
2011;3689;53596;3142;53591;Población;2850.0;A
2011;3689;53596;3143;53591;Población;16875.0;A
2011;3689;53597;2352;53591;Población;66350.0;A
2011;3689;53597;2402;53591;Población;90175.0;A
2011;3689;53597;2482;53591;Población;77050.0;A
2011;3689;53597;2713;53591;Población;70950.0;A
2011;3689;53597;2797;53591;Población;57600.0;A
2011;3689;53597;2911;53591;Población;80325.0;A
2011;3689;53597;3023;53591;Población;98575.0;A
2011;3689;53597;3142;53591;Población;149950.0;A
2011;3689;53597;3143;53591;Población;690975.0;A
2011;3689;53593;2352;53591;Población;182475.0;A
2011;3689;53593;2402;53591;Población;296625.0;A
2011;3689;53593;2482;53591;Población;207075.0;A
2011;3689;53593;2713;53591;Población;225050.0;A
2011;3689;53593;2797;53591;Población;140300.0;A
2011;3689;53593;2911;53591;Población;173925.0;A
2011;3689;53593;3023;53591;Población;383050.0;A
2011;3689;53593;3142;53591;Población;491250.0;A
2011;3689;53593;3143;53591;Población;2099750.0;A
2011;3690;53594;2352;53591;Población;78025.0;A
2011;3690;53594;2402;53591;Población;130700.0;A
2011;3690;53594;2482;53591;Población;87125.0;A
2011;3690;53594;2713;53591;Población;105550.0;A
2011;3690;53594;2797;53591;Población;50850.0;A
2011;3690;53594;2911;53591;Población;67325.0;A
2011;3690;53594;3023;53591;Población;207300.0;A
2011;3690;53594;3142;53591;Población;237650.0;A
2011;3690;53594;3143;53591;Población;964525.0;A
2011;3690;53595;2352;53591;Población;12725.0;A
2011;3690;53595;2402;53591;Población;32975.0;A
2011;3690;53595;2482;53591;Población;13650.0;A
2011;3690;53595;2713;53591;Población;14825.0;A
2011;3690;53595;2797;53591;Población;8925.0;A
2011;3690;53595;2911;53591;Población;8600.0;A
2011;3690;53595;3023;53591;Población;33475.0;A
2011;3690;53595;3142;53591;Población;37925.0;A
2011;3690;53595;3143;53591;Población;163100.0;A
2011;3690;53596;2352;53591;Población;5375.0;A
2011;3690;53596;2402;53591;Población;9500.0;A
2011;3690;53596;2482;53591;Población;6250.0;A
2011;3690;53596;2713;53591;Población;7875.0;A
2011;3690;53596;2797;53591;Población;4725.0;A
2011;3690;53596;2911;53591;Población;7750.0;A
2011;3690;53596;3023;53591;Población;11400.0;A
2011;3690;53596;3142;53591;Población;11350.0;A
2011;3690;53596;3143;53591;Población;64225.0;A
2011;3690;53597;2352;53591;Población;50750.0;A
2011;3690;53597;2402;53591;Población;67750.0;A
2011;3690;53597;2482;53591;Población;64950.0;A
2011;3690;53597;2713;53591;Población;66950.0;A
2011;3690;53597;2797;53591;Población;73000.0;A
2011;3690;53597;2911;53591;Población;55800.0;A
2011;3690;53597;3023;53591;Población;83250.0;A
2011;3690;53597;3142;53591;Población;128825.0;A
2011;3690;53597;3143;53591;Población;591275.0;A
2011;3690;53593;2352;53591;Población;146875.0;A
2011;3690;53593;2402;53591;Población;240925.0;A
2011;3690;53593;2482;53591;Población;171975.0;A
2011;3690;53593;2713;53591;Población;195200.0;A
2011;3690;53593;2797;53591;Población;137500.0;A
2011;3690;53593;2911;53591;Población;139475.0;A
2011;3690;53593;3023;53591;Población;335425.0;A
2011;3690;53593;3142;53591;Población;415750.0;A
2011;3690;53593;3143;53591;Población;1783125.0;A
2011;3691;53594;2352;53591;Población;175725.0;A
2011;3691;53594;2402;53591;Población;304550.0;A
2011;3691;53594;2482;53591;Población;202150.0;A
2011;3691;53594;2713;53591;Población;238325.0;A
2011;3691;53594;2797;53591;Población;122675.0;A
2011;3691;53594;2911;53591;Población;152800.0;A
2011;3691;53594;3023;53591;Población;452050.0;A
2011;3691;53594;3142;53591;Población;537200.0;A
2011;3691;53594;3143;53591;Población;2185475.0;A
2011;3691;53595;2352;53591;Población;29800.0;A
2011;3691;53595;2402;53591;Población;62125.0;A
2011;3691;53595;2482;53591;Población;26725.0;A
2011;3691;53595;2713;53591;Población;34100.0;A
2011;3691;53595;2797;53591;Población;18775.0;A
2011;3691;53595;2911;53591;Población;15350.0;A
2011;3691;53595;3023;53591;Población;70350.0;A
2011;3691;53595;3142;53591;Población;76825.0;A
2011;3691;53595;3143;53591;Población;334050.0;A
2011;3691;53596;2352;53591;Población;6725.0;A
2011;3691;53596;2402;53591;Población;12950.0;A
2011;3691;53596;2482;53591;Población;8175.0;A
2011;3691;53596;2713;53591;Población;9925.0;A
2011;3691;53596;2797;53591;Población;5750.0;A
2011;3691;53596;2911;53591;Población;9125.0;A
2011;3691;53596;3023;53591;Población;14250.0;A
2011;3691;53596;3142;53591;Población;14200.0;A
2011;3691;53596;3143;53591;Población;81100.0;A
2011;3691;53597;2352;53591;Población;117100.0;A
2011;3691;53597;2402;53591;Población;157925.0;A
2011;3691;53597;2482;53591;Población;142000.0;A
2011;3691;53597;2713;53591;Población;137900.0;A
2011;3691;53597;2797;53591;Población;130600.0;A
2011;3691;53597;2911;53591;Población;136125.0;A
2011;3691;53597;3023;53591;Población;181825.0;A
2011;3691;53597;3142;53591;Población;278775.0;A
2011;3691;53597;3143;53591;Población;1282250.0;A
2011;3691;53593;2352;53591;Población;329350.0;A
2011;3691;53593;2402;53591;Población;537550.0;A
2011;3691;53593;2482;53591;Población;379050.0;A
2011;3691;53593;2713;53591;Población;420250.0;A
2011;3691;53593;2797;53591;Población;277800.0;A
2011;3691;53593;2911;53591;Población;313400.0;A
2011;3691;53593;3023;53591;Población;718475.0;A
2011;3691;53593;3142;53591;Población;907000.0;A
2011;3691;53593;3143;53591;Población;3882875.0;A
2012;3689;53594;2352;53591;Población;97000.0;A
2012;3689;53594;2402;53591;Población;168800.0;A
2012;3689;53594;2482;53591;Población;112425.0;A
2012;3689;53594;2713;53591;Población;129900.0;A
2012;3689;53594;2797;53591;Población;71500.0;A
2012;3689;53594;2911;53591;Población;83675.0;A
2012;3689;53594;3023;53591;Población;237000.0;A
2012;3689;53594;3142;53591;Población;286925.0;A
2012;3689;53594;3143;53591;Población;1187225.0;A
2012;3689;53595;2352;53591;Población;17000.0;A
2012;3689;53595;2402;53591;Población;32175.0;A
2012;3689;53595;2482;53591;Población;13850.0;A
2012;3689;53595;2713;53591;Población;20075.0;A
2012;3689;53595;2797;53591;Población;10150.0;A
2012;3689;53595;2911;53591;Población;8700.0;A
2012;3689;53595;3023;53591;Población;38750.0;A
2012;3689;53595;3142;53591;Población;42575.0;A
2012;3689;53595;3143;53591;Población;183275.0;A
2012;3689;53596;2352;53591;Población;1800.0;A
2012;3689;53596;2402;53591;Población;3700.0;A
2012;3689;53596;2482;53591;Población;2650.0;A
2012;3689;53596;2713;53591;Población;2275.0;A
2012;3689;53596;2797;53591;Población;1700.0;A
2012;3689;53596;2911;53591;Población;1800.0;A
2012;3689;53596;3023;53591;Población;2700.0;A
2012;3689;53596;3142;53591;Población;3825.0;A
2012;3689;53596;3143;53591;Población;20450.0;A
2012;3689;53597;2352;53591;Población;62725.0;A
2012;3689;53597;2402;53591;Población;82400.0;A
2012;3689;53597;2482;53591;Población;73800.0;A
2012;3689;53597;2713;53591;Población;66725.0;A
2012;3689;53597;2797;53591;Población;53925.0;A
2012;3689;53597;2911;53591;Población;73625.0;A
2012;3689;53597;3023;53591;Población;95525.0;A
2012;3689;53597;3142;53591;Población;142900.0;A
2012;3689;53597;3143;53591;Población;651625.0;A
2012;3689;53593;2352;53591;Población;178525.0;A
2012;3689;53593;2402;53591;Población;287075.0;A
2012;3689;53593;2482;53591;Población;202725.0;A
2012;3689;53593;2713;53591;Población;218975.0;A
2012;3689;53593;2797;53591;Población;137275.0;A
2012;3689;53593;2911;53591;Población;167800.0;A
2012;3689;53593;3023;53591;Población;373975.0;A
2012;3689;53593;3142;53591;Población;476225.0;A
2012;3689;53593;3143;53591;Población;2042575.0;A
2012;3690;53594;2352;53591;Población;78800.0;A
2012;3690;53594;2402;53591;Población;130525.0;A
2012;3690;53594;2482;53591;Población;87050.0;A
2012;3690;53594;2713;53591;Población;105250.0;A
2012;3690;53594;2797;53591;Población;53675.0;A
2012;3690;53594;2911;53591;Población;67225.0;A
2012;3690;53594;3023;53591;Población;205600.0;A
2012;3690;53594;3142;53591;Población;235550.0;A
2012;3690;53594;3143;53591;Población;963675.0;A
2012;3690;53595;2352;53591;Población;11875.0;A
2012;3690;53595;2402;53591;Población;31825.0;A
2012;3690;53595;2482;53591;Población;13800.0;A
2012;3690;53595;2713;53591;Población;15950.0;A
2012;3690;53595;2797;53591;Población;8925.0;A
2012;3690;53595;2911;53591;Población;9275.0;A
2012;3690;53595;3023;53591;Población;35425.0;A
2012;3690;53595;3142;53591;Población;39650.0;A
2012;3690;53595;3143;53591;Población;166725.0;A
2012;3690;53596;2352;53591;Población;5225.0;A
2012;3690;53596;2402;53591;Población;9375.0;A
2012;3690;53596;2482;53591;Población;6475.0;A
2012;3690;53596;2713;53591;Población;7350.0;A
2012;3690;53596;2797;53591;Población;5850.0;A
2012;3690;53596;2911;53591;Población;6600.0;A
2012;3690;53596;3023;53591;Población;9875.0;A
2012;3690;53596;3142;53591;Población;10775.0;A
2012;3690;53596;3143;53591;Población;61525.0;A
2012;3690;53597;2352;53591;Población;49125.0;A
2012;3690;53597;2402;53591;Población;63875.0;A
2012;3690;53597;2482;53591;Población;62625.0;A
2012;3690;53597;2713;53591;Población;63475.0;A
2012;3690;53597;2797;53591;Población;62775.0;A
2012;3690;53597;2911;53591;Población;52525.0;A
2012;3690;53597;3023;53591;Población;82325.0;A
2012;3690;53597;3142;53591;Población;122400.0;A
2012;3690;53597;3143;53591;Población;559125.0;A
2012;3690;53593;2352;53591;Población;145025.0;A
2012;3690;53593;2402;53591;Población;235600.0;A
2012;3690;53593;2482;53591;Población;169950.0;A
2012;3690;53593;2713;53591;Población;192025.0;A
2012;3690;53593;2797;53591;Población;131225.0;A
2012;3690;53593;2911;53591;Población;135625.0;A
2012;3690;53593;3023;53591;Población;333225.0;A
2012;3690;53593;3142;53591;Población;408375.0;A
2012;3690;53593;3143;53591;Población;1751050.0;A
2012;3691;53594;2352;53591;Población;175800.0;A
2012;3691;53594;2402;53591;Población;299325.0;A
2012;3691;53594;2482;53591;Población;199475.0;A
2012;3691;53594;2713;53591;Población;235150.0;A
2012;3691;53594;2797;53591;Población;125175.0;A
2012;3691;53594;2911;53591;Población;150900.0;A
2012;3691;53594;3023;53591;Población;442600.0;A
2012;3691;53594;3142;53591;Población;522475.0;A
2012;3691;53594;3143;53591;Población;2150900.0;A
2012;3691;53595;2352;53591;Población;28875.0;A
2012;3691;53595;2402;53591;Población;64000.0;A
2012;3691;53595;2482;53591;Población;27650.0;A
2012;3691;53595;2713;53591;Población;36025.0;A
2012;3691;53595;2797;53591;Población;19075.0;A
2012;3691;53595;2911;53591;Población;17975.0;A
2012;3691;53595;3023;53591;Población;74175.0;A
2012;3691;53595;3142;53591;Población;82225.0;A
2012;3691;53595;3143;53591;Población;350000.0;A
2012;3691;53596;2352;53591;Población;7025.0;A
2012;3691;53596;2402;53591;Población;13075.0;A
2012;3691;53596;2482;53591;Población;9125.0;A
2012;3691;53596;2713;53591;Población;9625.0;A
2012;3691;53596;2797;53591;Población;7550.0;A
2012;3691;53596;2911;53591;Población;8400.0;A
2012;3691;53596;3023;53591;Población;12575.0;A
2012;3691;53596;3142;53591;Población;14600.0;A
2012;3691;53596;3143;53591;Población;81975.0;A
2012;3691;53597;2352;53591;Población;111850.0;A
2012;3691;53597;2402;53591;Población;146275.0;A
2012;3691;53597;2482;53591;Población;136425.0;A
2012;3691;53597;2713;53591;Población;130200.0;A
2012;3691;53597;2797;53591;Población;116700.0;A
2012;3691;53597;2911;53591;Población;126150.0;A
2012;3691;53597;3023;53591;Población;177850.0;A
2012;3691;53597;3142;53591;Población;265300.0;A
2012;3691;53597;3143;53591;Población;1210750.0;A
2012;3691;53593;2352;53591;Población;323550.0;A
2012;3691;53593;2402;53591;Población;522675.0;A
2012;3691;53593;2482;53591;Población;372675.0;A
2012;3691;53593;2713;53591;Población;411000.0;A
2012;3691;53593;2797;53591;Población;268500.0;A
2012;3691;53593;2911;53591;Población;303425.0;A
2012;3691;53593;3023;53591;Población;707200.0;A
2012;3691;53593;3142;53591;Población;884600.0;A
2012;3691;53593;3143;53591;Población;3793625.0;A
2013;3689;53594;2352;53591;Población;104450.0;A
2013;3689;53594;2402;53591;Población;168675.0;A
2013;3689;53594;2482;53591;Población;114050.0;A
2013;3689;53594;2713;53591;Población;133750.0;A
2013;3689;53594;2797;53591;Población;76225.0;A
2013;3689;53594;2911;53591;Población;94150.0;A
2013;3689;53594;3023;53591;Población;240950.0;A
2013;3689;53594;3142;53591;Población;290250.0;A
2013;3689;53594;3143;53591;Población;1222500.0;A
2013;3689;53595;2352;53591;Población;13950.0;A
2013;3689;53595;2402;53591;Población;33575.0;A
2013;3689;53595;2482;53591;Población;14450.0;A
2013;3689;53595;2713;53591;Población;19325.0;A
2013;3689;53595;2797;53591;Población;9200.0;A
2013;3689;53595;2911;53591;Población;6850.0;A
2013;3689;53595;3023;53591;Población;36975.0;A
2013;3689;53595;3142;53591;Población;42025.0;A
2013;3689;53595;3143;53591;Población;176350.0;A
2013;3689;53596;2352;53591;Población;1975.0;A
2013;3689;53596;2402;53591;Población;3375.0;A
2013;3689;53596;2482;53591;Población;3000.0;A
2013;3689;53596;2713;53591;Población;2550.0;A
2013;3689;53596;2797;53591;Población;2150.0;A
2013;3689;53596;2911;53591;Población;2175.0;A
2013;3689;53596;3023;53591;Población;2375.0;A
2013;3689;53596;3142;53591;Población;4375.0;A
2013;3689;53596;3143;53591;Población;21975.0;A
2013;3689;53597;2352;53591;Población;58725.0;A
2013;3689;53597;2402;53591;Población;75025.0;A
2013;3689;53597;2482;53591;Población;68100.0;A
2013;3689;53597;2713;53591;Población;62650.0;A
2013;3689;53597;2797;53591;Población;49650.0;A
2013;3689;53597;2911;53591;Población;64075.0;A
2013;3689;53597;3023;53591;Población;88075.0;A
2013;3689;53597;3142;53591;Población;132350.0;A
2013;3689;53597;3143;53591;Población;598650.0;A
2013;3689;53593;2352;53591;Población;179100.0;A
2013;3689;53593;2402;53591;Población;280650.0;A
2013;3689;53593;2482;53591;Población;199600.0;A
2013;3689;53593;2713;53591;Población;218275.0;A
2013;3689;53593;2797;53591;Población;137225.0;A
2013;3689;53593;2911;53591;Población;167250.0;A
2013;3689;53593;3023;53591;Población;368375.0;A
2013;3689;53593;3142;53591;Población;469000.0;A
2013;3689;53593;3143;53591;Población;2019475.0;A
2013;3690;53594;2352;53591;Población;82350.0;A
2013;3690;53594;2402;53591;Población;131575.0;A
2013;3690;53594;2482;53591;Población;88825.0;A
2013;3690;53594;2713;53591;Población;107275.0;A
2013;3690;53594;2797;53591;Población;65400.0;A
2013;3690;53594;2911;53591;Población;72275.0;A
2013;3690;53594;3023;53591;Población;209800.0;A
2013;3690;53594;3142;53591;Población;238650.0;A
2013;3690;53594;3143;53591;Población;996150.0;A
2013;3690;53595;2352;53591;Población;11775.0;A
2013;3690;53595;2402;53591;Población;28675.0;A
2013;3690;53595;2482;53591;Población;13200.0;A
2013;3690;53595;2713;53591;Población;15200.0;A
2013;3690;53595;2797;53591;Población;8200.0;A
2013;3690;53595;2911;53591;Población;9000.0;A
2013;3690;53595;3023;53591;Población;34075.0;A
2013;3690;53595;3142;53591;Población;37250.0;A
2013;3690;53595;3143;53591;Población;157375.0;A
2013;3690;53596;2352;53591;Población;2175.0;A
2013;3690;53596;2402;53591;Población;1950.0;A
2013;3690;53596;2482;53591;Población;3700.0;A
2013;3690;53596;2713;53591;Población;4850.0;A
2013;3690;53596;2797;53591;Población;3900.0;A
2013;3690;53596;2911;53591;Población;2750.0;A
2013;3690;53596;3023;53591;Población;3850.0;A
2013;3690;53596;3142;53591;Población;5125.0;A
2013;3690;53596;3143;53591;Población;28300.0;A
2013;3690;53597;2352;53591;Población;46200.0;A
2013;3690;53597;2402;53591;Población;57925.0;A
2013;3690;53597;2482;53591;Población;59675.0;A
2013;3690;53597;2713;53591;Población;60650.0;A
2013;3690;53597;2797;53591;Población;50175.0;A
2013;3690;53597;2911;53591;Población;47950.0;A
2013;3690;53597;3023;53591;Población;76800.0;A
2013;3690;53597;3142;53591;Población;115300.0;A
2013;3690;53597;3143;53591;Población;514675.0;A
2013;3690;53593;2352;53591;Población;142500.0;A
2013;3690;53593;2402;53591;Población;220125.0;A
2013;3690;53593;2482;53591;Población;165400.0;A
2013;3690;53593;2713;53591;Población;187975.0;A
2013;3690;53593;2797;53591;Población;127675.0;A
2013;3690;53593;2911;53591;Población;131975.0;A
2013;3690;53593;3023;53591;Población;324525.0;A
2013;3690;53593;3142;53591;Población;396325.0;A
2013;3690;53593;3143;53591;Población;1696500.0;A
2013;3691;53594;2352;53591;Población;186800.0;A
2013;3691;53594;2402;53591;Población;300250.0;A
2013;3691;53594;2482;53591;Población;202875.0;A
2013;3691;53594;2713;53591;Población;241025.0;A
2013;3691;53594;2797;53591;Población;141625.0;A
2013;3691;53594;2911;53591;Población;166425.0;A
2013;3691;53594;3023;53591;Población;450750.0;A
2013;3691;53594;3142;53591;Población;528900.0;A
2013;3691;53594;3143;53591;Población;2218650.0;A
2013;3691;53595;2352;53591;Población;25725.0;A
2013;3691;53595;2402;53591;Población;62250.0;A
2013;3691;53595;2482;53591;Población;27650.0;A
2013;3691;53595;2713;53591;Población;34525.0;A
2013;3691;53595;2797;53591;Población;17400.0;A
2013;3691;53595;2911;53591;Población;15850.0;A
2013;3691;53595;3023;53591;Población;71050.0;A
2013;3691;53595;3142;53591;Población;79275.0;A
2013;3691;53595;3143;53591;Población;333725.0;A
2013;3691;53596;2352;53591;Población;4150.0;A
2013;3691;53596;2402;53591;Población;5325.0;A
2013;3691;53596;2482;53591;Población;6700.0;A
2013;3691;53596;2713;53591;Población;7400.0;A
2013;3691;53596;2797;53591;Población;6050.0;A
2013;3691;53596;2911;53591;Población;4925.0;A
2013;3691;53596;3023;53591;Población;6225.0;A
2013;3691;53596;3142;53591;Población;9500.0;A
2013;3691;53596;3143;53591;Población;50275.0;A
2013;3691;53597;2352;53591;Población;104925.0;A
2013;3691;53597;2402;53591;Población;132950.0;A
2013;3691;53597;2482;53591;Población;127775.0;A
2013;3691;53597;2713;53591;Población;123300.0;A
2013;3691;53597;2797;53591;Población;99825.0;A
2013;3691;53597;2911;53591;Población;112025.0;A
2013;3691;53597;3023;53591;Población;164875.0;A
2013;3691;53597;3142;53591;Población;247650.0;A
2013;3691;53597;3143;53591;Población;1113325.0;A
2013;3691;53593;2352;53591;Población;321600.0;A
2013;3691;53593;2402;53591;Población;500775.0;A
2013;3691;53593;2482;53591;Población;365000.0;A
2013;3691;53593;2713;53591;Población;406250.0;A
2013;3691;53593;2797;53591;Población;264900.0;A
2013;3691;53593;2911;53591;Población;299225.0;A
2013;3691;53593;3023;53591;Población;692900.0;A
2013;3691;53593;3142;53591;Población;865325.0;A
2013;3691;53593;3143;53591;Población;3715975.0;A
2014;3689;53594;2352;53591;Población;113900.0;A
2014;3689;53594;2402;53591;Población;175900.0;A
2014;3689;53594;2482;53591;Población;122175.0;A
2014;3689;53594;2713;53591;Población;141925.0;A
2014;3689;53594;2797;53591;Población;82975.0;A
2014;3689;53594;2911;53591;Población;100075.0;A
2014;3689;53594;3023;53591;Población;256925.0;A
2014;3689;53594;3142;53591;Población;306200.0;A
2014;3689;53594;3143;53591;Población;1300075.0;A
2014;3689;53595;2352;53591;Población;12350.0;A
2014;3689;53595;2402;53591;Población;29675.0;A
2014;3689;53595;2482;53591;Población;12450.0;A
2014;3689;53595;2713;53591;Población;16025.0;A
2014;3689;53595;2797;53591;Población;7975.0;A
2014;3689;53595;2911;53591;Población;6625.0;A
2014;3689;53595;3023;53591;Población;31925.0;A
2014;3689;53595;3142;53591;Población;37825.0;A
2014;3689;53595;3143;53591;Población;154850.0;A
2014;3689;53596;2352;53591;Población;1100.0;A
2014;3689;53596;2402;53591;Población;2775.0;A
2014;3689;53596;2482;53591;Población;1825.0;A
2014;3689;53596;2713;53591;Población;1900.0;A
2014;3689;53596;2797;53591;Población;750.0;A
2014;3689;53596;2911;53591;Población;1750.0;A
2014;3689;53596;3023;53591;Población;1825.0;A
2014;3689;53596;3142;53591;Población;3150.0;A
