D_TEMPORAL_0;D_SEXO_0;D_MCVL_TIPOPRESTACION_0;D_TERRITORIO_0;INDICATOR;OBS_VALUE;FREQ
2011;3689;55173;2797;Población;182150.0;A
2011;3689;55173;2911;Población;238625.0;A
2011;3689;55173;3023;Población;490225.0;A
2011;3689;55173;3142;Población;636450.0;A
2011;3689;55173;3143;Población;2737600.0;A
2011;3690;55174;2352;Población;19500.0;A
2011;3690;55174;2402;Población;29675.0;A
2011;3690;55174;2482;Población;15450.0;A
2011;3690;55174;2713;Población;20175.0;A
2011;3690;55174;2797;Población;12200.0;A
2011;3690;55174;2911;Población;12225.0;A
2011;3690;55174;3023;Población;41175.0;A
2011;3690;55174;3142;Población;43550.0;A
2011;3690;55174;3143;Población;193950.0;A
2011;3690;55175;2352;Población;28975.0;A
2011;3690;55175;2402;Población;60425.0;A
2011;3690;55175;2482;Población;48725.0;A
2011;3690;55175;2713;Población;44950.0;A
2011;3690;55175;2797;Población;38475.0;A
2011;3690;55175;2911;Población;38050.0;A
2011;3690;55175;3023;Población;58425.0;A
2011;3690;55175;3142;Población;101900.0;A
2011;3690;55175;3143;Población;419925.0;A
2011;3690;55176;2352;Población;4325.0;A
2011;3690;55176;2402;Población;6850.0;A
2011;3690;55176;2482;Población;3525.0;A
2011;3690;55176;2713;Población;4275.0;A
2011;3690;55176;2797;Población;2800.0;A
2011;3690;55176;2911;Población;2600.0;A
2011;3690;55176;3023;Población;9350.0;A
2011;3690;55176;3142;Población;7975.0;A
2011;3690;55176;3143;Población;41700.0;A
2011;3690;55173;2352;Población;183625.0;A
2011;3690;55173;2402;Población;314650.0;A
2011;3690;55173;2482;Población;240250.0;A
2011;3690;55173;2713;Población;267100.0;A
2011;3690;55173;2797;Población;174625.0;A
2011;3690;55173;2911;Población;191625.0;A
2011;3690;55173;3023;Población;433400.0;A
2011;3690;55173;3142;Población;561175.0;A
2011;3690;55173;3143;Población;2366450.0;A
2011;3691;55174;2352;Población;44875.0;A
2011;3691;55174;2402;Población;76750.0;A
2011;3691;55174;2482;Población;43050.0;A
2011;3691;55174;2713;Población;51325.0;A
2011;3691;55174;2797;Población;33600.0;A
2011;3691;55174;2911;Población;36375.0;A
2011;3691;55174;3023;Población;98725.0;A
2011;3691;55174;3142;Población;113800.0;A
2011;3691;55174;3143;Población;498500.0;A
2011;3691;55175;2352;Población;60550.0;A
2011;3691;55175;2402;Población;114125.0;A
2011;3691;55175;2482;Población;88100.0;A
2011;3691;55175;2713;Población;83775.0;A
2011;3691;55175;2797;Población;65950.0;A
2011;3691;55175;2911;Población;70250.0;A
2011;3691;55175;3023;Población;113350.0;A
