D_TEMPORAL_0;D_EDAD_0;D_TERRITORIO_0;D_SEXO_0;D_RELAC_RESID_NAC_0;INDICATOR;OBS_VALUE;FREQ
2016;4306;3143;3691;53588;Población municipal;8388107.0;A
2016;4306;3143;3691;53583;Población municipal;4557390.0;A
2016;4306;3143;3691;53584;Población municipal;1961543.0;A
2016;4306;3143;3691;53585;Población municipal;561327.0;A
2016;4306;3143;3691;53586;Población municipal;531906.0;A
2016;4306;3143;3691;53587;Población municipal;775941.0;A
2016;4306;3143;3689;53588;Población municipal;4139194.0;A
2016;4306;3143;3689;53583;Población municipal;2277546.0;A
2016;4306;3143;3689;53584;Población municipal;958982.0;A
2016;4306;3143;3689;53585;Población municipal;263217.0;A
2016;4306;3143;3689;53586;Población municipal;254417.0;A
2016;4306;3143;3689;53587;Población municipal;385032.0;A
2016;4306;3143;3690;53588;Población municipal;4248913.0;A
2016;4306;3143;3690;53583;Población municipal;2279844.0;A
2016;4306;3143;3690;53584;Población municipal;1002561.0;A
2016;4306;3143;3690;53585;Población municipal;298110.0;A
2016;4306;3143;3690;53586;Población municipal;277489.0;A
2016;4306;3143;3690;53587;Población municipal;390909.0;A
2016;4306;2352;3691;53588;Población municipal;704297.0;A
2016;4306;2352;3691;53583;Población municipal;286566.0;A
2016;4306;2352;3691;53584;Población municipal;170762.0;A
2016;4306;2352;3691;53585;Población municipal;54996.0;A
2016;4306;2352;3691;53586;Población municipal;47126.0;A
2016;4306;2352;3691;53587;Población municipal;144847.0;A
2016;4306;2352;3689;53588;Población municipal;358223.0;A
2016;4306;2352;3689;53583;Población municipal;144161.0;A
2016;4306;2352;3689;53584;Población municipal;84444.0;A
2016;4306;2352;3689;53585;Población municipal;26736.0;A
2016;4306;2352;3689;53586;Población municipal;23178.0;A
2016;4306;2352;3689;53587;Población municipal;79704.0;A
2016;4306;2352;3690;53588;Población municipal;346074.0;A
2016;4306;2352;3690;53583;Población municipal;142405.0;A
2016;4306;2352;3690;53584;Población municipal;86318.0;A
2016;4306;2352;3690;53585;Población municipal;28260.0;A
2016;4306;2352;3690;53586;Población municipal;23948.0;A
2016;4306;2352;3690;53587;Población municipal;65143.0;A
2016;4306;2402;3691;53588;Población municipal;1239889.0;A
2016;4306;2402;3691;53583;Población municipal;775967.0;A
2016;4306;2402;3691;53584;Población municipal;262373.0;A
2016;4306;2402;3691;53585;Población municipal;68087.0;A
2016;4306;2402;3691;53586;Población municipal;72870.0;A
2016;4306;2402;3691;53587;Población municipal;60592.0;A
2016;4306;2402;3689;53588;Población municipal;612858.0;A
2016;4306;2402;3689;53583;Población municipal;386744.0;A
2016;4306;2402;3689;53584;Población municipal;128715.0;A
2016;4306;2402;3689;53585;Población municipal;32071.0;A
2016;4306;2402;3689;53586;Población municipal;36008.0;A
2016;4306;2402;3689;53587;Población municipal;29320.0;A
2016;4306;2402;3690;53588;Población municipal;627031.0;A
2016;4306;2402;3690;53583;Población municipal;389223.0;A
2016;4306;2402;3690;53584;Población municipal;133658.0;A
2016;4306;2402;3690;53585;Población municipal;36016.0;A
2016;4306;2402;3690;53586;Población municipal;36862.0;A
2016;4306;2402;3690;53587;Población municipal;31272.0;A
2016;4306;2482;3691;53588;Población municipal;791610.0;A
2016;4306;2482;3691;53583;Población municipal;553028.0;A
2016;4306;2482;3691;53584;Población municipal;127051.0;A
2016;4306;2482;3691;53585;Población municipal;41362.0;A
2016;4306;2482;3691;53586;Población municipal;41521.0;A
2016;4306;2482;3691;53587;Población municipal;28648.0;A
2016;4306;2482;3689;53588;Población municipal;388470.0;A
2016;4306;2482;3689;53583;Población municipal;276655.0;A
2016;4306;2482;3689;53584;Población municipal;59659.0;A
2016;4306;2482;3689;53585;Población municipal;19002.0;A
2016;4306;2482;3689;53586;Población municipal;19644.0;A
2016;4306;2482;3689;53587;Población municipal;13510.0;A
2016;4306;2482;3690;53588;Población municipal;403140.0;A
2016;4306;2482;3690;53583;Población municipal;276373.0;A
2016;4306;2482;3690;53584;Población municipal;67392.0;A
2016;4306;2482;3690;53585;Población municipal;22360.0;A
2016;4306;2482;3690;53586;Población municipal;21877.0;A
2016;4306;2482;3690;53587;Población municipal;15138.0;A
2016;4306;2713;3691;53588;Población municipal;915392.0;A
2016;4306;2713;3691;53583;Población municipal;447599.0;A
2016;4306;2713;3691;53584;Población municipal;270078.0;A
2016;4306;2713;3691;53585;Población municipal;58708.0;A
2016;4306;2713;3691;53586;Población municipal;61516.0;A
2016;4306;2713;3691;53587;Población municipal;77491.0;A
2016;4306;2713;3689;53588;Población municipal;451148.0;A
2016;4306;2713;3689;53583;Población municipal;225631.0;A
2016;4306;2713;3689;53584;Población municipal;130114.0;A
2016;4306;2713;3689;53585;Población municipal;26802.0;A
2016;4306;2713;3689;53586;Población municipal;29339.0;A
2016;4306;2713;3689;53587;Población municipal;39262.0;A
2016;4306;2713;3690;53588;Población municipal;464244.0;A
2016;4306;2713;3690;53583;Población municipal;221968.0;A
2016;4306;2713;3690;53584;Población municipal;139964.0;A
2016;4306;2713;3690;53585;Población municipal;31906.0;A
2016;4306;2713;3690;53586;Población municipal;32177.0;A
2016;4306;2713;3690;53587;Población municipal;38229.0;A
2016;4306;2797;3691;53588;Población municipal;519596.0;A
2016;4306;2797;3691;53583;Población municipal;279894.0;A
2016;4306;2797;3691;53584;Población municipal;129895.0;A
2016;4306;2797;3691;53585;Población municipal;35527.0;A
2016;4306;2797;3691;53586;Población municipal;27335.0;A
2016;4306;2797;3691;53587;Población municipal;46945.0;A
2016;4306;2797;3689;53588;Población municipal;257571.0;A
2016;4306;2797;3689;53583;Población municipal;139498.0;A
2016;4306;2797;3689;53584;Población municipal;64290.0;A
2016;4306;2797;3689;53585;Población municipal;17737.0;A
2016;4306;2797;3689;53586;Población municipal;13357.0;A
2016;4306;2797;3689;53587;Población municipal;22689.0;A
2016;4306;2797;3690;53588;Población municipal;262025.0;A
2016;4306;2797;3690;53583;Población municipal;140396.0;A
2016;4306;2797;3690;53584;Población municipal;65605.0;A
2016;4306;2797;3690;53585;Población municipal;17790.0;A
2016;4306;2797;3690;53586;Población municipal;13978.0;A
2016;4306;2797;3690;53587;Población municipal;24256.0;A
2016;4306;2911;3691;53588;Población municipal;648250.0;A
2016;4306;2911;3691;53583;Población municipal;443549.0;A
2016;4306;2911;3691;53584;Población municipal;121731.0;A
2016;4306;2911;3691;53585;Población municipal;26843.0;A
2016;4306;2911;3691;53586;Población municipal;34634.0;A
2016;4306;2911;3691;53587;Población municipal;21493.0;A
2016;4306;2911;3689;53588;Población municipal;320862.0;A
2016;4306;2911;3689;53583;Población municipal;223067.0;A
2016;4306;2911;3689;53584;Población municipal;57398.0;A
2016;4306;2911;3689;53585;Población municipal;12619.0;A
2016;4306;2911;3689;53586;Población municipal;16349.0;A
2016;4306;2911;3689;53587;Población municipal;11429.0;A
2016;4306;2911;3690;53588;Población municipal;327388.0;A
2016;4306;2911;3690;53583;Población municipal;220482.0;A
2016;4306;2911;3690;53584;Población municipal;64333.0;A
2016;4306;2911;3690;53585;Población municipal;14224.0;A
2016;4306;2911;3690;53586;Población municipal;18285.0;A
2016;4306;2911;3690;53587;Población municipal;10064.0;A
2016;4306;3023;3691;53588;Población municipal;1629298.0;A
2016;4306;3023;3691;53583;Población municipal;736778.0;A
2016;4306;3023;3691;53584;Población municipal;332046.0;A
2016;4306;3023;3691;53585;Población municipal;137686.0;A
2016;4306;3023;3691;53586;Población municipal;124821.0;A
2016;4306;3023;3691;53587;Población municipal;297967.0;A
2016;4306;3023;3689;53588;Población municipal;800630.0;A
2016;4306;3023;3689;53583;Población municipal;368239.0;A
2016;4306;3023;3689;53584;Población municipal;163114.0;A
2016;4306;3023;3689;53585;Población municipal;65487.0;A
2016;4306;3023;3689;53586;Población municipal;59552.0;A
2016;4306;3023;3689;53587;Población municipal;144238.0;A
2016;4306;3023;3690;53588;Población municipal;828668.0;A
2016;4306;3023;3690;53583;Población municipal;368539.0;A
2016;4306;3023;3690;53584;Población municipal;168932.0;A
2016;4306;3023;3690;53585;Población municipal;72199.0;A
2016;4306;3023;3690;53586;Población municipal;65269.0;A
2016;4306;3023;3690;53587;Población municipal;153729.0;A
2016;4306;3142;3691;53588;Población municipal;1939775.0;A
2016;4306;3142;3691;53583;Población municipal;1034009.0;A
2016;4306;3142;3691;53584;Población municipal;547607.0;A
2016;4306;3142;3691;53585;Población municipal;138118.0;A
2016;4306;3142;3691;53586;Población municipal;122083.0;A
2016;4306;3142;3691;53587;Población municipal;97958.0;A
2016;4306;3142;3689;53588;Población municipal;949432.0;A
2016;4306;3142;3689;53583;Población municipal;513551.0;A
2016;4306;3142;3689;53584;Población municipal;271248.0;A
2016;4306;3142;3689;53585;Población municipal;62763.0;A
2016;4306;3142;3689;53586;Población municipal;56990.0;A
2016;4306;3142;3689;53587;Población municipal;44880.0;A
2016;4306;3142;3690;53588;Población municipal;990343.0;A
2016;4306;3142;3690;53583;Población municipal;520458.0;A
2016;4306;3142;3690;53584;Población municipal;276359.0;A
2016;4306;3142;3690;53585;Población municipal;75355.0;A
2016;4306;3142;3690;53586;Población municipal;65093.0;A
2016;4306;3142;3690;53587;Población municipal;53078.0;A
2016;4172;3143;3691;53588;Población municipal;1359808.0;A
2016;4172;3143;3691;53583;Población municipal;1052417.0;A
2016;4172;3143;3691;53584;Población municipal;194395.0;A
2016;4172;3143;3691;53585;Población municipal;30078.0;A
2016;4172;3143;3691;53586;Población municipal;34944.0;A
2016;4172;3143;3691;53587;Población municipal;47974.0;A
2016;4172;3143;3689;53588;Población municipal;698556.0;A
2016;4172;3143;3689;53583;Población municipal;541297.0;A
2016;4172;3143;3689;53584;Población municipal;99970.0;A
2016;4172;3143;3689;53585;Población municipal;15368.0;A
2016;4172;3143;3689;53586;Población municipal;17877.0;A
2016;4172;3143;3689;53587;Población municipal;24044.0;A
2016;4172;3143;3690;53588;Población municipal;661252.0;A
2016;4172;3143;3690;53583;Población municipal;511120.0;A
2016;4172;3143;3690;53584;Población municipal;94425.0;A
2016;4172;3143;3690;53585;Población municipal;14710.0;A
2016;4172;3143;3690;53586;Población municipal;17067.0;A
2016;4172;3143;3690;53587;Población municipal;23930.0;A
2016;4172;2352;3691;53588;Población municipal;121061.0;A
2016;4172;2352;3691;53583;Población municipal;86490.0;A
2016;4172;2352;3691;53584;Población municipal;20198.0;A
2016;4172;2352;3691;53585;Población municipal;2761.0;A
2016;4172;2352;3691;53586;Población municipal;3604.0;A
2016;4172;2352;3691;53587;Población municipal;8008.0;A
2016;4172;2352;3689;53588;Población municipal;62026.0;A
2016;4172;2352;3689;53583;Población municipal;44332.0;A
2016;4172;2352;3689;53584;Población municipal;10324.0;A
2016;4172;2352;3689;53585;Población municipal;1425.0;A
2016;4172;2352;3689;53586;Población municipal;1805.0;A
2016;4172;2352;3689;53587;Población municipal;4140.0;A
2016;4172;2352;3690;53588;Población municipal;59035.0;A
2016;4172;2352;3690;53583;Población municipal;42158.0;A
2016;4172;2352;3690;53584;Población municipal;9874.0;A
2016;4172;2352;3690;53585;Población municipal;1336.0;A
2016;4172;2352;3690;53586;Población municipal;1799.0;A
2016;4172;2352;3690;53587;Población municipal;3868.0;A
2016;4172;2402;3691;53588;Población municipal;205232.0;A
2016;4172;2402;3691;53583;Población municipal;172889.0;A
2016;4172;2402;3691;53584;Población municipal;16870.0;A
2016;4172;2402;3691;53585;Población municipal;4859.0;A
