D_TEMPORAL_0;D_EDAD_0;D_TERRITORIO_0;D_SEXO_0;D_RELAC_RESID_NAC_0;INDICATOR;OBS_VALUE;FREQ
2011;4306;3143;3691;53588;Población municipal;8424102.0;A
2011;4306;3143;3691;53583;Población municipal;4540941.0;A
2011;4306;3143;3691;53584;Población municipal;1950303.0;A
2011;4306;3143;3691;53585;Población municipal;562734.0;A
2011;4306;3143;3691;53586;Población municipal;534374.0;A
2011;4306;3143;3691;53587;Población municipal;835750.0;A
2011;4306;3143;3689;53588;Población municipal;4169634.0;A
2011;4306;3143;3689;53583;Población municipal;2269731.0;A
2011;4306;3143;3689;53584;Población municipal;952087.0;A
2011;4306;3143;3689;53585;Población municipal;263592.0;A
2011;4306;3143;3689;53586;Población municipal;255948.0;A
2011;4306;3143;3689;53587;Población municipal;428276.0;A
2011;4306;3143;3690;53588;Población municipal;4254468.0;A
2011;4306;3143;3690;53583;Población municipal;2271210.0;A
2011;4306;3143;3690;53584;Población municipal;998216.0;A
2011;4306;3143;3690;53585;Población municipal;299142.0;A
2011;4306;3143;3690;53586;Población municipal;278426.0;A
2011;4306;3143;3690;53587;Población municipal;407474.0;A
2011;4306;2352;3691;53588;Población municipal;702819.0;A
2011;4306;2352;3691;53583;Población municipal;275643.0;A
2011;4306;2352;3691;53584;Población municipal;169184.0;A
2011;4306;2352;3691;53585;Población municipal;54310.0;A
2011;4306;2352;3691;53586;Población municipal;45567.0;A
2011;4306;2352;3691;53587;Población municipal;158115.0;A
2011;4306;2352;3689;53588;Población municipal;361189.0;A
2011;4306;2352;3689;53583;Población municipal;138598.0;A
2011;4306;2352;3689;53584;Población municipal;83517.0;A
2011;4306;2352;3689;53585;Población municipal;26462.0;A
2011;4306;2352;3689;53586;Población municipal;22446.0;A
2011;4306;2352;3689;53587;Población municipal;90166.0;A
2011;4306;2352;3690;53588;Población municipal;341630.0;A
2011;4306;2352;3690;53583;Población municipal;137045.0;A
2011;4306;2352;3690;53584;Población municipal;85667.0;A
2011;4306;2352;3690;53585;Población municipal;27848.0;A
2011;4306;2352;3690;53586;Población municipal;23121.0;A
2011;4306;2352;3690;53587;Población municipal;67949.0;A
2011;4306;2402;3691;53588;Población municipal;1243519.0;A
2011;4306;2402;3691;53583;Población municipal;768142.0;A
2011;4306;2402;3691;53584;Población municipal;266521.0;A
2011;4306;2402;3691;53585;Población municipal;69395.0;A
2011;4306;2402;3691;53586;Población municipal;73733.0;A
2011;4306;2402;3691;53587;Población municipal;65728.0;A
2011;4306;2402;3689;53588;Población municipal;615865.0;A
2011;4306;2402;3689;53583;Población municipal;383567.0;A
2011;4306;2402;3689;53584;Población municipal;130373.0;A
2011;4306;2402;3689;53585;Población municipal;32682.0;A
2011;4306;2402;3689;53586;Población municipal;36607.0;A
2011;4306;2402;3689;53587;Población municipal;32636.0;A
2011;4306;2402;3690;53588;Población municipal;627654.0;A
2011;4306;2402;3690;53583;Población municipal;384575.0;A
2011;4306;2402;3690;53584;Población municipal;136148.0;A
2011;4306;2402;3690;53585;Población municipal;36713.0;A
2011;4306;2402;3690;53586;Población municipal;37126.0;A
2011;4306;2402;3690;53587;Población municipal;33092.0;A
2011;4306;2482;3691;53588;Población municipal;805857.0;A
2011;4306;2482;3691;53583;Población municipal;556384.0;A
2011;4306;2482;3691;53584;Población municipal;132840.0;A
2011;4306;2482;3691;53585;Población municipal;42503.0;A
2011;4306;2482;3691;53586;Población municipal;42554.0;A
2011;4306;2482;3691;53587;Población municipal;31576.0;A
