D_TEMPORAL_0;D_NACIONALIDAD_0;D_TERRITORIO_0;D_SEXO_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2006;4780;3143;3691;4306;Población municipal;488928.0;A
2006;4780;3143;3691;4159;Población municipal;18242.0;A
2006;4780;3143;3691;4165;Población municipal;22050.0;A
2006;4780;3143;3691;4171;Población municipal;22755.0;A
2006;4780;3143;3691;4178;Población municipal;23394.0;A
2006;4780;3143;3691;4184;Población municipal;43889.0;A
2006;4780;3143;3691;4190;Población municipal;67937.0;A
2006;4780;3143;3691;4197;Población municipal;63133.0;A
2006;4780;3143;3691;4203;Población municipal;53491.0;A
2006;4780;3143;3691;4209;Población municipal;40784.0;A
2006;4780;3143;3691;4216;Población municipal;30943.0;A
2006;4780;3143;3691;4222;Población municipal;23231.0;A
2006;4780;3143;3691;4228;Población municipal;21041.0;A
2006;4780;3143;3691;4234;Población municipal;18443.0;A
2006;4780;3143;3691;4241;Población municipal;15846.0;A
2006;4780;3143;3691;4247;Población municipal;10396.0;A
2006;4780;3143;3691;4253;Población municipal;6532.0;A
2006;4780;3143;3691;4259;Población municipal;4053.0;A
2006;4780;3143;3691;4265;Población municipal;1766.0;A
2006;4780;3143;3691;4271;Población municipal;752.0;A
2006;4780;3143;3691;4277;Población municipal;204.0;A
2006;4780;3143;3691;4304;Población municipal;46.0;A
2006;4780;3143;3689;4306;Población municipal;266149.0;A
2006;4780;3143;3689;4159;Población municipal;9572.0;A
2006;4780;3143;3689;4165;Población municipal;11514.0;A
2006;4780;3143;3689;4171;Población municipal;11841.0;A
2006;4780;3143;3689;4178;Población municipal;12564.0;A
2006;4780;3143;3689;4184;Población municipal;24157.0;A
2006;4780;3143;3689;4190;Población municipal;39224.0;A
2006;4780;3143;3689;4197;Población municipal;36559.0;A
2006;4780;3143;3689;4203;Población municipal;30376.0;A
2006;4780;3143;3689;4209;Población municipal;22146.0;A
2006;4780;3143;3689;4216;Población municipal;16159.0;A
2006;4780;3143;3689;4222;Población municipal;11573.0;A
2006;4780;3143;3689;4228;Población municipal;10291.0;A
2006;4780;3143;3689;4234;Población municipal;9364.0;A
2006;4780;3143;3689;4241;Población municipal;8392.0;A
2006;4780;3143;3689;4247;Población municipal;5643.0;A
2006;4780;3143;3689;4253;Población municipal;3460.0;A
2006;4780;3143;3689;4259;Población municipal;2016.0;A
2006;4780;3143;3689;4265;Población municipal;852.0;A
2006;4780;3143;3689;4271;Población municipal;339.0;A
2006;4780;3143;3689;4277;Población municipal;85.0;A
2006;4780;3143;3689;4304;Población municipal;22.0;A
2006;4780;3143;3690;4306;Población municipal;222779.0;A
2006;4780;3143;3690;4159;Población municipal;8670.0;A
2006;4780;3143;3690;4165;Población municipal;10536.0;A
2006;4780;3143;3690;4171;Población municipal;10914.0;A
2006;4780;3143;3690;4178;Población municipal;10830.0;A
2006;4780;3143;3690;4184;Población municipal;19732.0;A
2006;4780;3143;3690;4190;Población municipal;28713.0;A
2006;4780;3143;3690;4197;Población municipal;26574.0;A
2006;4780;3143;3690;4203;Población municipal;23115.0;A
2006;4780;3143;3690;4209;Población municipal;18638.0;A
2006;4780;3143;3690;4216;Población municipal;14784.0;A
2006;4780;3143;3690;4222;Población municipal;11658.0;A
2006;4780;3143;3690;4228;Población municipal;10750.0;A
2006;4780;3143;3690;4234;Población municipal;9079.0;A
2006;4780;3143;3690;4241;Población municipal;7454.0;A
2006;4780;3143;3690;4247;Población municipal;4753.0;A
2006;4780;3143;3690;4253;Población municipal;3072.0;A
2006;4780;3143;3690;4259;Población municipal;2037.0;A
2006;4780;3143;3690;4265;Población municipal;914.0;A
2006;4780;3143;3690;4271;Población municipal;413.0;A
2006;4780;3143;3690;4277;Población municipal;119.0;A
2006;4780;3143;3690;4304;Población municipal;24.0;A
2006;4780;2352;3691;4306;Población municipal;110656.0;A
2006;4780;2352;3691;4159;Población municipal;5190.0;A
2006;4780;2352;3691;4165;Población municipal;5266.0;A
2006;4780;2352;3691;4171;Población municipal;5300.0;A
2006;4780;2352;3691;4178;Población municipal;5616.0;A
2006;4780;2352;3691;4184;Población municipal;12322.0;A
2006;4780;2352;3691;4190;Población municipal;19192.0;A
2006;4780;2352;3691;4197;Población municipal;16406.0;A
2006;4780;2352;3691;4203;Población municipal;12337.0;A
2006;4780;2352;3691;4209;Población municipal;8301.0;A
2006;4780;2352;3691;4216;Población municipal;5894.0;A
2006;4780;2352;3691;4222;Población municipal;3993.0;A
2006;4780;2352;3691;4228;Población municipal;3495.0;A
2006;4780;2352;3691;4234;Población municipal;2875.0;A
2006;4780;2352;3691;4241;Población municipal;2251.0;A
2006;4780;2352;3691;4247;Población municipal;1185.0;A
2006;4780;2352;3691;4253;Población municipal;593.0;A
2006;4780;2352;3691;4259;Población municipal;293.0;A
2006;4780;2352;3691;4265;Población municipal;94.0;A
2006;4780;2352;3691;4271;Población municipal;41.0;A
2006;4780;2352;3691;4277;Población municipal;10.0;A
2006;4780;2352;3691;4304;Población municipal;2.0;A
2006;4780;2352;3689;4306;Población municipal;68824.0;A
2006;4780;2352;3689;4159;Población municipal;2680.0;A
2006;4780;2352;3689;4165;Población municipal;2779.0;A
2006;4780;2352;3689;4171;Población municipal;2764.0;A
2006;4780;2352;3689;4178;Población municipal;3133.0;A
2006;4780;2352;3689;4184;Población municipal;8047.0;A
2006;4780;2352;3689;4190;Población municipal;13164.0;A
2006;4780;2352;3689;4197;Población municipal;11167.0;A
2006;4780;2352;3689;4203;Población municipal;8274.0;A
2006;4780;2352;3689;4209;Población municipal;5327.0;A
2006;4780;2352;3689;4216;Población municipal;3590.0;A
2006;4780;2352;3689;4222;Población municipal;2224.0;A
2006;4780;2352;3689;4228;Población municipal;1727.0;A
2006;4780;2352;3689;4234;Población municipal;1474.0;A
2006;4780;2352;3689;4241;Población municipal;1270.0;A
2006;4780;2352;3689;4247;Población municipal;655.0;A
2006;4780;2352;3689;4253;Población municipal;315.0;A
2006;4780;2352;3689;4259;Población municipal;167.0;A
2006;4780;2352;3689;4265;Población municipal;47.0;A
2006;4780;2352;3689;4271;Población municipal;18.0;A
2006;4780;2352;3689;4277;Población municipal;1.0;A
2006;4780;2352;3689;4304;Población municipal;1.0;A
2006;4780;2352;3690;4306;Población municipal;41832.0;A
2006;4780;2352;3690;4159;Población municipal;2510.0;A
2006;4780;2352;3690;4165;Población municipal;2487.0;A
2006;4780;2352;3690;4171;Población municipal;2536.0;A
2006;4780;2352;3690;4178;Población municipal;2483.0;A
2006;4780;2352;3690;4184;Población municipal;4275.0;A
2006;4780;2352;3690;4190;Población municipal;6028.0;A
2006;4780;2352;3690;4197;Población municipal;5239.0;A
2006;4780;2352;3690;4203;Población municipal;4063.0;A
2006;4780;2352;3690;4209;Población municipal;2974.0;A
2006;4780;2352;3690;4216;Población municipal;2304.0;A
2006;4780;2352;3690;4222;Población municipal;1769.0;A
2006;4780;2352;3690;4228;Población municipal;1768.0;A
2006;4780;2352;3690;4234;Población municipal;1401.0;A
2006;4780;2352;3690;4241;Población municipal;981.0;A
2006;4780;2352;3690;4247;Población municipal;530.0;A
2006;4780;2352;3690;4253;Población municipal;278.0;A
2006;4780;2352;3690;4259;Población municipal;126.0;A
2006;4780;2352;3690;4265;Población municipal;47.0;A
2006;4780;2352;3690;4271;Población municipal;23.0;A
2006;4780;2352;3690;4277;Población municipal;9.0;A
2006;4780;2352;3690;4304;Población municipal;1.0;A
