D_TEMPORAL_0;D_LUG_NAC_PADRON_0;D_TERRITORIO_0;D_SEXO_0;INDICATOR;OBS_VALUE;FREQ
2021;54887;2258;3691;Población municipal;35.0;A
2021;54887;2258;3689;Población municipal;16.0;A
2021;54887;2258;3690;Población municipal;19.0;A
2021;54887;2259;3691;Población municipal;10.0;A
2021;54887;2259;3689;Población municipal;4.0;A
2021;54887;2259;3690;Población municipal;6.0;A
2021;54887;9563;3691;Población municipal;597.0;A
2021;54887;9563;3689;Población municipal;372.0;A
2021;54887;9563;3690;Población municipal;225.0;A
2021;54887;2260;3691;Población municipal;14.0;A
2021;54887;2260;3689;Población municipal;4.0;A
2021;54887;2260;3690;Población municipal;10.0;A
2021;54887;2261;3691;Población municipal;26.0;A
2021;54887;2261;3689;Población municipal;12.0;A
2021;54887;2261;3690;Población municipal;14.0;A
2021;54887;2262;3691;Población municipal;582.0;A
2021;54887;2262;3689;Población municipal;295.0;A
2021;54887;2262;3690;Población municipal;287.0;A
2021;54887;2263;3691;Población municipal;12.0;A
2021;54887;2263;3689;Población municipal;6.0;A
2021;54887;2263;3690;Población municipal;6.0;A
2021;54887;2264;3691;Población municipal;308.0;A
2021;54887;2264;3689;Población municipal;150.0;A
2021;54887;2264;3690;Población municipal;158.0;A
2021;54887;2266;3691;Población municipal;3.0;A
2021;54887;2266;3689;Población municipal;1.0;A
2021;54887;2266;3690;Población municipal;2.0;A
2021;54887;2267;3691;Población municipal;40.0;A
2021;54887;2267;3689;Población municipal;21.0;A
2021;54887;2267;3690;Población municipal;19.0;A
2021;54887;2268;3691;Población municipal;5.0;A
2021;54887;2268;3689;Población municipal;3.0;A
2021;54887;2268;3690;Población municipal;2.0;A
2021;54887;2269;3691;Población municipal;1719.0;A
2021;54887;2269;3689;Población municipal;992.0;A
2021;54887;2269;3690;Población municipal;727.0;A
2021;54887;2270;3691;Población municipal;49.0;A
2021;54887;2270;3689;Población municipal;25.0;A
2021;54887;2270;3690;Población municipal;24.0;A
2021;54887;2271;3691;Población municipal;1092.0;A
2021;54887;2271;3689;Población municipal;533.0;A
2021;54887;2271;3690;Población municipal;559.0;A
2021;54887;2272;3691;Población municipal;1255.0;A
2021;54887;2272;3689;Población municipal;664.0;A
2021;54887;2272;3690;Población municipal;591.0;A
2021;54887;2273;3691;Población municipal;7.0;A
2021;54887;2273;3689;Población municipal;3.0;A
2021;54887;2273;3690;Población municipal;4.0;A
2021;54887;2277;3691;Población municipal;22.0;A
2021;54887;2277;3689;Población municipal;11.0;A
2021;54887;2277;3690;Población municipal;11.0;A
2021;54887;2278;3691;Población municipal;169.0;A
2021;54887;2278;3689;Población municipal;92.0;A
2021;54887;2278;3690;Población municipal;77.0;A
2021;54887;2274;3691;Población municipal;14.0;A
2021;54887;2274;3689;Población municipal;6.0;A
2021;54887;2274;3690;Población municipal;8.0;A
2021;54887;2276;3691;Población municipal;4224.0;A
2021;54887;2276;3689;Población municipal;2346.0;A
2021;54887;2276;3690;Población municipal;1878.0;A
2021;54887;2279;3691;Población municipal;316.0;A
2021;54887;2279;3689;Población municipal;154.0;A
2021;54887;2279;3690;Población municipal;162.0;A
2021;54887;2347;3691;Población municipal;22715.0;A
2021;54887;2347;3689;Población municipal;12848.0;A
2021;54887;2347;3690;Población municipal;9867.0;A
2021;54887;2282;3691;Población municipal;125.0;A
2021;54887;2282;3689;Población municipal;57.0;A
2021;54887;2282;3690;Población municipal;68.0;A
2021;54887;2284;3691;Población municipal;74.0;A
2021;54887;2284;3689;Población municipal;37.0;A
2021;54887;2284;3690;Población municipal;37.0;A
2021;54887;2285;3691;Población municipal;348.0;A
2021;54887;2285;3689;Población municipal;213.0;A
2021;54887;2285;3690;Población municipal;135.0;A
2021;54887;2286;3691;Población municipal;109.0;A
2021;54887;2286;3689;Población municipal;66.0;A
2021;54887;2286;3690;Población municipal;43.0;A
2021;54887;2287;3691;Población municipal;50.0;A
2021;54887;2287;3689;Población municipal;17.0;A
2021;54887;2287;3690;Población municipal;33.0;A
2021;54887;2288;3691;Población municipal;312.0;A
2021;54887;2288;3689;Población municipal;167.0;A
2021;54887;2288;3690;Población municipal;145.0;A
2021;54887;2289;3691;Población municipal;1296.0;A
2021;54887;2289;3689;Población municipal;665.0;A
2021;54887;2289;3690;Población municipal;631.0;A
2021;54887;2290;3691;Población municipal;2997.0;A
2021;54887;2290;3689;Población municipal;1734.0;A
2021;54887;2290;3690;Población municipal;1263.0;A
2021;54887;2291;3691;Población municipal;251.0;A
2021;54887;2291;3689;Población municipal;154.0;A
2021;54887;2291;3690;Población municipal;97.0;A
2021;54887;2292;3691;Población municipal;16.0;A
2021;54887;2292;3689;Población municipal;9.0;A
2021;54887;2292;3690;Población municipal;7.0;A
2021;54887;2293;3691;Población municipal;934.0;A
2021;54887;2293;3689;Población municipal;442.0;A
2021;54887;2293;3690;Población municipal;492.0;A
2021;54887;2294;3691;Población municipal;4849.0;A
2021;54887;2294;3689;Población municipal;2488.0;A
2021;54887;2294;3690;Población municipal;2361.0;A
2021;54887;2295;3691;Población municipal;43.0;A
2021;54887;2295;3689;Población municipal;20.0;A
2021;54887;2295;3690;Población municipal;23.0;A
2021;54887;2296;3691;Población municipal;49.0;A
2021;54887;2296;3689;Población municipal;31.0;A
2021;54887;2296;3690;Población municipal;18.0;A
2021;54887;2297;3691;Población municipal;14.0;A
2021;54887;2297;3689;Población municipal;8.0;A
2021;54887;2297;3690;Población municipal;6.0;A
2021;54887;2298;3691;Población municipal;94.0;A
2021;54887;2298;3689;Población municipal;48.0;A
2021;54887;2298;3690;Población municipal;46.0;A
2021;54887;2299;3691;Población municipal;31.0;A
2021;54887;2299;3689;Población municipal;14.0;A
2021;54887;2299;3690;Población municipal;17.0;A
2021;54887;2300;3691;Población municipal;428.0;A
2021;54887;2300;3689;Población municipal;250.0;A
2021;54887;2300;3690;Población municipal;178.0;A
2021;54887;2301;3691;Población municipal;110.0;A
2021;54887;2301;3689;Población municipal;64.0;A
2021;54887;2301;3690;Población municipal;46.0;A
2021;54887;2302;3691;Población municipal;79.0;A
2021;54887;2302;3689;Población municipal;43.0;A
2021;54887;2302;3690;Población municipal;36.0;A
2021;54887;2303;3691;Población municipal;354.0;A
2021;54887;2303;3689;Población municipal;205.0;A
2021;54887;2303;3690;Población municipal;149.0;A
2021;54887;2304;3691;Población municipal;99.0;A
2021;54887;2304;3689;Población municipal;53.0;A
2021;54887;2304;3690;Población municipal;46.0;A
2021;54887;2305;3691;Población municipal;3850.0;A
2021;54887;2305;3689;Población municipal;1829.0;A
2021;54887;2305;3690;Población municipal;2021.0;A
2021;54887;2348;3691;Población municipal;3142.0;A
2021;54887;2348;3689;Población municipal;2165.0;A
2021;54887;2348;3690;Población municipal;977.0;A
2021;54887;2306;3691;Población municipal;109.0;A
2021;54887;2306;3689;Población municipal;55.0;A
2021;54887;2306;3690;Población municipal;54.0;A
2021;54887;2307;3691;Población municipal;12605.0;A
2021;54887;2307;3689;Población municipal;7949.0;A
2021;54887;2307;3690;Población municipal;4656.0;A
2021;54887;2308;3691;Población municipal;22.0;A
2021;54887;2308;3689;Población municipal;11.0;A
2021;54887;2308;3690;Población municipal;11.0;A
2021;54887;2309;3691;Población municipal;23.0;A
2021;54887;2309;3689;Población municipal;17.0;A
2021;54887;2309;3690;Población municipal;6.0;A
2021;54887;2310;3691;Población municipal;702.0;A
2021;54887;2310;3689;Población municipal;365.0;A
2021;54887;2310;3690;Población municipal;337.0;A
2021;54887;2311;3691;Población municipal;536.0;A
2021;54887;2311;3689;Población municipal;270.0;A
2021;54887;2311;3690;Población municipal;266.0;A
2021;54887;2312;3691;Población municipal;47.0;A
2021;54887;2312;3689;Población municipal;35.0;A
2021;54887;2312;3690;Población municipal;12.0;A
2021;54887;2313;3691;Población municipal;739.0;A
2021;54887;2313;3689;Población municipal;360.0;A
2021;54887;2313;3690;Población municipal;379.0;A
2021;54887;2314;3691;Población municipal;22.0;A
2021;54887;2314;3689;Población municipal;10.0;A
2021;54887;2314;3690;Población municipal;12.0;A
2021;54887;2315;3691;Población municipal;444.0;A
2021;54887;2315;3689;Población municipal;232.0;A
2021;54887;2315;3690;Población municipal;212.0;A
2021;54887;2316;3691;Población municipal;3760.0;A
2021;54887;2316;3689;Población municipal;1984.0;A
2021;54887;2316;3690;Población municipal;1776.0;A
2021;54887;2317;3691;Población municipal;224.0;A
2021;54887;2317;3689;Población municipal;120.0;A
2021;54887;2317;3690;Población municipal;104.0;A
2021;54887;2318;3691;Población municipal;4.0;A
2021;54887;2318;3690;Población municipal;4.0;A
2021;54887;2319;3691;Población municipal;135.0;A
2021;54887;2319;3689;Población municipal;74.0;A
2021;54887;2319;3690;Población municipal;61.0;A
2021;54887;2320;3691;Población municipal;27772.0;A
2021;54887;2320;3689;Población municipal;15282.0;A
2021;54887;2320;3690;Población municipal;12490.0;A
2021;54887;2321;3691;Población municipal;17.0;A
2021;54887;2321;3689;Población municipal;12.0;A
2021;54887;2321;3690;Población municipal;5.0;A
2021;54887;2322;3691;Población municipal;63.0;A
2021;54887;2322;3689;Población municipal;41.0;A
2021;54887;2322;3690;Población municipal;22.0;A
2021;54887;2323;3691;Población municipal;34.0;A
2021;54887;2323;3689;Población municipal;18.0;A
2021;54887;2323;3690;Población municipal;16.0;A
2021;54887;2324;3691;Población municipal;124.0;A
2021;54887;2324;3689;Población municipal;56.0;A
2021;54887;2324;3690;Población municipal;68.0;A
2021;54887;2325;3691;Población municipal;24.0;A
2021;54887;2325;3689;Población municipal;10.0;A
2021;54887;2325;3690;Población municipal;14.0;A
2021;54887;2326;3691;Población municipal;62.0;A
2021;54887;2326;3689;Población municipal;33.0;A
2021;54887;2326;3690;Población municipal;29.0;A
2021;54887;2327;3691;Población municipal;579.0;A
2021;54887;2327;3689;Población municipal;314.0;A
2021;54887;2327;3690;Población municipal;265.0;A
2021;54887;2328;3691;Población municipal;29.0;A
2021;54887;2328;3689;Población municipal;14.0;A
2021;54887;2328;3690;Población municipal;15.0;A
2021;54887;2329;3691;Población municipal;985.0;A
2021;54887;2329;3689;Población municipal;544.0;A
2021;54887;2329;3690;Población municipal;441.0;A
2021;54887;2330;3691;Población municipal;234.0;A
2021;54887;2330;3689;Población municipal;110.0;A
2021;54887;2330;3690;Población municipal;124.0;A
2021;54887;2331;3691;Población municipal;54.0;A
2021;54887;2331;3689;Población municipal;28.0;A
2021;54887;2331;3690;Población municipal;26.0;A
2021;54887;2332;3691;Población municipal;46.0;A
2021;54887;2332;3689;Población municipal;29.0;A
2021;54887;2332;3690;Población municipal;17.0;A
2021;54887;2333;3691;Población municipal;276.0;A
2021;54887;2333;3689;Población municipal;139.0;A
2021;54887;2333;3690;Población municipal;137.0;A
2021;54887;2346;3691;Población municipal;50.0;A
2021;54887;2346;3689;Población municipal;26.0;A
2021;54887;2346;3690;Población municipal;24.0;A
2021;54887;2334;3691;Población municipal;1565.0;A
2021;54887;2334;3689;Población municipal;814.0;A
2021;54887;2334;3690;Población municipal;751.0;A
2021;54887;2335;3691;Población municipal;25.0;A
2021;54887;2335;3689;Población municipal;13.0;A
2021;54887;2335;3690;Población municipal;12.0;A
2021;54887;2336;3691;Población municipal;100.0;A
2021;54887;2336;3689;Población municipal;46.0;A
2021;54887;2336;3690;Población municipal;54.0;A
2021;54887;2337;3691;Población municipal;60.0;A
2021;54887;2337;3689;Población municipal;27.0;A
2021;54887;2337;3690;Población municipal;33.0;A
2021;54887;2338;3691;Población municipal;7.0;A
2021;54887;2338;3689;Población municipal;4.0;A
2021;54887;2338;3690;Población municipal;3.0;A
2021;54887;2339;3691;Población municipal;362.0;A
2021;54887;2339;3689;Población municipal;177.0;A
2021;54887;2339;3690;Población municipal;185.0;A
2021;54887;2340;3691;Población municipal;1128.0;A
2021;54887;2340;3689;Población municipal;567.0;A
2021;54887;2340;3690;Población municipal;561.0;A
2021;54887;2341;3691;Población municipal;5851.0;A
2021;54887;2341;3689;Población municipal;3010.0;A
2021;54887;2341;3690;Población municipal;2841.0;A
2021;54887;2342;3691;Población municipal;532.0;A
2021;54887;2342;3689;Población municipal;279.0;A
2021;54887;2342;3690;Población municipal;253.0;A
2021;54887;2343;3691;Población municipal;8749.0;A
2021;54887;2343;3689;Población municipal;5498.0;A
2021;54887;2343;3690;Población municipal;3251.0;A
2021;54887;2344;3691;Población municipal;1290.0;A
2021;54887;2344;3689;Población municipal;668.0;A
2021;54887;2344;3690;Población municipal;622.0;A
2021;54682;3143;3691;Población municipal;352465.0;A
2021;54682;3143;3689;Población municipal;165704.0;A
2021;54682;3143;3690;Población municipal;186761.0;A
2021;54682;2352;3691;Población municipal;58530.0;A
2021;54682;2352;3689;Población municipal;27599.0;A
2021;54682;2352;3690;Población municipal;30931.0;A
2021;54682;2241;3691;Población municipal;48.0;A
2021;54682;2241;3689;Población municipal;22.0;A
2021;54682;2241;3690;Población municipal;26.0;A
2021;54682;2242;3691;Población municipal;47.0;A
2021;54682;2242;3689;Población municipal;26.0;A
2021;54682;2242;3690;Población municipal;21.0;A
2021;54682;2243;3691;Población municipal;1325.0;A
2021;54682;2243;3689;Población municipal;616.0;A
2021;54682;2243;3690;Población municipal;709.0;A
2021;54682;2244;3691;Población municipal;259.0;A
2021;54682;2244;3689;Población municipal;130.0;A
2021;54682;2244;3690;Población municipal;129.0;A
2021;54682;2245;3691;Población municipal;15.0;A
2021;54682;2245;3689;Población municipal;5.0;A
2021;54682;2245;3690;Población municipal;10.0;A
2021;54682;2246;3691;Población municipal;2038.0;A
2021;54682;2246;3689;Población municipal;1030.0;A
2021;54682;2246;3690;Población municipal;1008.0;A
2021;54682;2247;3691;Población municipal;14.0;A
2021;54682;2247;3689;Población municipal;3.0;A
2021;54682;2247;3690;Población municipal;11.0;A
2021;54682;2248;3691;Población municipal;30.0;A
2021;54682;2248;3689;Población municipal;15.0;A
2021;54682;2248;3690;Población municipal;15.0;A
2021;54682;2249;3691;Población municipal;12.0;A
2021;54682;2249;3689;Población municipal;6.0;A
2021;54682;2249;3690;Población municipal;6.0;A
2021;54682;2250;3691;Población municipal;21.0;A
2021;54682;2250;3689;Población municipal;12.0;A
2021;54682;2250;3690;Población municipal;9.0;A
2021;54682;2251;3691;Población municipal;196.0;A
2021;54682;2251;3689;Población municipal;97.0;A
2021;54682;2251;3690;Población municipal;99.0;A
2021;54682;2252;3691;Población municipal;1.0;A
2021;54682;2252;3689;Población municipal;1.0;A
2021;54682;2253;3691;Población municipal;6182.0;A
2021;54682;2253;3689;Población municipal;2692.0;A
2021;54682;2253;3690;Población municipal;3490.0;A
2021;54682;2254;3691;Población municipal;13.0;A
2021;54682;2254;3689;Población municipal;5.0;A
2021;54682;2254;3690;Población municipal;8.0;A
2021;54682;2255;3691;Población municipal;8.0;A
2021;54682;2255;3689;Población municipal;4.0;A
2021;54682;2255;3690;Población municipal;4.0;A
2021;54682;2256;3691;Población municipal;333.0;A
2021;54682;2256;3689;Población municipal;175.0;A
2021;54682;2256;3690;Población municipal;158.0;A
2021;54682;2257;3691;Población municipal;3046.0;A
2021;54682;2257;3689;Población municipal;1532.0;A
2021;54682;2257;3690;Población municipal;1514.0;A
2021;54682;2258;3691;Población municipal;20.0;A
2021;54682;2258;3689;Población municipal;9.0;A
2021;54682;2258;3690;Población municipal;11.0;A
2021;54682;2259;3691;Población municipal;2.0;A
2021;54682;2259;3690;Población municipal;2.0;A
2021;54682;9563;3691;Población municipal;134.0;A
2021;54682;9563;3689;Población municipal;58.0;A
2021;54682;9563;3690;Población municipal;76.0;A
2021;54682;2260;3691;Población municipal;6.0;A
2021;54682;2260;3689;Población municipal;1.0;A
2021;54682;2260;3690;Población municipal;5.0;A
2021;54682;2261;3691;Población municipal;17.0;A
2021;54682;2261;3689;Población municipal;9.0;A
2021;54682;2261;3690;Población municipal;8.0;A
2021;54682;2262;3691;Población municipal;518.0;A
2021;54682;2262;3689;Población municipal;257.0;A
2021;54682;2262;3690;Población municipal;261.0;A
2021;54682;2263;3691;Población municipal;4.0;A
2021;54682;2263;3689;Población municipal;2.0;A
2021;54682;2263;3690;Población municipal;2.0;A
2021;54682;2264;3691;Población municipal;144.0;A
2021;54682;2264;3689;Población municipal;65.0;A
2021;54682;2264;3690;Población municipal;79.0;A
2021;54682;2266;3691;Población municipal;1.0;A
2021;54682;2266;3690;Población municipal;1.0;A
2021;54682;2267;3691;Población municipal;28.0;A
2021;54682;2267;3689;Población municipal;16.0;A
2021;54682;2267;3690;Población municipal;12.0;A
2021;54682;2268;3691;Población municipal;2.0;A
2021;54682;2268;3689;Población municipal;1.0;A
2021;54682;2268;3690;Población municipal;1.0;A
2021;54682;2269;3691;Población municipal;915.0;A
2021;54682;2269;3689;Población municipal;437.0;A
2021;54682;2269;3690;Población municipal;478.0;A
2021;54682;2270;3691;Población municipal;21.0;A
2021;54682;2270;3689;Población municipal;9.0;A
2021;54682;2270;3690;Población municipal;12.0;A
2021;54682;2271;3691;Población municipal;923.0;A
2021;54682;2271;3689;Población municipal;453.0;A
2021;54682;2271;3690;Población municipal;470.0;A
2021;54682;2272;3691;Población municipal;553.0;A
2021;54682;2272;3689;Población municipal;257.0;A
2021;54682;2272;3690;Población municipal;296.0;A
2021;54682;2273;3691;Población municipal;6.0;A
2021;54682;2273;3689;Población municipal;2.0;A
2021;54682;2273;3690;Población municipal;4.0;A
2021;54682;2277;3691;Población municipal;15.0;A
2021;54682;2277;3689;Población municipal;8.0;A
2021;54682;2277;3690;Población municipal;7.0;A
2021;54682;2278;3691;Población municipal;93.0;A
2021;54682;2278;3689;Población municipal;45.0;A
2021;54682;2278;3690;Población municipal;48.0;A
2021;54682;2274;3691;Población municipal;8.0;A
2021;54682;2274;3689;Población municipal;3.0;A
2021;54682;2274;3690;Población municipal;5.0;A
2021;54682;2276;3691;Población municipal;1430.0;A
2021;54682;2276;3689;Población municipal;707.0;A
2021;54682;2276;3690;Población municipal;723.0;A
2021;54682;2279;3691;Población municipal;90.0;A
2021;54682;2279;3689;Población municipal;35.0;A
2021;54682;2279;3690;Población municipal;55.0;A
2021;54682;2347;3691;Población municipal;5474.0;A
2021;54682;2347;3689;Población municipal;2398.0;A
2021;54682;2347;3690;Población municipal;3076.0;A
2021;54682;2282;3691;Población municipal;87.0;A
2021;54682;2282;3689;Población municipal;41.0;A
2021;54682;2282;3690;Población municipal;46.0;A
2021;54682;2284;3691;Población municipal;54.0;A
2021;54682;2284;3689;Población municipal;27.0;A
2021;54682;2284;3690;Población municipal;27.0;A
2021;54682;2285;3691;Población municipal;194.0;A
2021;54682;2285;3689;Población municipal;118.0;A
2021;54682;2285;3690;Población municipal;76.0;A
2021;54682;2286;3691;Población municipal;50.0;A
2021;54682;2286;3689;Población municipal;32.0;A
2021;54682;2286;3690;Población municipal;18.0;A
2021;54682;2287;3691;Población municipal;31.0;A
2021;54682;2287;3689;Población municipal;12.0;A
2021;54682;2287;3690;Población municipal;19.0;A
2021;54682;2288;3691;Población municipal;155.0;A
2021;54682;2288;3689;Población municipal;79.0;A
2021;54682;2288;3690;Población municipal;76.0;A
2021;54682;2289;3691;Población municipal;989.0;A
2021;54682;2289;3689;Población municipal;489.0;A
2021;54682;2289;3690;Población municipal;500.0;A
2021;54682;2290;3691;Población municipal;1086.0;A
2021;54682;2290;3689;Población municipal;546.0;A
2021;54682;2290;3690;Población municipal;540.0;A
2021;54682;2291;3691;Población municipal;83.0;A
2021;54682;2291;3689;Población municipal;42.0;A
2021;54682;2291;3690;Población municipal;41.0;A
2021;54682;2292;3691;Población municipal;10.0;A
2021;54682;2292;3689;Población municipal;6.0;A
2021;54682;2292;3690;Población municipal;4.0;A
2021;54682;2293;3691;Población municipal;323.0;A
2021;54682;2293;3689;Población municipal;141.0;A
2021;54682;2293;3690;Población municipal;182.0;A
2021;54682;2294;3691;Población municipal;2133.0;A
2021;54682;2294;3689;Población municipal;1046.0;A
2021;54682;2294;3690;Población municipal;1087.0;A
2021;54682;2295;3691;Población municipal;29.0;A
2021;54682;2295;3689;Población municipal;14.0;A
2021;54682;2295;3690;Población municipal;15.0;A
2021;54682;2296;3691;Población municipal;18.0;A
2021;54682;2296;3689;Población municipal;9.0;A
2021;54682;2296;3690;Población municipal;9.0;A
2021;54682;2297;3691;Población municipal;12.0;A
2021;54682;2297;3689;Población municipal;6.0;A
2021;54682;2297;3690;Población municipal;6.0;A
2021;54682;2298;3691;Población municipal;43.0;A
2021;54682;2298;3689;Población municipal;22.0;A
2021;54682;2298;3690;Población municipal;21.0;A
2021;54682;2299;3691;Población municipal;24.0;A
2021;54682;2299;3689;Población municipal;10.0;A
2021;54682;2299;3690;Población municipal;14.0;A
2021;54682;2300;3691;Población municipal;277.0;A
2021;54682;2300;3689;Población municipal;143.0;A
2021;54682;2300;3690;Población municipal;134.0;A
2021;54682;2301;3691;Población municipal;48.0;A
2021;54682;2301;3689;Población municipal;28.0;A
2021;54682;2301;3690;Población municipal;20.0;A
2021;54682;2302;3691;Población municipal;73.0;A
2021;54682;2302;3689;Población municipal;39.0;A
2021;54682;2302;3690;Población municipal;34.0;A
2021;54682;2303;3691;Población municipal;96.0;A
2021;54682;2303;3689;Población municipal;49.0;A
2021;54682;2303;3690;Población municipal;47.0;A
2021;54682;2304;3691;Población municipal;48.0;A
2021;54682;2304;3689;Población municipal;25.0;A
2021;54682;2304;3690;Población municipal;23.0;A
2021;54682;2305;3691;Población municipal;3110.0;A
2021;54682;2305;3689;Población municipal;1473.0;A
2021;54682;2305;3690;Población municipal;1637.0;A
2021;54682;2348;3691;Población municipal;146.0;A
2021;54682;2348;3689;Población municipal;62.0;A
2021;54682;2348;3690;Población municipal;84.0;A
2021;54682;2306;3691;Población municipal;60.0;A
2021;54682;2306;3689;Población municipal;26.0;A
2021;54682;2306;3690;Población municipal;34.0;A
2021;54682;2307;3691;Población municipal;2600.0;A
2021;54682;2307;3689;Población municipal;1241.0;A
2021;54682;2307;3690;Población municipal;1359.0;A
2021;54682;2308;3691;Población municipal;15.0;A
2021;54682;2308;3689;Población municipal;6.0;A
2021;54682;2308;3690;Población municipal;9.0;A
2021;54682;2309;3691;Población municipal;16.0;A
2021;54682;2309;3689;Población municipal;12.0;A
2021;54682;2309;3690;Población municipal;4.0;A
2021;54682;2310;3691;Población municipal;251.0;A
2021;54682;2310;3689;Población municipal;127.0;A
2021;54682;2310;3690;Población municipal;124.0;A
2021;54682;2311;3691;Población municipal;470.0;A
2021;54682;2311;3689;Población municipal;235.0;A
2021;54682;2311;3690;Población municipal;235.0;A
2021;54682;2312;3691;Población municipal;18.0;A
2021;54682;2312;3689;Población municipal;9.0;A
2021;54682;2312;3690;Población municipal;9.0;A
2021;54682;2313;3691;Población municipal;721.0;A
2021;54682;2313;3689;Población municipal;355.0;A
2021;54682;2313;3690;Población municipal;366.0;A
2021;54682;2314;3691;Población municipal;10.0;A
2021;54682;2314;3689;Población municipal;4.0;A
2021;54682;2314;3690;Población municipal;6.0;A
2021;54682;2315;3691;Población municipal;236.0;A
2021;54682;2315;3689;Población municipal;109.0;A
2021;54682;2315;3690;Población municipal;127.0;A
2021;54682;2316;3691;Población municipal;740.0;A
2021;54682;2316;3689;Población municipal;368.0;A
2021;54682;2316;3690;Población municipal;372.0;A
2021;54682;2317;3691;Población municipal;68.0;A
2021;54682;2317;3689;Población municipal;33.0;A
2021;54682;2317;3690;Población municipal;35.0;A
2021;54682;2318;3691;Población municipal;1.0;A
2021;54682;2318;3690;Población municipal;1.0;A
2021;54682;2319;3691;Población municipal;71.0;A
2021;54682;2319;3689;Población municipal;38.0;A
2021;54682;2319;3690;Población municipal;33.0;A
2021;54682;2320;3691;Población municipal;11048.0;A
2021;54682;2320;3689;Población municipal;4998.0;A
2021;54682;2320;3690;Población municipal;6050.0;A
2021;54682;2321;3691;Población municipal;10.0;A
2021;54682;2321;3689;Población municipal;7.0;A
2021;54682;2321;3690;Población municipal;3.0;A
2021;54682;2322;3691;Población municipal;36.0;A
2021;54682;2322;3689;Población municipal;20.0;A
2021;54682;2322;3690;Población municipal;16.0;A
2021;54682;2323;3691;Población municipal;24.0;A
2021;54682;2323;3689;Población municipal;14.0;A
2021;54682;2323;3690;Población municipal;10.0;A
2021;54682;2324;3691;Población municipal;76.0;A
2021;54682;2324;3689;Población municipal;35.0;A
2021;54682;2324;3690;Población municipal;41.0;A
2021;54682;2325;3691;Población municipal;19.0;A
2021;54682;2325;3689;Población municipal;10.0;A
2021;54682;2325;3690;Población municipal;9.0;A
2021;54682;2326;3691;Población municipal;58.0;A
2021;54682;2326;3689;Población municipal;31.0;A
2021;54682;2326;3690;Población municipal;27.0;A
2021;54682;2327;3691;Población municipal;324.0;A
2021;54682;2327;3689;Población municipal;158.0;A
2021;54682;2327;3690;Población municipal;166.0;A
2021;54682;2328;3691;Población municipal;27.0;A
2021;54682;2328;3689;Población municipal;14.0;A
