D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_NACIONALIDAD_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2006;3143;3691;4781;4306;Población municipal;7975672.0;A
2006;3143;3691;4781;4172;Población municipal;1295316.0;A
2006;3143;3691;4781;4159;Población municipal;420569.0;A
2006;3143;3691;4781;4154;Población municipal;78842.0;A
2006;3143;3691;4781;4155;Población municipal;86748.0;A
2006;3143;3691;4781;4156;Población municipal;85981.0;A
2006;3143;3691;4781;4157;Población municipal;84278.0;A
2006;3143;3691;4781;4158;Población municipal;84720.0;A
2006;3143;3691;4781;4165;Población municipal;415516.0;A
2006;3143;3691;4781;4160;Población municipal;84132.0;A
2006;3143;3691;4781;4161;Población municipal;82760.0;A
2006;3143;3691;4781;4162;Población municipal;81589.0;A
2006;3143;3691;4781;4163;Población municipal;83642.0;A
2006;3143;3691;4781;4164;Población municipal;83393.0;A
2006;3143;3691;4781;4171;Población municipal;459231.0;A
2006;3143;3691;4781;4166;Población municipal;86358.0;A
2006;3143;3691;4781;4167;Población municipal;87653.0;A
2006;3143;3691;4781;4168;Población municipal;92646.0;A
2006;3143;3691;4781;4169;Población municipal;96577.0;A
2006;3143;3691;4781;4170;Población municipal;95997.0;A
2006;3143;3691;4781;4191;Población municipal;1762675.0;A
2006;3143;3691;4781;4178;Población municipal;498117.0;A
2006;3143;3691;4781;4173;Población municipal;97975.0;A
2006;3143;3691;4781;4174;Población municipal;98753.0;A
2006;3143;3691;4781;4175;Población municipal;98236.0;A
2006;3143;3691;4781;4176;Población municipal;100241.0;A
2006;3143;3691;4781;4177;Población municipal;102912.0;A
2006;3143;3691;4781;4184;Población municipal;578882.0;A
2006;3143;3691;4781;4179;Población municipal;106274.0;A
2006;3143;3691;4781;4180;Población municipal;111336.0;A
2006;3143;3691;4781;4181;Población municipal;115389.0;A
2006;3143;3691;4781;4182;Población municipal;121107.0;A
2006;3143;3691;4781;4183;Población municipal;124776.0;A
2006;3143;3691;4781;4190;Población municipal;685676.0;A
2006;3143;3691;4781;4185;Población municipal;132346.0;A
2006;3143;3691;4781;4186;Población municipal;133891.0;A
2006;3143;3691;4781;4187;Población municipal;138652.0;A
2006;3143;3691;4781;4188;Población municipal;139758.0;A
2006;3143;3691;4781;4189;Población municipal;141029.0;A
2006;3143;3691;4781;4210;Población municipal;1981271.0;A
2006;3143;3691;4781;4197;Población municipal;682958.0;A
2006;3143;3691;4781;4192;Población municipal;140041.0;A
2006;3143;3691;4781;4193;Población municipal;137964.0;A
2006;3143;3691;4781;4194;Población municipal;135759.0;A
2006;3143;3691;4781;4195;Población municipal;135905.0;A
2006;3143;3691;4781;4196;Población municipal;133289.0;A
2006;3143;3691;4781;4203;Población municipal;667960.0;A
2006;3143;3691;4781;4198;Población municipal;133655.0;A
2006;3143;3691;4781;4199;Población municipal;133062.0;A
2006;3143;3691;4781;4200;Población municipal;133547.0;A
2006;3143;3691;4781;4201;Población municipal;135654.0;A
2006;3143;3691;4781;4202;Población municipal;132042.0;A
2006;3143;3691;4781;4209;Población municipal;630353.0;A
2006;3143;3691;4781;4204;Población municipal;131821.0;A
2006;3143;3691;4781;4205;Población municipal;134723.0;A
2006;3143;3691;4781;4206;Población municipal;127127.0;A
2006;3143;3691;4781;4207;Población municipal;119999.0;A
2006;3143;3691;4781;4208;Población municipal;116683.0;A
2006;3143;3691;4781;4235;Población municipal;1764134.0;A
2006;3143;3691;4781;4216;Población municipal;550195.0;A
2006;3143;3691;4781;4211;Población municipal;118082.0;A
2006;3143;3691;4781;4212;Población municipal;113439.0;A
2006;3143;3691;4781;4213;Población municipal;112333.0;A
2006;3143;3691;4781;4214;Población municipal;108146.0;A
2006;3143;3691;4781;4215;Población municipal;98195.0;A
2006;3143;3691;4781;4222;Población municipal;448895.0;A
2006;3143;3691;4781;4217;Población municipal;95539.0;A
2006;3143;3691;4781;4218;Población municipal;89907.0;A
2006;3143;3691;4781;4219;Población municipal;91133.0;A
2006;3143;3691;4781;4220;Población municipal;89561.0;A
2006;3143;3691;4781;4221;Población municipal;82755.0;A
2006;3143;3691;4781;4228;Población municipal;402847.0;A
2006;3143;3691;4781;4223;Población municipal;76365.0;A
2006;3143;3691;4781;4224;Población municipal;82576.0;A
2006;3143;3691;4781;4225;Población municipal;88550.0;A
