D_TEMPORAL_0;D_TERRITORIO_0;D_SEXO_0;D_NACIONALIDAD_0;D_EDAD_0;INDICATOR;OBS_VALUE;FREQ
2021;2797;3691;4781;4306;Población municipal;525835.0;A
2021;2797;3691;4781;4172;Población municipal;78478.0;A
2021;2797;3691;4781;4159;Población municipal;22010.0;A
2021;2797;3691;4781;4154;Población municipal;3714.0;A
2021;2797;3691;4781;4155;Población municipal;4405.0;A
2021;2797;3691;4781;4156;Población municipal;4319.0;A
2021;2797;3691;4781;4157;Población municipal;4776.0;A
2021;2797;3691;4781;4158;Población municipal;4796.0;A
2021;2797;3691;4781;4165;Población municipal;26332.0;A
2021;2797;3691;4781;4160;Población municipal;5000.0;A
2021;2797;3691;4781;4161;Población municipal;5255.0;A
2021;2797;3691;4781;4162;Población municipal;5244.0;A
2021;2797;3691;4781;4163;Población municipal;5296.0;A
2021;2797;3691;4781;4164;Población municipal;5537.0;A
2021;2797;3691;4781;4171;Población municipal;30136.0;A
2021;2797;3691;4781;4166;Población municipal;5812.0;A
2021;2797;3691;4781;4167;Población municipal;5972.0;A
2021;2797;3691;4781;4168;Población municipal;6293.0;A
2021;2797;3691;4781;4169;Población municipal;6105.0;A
2021;2797;3691;4781;4170;Población municipal;5954.0;A
2021;2797;3691;4781;4191;Población municipal;85435.0;A
2021;2797;3691;4781;4178;Población municipal;28208.0;A
2021;2797;3691;4781;4173;Población municipal;5812.0;A
2021;2797;3691;4781;4174;Población municipal;5643.0;A
2021;2797;3691;4781;4175;Población municipal;5614.0;A
2021;2797;3691;4781;4176;Población municipal;5592.0;A
2021;2797;3691;4781;4177;Población municipal;5547.0;A
2021;2797;3691;4781;4184;Población municipal;27417.0;A
2021;2797;3691;4781;4179;Población municipal;5564.0;A
2021;2797;3691;4781;4180;Población municipal;5501.0;A
2021;2797;3691;4781;4181;Población municipal;5363.0;A
2021;2797;3691;4781;4182;Población municipal;5510.0;A
2021;2797;3691;4781;4183;Población municipal;5479.0;A
2021;2797;3691;4781;4190;Población municipal;29810.0;A
2021;2797;3691;4781;4185;Población municipal;5692.0;A
2021;2797;3691;4781;4186;Población municipal;5736.0;A
2021;2797;3691;4781;4187;Población municipal;6053.0;A
2021;2797;3691;4781;4188;Población municipal;6121.0;A
2021;2797;3691;4781;4189;Población municipal;6208.0;A
2021;2797;3691;4781;4210;Población municipal;116817.0;A
2021;2797;3691;4781;4197;Población municipal;32907.0;A
2021;2797;3691;4781;4192;Población municipal;6335.0;A
2021;2797;3691;4781;4193;Población municipal;6461.0;A
2021;2797;3691;4781;4194;Población municipal;6597.0;A
2021;2797;3691;4781;4195;Población municipal;6596.0;A
