D_TEMPORAL_0;D_EDAD_0;D_TERRITORIO_0;D_SEXO_0;D_RELAC_RESID_NAC_0;INDICATOR;OBS_VALUE;FREQ
2001;4306;2402;3689;53587;Población municipal;12381.1508101;A
2001;4306;2402;3690;53588;Población municipal;570015.9980142;A
2001;4306;2402;3690;53583;Población municipal;359619.2012997;A
2001;4306;2402;3690;53584;Población municipal;130972.686551;A
2001;4306;2402;3690;53585;Población municipal;36119.4767537;A
2001;4306;2402;3690;53586;Población municipal;31337.7737489;A
2001;4306;2402;3690;53587;Población municipal;11966.8596609;A
2001;4306;2482;3691;53588;Población municipal;769624.998769;A
2001;4306;2482;3691;53583;Población municipal;544584.8147733;A
2001;4306;2482;3691;53584;Población municipal;136406.1642259;A
2001;4306;2482;3691;53585;Población municipal;43277.0729282;A
2001;4306;2482;3691;53586;Población municipal;37732.048821;A
2001;4306;2482;3691;53587;Población municipal;7624.8980206;A
2001;4306;2482;3689;53588;Población municipal;376510.9993169;A
2001;4306;2482;3689;53583;Población municipal;271970.9209777;A
2001;4306;2482;3689;53584;Población municipal;63440.7835626;A
2001;4306;2482;3689;53585;Población municipal;19757.7261705;A
2001;4306;2482;3689;53586;Población municipal;17681.7023218;A
2001;4306;2482;3689;53587;Población municipal;3659.8662843;A
2001;4306;2482;3690;53588;Población municipal;393113.9994521;A
2001;4306;2482;3690;53583;Población municipal;272613.8937956;A
2001;4306;2482;3690;53584;Población municipal;72965.3806633;A
2001;4306;2482;3690;53585;Población municipal;23519.3467577;A
2001;4306;2482;3690;53586;Población municipal;20050.3464992;A
2001;4306;2482;3690;53587;Población municipal;3965.0317363;A
2001;4306;2713;3691;53588;Población municipal;812636.9968934;A
2001;4306;2713;3691;53583;Población municipal;472277.8122059;A
2001;4306;2713;3691;53584;Población municipal;215559.25127;A
2001;4306;2713;3691;53585;Población municipal;51131.9297543;A
2001;4306;2713;3691;53586;Población municipal;48954.9948277;A
2001;4306;2713;3691;53587;Población municipal;21740.0088355;A
2001;4306;2713;3691;53589;Población municipal;2973.0;A
2001;4306;2713;3689;53588;Población municipal;398271.9982793;A
2001;4306;2713;3689;53583;Población municipal;237709.6152363;A
2001;4306;2713;3689;53584;Población municipal;101983.8768641;A
2001;4306;2713;3689;53585;Población municipal;23044.7199646;A
2001;4306;2713;3689;53586;Población municipal;23020.7953339;A
2001;4306;2713;3689;53587;Población municipal;11013.9908804;A
2001;4306;2713;3689;53589;Población municipal;1499.0;A
2001;4306;2713;3690;53588;Población municipal;414364.9986141;A
2001;4306;2713;3690;53583;Población municipal;234568.1969696;A
2001;4306;2713;3690;53584;Población municipal;113575.3744059;A
2001;4306;2713;3690;53585;Población municipal;28087.2097897;A
2001;4306;2713;3690;53586;Población municipal;25934.1994938;A
2001;4306;2713;3690;53587;Población municipal;10726.0179551;A
2001;4306;2713;3690;53589;Población municipal;1474.0;A
2001;4306;2797;3691;53588;Población municipal;461729.9974519;A
2001;4306;2797;3691;53583;Población municipal;271499.8976952;A
2001;4306;2797;3691;53584;Población municipal;122270.8136144;A
2001;4306;2797;3691;53585;Población municipal;31757.9581367;A
2001;4306;2797;3691;53586;Población municipal;25110.0338386;A
2001;4306;2797;3691;53587;Población municipal;11091.294167;A
2001;4306;2797;3689;53588;Población municipal;228770.9987131;A
2001;4306;2797;3689;53583;Población municipal;135131.6019681;A
2001;4306;2797;3689;53584;Población municipal;59509.0946498;A
2001;4306;2797;3689;53585;Población municipal;15604.5442704;A
2001;4306;2797;3689;53586;Población municipal;12206.1740098;A
2001;4306;2797;3689;53587;Población municipal;6319.583815;A
2001;4306;2797;3690;53588;Población municipal;232958.9987388;A
2001;4306;2797;3690;53583;Población municipal;136368.2957271;A
2001;4306;2797;3690;53584;Población municipal;62761.7189646;A
2001;4306;2797;3690;53585;Población municipal;16153.4138663;A
2001;4306;2797;3690;53586;Población municipal;12903.8598288;A
2001;4306;2797;3690;53587;Población municipal;4771.710352;A
2001;4306;2911;3691;53588;Población municipal;645780.9982476;A
2001;4306;2911;3691;53583;Población municipal;458156.8178086;A
2001;4306;2911;3691;53584;Población municipal;123664.059765;A
2001;4306;2911;3691;53585;Población municipal;26668.9776044;A
2001;4306;2911;3691;53586;Población municipal;30718.0092312;A
2001;4306;2911;3691;53587;Población municipal;5553.1338384;A
2001;4306;2911;3691;53589;Población municipal;1020.0;A
2001;4306;2911;3689;53588;Población municipal;319612.9990434;A
2001;4306;2911;3689;53583;Población municipal;230578.3983362;A
2001;4306;2911;3689;53584;Población municipal;58258.0405881;A
2001;4306;2911;3689;53585;Población municipal;12477.6633216;A
2001;4306;2911;3689;53586;Población municipal;14457.853442;A
2001;4306;2911;3689;53587;Población municipal;3332.0433555;A
2001;4306;2911;3689;53589;Población municipal;509.0;A
2001;4306;2911;3690;53588;Población municipal;326167.9992042;A
2001;4306;2911;3690;53583;Población municipal;227578.4194724;A
2001;4306;2911;3690;53584;Población municipal;65406.0191769;A
2001;4306;2911;3690;53585;Población municipal;14191.3142828;A
2001;4306;2911;3690;53586;Población municipal;16260.1557892;A
2001;4306;2911;3690;53587;Población municipal;2221.0904829;A
2001;4306;2911;3690;53589;Población municipal;511.0;A
2001;4306;3023;3691;53588;Población municipal;1302239.9918666;A
2001;4306;3023;3691;53583;Población municipal;682449.2846739;A
2001;4306;3023;3691;53584;Población municipal;282549.468607;A
2001;4306;3023;3691;53585;Población municipal;118264.3483386;A
2001;4306;3023;3691;53586;Población municipal;102310.0586984;A
2001;4306;3023;3691;53587;Población municipal;116666.8315487;A
2001;4306;3023;3689;53588;Población municipal;636273.9959884;A
2001;4306;3023;3689;53583;Población municipal;338426.0211214;A
2001;4306;3023;3689;53584;Población municipal;136942.5265888;A
2001;4306;3023;3689;53585;Población municipal;56136.8431725;A
2001;4306;3023;3689;53586;Población municipal;48524.1652014;A
2001;4306;3023;3689;53587;Población municipal;56244.4399043;A
2001;4306;3023;3690;53588;Población municipal;665965.9958782;A
2001;4306;3023;3690;53583;Población municipal;344023.2635525;A
2001;4306;3023;3690;53584;Población municipal;145606.9420182;A
2001;4306;3023;3690;53585;Población municipal;62127.5051661;A
2001;4306;3023;3690;53586;Población municipal;53785.893497;A
2001;4306;3023;3690;53587;Población municipal;60422.3916444;A
2001;4306;3142;3691;53588;Población municipal;1747440.9964261;A
2001;4306;3142;3691;53583;Población municipal;977590.4242159;A
2001;4306;3142;3691;53584;Población municipal;478700.2073535;A
2001;4306;3142;3691;53585;Población municipal;145622.2361094;A
2001;4306;3142;3691;53586;Población municipal;117196.1200995;A
2001;4306;3142;3691;53587;Población municipal;28332.0086478;A
2001;4306;3142;3689;53588;Población municipal;856877.998193;A
2001;4306;3142;3689;53583;Población municipal;486592.9636748;A
2001;4306;3142;3689;53584;Población municipal;236165.4960476;A
2001;4306;3142;3689;53585;Población municipal;65720.7712807;A
2001;4306;3142;3689;53586;Población municipal;54393.2375313;A
2001;4306;3142;3689;53587;Población municipal;14005.5296586;A
2001;4306;3142;3690;53588;Población municipal;890562.9982331;A
2001;4306;3142;3690;53583;Población municipal;490997.4605411;A
2001;4306;3142;3690;53584;Población municipal;242534.7113059;A
2001;4306;3142;3690;53585;Población municipal;79901.4648287;A
2001;4306;3142;3690;53586;Población municipal;62802.8825682;A
2001;4306;3142;3690;53587;Población municipal;14326.4789892;A
2001;4172;3143;3691;53588;Población municipal;1253962.2237349;A
2001;4172;3143;3691;53583;Población municipal;866225.7985026;A
2001;4172;3143;3691;53584;Población municipal;300577.1891044;A
2001;4172;3143;3691;53585;Población municipal;33584.0930976;A
2001;4172;3143;3691;53586;Población municipal;33145.0799257;A
2001;4172;3143;3691;53587;Población municipal;20430.0631046;A
2001;4172;3143;3689;53588;Población municipal;642891.3292062;A
2001;4172;3143;3689;53583;Población municipal;443885.1877239;A
2001;4172;3143;3689;53584;Población municipal;154434.9287063;A
2001;4172;3143;3689;53585;Población municipal;17177.9964644;A
2001;4172;3143;3689;53586;Población municipal;16909.0965151;A
2001;4172;3143;3689;53587;Población municipal;10484.1197965;A
2001;4172;3143;3690;53588;Población municipal;611070.8945287;A
2001;4172;3143;3690;53583;Población municipal;422340.6107787;A
2001;4172;3143;3690;53584;Población municipal;146142.2603981;A
2001;4172;3143;3690;53585;Población municipal;16406.0966332;A
2001;4172;3143;3690;53586;Población municipal;16235.9834106;A
2001;4172;3143;3690;53587;Población municipal;9945.9433081;A
2001;4172;2352;3691;53588;Población municipal;94788.7691042;A
2001;4172;2352;3691;53583;Población municipal;57014.6569935;A
2001;4172;2352;3691;53584;Población municipal;27096.0554861;A
2001;4172;2352;3691;53585;Población municipal;3893.0332154;A
2001;4172;2352;3691;53586;Población municipal;3376.9692241;A
2001;4172;2352;3691;53587;Población municipal;3408.0541851;A
2001;4172;2352;3689;53588;Población municipal;48916.8403614;A
2001;4172;2352;3689;53583;Población municipal;29248.5484788;A
2001;4172;2352;3689;53584;Población municipal;14054.8794839;A
2001;4172;2352;3689;53585;Población municipal;2042.1086153;A
2001;4172;2352;3689;53586;Población municipal;1748.0452854;A
2001;4172;2352;3689;53587;Población municipal;1823.258498;A
2001;4172;2352;3690;53588;Población municipal;45871.9287428;A
2001;4172;2352;3690;53583;Población municipal;27766.1085147;A
2001;4172;2352;3690;53584;Población municipal;13041.1760022;A
2001;4172;2352;3690;53585;Población municipal;1850.9246001;A
2001;4172;2352;3690;53586;Población municipal;1628.9239387;A
2001;4172;2352;3690;53587;Población municipal;1584.7956871;A
2001;4172;2402;3691;53588;Población municipal;199993.7857699;A
2001;4172;2402;3691;53583;Población municipal;137676.8148464;A
2001;4172;2402;3691;53584;Población municipal;50540.9719806;A
2001;4172;2402;3691;53585;Población municipal;4663.0263262;A
2001;4172;2402;3691;53586;Población municipal;4808.9758806;A
2001;4172;2402;3691;53587;Población municipal;2303.9967361;A
2001;4172;2402;3689;53588;Población municipal;103294.0476436;A
2001;4172;2402;3689;53583;Población municipal;71177.8626069;A
2001;4172;2402;3689;53584;Población municipal;26062.0920548;A
2001;4172;2402;3689;53585;Población municipal;2432.9974773;A
2001;4172;2402;3689;53586;Población municipal;2432.0795506;A
2001;4172;2402;3689;53587;Población municipal;1189.015954;A
2001;4172;2402;3690;53588;Población municipal;96699.7381263;A
2001;4172;2402;3690;53583;Población municipal;66498.9522395;A
2001;4172;2402;3690;53584;Población municipal;24478.8799258;A
2001;4172;2402;3690;53585;Población municipal;2230.0288489;A
2001;4172;2402;3690;53586;Población municipal;2376.89633;A
2001;4172;2402;3690;53587;Población municipal;1114.9807821;A
2001;4172;2482;3691;53588;Población municipal;130822.7148085;A
2001;4172;2482;3691;53583;Población municipal;107843.744311;A
2001;4172;2482;3691;53584;Población municipal;17018.9656742;A
2001;4172;2482;3691;53585;Población municipal;2296.001485;A
2001;4172;2482;3691;53586;Población municipal;2976.0050901;A
2001;4172;2482;3691;53587;Población municipal;687.9982482;A
2001;4172;2482;3689;53588;Población municipal;67536.9291075;A
2001;4172;2482;3689;53583;Población municipal;55741.1820156;A
2001;4172;2482;3689;53584;Población municipal;8780.7860688;A
2001;4172;2482;3689;53585;Población municipal;1146.9701278;A
2001;4172;2482;3689;53586;Población municipal;1527.9880085;A
2001;4172;2482;3689;53587;Población municipal;340.0028868;A
2001;4172;2482;3690;53588;Población municipal;63285.785701;A
2001;4172;2482;3690;53583;Población municipal;52102.5622954;A
2001;4172;2482;3690;53584;Población municipal;8238.1796054;A
2001;4172;2482;3690;53585;Población municipal;1149.0313572;A
2001;4172;2482;3690;53586;Población municipal;1448.0170816;A
2001;4172;2482;3690;53587;Población municipal;347.9953614;A
2001;4172;2713;3691;53588;Población municipal;128184.888202;A
2001;4172;2713;3691;53583;Población municipal;89764.9224327;A
2001;4172;2713;3691;53584;Población municipal;29243.9926065;A
2001;4172;2713;3691;53585;Población municipal;2956.0055027;A
2001;4172;2713;3691;53586;Población municipal;4422.9891812;A
2001;4172;2713;3691;53587;Población municipal;1796.9784789;A
2001;4172;2713;3689;53588;Población municipal;65879.2939898;A
2001;4172;2713;3689;53583;Población municipal;45978.4387466;A
2001;4172;2713;3689;53584;Población municipal;15159.8957871;A
2001;4172;2713;3689;53585;Población municipal;1489.006077;A
2001;4172;2713;3689;53586;Población municipal;2304.9690366;A
2001;4172;2713;3689;53587;Población municipal;946.9843425;A
2001;4172;2713;3690;53588;Población municipal;62305.5942122;A
2001;4172;2713;3690;53583;Población municipal;43786.4836861;A
2001;4172;2713;3690;53584;Población municipal;14084.0968194;A
2001;4172;2713;3690;53585;Población municipal;1466.9994257;A
2001;4172;2713;3690;53586;Población municipal;2118.0201446;A
2001;4172;2713;3690;53587;Población municipal;849.9941364;A
2001;4172;2797;3691;53588;Población municipal;75358.263726;A
2001;4172;2797;3691;53583;Población municipal;48650.1614533;A
2001;4172;2797;3691;53584;Población municipal;21037.0454143;A
2001;4172;2797;3691;53585;Población municipal;3476.0195436;A
2001;4172;2797;3691;53586;Población municipal;1431.0224169;A
2001;4172;2797;3691;53587;Población municipal;764.0148979;A
2001;4172;2797;3689;53588;Población municipal;38735.2204879;A
2001;4172;2797;3689;53583;Población municipal;24973.365429;A
2001;4172;2797;3689;53584;Población municipal;10841.7388044;A
2001;4172;2797;3689;53585;Población municipal;1789.0643553;A
2001;4172;2797;3689;53586;Población municipal;736.0145915;A
2001;4172;2797;3689;53587;Población municipal;395.0373077;A
2001;4172;2797;3690;53588;Población municipal;36623.0432381;A
2001;4172;2797;3690;53583;Población municipal;23676.7960243;A
2001;4172;2797;3690;53584;Población municipal;10195.3066099;A
2001;4172;2797;3690;53585;Población municipal;1686.9551883;A
2001;4172;2797;3690;53586;Población municipal;695.0078254;A
2001;4172;2797;3690;53587;Población municipal;368.9775902;A
2001;4172;2911;3691;53588;Población municipal;113333.0117218;A
2001;4172;2911;3691;53583;Población municipal;86420.9619744;A
2001;4172;2911;3691;53584;Población municipal;19355.0434038;A
2001;4172;2911;3691;53585;Población municipal;3261.9843559;A
2001;4172;2911;3691;53586;Población municipal;3687.0194094;A
2001;4172;2911;3691;53587;Población municipal;608.0025783;A
2001;4172;2911;3689;53588;Población municipal;58280.2837096;A
2001;4172;2911;3689;53583;Población municipal;44398.1843906;A
2001;4172;2911;3689;53584;Población municipal;9986.1320639;A
2001;4172;2911;3689;53585;Población municipal;1655.9726449;A
2001;4172;2911;3689;53586;Población municipal;1895.0183053;A
2001;4172;2911;3689;53587;Población municipal;344.9763049;A
2001;4172;2911;3690;53588;Población municipal;55052.7280122;A
2001;4172;2911;3690;53583;Población municipal;42022.7775838;A
2001;4172;2911;3690;53584;Población municipal;9368.9113399;A
2001;4172;2911;3690;53585;Población municipal;1606.011711;A
2001;4172;2911;3690;53586;Población municipal;1792.0011041;A
2001;4172;2911;3690;53587;Población municipal;263.0262734;A
2001;4172;3023;3691;53588;Población municipal;212179.1338834;A
2001;4172;3023;3691;53583;Población municipal;144722.8308449;A
2001;4172;3023;3691;53584;Población municipal;45874.103771;A
2001;4172;3023;3691;53585;Población municipal;7134.0383356;A
2001;4172;3023;3691;53586;Población municipal;6168.1062184;A
2001;4172;3023;3691;53587;Población municipal;8280.0547135;A
2001;4172;3023;3689;53588;Población municipal;106103.7353599;A
2001;4172;3023;3689;53583;Población municipal;72302.0651048;A
2001;4172;3023;3689;53584;Población municipal;22944.7539935;A
2001;4172;3023;3689;53585;Población municipal;3633.9718424;A
2001;4172;3023;3689;53586;Población municipal;3090.0450747;A
2001;4172;3023;3689;53587;Población municipal;4132.8993445;A
2001;4172;3023;3690;53588;Población municipal;106075.3985235;A
2001;4172;3023;3690;53583;Población municipal;72420.7657401;A
2001;4172;3023;3690;53584;Población municipal;22929.3497775;A
2001;4172;3023;3690;53585;Población municipal;3500.0664932;A
2001;4172;3023;3690;53586;Población municipal;3078.0611437;A
2001;4172;3023;3690;53587;Población municipal;4147.155369;A
2001;4172;3142;3691;53588;Población municipal;299301.6565191;A
2001;4172;3142;3691;53583;Población municipal;194131.7056464;A
2001;4172;3142;3691;53584;Población municipal;90411.0107679;A
2001;4172;3142;3691;53585;Población municipal;5903.9843332;A
2001;4172;3142;3691;53586;Población municipal;6273.992505;A
2001;4172;3142;3691;53587;Población municipal;2580.9632666;A
2001;4172;3142;3689;53588;Población municipal;154144.9785465;A
2001;4172;3142;3689;53583;Población municipal;100065.5409516;A
2001;4172;3142;3689;53584;Población municipal;46604.6504499;A
2001;4172;3142;3689;53585;Población municipal;2987.9053244;A
2001;4172;3142;3689;53586;Población municipal;3174.9366625;A
2001;4172;3142;3689;53587;Población municipal;1311.9451581;A
2001;4172;3142;3690;53588;Población municipal;145156.6779726;A
2001;4172;3142;3690;53583;Población municipal;94066.1646948;A
2001;4172;3142;3690;53584;Población municipal;43806.360318;A
2001;4172;3142;3690;53585;Población municipal;2916.0790088;A
2001;4172;3142;3690;53586;Población municipal;3099.0558425;A
2001;4172;3142;3690;53587;Población municipal;1269.0181085;A
2001;4159;3143;3691;53588;Población municipal;348476.7730713;A
2001;4159;3143;3691;53583;Población municipal;283085.5509718;A
2001;4159;3143;3691;53584;Población municipal;52225.1681079;A
2001;4159;3143;3691;53585;Población municipal;5186.0571823;A
2001;4159;3143;3691;53586;Población municipal;4822.9554297;A
2001;4159;3143;3691;53587;Población municipal;3157.0413796;A
2001;4159;3143;3689;53588;Población municipal;177773.472178;A
2001;4159;3143;3689;53583;Población municipal;144239.3254506;A
2001;4159;3143;3689;53584;Población municipal;26723.0675671;A
2001;4159;3143;3689;53585;Población municipal;2668.0364976;A
2001;4159;3143;3689;53586;Población municipal;2526.9900545;A
2001;4159;3143;3689;53587;Población municipal;1616.0526082;A
2001;4159;3143;3690;53588;Población municipal;170703.3008933;A
2001;4159;3143;3690;53583;Población municipal;138846.2255212;A
2001;4159;3143;3690;53584;Población municipal;25502.1005408;A
2001;4159;3143;3690;53585;Población municipal;2518.0206847;A
2001;4159;3143;3690;53586;Población municipal;2295.9653752;A
2001;4159;3143;3690;53587;Población municipal;1540.9887714;A
2001;4159;2352;3691;53588;Población municipal;27477.7505101;A
2001;4159;2352;3691;53583;Población municipal;21488.7562017;A
2001;4159;2352;3691;53584;Población municipal;4355.9864454;A
2001;4159;2352;3691;53585;Población municipal;622.006734;A
2001;4159;2352;3691;53586;Población municipal;410.9744404;A
2001;4159;2352;3691;53587;Población municipal;600.0266886;A
2001;4159;2352;3689;53588;Población municipal;13964.6214179;A
2001;4159;2352;3689;53583;Población municipal;10873.4254281;A
2001;4159;2352;3689;53584;Población municipal;2261.116971;A
2001;4159;2352;3689;53585;Población municipal;313.0130963;A
2001;4159;2352;3689;53586;Población municipal;201.9959657;A
2001;4159;2352;3689;53587;Población municipal;315.0699568;A
2001;4159;2352;3690;53588;Población municipal;13513.1290922;A
2001;4159;2352;3690;53583;Población municipal;10615.3307736;A
2001;4159;2352;3690;53584;Población municipal;2094.8694744;A
2001;4159;2352;3690;53585;Población municipal;308.9936377;A
2001;4159;2352;3690;53586;Población municipal;208.9784747;A
2001;4159;2352;3690;53587;Población municipal;284.9567318;A
2001;4159;2402;3691;53588;Población municipal;57003.9837267;A
2001;4159;2402;3691;53583;Población municipal;50213.9055016;A
2001;4159;2402;3691;53584;Población municipal;4667.0501537;A
2001;4159;2402;3691;53585;Población municipal;833.0135981;A
2001;4159;2402;3691;53586;Población municipal;909.992286;A
2001;4159;2402;3691;53587;Población municipal;380.0221873;A
2001;4159;2402;3689;53588;Población municipal;29778.0582208;A
2001;4159;2402;3689;53583;Población municipal;26212.9273526;A
2001;4159;2402;3689;53584;Población municipal;2454.1047366;A
2001;4159;2402;3689;53585;Población municipal;442.0074609;A
2001;4159;2402;3689;53586;Población municipal;482.0122937;A
2001;4159;2402;3689;53587;Población municipal;187.006377;A
2001;4159;2402;3690;53588;Población municipal;27225.9255059;A
2001;4159;2402;3690;53583;Población municipal;24000.978149;A
2001;4159;2402;3690;53584;Población municipal;2212.9454171;A
2001;4159;2402;3690;53585;Población municipal;391.0061372;A
2001;4159;2402;3690;53586;Población municipal;427.9799923;A
2001;4159;2402;3690;53587;Población municipal;193.0158103;A
2001;4159;2482;3691;53588;Población municipal;36996.8631611;A
2001;4159;2482;3691;53583;Población municipal;34448.8800877;A
2001;4159;2482;3691;53584;Población municipal;1555.9853269;A
2001;4159;2482;3691;53585;Población municipal;478.9956071;A
2001;4159;2482;3691;53586;Población municipal;397.0055171;A
2001;4159;2482;3691;53587;Población municipal;115.9966223;A
2001;4159;2482;3689;53588;Población municipal;19191.6605348;A
2001;4159;2482;3689;53583;Población municipal;17874.6911546;A
2001;4159;2482;3689;53584;Población municipal;800.9744472;A
2001;4159;2482;3689;53585;Población municipal;246.9930982;A
2001;4159;2482;3689;53586;Población municipal;209.0041498;A
2001;4159;2482;3689;53587;Población municipal;59.997685;A
2001;4159;2482;3690;53588;Población municipal;17805.2026263;A
2001;4159;2482;3690;53583;Población municipal;16574.1889331;A
2001;4159;2482;3690;53584;Población municipal;755.0108797;A
2001;4159;2482;3690;53585;Población municipal;232.0025089;A
2001;4159;2482;3690;53586;Población municipal;188.0013673;A
2001;4159;2482;3690;53587;Población municipal;55.9989373;A
2001;4159;2713;3691;53588;Población municipal;29361.9874006;A
2001;4159;2713;3691;53583;Población municipal;21925.0225559;A
2001;4159;2713;3691;53584;Población municipal;6203.9917419;A
2001;4159;2713;3691;53585;Población municipal;403.9888717;A
2001;4159;2713;3691;53586;Población municipal;583.9900357;A
2001;4159;2713;3691;53587;Población municipal;244.9941954;A
2001;4159;2713;3689;53588;Población municipal;15312.7376372;A
2001;4159;2713;3689;53583;Población municipal;11352.763419;A
2001;4159;2713;3689;53584;Población municipal;3292.9962479;A
2001;4159;2713;3689;53585;Población municipal;204.9969766;A
2001;4159;2713;3689;53586;Población municipal;322.9854993;A
2001;4159;2713;3689;53587;Población municipal;138.9954944;A
2001;4159;2713;3690;53588;Población municipal;14049.2497634;A
2001;4159;2713;3690;53583;Población municipal;10572.2591369;A
2001;4159;2713;3690;53584;Población municipal;2910.995494;A
2001;4159;2713;3690;53585;Población municipal;198.9918951;A
2001;4159;2713;3690;53586;Población municipal;261.0045364;A
2001;4159;2713;3690;53587;Población municipal;105.998701;A
2001;4159;2797;3691;53588;Población municipal;19494.0769134;A
2001;4159;2797;3691;53583;Población municipal;15635.0630461;A
2001;4159;2797;3691;53584;Población municipal;2987.0077061;A
2001;4159;2797;3691;53585;Población municipal;523.9947297;A
2001;4159;2797;3691;53586;Población municipal;215.0174293;A
2001;4159;2797;3691;53587;Población municipal;132.9940022;A
2001;4159;2797;3689;53588;Población municipal;10008.2885176;A
2001;4159;2797;3689;53583;Población municipal;7974.2947261;A
2001;4159;2797;3689;53584;Población municipal;1594.9704902;A
2001;4159;2797;3689;53585;Población municipal;270.0086866;A
2001;4159;2797;3689;53586;Población municipal;111.007042;A
2001;4159;2797;3689;53587;Población municipal;58.0075727;A
2001;4159;2797;3690;53588;Población municipal;9485.7883958;A
2001;4159;2797;3690;53583;Población municipal;7660.76832;A
2001;4159;2797;3690;53584;Población municipal;1392.0372159;A
2001;4159;2797;3690;53585;Población municipal;253.9860431;A
2001;4159;2797;3690;53586;Población municipal;104.0103873;A
2001;4159;2797;3690;53587;Población municipal;74.9864295;A
2001;4159;2911;3691;53588;Población municipal;29392.0331289;A
2001;4159;2911;3691;53583;Población municipal;23209.0091233;A
2001;4159;2911;3691;53584;Población municipal;5101.98654;A
2001;4159;2911;3691;53585;Población municipal;511.0111295;A
2001;4159;2911;3691;53586;Población municipal;473.0118838;A
2001;4159;2911;3691;53587;Población municipal;97.0144523;A
2001;4159;2911;3689;53588;Población municipal;15297.8048535;A
2001;4159;2911;3689;53583;Población municipal;12019.7437584;A
2001;4159;2911;3689;53584;Población municipal;2704.0497157;A
2001;4159;2911;3689;53585;Población municipal;271.9986054;A
2001;4159;2911;3689;53586;Población municipal;249.0085351;A
2001;4159;2911;3689;53587;Población municipal;53.0042389;A
2001;4159;2911;3690;53588;Población municipal;14094.2282754;A
2001;4159;2911;3690;53583;Población municipal;11189.2653649;A
2001;4159;2911;3690;53584;Población municipal;2397.9368243;A
2001;4159;2911;3690;53585;Población municipal;239.0125241;A
2001;4159;2911;3690;53586;Población municipal;224.0033487;A
2001;4159;2911;3690;53587;Población municipal;44.0102134;A
2001;4159;3023;3691;53588;Población municipal;58427.161786;A
2001;4159;3023;3691;53583;Población municipal;44499.003314;A
2001;4159;3023;3691;53584;Población municipal;11055.1073293;A
2001;4159;3023;3691;53585;Población municipal;888.0553809;A
2001;4159;3023;3691;53586;Población municipal;875.9867434;A
2001;4159;3023;3691;53587;Población municipal;1109.0090184;A
